Symbol,Name,결산월,회계년,주기,영업수익(천원),영업비용(천원),영업이익(천원),당기순이익(천원),총자본(천원),유형자산(천원),유동자산(천원),유동부채(천원),당좌자산(천원),현금및현금성자산(천원),단기금융상품(천원),매출채권(천원),재고자산(천원),총자산(천원),매출원가(천원),매출액(천원),판매비와관리비(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),유무형자산상각비(천원)
A136490,선진,12,2017,Annual,694134560.0,668574730.0,25559830.0,34762370.0,338657529.0,107532582.0,178568847.0,217888782.0,138952294.0,19513612.0,7305000.0,68892424.0,39616554.0,577742166.0,593620666.0,694134560.0,74954064.0,21195855.0,47631217.0,5479114.0
A136490,선진,12,2018,Annual,746427050.0,722933294.0,23493755.0,19384204.0,349111677.0,115293474.0,298598643.0,344691111.0,219700711.0,69585935.0,6505000.0,84745964.0,78897932.0,780044524.0,638080859.0,746427050.0,84852436.0,86241737.0,-22085179.0,6352826.0
A136490,선진,12,2019,Annual,779405583.0,737986144.0,41419439.0,26837228.0,375019061.0,123894897.0,267281012.0,315072742.0,196032264.0,9079364.0,5505000.0,126150746.0,71248747.0,760691640.0,650666230.0,779405583.0,87319913.0,70599837.0,-7530361.0,8672188.0
A136490,선진,12,2020,Annual,929636829.0,900436277.0,29200552.0,22437095.0,387512224.0,130557881.0,292266401.0,407997067.0,219150791.0,29209271.0,5605000.0,116007415.0,73115610.0,806056414.0,797934028.0,929636829.0,102502249.0,10547123.0,52778935.0,9779969.0
A136490,선진,12,2021,Annual,979697977.0,952829483.0,26868494.0,8871451.0,385114595.0,136967608.0,287070545.0,395704792.0,199333403.0,31529418.0,7340000.0,80528189.0,87737141.0,801429364.0,843278141.0,979697977.0,109551342.0,20609977.0,31101810.0,10524771.0
A136490,선진,12,2022,Annual,1198282787.0,1168186207.0,30096580.0,41094963.0,426337623.0,139175574.0,391012063.0,480240714.0,266604930.0,34528907.0,6490000.0,113153851.0,124407133.0,915554063.0,1045957266.0,1198282787.0,122228941.0,8975725.0,14921702.0,11555914.0
A010820,퍼스텍,12,2011,Annual,81844543.0,78649320.0,3195224.0,1439575.0,63158640.0,43445802.0,35557342.0,21607071.0,19795250.0,868869.0,0.0,15209654.0,15762092.0,106860273.0,72777194.0,81844543.0,5872126.0,22094562.0,4661807.0,2335663.0
A010820,퍼스텍,12,2012,Annual,87041323.0,85171017.0,1870306.0,1984494.0,65636547.0,44460472.0,52184919.0,38147143.0,31401048.0,10018746.0,0.0,8374734.0,20783871.0,124785480.0,79166375.0,87041323.0,6004643.0,21001790.0,11705675.0,2442431.0
A010820,퍼스텍,12,2013,Annual,103177413.0,100884614.0,2292799.0,1492864.0,65435191.0,43663449.0,63688451.0,59547634.0,41317037.0,4184892.0,700000.0,13186425.0,22371414.0,139660201.0,94139467.0,103177413.0,6745147.0,14677376.0,-1325485.0,2603976.0
A010820,퍼스텍,12,2014,Annual,109200880.0,106426075.0,2774805.0,1600050.0,65198536.0,46594225.0,103602549.0,104156702.0,67342185.0,2039658.0,480000.0,28208677.0,36260364.0,187777184.0,98987253.0,109200880.0,7438823.0,18421946.0,1688304.0,2798806.0
A010820,퍼스텍,12,2015,Annual,128176888.0,126132813.0,2044075.0,1194890.0,64490478.0,46019973.0,96615026.0,99273821.0,56176621.0,633519.0,700000.0,35404100.0,40438406.0,183980164.0,118150161.0,128176888.0,7982652.0,20215866.0,-6612625.0,2941951.0
A010820,퍼스텍,12,2016,Annual,136347089.0,136107663.0,239427.0,-666022.0,63685208.0,46728449.0,90811685.0,91565614.0,51939364.0,592134.0,0.0,37365286.0,38872321.0,179175959.0,128020567.0,136347089.0,8087095.0,23925138.0,-824624.0,3893851.0
A010820,퍼스텍,12,2017,Annual,161959020.0,160886927.0,1072093.0,3773446.0,80742790.0,50733397.0,91192280.0,90405204.0,58112456.0,4305890.0,327000.0,40816345.0,33079824.0,197157482.0,149683177.0,161959020.0,11203749.0,26009489.0,14879282.0,4401348.0
A010820,퍼스텍,12,2018,Annual,130995075.0,153072281.0,-22077206.0,-35554591.0,39485853.0,42268358.0,72345641.0,79769756.0,53075208.0,10823177.0,0.0,22343283.0,19270433.0,160686362.0,144379479.0,130995075.0,8692802.0,41430754.0,20933348.0,4149686.0
A010820,퍼스텍,12,2019,Annual,126313854.0,130974748.0,-4660894.0,-10486350.0,27277828.0,36899615.0,95573022.0,128513588.0,73813209.0,28748303.0,0.0,21941044.0,21759813.0,182110598.0,124430527.0,126313854.0,6544220.0,26319181.0,30731898.0,3290676.0
A010820,퍼스텍,12,2020,Annual,132075450.0,128059113.0,4016336.0,7130774.0,44713891.0,36840911.0,90013852.0,111887399.0,65203536.0,7845982.0,23000000.0,14246310.0,24810316.0,180652738.0,123013697.0,132075450.0,5045416.0,24051448.0,11038639.0,1822243.0
A010820,퍼스텍,12,2021,Annual,136697478.0,132362755.0,4334722.0,3874218.0,43404057.0,36466931.0,102511196.0,119774310.0,70726331.0,21338434.0,0.0,16105440.0,31784865.0,185612511.0,126328312.0,136697478.0,6034443.0,22434145.0,-6873596.0,1554767.0
A010820,퍼스텍,12,2022,Annual,160154490.0,157041562.0,3112928.0,1794177.0,56662193.0,73615560.0,102843975.0,119575891.0,62333090.0,18077794.0,0.0,13445486.0,40510884.0,211309948.0,150079056.0,160154490.0,6962506.0,35071864.0,1225830.0,1583485.0
A024900,덕양산업,12,2011,Annual,814690295.0,814961211.0,-270917.0,7024417.0,68200790.0,41389779.0,201300843.0,183379528.0,199572810.0,70317285.0,0.0,117689832.0,1728033.0,254048937.0,807180486.0,814690295.0,7780725.0,2468619.0,22624915.0,4917223.0
A024900,덕양산업,12,2012,Annual,906316946.0,907930717.0,-1613771.0,4093105.0,54735376.0,47642277.0,172204507.0,170407963.0,170704509.0,20790668.0,32000000.0,109249122.0,1499998.0,232283632.0,899345772.0,906316946.0,8584945.0,7140293.0,8942854.0,5140000.0
A024900,덕양산업,12,2013,Annual,836617172.0,837888020.0,-1270849.0,1317650.0,55849452.0,49977186.0,171357056.0,167720794.0,169346326.0,53020849.0,0.0,106538387.0,2010729.0,228092729.0,828746835.0,836617172.0,9141185.0,4522484.0,5617581.0,5675113.0
A024900,덕양산업,12,2014,Annual,811901189.0,810410673.0,1490516.0,3316905.0,60807749.0,78449654.0,130131318.0,143703166.0,127663312.0,23211803.0,0.0,90524429.0,2468007.0,217036945.0,801132285.0,811901189.0,9278388.0,12526030.0,-2652878.0,6000236.0
A024900,덕양산업,12,2015,Annual,815922074.0,819378867.0,-3456794.0,760330.0,61265758.0,81729515.0,162716671.0,193090359.0,160020343.0,33154328.0,0.0,111131264.0,2696328.0,330510835.0,809455640.0,815922074.0,9923227.0,76154718.0,31961077.0,7975234.0
A024900,덕양산업,12,2016,Annual,823616333.0,830689994.0,-7073661.0,-2883084.0,56391473.0,79654670.0,166722822.0,204864935.0,164054458.0,15085763.0,0.0,128449173.0,2668364.0,330323972.0,819486713.0,823616333.0,11203281.0,69067564.0,-8650249.0,8952000.0
A024900,덕양산업,12,2017,Annual,914027609.0,911750740.0,2276869.0,1127078.0,60073800.0,88672906.0,165644239.0,241070773.0,162675446.0,23639632.0,480000.0,119812521.0,2968793.0,331824039.0,902721060.0,914027609.0,9029681.0,30679466.0,30701051.0,8812000.0
A024900,덕양산업,12,2018,Annual,1171523331.0,1163649845.0,7873487.0,265370.0,58593818.0,87034040.0,287471780.0,320239637.0,283858444.0,60330865.0,0.0,185640217.0,3613336.0,448801929.0,1152758280.0,1171523331.0,10891564.0,69968474.0,43639794.0,10330482.0
A024900,덕양산업,12,2019,Annual,1256666020.0,1251212311.0,5453709.0,-13065493.0,46701562.0,95295771.0,256687580.0,333705690.0,253018373.0,23258172.0,10000000.0,179491775.0,3669206.0,411991258.0,1236842728.0,1256666020.0,14369583.0,31584006.0,-1438389.0,10270263.0
A024900,덕양산업,12,2020,Annual,1216102001.0,1210190501.0,5911500.0,-5770528.0,42989291.0,104126330.0,266675668.0,335075387.0,261186340.0,41277958.0,5000000.0,198343045.0,5489327.0,417642817.0,1199434055.0,1216102001.0,10756446.0,39578138.0,13746903.0,10520831.0
A024900,덕양산업,12,2021,Annual,1295145746.0,1282299647.0,12846099.0,1381054.0,49315684.0,98178861.0,297884999.0,338517809.0,288274036.0,46349921.0,8556501.0,191009558.0,9610963.0,436866725.0,1265029795.0,1295145746.0,17269851.0,49033232.0,22140666.0,11336000.0
A024900,덕양산업,12,2022,Annual,1523905822.0,1494979769.0,28926053.0,12895551.0,75496481.0,108396824.0,316307338.0,362997804.0,309214712.0,26488208.0,8801828.0,240614207.0,7092626.0,458998822.0,1476419466.0,1523905822.0,18560303.0,20504537.0,-14805301.0,11241000.0
A002620,제일파마홀딩스,12,2011,Annual,462853352.0,431997059.0,30856294.0,27014788.0,231395420.0,65993599.0,257724250.0,130577734.0,192124577.0,22660617.0,0.0,133855385.0,65599673.0,384131035.0,329679984.0,462853352.0,102317075.0,22157880.0,23627761.0,4475261.0
A002620,제일파마홀딩스,12,2012,Annual,426819209.0,420498953.0,6320256.0,11171838.0,241405330.0,104964676.0,226000345.0,121243355.0,159055158.0,11712901.0,0.0,131978470.0,66945187.0,390765178.0,319038595.0,426819209.0,101460358.0,28116493.0,-3942836.0,6539101.0
A002620,제일파마홀딩스,12,2013,Annual,451968239.0,450595472.0,1372767.0,484386.0,237602483.0,98475989.0,238654513.0,129968173.0,175039456.0,7669680.0,11216266.0,151540124.0,63615057.0,396097415.0,342551577.0,451968239.0,108043895.0,28526759.0,12915737.0,8370005.0
A002620,제일파마홀딩스,12,2014,Annual,512736239.0,504185012.0,8551227.0,2095459.0,235212899.0,93288626.0,253796832.0,143118944.0,195024140.0,8066520.0,4096001.0,178308192.0,58772692.0,409567197.0,383860835.0,512736239.0,120324177.0,31235354.0,-3657644.0,8544365.0
A002620,제일파마홀딩스,12,2015,Annual,594715655.0,581567220.0,13148434.0,9761371.0,241388455.0,92082516.0,289194166.0,175029982.0,215570924.0,13489100.0,3098020.0,193350409.0,73623242.0,445166106.0,454500267.0,594715655.0,127066954.0,28747669.0,2743174.0,8464657.0
A002620,제일파마홀딩스,12,2016,Annual,39417056.0,35492561.0,3924495.0,8816842.0,247731530.0,112543050.0,293252073.0,188651240.0,217395359.0,22159569.0,3150796.0,179633704.0,75856714.0,481474024.0,0.0,39417056.0,35492561.0,45091253.0,9514215.0,7654655.0
A002620,제일파마홀딩스,12,2017,Annual,7673797.0,5727613.0,1946184.0,518364696.0,200036960.0,2455984.0,9300410.0,1983299.0,9300410.0,163039.0,4842705.0,2383577.0,0.0,223514544.0,0.0,7673797.0,5727613.0,21494286.0,5721904.0,3300350.0
A002620,제일파마홀딩스,12,2018,Annual,13062295.0,6398927.0,6663368.0,5266222.0,484506719.0,9739460.0,37229196.0,76332942.0,37229196.0,31308839.0,3335224.0,1687030.0,0.0,587402085.0,0.0,13062295.0,6398927.0,26562424.0,1541860.0,69186.0
A002620,제일파마홀딩스,12,2019,Annual,15296455.0,7044275.0,8252180.0,-85608008.0,397518785.0,10842995.0,21794581.0,100367762.0,21794581.0,2027013.0,8870292.0,1717014.0,0.0,528980385.0,0.0,15296455.0,7044275.0,31093838.0,1080935.0,116894.0
A002620,제일파마홀딩스,12,2020,Annual,17030706.0,7860343.0,9170363.0,21267655.0,417788170.0,11795315.0,16938305.0,87704172.0,16938305.0,8092475.0,6932559.0,1867278.0,0.0,545818384.0,0.0,17030706.0,7860343.0,40326043.0,441551.0,162250.0
A002620,제일파마홀딩스,12,2021,Annual,11918374.0,7821584.0,4096789.0,3829947.0,423492131.0,15065428.0,20328037.0,54186175.0,20328037.0,2007766.0,16602835.0,1554638.0,0.0,522165554.0,0.0,11918374.0,7821584.0,44487248.0,-2311660.0,218912.0
A002620,제일파마홀딩스,12,2022,Annual,12084205.0,7787767.0,4296438.0,-81237753.0,340823649.0,14971313.0,20808672.0,53273155.0,20808672.0,385478.0,18500712.0,1026827.0,0.0,436640130.0,0.0,12084205.0,7787767.0,42543326.0,1206170.0,186207.0
A053690,한미글로벌,12,2011,Annual,130157970.0,124683673.0,5474297.0,4224117.0,50955754.0,1924683.0,74122282.0,35864382.0,74122282.0,10509446.0,18487000.0,39874642.0,0.0,112502234.0,104584918.0,130157970.0,20098755.0,25682098.0,10805063.0,629491.0
A053690,한미글로벌,12,2012,Annual,161993619.0,156683986.0,5309633.0,5043551.0,53338989.0,1660817.0,67167427.0,30233303.0,67167427.0,12164352.0,18692000.0,33184263.0,0.0,108753852.0,134921860.0,161993619.0,21762126.0,25181560.0,5746638.0,609632.0
A053690,한미글로벌,12,2013,Annual,108717082.0,101511157.0,7205925.0,4665652.0,57523153.0,1590374.0,75910539.0,35403465.0,75910539.0,15904137.0,23487000.0,32422202.0,0.0,107662310.0,84179381.0,108717082.0,17331776.0,14735692.0,-896932.0,447461.0
A053690,한미글로벌,12,2014,Annual,91869475.0,84731212.0,7138263.0,5067140.0,61380225.0,1952917.0,62107644.0,28835528.0,62107644.0,13551020.0,22819000.0,23297058.0,0.0,97504629.0,64373477.0,91869475.0,20357735.0,7288877.0,14319402.0,462371.0
A053690,한미글로벌,12,2015,Annual,106927745.0,97024138.0,9903607.0,5732975.0,81673571.0,1870225.0,66804418.0,25433652.0,66804418.0,15857850.0,19607000.0,19476433.0,0.0,107938226.0,78032366.0,106927745.0,18991772.0,831003.0,11068142.0,491487.0
A053690,한미글로벌,12,2016,Annual,104558383.0,96339278.0,8219105.0,8545196.0,96751075.0,1579919.0,60749018.0,35168198.0,60749018.0,8930222.0,19508965.0,22990680.0,0.0,131942620.0,76384740.0,104558383.0,19954538.0,23347.0,446760.0,492611.0
A053690,한미글로벌,12,2017,Annual,110345097.0,105111781.0,5233315.0,6619364.0,99568460.0,1471294.0,84876845.0,33710183.0,84876845.0,24205758.0,10284049.0,24015663.0,0.0,134726362.0,83925485.0,110345097.0,21186296.0,1447718.0,8668323.0,480747.0
A053690,한미글로벌,12,2018,Annual,126301947.0,118844529.0,7457418.0,3745670.0,101271104.0,1429829.0,76418560.0,32482481.0,76418560.0,21037389.0,3010787.0,31948028.0,0.0,134796670.0,98619744.0,126301947.0,20224786.0,1043085.0,1884661.0,386995.0
A053690,한미글로벌,12,2019,Annual,101759309.0,96587286.0,5172023.0,4461227.0,102230624.0,1605190.0,62402993.0,22250749.0,62402993.0,23312771.0,9815684.0,22654612.0,0.0,127742597.0,75145558.0,101759309.0,21441728.0,3261223.0,13547858.0,1666032.0
A053690,한미글로벌,12,2020,Annual,116374258.0,107620235.0,8754022.0,7958912.0,103697327.0,1461225.0,71651155.0,40172474.0,71651155.0,27788324.0,12538215.0,22600261.0,0.0,145417339.0,86137789.0,116374258.0,21482446.0,1547538.0,14739394.0,1644421.0
A053690,한미글로벌,12,2021,Annual,139233054.0,128598811.0,10634243.0,12314823.0,112768890.0,1304749.0,93270947.0,56047411.0,93270947.0,34156959.0,5000000.0,30170504.0,0.0,175659721.0,104452652.0,139233054.0,24146158.0,6843421.0,12724980.0,1651446.0
A053690,한미글로벌,12,2022,Annual,174397667.0,162107787.0,12289879.0,14379092.0,148203766.0,1294890.0,114150842.0,64339270.0,114150842.0,29801638.0,16780338.0,32634639.0,0.0,217613616.0,133624009.0,174397667.0,28483778.0,5070579.0,3439038.0,1659253.0
A139990,아주스틸,12,2011,Annual,237392159.0,231504274.0,5887885.0,2764734.0,30140364.0,46551001.0,78197289.0,79704879.0,55866361.0,26949.0,9682309.0,43745377.0,22330928.0,137721743.0,223388585.0,237392159.0,8115689.0,27876500.0,-6787492.0,3618852.0
A139990,아주스틸,12,2012,Annual,180420353.0,175248478.0,5171874.0,-384088.0,29217602.0,45662270.0,74875921.0,85488729.0,44665226.0,1178.0,10219934.0,30228535.0,30210695.0,135691483.0,165553751.0,180420353.0,9694727.0,20985151.0,10447431.0,2804651.0
A139990,아주스틸,12,2013,Annual,202124134.0,192958649.0,9165485.0,1746459.0,30795870.0,48863291.0,81178011.0,99942418.0,54048675.0,16212.0,11813571.0,37400134.0,27129336.0,147677638.0,184309349.0,202124134.0,8649300.0,16939351.0,3893678.0,2265154.0
A139990,아주스틸,12,2014,Annual,235608779.0,229060107.0,6548672.0,2805832.0,37182682.0,54536236.0,95315851.0,103578235.0,66382983.0,98576.0,14910924.0,42274518.0,28932868.0,171503629.0,219282302.0,235608779.0,9777805.0,30742712.0,-1910277.0,5089506.0
A139990,아주스틸,12,2015,Annual,221735616.0,214409330.0,7326287.0,1990727.0,41849596.0,53169365.0,101729894.0,113538991.0,67471609.0,61610.0,15374251.0,42881159.0,34258285.0,177636831.0,203016061.0,221735616.0,11393269.0,22248244.0,10802464.0,5433668.0
A139990,아주스틸,12,2016,Annual,239154646.0,232141450.0,7013196.0,3197724.0,44806820.0,52508239.0,95906781.0,109374296.0,63100969.0,26906.0,12120302.0,39982281.0,32805812.0,169658532.0,220799382.0,239154646.0,11342068.0,15477417.0,10011220.0,5176481.0
A139990,아주스틸,12,2017,Annual,226903326.0,218875828.0,8027499.0,2516679.0,53109885.0,60094167.0,88889659.0,104775006.0,56710292.0,21055.0,10088561.0,36021004.0,32179367.0,176493205.0,210555831.0,226903326.0,8319997.0,18608314.0,8318803.0,5314301.0
A139990,아주스틸,12,2018,Annual,282854051.0,277568243.0,5285808.0,2940614.0,55555780.0,60436742.0,93855289.0,105485826.0,65580803.0,72.0,10606891.0,47707443.0,28274486.0,181710391.0,265830089.0,282854051.0,11738154.0,20668786.0,4376776.0,4753317.0
A139990,아주스틸,12,2019,Annual,251563866.0,236191335.0,15372531.0,11750699.0,65651371.0,70959302.0,110191198.0,141967544.0,70559181.0,2491832.0,9322000.0,51367906.0,39632017.0,223934284.0,224864285.0,251563866.0,11327050.0,16315370.0,-12603457.0,5347239.0
A139990,아주스틸,12,2020,Annual,326861772.0,308303578.0,18558194.0,14096616.0,120296756.0,114802553.0,154984871.0,157985999.0,100021127.0,7717485.0,6137000.0,79032854.0,54963744.0,313042687.0,294452550.0,326861772.0,13851028.0,34759932.0,24079172.0,6246726.0
A139990,아주스틸,12,2021,Annual,570544066.0,540183839.0,30360228.0,33806804.0,229927283.0,163765995.0,242690820.0,188683678.0,137858908.0,10228131.0,8602000.0,111565637.0,104831912.0,482606483.0,507509281.0,570544066.0,32674558.0,63995522.0,-21341518.0,8942604.0
A139990,아주스틸,12,2022,Annual,558875183.0,555762836.0,3112347.0,3786932.0,239599139.0,238116663.0,228781592.0,225447693.0,130219712.0,10591479.0,5102000.0,99947324.0,98561879.0,572675614.0,526444291.0,558875183.0,29318544.0,107628782.0,-19421908.0,12351806.0
A282690,동아타이어,12,2011,Annual,,,,,,,,,,,,,,,,,,,,
A282690,동아타이어,12,2012,Annual,,,,,,,,,,,,,,,,,,,,
A282690,동아타이어,12,2013,Annual,,,,,,,,,,,,,,,,,,,,
A282690,동아타이어,12,2014,Annual,,,,,,,,,,,,,,,,,,,,
A282690,동아타이어,12,2015,Annual,,,,,,,,,,,,,,,,,,,,
A282690,동아타이어,12,2016,Annual,,,,,,,,,,,,,,,,,,,,
A282690,동아타이어,12,2017,Annual,28346256.0,26919263.0,1426993.0,200734.0,323401940.0,54560779.0,80811531.0,23498884.0,53320112.0,17235571.0,0.0,32347663.0,27491420.0,348591443.0,25131402.0,28346256.0,1787861.0,1690619.0,2348343.0,1108564.0
A282690,동아타이어,12,2018,Annual,161313790.0,148902923.0,12410867.0,16180289.0,340147105.0,49056623.0,75266554.0,25248504.0,48515616.0,14627831.0,0.0,30822921.0,26750938.0,369042711.0,140789729.0,161313790.0,8113194.0,3647103.0,22529178.0,6159024.0
A282690,동아타이어,12,2019,Annual,155994364.0,137960728.0,18033636.0,24709283.0,356917642.0,39551784.0,87605189.0,28656226.0,68632554.0,24420562.0,14178835.0,24611236.0,18972635.0,386098972.0,130876829.0,155994364.0,7083899.0,525104.0,22264240.0,4889269.0
A282690,동아타이어,12,2020,Annual,143437611.0,126336740.0,17100872.0,13504111.0,368568300.0,37841300.0,84509070.0,27490981.0,63029654.0,22450699.0,10880000.0,28706879.0,21479417.0,397519399.0,119670958.0,143437611.0,6665782.0,1460118.0,15554672.0,3075352.0
A282690,동아타이어,12,2021,Annual,178572150.0,164154775.0,14417376.0,16692396.0,370335039.0,33316753.0,97341492.0,37704794.0,67975699.0,31007098.0,0.0,34673438.0,29365793.0,408960082.0,156733530.0,178572150.0,7421245.0,920249.0,7950422.0,2607527.0
A282690,동아타이어,12,2022,Annual,201504926.0,180691404.0,20813521.0,23064473.0,377393482.0,26848017.0,113747984.0,66145397.0,89589831.0,34406638.0,15248901.0,37976563.0,24158152.0,455083382.0,173238588.0,201504926.0,7452816.0,11544504.0,18533504.0,2514150.0
A105840,우진,12,2011,Annual,59620057.0,51152461.0,8467596.0,7102741.0,82618363.0,17454718.0,57154114.0,13331465.0,46238728.0,11508259.0,11000000.0,8447578.0,10915386.0,97695535.0,41450721.0,59620057.0,9701740.0,1745707.0,12468267.0,835495.0
A105840,우진,12,2012,Annual,57843813.0,54774019.0,3069794.0,4806491.0,90409082.0,18758805.0,66369257.0,16109319.0,52512630.0,17004940.0,5000000.0,16424901.0,13856627.0,107799473.0,45252032.0,57843813.0,9521988.0,1281072.0,-4775183.0,949915.0
A105840,우진,12,2013,Annual,43904280.0,46969704.0,-3065423.0,1586105.0,90748587.0,25916967.0,43973857.0,16552884.0,28339923.0,419401.0,0.0,6876524.0,15633934.0,111316992.0,36180329.0,43904280.0,10789375.0,4015521.0,682666.0,1059868.0
A105840,우진,12,2014,Annual,56066881.0,54675277.0,1391604.0,2461070.0,90952857.0,34781048.0,45386250.0,27320524.0,26635569.0,913258.0,0.0,11338571.0,18750681.0,124595185.0,45052112.0,56066881.0,9623165.0,6321804.0,-7015507.0,986534.0
A105840,우진,12,2015,Annual,52392209.0,51003055.0,1389155.0,19376065.0,106834541.0,35464924.0,74592174.0,32027779.0,55583096.0,29331012.0,0.0,18404901.0,19009078.0,145339409.0,40353126.0,52392209.0,10649929.0,6477089.0,-4308892.0,1187414.0
A105840,우진,12,2016,Annual,46600228.0,45871100.0,729128.0,1211793.0,104586825.0,35542194.0,56819886.0,25100694.0,37219419.0,4195190.0,0.0,24356389.0,19600467.0,132255511.0,35018296.0,46600228.0,10852804.0,2567992.0,-9670041.0,1282855.0
A105840,우진,12,2017,Annual,45889890.0,48284926.0,-2395036.0,-15105041.0,106535646.0,64477948.0,40304306.0,20670259.0,24990257.0,12523316.0,1979089.0,6584244.0,15314049.0,140861546.0,37575383.0,45889890.0,10709543.0,13655642.0,12194365.0,1257571.0
A105840,우진,12,2018,Annual,42309233.0,41975266.0,333967.0,-4284247.0,104693006.0,64556559.0,36319787.0,31130163.0,26418676.0,1939841.0,11726554.0,5632502.0,9901110.0,168363049.0,31987758.0,42309233.0,9987508.0,32539879.0,4292144.0,1183229.0
A105840,우진,12,2019,Annual,34120573.0,34795894.0,-675321.0,-12178622.0,108460817.0,63121815.0,47406615.0,19590760.0,37709661.0,13817596.0,1800000.0,4202434.0,9696954.0,153210104.0,25585260.0,34120573.0,9210634.0,25158527.0,34289.0,1251694.0
A105840,우진,12,2020,Annual,39615475.0,38395834.0,1219642.0,30924597.0,138676397.0,65449131.0,42309326.0,43362040.0,23359616.0,8231505.0,300000.0,8236231.0,18949711.0,192015190.0,28962005.0,39615475.0,9433829.0,9976753.0,-8688792.0,1168230.0
A105840,우진,12,2021,Annual,52107906.0,48535423.0,3572483.0,-9272613.0,128856963.0,66481253.0,68656315.0,18309564.0,50962860.0,34352522.0,300000.0,12003897.0,17693455.0,179818234.0,34962364.0,52107906.0,13573060.0,32651706.0,2396366.0,1171523.0
A105840,우진,12,2022,Annual,57872888.0,52847455.0,5025433.0,6857169.0,138684482.0,58836198.0,57831558.0,26114598.0,41852340.0,13315957.0,18005315.0,5364333.0,15979218.0,172646980.0,37223837.0,57872888.0,15623618.0,7847900.0,10087456.0,1340808.0
A015230,대창단조,12,2011,Annual,338129322.0,310573457.0,27555866.0,19534753.0,67755343.0,36639764.0,76454726.0,47940888.0,51135616.0,5548873.0,1800000.0,42264244.0,25319110.0,121305662.0,304978901.0,338129322.0,5594555.0,5609432.0,26120987.0,2439165.0
A015230,대창단조,12,2012,Annual,279125128.0,249072780.0,30052348.0,22586837.0,88444762.0,35154897.0,70918748.0,22024349.0,50569454.0,8096584.0,15780000.0,26098191.0,20349294.0,114000242.0,243991739.0,279125128.0,5081041.0,3531131.0,34975812.0,2669614.0
A015230,대창단조,12,2013,Annual,212547375.0,190317200.0,22230175.0,17681912.0,104080371.0,34306660.0,83705413.0,19175458.0,67635524.0,3601740.0,40160000.0,22536999.0,16069889.0,125423622.0,184873759.0,212547375.0,5443441.0,2167794.0,24718459.0,2392339.0
A015230,대창단조,12,2014,Annual,198805855.0,180672855.0,18133000.0,14922394.0,116657705.0,33064103.0,91907915.0,22324562.0,73028450.0,6544243.0,38100000.0,26814411.0,18879464.0,141306199.0,174679311.0,198805855.0,5993544.0,2323932.0,9642751.0,2333065.0
A015230,대창단조,12,2015,Annual,183890069.0,165527772.0,18362297.0,13924412.0,126370293.0,31824965.0,93359096.0,18490926.0,75969935.0,4896280.0,46100000.0,24185223.0,17389161.0,147210462.0,159271177.0,183890069.0,6256595.0,2349244.0,15899280.0,2319611.0
A015230,대창단조,12,2016,Annual,171257097.0,153330780.0,17926316.0,15062775.0,140669693.0,35706940.0,107517117.0,19219713.0,85289455.0,5969018.0,36000000.0,41862420.0,22227662.0,162408100.0,147204543.0,171257097.0,6126237.0,2518694.0,-1877645.0,2117410.0
A015230,대창단조,12,2017,Annual,217913966.0,202561408.0,15352558.0,10092705.0,148254093.0,33215676.0,119929941.0,21901820.0,90020075.0,12489630.0,28000000.0,47877762.0,29909866.0,172816175.0,195242610.0,217913966.0,7318798.0,2660262.0,-458442.0,2238477.0
A015230,대창단조,12,2018,Annual,272946424.0,263654258.0,9292167.0,8683700.0,154558592.0,33169216.0,120977691.0,19072865.0,83980526.0,10413923.0,15636200.0,56311830.0,36997165.0,176491640.0,256116269.0,272946424.0,7537988.0,2860182.0,-6520123.0,2152881.0
A015230,대창단조,12,2019,Annual,217336146.0,205462245.0,11873901.0,11106586.0,158384330.0,32586400.0,120415076.0,15336741.0,90232678.0,15713997.0,40400000.0,32977385.0,30182399.0,175790915.0,197995788.0,217336146.0,7466457.0,2069844.0,39396310.0,2362216.0
A015230,대창단조,12,2020,Annual,193395563.0,182790738.0,10604826.0,8133121.0,159771747.0,31971008.0,125185858.0,18401696.0,90686666.0,22476329.0,27419395.0,39680789.0,34499192.0,179942946.0,175665221.0,193395563.0,7125517.0,1769502.0,370604.0,2267151.0
A015230,대창단조,12,2021,Annual,283527611.0,265215599.0,18312012.0,15573263.0,173424163.0,31811831.0,133533775.0,26644770.0,67822261.0,11130118.0,1435827.0,54177417.0,65711514.0,201583382.0,255268934.0,283527611.0,9946665.0,1514449.0,-21619349.0,2086427.0
A015230,대창단조,12,2022,Annual,318979683.0,284252188.0,34727495.0,31646295.0,201905129.0,30737259.0,152034344.0,39593238.0,94836300.0,24003014.0,6445482.0,60015287.0,57198045.0,250352084.0,272658825.0,318979683.0,11593363.0,8853717.0,34418715.0,2168676.0
A020120,키다리스튜디오,12,2011,Annual,4188072.0,7297618.0,-3109545.0,-1748311.0,5330857.0,796371.0,7978320.0,4563225.0,6101546.0,1375703.0,0.0,3379099.0,1876775.0,10069904.0,3202502.0,4188072.0,4095116.0,175822.0,-2531221.0,387307.0
A020120,키다리스튜디오,12,2012,Annual,9215652.0,12636875.0,-3421223.0,-3050464.0,14831092.0,903701.0,17732940.0,8273733.0,16262889.0,3359010.0,1000000.0,4050772.0,1470051.0,27561464.0,7234629.0,9215652.0,5402246.0,4456639.0,147357.0,394262.0
