Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A006360,GS건설,12,2012,Annual,0.99,7.99,1.84,69.04,71.39,101.87,4.62,33.85,5.7,-0.75,2.67,-59.15,-77.78,19.14,1.88,6.15,66.64,199.76,12.15,0.83,1.26,2.43,37.52,2.52,9.01,2.0,4.84,146.96,130.75,4.13,14.03,2.59,-0.58,0.66,1.44,1.22,1.06,0.0,0.92,1.03,0.0,0,0.0
A006360,GS건설,12,2013,Annual,-8.65,-3.96,-9.78,-366.84,-389.48,91.09,-28.03,-324.78,-0.03,-19.58,-0.49,적전,적전,18.05,1.57,5.82,74.58,293.36,15.01,0.79,1.12,2.70,37.51,-8.43,-21.52,-7.55,-20.37,137.11,128.98,4.66,13.98,2.42,17.76,1.16,-2.02,1.02,1.0,0.02,0.94,1.12,0.02,0,0.0
A006360,GS건설,12,2014,Annual,-0.24,4.52,0.54,16.78,-9.71,100.54,-0.88,-13.47,-0.82,13.37,9.5,흑전,적지,18.76,1.3,3.98,72.65,265.61,16.43,0.74,1.01,2.81,31.11,0.38,0.88,0.38,1.07,141.22,131.21,5.09,17.06,2.24,-1.71,0.7,-0.88,1.06,0.99,0.02,0.68,0.97,-0.04,1,0.0
A006360,GS건설,12,2015,Annual,0.28,5.18,1.15,34.39,8.82,101.17,0.90,7.34,11.44,-6.52,-45.5,138.56,흑전,10.29,1.11,4.02,74.26,288.45,18.67,0.81,1.10,3.05,29.78,1.14,2.97,1.04,3.16,133.76,122.62,5.9,15.01,2.68,-0.02,1.21,0.87,1.07,1.11,0.0,1.01,1.02,0.01,0,0.0
A006360,GS건설,12,2016,Annual,-0.19,4.42,1.3,40.28,6.01,101.31,0.64,-7.26,4.38,0.15,-26.93,17.13,적전,7.31,1.45,3.13,74.93,298.92,17.62,0.84,1.12,3.29,31.09,0.43,1.22,0.38,1.25,134.76,123.34,5.18,13.62,3.11,-0.33,1.03,1.17,1.22,1.04,0.01,0.78,1.01,0.0,0,0.0
A006360,GS건설,12,2017,Annual,-1.4,6.88,2.73,89.34,-45.07,102.8,-4.88,-47.21,5.83,-3.38,-8.24,122.88,적지,6.55,1.53,4.15,76.35,322.77,17.83,0.86,1.14,3.54,32.74,-1.09,-3.03,-0.95,-3.38,111.67,98.96,4.71,12.19,3.01,-15.22,1.18,0.64,1.18,1.06,0.01,1.33,1.02,0.04,0,0.0
A006360,GS건설,12,2018,Annual,4.47,12.39,8.1,281.78,221.04,108.82,24.33,154.09,12.5,11.88,-6.29,234.04,흑전,6.99,1.79,4.29,69.88,231.98,13.24,1.02,1.39,3.83,34.78,6.74,21.16,4.84,18.52,123.09,106.83,5.55,12.37,3.16,-4.4,0.64,0.56,1.19,1.12,0.01,1.03,0.92,0.0,0,0.0
A006360,GS건설,12,2019,Annual,4.3,13.42,7.37,192.38,168.93,107.95,17.35,111.16,-20.72,14.3,39.83,-27.92,-23.82,8.93,3.72,6.05,68.54,217.91,13.61,0.83,1.19,2.68,26.12,6.63,21.39,5.55,14.88,126.34,111.25,5.37,10.91,2.07,-1.02,1.21,0.92,1.27,0.79,0.01,1.41,0.98,0.0,0,0.0
A006360,GS건설,12,2020,Annual,3.26,15.16,7.41,186.66,128.96,108.01,12.26,77.53,-2.82,4.08,21.32,-2.2,-26.33,10.36,5.4,7.75,68.69,219.35,15.39,0.75,1.10,2.39,25.18,5.10,13.27,4.66,11.16,126.59,101.62,6.07,8.78,1.64,-2.06,0.78,0.88,1.04,0.97,0.03,1.28,1.0,0.01,0,0.0
A006360,GS건설,12,2021,Annual,4.75,14.95,7.15,155.51,158.26,107.71,14.33,98.26,-10.73,13,8.17,-13.85,30.07,10.16,4.48,7.79,67.91,211.61,17.9,0.62,0.91,1.97,21.74,5.69,14.63,6.22,12.24,121.06,99.24,5.56,6.22,1.34,-2.08,1.41,1.01,0.97,0.89,0.03,1.01,0.99,-0.03,0,0.0
A006360,GS건설,12,2022,Annual,3.59,10.46,4.51,129.66,155.38,104.72,13.00,79.29,36.1,9.92,17.91,-14.18,2.89,10.74,5.24,5.95,68.39,216.39,11.94,0.77,1.12,2.40,28.74,5.05,12.65,4.5,10.82,114.7,96.42,5.75,8.26,1.69,0.01,1.0,1.43,0.94,1.36,0.03,0.76,1.01,0.03,0,0.0
A005420,코스모화학,12,2011,Annual,8.13,24.41,12.3,35.19,23.25,114.03,5.90,23.25,38.2,15.92,11.48,258.47,-54.67,65.21,0.55,12.11,51.71,107.1,0.21,0.36,0.71,0.73,2.86,11.24,17.08,15.9,11.55,84.53,44.88,,,,0.2,,,,,,,,0.06,0,1.0
A005420,코스모화학,12,2012,Annual,-8.51,8.42,-1.65,-7.77,-40.17,98.38,-9.72,-26.94,79.37,12.63,53.38,적전,적전,73.63,0.65,10.07,59.97,149.81,0.7,0.50,0.88,1.14,4.72,2.04,2.81,2.31,2.64,66.61,30.23,12.78,4.09,0.65,0.28,1.09,2.9,0.18,1.79,0.0,0.83,1.16,0.01,0,1.0
A005420,코스모화학,12,2013,Annual,-1.83,5.32,-4.46,-21.45,-7.84,95.73,-1.74,-0.80,2,6.1,7.74,적지,적지,74.41,0.66,9.77,60.16,151.02,0.26,0.43,0.71,1.07,4.81,5.83,7.76,8.23,8.77,58.28,30.82,9.09,3.52,0.56,-0.18,1.14,1.58,1.02,1.02,0.0,0.97,1.0,-0.03,0,1.0
A005420,코스모화학,12,2014,Annual,-20.02,-2.6,-12.82,-55.17,-86.14,88.63,-19.62,-64.49,-10.63,-11.08,10.28,적지,적지,77.52,0.54,10.22,66.54,198.83,1.01,0.36,0.56,0.98,4.30,-3.00,-4.38,-5.32,-5.21,43.96,26.02,8.58,3.71,0.46,-1.1,0.85,-2.04,0.96,0.89,0.0,1.05,1.11,-0.12,0,1.0
A005420,코스모화학,12,2015,Annual,-48.75,-5.06,-15.7,-59.40,-185.39,86.43,-57.63,-161.72,-11.29,-42.96,-33.52,적지,적지,66.12,0.35,10.64,75.51,308.3,0.76,0.35,0.49,1.18,3.78,-15.35,-24.07,-31.14,-36.63,58.49,48.45,10.04,4.87,0.47,-0.05,0.85,0.51,0.67,0.89,0.0,1.04,1.13,-0.06,0,1.0
A005420,코스모화학,12,2016,Annual,-25.31,5.13,-4.88,-20.98,-108.80,95.35,-55.80,-110.07,14.6,-31.69,-17.81,적지,적지,71.67,0.27,10.01,77.94,353.29,1.51,0.52,0.68,2.20,4.30,-13.01,-20.46,-19.26,-42.47,43.23,33.0,14.82,8.83,0.74,-0.16,0.7,-0.99,1.49,1.15,0.0,0.94,1.03,0.01,0,1.0
A005420,코스모화학,12,2017,Annual,6.33,11.27,4.79,29.24,34.51,105.03,18.50,30.32,50.66,50.13,-0.54,흑전,흑전,74.93,1.24,6.48,65.19,187.23,0.95,0.93,1.29,3.27,6.10,10.75,16.93,8.33,27.26,46.77,20.12,18.29,9.72,1.23,-0.7,1.15,0.46,1.11,1.51,0.0,0.65,0.84,0.12,0,1.0
A005420,코스모화학,12,2018,Annual,-1.3,5.33,0.92,8.12,-11.30,100.93,-5.42,-20.64,57.09,2.6,4.27,-69.78,적전,72.08,1.0,4.41,67.04,203.43,2.01,1.43,2.16,4.23,8.81,0.56,0.87,0.26,1.10,62.4,31.61,18.04,11.21,1.89,-0.02,0.96,2.12,1.09,1.57,0.0,0.68,1.03,0.01,0,0.0
A005420,코스모화학,12,2019,Annual,-3.58,5.93,-1.28,-9.92,-35.59,98.73,-9.52,-25.34,-40,42.33,-2.08,적전,적지,67.31,0.89,7.21,55.27,123.59,6.66,0.81,1.32,2.07,7.73,2.40,3.63,1.82,3.76,84.53,59.25,9.49,7.58,1.11,-0.22,1.49,0.9,1.35,0.6,0.0,1.64,0.82,-0.03,0,0.0
A005420,코스모화학,12,2020,Annual,-4.39,9.83,1.41,19.15,-72.18,101.43,-7.83,-91.42,-12.62,8.12,28.54,흑전,적지,66.9,0.71,8.42,62.6,167.4,3.81,0.60,1.01,1.48,13.62,-0.44,-0.70,-0.43,-0.64,77.14,56.27,7.21,7.08,0.86,-0.06,1.64,0.6,0.79,0.87,0.01,1.17,1.13,0.0,0,0.0
A005420,코스모화학,12,2021,Annual,4.58,12.54,5.95,112.96,105.61,106.32,10.31,40.34,44.19,21.12,-4.07,509.59,흑전,62.97,0.37,6.59,55.56,125.01,3.17,0.76,1.29,1.85,19.00,8.75,14.39,6.8,12.62,78.05,39.0,9.54,6.62,1.08,-0.56,0.59,0.78,2.96,1.44,0.0,0.78,0.89,0.0,0,0.0
A005420,코스모화학,12,2022,Annual,4.38,11.24,5.77,131.79,114.57,106.12,10.27,35.77,40.1,31.65,5.12,35.9,33.9,55.83,0.27,5.47,50.65,102.65,4.78,0.96,1.82,2.05,22.85,9.46,15.20,5.19,10.62,99.47,62.83,8.3,6.84,1.45,0.04,1.79,1.12,0.91,1.4,0.0,0.83,0.91,0.05,1,0.0
A353200,대덕전자,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2015,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2016,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2017,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2018,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2019,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A353200,대덕전자,12,2020,Annual,-1.43,6.11,1.44,,,101.47,,,,,,,,64.53,1.76,4.67,21.18,26.87,2.8,,,,,,,7.87,,167.41,108.59,,,,-0.99,,,,,,,,-0.09,0,0.0
A353200,대덕전자,12,2021,Annual,6.3,11.75,7.24,281.36,310.04,107.81,12.10,244.71,63.84,6.91,3.29,721.5,흑전,57.31,1.42,4.51,27.54,38,8.15,1.14,4.65,1.52,38.86,76.22,"2,161.80",16.39,24.87,204.39,143.63,6.58,9.83,1.8,-1.53,0.75,0.52,1.07,1.64,0.0,0.97,1.3,-0.14,0,0.0
A353200,대덕전자,12,2022,Annual,13.97,22.55,17.67,902.78,949.36,121.46,31.82,714.10,31.49,25.39,18.92,220.87,191.82,53.82,1.01,4.89,28.26,39.39,10.27,1.23,4.42,1.71,51.10,96.91,"2,010.49",21.94,37.57,187.94,142.58,7.38,11.39,2.09,-1.13,0.86,0.52,1.43,1.31,0.0,1.08,1.03,-0.05,0,0.0
A108320,LX세미콘,12,2011,Annual,10.9,22.54,8.23,305.25,403.91,108.97,15.44,404.28,17.3,7.87,-1.95,-34.23,-19.7,5.1,1.19,14.3,17.71,21.53,44.7,1.18,7.11,1.42,37.07,82.33,,11.58,16.40,522.7,461.87,,,,-103.31,,,,,,,,-0.04,0,0.0
A108320,LX세미콘,12,2012,Annual,8.7,16.59,9.22,535.59,609.97,110.15,20.82,505.75,56.77,15.81,-0.9,75.46,25.1,4.03,2.24,7.38,23.92,31.45,34.35,1.56,7.39,1.98,58.12,68.55,,9.28,18.40,379.88,326.51,8.65,13.36,15.97,-1.22,1.8,1.36,1.67,1.57,0.07,0.52,1.35,0.11,0,0.0
A108320,LX세미콘,12,2013,Annual,7.82,17.6,8.32,419.46,482.56,109.08,14.82,393.93,-13.29,7.1,17.52,-21.68,-22.11,4.62,1.71,9.27,20.58,25.91,30.79,1.20,5.41,1.55,50.39,47.87,,8.84,13.68,438.04,393.25,4.89,11.15,10.96,-1.17,1.24,0.94,1.06,0.87,0.07,1.26,0.86,0.01,0,0.0
A108320,LX세미콘,12,2014,Annual,8.24,20.14,9.13,438.85,496.87,110.05,14.11,395.72,-4.66,9.07,-5.79,4.62,0.45,3.99,1.93,11.01,20.62,25.97,50.38,1.08,5.26,1.36,48.04,50.33,,9.57,13.06,447.87,416.39,4.56,14.24,9.85,1.09,1.02,0.87,0.96,0.95,0.06,1.19,1.0,-0.03,0,0.0
A108320,LX세미콘,12,2015,Annual,9.04,21.06,10.43,687.19,740.30,111.64,18.63,595.79,37.15,16.33,0.22,56.59,50.56,3.25,4.99,10.63,24.93,33.21,49.56,1.28,5.55,1.66,65.89,65.07,,11.72,19.43,376.15,321.89,5.49,12.89,11.88,-5.5,0.95,0.96,1.16,1.37,0.07,0.97,1.21,0.02,0,0.0
A108320,LX세미콘,12,2016,Annual,8.31,21.37,8.3,622.44,713.57,109.05,15.94,623.21,13.85,9.52,1.51,-9.42,4.6,3.14,3.53,13.08,21.67,27.67,54.09,1.29,5.53,1.68,75.02,54.59,,9.88,16.55,439.18,381.07,5.5,10.36,12.71,76.51,0.88,0.99,0.81,1.14,0.06,1.23,0.87,0.0,0,0.0
A108320,LX세미콘,12,2017,Annual,6.79,22.0,6.57,559.77,594.56,107.03,12.20,578.74,13.56,8.29,-0.38,-10.07,-7.13,2.79,3.25,15.43,24.26,32.04,13.73,1.34,5.84,1.75,85.19,44.21,,7.58,13.24,384.78,337.61,5.52,11.61,15.05,-0.16,1.11,0.97,0.93,1.14,0.05,1.18,1.12,0.02,0,0.0
A108320,LX세미콘,12,2018,Annual,6.18,24.46,7.05,686.13,728.48,107.58,13.80,602.06,14.3,8.34,50.92,22.57,4.03,3.78,9.36,17.41,26.49,36.04,36.63,1.37,5.40,1.84,97.37,39.26,,7.26,13.39,327.37,260.32,5.3,9.59,10.85,0.21,0.99,0.9,2.19,1.14,0.06,1.13,1.09,0.05,0,0.0
A108320,LX세미콘,12,2019,Annual,4.44,24.55,5.45,581.08,576.57,105.76,10.21,473.90,9.51,5.73,-4.79,-15.31,-21.29,3.47,8.37,19.1,25.01,33.36,17.42,1.40,5.45,1.89,106.63,33.67,"1,085.59",6.18,11.67,358.46,276.41,5.45,7.78,8.26,-0.18,0.92,1.0,1.12,1.1,0.12,1.1,0.94,0.04,0,0.0
A108320,LX세미콘,12,2020,Annual,6.24,25.48,8.11,"1,158.69","1,117.97",108.83,18.10,891.88,33.99,12.72,51.75,99.4,88.2,4.42,6.95,17.37,29.09,41.02,13.4,1.68,6.18,2.31,142.88,47.01,975.20,7.6,17.59,300.99,236.3,6.29,9.14,10.03,-1.1,0.99,0.96,0.83,1.34,0.25,0.91,1.16,0.02,0,0.0
A108320,LX세미콘,12,2021,Annual,15.61,34.68,19.47,"4,545.19","4,681.13",124.17,57.13,"3,645.09",63.43,50.36,51.58,292.27,308.7,4.29,4.28,15.21,31.74,46.51,11.57,1.97,6.43,2.85,233.50,108.17,"4,057.66",16.82,47.93,283.58,228.27,9.85,11.29,14.45,-1.17,0.51,0.73,0.66,1.63,0.19,0.88,1.09,-0.04,0,0.0
A108320,LX세미콘,12,2022,Annual,11.03,31.88,14.66,"3,819.70","3,737.89",117.17,34.73,"2,873.69",11.61,18.75,109.24,-15.96,-21.16,8.16,4.95,17.22,26.31,35.7,14.61,1.72,5.96,2.42,260.61,74.29,"2,259.62",12.47,30.19,311.23,162.48,13.3,6.2,10.06,-0.35,0.73,1.09,1.74,1.12,0.15,1.13,0.83,0.3,0,0.0
A001740,SK네트웍스,12,2011,Annual,0.51,6.86,1.31,55.52,33.69,101.33,6.79,22.47,13.96,3.42,3.07,33.82,-21.44,32.69,1.37,5.55,70.54,239.4,11.32,2.65,3.84,8.55,42.45,3.34,7.53,0.87,7.44,92.05,68.49,,,,-0.78,,,,,,,,0.01,0,0.0
A001740,SK네트웍스,12,2012,Annual,0.04,7.2,0.9,38.78,10.73,100.91,2.20,7.42,1.45,-6.32,-1.46,-30.15,-91.57,33.68,1.52,6.3,71.15,246.57,11.4,2.57,3.63,8.81,43.07,2.16,4.94,0.59,5.24,90.07,64.76,13.99,20.21,4.89,0.7,0.89,0.95,0.9,1.01,0.02,1.14,1.01,0.02,0,0.0
A001740,SK네트웍스,12,2013,Annual,-2.28,7.35,0.93,37.13,-123.09,100.94,-28.36,-87.56,-7.02,-16.35,-6.85,-4.27,적전,37.54,1.36,6.42,71.11,246.16,14.71,2.66,3.74,9.23,40.05,-6.66,-15.31,-1.78,-16.41,91.78,71.65,15.33,21.54,5.22,2.85,0.85,0.98,0.66,0.93,0.03,1.02,1.0,-0.02,0,0.0
A001740,SK네트웍스,12,2014,Annual,0.14,7.77,0.9,31.04,5.75,100.91,1.47,4.94,-13.73,-1.83,5.45,-16.39,흑전,41.33,1.16,6.87,70.39,237.72,15.19,2.58,3.64,8.82,34.55,2.52,5.62,0.69,6.09,94.35,73.51,15.18,23.25,5.2,-0.69,1.13,0.95,0.67,0.86,0.03,1.07,0.99,0.05,0,0.0
A001740,SK네트웍스,12,2015,Annual,0.37,5.61,0.98,29.46,19.16,100.99,4.93,11.33,-12.87,0.05,0.1,-5.09,131,42.9,1.16,4.63,69.29,225.6,13.76,2.34,3.35,7.75,30.10,3.83,8.58,1.14,8.87,92.06,65.27,14.48,18.68,4.6,4.62,0.97,1.38,1.13,0.87,0.02,0.67,0.98,0.01,0,0.0
A001740,SK네트웍스,12,2016,Annual,-0.63,7.22,1.2,23.96,10.90,101.22,2.87,-12.59,-33.9,-4.52,13.25,-18.65,적전,46.23,6.49,6.02,72.09,258.35,8.08,1.53,2.17,5.24,19.89,1.59,3.62,0.73,3.83,78.45,65.83,9.66,15.26,2.72,-0.03,1.76,0.78,1.52,0.66,0.02,1.3,1.04,0.02,0,0.0
A001740,SK네트웍스,12,2017,Annual,0.23,7.22,0.94,22.01,9.69,100.95,2.64,5.15,17.8,-2.37,-11.17,-8.14,흑전,48.98,7.68,6.29,67.51,207.74,3.64,1.92,2.74,6.40,23.44,4.98,11.37,1.82,11.62,81.36,61.55,11.78,25.65,3.1,-0.72,0.68,1.0,1.06,1.18,0.01,1.04,0.94,0.11,0,0.0
A001740,SK네트웍스,12,2018,Annual,0.06,7.2,1.06,20.59,13.86,101.07,3.86,1.12,-16.82,-1.56,-3.97,-6.48,-77.85,43.76,7.23,6.14,70.24,236.05,6.24,1.69,2.45,5.43,19.50,5.02,10.95,2.05,11.14,86.99,60.03,11.05,15.39,2.77,2.41,1.2,1.0,0.96,0.83,0.02,0.98,1.04,0.04,0,0.0
A001740,SK네트웍스,12,2019,Annual,-0.94,8.54,0.84,16.86,0.24,100.84,0.07,-20.28,3.23,-0.29,-1.7,-18.1,적전,32.96,7.53,7.7,77.26,339.81,4.9,1.46,1.96,5.65,20.13,10.63,17.96,5.41,30.59,87.7,71.51,12.7,15.01,2.44,-1.13,0.77,0.84,1.94,1.03,0.02,1.25,1.1,-0.04,0,0.0
A001740,SK네트웍스,12,2020,Annual,0.4,10.15,1.17,19.11,16.55,101.18,4.72,5.32,-18.6,-2.6,-7.59,13.33,흑전,35.2,8.8,8.98,74.41,290.76,9.82,1.12,1.48,4.67,16.38,11.92,17.17,8.06,37.62,70.87,55.76,12.74,16.42,1.73,-0.11,1.02,0.84,1.24,0.81,0.03,1.17,0.96,0.03,0,0.0
A001740,SK네트웍스,12,2021,Annual,0.94,10.31,1.11,18.80,16.52,101.12,4.62,15.21,3.69,6.4,7.33,-1.59,146.21,35.22,8.29,9.21,74.61,293.93,14.59,1.21,1.63,4.76,16.99,14.02,19.40,8.62,40.99,78.18,67.06,14.36,22.12,1.76,11.53,0.99,0.98,0.93,1.04,0.03,1.02,1.0,-0.04,0,0.0
A001740,SK네트웍스,12,2022,Annual,0.96,12.16,1.88,27.37,16.20,101.92,4.34,13.33,-14.45,2.58,10.61,45.56,-12.34,38.59,8.68,10.27,74.2,287.61,3.75,1.00,1.34,3.90,14.53,13.35,18.61,9.96,38.81,75.77,56.18,13.32,16.65,1.43,0.45,0.96,0.85,1.02,0.86,0.04,1.12,0.99,0.05,0,0.0
A004490,세방전지,12,2011,Annual,11.05,21.11,13.9,"1,894.53","1,957.49",116.15,31.04,"1,505.36",20.71,24.98,44.62,18.03,22.78,24.05,0.49,7.21,31.18,45.31,15.82,1.46,4.50,2.16,136.27,56.31,137.41,12.51,27.03,252.7,197.3,,,,-0.85,,,,,,,,0.07,0,0.0
A004490,세방전지,12,2012,Annual,11.56,22.59,14.55,"1,759.22","1,833.93",117.03,23.86,"1,398.13",-11.27,19.39,15.59,-7.14,-7.12,25.64,0.36,8.04,24.21,31.94,6.86,1.14,4.14,1.57,120.90,57.23,138.28,13.84,21.77,318.73,259.93,4.9,7.77,4.19,-0.8,0.94,0.93,0.98,0.89,0.0,1.12,0.78,-0.03,0,0.0
A004490,세방전지,12,2013,Annual,7.62,17.33,9.27,"1,217.27","1,316.65",110.22,14.94,"1,000.67",8.56,10.68,1.01,-30.81,-28.43,22.99,0.31,8.05,25.53,34.27,8.55,1.12,4.49,1.49,131.26,45.50,112.41,10.13,15.09,305.13,246.73,5.32,8.17,4.11,-1.28,1.11,1.3,1.6,1.09,0.01,1.0,1.05,0.03,0,0.0
A004490,세방전지,12,2014,Annual,6.43,17.48,8.48,"1,157.39","1,251.92",109.26,13.01,877.28,4,7.86,6.45,-4.92,-12.33,22.96,0.38,9.01,24.65,32.72,9.72,1.06,4.24,1.42,136.51,38.43,90.41,9.07,12.86,313.07,258.29,5.0,7.98,3.91,-1.18,0.99,0.99,1.29,1.04,0.01,1.12,0.97,0.01,0,0.0
A004490,세방전지,12,2015,Annual,8.22,18.93,9.97,"1,361.79","1,478.12",111.07,14.11,"1,125.52",0.07,9.88,20.59,17.66,28.03,25.65,0.68,8.96,23.3,30.38,14.5,0.99,4.14,1.30,136.61,46.92,101.03,11.34,14.78,317.4,263.26,4.75,8.12,3.38,-4.83,1.08,0.92,1.09,1.0,0.01,0.99,0.95,0.03,0,0.0
A004490,세방전지,12,2016,Annual,6.54,17.14,7.75,"1,062.14","1,178.05",108.4,10.34,896.75,0.37,7.61,17.36,-22,-20.15,27.74,0.59,9.4,23.93,31.45,6.34,0.92,3.89,1.20,137.11,39.80,78.48,10.23,12.31,286.58,236.6,4.57,7.93,2.8,-0.47,1.01,1.1,1.35,1.0,0.0,1.05,1.03,-0.0,0,0.0
A004490,세방전지,12,2017,Annual,6.0,15.36,6.29,997.64,"1,268.55",106.71,10.35,950.84,15.76,7.7,1.89,-6.07,6.17,26.82,0.51,9.07,22.28,28.67,8.82,1.00,4.31,1.29,158.73,40.69,83.52,9.43,12.21,291.66,227.86,5.33,7.95,2.74,-3.27,0.84,1.12,1.59,1.16,0.0,0.97,0.93,-0.01,0,0.0
A004490,세방전지,12,2018,Annual,8.18,16.99,9.42,"1,589.74","1,818.37",110.4,13.59,"1,379.31",6.28,10.37,-15.27,59.35,44.88,20.53,0.49,7.56,22.52,29.06,11.2,0.98,4.37,1.26,168.70,51.16,110.25,11.71,14.77,286.74,236.3,5.57,8.02,2.59,-1.19,1.0,0.9,1.57,1.06,0.0,0.83,1.01,-0.02,0,0.0
A004490,세방전지,12,2019,Annual,6.89,17.32,9.28,"1,509.69","1,610.94",110.23,11.07,"1,119.37",-3.55,7.35,2.1,-5.04,-18.78,17.59,1.31,8.04,30.18,43.24,6.97,0.82,3.07,1.12,162.72,32.85,55.39,10.69,11.96,203.65,157.57,5.28,6.78,2.04,-0.68,1.02,0.98,1.43,0.96,0.01,1.06,1.34,0.04,0,0.0
A004490,세방전지,12,2020,Annual,5.33,14.96,6.89,"1,233.56","1,261.41",107.4,8.06,946.59,9.99,7.73,0.48,-18.29,-14.93,17.63,1.92,8.07,24.97,33.28,9.02,0.83,3.00,1.14,178.97,26.68,41.96,8.88,10.16,275.17,228.6,6.07,6.92,2.12,-1.86,0.85,1.16,0.73,1.1,0.01,1.0,0.83,-0.07,0,0.0
A004490,세방전지,12,2021,Annual,6.3,15.69,7.37,"1,424.36","1,694.98",107.96,10.11,"1,204.47",7.92,6.67,23.36,15.47,27.75,19.55,1.64,8.32,28.05,38.98,5.72,0.85,3.18,1.15,193.14,29.74,49.36,9.35,10.77,245.06,188.59,6.07,6.62,2.32,-0.11,1.15,0.95,0.98,1.08,0.02,1.03,1.12,0.05,0,0.0
A004490,세방전지,12,2022,Annual,2.9,14.2,5.5,"1,158.43","1,006.17",105.83,5.73,611.86,8.96,2.81,2.7,-18.67,-49.93,20.17,1.93,8.69,25.7,34.59,7.74,0.88,3.26,1.20,210.45,20.59,37.75,6.31,7.57,225.17,161.01,5.66,5.77,2.16,-9.18,1.02,1.11,1.35,1.09,0.02,1.04,0.92,0.01,0,0.0
A004800,효성,12,2011,Annual,-0.83,9.74,2.45,158.08,-5.66,102.51,-0.33,-25.62,11.78,-5.07,17.27,-62.42,적전,36.19,3.31,7.3,78.27,360.19,3.87,0.87,1.14,3.73,64.60,3.70,5.43,3.24,12.10,80.29,51.48,,,,0.39,,,,,,,,0.06,0,1.0
A004800,효성,12,2012,Annual,1.12,8.99,1.77,127.04,106.45,101.8,6.26,89.21,11.19,1.77,3.33,-19.64,흑전,36.99,2.96,7.22,78.13,357.16,3.17,0.92,1.18,4.22,71.83,6.80,9.34,5.77,24.39,68.15,45.19,6.19,7.52,1.88,-0.39,0.82,1.08,1.15,1.11,0.0,0.99,1.0,-0.02,0,1.0
A004800,효성,12,2013,Annual,-1.88,11.8,3.86,276.74,146.16,104.02,9.03,-130.53,-0.26,-11.24,7,117.83,적전,40.1,3.24,7.93,80.33,408.34,3.27,0.92,1.16,4.42,71.64,2.99,3.99,2.58,11.39,57.39,37.43,6.84,8.55,1.76,-0.98,0.89,0.76,0.98,1.0,0.01,1.1,1.03,-0.0,0,1.0
A004800,효성,12,2014,Annual,2.4,13.23,4.93,341.91,266.93,105.19,16.83,153.33,-3.2,8.27,0.64,23.55,흑전,40.15,3.0,8.3,78.81,371.88,3.86,0.89,1.12,4.37,69.35,7.29,9.79,6.49,28.37,57.0,38.01,7.19,8.71,1.67,-1.93,0.99,0.89,1.0,0.97,0.01,1.05,0.98,-0.02,0,1.0
A004800,효성,12,2015,Annual,4.22,16.28,7.63,541.14,340.17,108.26,18.76,280.60,2.31,19.92,2.61,58.27,80.11,40.17,3.23,8.66,75.22,303.59,3.66,0.90,1.17,3.91,70.95,9.98,13.54,8.53,33.38,62.77,40.47,7.45,8.68,1.65,-1.89,1.0,0.81,1.0,1.02,0.01,1.04,0.95,-0.03,1,1.0
