Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A010960,삼호개발,12,2022,Annual,1.93,6.65,1.45,35.76,63.66,101.47,3.62,47.41,-3.07,-0.84,3.51,-65.84,-57.45,10.18,0.13,5.2,22.5,29.03,1.1,1.06,4.40,1.40,24.60,10.69,124.60,2.43,3.40,295.85,258.13,9.89,17.86,2.36,-0.89,0.88,1.26,1.17,0.97,0.01,1.23,0.88,0.06,0,0.0
A119650,KC코트렐,12,2011,Annual,4.94,12.09,3.98,274.84,403.88,104.14,21.21,341.01,-13.83,6.15,40.3,-63.81,-48.64,22.33,0.31,8.12,65.41,189.12,26.79,1.37,2.20,3.63,69.07,11.93,314.94,5.42,19.66,136.03,130.08,,,,-2.23,,,,,,,,-0.03,0,0.0
A119650,KC코트렐,12,2012,Annual,4.93,10.69,4.42,364.12,505.61,104.62,30.61,406.54,57.13,21.89,-0.21,74.48,57.01,16.42,0.19,6.28,68.94,221.97,13.51,1.62,2.41,4.99,82.41,13.10,159.98,5.44,27.13,129.14,127.06,4.99,75.57,7.48,-214.32,1.25,1.13,1.5,1.57,0.01,0.77,1.05,0.14,0,0.0
A119650,KC코트렐,12,2013,Annual,1.31,8.1,0.25,14.82,99.96,100.26,6.90,76.23,-12.42,-1.8,-18.41,-94.95,-76.74,19.27,1.29,7.84,56.12,127.89,7.23,1.46,2.29,4.01,58.17,3.84,37.05,1.68,6.73,147.98,144.15,4.45,93.33,6.66,-7.73,0.55,1.32,1.78,0.88,0.01,1.25,0.81,0.11,0,0.0
A119650,KC코트렐,12,2014,Annual,-3.65,5.28,-3.03,-126.95,-88.84,97.06,-6.72,-152.97,-27.91,-16.01,15.09,적전,적전,21.27,1.22,8.31,64.66,182.99,6.69,1.25,2.07,3.17,41.94,-6.48,-53.55,-3.13,-9.92,127.15,121.15,4.35,46.26,4.83,-0.77,1.77,1.53,0.97,0.72,0.01,1.06,1.15,-0.06,0,0.0
A119650,KC코트렐,12,2015,Annual,-3.61,3.86,-4.67,-174.35,-167.99,95.54,-14.43,-132.26,-10.92,-7.03,0.46,적지,적지,24.85,1.51,8.53,61.79,161.69,3.24,1.18,1.86,3.21,37.35,-5.51,-47.14,-2.96,-9.51,117.27,111.6,3.86,38.17,3.33,1.5,0.89,1.37,3.61,0.89,0.01,1.03,0.96,-0.05,0,0.0
A119650,KC코트렐,12,2016,Annual,0.51,13.09,3.33,103.90,21.04,103.45,1.91,15.48,-4.01,25.39,-1.79,흑전,흑전,23.33,1.82,9.76,54.19,118.3,10.67,1.19,2.06,2.84,31.18,2.30,31.65,1.12,3.17,129.97,126.22,5.35,56.52,2.66,-1.8,0.59,0.3,1.05,0.96,0.01,1.14,0.88,-0.04,0,0.0
A119650,KC코트렐,12,2017,Annual,4.09,13.07,2.05,53.24,143.55,102.1,12.61,103.46,-6.03,10.5,1.04,-42.07,656.21,20.08,1.32,11.01,56.9,132,9.14,1.01,1.81,2.28,25.92,8.51,220.44,4.69,10.68,119.77,111.46,5.58,34.45,2.35,-1.86,1.58,1.0,1.0,0.94,0.01,1.13,1.05,0.0,0,0.0
A119650,KC코트렐,12,2018,Annual,1.21,12.65,2.06,57.56,41.49,102.1,3.47,64.09,8.06,0.04,-2.41,8.1,-68.08,16.09,2.6,10.6,64.58,182.36,6.51,0.91,1.49,2.34,28.01,4.52,61.01,3.03,7.11,119.23,106.75,4.21,16.41,2.39,1.07,1.29,1.03,0.9,1.08,0.01,0.96,1.14,0.05,0,0.0
A119650,KC코트렐,12,2019,Annual,0.22,11.66,2.83,130.84,16.71,102.91,1.41,29.71,65.1,-1.93,17.51,127.32,-69.33,12.5,1.46,8.83,77.04,335.56,14.91,1.09,1.51,3.90,46.24,2.61,29.74,1.72,6.73,111.81,97.58,5.57,13.21,3.57,-8.49,0.69,1.09,0.78,1.65,0.01,0.83,1.19,-0.13,0,0.0
A119650,KC코트렐,12,2020,Annual,-19.49,-4.55,-13.63,-687.59,-970.67,88.01,-142.46,-988.27,9.1,-83.8,-3.92,적전,적전,14.14,1.56,9.08,95.62,"2,183.46",4.72,1.07,1.25,7.40,50.45,-23.22,-122.91,-18.6,-137.70,102.18,90.05,6.57,12.35,3.56,12.24,0.67,-2.56,1.26,1.09,0.05,1.03,1.24,0.14,1,0.0
A119650,KC코트렐,12,2021,Annual,3.37,8.12,1.31,60.75,171.50,101.33,42.12,150.17,8.27,304.59,-84.61,흑전,흑전,1.59,0.98,6.81,87.03,670.91,23.19,1.06,1.17,11.40,46.41,4.81,19.34,4.09,46.66,118.43,111.09,8.41,16.94,4.34,31.63,0.92,-0.56,0.89,1.08,0.06,0.75,0.91,-0.14,0,0.0
A119650,KC코트렐,12,2022,Annual,-5.25,7.13,0.86,27.81,-147.46,100.87,-36.07,-168.73,18.74,13.62,-31.93,-21.9,적전,1.29,0.75,6.27,82.45,469.95,4.53,1.19,1.40,7.90,32.30,-6.44,-25.12,-4.6,-36.32,115.26,103.96,8.08,18.55,6.52,25.91,1.24,1.14,1.0,1.19,0.28,0.92,0.95,0.39,0,0.0
A034300,신세계건설,12,2011,Annual,0.66,8.92,4.3,116.99,47.78,104.49,5.95,17.93,18.25,2.74,44.32,-6.3,-58.07,46.05,0.56,4.63,66.89,202.03,0.1,1.20,1.85,3.39,27.23,2.09,7.46,1.13,3.83,75.18,72.73,,,,0.31,,,,,,,,0.08,0,0.0
A034300,신세계건설,12,2012,Annual,0.22,6.78,1.31,39.14,7.15,101.32,0.89,6.53,10.14,-1.56,39.39,-66.54,-63.57,54.26,0.56,5.48,72.44,262.91,0.57,1.12,1.60,3.72,29.99,1.27,2.46,0.79,2.94,67.27,66.21,6.54,106.78,1.94,0.66,1.1,1.32,1.83,1.1,0.0,1.18,1.08,0.12,1,0.0
A034300,신세계건설,12,2013,Annual,-29.71,4.66,-4.58,-101.12,-707.20,95.62,-150.38,-655.65,-26.42,-82.53,-1.34,적전,적전,56.42,0.64,9.25,94.93,"1,871.54",4.74,0.78,0.93,4.69,22.07,-26.17,-47.64,-28.01,-131.42,34.27,33.7,6.33,141.15,1.18,-0.51,0.53,1.45,1.33,0.74,0.01,1.69,1.31,-0.16,1,0.0
A034300,신세계건설,12,2014,Annual,0.38,8.05,2.95,123.49,32.94,103.04,23.44,15.68,89.41,0.93,-1.74,흑전,흑전,45.44,0.46,5.1,95.8,"2,282.87",0.17,1.37,1.43,29.75,41.80,1.87,5.40,1.31,38.94,47.37,46.68,10.24,231.88,2.22,-3.49,1.68,0.58,0.85,1.89,0.02,0.55,1.01,0.01,0,0.0
A034300,신세계건설,12,2015,Annual,1.47,8.53,3.86,209.29,150.73,104.01,49.74,79.85,29.86,229.33,-1.07,69.48,409.28,44.57,0.46,4.67,86.3,629.87,1.62,1.61,1.77,17.91,54.28,3.91,30.28,2.21,39.64,54.78,54.21,6.94,287.14,2.94,-17.15,1.17,0.94,0.9,1.3,0.02,0.92,0.9,-0.05,0,0.0
A034300,신세계건설,12,2016,Annual,2.63,7.93,3.61,259.66,246.06,103.75,44.55,188.99,32.48,37.63,-0.99,24.07,136.68,40.77,0.52,4.32,82.58,473.95,4.34,2.04,2.41,13.02,71.91,7.74,"922,498.48",3.21,41.75,62.62,61.43,6.82,280.78,3.95,-2.95,0.93,1.07,0.95,1.32,0.02,0.93,0.96,0.04,0,0.0
A034300,신세계건설,12,2017,Annual,2.73,7.61,2.32,123.63,167.34,102.38,23.27,145.11,-25.99,24.78,-0.29,-52.39,-23.22,44.0,0.44,5.29,76.47,324.96,0.53,1.51,1.89,7.40,53.22,6.59,105.89,3.48,25.78,64.17,51.49,6.09,30.0,2.96,8.48,0.68,1.04,0.95,0.74,0.02,1.22,0.93,0.13,0,0.0
A034300,신세계건설,12,2018,Annual,3.97,7.45,2.02,109.25,144.73,102.06,16.29,215.39,1.86,22.53,-1.96,-11.63,48.43,38.67,0.78,5.43,74.16,286.96,5.75,1.51,2.01,6.10,54.21,9.52,79.12,4.74,28.93,80.25,67.0,6.95,16.97,2.99,-5.0,1.64,1.02,1.23,1.02,0.02,1.03,0.97,-0.06,0,0.0
A034300,신세계건설,12,2019,Annual,1.72,9.23,2.39,121.19,110.26,102.44,11.22,87.57,-6.28,0.99,-1.33,10.93,-59.34,37.14,0.59,6.85,74.6,293.63,10.76,1.32,1.78,5.17,50.81,5.96,43.85,3.35,17.31,71.04,58.79,6.0,15.73,2.64,-147.91,0.78,0.81,1.38,0.94,0.02,1.26,1.01,-0.05,0,0.0
A034300,신세계건설,12,2020,Annual,1.28,9.16,2.16,103.21,73.88,102.21,7.39,61.15,-5.85,2.43,1.05,-14.84,-30.17,38.12,0.56,7.01,73.56,278.28,4.73,1.24,1.67,4.78,47.84,5.90,46.52,3.53,16.88,68.76,55.43,6.2,14.49,2.33,-1.66,1.23,1.01,1.2,0.94,0.02,1.02,0.99,-0.02,0,0.0
A034300,신세계건설,12,2021,Annual,2.08,9.17,3.06,192.20,164.27,103.16,15.33,130.78,31.36,11.73,3.69,86.22,113.85,36.51,0.33,6.11,72.72,266.59,8.53,1.58,2.16,5.87,62.84,8.34,101.39,3.87,22.70,70.81,63.39,6.83,23.51,2.9,-2.15,0.93,1.0,1.01,1.31,0.02,0.87,0.99,-0.05,0,0.0
A034300,신세계건설,12,2022,Annual,-0.99,4.99,-0.84,-60.21,-88.57,99.17,-6.95,-71.10,13.98,25.46,38.97,적전,적전,40.61,0.18,5.83,72.6,265.01,5.24,1.54,2.11,5.62,71.62,1.83,15.60,0.86,4.85,70.91,66.25,5.52,39.81,2.87,0.71,1.37,1.84,0.75,1.14,0.02,0.95,1.0,0.01,0,0.0
A006090,사조오양,12,2011,Annual,4.75,12.53,9.65,60.77,45.58,110.68,15.28,29.92,8.62,9.54,-0.97,-26.93,-65.79,22.7,0.17,2.88,60.62,153.95,1.33,0.88,1.50,2.11,6.30,10.13,13.38,6.74,14.24,78.44,54.79,,,,-0.34,,,,,,,,0.02,0,0.0
A006090,사조오양,12,2012,Annual,0.45,12.3,9.08,52.97,16.11,109.99,5.02,2.64,-7.38,5.93,19.12,-12.84,-91.17,26.8,0.17,3.22,58.67,141.95,4.54,0.73,1.23,1.82,5.83,3.26,4.13,2.65,4.82,99.37,67.95,12.51,5.33,1.32,0.89,1.31,1.02,0.74,0.93,0.0,1.12,0.97,0.04,0,0.0
A006090,사조오양,12,2013,Annual,3.82,4.58,0.95,4.80,25.71,100.96,7.58,19.24,-13.68,5.49,5.62,-90.94,628.5,28.57,0.17,3.62,55.99,127.21,0.09,0.63,1.10,1.48,5.04,7.09,9.09,6.42,9.53,76.45,40.12,11.67,4.26,1.04,2.71,0.8,2.69,1.53,0.86,0.0,1.13,0.95,-0.01,0,0.0
A006090,사조오양,12,2014,Annual,-2.67,-1.5,-5.19,-26.64,-18.95,95.06,-5.51,-13.68,1.87,-2.69,15.36,적전,적전,32.82,0.17,3.7,57.36,134.5,0.2,0.65,1.14,1.49,5.13,0.01,0.01,0.0,0.01,62.11,32.7,13.93,4.88,0.9,-0.48,1.07,-3.06,1.06,1.02,0.0,1.02,1.02,-0.05,0,0.0
A006090,사조오양,12,2015,Annual,4.85,10.95,5.57,31.51,34.01,105.9,12.26,27.41,74.28,58.6,93.34,흑전,흑전,38.92,4.2,5.38,58.51,140.99,0.61,0.86,1.47,2.04,5.66,11.13,14.60,7.56,15.41,55.51,27.59,11.93,7.16,1.13,-1.93,1.67,-0.14,0.87,1.74,0.0,1.45,1.02,-0.03,0,0.0
A006090,사조오양,12,2016,Annual,4.06,14.24,8.01,47.47,32.22,108.71,12.36,24.08,43.19,9.45,1.87,105.96,20.11,38.31,4.05,6.23,56.12,127.91,0.83,0.97,1.69,2.27,5.92,11.72,17.00,6.91,15.72,65.19,38.63,8.92,8.11,1.32,-4.47,1.1,0.77,0.89,1.43,0.0,1.16,0.96,-0.02,0,0.0
A006090,사조오양,12,2017,Annual,7.73,14.23,7.79,51.31,64.28,108.45,21.87,50.91,11.14,15.89,1.12,8.1,111.44,37.46,4.54,6.43,50.83,103.38,0.58,1.04,1.95,2.24,6.58,20.76,32.47,10.63,23.81,72.04,42.85,8.11,8.94,1.46,-1.74,0.9,1.0,1.04,1.11,0.0,1.03,0.91,-0.01,1,0.0
A006090,사조오양,12,2018,Annual,2.69,10.9,4.22,26.50,21.24,104.4,6.58,16.89,-4.53,4.72,-1.68,-48.35,-66.82,36.12,4.32,6.69,49.49,98,0.32,0.97,1.93,1.95,6.29,11.44,17.94,5.92,11.51,73.32,30.77,8.71,6.75,1.37,-1.83,0.81,1.31,1.01,0.95,0.0,1.04,0.97,0.01,0,0.0
A006090,사조오양,12,2019,Annual,4.21,14.03,7.21,48.00,41.21,107.77,12.01,28.05,5.89,7.61,-6.08,81.12,66.05,33.62,4.17,6.82,46.15,85.7,1.82,1.01,2.12,1.94,6.66,15.68,25.98,7.4,14.37,86.8,36.59,10.33,5.55,1.48,-22.26,0.98,0.78,0.96,1.06,0.0,1.02,0.93,-0.02,0,0.0
A006090,사조오양,12,2020,Annual,5.63,14.74,8.16,56.72,51.08,108.88,13.66,39.18,4.47,10.28,-7.95,18.18,39.67,30.21,3.96,6.58,42.02,72.49,10.36,1.04,2.36,1.86,6.95,20.11,36.67,8.52,15.84,115.32,62.09,10.44,5.44,1.66,3.29,0.98,0.95,0.87,1.04,0.01,0.97,0.91,-0.02,0,0.0
A006090,사조오양,12,2021,Annual,4.8,13.12,6.2,43.29,44.11,106.61,10.90,33.47,0.38,6.45,-1.84,-23.69,-14.56,29.91,3.88,6.92,37.74,60.62,8.01,1.04,2.60,1.72,6.98,19.60,36.85,7.55,13.01,119.81,62.02,10.39,5.42,1.74,-1.15,0.99,1.12,1.04,1.0,0.01,1.05,0.9,0.0,0,0.0
A006090,사조오양,12,2022,Annual,2.31,9.78,2.76,21.65,22.70,102.84,5.31,18.10,12.24,4.7,6.55,-49.98,-45.93,29.34,3.48,7.01,39.99,66.65,0.43,1.12,2.88,1.83,7.83,13.38,23.53,4.65,8.52,105.66,46.5,9.27,5.37,1.86,0.73,1.36,1.34,1.03,1.12,0.01,1.01,1.06,0.08,0,0.0
A001560,제일연마,12,2011,Annual,8.49,21.3,8.5,149.01,179.30,109.28,13.39,148.89,8.07,9.4,5.27,-19.35,-6.64,31.49,2.0,12.81,24.37,32.22,2.84,0.96,3.64,1.31,17.54,46.06,89.44,12.65,16.57,279.36,158.42,,,,-0.91,,,,,,,,0.03,0,0.0
A001560,제일연마,12,2012,Annual,8.41,20.83,7.8,134.29,178.26,108.46,12.23,144.95,-1.83,8.34,3.81,-9.88,-2.7,30.9,3.11,13.03,22.55,29.11,7.69,0.90,3.86,1.18,17.22,48.66,94.18,12.61,14.89,307.28,178.47,6.04,3.88,2.0,-2.2,0.88,1.02,1.17,0.98,0.02,1.02,0.93,-0.07,0,0.0
A001560,제일연마,12,2013,Annual,7.74,19.29,5.96,102.42,159.98,106.34,11.59,132.86,-0.21,-17.94,-0.05,-23.74,-8.15,33.56,3.3,13.33,30.94,44.8,5.58,0.91,3.44,1.25,17.18,42.21,78.85,12.26,15.27,179.91,87.91,6.35,3.86,1.88,1.89,1.05,1.08,1.17,1.0,0.02,1.02,1.37,-0.02,0,0.0
A001560,제일연마,12,2014,Annual,7.38,21.2,7.77,137.22,162.06,108.43,12.69,130.06,2.7,5.37,-2.19,33.98,-2.14,30.59,2.94,13.43,32.19,47.47,8.53,0.95,2.99,1.38,17.65,35.46,62.56,11.85,16.37,175.62,98.51,6.29,3.98,1.9,-1.34,0.99,0.91,1.0,1.03,0.02,1.01,1.04,-0.03,0,0.0
A001560,제일연마,12,2015,Annual,3.04,18.05,4.77,82.60,65.02,105.01,4.91,52.83,-1.89,1.94,-3.86,-39.8,-59.52,29.18,2.51,13.28,31.4,45.77,12.99,0.89,2.81,1.31,17.32,20.95,34.45,7.46,9.76,188.11,115.62,6.52,4.11,1.89,-2.08,0.89,1.17,0.95,0.98,0.02,0.99,0.98,-0.05,0,0.0
A001560,제일연마,12,2016,Annual,5.43,18.12,4.83,83.54,112.08,105.08,8.17,93.23,-0.19,5.38,-2.55,1.14,78.17,28.16,2.3,13.29,28.43,39.72,19.65,0.88,2.95,1.26,17.28,27.84,45.48,9.43,11.88,214.9,147.74,6.9,4.65,1.94,-19.17,1.02,1.0,1.0,1.0,0.02,1.0,0.91,-0.08,0,0.0
A001560,제일연마,12,2017,Annual,4.87,20.36,7.63,125.90,105.25,108.27,7.35,80.08,-4.58,3.45,3.92,50.7,-14.45,29.08,1.97,12.72,26.42,35.91,14.45,0.84,3.05,1.15,16.49,26.19,47.91,8.59,9.89,244.04,163.93,6.43,4.76,1.85,-0.76,1.07,0.89,0.97,0.95,0.02,0.96,0.93,0.0,1,0.0
A001560,제일연마,12,2018,Annual,6.32,19.25,6.59,108.31,133.21,107.05,8.76,104.40,-0.31,8.9,14.31,-13.97,29.33,32.4,1.52,12.66,21.89,28.03,18.46,0.82,3.40,1.08,16.44,34.67,74.48,10.21,11.03,301.39,188.23,6.55,4.34,1.77,1.28,0.93,1.06,0.91,1.0,0.01,0.99,0.83,-0.0,0,0.0
A001560,제일연마,12,2019,Annual,7.91,21.27,8.54,138.51,165.96,109.34,10.16,127.97,-1.36,5.93,-0.17,27.88,23.39,32.04,1.53,12.72,18.04,22.01,12.76,0.79,3.98,0.99,16.21,46.55,123.01,11.69,11.61,382.17,223.41,6.77,3.8,1.68,-0.89,0.99,0.91,1.02,0.99,0.01,1.01,0.82,0.0,1,0.0
A001560,제일연마,12,2020,Annual,4.47,18.12,4.89,71.61,88.11,105.15,5.18,65.29,-9.75,2.3,-7.48,-48.3,-48.98,30.78,1.49,13.22,12.93,14.86,16.32,0.73,4.68,0.86,14.63,40.40,185.21,8.63,7.43,581.45,370.34,6.22,3.54,1.54,28.14,1.09,1.17,1.11,0.9,0.01,1.04,0.72,-0.07,0,0.0
A001560,제일연마,12,2021,Annual,7.64,21.81,8.28,132.09,159.51,109.03,8.92,121.68,9,8.08,-2.2,84.46,86.38,27.91,2.07,13.52,12.75,14.61,11.03,0.78,6.05,0.89,15.95,68.44,"3,536.80",11.3,10.08,624.15,336.01,7.17,3.65,1.6,-0.74,0.83,0.83,1.28,1.09,0.01,1.02,0.99,0.03,0,0.0
A001560,제일연마,12,2022,Annual,2.65,20.64,6.15,102.58,51.82,106.55,2.80,43.74,4.62,-0.78,-9.02,-22.34,-63.79,25.97,2.06,14.49,11.48,12.97,7.35,0.79,6.54,0.90,16.69,37.37,"18,989.01",5.72,5.15,552.69,320.95,7.62,3.54,1.61,-0.93,1.02,1.06,1.06,1.05,0.01,1.07,0.9,0.01,0,0.0
A002140,고려산업,12,2011,Annual,2.47,12.45,3.83,27.18,23.01,103.99,10.64,17.51,12.99,8.16,-0.63,16.73,-30.38,29.99,0.55,8.62,55.11,122.77,11.11,1.45,2.59,3.28,7.09,7.73,11.67,2.98,9.77,113.93,72.48,,,,-3.66,,,,,,,,0.02,0,0.0
A002140,고려산업,12,2012,Annual,4.06,12.51,3.49,26.76,42.50,103.62,17.94,31.12,8.05,10.74,0.37,-1.54,77.87,25.35,0.57,9.02,58.14,138.9,10.85,1.40,2.46,3.24,7.66,11.23,16.37,4.56,14.74,137.57,93.45,7.26,7.9,2.93,1.21,1.27,1.0,0.93,1.08,0.01,1.05,1.06,0.1,0,0.0
A002140,고려산업,12,2013,Annual,2.34,11.66,2.49,20.24,23.87,102.56,9.26,19.00,5.9,7.17,2.64,-24.37,-38.91,26.01,0.57,9.17,55.16,123,8.88,1.36,2.41,3.15,8.12,6.91,9.86,2.87,9.04,120.02,86.47,6.16,8.39,2.97,-14.23,1.09,1.07,1.05,1.06,0.01,1.02,0.95,0.0,0,0.0
A002140,고려산업,12,2014,Annual,4.89,15.21,5.77,42.85,44.58,106.13,15.59,36.27,-8.55,14.4,4.26,111.72,90.69,25.79,1.14,9.44,51.22,104.99,8.58,1.22,2.29,2.59,7.42,12.63,18.95,5.52,14.32,111.21,79.65,5.86,8.15,2.59,-1.36,0.87,0.77,1.04,0.91,0.01,1.03,0.93,-0.04,0,0.0
A002140,고려산업,12,2015,Annual,2.91,15.95,3.65,27.11,28.88,103.78,9.27,22.52,0.18,4.24,13.68,-36.73,-40.31,28.6,1.13,12.3,50.4,101.61,8.67,1.17,2.31,2.39,7.43,8.72,12.66,3.77,9.00,114.4,90.18,6.11,9.06,2.46,-1.28,1.17,0.95,0.91,1.0,0.01,1.3,0.98,-0.02,0,0.0
A002140,고려산업,12,2016,Annual,3.98,20.48,3.88,26.78,37.21,104.03,11.29,27.87,-7.09,7.16,4.14,-1.22,26.9,28.38,1.08,16.6,49.35,97.42,8.52,1.05,2.11,2.10,6.91,10.49,14.91,4.97,10.43,116.59,96.42,5.61,10.61,2.17,-1.33,0.94,0.78,1.04,0.93,0.01,1.35,0.98,-0.05,0,0.0
A002140,고려산업,12,2017,Annual,2.91,19.14,3.41,23.84,31.63,103.53,9.08,20.48,1.3,4.4,4.87,-10.97,-26.01,27.28,1.17,15.73,51.53,106.32,8.76,0.99,1.97,2.01,7.00,7.89,11.37,4.01,8.05,115.36,94.6,5.75,10.68,2.1,-0.09,1.1,1.07,0.92,1.01,0.01,0.95,1.04,0.03,0,0.0
A002140,고려산업,12,2018,Annual,2.34,19.02,3.67,23.29,19.35,103.81,5.33,15.80,-9.22,4.09,22.76,-2.31,-26.77,28.71,0.97,15.35,56.75,131.22,8.43,0.80,1.47,1.75,6.35,5.81,7.82,3.95,6.91,112.13,86.78,4.62,7.19,1.74,0.31,1.27,1.01,0.9,0.91,0.01,0.98,1.1,0.05,0,0.0
A002140,고려산업,12,2019,Annual,2.46,16.79,3.02,23.31,26.04,103.11,6.90,17.96,21.48,3.72,1.51,0.04,27.35,30.15,0.94,13.77,53.59,115.49,10.11,0.92,1.66,2.05,7.72,7.05,9.78,4.25,8.69,114.95,84.35,5.04,6.95,1.98,0.73,0.89,1.13,1.0,1.21,0.01,0.9,0.94,-0.02,1,0.0
A002140,고려산업,12,2020,Annual,3.55,17.72,4.82,36.82,37.44,105.06,9.41,27.48,-1.01,7.11,4.14,57.99,43.08,29.93,0.81,12.9,52.61,111.01,7.91,0.90,1.70,1.92,7.64,9.39,13.42,5.53,10.62,95.78,59.65,4.71,6.44,1.75,0.45,1.05,0.95,1.52,0.99,0.02,0.94,0.98,0.06,0,0.0
A002140,고려산업,12,2021,Annual,2.12,15.34,2.28,19.50,25.33,102.33,6.03,18.11,12.06,4.09,8.59,-47.05,-33.18,29.5,1.07,13.06,55.22,123.32,9.95,0.94,1.74,2.04,8.56,6.70,9.13,3.85,7.86,83.97,49.69,5.78,6.91,1.64,-0.78,0.71,1.16,1.13,1.12,0.02,1.01,1.05,-0.04,0,0.0
A002140,고려산업,12,2022,Annual,0.15,11.36,1.74,19.47,4.14,101.77,0.97,2.75,30.39,-1.11,14.52,-0.16,-90.76,29.35,0.97,9.62,61.54,160,8.16,1.08,1.85,2.62,11.16,2.77,3.72,1.5,3.92,86.19,43.23,7.97,6.74,1.94,1.83,0.88,1.35,0.83,1.3,0.02,0.74,1.11,0.09,0,0.0
A009810,플레이그램,12,2011,Annual,-30.88,17.78,-3.21,-3.93,23.68,96.89,6.01,-5.87,7.98,22.17,-14.54,적지,적전,3.66,0.75,21.0,4.9,5.15,7.31,0.29,5.51,0.31,1.22,-12.32,-46.70,-2.24,-0.69,2035.98,1882.6,,,,-0.66,,,,,,,,-0.05,1,0.0
A009810,플레이그램,12,2012,Annual,-52.61,16.51,-7.58,-7.79,-56.82,92.95,-16.23,-53.73,-16,-38.33,-23.58,적지,적지,4.64,1.22,24.09,2.74,2.82,34.98,0.28,6.88,0.29,1.03,-338.32,,-49.19,-14.42,5870.88,5173.14,2.72,4.27,1.02,-0.02,1.04,1.08,1.24,0.84,0.04,1.15,0.56,-0.02,0,0.0
A009810,플레이그램,12,2013,Annual,0.0,11.6,-23.3,-21.32,0.19,81.1,0.08,-0.10,-7.66,-12.51,-35.76,적지,적지,3.34,2.16,34.9,4.76,5,32.13,0.36,9.86,0.38,0.91,21.90,,2.22,0.84,2885.74,2501.81,2.89,4.21,1.18,1.03,0.94,1.42,1.03,0.92,0.04,1.45,1.74,-0.04,0,0.0
A009810,플레이그램,12,2014,Annual,-132.0,11.42,-24.28,-13.42,-72.17,80.46,-37.43,-72.91,-35.82,-18.43,-10.48,적지,적지,3.08,2.23,35.7,19.88,24.81,10.79,0.25,2.06,0.29,0.55,-268.13,,-129.97,-37.27,244.17,190.08,2.28,2.78,0.56,-0.31,1.17,1.02,2.07,0.64,0.11,1.02,4.17,-0.18,0,0.0
A009810,플레이그램,12,2015,Annual,7.98,7.43,-2.06,-3.52,15.59,97.98,7.65,13.74,237.87,57.63,-14.6,적지,흑전,1.8,0.94,9.49,13.71,15.89,18.58,0.70,4.33,0.84,1.71,36.49,225.69,8.44,7.06,892.7,804.49,7.18,10.96,1.26,-0.98,0.44,1.54,0.9,3.38,0.04,0.27,0.69,0.17,0,0.0
A009810,플레이그램,12,2016,Annual,-14.38,3.27,-8.64,-4.31,-3.99,92.05,-2.06,-7.06,-53.89,45.37,-1.5,적지,적전,1.1,0.6,11.92,22.34,28.76,20.64,0.21,1.09,0.26,0.50,-15.46,-29.87,-14.14,-3.63,334.1,321.25,2.0,6.32,0.49,0.86,3.82,2.27,0.7,0.46,0.02,1.26,1.63,0.16,0,0.0
A009810,플레이그램,12,2017,Annual,-27.62,5.5,-9.76,-8.19,-20.13,91.1,-12.79,-23.10,125.44,-16.42,-99.51,적지,적지,0.01,0.64,15.27,24.18,31.89,20.68,0.41,1.77,0.53,0.84,-48.59,-76.55,-27.52,-14.67,268.86,268.86,6.64,31.22,1.12,-0.69,0.03,0.59,1.02,2.25,0.0,1.28,1.08,-0.15,0,0.0
A009810,플레이그램,12,2018,Annual,-216.28,5.41,-18.06,-3.17,-35.56,84.71,-29.22,-37.87,-76.77,-11.19,"15,944.47",적지,적지,1.41,0.47,23.47,5.68,6.02,31.03,0.12,0.73,0.14,0.18,-157.57,-245.87,-215.79,-31.08,1134.59,1023.64,5.67,5.91,0.29,15.34,15.47,1.02,1.34,0.23,0.51,1.54,0.23,-0.07,0,0.0
A009810,플레이그램,12,2019,Annual,-37.33,4.44,-15.55,-3.31,-6.86,86.54,-6.73,-7.93,34.41,-3.04,-73.96,적지,적지,0.39,0.49,19.99,3.18,3.29,50.83,0.20,4.47,0.21,0.21,-157.27,-494.95,-35.19,-7.35,3229.37,3220.45,5.89,7.68,0.45,0.0,0.49,1.22,0.77,1.34,0.03,0.85,0.56,-0.03,1,0.0
