Symbol,Name,결산월,회계년,주기,영업이익(천원),이자비용(천원),유동자산(천원),유동부채(천원),당좌자산(천원),매출액(천원),매출채권(천원),매출원가(천원),재고자산(천원),총자본(천원),총부채(천원),유형자산(천원),총자산(천원),판매비와관리비(천원),당기순이익(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),유무형자산상각비(천원),비유동자산(천원),세전계속사업이익(천원),투자활동으로인한현금흐름(천원)
A123690,한국화장품,12,2013,Annual,-13108018.0,2466655.0,37616839.0,82758827.0,24928799.0,68668703.0,11631107.0,28512824.0,12688040.0,23894240.0,85008411.0,27745067.0,108902651.0,53263897.0,-16176046.0,2249585.0,-9615419.0,2931785.0,71285812.0,-16176046.0,2860616.0
A123690,한국화장품,12,2014,Annual,-10892745.0,1727648.0,63879749.0,39288389.0,51998820.0,76333757.0,10960790.0,33178395.0,11880929.0,50441772.0,40788510.0,15978965.0,91230283.0,54048107.0,26331755.0,1500122.0,-7433359.0,2885791.0,27350534.0,38288115.0,60007628.0
A123690,한국화장품,12,2015,Annual,-5456797.0,0.0,45753284.0,30245771.0,31799891.0,98446610.0,13295497.0,40624697.0,13953393.0,41479891.0,31418808.0,14596989.0,72898699.0,63278709.0,-9060582.0,1173038.0,-17052656.0,3347609.0,27145415.0,-6718848.0,17550160.0
A123690,한국화장품,12,2016,Annual,15707575.0,0.0,70351731.0,42456885.0,52190800.0,160754824.0,20589565.0,71650401.0,18160931.0,55692395.0,43607503.0,18550960.0,99299898.0,73396848.0,14617694.0,1150618.0,18157490.0,3830163.0,28948167.0,15913918.0,-17236829.0
A123690,한국화장품,12,2017,Annual,7589539.0,38389.0,67475487.0,36884910.0,48905427.0,151256004.0,29495711.0,67280686.0,18570061.0,59311610.0,40085750.0,19128388.0,99397360.0,76385779.0,4028516.0,3200841.0,-8159751.0,4718550.0,31921873.0,6922256.0,5355861.0
A123690,한국화장품,12,2018,Annual,-7485328.0,260114.0,61934401.0,37495652.0,44894697.0,153882571.0,24598291.0,70180409.0,17039704.0,52778098.0,42242933.0,18354340.0,95021031.0,91187489.0,-7746017.0,4747281.0,-1293286.0,5160429.0,33086630.0,-7744342.0,-2766406.0
A123690,한국화장품,12,2019,Annual,-17394170.0,555994.0,47594432.0,37784753.0,33680205.0,131196339.0,13757183.0,58467691.0,13914227.0,35193457.0,46114504.0,19070750.0,81307960.0,90122819.0,-17224383.0,8329750.0,5351702.0,7705636.0,33713528.0,-19052984.0,-3289050.0
A123690,한국화장품,12,2020,Annual,-16993357.0,604465.0,47004860.0,40391704.0,34060860.0,72498593.0,5238565.0,33993225.0,12944000.0,29518687.0,45859375.0,13750961.0,75378062.0,55498724.0,-7653392.0,5467671.0,-805862.0,6621044.0,28373202.0,-7107395.0,22848031.0
A123690,한국화장품,12,2021,Annual,-3193221.0,561119.0,29987073.0,23490381.0,18761611.0,66965810.0,4075756.0,31382013.0,11225462.0,21972018.0,26536427.0,7743654.0,48508446.0,38777018.0,-7281618.0,3046047.0,-9242445.0,5251876.0,18521373.0,-4117429.0,-2580214.0
A123690,한국화장품,12,2022,Annual,-23014.0,379347.0,27907151.0,19362592.0,16849113.0,66046677.0,4171936.0,33416079.0,11058039.0,22413166.0,21500164.0,4741396.0,43913330.0,32653613.0,418119.0,2137572.0,3062605.0,3431300.0,16006178.0,-1887408.0,7318652.0
A002600,조흥,12,2011,Annual,9777963.0,0.0,89187577.0,40065049.0,65090602.0,99010080.0,11715443.0,85269595.0,24096975.0,87954680.0,44925222.0,36044673.0,132879902.0,3962522.0,8201681.0,4860174.0,4862135.0,101667.0,43692325.0,10378980.0,-12656575.0
A002600,조흥,12,2012,Annual,6479317.0,825807.0,66836956.0,22009802.0,45224591.0,96206977.0,12218738.0,85187825.0,21612365.0,94371799.0,32202360.0,52554204.0,126574159.0,4539835.0,7869314.0,10192558.0,6458882.0,99873.0,59737203.0,9395928.0,-19779548.0
A002600,조흥,12,2013,Annual,5610547.0,0.0,60788708.0,11722129.0,44915102.0,99637034.0,11057716.0,89100633.0,15873607.0,97464497.0,20573885.0,50273190.0,118038382.0,4925853.0,4594423.0,8851756.0,15502621.0,94038.0,57249674.0,6746521.0,704768.0
A002600,조흥,12,2014,Annual,7161912.0,0.0,73099632.0,27441814.0,46919689.0,112728364.0,11367950.0,100143869.0,26179943.0,101657533.0,28931239.0,50656352.0,130588771.0,5422584.0,5275245.0,1489425.0,-870946.0,85618.0,57489139.0,6996790.0,-1958516.0
A002600,조흥,12,2015,Annual,6581863.0,0.0,95221466.0,40487512.0,63160204.0,113154402.0,12490668.0,99519536.0,32061261.0,106767604.0,42225329.0,51491603.0,148992933.0,7053004.0,6637659.0,1737817.0,3573605.0,75594.0,53771467.0,8304626.0,3637692.0
A002600,조흥,12,2016,Annual,11526984.0,0.0,102760647.0,42824181.0,69565549.0,129692616.0,15641653.0,107230605.0,33195097.0,113166943.0,50292310.0,58575839.0,163459253.0,10935027.0,8119809.0,7468130.0,7135194.0,68041.0,60698606.0,10148739.0,-8953524.0
A002600,조흥,12,2017,Annual,14075159.0,0.0,97883118.0,33100496.0,60585473.0,162127274.0,19452331.0,136417228.0,37297645.0,120391186.0,48080771.0,67907173.0,168471957.0,11634888.0,11298260.0,14980276.0,9042688.0,51041.0,70588838.0,14033121.0,-12216107.0
A002600,조흥,12,2018,Annual,11369420.0,0.0,105522781.0,55553621.0,68409450.0,168071249.0,18032078.0,145928101.0,37113331.0,125517341.0,69792797.0,86917567.0,195310138.0,10773727.0,8035646.0,14239176.0,13201779.0,47960.0,89787357.0,9972553.0,-19320762.0
A002600,조흥,12,2019,Annual,12349895.0,0.0,117784147.0,75893278.0,72127600.0,195062613.0,24490092.0,171098975.0,45656547.0,129462116.0,88563688.0,97002379.0,218025805.0,11613743.0,7845407.0,12670410.0,3107465.0,490118.0,100241658.0,9504312.0,-17739551.0
A002600,조흥,12,2020,Annual,11787348.0,0.0,141501778.0,107391989.0,75991178.0,222604296.0,27543384.0,197183088.0,65510600.0,133230603.0,115083266.0,103415541.0,248313869.0,13633860.0,7516524.0,7691277.0,-5422107.0,607317.0,106812091.0,8786848.0,-12188315.0
A002600,조흥,12,2021,Annual,19072641.0,0.0,135992012.0,118931465.0,75095326.0,250861245.0,31114240.0,215811944.0,60896686.0,145739266.0,121819557.0,125946848.0,267558823.0,15976659.0,16074915.0,2888092.0,30386712.0,273108.0,131566811.0,19705156.0,-21366683.0
A002600,조흥,12,2022,Annual,14975759.0,3748403.0,268968495.0,275477139.0,83191138.0,324035752.0,44673567.0,289769341.0,185777357.0,154185145.0,279570332.0,152307567.0,433755477.0,19290653.0,11131140.0,4093193.0,-87225533.0,432216.0,164786982.0,12728442.0,-34606354.0
A015590,KIB플러그에너지,12,2011,Annual,-27039217.0,7587421.0,164845213.0,191224896.0,159987406.0,252763353.0,54607129.0,269144354.0,4857808.0,61194923.0,218187824.0,104170626.0,279382747.0,10658216.0,-20800984.0,26962928.0,-20890498.0,230866.0,114537533.0,-26435121.0,-7045170.0
A015590,KIB플러그에너지,12,2012,Annual,20085129.0,8854774.0,149657523.0,173138068.0,141779680.0,282943904.0,43028283.0,248186051.0,7877843.0,69969473.0,192300693.0,101723463.0,262270166.0,14672724.0,6820025.0,19162625.0,7985774.0,229537.0,112612644.0,9087028.0,-9232437.0
A015590,KIB플러그에너지,12,2013,Annual,16472376.0,7392111.0,157033901.0,168258163.0,150400582.0,239973517.0,60885359.0,210981482.0,6633319.0,79951693.0,182881374.0,98476782.0,262833068.0,12519659.0,9549867.0,14623212.0,17702425.0,233248.0,105799167.0,12206414.0,2253337.0
A015590,KIB플러그에너지,12,2014,Annual,5012604.0,6330777.0,188159216.0,209884576.0,183758210.0,297335288.0,54998880.0,279122063.0,4401006.0,77996506.0,217680814.0,98345395.0,295677320.0,13200621.0,289693.0,7796238.0,-7403753.0,232042.0,107518104.0,-581445.0,-4679609.0
A015590,KIB플러그에너지,12,2015,Annual,-12343696.0,6112356.0,176346292.0,195566417.0,173509997.0,223716709.0,72028376.0,213982628.0,2836295.0,64270397.0,212173073.0,88649446.0,276443469.0,22077777.0,-15082515.0,16606656.0,-18451404.0,211983.0,100097177.0,-16228857.0,8050875.0
A015590,KIB플러그에너지,12,2016,Annual,-11504645.0,4856792.0,148976773.0,143262312.0,142832728.0,191355119.0,27553890.0,186113044.0,6144045.0,56656354.0,179288854.0,81136836.0,235945208.0,16746721.0,-19305575.0,36026542.0,28721118.0,139627.0,86968435.0,-14296710.0,-2194478.0
A015590,KIB플러그에너지,12,2017,Annual,6738189.0,4696514.0,114821365.0,118324765.0,112246464.0,156189124.0,32206868.0,142349753.0,2574901.0,75818133.0,128869892.0,77359368.0,204688025.0,7101182.0,-7056506.0,10545127.0,-16924155.0,107348.0,89866659.0,-7735426.0,-5784991.0
A015590,KIB플러그에너지,12,2018,Annual,-9743899.0,5861705.0,96950418.0,122099342.0,94842690.0,82916681.0,28415416.0,85124325.0,2107728.0,69600805.0,127664955.0,74542658.0,197265760.0,7536254.0,-16268117.0,5565613.0,3140948.0,80656.0,100315341.0,-11156913.0,-17309544.0
A015590,KIB플러그에너지,12,2019,Annual,19782502.0,5797107.0,134715655.0,108844571.0,133022436.0,147117472.0,30296869.0,118722116.0,1693219.0,97779485.0,119240657.0,63864431.0,217020142.0,8612854.0,3181372.0,10396085.0,10900675.0,127421.0,82304487.0,8228779.0,-3372767.0
A015590,KIB플러그에너지,12,2020,Annual,9583311.0,3130854.0,118418309.0,83948715.0,117807778.0,124944880.0,25863120.0,106306866.0,610531.0,107366377.0,90342468.0,61777630.0,197708845.0,9054703.0,1340474.0,6393753.0,18029029.0,223433.0,79290536.0,2142762.0,689699.0
A015590,KIB플러그에너지,12,2021,Annual,-14968118.0,2267778.0,93777742.0,62453123.0,93109126.0,80705227.0,11879366.0,73060404.0,668616.0,98020238.0,67845866.0,60786525.0,165866104.0,22612941.0,-13018203.0,5392744.0,979288.0,246982.0,72088363.0,-14248682.0,20930205.0
A015590,KIB플러그에너지,12,2022,Annual,12936915.0,1268090.0,130896715.0,79957947.0,119001767.0,105673907.0,24641605.0,89208250.0,11894948.0,109826949.0,82860308.0,50785298.0,192687257.0,3528742.0,11278003.0,2902362.0,14343869.0,195881.0,61790542.0,10430753.0,-18505587.0
A264900,크라운제과,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,
A264900,크라운제과,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,
A264900,크라운제과,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,
A264900,크라운제과,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,
A264900,크라운제과,12,2015,Annual,,,,,,,,,,,,,,,,,,,,,
A264900,크라운제과,12,2016,Annual,,,,,,,,,,,,,,,,,,,,,
A264900,크라운제과,12,2017,Annual,21136111.0,2652267.0,105653474.0,120612305.0,77347803.0,320919738.0,73118263.0,203589726.0,28305670.0,120785946.0,207888295.0,204488313.0,328674242.0,96193902.0,13667269.0,87275990.0,43410608.0,2028916.0,223020768.0,17880838.0,-12568980.0
A264900,크라운제과,12,2018,Annual,20255857.0,2871012.0,103699372.0,128528690.0,77019502.0,388532243.0,56509626.0,246479352.0,26679870.0,128181878.0,204574219.0,210717089.0,332756097.0,121797034.0,13681175.0,76045529.0,25947462.0,2290554.0,229056725.0,17716035.0,-16305458.0
A264900,크라운제과,12,2019,Annual,26519837.0,2461660.0,92517323.0,78546859.0,63593792.0,386613876.0,56089025.0,246518330.0,28923531.0,142048233.0,190854657.0,213485018.0,332902890.0,113575709.0,18937764.0,112307798.0,34505074.0,3756041.0,240385567.0,24446925.0,-15264630.0
A264900,크라운제과,12,2020,Annual,23452546.0,2140150.0,98601529.0,105833959.0,71966513.0,381538640.0,52594408.0,248743829.0,26635016.0,152673361.0,174367097.0,206854756.0,327040458.0,109342265.0,16206197.0,68533138.0,34494696.0,3673928.0,228438929.0,20092124.0,-3649167.0
A264900,크라운제과,12,2021,Annual,15876289.0,1480470.0,146109125.0,123268892.0,121233424.0,381212216.0,48162453.0,258219268.0,24875702.0,160554509.0,164015182.0,159966045.0,324569692.0,107116659.0,13098370.0,40746291.0,34757494.0,3051358.0,178460566.0,17070231.0,6934709.0
A264900,크라운제과,12,2022,Annual,17588318.0,880543.0,146160880.0,94168048.0,115433531.0,413638465.0,49876598.0,283745789.0,30727349.0,192266231.0,137897080.0,160457941.0,330163311.0,112304358.0,27057204.0,43729032.0,24552557.0,2368154.0,184002431.0,36589302.0,16950868.0
A058860,KTis,12,2011,Annual,25091200.0,0.0,137698895.0,45511410.0,129206265.0,373403318.0,37288614.0,0.0,8492629.0,121263433.0,52500427.0,9153032.0,173763860.0,348312118.0,21554518.0,6989017.0,16875472.0,3070674.0,36064966.0,29277968.0,-25960346.0
A058860,KTis,12,2012,Annual,20463320.0,0.0,141791589.0,47879297.0,131434911.0,388613330.0,41716552.0,0.0,10356678.0,124359910.0,53165670.0,6135659.0,177525579.0,368150009.0,18262308.0,5286373.0,16843921.0,3805959.0,35733990.0,24445941.0,12885094.0
A058860,KTis,12,2013,Annual,17155617.0,0.0,140119327.0,47851062.0,128563799.0,387720013.0,38029505.0,0.0,11555528.0,131600954.0,49975254.0,3658054.0,181576207.0,370564396.0,13829677.0,2124192.0,13089803.0,3620014.0,41456880.0,17959563.0,-23526346.0
A058860,KTis,12,2014,Annual,8073160.0,0.0,149715569.0,56583986.0,129188800.0,450663134.0,66232509.0,0.0,20526769.0,147974309.0,68259629.0,4567950.0,216233937.0,442589974.0,9407801.0,11675643.0,-13063432.0,3228026.0,66518368.0,11921817.0,25699802.0
A058860,KTis,12,2015,Annual,6243249.0,0.0,102889952.0,52137668.0,89101522.0,461098334.0,47570874.0,0.0,13788430.0,155793640.0,55486015.0,57207923.0,211279655.0,454855084.0,15040764.0,3348347.0,6527254.0,3820219.0,108389703.0,19180238.0,-13995164.0
A058860,KTis,12,2016,Annual,13182224.0,0.0,113454655.0,59689188.0,97486625.0,436729584.0,49652730.0,0.0,15968031.0,157305151.0,64101282.0,57613209.0,221406433.0,423547360.0,9990999.0,4412094.0,19304444.0,3812278.0,107951778.0,12712092.0,-19524445.0
A058860,KTis,12,2017,Annual,11079484.0,0.0,116764654.0,56601355.0,97900262.0,438130711.0,42717586.0,0.0,18864392.0,161248607.0,62569689.0,57580732.0,223818296.0,427051227.0,8336872.0,5968334.0,15207479.0,3779941.0,107053643.0,10588317.0,14408338.0
A058860,KTis,12,2018,Annual,8995463.0,0.0,127172935.0,60477406.0,108272514.0,450826031.0,46960021.0,0.0,18900422.0,160249733.0,68996317.0,46225864.0,229246050.0,441830568.0,7900863.0,8518912.0,5330173.0,3643911.0,102073115.0,10074298.0,-9292920.0
A058860,KTis,12,2019,Annual,13757325.0,2919605.0,127679824.0,77099892.0,115192929.0,451026613.0,45875993.0,0.0,12486896.0,168272258.0,143550655.0,46922905.0,311822912.0,437269287.0,9203428.0,66450762.0,36631752.0,21456629.0,184143088.0,12652330.0,-20954291.0
A058860,KTis,12,2020,Annual,9002862.0,1753102.0,126275205.0,87387458.0,115352443.0,453639145.0,50464728.0,0.0,10922762.0,167395247.0,126893638.0,46302072.0,294288885.0,444636283.0,7387479.0,39506180.0,22365938.0,19886896.0,168013680.0,9954708.0,4394340.0
A058860,KTis,12,2021,Annual,14405202.0,1897742.0,124420075.0,103927322.0,115997956.0,468004264.0,52216270.0,0.0,8422119.0,191742294.0,177618512.0,11440820.0,369360806.0,453599062.0,24944162.0,73691190.0,49011157.0,21919000.0,244940731.0,32751539.0,-27143097.0
A058860,KTis,12,2022,Annual,19544619.0,3014626.0,102120905.0,103697865.0,90345386.0,535783306.0,61915097.0,0.0,11775519.0,197004363.0,199203706.0,24844661.0,396208069.0,516238687.0,15916624.0,95505842.0,13610878.0,25574635.0,294087164.0,19862607.0,10308616.0
A067830,세이브존I&C,12,2011,Annual,30930598.0,10324553.0,76876043.0,136419648.0,73537116.0,167179125.0,6848755.0,68025079.0,3338927.0,250879959.0,274523866.0,372556284.0,525403825.0,68223448.0,16019785.0,138104218.0,65611865.0,6302977.0,448527782.0,21520308.0,-55595545.0
A067830,세이브존I&C,12,2012,Annual,29945909.0,9252187.0,56277687.0,183543442.0,52731808.0,173386928.0,8155718.0,72610787.0,3545879.0,265922526.0,236960275.0,369643801.0,502882801.0,70830231.0,18047805.0,53416833.0,11734952.0,6731549.0,446605114.0,24633632.0,4181685.0
A067830,세이브존I&C,12,2013,Annual,32324659.0,5605443.0,60913873.0,106136688.0,57381508.0,179458217.0,6992295.0,74702557.0,3532365.0,287350225.0,223588875.0,371196185.0,510939100.0,72431001.0,21555114.0,117452187.0,41571009.0,6723760.0,450025227.0,28947851.0,-6941631.0
A067830,세이브존I&C,12,2014,Annual,35884605.0,4349583.0,67344888.0,95508790.0,63682623.0,182136851.0,4470835.0,74030620.0,3662265.0,311031414.0,201592130.0,368527299.0,512623544.0,72221626.0,25178635.0,106083340.0,34079888.0,6630223.0,445278656.0,33334765.0,2122881.0
A067830,세이브존I&C,12,2015,Annual,35458956.0,3169057.0,80837570.0,143437823.0,77174336.0,187041022.0,4408967.0,76998424.0,3663234.0,336372147.0,191534509.0,365129092.0,527906656.0,74583642.0,25728289.0,48096687.0,28608109.0,6441204.0,447069087.0,33804796.0,-8855989.0
A067830,세이브존I&C,12,2016,Annual,36876512.0,2271465.0,108171939.0,141977842.0,104024796.0,182950926.0,5019991.0,74209817.0,4147143.0,362476661.0,190883362.0,363345368.0,553360023.0,71864598.0,27084469.0,48905521.0,49257225.0,6228191.0,445188084.0,36316038.0,-7749486.0
A067830,세이브존I&C,12,2017,Annual,36205371.0,1625129.0,122581772.0,127452457.0,118447544.0,178421682.0,5504351.0,72644092.0,4134228.0,389804011.0,172757970.0,359763100.0,562561981.0,69572220.0,28854035.0,45305513.0,31423405.0,5632591.0,439980208.0,38194402.0,-8871317.0
A067830,세이브존I&C,12,2018,Annual,33912125.0,1381287.0,93556960.0,87583037.0,89476380.0,173949543.0,5173859.0,71700875.0,4080580.0,434633619.0,141163063.0,383026812.0,575796681.0,68336543.0,25422811.0,53580026.0,9289493.0,5306875.0,482239721.0,34623858.0,-21016436.0
A067830,세이브존I&C,12,2019,Annual,29537829.0,1100427.0,95463867.0,82264650.0,91351125.0,159226621.0,4605943.0,64823496.0,4112743.0,447932116.0,131317715.0,385726672.0,579249830.0,64865295.0,22262341.0,49053064.0,26234271.0,5254719.0,483785963.0,30334991.0,-24057786.0
A067830,세이브존I&C,12,2020,Annual,14599171.0,728362.0,72842271.0,59934639.0,68847028.0,134723062.0,2405103.0,61996958.0,3995243.0,452075522.0,107305935.0,383011142.0,559381457.0,58126933.0,9909637.0,47371295.0,5975260.0,5149557.0,486539186.0,13546071.0,-8364102.0
A067830,세이브존I&C,12,2021,Annual,11023053.0,602500.0,94392547.0,59742002.0,90419449.0,122173236.0,2611554.0,54863259.0,3973097.0,457936262.0,106318459.0,380734547.0,564254721.0,56286924.0,7411013.0,46576457.0,14027855.0,5039483.0,469862175.0,9421419.0,-12239758.0
A067830,세이브존I&C,12,2022,Annual,9219026.0,694408.0,108548631.0,67473731.0,104657555.0,119350275.0,3334752.0,52298743.0,3891076.0,464110668.0,109458880.0,351305317.0,573569548.0,57832506.0,9179410.0,41985150.0,30136901.0,5009809.0,465020917.0,8486086.0,7024833.0
A002460,화성산업,12,2011,Annual,-80781707.0,9241436.0,288779381.0,186842931.0,204999720.0,402479593.0,47720157.0,388550627.0,83779661.0,207046812.0,279878849.0,42172246.0,486925661.0,94710673.0,-87886150.0,93035918.0,57382551.0,1560999.0,198146280.0,-97342652.0,-21823561.0
A002460,화성산업,12,2012,Annual,8853963.0,3851715.0,205100904.0,89804092.0,170901125.0,351260068.0,50507851.0,319096564.0,34199779.0,219703903.0,176984152.0,59247416.0,396688055.0,23309541.0,12716057.0,87180059.0,55988802.0,1231180.0,191587151.0,12920197.0,43625376.0
A002460,화성산업,12,2013,Annual,7846510.0,294422.0,198048121.0,82655824.0,176610327.0,352675641.0,22166077.0,323819452.0,21437794.0,237696876.0,181784254.0,44829524.0,419481129.0,21009680.0,16340253.0,99128430.0,36076669.0,1205112.0,221433008.0,16661400.0,-8274571.0
A002460,화성산업,12,2014,Annual,15211515.0,353468.0,308713211.0,168898562.0,269083954.0,420675410.0,52737429.0,384687540.0,39629257.0,265920361.0,258282873.0,44783445.0,524203233.0,20776355.0,23652905.0,89384310.0,36693783.0,1694295.0,215490022.0,24643353.0,-3209833.0
A002460,화성산업,12,2015,Annual,24687721.0,302212.0,256255450.0,109410038.0,176708033.0,480081567.0,41896949.0,433521535.0,79547417.0,285946886.0,187530485.0,54664400.0,473477372.0,21872311.0,24296685.0,78120448.0,-27584865.0,1781794.0,217221921.0,25010452.0,5142493.0
A002460,화성산업,12,2016,Annual,43868369.0,221445.0,290777955.0,113614264.0,197160439.0,494311580.0,37344884.0,429983596.0,93617516.0,312554113.0,191501592.0,55938361.0,504055705.0,20459615.0,33665725.0,77887328.0,37530121.0,1765708.0,213277750.0,43050419.0,-15651489.0
A002460,화성산업,12,2017,Annual,58952418.0,232177.0,369514932.0,116481877.0,194695906.0,567983245.0,32682975.0,483353849.0,174819026.0,348653647.0,227269590.0,54002401.0,575923237.0,25676978.0,44646265.0,110787714.0,-67518620.0,1905188.0,206408305.0,58280448.0,11992670.0
A002460,화성산업,12,2018,Annual,67108169.0,221261.0,448396176.0,157217586.0,237406178.0,475190997.0,27278572.0,379360098.0,210989998.0,374793429.0,266067933.0,52478949.0,640861362.0,28722730.0,49227488.0,108850347.0,126612105.0,1752644.0,192465186.0,64294623.0,-5827420.0
A002460,화성산업,12,2019,Annual,29623444.0,484531.0,458334755.0,175889198.0,295894262.0,451385956.0,64396011.0,378051752.0,162440493.0,370996947.0,241628151.0,52000187.0,612625098.0,43710760.0,7672692.0,65738954.0,45335077.0,1835418.0,154290344.0,17623445.0,3987551.0
A002460,화성산업,12,2020,Annual,40514528.0,1930124.0,394528778.0,136442097.0,360584202.0,419259299.0,18466085.0,349780795.0,33944576.0,394459821.0,186024043.0,51769225.0,580483864.0,28963977.0,32926991.0,49581946.0,100503455.0,1157114.0,185955086.0,43292449.0,-52815098.0
A002460,화성산업,12,2021,Annual,28631156.0,1279908.0,615174955.0,223571651.0,455891834.0,422231395.0,46435228.0,367420825.0,159283121.0,416980891.0,390984899.0,57316554.0,807965790.0,26179414.0,29678513.0,167413249.0,-14507872.0,1217761.0,192790835.0,36332643.0,-95926307.0
A002460,화성산업,12,2022,Annual,14545077.0,3376035.0,546490974.0,222647093.0,365314309.0,645706743.0,12744969.0,597680786.0,181176664.0,356952449.0,389175293.0,41906617.0,746127742.0,33480879.0,22672301.0,166528199.0,-184624011.0,1259040.0,199636768.0,29474012.0,151762277.0
A000230,일동홀딩스,12,2011,Annual,38691595.0,5150406.0,237029569.0,128682725.0,189019680.0,348468343.0,139856135.0,149025391.0,48009889.0,310171675.0,201480100.0,233328077.0,511651774.0,160751356.0,27166988.0,72797375.0,50777922.0,3005817.0,274622205.0,34556645.0,-30319597.0
A000230,일동홀딩스,12,2012,Annual,13974704.0,5039567.0,229780935.0,138135714.0,173797062.0,362781056.0,140910798.0,171793743.0,55983873.0,324415804.0,217297639.0,264467320.0,541713444.0,177012609.0,17106605.0,79161926.0,18478114.0,3137512.0,311932509.0,16400232.0,-37165442.0
A000230,일동홀딩스,12,2013,Annual,23803540.0,5998468.0,276352236.0,174717004.0,216630050.0,395231104.0,156043852.0,192233236.0,59722186.0,326604512.0,301609800.0,298686272.0,628214313.0,179194328.0,6740360.0,126892796.0,15648015.0,2957391.0,351862077.0,14657118.0,-58652239.0
A000230,일동홀딩스,12,2014,Annual,14462106.0,6951655.0,244800246.0,152498853.0,167072050.0,417517499.0,136561292.0,211574231.0,77728196.0,332949695.0,287396304.0,308103529.0,620345999.0,191481163.0,11934652.0,134897451.0,39357141.0,2901547.0,375545753.0,9492125.0,-45885089.0
A000230,일동홀딩스,12,2015,Annual,-4935655.0,5350614.0,301273836.0,203060464.0,225124451.0,38300835.0,135897870.0,25017209.0,76149385.0,349980859.0,355657064.0,311205912.0,705637923.0,18219282.0,21330674.0,152596600.0,56110514.0,859258.0,404364087.0,-4499894.0,-39863631.0
A000230,일동홀딩스,12,2016,Annual,-3735625.0,1497136.0,79510403.0,48925450.0,74576605.0,40771269.0,9046248.0,23085104.0,4933798.0,106837854.0,97249994.0,49461506.0,204087848.0,21421790.0,266191062.0,48324543.0,46643056.0,942891.0,124577445.0,-4551657.0,-42413789.0
A000230,일동홀딩스,12,2017,Annual,-1826601.0,2118624.0,58316551.0,81601752.0,52942185.0,41070663.0,0.0,22904587.0,5374367.0,174057247.0,100176585.0,49673642.0,274233832.0,19992678.0,-554654.0,18574833.0,-2191497.0,1291192.0,215917281.0,-779646.0,-19059613.0
A000230,일동홀딩스,12,2018,Annual,18897.0,2287487.0,54890858.0,81670940.0,49373985.0,47050031.0,6874541.0,27036070.0,5516873.0,164946011.0,100522263.0,49512048.0,265468274.0,19995064.0,-3831883.0,18851323.0,6233384.0,1475092.0,210577416.0,-2943884.0,-6288226.0
A000230,일동홀딩스,12,2019,Annual,-25884988.0,4596844.0,263282499.0,324399181.0,185253183.0,292221432.0,66859764.0,178966701.0,78029316.0,323839618.0,485904380.0,310814857.0,809743998.0,139139719.0,-37209745.0,161505198.0,14342014.0,7360823.0,546461499.0,-43154485.0,21450479.0
A000230,일동홀딩스,12,2020,Annual,-9214716.0,6646671.0,291405372.0,341079971.0,194661354.0,596468914.0,54199776.0,349875965.0,96744018.0,305607788.0,505381036.0,310828647.0,810988824.0,255807664.0,-31271398.0,164301065.0,8241941.0,13829237.0,519583453.0,-28407852.0,-24692859.0
A000230,일동홀딩스,12,2021,Annual,-82843702.0,15123370.0,367618431.0,539305410.0,276931890.0,592374546.0,55325516.0,371540235.0,90686541.0,183339578.0,737422940.0,301559979.0,920762518.0,303678013.0,-134695952.0,198117530.0,-30544994.0,14040777.0,553144087.0,-176529334.0,-48871803.0
A000230,일동홀딩스,12,2022,Annual,-98410983.0,17225381.0,357916642.0,526724128.0,252659820.0,675539717.0,57801113.0,436410101.0,105256822.0,169100181.0,693452985.0,286764859.0,862553167.0,337540600.0,-194503504.0,166728857.0,-74588719.0,13062128.0,504636525.0,-172950440.0,-32504985.0
A227840,현대코퍼레이션홀딩스,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2015,Annual,2575215.0,1134.0,90689152.0,14905951.0,56852495.0,38042143.0,2815421.0,32378166.0,33836657.0,192097947.0,15510603.0,52864.0,207608550.0,3088762.0,18175690.0,604651.0,9374754.0,17222.0,116919398.0,18882534.0,-80180931.0
A227840,현대코퍼레이션홀딩스,12,2016,Annual,9425499.0,0.0,102103810.0,22818325.0,65172664.0,153602806.0,3239994.0,131111615.0,36931146.0,187431668.0,22873717.0,30363.0,210305385.0,13065691.0,6419811.0,55392.0,8141718.0,125813.0,108201576.0,8268921.0,-38953.0
A227840,현대코퍼레이션홀딩스,12,2017,Annual,8735528.0,0.0,98335512.0,20023727.0,66010669.0,145238609.0,5352527.0,122712185.0,32324843.0,178368813.0,20171753.0,1650530.0,198540566.0,13790895.0,12026649.0,148026.0,9287738.0,147686.0,100205054.0,15129551.0,-3593298.0
