Symbol,Name,결산월,회계년,주기,영업이익(천원),이자비용(천원),유동자산(천원),유동부채(천원),당좌자산(천원),매출액(천원),매출채권(천원),매출원가(천원),재고자산(천원),총자본(천원),총부채(천원),유형자산(천원),총자산(천원),판매비와관리비(천원),당기순이익(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),유무형자산상각비(천원),비유동자산(천원),세전계속사업이익(천원),투자활동으로인한현금흐름(천원)
A011790,SKC,12,2018,Annual,201129152.0,51923716.0,910124832.0,1081502644.0,556922837.0,2767834347.0,338638598.0,2289106109.0,353201995.0,1694800412.0,2138328269.0,1978552149.0,3833128681.0,277599086.0,141041715.0,1056825626.0,231587576.0,13331634.0,2923003849.0,182106560.0,-212784269.0
A011790,SKC,12,2019,Annual,139754996.0,56559936.0,992719762.0,1043159965.0,607061649.0,2361068172.0,372574482.0,1962078106.0,385658113.0,1726373837.0,2246614915.0,2115916732.0,3972988752.0,259235071.0,67392287.0,1203454950.0,40533569.0,19151703.0,2980268990.0,60432113.0,-272724580.0
A011790,SKC,12,2020,Annual,202016696.0,84722603.0,1247268103.0,1733924057.0,910474958.0,2465850081.0,398637901.0,1974234325.0,336793144.0,1915113581.0,3491292259.0,2298073369.0,5406405841.0,289599060.0,73620867.0,1757368202.0,337112813.0,35372604.0,4159137738.0,232176306.0,-1055432868.0
A011790,SKC,12,2021,Annual,401454319.0,79539631.0,1820030594.0,1720045413.0,1304551352.0,2264207086.0,471114668.0,1669725571.0,515479242.0,2282360692.0,3897771812.0,2486379440.0,6180132504.0,193027196.0,342340322.0,2177726399.0,282512631.0,25206550.0,4360101909.0,393059403.0,-260884518.0
A011790,SKC,12,2022,Annual,186194207.0,134027236.0,2526145051.0,1870885566.0,1972873683.0,2386650004.0,388081444.0,2010318577.0,553271368.0,2241850761.0,4151241804.0,1890721222.0,6393092565.0,190137220.0,-24636827.0,2280356238.0,-147158688.0,24499602.0,3866947514.0,189619386.0,-249037633.0
A034220,LG디스플레이,12,2011,Annual,-763548000.0,0.0,7858065000.0,9911434000.0,5540695000.0,24291289000.0,2740107000.0,23081322000.0,2317370000.0,10131028000.0,15031903000.0,14696849000.0,25162931000.0,1973515000.0,-787895000.0,5120469000.0,3665858000.0,59182000.0,17304866000.0,-1080959000.0,-3494461000.0
A034220,LG디스플레이,12,2012,Annual,912368000.0,0.0,8914685000.0,9206158000.0,6524678000.0,29429668000.0,3334341000.0,26424756000.0,2390007000.0,10240180000.0,14215331000.0,13107511000.0,24455511000.0,2092544000.0,236345000.0,5009173000.0,4569695000.0,112890000.0,15540826000.0,458525000.0,-3688185000.0
A034220,LG디스플레이,12,2013,Annual,1163314000.0,0.0,7731788000.0,6788919000.0,5798547000.0,27033035000.0,3128626000.0,23524851000.0,1933241000.0,10797420000.0,10917864000.0,11808334000.0,21715284000.0,2344870000.0,418973000.0,4128945000.0,3584773000.0,96115000.0,13983496000.0,830305000.0,-4504321000.0
A034220,LG디스플레이,12,2014,Annual,1357255000.0,0.0,9240629000.0,7549556000.0,6486531000.0,26455529000.0,3444477000.0,22667134000.0,2754098000.0,11783410000.0,11183613000.0,11402866000.0,22967023000.0,2431140000.0,917404000.0,3634057000.0,2864521000.0,90180000.0,13726394000.0,1241957000.0,-3451279000.0
A034220,LG디스플레이,12,2015,Annual,1625566000.0,0.0,9531634000.0,6606712000.0,7179965000.0,28383884000.0,4097836000.0,24069572000.0,2351669000.0,12704956000.0,9872204000.0,10546020000.0,22577160000.0,2688746000.0,1023456000.0,3265492000.0,2726577000.0,118719000.0,13045526000.0,1433982000.0,-2731929000.0
A034220,LG디스플레이,12,2016,Annual,1311416000.0,0.0,10484186000.0,7058219000.0,8196401000.0,26504074000.0,4957993000.0,22754270000.0,2287785000.0,13462388000.0,11421948000.0,12031449000.0,24884336000.0,2438388000.0,931508000.0,4363729000.0,3640906000.0,129225000.0,14400150000.0,1316233000.0,-3189182000.0
A034220,LG디스플레이,12,2017,Annual,2461618000.0,0.0,10473703000.0,8978682000.0,8123619000.0,27790216000.0,4325120000.0,22424661000.0,2350084000.0,14981510000.0,14178177000.0,16201960000.0,29159687000.0,2903937000.0,1937052000.0,5199495000.0,6764201000.0,138711000.0,18685984000.0,2332632000.0,-6481072000.0
A034220,LG디스플레이,12,2018,Annual,92891000.0,0.0,8800127000.0,9954483000.0,6108924000.0,24336571000.0,2829163000.0,21251305000.0,2691203000.0,14886246000.0,18289464000.0,21600130000.0,33175710000.0,2992375000.0,-179443000.0,8334981000.0,4484123000.0,174575000.0,24375583000.0,-91366000.0,-7675339000.0
A034220,LG디스플레이,12,2019,Annual,-1359382000.0,0.0,10248315000.0,10984976000.0,8197160000.0,23475567000.0,3154080000.0,21607240000.0,2051155000.0,12488281000.0,23086282000.0,22087645000.0,35574563000.0,3227709000.0,-2872078000.0,12101306000.0,2706545000.0,225909000.0,25326248000.0,-3344242000.0,-6755393000.0
A034220,LG디스플레이,12,2020,Annual,-36465000.0,0.0,11099470000.0,11006948000.0,8928814000.0,24261561000.0,3517512000.0,21626339000.0,2170656000.0,12731428000.0,22334584000.0,20139703000.0,35066012000.0,2671687000.0,-76147000.0,11327636000.0,2278784000.0,215479000.0,23966542000.0,-602446000.0,-2311152000.0
A034220,LG디스플레이,12,2021,Annual,2230608000.0,0.0,13187067000.0,13994817000.0,9836692000.0,29878043000.0,4574789000.0,24572939000.0,3350375000.0,14762501000.0,23392014000.0,20558446000.0,38154515000.0,3074496000.0,1333544000.0,9397197000.0,5753446000.0,267042000.0,24967448000.0,1718885000.0,-4263080000.0
A034220,LG디스플레이,12,2022,Annual,-2085047000.0,0.0,9444035000.0,13961520000.0,6571117000.0,26151781000.0,2358914000.0,25027703000.0,2872918000.0,11319227000.0,24366792000.0,20946933000.0,35686019000.0,3209125000.0,-3195585000.0,10405272000.0,3011020000.0,263739000.0,26241984000.0,-3433370000.0,-6700169000.0
A028050,삼성E&A,12,2011,Annual,626369213.0,13101300.0,4156825179.0,3644840772.0,4156825179.0,9298184260.0,1033256645.0,8219469410.0,0.0,1313356806.0,3875258012.0,700298365.0,5188614818.0,452345637.0,514525684.0,230417239.0,38369824.0,21459239.0,1031789639.0,687020214.0,228031529.0
A028050,삼성E&A,12,2012,Annual,736761159.0,24013388.0,4187618873.0,3554081459.0,4187618873.0,11440156745.0,967801901.0,10149548239.0,0.0,1688751456.0,3984801909.0,733262703.0,5673553365.0,553847348.0,524464528.0,430720450.0,-198920441.0,33483971.0,1485934492.0,705196168.0,-173589057.0
A028050,삼성E&A,12,2013,Annual,-1028046695.0,33445226.0,4266179916.0,4277404929.0,4266179916.0,9806322604.0,1081282819.0,10353331188.0,0.0,905658514.0,5023117359.0,715354363.0,5928775873.0,481038112.0,-708658933.0,745712430.0,-1230923921.0,40669267.0,1662595957.0,-917167421.0,80627987.0
A028050,삼성E&A,12,2014,Annual,161833171.0,43352727.0,4556878545.0,4722098401.0,4556878545.0,8911451188.0,985268089.0,8365490433.0,0.0,953344087.0,5198522149.0,689919595.0,6151866236.0,384127584.0,56353494.0,476423749.0,277739400.0,26364367.0,1594987691.0,60611085.0,-221881170.0
A028050,삼성E&A,12,2015,Annual,-1454334492.0,47670980.0,3761388116.0,4783755869.0,3761388116.0,6441250861.0,736242798.0,7530302891.0,0.0,-323261969.0,5943693512.0,686541360.0,5620431543.0,365282462.0,-1304348694.0,1159937643.0,-833499386.0,27007979.0,1859043427.0,-1450094207.0,20351631.0
A028050,삼성E&A,12,2016,Annual,71163965.0,50484641.0,3644436244.0,4312699197.0,3644436244.0,7010541653.0,942085420.0,6527491653.0,0.0,986716625.0,4522703651.0,656813251.0,5509420276.0,411886035.0,10265145.0,210004454.0,187923502.0,38610058.0,1864984032.0,57483291.0,94355816.0
A028050,삼성E&A,12,2017,Annual,21715981.0,50667857.0,3283029357.0,3695615082.0,3283029357.0,5513446636.0,1311634318.0,5177200864.0,0.0,976091814.0,4096742793.0,426764584.0,5072834607.0,314529790.0,-71232488.0,401127711.0,-134040755.0,38263115.0,1789805250.0,-54827576.0,-15242401.0
A028050,삼성E&A,12,2018,Annual,196396325.0,41761082.0,2952247503.0,3378225879.0,2952247503.0,5466957803.0,1383112329.0,4928694228.0,0.0,997855868.0,3621792741.0,397918404.0,4619648610.0,341867251.0,62855610.0,243566863.0,446248384.0,35616357.0,1667401106.0,160492191.0,20693958.0
A028050,삼성E&A,12,2019,Annual,422717497.0,15824803.0,2901788917.0,2977490494.0,2901788917.0,6392058453.0,1214759547.0,5592595280.0,0.0,1295186238.0,3270525562.0,428010738.0,4565711800.0,376745677.0,323809854.0,293035068.0,784124249.0,41270067.0,1663922883.0,437779766.0,-147210897.0
A028050,삼성E&A,12,2020,Annual,361182672.0,9367733.0,3135849998.0,2961081111.0,3135849998.0,6749174145.0,1126114536.0,6076895399.0,0.0,1581735518.0,3173840385.0,438293169.0,4755575903.0,311096074.0,252135563.0,212759273.0,44368719.0,18789659.0,1619725905.0,351849976.0,73419555.0
A028050,삼성E&A,12,2021,Annual,503288807.0,5112073.0,4442487369.0,3852685466.0,4442487369.0,7486696121.0,1798880828.0,6625376323.0,0.0,1960517718.0,4098204679.0,446786684.0,6058722397.0,358030991.0,351071466.0,245519212.0,739825439.0,18364168.0,1616235028.0,529538451.0,-201253407.0
A028050,삼성E&A,12,2022,Annual,702942994.0,14646749.0,5947655471.0,5013013164.0,5947655471.0,10054344625.0,2130581188.0,8973419012.0,0.0,2577040407.0,5271682816.0,437334212.0,7848723223.0,377982619.0,595319035.0,258669652.0,576706461.0,23387935.0,1901067752.0,715715164.0,-528754532.0
A251270,넷마블,12,2011,Annual,-2120132.0,25800.0,31006565.0,20105182.0,31006565.0,7556038.0,12317463.0,3837697.0,0.0,64410681.0,34858600.0,1823239.0,99269282.0,5838473.0,-2276892.0,14753418.0,-1250757.0,189766.0,68262716.0,-2229521.0,4510566.0
A251270,넷마블,12,2012,Annual,-10957021.0,410195.0,33470973.0,24833383.0,33464614.0,67310099.0,10951668.0,34689248.0,6359.0,84133698.0,44968722.0,3851888.0,129102421.0,43577872.0,-20788154.0,20135339.0,-10438825.0,1280890.0,95631448.0,-20139308.0,-24271648.0
A251270,넷마블,12,2013,Annual,17746371.0,2546383.0,72934035.0,87588719.0,72927408.0,133316530.0,24417326.0,60178078.0,6627.0,74600745.0,114795226.0,16874177.0,189395971.0,55392081.0,-6621796.0,27206507.0,19522722.0,1969833.0,116461936.0,-5808542.0,-34006817.0
A251270,넷마블,12,2014,Annual,88791529.0,4108172.0,383310408.0,122943140.0,383305746.0,362381024.0,93336533.0,194297864.0,4662.0,612956546.0,153412658.0,23048810.0,766369204.0,79291631.0,42166504.0,30469518.0,69307614.0,4893456.0,383058796.0,60060088.0,-462608248.0
A251270,넷마블,12,2015,Annual,225349704.0,1261720.0,497521567.0,244526611.0,497224921.0,1072920876.0,124350481.0,588448905.0,296646.0,1180702524.0,277672379.0,25710516.0,1458374903.0,259122267.0,168637599.0,33145768.0,224251177.0,8951916.0,960853336.0,228863994.0,-478392241.0
A251270,넷마블,12,2016,Annual,294668353.0,1974983.0,721474035.0,421228042.0,719588521.0,1500015761.0,244209688.0,0.0,1885515.0,1310354066.0,647068962.0,122909385.0,1957423028.0,1205347408.0,209247420.0,225840921.0,197076427.0,30597313.0,1235948993.0,275561244.0,-207346350.0
A251270,넷마블,12,2017,Annual,509756228.0,13498196.0,2918402601.0,501257639.0,2916044642.0,2424755041.0,291369126.0,0.0,2357959.0,4465268998.0,882436412.0,145388508.0,5347705410.0,1914998813.0,360883596.0,381178773.0,503397717.0,64742147.0,2429302809.0,471494187.0,-1432728798.0
A251270,넷마블,12,2018,Annual,241651480.0,579481.0,2590626109.0,587005424.0,2587322092.0,2021272799.0,182257156.0,0.0,3304017.0,4551535691.0,881510902.0,174295182.0,5433046593.0,1779621319.0,214932108.0,294505479.0,235338136.0,80023891.0,2842420485.0,290439280.0,-505252028.0
A251270,넷마블,12,2019,Annual,202652420.0,8773630.0,2560116032.0,664572160.0,2554991029.0,2178677560.0,147074606.0,0.0,5125003.0,4648340955.0,1157746996.0,235631612.0,5806087951.0,1976025140.0,169769227.0,493174836.0,381252820.0,118162687.0,3245971919.0,218400522.0,-247318418.0
A251270,넷마블,12,2020,Annual,272046487.0,23128347.0,1820718617.0,1633501786.0,1816094788.0,2484764986.0,181819506.0,0.0,4623829.0,5650596134.0,2572832682.0,423098617.0,8223428816.0,2212718499.0,338047022.0,939330895.0,372261915.0,111721414.0,6402710199.0,474639647.0,-1529078237.0
A251270,넷마블,12,2021,Annual,151024629.0,36222511.0,1962570156.0,3056208604.0,1958606345.0,2506906374.0,201551254.0,0.0,3963811.0,6007658886.0,4656124187.0,322799145.0,10663783074.0,2355881745.0,249178252.0,1599915583.0,137464408.0,150552948.0,8701212918.0,351177667.0,-1157533990.0
A251270,넷마블,12,2022,Annual,-108688599.0,112779741.0,997344674.0,2293992290.0,994508900.0,2673408276.0,189638547.0,0.0,2835774.0,5621808455.0,3313765261.0,335946381.0,8935573716.0,2782096875.0,-886357560.0,1019772971.0,-408393774.0,232383676.0,7938229042.0,-941473679.0,-40435688.0
A047810,한국항공우주,12,2011,Annual,104548662.0,18619209.0,1074324541.0,494016632.0,788039747.0,1286127802.0,77957720.0,1099778595.0,286284794.0,845567953.0,909908451.0,375381617.0,1755476405.0,81800545.0,73229853.0,415891819.0,-127986133.0,5070832.0,681151864.0,93271851.0,-102514183.0
A047810,한국항공우주,12,2012,Annual,125785420.0,19305889.0,1182706763.0,572737714.0,832994978.0,1534606239.0,226911281.0,1310613965.0,349711785.0,887335811.0,1005186473.0,401683853.0,1892522284.0,98206854.0,74029333.0,432448760.0,448338992.0,5437548.0,709815521.0,91483870.0,-105440628.0
A047810,한국항공우주,12,2013,Annual,70729211.0,12916888.0,1117651852.0,754501228.0,758326850.0,1983266289.0,94960151.0,1794612553.0,359325001.0,904225381.0,1047301842.0,493689033.0,1951527223.0,117924525.0,36544880.0,292800614.0,201500399.0,9429236.0,833875371.0,21207898.0,-240516048.0
A047810,한국항공우주,12,2014,Annual,189341513.0,13304158.0,1250271101.0,586586957.0,817175993.0,2328613261.0,156894910.0,2012401818.0,433095108.0,1000700394.0,1108249880.0,494495716.0,2108950275.0,126869930.0,132379505.0,521662923.0,-113482650.0,8002187.0,858679174.0,168769895.0,-79904954.0
A047810,한국항공우주,12,2015,Annual,379703212.0,14905882.0,1912706305.0,921441658.0,1445857602.0,3039736651.0,197917560.0,2531358620.0,466848702.0,1214449867.0,1593708068.0,506943034.0,2808157935.0,128674819.0,259193264.0,672266410.0,59851879.0,7969111.0,895451630.0,343072849.0,-123234727.0
A047810,한국항공우주,12,2016,Annual,320092409.0,13469402.0,2023911666.0,939910354.0,1517645484.0,2946330610.0,550441942.0,2489732134.0,506266182.0,1445575603.0,1535264520.0,522062503.0,2980840123.0,136506067.0,264801088.0,595354166.0,145284893.0,5943315.0,956928457.0,317133753.0,-158725486.0
A047810,한국항공우주,12,2017,Annual,-208873254.0,24121251.0,2001704930.0,1207795312.0,1537588942.0,2072249142.0,421847670.0,2097187494.0,464115988.0,1140405157.0,2052997808.0,547324600.0,3193402965.0,183934902.0,-235185853.0,845202496.0,104641674.0,7122924.0,1191698035.0,-320282339.0,-215832179.0
A047810,한국항공우주,12,2018,Annual,146382520.0,25770950.0,2409543953.0,1667807801.0,1118656334.0,2786023511.0,204213552.0,2411539106.0,1290887619.0,1052906093.0,2702957418.0,571368928.0,3755863511.0,228101885.0,55539464.0,1035149617.0,137662903.0,9536965.0,1346319558.0,79660495.0,-88239387.0
A047810,한국항공우주,12,2019,Annual,275564428.0,16987007.0,2654780536.0,2202891767.0,1454418329.0,3110157575.0,342056837.0,2630153574.0,1200362206.0,1183160662.0,3183974946.0,746251536.0,4367135609.0,204439573.0,168292166.0,981083179.0,354538677.0,13071787.0,1712355073.0,129453230.0,-386555657.0
A047810,한국항공우주,12,2020,Annual,139524243.0,21604008.0,3152282138.0,2623416809.0,1955145175.0,2825136013.0,243279699.0,2493250074.0,1197136963.0,1234279920.0,3924790738.0,917149499.0,5159070657.0,192361695.0,72313950.0,1301373929.0,732407853.0,4584375.0,2006788520.0,82489082.0,-353336705.0
A047810,한국항공우주,12,2021,Annual,58259436.0,23352522.0,3680987115.0,2800069609.0,2356321510.0,2562283675.0,245285556.0,2255327108.0,1324665605.0,1297444007.0,4557779985.0,865262169.0,5855223993.0,248697130.0,53272529.0,1757710376.0,439964696.0,7791248.0,2174236878.0,54405791.0,-415973362.0
A047810,한국항공우주,12,2022,Annual,141617667.0,21700677.0,5389183373.0,5055361234.0,3796104662.0,2786888283.0,216457553.0,2413060987.0,1593078711.0,1453216826.0,6319189868.0,827057313.0,7772406693.0,232209629.0,115919396.0,1263828633.0,1492635300.0,4882544.0,2383223320.0,122121930.0,-204068797.0
A005070,코스모신소재,12,2011,Annual,1588370.0,0.0,52614218.0,83451583.0,28699875.0,157586376.0,15060276.0,144322066.0,23914343.0,104078401.0,114386197.0,163747841.0,218464597.0,11675940.0,219778.0,30934614.0,-7046110.0,133299.0,165850379.0,219778.0,-17727427.0
A005070,코스모신소재,12,2012,Annual,-10667675.0,0.0,45525263.0,99650062.0,20401808.0,129110920.0,14908460.0,128617410.0,25123455.0,88047599.0,145816371.0,186015781.0,233863970.0,11161185.0,-14947183.0,46166309.0,-9364331.0,183224.0,188338707.0,-14947183.0,-28775953.0
A005070,코스모신소재,12,2013,Annual,-3281641.0,5550389.0,61612121.0,116614621.0,32902240.0,153281703.0,22174125.0,145413520.0,28709881.0,99701594.0,174431086.0,206124425.0,274132680.0,11149824.0,-8641115.0,57816466.0,-14222660.0,179364.0,212520559.0,-8641115.0,-19355904.0
A005070,코스모신소재,12,2014,Annual,-13222300.0,8846610.0,56585017.0,134772943.0,31905120.0,149343499.0,18264726.0,149248094.0,24679897.0,72179016.0,192989954.0,202769336.0,265168970.0,13317705.0,-23318687.0,58217011.0,4225146.0,184879.0,208583953.0,-23318687.0,-5605082.0
A005070,코스모신소재,12,2015,Annual,-7029161.0,7590788.0,77071567.0,130829916.0,63583468.0,133424045.0,13214200.0,129362328.0,13488099.0,48654898.0,173900217.0,143945540.0,222555116.0,11090878.0,-24713789.0,43070301.0,10087542.0,211506.0,145483548.0,-25328143.0,4332646.0
A005070,코스모신소재,12,2016,Annual,5035643.0,6801429.0,91106829.0,139972182.0,67129914.0,190281005.0,11275364.0,175649826.0,23976915.0,51376855.0,178300199.0,138172261.0,229677054.0,9595537.0,1385219.0,38328017.0,10695910.0,185969.0,138570224.0,1385219.0,497372.0
A005070,코스모신소재,12,2017,Annual,8476108.0,6187433.0,54028715.0,102638593.0,23154022.0,314604637.0,16000171.0,290562476.0,30874693.0,74126402.0,123551964.0,141113358.0,197678366.0,15566052.0,8223956.0,20913371.0,-1246929.0,880275.0,143649651.0,4582746.0,35577539.0
A005070,코스모신소재,12,2018,Annual,15147035.0,2834030.0,75313571.0,109630570.0,40814542.0,534011298.0,27748223.0,501442825.0,34499029.0,88286833.0,149061073.0,156894371.0,237347906.0,17421439.0,10446693.0,39430504.0,9723610.0,828418.0,162034335.0,10463933.0,-25963801.0
A005070,코스모신소재,12,2019,Annual,-3620826.0,3566160.0,100979914.0,77042201.0,76793969.0,243904529.0,21438761.0,231752978.0,24185945.0,151064606.0,113691884.0,155884497.0,264756490.0,15772377.0,-1800133.0,36649683.0,29182.0,1032544.0,163776577.0,-5884550.0,-28677479.0
A005070,코스모신소재,12,2020,Annual,12437917.0,2172142.0,153998449.0,148728760.0,122907655.0,204252718.0,39983942.0,175948768.0,31090794.0,176803624.0,185519057.0,197234767.0,362322682.0,15866033.0,11736405.0,36790297.0,-1878941.0,1029382.0,208324232.0,8051118.0,-15354612.0
A005070,코스모신소재,12,2021,Annual,21792842.0,2035710.0,119251501.0,82377750.0,70488696.0,305893095.0,27506770.0,265930077.0,48762805.0,205448547.0,143034111.0,223381394.0,348482657.0,18170175.0,17998487.0,60656361.0,26043953.0,1097507.0,229231157.0,22398919.0,-43992925.0
A005070,코스모신소재,12,2022,Annual,32475176.0,2878023.0,208828978.0,150762393.0,160375253.0,485605244.0,103119096.0,430994743.0,48453724.0,251204097.0,200117020.0,233070025.0,451321117.0,22135325.0,27697028.0,49354626.0,544779.0,1157947.0,242492139.0,35572342.0,-19803341.0
A011170,롯데케미칼,12,2011,Annual,1470101403.0,78978207.0,4888629545.0,2728479989.0,3622001197.0,15699439575.0,1605727665.0,13805330865.0,1266628348.0,6157775172.0,4588832732.0,4307764920.0,10746607904.0,424007307.0,1132553551.0,1860352743.0,1618342725.0,6972544.0,5857978359.0,1527451064.0,-960317415.0
A011170,롯데케미칼,12,2012,Annual,371731468.0,68908194.0,4178674705.0,2672664694.0,2678082244.0,15902803025.0,1516241051.0,15109197300.0,1500592461.0,6084114787.0,4288199461.0,4420854213.0,10372314247.0,421874257.0,316144805.0,1615534767.0,102810958.0,6611724.0,6193639542.0,386868365.0,-446876825.0
A011170,롯데케미칼,12,2013,Annual,487422719.0,88113497.0,4614354226.0,2929005557.0,2985594337.0,16438935363.0,1489388552.0,15527174062.0,1628759889.0,6294458723.0,4393204848.0,4186519031.0,10687663571.0,424338582.0,285824983.0,1464199290.0,359300991.0,7825469.0,6073309345.0,374592361.0,-549790221.0
A011170,롯데케미칼,12,2014,Annual,350928518.0,88418935.0,4321552617.0,2057809967.0,2793442720.0,14858969270.0,1254934207.0,14058561842.0,1528109897.0,6468998769.0,3853656850.0,3975810387.0,10322655619.0,449478910.0,143653052.0,1795846883.0,308483946.0,7249368.0,6001103002.0,277301481.0,-390589244.0
A011170,롯데케미칼,12,2015,Annual,1611119465.0,69947514.0,5405499990.0,2146107849.0,4242753434.0,11713338201.0,1006214038.0,9646291211.0,1162746556.0,7555586075.0,3912222824.0,3964852432.0,11467808899.0,455927525.0,990655495.0,1766114975.0,2595626910.0,6942988.0,6062308909.0,1421368007.0,-1273452581.0
A011170,롯데케미칼,12,2016,Annual,2544253936.0,76514065.0,5851675896.0,3448810302.0,4374518642.0,13223540874.0,1483685544.0,9956835878.0,1477157254.0,9400817170.0,6466016999.0,5546663157.0,15866834170.0,722451059.0,1837184919.0,3017206697.0,2700639429.0,16898816.0,10015158274.0,2487373100.0,-3564635824.0
A011170,롯데케미칼,12,2017,Annual,2929720958.0,107123860.0,8225469338.0,3790891300.0,6689479855.0,15874510690.0,1599996690.0,12081876223.0,1535989484.0,12254767061.0,7296204039.0,6716184181.0,19550971101.0,862913509.0,2284576938.0,3505312739.0,3129011398.0,17255378.0,11325501762.0,3084686041.0,-4717557638.0
A011170,롯데케미칼,12,2018,Annual,1946177382.0,83188522.0,8143917539.0,3961420261.0,6366573432.0,16073061465.0,1479818276.0,13368922712.0,1777344107.0,13544327241.0,7254811593.0,8036093695.0,20799138833.0,757961371.0,1641934138.0,3293391331.0,1380927826.0,16726245.0,12655221294.0,2208500115.0,-1763101864.0
A011170,롯데케미칼,12,2019,Annual,1107258909.0,113221897.0,7220858878.0,2740030327.0,5541138259.0,15123477948.0,1436915685.0,13208748238.0,1679720619.0,14053130392.0,5989974766.0,7505115477.0,20043105157.0,807470801.0,756665994.0,3249944439.0,1277869267.0,36380410.0,12822246279.0,1248554844.0,662354131.0
A011170,롯데케미칼,12,2020,Annual,356911281.0,107676995.0,6876462666.0,2867690835.0,5319334100.0,12223031551.0,1389979961.0,11069734023.0,1557128566.0,13712355294.0,5674190701.0,7173147286.0,19386545995.0,796386248.0,175348148.0,2806499866.0,1310811944.0,39495104.0,12510083329.0,246746458.0,-638532300.0
A011170,롯데케미칼,12,2021,Annual,1535640889.0,85170533.0,9430722837.0,4579148533.0,6637678391.0,18120462423.0,1903246453.0,15656512542.0,2793044447.0,15439242916.0,7415917898.0,7503368417.0,22855160814.0,928308992.0,1413648089.0,2836769364.0,1486216753.0,36236100.0,13424437977.0,1887483720.0,-1458370824.0
A011170,롯데케미칼,12,2022,Annual,-762606984.0,149890258.0,9466179971.0,6384043035.0,6917416856.0,22276082764.0,2087493208.0,21992795753.0,2548763114.0,17264242287.0,9520345524.0,10725984045.0,26784587811.0,1045893994.0,27820457.0,3136302488.0,-167465443.0,51405359.0,17318407840.0,-392619240.0,-688265655.0
A361610,SK아이이테크놀로지,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2015,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2016,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2017,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2018,Annual,,,,,,,,,,,,,,,,,,,,,
A361610,SK아이이테크놀로지,12,2019,Annual,80556055.0,6236055.0,182519621.0,35625197.0,150158996.0,263037075.0,48461085.0,157405322.0,32360625.0,394165119.0,386080982.0,588382476.0,780246101.0,25075698.0,63684160.0,350455785.0,88375842.0,309849.0,597726480.0,76616583.0,-134006515.0
A361610,SK아이이테크놀로지,12,2020,Annual,125218840.0,8872288.0,566775183.0,272644813.0,525579394.0,469309226.0,77023225.0,285187433.0,41195789.0,1208250585.0,783378486.0,1394021587.0,1991629071.0,58902953.0,88162352.0,510733673.0,116118771.0,1712526.0,1424853888.0,129124308.0,-374475900.0
A361610,SK아이이테크놀로지,12,2021,Annual,89175689.0,15830000.0,1239411876.0,500951546.0,1147107331.0,603767421.0,115260135.0,411789914.0,92304545.0,2216201501.0,968322606.0,1886036399.0,3184524107.0,102801818.0,95350272.0,467371060.0,109401204.0,3435862.0,1945112231.0,111581662.0,-1192527619.0
A361610,SK아이이테크놀로지,12,2022,Annual,-52295439.0,20817180.0,853496751.0,452456607.0,740933769.0,585798633.0,126056572.0,529030632.0,112562982.0,2174673266.0,1322662099.0,2560578388.0,3497335365.0,109063440.0,-29681042.0,870205492.0,20565303.0,4253773.0,2643838614.0,-34593268.0,-83153333.0
A377300,카카오페이,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,
A377300,카카오페이,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,
A377300,카카오페이,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,
A377300,카카오페이,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,
A377300,카카오페이,12,2015,Annual,,,,,,,,,,,,,,,,,,,,,
A377300,카카오페이,12,2016,Annual,,,,,,,,,,,,,,,,,,,,,
A377300,카카오페이,12,2017,Annual,-27305723.0,0.0,282138639.0,77825936.0,282138639.0,10594080.0,434026.0,0.0,0.0,204451572.0,79770855.0,1307028.0,284222428.0,37899803.0,-25409815.0,1944919.0,14107901.0,249953.0,2083789.0,-25409815.0,-82398988.0
A377300,카카오페이,12,2018,Annual,-96505284.0,12846.0,369495416.0,271500949.0,369495416.0,69525627.0,217566.0,0.0,0.0,110867135.0,276464253.0,4341638.0,387331388.0,166030911.0,-93482830.0,4963304.0,81006727.0,990360.0,17835971.0,-93482830.0,4709826.0
A377300,카카오페이,12,2019,Annual,-65307719.0,528270.0,475299901.0,457129968.0,475299901.0,141103395.0,1978023.0,0.0,0.0,46613520.0,478012828.0,7739453.0,524626347.0,206411114.0,-65011343.0,20882859.0,108831904.0,4416175.0,49326446.0,-65011343.0,10771145.0
