Symbol,Name,상장연도,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A006840,AK홀딩스,1999,12,2016,Annual,4.56,31.49,7.31,322.58,293.0,107.89,20.29,108.73,4.09,12.18,1.87,100.98,-456.07,34.96,5.97,24.18,63.11,171.1,14.16,1.12,1.76,3.05,44.11,8.51,4.84,14.8,89.74,74.69,11.9,14.57,1.89,-2.48,1.14,0.95,0.94,1.04,0.05,0.93,0.99,-0.04,0,0.0
A006840,AK홀딩스,1999,12,2017,Annual,5.47,31.37,7.83,401.04,363.36,108.5,22.25,150.43,16.11,13.91,15.07,24.32,39.07,37.46,5.1,23.54,60.88,155.61,11.22,1.19,1.93,3.14,51.22,10.18,5.29,16.59,93.19,76.53,12.43,16.32,2.06,-0.96,0.9,1.0,0.96,1.16,0.04,0.97,0.96,-0.01,0,0.0
A006840,AK홀딩스,1999,12,2018,Annual,5.57,28.17,7.27,407.2,407.32,107.84,20.55,161.4,9.4,27.94,26.57,1.53,11.44,41.09,5.61,20.91,56.62,130.54,15.05,1.17,2.0,2.83,56.03,10.82,5.42,15.31,98.17,81.12,13.54,16.69,1.94,-1.41,0.88,1.11,0.97,1.09,0.04,0.89,0.93,-0.01,0,0.0
A006840,AK홀딩스,1999,12,2019,Annual,1.53,24.66,3.49,198.28,122.15,103.62,5.57,42.69,1.3,-2.98,2.43,-51.31,-72.23,33.04,4.78,21.17,66.96,202.67,6.58,0.97,1.56,2.59,56.76,12.19,7.82,20.24,84.82,68.61,13.72,15.64,1.48,-1.25,1.03,1.14,1.77,1.01,0.03,1.01,1.18,-0.03,0,0.0
A006840,AK홀딩스,1999,12,2020,Annual,-10.09,17.67,-8.46,-334.48,-519.43,92.2,-25.56,-230.08,-30.31,-11.7,3.26,-268.69,-560.65,35.56,4.82,26.13,69.59,228.84,9.76,0.62,0.91,1.95,39.55,4.41,4.87,9.48,73.54,58.84,10.03,10.68,0.88,10.33,1.25,1.4,0.99,0.7,0.06,1.23,1.04,-0.01,1,0.0
A006840,AK홀딩스,1999,12,2021,Annual,-6.29,15.99,-5.23,-250.18,-373.87,95.03,-20.09,-168.09,20.91,-4.78,10.67,-25.2,-24.59,35.93,4.21,21.22,73.57,278.32,11.33,0.73,1.02,2.57,47.82,4.11,4.05,10.4,72.19,52.15,11.94,10.35,1.03,0.26,0.98,1.11,0.96,1.21,0.06,0.81,1.06,-0.03,0,0.0
A006840,AK홀딩스,1999,12,2022,Annual,-3.3,18.76,-0.58,-32.95,-181.44,99.43,-9.75,-96.21,19.58,5.07,11.33,-86.83,-37.36,36.49,3.85,19.34,74.66,294.61,10.02,0.79,1.07,3.07,57.19,5.21,4.86,14.92,66.71,51.6,12.22,10.33,1.15,-0.79,0.97,0.85,0.93,1.2,0.06,0.91,1.01,-0.08,0,0.0
A282330,BGF리테일,2017,12,2018,Annual,2.67,17.65,3.28,1096.49,1171.84,103.39,44.5,892.08,515.28,34.23,20.88,614.71,450.98,32.79,3.43,14.37,64.81,184.2,2.38,4.19,6.25,12.69,334.18,29.91,4.79,60.77,91.15,77.61,98.46,58.39,7.72,-1.07,0.14,1.02,0.84,6.15,0.04,0.95,0.93,-0.11,0,0.0
A282330,BGF리테일,2017,12,2019,Annual,2.55,17.77,3.31,1137.61,1163.39,103.42,35.15,875.83,2.95,19.35,13.1,3.75,-1.82,25.31,2.24,14.46,71.34,248.93,1.29,3.25,4.74,10.39,344.02,38.33,8.09,84.1,78.27,68.71,107.87,61.22,5.37,-1.81,1.0,0.99,2.0,1.03,0.2,1.01,1.1,-0.15,0,0.0
A282330,BGF리테일,2017,12,2020,Annual,1.99,17.02,2.62,938.47,943.68,102.69,24.72,709.97,3.96,11.92,7.57,-17.51,-18.94,24.94,1.6,14.39,70.61,240.28,1.01,2.72,3.83,9.37,357.63,29.49,7.69,72.06,82.63,70.51,112.13,58.2,4.16,-1.9,0.94,1.04,0.99,1.04,0.37,1.0,0.99,-0.15,0,0.0
A282330,BGF리테일,2017,12,2021,Annual,2.18,17.36,2.94,1153.92,1113.85,103.03,25.56,854.22,9.7,16.14,3.83,22.96,20.32,23.65,1.31,14.42,68.83,220.81,2.1,2.73,3.92,9.0,392.34,30.62,7.82,70.38,79.52,68.85,106.36,58.97,4.07,-2.25,1.23,0.98,1.13,1.1,0.37,1.0,0.97,-0.13,0,0.0
A282330,BGF리테일,2017,12,2022,Annual,2.54,18.2,3.31,1460.36,1469.97,103.43,28.68,1119.76,12.31,18.94,12.44,26.56,31.09,23.44,1.28,14.89,67.33,206.06,9.12,2.75,4.04,8.6,440.63,32.6,8.07,69.36,80.74,69.41,75.85,65.29,3.96,-6.4,1.55,0.95,1.03,1.12,0.38,1.03,0.98,-0.13,0,0.0
A027410,BGF,2014,12,2014,Annual,3.01,23.73,3.69,503.74,552.94,103.83,35.16,412.53,7.6,181.87,-4.84,18.17,44.85,27.59,3.51,20.04,57.26,133.96,15.75,2.7,3.91,8.69,136.69,23.97,6.13,53.31,120.63,110.13,453.51,59.92,5.42,-1.02,0.9,1.0,0.89,1.08,0.2,0.98,0.69,-0.1,0,0.0
A027410,BGF,2014,12,2015,Annual,3.53,20.77,4.24,743.17,795.25,104.42,29.2,613.91,28.69,35.25,1.37,47.93,50.63,23.08,3.18,16.53,52.29,109.59,9.39,2.93,5.37,6.44,175.43,32.15,5.99,38.56,137.29,129.66,478.9,74.98,6.72,-0.81,1.14,1.14,1.01,1.29,0.21,0.82,0.91,-0.11,0,0.0
A027410,BGF,2014,12,2016,Annual,214.48,88.09,9.32,21.58,53.5,110.27,2.32,493.81,-98.01,21.77,54.27,-95.63,20.79,30.11,4.47,78.78,50.87,103.53,5.29,0.05,0.09,0.1,2.32,32.59,345.14,34.63,133.06,122.14,6.01,1.29,0.11,-2.1,83.47,0.24,1.01,0.02,0.21,4.77,0.97,-0.17,1,0.0
A027410,BGF,2014,12,2017,Annual,2813.01,63.69,8.81,26.77,-10.48,109.66,-0.51,8550.52,44.46,-23.02,-62.72,36.58,1794.64,25.08,2.05,54.88,15.49,18.32,1.87,0.09,0.22,0.15,3.04,649.5,2894.56,431.73,492.16,489.33,8.07,2.99,0.18,-1.09,0.5,1.38,1.28,1.44,0.0,0.7,0.3,-0.43,1,0.0
A027410,BGF,2014,12,2018,Annual,21.4,54.44,13.36,46.18,81.88,115.42,4.66,75.64,77.4,109.0,-8.7,169.13,-98.65,12.09,1.87,41.08,6.72,7.2,0.77,0.18,1.82,0.2,3.46,45.38,24.89,4.9,546.61,540.9,16.92,75.97,0.26,-0.99,0.57,1.17,2.87,1.77,0.01,0.75,0.43,0.04,0,0.0
A027410,BGF,2014,12,2019,Annual,13.13,56.26,19.76,27.58,25.73,124.62,1.62,28.12,-39.53,0.83,-0.19,-10.58,-62.9,11.84,1.42,36.5,7.79,8.45,0.87,0.08,1.12,0.09,1.4,36.81,32.88,2.88,501.57,497.0,10.66,42.97,0.1,-34.4,1.5,0.97,1.01,0.6,0.02,0.89,1.16,0.01,0,0.0
A027410,BGF,2014,12,2020,Annual,11.58,43.76,9.48,15.3,16.86,110.48,1.05,28.46,15.74,0.58,-72.04,-44.45,2.09,3.31,0.76,34.27,7.3,7.88,0.49,0.09,1.23,0.1,1.61,32.39,26.25,2.64,671.0,667.63,12.93,58.91,0.12,-0.73,0.87,1.29,1.0,1.16,0.02,0.94,0.94,-0.0,0,0.0
A027410,BGF,2014,12,2021,Annual,23.95,49.59,25.24,39.6,45.49,133.76,2.66,68.47,-2.72,12.73,114.48,158.91,101.2,5.94,10.46,24.35,12.56,14.36,10.46,0.08,0.81,0.09,1.57,40.94,50.42,4.63,409.82,365.88,4.4,5.71,0.11,0.01,4.83,0.88,1.02,0.97,0.07,0.71,1.72,0.02,0,0.0
A027410,BGF,2014,12,2022,Annual,6.02,30.25,14.07,63.94,40.64,116.37,2.24,24.67,189.64,0.22,11.76,61.46,-27.24,6.78,9.17,16.18,10.4,11.6,9.28,0.22,1.93,0.25,4.54,20.78,10.75,2.7,591.33,507.76,7.28,7.91,0.29,0.04,0.39,1.64,1.01,2.9,0.05,0.66,0.83,0.03,1,0.0
A001460,BYC,1975,12,2012,Annual,11.36,37.21,15.39,795.28,878.8,118.19,11.5,587.04,7.37,7.95,15.75,-7.61,-8.72,11.46,0.2,21.81,34.05,51.63,0.64,0.44,1.27,0.68,51.66,18.86,14.83,10.02,185.41,28.05,13.77,1.74,0.63,-1.13,0.96,1.08,1.03,1.07,0.03,0.98,0.96,0.01,0,0.0
A001460,BYC,1975,12,2013,Annual,8.5,40.28,13.77,598.05,521.03,115.97,6.42,371.29,-15.92,4.38,19.77,-24.8,-37.06,13.21,0.15,26.52,33.75,50.94,0.4,0.35,1.04,0.54,43.44,13.81,13.22,7.08,85.19,17.99,13.31,2.0,0.45,-1.04,0.85,0.92,1.2,0.84,0.02,1.22,0.99,-0.03,1,0.0
A001460,BYC,1975,12,2014,Annual,10.77,41.87,15.77,664.32,593.59,118.72,6.99,453.69,-3.04,5.03,25.79,11.08,22.79,14.35,0.18,26.1,39.93,66.49,0.31,0.31,0.84,0.5,42.12,13.02,15.47,7.67,69.21,13.08,15.92,2.79,0.36,-0.32,0.98,0.96,1.0,0.97,0.02,0.98,1.18,0.0,0,0.0
A001460,BYC,1975,12,2015,Annual,7.22,39.02,11.6,503.11,422.46,113.12,4.77,313.88,2.99,3.47,-24.54,-24.27,-30.93,9.52,0.16,27.42,45.32,82.87,0.77,0.28,0.66,0.49,43.38,8.43,12.87,6.31,72.07,18.27,14.08,2.7,0.32,-0.34,1.35,1.07,1.07,1.03,0.02,1.05,1.13,-0.01,0,0.0
A001460,BYC,1975,12,2016,Annual,8.28,31.87,7.63,384.63,493.99,108.25,5.38,417.45,16.28,4.16,1.22,-23.55,33.33,9.09,0.04,24.24,46.27,86.12,3.99,0.3,0.65,0.55,50.44,8.93,13.74,7.54,75.16,31.92,13.86,3.1,0.35,-1.16,0.89,1.22,0.97,1.16,0.02,0.88,1.02,-0.04,0,0.0
A001460,BYC,1975,12,2017,Annual,3.16,35.42,8.79,409.71,229.02,109.63,2.43,147.58,-7.57,1.39,1.41,6.52,-64.71,9.07,0.04,26.64,46.46,86.76,2.74,0.26,0.57,0.49,46.62,5.35,9.36,4.62,83.18,37.12,11.31,3.0,0.31,-0.76,1.33,0.9,1.01,0.92,0.02,1.1,1.0,-0.01,1,0.0
A001460,BYC,1975,12,2018,Annual,4.6,37.31,10.79,508.26,456.71,112.09,4.76,216.66,1.05,2.02,-1.41,24.05,46.88,9.03,0.04,26.52,44.83,81.25,3.66,0.27,0.58,0.49,47.11,6.35,10.88,5.34,109.34,42.85,15.75,3.38,0.31,-2.29,0.31,0.95,1.04,1.01,0.02,1.0,0.96,-0.04,0,0.0
A001460,BYC,1975,12,2019,Annual,16.29,40.69,13.71,556.99,994.41,115.89,9.92,661.26,-13.78,6.61,3.47,9.59,205.63,9.94,0.04,26.98,37.41,59.76,2.13,0.24,0.58,0.41,40.62,13.66,23.65,9.59,108.18,66.42,28.57,3.4,0.28,0.45,1.14,0.92,0.93,0.86,0.03,1.02,0.83,0.01,0,0.0
A001460,BYC,1975,12,2020,Annual,11.3,42.48,14.17,546.21,672.14,116.51,6.37,435.51,-5.12,4.22,-10.93,-1.94,-34.2,9.05,0.08,28.3,33.35,50.03,6.68,0.24,0.67,0.36,38.54,12.65,18.99,6.93,96.03,67.39,31.55,4.03,0.28,1.35,0.77,0.96,1.01,0.95,0.02,1.05,0.89,-0.02,0,0.0
A001460,BYC,1975,12,2021,Annual,18.16,42.5,16.24,635.98,956.91,119.39,8.6,710.93,1.6,6.44,12.38,16.44,63.28,10.09,0.06,26.26,29.6,42.05,7.55,0.24,0.77,0.35,39.15,19.55,25.51,8.98,102.04,78.35,35.51,5.01,0.3,9.48,1.12,1.0,0.95,1.02,0.02,0.93,0.89,-0.01,0,0.0
A001460,BYC,1975,12,2022,Annual,20.8,42.28,14.93,603.01,1145.61,117.54,9.65,840.26,3.18,7.04,12.59,-5.19,18.19,11.62,0.1,27.35,22.89,29.69,8.23,0.25,0.95,0.34,40.4,26.52,27.8,9.46,151.79,103.26,34.56,4.89,0.31,0.24,0.96,1.01,1.0,1.03,0.02,1.04,0.77,0.02,0,0.0
A001040,CJ,1973,12,2012,Annual,3.23,30.27,6.03,676.85,512.14,106.42,10.09,140.59,32.83,10.84,11.02,18.03,-22.54,38.2,18.43,24.24,60.79,155.07,5.73,0.86,1.41,2.21,112.25,10.09,7.18,15.88,94.56,72.27,8.69,12.51,1.22,-0.64,0.84,1.14,0.99,1.33,0.02,0.87,0.99,-0.02,0,0.0
A001040,CJ,1973,12,2013,Annual,1.71,29.2,4.17,500.14,273.76,104.35,5.07,95.18,6.94,2.59,8.12,-26.05,-43.43,39.93,19.39,25.03,61.12,157.22,5.61,0.87,1.42,2.22,119.95,9.73,6.84,15.19,100.41,80.29,8.35,13.59,1.23,-0.82,1.04,1.04,0.95,1.07,0.02,1.03,1.01,-0.03,0,0.0
A001040,CJ,1973,12,2014,Annual,2.6,31.12,5.13,637.54,506.74,105.4,9.02,132.94,3.82,5.45,3.12,27.61,57.66,39.54,18.72,25.99,60.63,154.02,4.3,0.87,1.42,2.22,124.39,10.54,7.4,16.39,97.13,77.12,8.0,14.41,1.24,-0.91,1.02,0.94,0.99,1.04,0.03,1.04,0.99,-0.03,0,0.0
A001040,CJ,1973,12,2015,Annual,2.6,31.62,5.79,777.62,466.37,106.14,7.76,130.6,8.15,8.75,4.03,22.15,8.35,40.22,18.04,25.83,58.14,138.88,5.07,0.91,1.53,2.24,134.33,11.13,7.28,16.27,90.44,70.61,8.19,14.51,1.3,-1.57,0.98,0.98,1.01,1.08,0.03,0.99,0.96,-0.05,0,0.0
A001040,CJ,1973,12,2016,Annual,2.38,31.11,5.23,793.95,503.95,105.52,7.53,141.33,13.17,14.1,9.47,2.25,3.39,38.4,21.24,25.88,58.33,139.99,4.33,0.95,1.63,2.27,151.79,11.44,7.03,15.96,90.77,70.6,8.06,15.0,1.34,-0.63,1.09,1.02,1.07,1.13,0.03,1.0,1.0,-0.03,0,0.0
A001040,CJ,1973,12,2017,Annual,4.23,30.82,4.93,839.66,997.49,105.19,13.55,293.64,12.29,6.55,10.8,5.83,99.66,39.19,20.59,25.89,59.11,144.54,4.16,0.95,1.63,2.31,170.34,11.92,7.33,16.97,89.0,69.84,7.87,15.67,1.34,-0.78,0.96,1.01,1.0,1.12,0.03,1.0,1.01,-0.03,0,0.0
A001040,CJ,1973,12,2018,Annual,2.98,28.29,4.51,843.79,835.68,104.73,10.77,174.81,9.76,4.42,12.85,0.49,-22.65,40.88,19.44,23.78,60.54,153.39,4.64,0.97,1.62,2.41,186.96,10.77,6.67,16.06,80.64,61.22,8.33,15.72,1.35,-0.72,0.91,1.09,0.96,1.1,0.03,0.92,1.02,-0.01,0,0.0
A001040,CJ,1973,12,2019,Annual,0.96,27.07,4.47,895.74,354.39,104.68,4.4,158.56,14.42,16.72,4.22,13.26,-63.2,33.47,17.35,22.61,63.81,176.3,3.97,0.94,1.5,2.49,200.5,12.92,8.6,21.42,90.79,69.01,9.5,14.77,1.3,-0.79,0.89,1.05,1.25,1.14,0.03,0.95,1.05,-0.06,0,0.0
A001040,CJ,1973,12,2020,Annual,0.64,26.9,4.34,776.52,286.91,104.54,3.42,48.4,-5.27,5.34,-3.81,-7.87,-37.0,32.49,16.39,22.55,61.53,159.97,6.5,0.8,1.27,2.13,178.72,10.16,8.0,17.06,97.33,76.35,9.27,13.37,1.1,-2.1,0.98,1.01,1.02,0.95,0.05,1.0,0.96,-0.04,0,0.0
A001040,CJ,1973,12,2021,Annual,2.34,28.12,5.46,1051.01,726.54,105.77,8.17,153.58,7.77,6.93,3.47,35.35,295.55,32.07,16.07,22.66,60.76,154.84,7.61,0.84,1.38,2.16,192.6,10.86,7.9,17.09,96.06,72.69,9.91,13.87,1.17,-2.07,1.02,0.96,0.99,1.08,0.05,1.0,0.99,-0.04,0,0.0
