Symbol,Name,결산월,회계년,주기,DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA
A020150,롯데에너지머티리얼즈,12,2021,Annual,1.21,0.98,0.68,1.28,0.01,0.94,1.1,0.02
A020150,롯데에너지머티리얼즈,12,2022,Annual,0.83,0.92,0.72,1.06,0.0,0.99,0.79,0.02
A282330,BGF리테일,12,2011,Annual,,,,,,,,
A282330,BGF리테일,12,2012,Annual,,,,,,,,
A282330,BGF리테일,12,2013,Annual,,,,,,,,
A282330,BGF리테일,12,2014,Annual,,,,,,,,
A282330,BGF리테일,12,2015,Annual,,,,,,,,
A282330,BGF리테일,12,2016,Annual,,,,,,,,
A282330,BGF리테일,12,2017,Annual,,,,,,,,0.04
A282330,BGF리테일,12,2018,Annual,0.14,1.02,0.84,6.15,0.04,0.95,0.93,-0.11
A282330,BGF리테일,12,2019,Annual,1.0,0.99,2.0,1.03,0.2,1.01,1.1,-0.15
A282330,BGF리테일,12,2020,Annual,0.94,1.04,0.99,1.04,0.37,1.0,0.99,-0.15
A282330,BGF리테일,12,2021,Annual,1.23,0.98,1.13,1.1,0.37,1.0,0.97,-0.13
A282330,BGF리테일,12,2022,Annual,1.55,0.95,1.03,1.12,0.38,1.03,0.98,-0.13
A000880,한화,12,2011,Annual,,,,,,,,-0.02
A000880,한화,12,2012,Annual,0.44,0.91,1.64,2.93,0.0,0.96,0.27,-0.05
A000880,한화,12,2013,Annual,0.98,1.16,1.0,1.09,0.0,1.02,0.96,-0.05
A000880,한화,12,2014,Annual,1.0,1.2,1.02,0.97,0.0,0.93,0.92,-0.03
A000880,한화,12,2015,Annual,1.41,0.83,0.99,1.1,0.01,1.16,1.08,-0.06
A000880,한화,12,2016,Annual,0.78,0.82,1.0,1.14,0.01,0.96,0.98,-0.03
A000880,한화,12,2017,Annual,0.94,0.97,1.01,1.07,0.01,0.91,0.91,-0.02
A000880,한화,12,2018,Annual,1.11,1.02,0.99,0.97,0.02,1.09,1.07,-0.01
A000880,한화,12,2019,Annual,0.96,1.17,1.0,1.03,0.02,1.03,1.04,-0.01
A000880,한화,12,2020,Annual,0.83,0.92,1.01,1.01,0.02,0.96,0.94,-0.01
A000880,한화,12,2021,Annual,1.03,0.75,0.99,1.04,0.02,1.05,1.03,-0.02
A000880,한화,12,2022,Annual,1.37,0.95,0.94,0.96,0.02,1.28,1.19,-0.0
A007070,GS리테일,12,2011,Annual,,,,,,,,0.03
A007070,GS리테일,12,2012,Annual,1.14,0.94,1.12,1.1,0.14,1.03,0.92,-0.03
A007070,GS리테일,12,2013,Annual,1.11,1.01,1.04,1.08,0.16,0.99,0.92,-0.05
A007070,GS리테일,12,2014,Annual,0.84,1.04,0.99,1.05,0.19,0.98,0.97,-0.08
A007070,GS리테일,12,2015,Annual,1.63,1.1,0.9,1.26,0.19,0.86,1.28,-0.05
A007070,GS리테일,12,2016,Annual,1.19,1.05,0.79,1.18,0.08,0.98,0.92,-0.05
A007070,GS리테일,12,2017,Annual,1.09,0.99,1.07,1.12,0.08,1.07,1.06,-0.05
A007070,GS리테일,12,2018,Annual,0.91,0.89,1.04,1.05,0.09,1.13,0.98,-0.03
A007070,GS리테일,12,2019,Annual,0.97,0.98,1.4,1.04,0.1,0.99,1.23,-0.08
A007070,GS리테일,12,2020,Annual,1.0,1.04,0.98,0.98,0.2,0.94,0.99,-0.08
A007070,GS리테일,12,2021,Annual,1.12,0.91,1.06,1.09,0.19,1.15,0.85,-0.05
A007070,GS리테일,12,2022,Annual,1.34,0.88,0.99,1.14,0.16,1.1,1.03,-0.04
A023530,롯데쇼핑,12,2011,Annual,,,,,,,,0.02
A023530,롯데쇼핑,12,2012,Annual,1.28,1.01,1.14,1.13,0.04,1.06,1.03,0.02
A023530,롯데쇼핑,12,2013,Annual,0.92,0.99,0.94,1.13,0.04,1.03,0.99,0.0
A023530,롯데쇼핑,12,2014,Annual,1.02,0.98,1.01,1.0,0.05,1.06,0.99,-0.01
A023530,롯데쇼핑,12,2015,Annual,0.83,1.02,0.96,1.04,0.05,1.03,1.03,0.01
A023530,롯데쇼핑,12,2016,Annual,1.41,0.94,0.98,0.83,0.05,1.07,1.01,-0.02
A023530,롯데쇼핑,12,2017,Annual,1.48,0.77,1.12,0.74,0.05,1.29,0.89,-0.03
A023530,롯데쇼핑,12,2018,Annual,0.91,1.01,0.97,0.99,0.05,1.02,1.01,0.02
A023530,롯데쇼핑,12,2019,Annual,0.96,1.0,1.68,0.99,0.04,1.03,1.24,-0.04
A023530,롯데쇼핑,12,2020,Annual,0.7,1.04,0.94,0.92,0.09,0.96,1.01,-0.03
A023530,롯데쇼핑,12,2021,Annual,1.14,0.96,0.96,0.96,0.08,1.06,0.98,-0.05
A023530,롯데쇼핑,12,2022,Annual,1.26,0.95,1.0,0.99,0.07,1.02,1.01,-0.04
A000990,DB하이텍,12,2011,Annual,,,,,,,,-0.08
A000990,DB하이텍,12,2012,Annual,0.82,1.01,1.05,1.07,0.01,0.83,1.01,-0.08
A000990,DB하이텍,12,2013,Annual,1.04,0.91,1.34,0.84,0.02,1.05,1.08,-0.04
A000990,DB하이텍,12,2014,Annual,1.2,0.75,0.78,1.15,0.02,0.8,1.09,-0.0
A000990,DB하이텍,12,2015,Annual,0.96,0.7,0.78,1.17,0.02,0.98,0.85,-0.03
A000990,DB하이텍,12,2016,Annual,1.03,0.92,0.62,1.16,0.02,0.97,0.88,-0.08
A000990,DB하이텍,12,2017,Annual,0.88,1.01,1.2,0.88,0.02,1.07,0.83,-0.04
A000990,DB하이텍,12,2018,Annual,1.17,1.16,0.94,0.98,0.01,0.94,0.88,-0.06
A000990,DB하이텍,12,2019,Annual,0.86,0.88,0.53,1.21,0.01,0.91,0.86,0.02
A000990,DB하이텍,12,2020,Annual,0.87,0.95,0.9,1.16,0.01,0.91,0.8,-0.06
A000990,DB하이텍,12,2021,Annual,1.02,0.87,1.31,1.3,0.01,0.88,0.88,0.0
A000990,DB하이텍,12,2022,Annual,0.66,0.79,0.58,1.37,0.01,0.89,0.83,0.01
A073240,금호타이어,12,2011,Annual,,,,,,,,0.03
A073240,금호타이어,12,2012,Annual,0.83,0.81,1.11,1.04,0.01,1.03,0.91,0.04
A073240,금호타이어,12,2013,Annual,1.12,0.96,0.93,0.91,0.01,1.06,0.94,-0.03
A073240,금호타이어,12,2014,Annual,1.0,0.9,0.96,0.93,0.01,1.11,0.95,-0.03
A073240,금호타이어,12,2015,Annual,1.1,1.15,0.92,0.88,0.01,1.11,1.05,-0.02
A073240,금호타이어,12,2016,Annual,1.22,1.02,1.05,0.97,0.01,1.01,1.02,-0.02
A073240,금호타이어,12,2017,Annual,0.95,1.58,0.5,0.98,0.01,1.01,1.03,-0.05
A073240,금호타이어,12,2018,Annual,0.79,0.89,1.17,0.89,0.01,1.0,0.86,-0.05
A073240,금호타이어,12,2019,Annual,0.99,0.79,1.36,0.93,0.01,0.93,0.98,-0.02
A073240,금호타이어,12,2020,Annual,1.2,1.04,1.03,0.92,0.02,1.09,1.04,-0.06
A073240,금호타이어,12,2021,Annual,0.99,1.22,0.9,1.2,0.02,0.88,1.01,-0.03
A073240,금호타이어,12,2022,Annual,0.86,1.05,0.93,1.37,0.02,0.84,1.04,0.04
A278470,에이피알,12,2011,Annual,,,,,,,,
A278470,에이피알,12,2012,Annual,,,,,,,,
A278470,에이피알,12,2013,Annual,,,,,,,,
A278470,에이피알,12,2014,Annual,,,,,,,,
A278470,에이피알,12,2015,Annual,,,,,,,,0.07
A278470,에이피알,12,2016,Annual,3.66,1.03,1.78,2.45,0.05,1.08,1.33,0.31
A278470,에이피알,12,2017,Annual,2.2,0.86,1.18,1.56,0.12,1.39,0.72,0.21
A278470,에이피알,12,2018,Annual,0.59,1.01,1.21,2.14,0.22,1.14,1.74,0.21
A278470,에이피알,12,2019,Annual,0.6,0.97,0.96,1.55,0.4,0.89,0.98,-0.26
A278470,에이피알,12,2020,Annual,0.77,0.97,1.69,1.38,0.5,1.0,0.52,0.02
A278470,에이피알,12,2021,Annual,1.12,1.01,0.87,1.18,0.51,1.0,1.09,0.08
A278470,에이피알,12,2022,Annual,1.0,0.99,0.89,1.53,0.5,0.95,0.96,0.04
A139480,이마트,12,2011,Annual,,,,,,,,-0.0
A139480,이마트,12,2012,Annual,0.78,1.0,1.05,1.59,0.03,1.05,1.0,0.0
A139480,이마트,12,2013,Annual,0.8,0.99,1.02,1.03,0.04,1.02,0.97,-0.01
A139480,이마트,12,2014,Annual,0.83,0.99,1.0,1.01,0.04,1.07,1.01,-0.01
A139480,이마트,12,2015,Annual,1.09,1.0,0.94,1.04,0.04,1.03,1.02,-0.02
A139480,이마트,12,2016,Annual,1.29,0.99,1.16,1.07,0.04,1.0,0.95,-0.01
A139480,이마트,12,2017,Annual,1.19,1.0,1.05,1.06,0.04,1.01,0.96,-0.02
A139480,이마트,12,2018,Annual,1.13,1.05,0.89,1.1,0.04,0.99,1.04,-0.02
A139480,이마트,12,2019,Annual,1.0,1.05,1.45,1.12,0.04,1.03,1.1,-0.03
A139480,이마트,12,2020,Annual,1.04,0.97,1.09,1.16,0.07,1.02,1.03,-0.05
A139480,이마트,12,2021,Annual,1.04,0.97,1.33,1.13,0.08,1.02,1.14,-0.02
A139480,이마트,12,2022,Annual,1.19,0.95,1.0,1.18,0.09,1.08,0.98,-0.02
A026960,동서,12,2011,Annual,,,,,,,,-0.06
A026960,동서,12,2012,Annual,0.96,0.98,0.79,1.04,0.01,1.06,0.86,-0.05
A026960,동서,12,2013,Annual,1.01,0.98,0.99,1.02,0.02,1.1,0.98,-0.05
A026960,동서,12,2014,Annual,0.97,1.0,0.99,1.07,0.02,1.0,0.88,-0.03
A026960,동서,12,2015,Annual,1.04,1.06,0.99,1.01,0.02,1.02,1.07,-0.05
A026960,동서,12,2016,Annual,1.04,1.04,1.0,1.01,0.02,1.0,1.06,-0.05
A026960,동서,12,2017,Annual,0.88,0.99,1.0,1.09,0.02,1.06,1.05,-0.05
A026960,동서,12,2018,Annual,0.95,1.06,1.02,1.01,0.02,1.0,0.96,-0.04
A026960,동서,12,2019,Annual,1.07,0.95,1.07,0.9,0.02,1.03,0.87,-0.04
A026960,동서,12,2020,Annual,1.07,1.01,1.0,0.98,0.03,0.87,0.98,-0.03
A026960,동서,12,2021,Annual,0.89,1.13,1.01,1.09,0.03,1.01,1.01,-0.03
A026960,동서,12,2022,Annual,1.04,1.0,0.99,1.04,0.03,1.01,0.6,-0.03
A457190,이수스페셜티케미컬,12,2011,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2012,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2013,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2014,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2015,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2016,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2017,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2018,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2019,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2020,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2021,Annual,,,,,,,,
A457190,이수스페셜티케미컬,12,2022,Annual,,,,,,,,
A003230,삼양식품,12,2011,Annual,,,,,,,,-0.03
A003230,삼양식품,12,2012,Annual,0.77,1.02,1.22,1.09,0.01,1.13,0.87,0.01
A003230,삼양식품,12,2013,Annual,1.12,0.91,1.12,0.93,0.01,1.05,1.01,-0.02
A003230,삼양식품,12,2014,Annual,0.83,0.97,1.27,1.04,0.01,1.05,0.99,-0.01
A003230,삼양식품,12,2015,Annual,0.89,1.0,0.97,0.92,0.01,1.03,1.01,-0.02
A003230,삼양식품,12,2016,Annual,0.93,0.96,0.77,1.24,0.01,0.84,1.01,-0.04
A003230,삼양식품,12,2017,Annual,1.06,0.99,0.82,1.28,0.01,0.88,1.07,-0.0
A003230,삼양식품,12,2018,Annual,0.99,0.96,0.76,1.02,0.01,0.92,0.88,0.04
A003230,삼양식품,12,2019,Annual,1.18,0.93,0.91,1.16,0.01,0.97,0.9,0.05
A003230,삼양식품,12,2020,Annual,0.7,0.98,1.02,1.19,0.01,1.02,0.97,0.03
A003230,삼양식품,12,2021,Annual,1.21,1.11,0.82,0.99,0.01,1.11,1.26,0.01
A003230,삼양식품,12,2022,Annual,1.11,0.96,1.47,1.42,0.01,1.08,1.07,0.05
A010060,OCI홀딩스,12,2011,Annual,,,,,,,,-0.04
A010060,OCI홀딩스,12,2012,Annual,1.42,2.15,1.17,0.75,0.0,1.34,1.05,0.01
A010060,OCI홀딩스,12,2013,Annual,1.32,1.89,1.39,0.92,0.0,1.07,1.09,-0.02
A010060,OCI홀딩스,12,2014,Annual,1.05,1.08,0.96,0.82,0.0,0.91,1.02,-0.03
A010060,OCI홀딩스,12,2015,Annual,0.94,2.12,0.98,0.95,0.0,0.91,0.99,-0.02
A010060,OCI홀딩스,12,2016,Annual,0.88,0.3,1.47,1.19,0.0,0.76,0.86,-0.04
A010060,OCI홀딩스,12,2017,Annual,0.69,0.9,0.88,1.33,0.0,0.78,0.92,-0.03
A010060,OCI홀딩스,12,2018,Annual,0.96,1.17,0.6,0.86,0.0,1.13,0.87,-0.09
A010060,OCI홀딩스,12,2019,Annual,1.12,7.65,1.87,0.84,0.0,1.27,1.15,-0.03
A010060,OCI홀딩스,12,2020,Annual,1.06,0.24,1.23,0.77,0.01,1.27,1.05,0.01
A010060,OCI홀딩스,12,2021,Annual,1.03,0.23,0.84,1.62,0.01,0.81,0.98,0.04
A010060,OCI홀딩스,12,2022,Annual,1.69,0.86,1.05,0.85,0.01,0.63,0.9,0.03
A012510,더존비즈온,12,2011,Annual,,,,,,,,-0.07
A012510,더존비즈온,12,2012,Annual,1.15,0.98,0.8,1.08,0.04,0.92,0.93,0.02
A012510,더존비즈온,12,2013,Annual,0.98,1.03,1.01,1.04,0.03,1.1,0.93,-0.07
A012510,더존비즈온,12,2014,Annual,0.93,1.01,1.21,1.05,0.03,0.97,0.83,-0.08
A012510,더존비즈온,12,2015,Annual,0.81,0.9,0.97,1.16,0.04,1.06,0.86,-0.08
A012510,더존비즈온,12,2016,Annual,0.7,0.95,0.82,1.12,0.05,0.99,0.93,-0.05
A012510,더존비즈온,12,2017,Annual,0.97,1.01,0.83,1.16,0.05,0.91,0.95,0.0
A012510,더존비즈온,12,2018,Annual,1.02,1.05,0.94,1.11,0.04,0.94,1.03,-0.03
A012510,더존비즈온,12,2019,Annual,1.11,0.99,2.37,1.16,0.06,0.98,1.45,0.01
A012510,더존비즈온,12,2020,Annual,0.8,1.03,0.99,1.17,0.03,0.96,1.01,-0.04
A012510,더존비즈온,12,2021,Annual,1.16,1.24,0.95,1.04,0.03,0.74,0.88,0.01
A012510,더존비즈온,12,2022,Annual,0.77,1.13,1.05,0.95,0.02,1.09,1.07,-0.04
A006040,동원산업,12,2011,Annual,,,,,,,,0.04
A006040,동원산업,12,2012,Annual,0.79,0.97,0.89,1.16,0.01,0.85,0.93,-0.06
A006040,동원산업,12,2013,Annual,1.2,0.97,1.18,0.94,0.01,1.26,0.87,0.0
A006040,동원산업,12,2014,Annual,1.42,1.13,1.27,0.96,0.01,0.99,1.05,-0.03
A006040,동원산업,12,2015,Annual,0.87,0.94,1.02,0.98,0.01,1.29,1.06,0.0
A006040,동원산업,12,2016,Annual,0.98,0.81,0.88,1.16,0.01,0.84,1.04,-0.03
A006040,동원산업,12,2017,Annual,1.46,1.12,2.16,1.51,0.0,0.8,1.11,-0.02
A006040,동원산업,12,2018,Annual,0.94,1.16,1.03,1.03,0.0,0.98,0.97,0.05
A006040,동원산업,12,2019,Annual,0.88,0.97,0.95,1.1,0.0,1.06,1.02,0.0
A006040,동원산업,12,2020,Annual,0.94,0.88,1.13,1.07,0.01,0.82,0.91,-0.03
A006040,동원산업,12,2021,Annual,1.07,0.91,0.65,2.66,0.01,1.88,1.04,-0.01
A006040,동원산업,12,2022,Annual,0.92,1.15,0.94,1.19,0.01,0.9,0.97,-0.0
A111770,영원무역,12,2011,Annual,,,,,,,,0.05
A111770,영원무역,12,2012,Annual,0.87,1.03,1.63,1.07,0.03,1.0,1.0,0.01
A111770,영원무역,12,2013,Annual,1.36,1.09,1.17,1.05,0.03,1.08,0.8,0.05
A111770,영원무역,12,2014,Annual,0.96,0.94,0.86,1.12,0.03,1.11,1.07,-0.01
A111770,영원무역,12,2015,Annual,1.49,0.96,1.29,1.27,0.02,1.31,1.41,-0.03
A111770,영원무역,12,2016,Annual,0.84,1.08,0.96,1.26,0.04,1.09,1.1,0.03
A111770,영원무역,12,2017,Annual,0.9,0.98,1.14,1.0,0.04,1.02,0.97,0.01
A111770,영원무역,12,2018,Annual,1.05,0.99,1.3,1.05,0.04,0.99,0.9,0.01
A111770,영원무역,12,2019,Annual,0.95,1.07,1.26,1.14,0.04,0.88,0.99,0.0
A111770,영원무역,12,2020,Annual,0.92,1.0,0.77,1.03,0.06,0.97,0.94,-0.03
A111770,영원무역,12,2021,Annual,1.02,0.86,0.92,1.13,0.06,0.92,0.91,0.04
A111770,영원무역,12,2022,Annual,0.94,0.88,0.95,1.4,0.06,0.92,0.99,0.08
A103140,풍산,12,2011,Annual,,,,,,,,0.03
A103140,풍산,12,2012,Annual,0.95,0.86,1.04,1.01,0.0,1.04,0.99,-0.01
A103140,풍산,12,2013,Annual,0.99,0.96,0.94,1.04,0.0,1.1,1.0,0.02
A103140,풍산,12,2014,Annual,1.11,1.03,0.91,0.99,0.0,0.97,1.0,0.03
A103140,풍산,12,2015,Annual,0.98,0.97,1.07,0.94,0.0,1.13,0.92,-0.09
A103140,풍산,12,2016,Annual,1.18,0.65,0.93,1.0,0.0,1.18,0.94,-0.01
A103140,풍산,12,2017,Annual,0.88,0.94,1.01,1.04,0.0,1.05,0.95,0.04
A103140,풍산,12,2018,Annual,0.86,1.44,1.09,0.94,0.0,1.01,0.93,0.01
A103140,풍산,12,2019,Annual,0.97,1.26,1.17,0.88,0.0,1.04,0.95,-0.06
A103140,풍산,12,2020,Annual,1.09,0.73,0.97,1.06,0.0,0.97,0.94,0.0
A103140,풍산,12,2021,Annual,0.95,0.73,0.88,1.35,0.0,0.91,1.07,0.11
A103140,풍산,12,2022,Annual,0.93,1.35,1.19,1.25,0.0,1.0,0.98,0.03
A009420,한올바이오파마,12,2011,Annual,,,,,,,,-0.13
A009420,한올바이오파마,12,2012,Annual,0.99,1.09,0.99,0.87,0.05,0.87,0.72,-0.04
A009420,한올바이오파마,12,2013,Annual,0.96,1.09,1.1,0.98,0.04,1.19,1.05,-0.05
A009420,한올바이오파마,12,2014,Annual,1.13,0.86,0.55,1.09,0.05,0.8,1.21,0.05
A009420,한올바이오파마,12,2015,Annual,0.8,1.07,0.75,0.99,0.07,1.06,0.39,-0.03
A009420,한올바이오파마,12,2016,Annual,0.93,0.99,1.12,1.04,0.06,0.9,0.87,-0.03
A009420,한올바이오파마,12,2017,Annual,0.82,0.92,0.86,1.02,0.06,1.01,2.09,-0.23
A009420,한올바이오파마,12,2018,Annual,0.8,0.95,1.23,1.09,0.05,1.02,0.82,0.05
A009420,한올바이오파마,12,2019,Annual,0.85,0.92,1.8,1.18,0.04,0.89,0.95,-0.02
A009420,한올바이오파마,12,2020,Annual,0.9,1.01,1.54,0.82,0.04,1.2,0.66,0.02
A009420,한올바이오파마,12,2021,Annual,0.74,0.96,0.91,1.15,0.04,0.98,1.0,0.05
A009420,한올바이오파마,12,2022,Annual,2.5,1.05,1.26,1.08,0.03,1.11,1.2,-0.11
A042670,HD현대인프라코어,12,2011,Annual,,,,,,,,0.05
A042670,HD현대인프라코어,12,2012,Annual,0.87,1.06,1.03,0.96,0.04,1.17,0.92,0.07
A042670,HD현대인프라코어,12,2013,Annual,1.08,0.97,0.98,0.95,0.04,1.02,0.93,-0.01
A042670,HD현대인프라코어,12,2014,Annual,0.94,0.96,0.98,0.99,0.03,0.99,1.05,0.02
A042670,HD현대인프라코어,12,2015,Annual,1.27,1.09,0.98,0.78,0.03,1.34,1.0,-0.03
A042670,HD현대인프라코어,12,2016,Annual,0.83,0.88,1.11,0.96,0.03,0.66,0.9,-0.0
A042670,HD현대인프라코어,12,2017,Annual,1.06,0.98,0.89,1.15,0.03,0.92,1.05,-0.0
A042670,HD현대인프라코어,12,2018,Annual,0.97,1.01,0.95,1.18,0.03,0.91,0.95,0.0
A042670,HD현대인프라코어,12,2019,Annual,0.55,0.99,1.04,1.06,0.02,1.07,0.95,0.02
A042670,HD현대인프라코어,12,2020,Annual,1.72,1.11,0.94,0.49,0.03,1.11,1.01,-0.07
A042670,HD현대인프라코어,12,2021,Annual,0.79,0.98,0.19,1.15,0.02,1.09,1.14,0.01
A042670,HD현대인프라코어,12,2022,Annual,2.12,1.02,1.19,1.04,0.03,0.9,0.92,0.07
A004170,신세계,12,2011,Annual,,,,,,,,0.08
A004170,신세계,12,2012,Annual,1.09,1.0,0.84,1.05,0.06,1.02,1.17,0.01
A004170,신세계,12,2013,Annual,0.8,1.01,1.09,1.06,0.03,0.96,1.0,0.0
A004170,신세계,12,2014,Annual,1.13,1.0,0.98,1.02,0.04,1.03,0.99,-0.01
A004170,신세계,12,2015,Annual,1.06,1.01,0.84,1.03,0.03,1.01,0.89,-0.0
A004170,신세계,12,2016,Annual,1.29,0.99,0.87,1.15,0.03,1.04,1.09,-0.01
A004170,신세계,12,2017,Annual,0.92,1.07,0.94,1.31,0.03,0.91,0.98,-0.0
A004170,신세계,12,2018,Annual,0.81,1.07,1.0,1.34,0.04,0.95,1.07,0.01
A004170,신세계,12,2019,Annual,0.73,1.09,1.63,1.23,0.04,0.91,1.05,-0.02
A004170,신세계,12,2020,Annual,1.2,1.02,0.98,0.75,0.09,1.11,1.05,-0.04
A004170,신세계,12,2021,Annual,0.95,0.86,1.0,1.32,0.09,1.04,0.96,-0.04
