Symbol,Name,결산월,회계년,주기,DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA
A013520,화승코퍼레이션,12,2015,Annual,1.04,0.91,2.27,0.99,0.01,1.03,0.95,-0.03
A013520,화승코퍼레이션,12,2016,Annual,1.07,0.95,1.01,0.96,0.01,1.09,0.95,0.02
A013520,화승코퍼레이션,12,2017,Annual,1.02,1.15,0.74,0.89,0.02,1.1,1.04,-0.02
A013520,화승코퍼레이션,12,2018,Annual,0.95,1.03,0.79,1.06,0.02,0.9,1.04,0.03
A013520,화승코퍼레이션,12,2019,Annual,0.95,0.96,1.11,1.02,0.02,1.01,0.96,-0.03
A013520,화승코퍼레이션,12,2020,Annual,1.11,1.11,0.83,0.85,0.03,1.1,1.04,-0.04
A013520,화승코퍼레이션,12,2021,Annual,0.85,1.09,1.27,1.07,0.03,0.93,1.0,0.02
A013520,화승코퍼레이션,12,2022,Annual,0.97,0.96,0.89,1.13,0.04,0.91,0.97,-0.04
A006740,영풍제지,12,2011,Annual,,,,,,,,0.01
A006740,영풍제지,12,2012,Annual,0.82,0.43,0.83,0.98,0.0,1.28,1.06,-0.04
A006740,영풍제지,12,2013,Annual,1.11,1.46,1.54,0.83,0.0,1.5,0.84,0.01
A006740,영풍제지,12,2014,Annual,0.99,1.25,1.04,0.88,0.01,0.98,1.07,-0.06
A006740,영풍제지,12,2015,Annual,0.96,1.28,1.58,0.92,0.0,1.11,1.54,-0.02
A006740,영풍제지,12,2016,Annual,1.16,0.9,0.73,1.14,0.0,0.78,0.99,-0.02
A006740,영풍제지,12,2017,Annual,0.94,0.97,0.57,1.2,0.0,0.8,1.07,-0.01
A006740,영풍제지,12,2018,Annual,0.8,0.45,1.06,1.06,0.0,0.99,0.84,-0.06
A006740,영풍제지,12,2019,Annual,1.1,1.24,1.14,0.9,0.0,1.1,0.71,0.03
A006740,영풍제지,12,2020,Annual,1.11,0.96,2.32,0.98,0.01,1.15,2.63,-0.01
A006740,영풍제지,12,2021,Annual,0.7,1.42,0.92,1.23,0.01,0.77,0.99,-0.02
A006740,영풍제지,12,2022,Annual,1.04,0.88,1.24,0.87,0.01,1.18,0.89,-0.02
A009200,무림페이퍼,12,2011,Annual,,,,,,,,0.09
A009200,무림페이퍼,12,2012,Annual,0.6,0.97,1.95,1.05,0.0,1.12,1.01,-0.02
A009200,무림페이퍼,12,2013,Annual,1.24,0.89,0.65,1.05,0.0,0.95,0.99,0.02
A009200,무림페이퍼,12,2014,Annual,0.98,1.28,1.51,1.04,0.0,1.03,1.02,-0.05
A009200,무림페이퍼,12,2015,Annual,0.96,0.8,0.84,0.98,0.0,0.97,1.0,-0.0
A009200,무림페이퍼,12,2016,Annual,0.97,1.32,0.7,0.98,0.0,0.85,0.95,-0.08
A009200,무림페이퍼,12,2017,Annual,1.16,0.75,1.41,0.91,0.0,1.14,0.96,-0.02
A009200,무림페이퍼,12,2018,Annual,1.02,0.93,0.94,1.07,0.0,0.71,1.01,0.02
A009200,무림페이퍼,12,2019,Annual,0.95,1.35,1.01,1.01,0.0,1.03,1.02,-0.0
A009200,무림페이퍼,12,2020,Annual,0.92,1.17,0.96,0.85,0.0,1.17,1.04,-0.03
A009200,무림페이퍼,12,2021,Annual,1.27,0.96,1.21,1.11,0.0,1.07,1.02,0.04
A009200,무림페이퍼,12,2022,Annual,0.89,0.82,0.84,1.33,0.0,0.86,1.0,0.02
A011300,성안,12,2011,Annual,,,,,,,,-0.01
A011300,성안,12,2012,Annual,1.1,1.35,1.03,0.95,0.0,1.08,0.96,-0.02
A011300,성안,12,2013,Annual,1.16,1.25,0.95,0.97,0.0,0.96,0.96,-0.04
A011300,성안,12,2014,Annual,1.07,1.02,1.09,0.86,0.0,1.15,0.97,-0.06
A011300,성안,12,2015,Annual,1.06,0.94,0.76,0.87,0.0,1.08,1.03,-0.08
A011300,성안,12,2016,Annual,1.11,1.68,0.93,0.99,0.0,0.96,1.05,-0.02
A011300,성안,12,2017,Annual,0.99,0.78,1.0,1.04,0.0,1.06,0.96,0.03
A011300,성안,12,2018,Annual,0.7,1.77,0.99,1.08,0.0,0.95,1.16,0.04
A011300,성안,12,2019,Annual,1.87,1.11,1.59,0.98,0.0,1.08,1.02,-0.05
A011300,성안,12,2020,Annual,0.77,-0.59,0.99,0.59,0.0,1.63,1.34,-0.05
A011300,성안,12,2021,Annual,0.76,-0.54,1.61,0.62,0.03,1.21,0.74,-0.1
A011300,성안,12,2022,Annual,1.23,0.75,0.85,0.67,0.04,1.07,1.1,-0.04
A005740,크라운해태홀딩스,12,2011,Annual,,,,,,,,0.01
A005740,크라운해태홀딩스,12,2012,Annual,0.99,1.0,0.99,1.02,0.02,1.01,0.98,-0.02
A005740,크라운해태홀딩스,12,2013,Annual,1.04,0.97,0.98,0.99,0.02,1.05,0.99,-0.03
A005740,크라운해태홀딩스,12,2014,Annual,0.97,0.99,1.05,0.97,0.02,1.03,0.97,-0.02
A005740,크라운해태홀딩스,12,2015,Annual,0.84,0.99,1.0,1.11,0.02,0.97,0.96,-0.02
A005740,크라운해태홀딩스,12,2016,Annual,1.15,1.04,0.96,0.99,0.02,1.01,0.9,-0.01
A005740,크라운해태홀딩스,12,2017,Annual,1.4,1.19,1.1,0.8,0.02,0.88,0.95,-0.01
A005740,크라운해태홀딩스,12,2018,Annual,0.69,0.97,0.97,1.15,0.02,1.03,0.99,-0.03
A005740,크라운해태홀딩스,12,2019,Annual,1.05,0.98,0.98,0.83,0.02,0.97,1.02,-0.04
A005740,크라운해태홀딩스,12,2020,Annual,0.86,0.99,0.93,1.02,0.02,1.0,0.88,-0.02
A005740,크라운해태홀딩스,12,2021,Annual,0.88,1.09,0.96,1.01,0.03,0.96,1.01,-0.05
A005740,크라운해태홀딩스,12,2022,Annual,1.02,1.06,0.95,1.05,0.03,0.95,0.98,-0.0
A023810,인팩,12,2011,Annual,,,,,,,,-0.08
A023810,인팩,12,2012,Annual,1.07,1.03,1.05,1.12,0.02,1.02,0.99,0.02
A023810,인팩,12,2013,Annual,1.03,0.94,1.11,1.06,0.03,0.99,0.87,0.0
A023810,인팩,12,2014,Annual,0.92,1.12,1.03,1.0,0.03,0.99,0.88,-0.0
A023810,인팩,12,2015,Annual,1.16,1.02,1.32,1.02,0.03,1.0,1.09,-0.02
A023810,인팩,12,2016,Annual,0.95,0.97,1.01,1.05,0.02,1.0,0.98,-0.02
A023810,인팩,12,2017,Annual,1.24,1.29,0.48,1.02,0.02,1.16,1.28,-0.01
A023810,인팩,12,2018,Annual,0.65,1.19,1.06,1.47,0.01,0.71,1.0,-0.0
A023810,인팩,12,2019,Annual,0.93,0.87,1.01,1.03,0.01,1.27,1.07,-0.06
A023810,인팩,12,2020,Annual,1.24,0.82,0.82,1.06,0.03,0.93,1.02,-0.02
A023810,인팩,12,2021,Annual,0.85,1.08,0.75,1.14,0.02,0.94,1.02,-0.01
A023810,인팩,12,2022,Annual,1.0,0.95,0.8,1.17,0.01,0.96,1.01,-0.05
A006880,신송홀딩스,12,2011,Annual,,,,,,,,0.0
A006880,신송홀딩스,12,2012,Annual,0.8,0.89,0.98,1.12,0.01,1.03,0.88,-0.0
A006880,신송홀딩스,12,2013,Annual,1.16,1.67,0.77,1.64,0.01,0.62,1.0,0.02
A006880,신송홀딩스,12,2014,Annual,1.0,0.94,1.01,0.86,0.01,1.24,1.01,0.02
A006880,신송홀딩스,12,2015,Annual,0.51,1.15,1.08,0.97,0.01,0.96,0.9,-0.06
A006880,신송홀딩스,12,2016,Annual,1.53,1.46,0.98,0.91,0.0,1.19,1.37,-0.01
A006880,신송홀딩스,12,2017,Annual,1.9,0.54,0.93,1.38,0.01,1.13,1.14,0.08
A006880,신송홀딩스,12,2018,Annual,0.49,1.64,1.22,0.57,0.0,0.81,0.84,-0.08
A006880,신송홀딩스,12,2019,Annual,1.4,0.94,1.05,1.61,0.03,0.89,1.4,0.03
A006880,신송홀딩스,12,2020,Annual,0.33,0.82,1.2,0.78,0.09,0.95,0.84,-0.06
A006880,신송홀딩스,12,2021,Annual,1.02,0.91,1.12,0.91,0.01,0.99,1.34,0.01
A006880,신송홀딩스,12,2022,Annual,1.04,0.93,1.0,1.12,0.01,1.07,0.98,0.02
A244920,에이플러스에셋,3,2011,Annual,,,,,,,,-0.1
A244920,에이플러스에셋,3,2012,Annual,,1.0,1.09,1.22,0.39,1.0,1.18,-0.08
A244920,에이플러스에셋,12,2013,Annual,inf,1.0,1.3,0.69,0.42,1.03,1.33,0.08
A244920,에이플러스에셋,12,2014,Annual,0.77,1.0,0.87,1.33,0.37,0.99,1.06,-0.04
A244920,에이플러스에셋,12,2015,Annual,0.0,1.0,0.94,1.34,0.5,0.98,0.68,-0.13
A244920,에이플러스에셋,12,2016,Annual,,1.0,1.12,1.11,0.4,0.99,1.21,-0.01
A244920,에이플러스에셋,12,2017,Annual,,1.0,0.85,0.95,0.45,0.95,0.59,0.03
A244920,에이플러스에셋,12,2018,Annual,inf,1.0,0.92,1.18,0.49,1.01,1.84,-0.04
A244920,에이플러스에셋,12,2019,Annual,1.04,1.0,0.99,1.16,0.35,0.99,1.01,-0.06
A244920,에이플러스에셋,12,2020,Annual,0.82,1.0,0.92,1.06,0.48,1.0,0.78,-0.04
A244920,에이플러스에셋,12,2021,Annual,1.06,1.98,0.74,0.9,0.47,0.53,1.0,-0.02
A244920,에이플러스에셋,12,2022,Annual,1.02,1.01,0.89,1.05,0.34,1.03,0.83,-0.05
A007590,동방아그로,12,2011,Annual,,,,,,,,-0.06
A007590,동방아그로,12,2012,Annual,1.15,1.0,1.11,1.01,0.02,1.02,1.03,0.03
A007590,동방아그로,12,2013,Annual,0.86,0.97,0.93,1.04,0.01,0.99,1.0,-0.07
A007590,동방아그로,12,2014,Annual,1.37,0.97,0.99,1.05,0.01,0.99,1.02,0.01
A007590,동방아그로,12,2015,Annual,1.14,1.05,0.98,1.01,0.01,1.0,1.07,0.03
A007590,동방아그로,12,2016,Annual,0.99,1.07,0.97,1.0,0.01,1.0,0.92,0.02
A007590,동방아그로,12,2017,Annual,0.81,0.97,0.92,1.04,0.01,1.02,1.1,-0.01
A007590,동방아그로,12,2018,Annual,1.05,1.01,3.42,1.01,0.01,0.98,1.02,0.02
A007590,동방아그로,12,2019,Annual,1.24,1.0,1.02,1.03,0.01,0.97,1.03,0.02
A007590,동방아그로,12,2020,Annual,0.75,1.01,0.87,1.04,0.03,0.95,0.94,0.01
A007590,동방아그로,12,2021,Annual,0.76,1.02,0.67,1.04,0.03,1.02,1.01,-0.03
A007590,동방아그로,12,2022,Annual,0.64,1.04,0.95,1.09,0.03,0.94,1.08,0.01
A003780,진양산업,12,2011,Annual,,,,,,,,0.02
A003780,진양산업,12,2012,Annual,0.82,1.24,0.96,0.98,0.01,0.95,0.94,-0.02
A003780,진양산업,12,2013,Annual,1.06,0.97,7.54,0.99,0.01,1.0,0.82,0.03
A003780,진양산업,12,2014,Annual,0.93,1.0,0.97,1.06,0.01,0.99,0.93,0.02
A003780,진양산업,12,2015,Annual,0.92,0.83,0.91,1.14,0.01,0.95,0.96,0.03
A003780,진양산업,12,2016,Annual,1.15,1.1,0.56,0.97,0.01,1.12,1.58,0.01
A003780,진양산업,12,2017,Annual,1.1,1.61,0.99,1.06,0.0,0.92,1.13,-0.05
A003780,진양산업,12,2018,Annual,0.83,1.04,0.21,1.32,0.0,0.86,1.12,-0.02
A003780,진양산업,12,2019,Annual,0.89,0.58,1.37,1.04,0.0,1.06,0.82,-0.0
A003780,진양산업,12,2020,Annual,1.17,1.09,0.82,1.04,0.0,1.05,1.56,-0.0
A003780,진양산업,12,2021,Annual,0.93,1.21,0.89,1.19,0.0,0.94,1.01,0.01
A003780,진양산업,12,2022,Annual,0.98,1.13,1.6,1.1,0.0,1.06,0.98,-0.02
A007980,태평양물산,12,2011,Annual,,,,,,,,0.07
A007980,태평양물산,12,2012,Annual,1.67,0.95,0.92,1.26,0.03,1.26,1.1,0.16
A007980,태평양물산,12,2013,Annual,0.94,1.04,0.87,1.38,0.05,0.86,0.98,0.1
A007980,태평양물산,12,2014,Annual,0.78,0.93,0.96,0.98,0.05,1.07,1.01,0.02
A007980,태평양물산,12,2015,Annual,1.07,0.99,0.9,1.05,0.04,1.08,1.03,0.03
A007980,태평양물산,12,2016,Annual,1.01,1.75,0.94,1.03,0.03,1.12,1.07,-0.16
A007980,태평양물산,12,2017,Annual,1.12,0.53,1.07,1.07,0.03,0.94,0.93,0.0
A007980,태평양물산,12,2018,Annual,0.9,0.95,0.85,1.05,0.03,1.0,0.98,0.03
A007980,태평양물산,12,2019,Annual,0.85,0.93,1.16,1.0,0.03,1.01,0.96,0.08
A007980,태평양물산,12,2020,Annual,1.02,1.28,1.02,0.81,0.03,1.06,1.05,-0.04
A007980,태평양물산,12,2021,Annual,1.4,1.04,1.03,1.14,0.03,0.93,1.06,0.06
A007980,태평양물산,12,2022,Annual,0.48,0.77,1.12,1.21,0.03,0.83,0.92,0.01
A016090,대현,12,2011,Annual,,,,,,,,0.08
A016090,대현,12,2012,Annual,1.1,1.0,1.47,1.11,0.07,1.02,1.11,0.0
A016090,대현,12,2013,Annual,0.95,1.0,0.92,1.13,0.15,0.99,1.01,0.04
A016090,대현,12,2014,Annual,0.96,1.03,0.97,1.0,0.18,1.0,1.02,0.02
A016090,대현,12,2015,Annual,0.98,1.02,1.0,1.06,0.2,0.97,0.94,-0.0
A016090,대현,12,2016,Annual,0.99,0.97,0.76,1.08,0.2,1.0,0.73,0.02
A016090,대현,12,2017,Annual,0.0,1.01,0.59,1.01,0.28,1.0,0.86,0.07
A016090,대현,12,2018,Annual,inf,0.98,0.93,1.01,0.1,0.99,0.95,0.0
A016090,대현,12,2019,Annual,0.97,1.0,1.39,1.05,0.1,0.99,0.86,0.04
A016090,대현,12,2020,Annual,0.84,1.08,1.15,0.85,0.12,1.0,0.8,-0.02
A016090,대현,12,2021,Annual,1.22,0.93,0.97,1.14,0.1,0.98,1.08,-0.03
A016090,대현,12,2022,Annual,1.0,0.97,1.19,1.11,0.11,1.0,0.88,0.03
A005800,신영와코루,9,2011,Annual,,,,,,,,0.02
A005800,신영와코루,9,2012,Annual,0.96,1.05,0.96,1.07,0.02,0.99,1.06,0.01
A005800,신영와코루,9,2013,Annual,1.08,1.02,1.0,0.96,0.02,1.02,0.98,0.01
A005800,신영와코루,9,2014,Annual,0.97,1.01,1.01,0.94,0.02,1.05,0.91,0.01
A005800,신영와코루,12,2015,Annual,0.92,0.97,0.97,0.96,0.02,1.01,1.01,-0.04
A005800,신영와코루,12,2016,Annual,0.98,0.99,0.99,1.0,0.03,1.04,0.96,0.0
A005800,신영와코루,12,2017,Annual,1.02,0.99,1.07,1.02,0.03,0.98,0.79,0.02
A005800,신영와코루,12,2018,Annual,0.96,0.95,1.02,0.96,0.03,1.09,1.15,-0.01
A005800,신영와코루,12,2019,Annual,1.12,1.02,1.12,1.02,0.02,1.0,1.05,-0.01
A005800,신영와코루,12,2020,Annual,0.96,1.02,0.92,1.0,0.04,0.98,1.55,-0.02
A005800,신영와코루,12,2021,Annual,0.89,0.96,1.18,1.06,0.05,1.01,1.12,-0.03
A005800,신영와코루,12,2022,Annual,1.03,1.0,0.94,1.06,0.1,0.98,0.88,0.0
A007110,일신석재,12,2011,Annual,,,,,,,,0.06
A007110,일신석재,12,2012,Annual,1.12,0.73,1.14,0.68,0.01,1.43,0.89,-0.02
A007110,일신석재,12,2013,Annual,0.96,0.9,1.22,0.96,0.01,1.12,1.18,-0.0
A007110,일신석재,12,2014,Annual,0.9,1.03,1.01,1.04,0.01,1.11,1.0,-0.03
A007110,일신석재,12,2015,Annual,0.98,1.43,0.95,1.01,0.01,1.02,1.08,-0.01
A007110,일신석재,12,2016,Annual,1.1,1.42,1.03,1.06,0.01,0.8,1.03,-0.02
A007110,일신석재,12,2017,Annual,0.77,0.64,1.0,1.25,0.01,0.83,0.97,0.02
A007110,일신석재,12,2018,Annual,1.24,0.83,1.06,1.03,0.01,1.17,1.05,0.01
A007110,일신석재,12,2019,Annual,1.06,1.2,0.92,1.23,0.01,0.81,1.11,0.02
A007110,일신석재,12,2020,Annual,0.87,0.92,0.97,0.88,0.02,1.09,1.1,-0.1
A007110,일신석재,12,2021,Annual,0.8,1.25,1.58,1.27,0.02,0.88,0.97,0.05
A007110,일신석재,12,2022,Annual,1.39,1.3,0.82,1.84,0.03,0.61,1.22,0.06
A008970,동양철관,12,2011,Annual,,,,,,,,0.01
A008970,동양철관,12,2012,Annual,0.96,0.95,1.06,1.13,0.0,1.0,1.04,0.04
A008970,동양철관,12,2013,Annual,1.12,1.27,0.92,0.87,0.0,1.54,1.1,-0.11
A008970,동양철관,12,2014,Annual,0.84,1.2,1.21,0.9,0.0,1.08,0.99,0.03
A008970,동양철관,12,2015,Annual,1.17,0.38,0.75,0.86,0.0,1.09,0.94,-0.01
A008970,동양철관,12,2016,Annual,1.01,6.54,0.75,0.75,0.0,1.18,0.99,-0.12
A008970,동양철관,12,2017,Annual,0.95,0.45,0.6,1.14,0.0,0.75,1.31,-0.01
A008970,동양철관,12,2018,Annual,0.78,0.76,1.34,1.1,0.0,0.91,0.8,-0.03
A008970,동양철관,12,2019,Annual,1.26,0.47,1.76,1.01,0.0,1.13,0.99,0.16
A008970,동양철관,12,2020,Annual,0.46,0.69,1.24,1.06,0.0,1.34,0.84,-0.08
A008970,동양철관,12,2021,Annual,2.24,2.44,1.1,1.05,0.0,0.72,1.28,0.16
A008970,동양철관,12,2022,Annual,0.66,0.62,1.27,1.46,0.0,0.9,0.94,-0.09
A004540,깨끗한나라,12,2011,Annual,,,,,,,,-0.05
A004540,깨끗한나라,12,2012,Annual,1.02,0.9,0.71,1.08,0.0,1.09,0.95,-0.06
A004540,깨끗한나라,12,2013,Annual,1.11,0.91,0.93,1.02,0.0,1.08,0.83,-0.01
A004540,깨끗한나라,12,2014,Annual,0.96,1.07,1.24,1.01,0.0,1.06,1.02,-0.02
A004540,깨끗한나라,12,2015,Annual,0.99,1.03,1.09,1.03,0.0,1.0,0.99,-0.02
A004540,깨끗한나라,12,2016,Annual,1.07,0.88,0.97,1.04,0.0,1.01,0.98,-0.06
A004540,깨끗한나라,12,2017,Annual,1.13,1.36,1.13,0.93,0.0,1.08,1.13,-0.04
A004540,깨끗한나라,12,2018,Annual,0.99,1.71,3.46,0.95,0.0,0.72,1.05,-0.01
A004540,깨끗한나라,12,2019,Annual,0.77,0.57,1.13,0.95,0.0,1.05,0.99,-0.04
A004540,깨끗한나라,12,2020,Annual,1.05,0.66,0.84,1.0,0.0,0.95,0.88,-0.02
A004540,깨끗한나라,12,2021,Annual,1.16,1.36,0.97,0.98,0.0,1.07,1.0,-0.03
A004540,깨끗한나라,12,2022,Annual,0.82,1.22,0.87,1.05,0.0,0.91,1.03,0.01
A006370,대구백화점,3,2011,Annual,,,,,,,,0.03
A006370,대구백화점,3,2012,Annual,1.04,1.06,2.11,0.99,0.03,1.08,0.76,-0.02
A006370,대구백화점,3,2013,Annual,1.23,1.03,1.09,0.99,0.04,0.97,0.92,-0.03
A006370,대구백화점,3,2014,Annual,0.82,0.99,0.92,0.92,0.04,1.04,1.34,-0.03
A006370,대구백화점,3,2015,Annual,1.15,0.98,0.81,1.0,0.03,1.03,1.16,-0.01
A006370,대구백화점,3,2016,Annual,0.84,1.0,0.57,0.87,0.02,1.1,1.38,0.02
A006370,대구백화점,12,2017,Annual,2.58,0.9,1.11,0.69,0.02,1.21,1.14,0.0
A006370,대구백화점,12,2018,Annual,0.61,0.71,1.07,1.27,0.02,1.36,1.06,0.02
A006370,대구백화점,12,2019,Annual,1.13,1.0,0.53,0.85,0.02,0.99,1.55,-0.01
A006370,대구백화점,12,2020,Annual,0.88,1.0,1.16,0.9,0.02,1.05,0.84,-0.0
A006370,대구백화점,12,2021,Annual,1.02,1.0,0.89,0.9,0.02,1.02,0.99,0.0
A006370,대구백화점,12,2022,Annual,1.17,1.0,0.94,0.93,0.03,0.99,1.06,-0.0
A004060,SG세계물산,12,2011,Annual,,,,,,,,0.02
A004060,SG세계물산,12,2012,Annual,0.96,0.95,1.04,0.94,0.03,1.1,0.89,-0.04
A004060,SG세계물산,12,2013,Annual,0.99,1.02,1.02,0.98,0.03,1.02,0.99,0.01
A004060,SG세계물산,12,2014,Annual,1.12,1.08,0.95,1.08,0.03,0.94,1.13,0.0
A004060,SG세계물산,12,2015,Annual,0.76,0.93,1.23,0.93,0.03,0.99,0.98,-0.04
A004060,SG세계물산,12,2016,Annual,1.38,1.01,1.0,0.97,0.01,1.01,1.1,0.02
A004060,SG세계물산,12,2017,Annual,1.0,0.97,1.02,0.92,0.02,1.13,1.2,-0.05
A004060,SG세계물산,12,2018,Annual,1.07,0.99,0.53,1.12,0.02,0.9,1.01,0.05
A004060,SG세계물산,12,2019,Annual,0.87,0.91,1.34,0.77,0.02,1.14,0.7,-0.11
A004060,SG세계물산,12,2020,Annual,0.74,1.13,1.38,0.68,0.02,1.26,0.92,-0.1
A004060,SG세계물산,12,2021,Annual,1.35,0.74,1.24,0.81,0.11,1.03,0.78,-0.03
A004060,SG세계물산,12,2022,Annual,0.93,0.85,1.13,1.19,0.09,0.97,0.92,0.02
A041650,상신브레이크,12,2011,Annual,,,,,,,,-0.05
A041650,상신브레이크,12,2012,Annual,0.98,0.93,1.05,1.12,0.01,0.97,1.02,0.01
A041650,상신브레이크,12,2013,Annual,1.09,0.9,0.8,1.07,0.01,1.01,0.98,-0.01
A041650,상신브레이크,12,2014,Annual,1.11,1.03,1.04,1.1,0.02,1.0,1.0,0.04
A041650,상신브레이크,12,2015,Annual,1.0,0.88,1.34,1.08,0.02,1.06,0.94,-0.01
A041650,상신브레이크,12,2016,Annual,1.11,1.02,0.97,1.05,0.02,1.08,0.96,-0.0
A041650,상신브레이크,12,2017,Annual,0.98,0.96,1.11,1.01,0.02,0.99,1.02,0.02
A041650,상신브레이크,12,2018,Annual,0.94,1.13,1.03,0.98,0.01,1.06,1.05,0.01
A041650,상신브레이크,12,2019,Annual,0.96,1.02,1.15,1.03,0.02,1.06,1.02,0.02
A041650,상신브레이크,12,2020,Annual,1.15,1.08,0.94,0.89,0.03,1.01,1.01,-0.03
A041650,상신브레이크,12,2021,Annual,0.96,0.98,0.89,1.14,0.03,0.98,1.01,-0.02
A041650,상신브레이크,12,2022,Annual,0.88,1.04,1.08,1.23,0.03,0.97,1.03,0.04
A031820,콤텍시스템,12,2011,Annual,,,,,,,,-0.04
A031820,콤텍시스템,12,2012,Annual,0.96,0.79,0.82,0.89,0.08,1.24,0.95,-0.0
A031820,콤텍시스템,12,2013,Annual,1.01,1.1,0.87,1.13,0.09,1.01,0.99,0.04
A031820,콤텍시스템,12,2014,Annual,0.84,1.09,1.08,1.02,0.1,1.14,1.05,-0.15
A031820,콤텍시스템,12,2015,Annual,0.96,0.89,1.64,0.79,0.09,0.82,0.89,0.05
A031820,콤텍시스템,12,2016,Annual,1.38,0.94,0.75,1.14,0.17,1.02,1.13,-0.08
A031820,콤텍시스템,12,2017,Annual,0.65,1.01,1.16,0.86,0.17,0.93,0.81,-0.01
A031820,콤텍시스템,12,2018,Annual,1.08,0.73,0.94,0.87,0.18,1.31,0.71,-0.01
A031820,콤텍시스템,12,2019,Annual,1.39,1.15,1.23,1.91,0.22,0.95,1.28,0.15
A031820,콤텍시스템,12,2020,Annual,0.82,0.94,1.08,1.0,0.19,1.12,1.13,-0.07
A031820,콤텍시스템,12,2021,Annual,0.89,0.83,1.12,1.6,0.13,0.92,1.12,0.0
A031820,콤텍시스템,12,2022,Annual,0.47,1.12,0.83,1.86,0.14,1.05,1.23,-0.05
A308170,씨티알모빌리티,12,2011,Annual,,,,,,,,-0.03
A308170,씨티알모빌리티,12,2012,Annual,1.31,0.83,0.94,1.01,0.0,0.81,0.99,0.05
A308170,씨티알모빌리티,12,2013,Annual,0.98,1.25,1.1,0.91,0.0,0.92,0.98,-0.12
A308170,씨티알모빌리티,12,2014,Annual,1.09,0.97,1.23,0.95,0.0,1.1,0.96,-0.08
A308170,씨티알모빌리티,12,2015,Annual,1.01,0.85,1.09,1.01,0.0,1.04,0.98,-0.08
A308170,씨티알모빌리티,12,2016,Annual,0.9,0.92,1.09,1.0,0.01,1.12,0.9,-0.07
A308170,씨티알모빌리티,12,2017,Annual,0.88,0.8,0.87,1.01,0.01,1.08,0.96,0.01
A308170,씨티알모빌리티,12,2018,Annual,1.23,1.07,1.9,0.95,0.01,0.88,0.92,-0.03
A308170,씨티알모빌리티,12,2019,Annual,0.95,0.94,1.0,0.93,0.01,1.05,0.89,-0.04
A308170,씨티알모빌리티,12,2020,Annual,1.19,1.13,0.81,1.08,0.01,1.07,1.05,-0.08
A308170,씨티알모빌리티,12,2021,Annual,1.03,1.18,0.54,1.16,0.02,0.96,1.05,-0.01
A308170,씨티알모빌리티,12,2022,Annual,0.95,1.26,1.08,1.15,0.01,0.94,1.0,-0.01
A000910,유니온,12,2011,Annual,,,,,,,,0.0
A000910,유니온,12,2012,Annual,0.92,1.19,0.94,0.95,0.01,1.08,0.88,-0.04
A000910,유니온,12,2013,Annual,1.19,0.94,1.1,0.91,0.01,1.06,0.97,-0.01
A000910,유니온,12,2014,Annual,0.95,0.89,0.66,1.03,0.01,1.13,1.03,-0.03
A000910,유니온,12,2015,Annual,1.07,1.19,1.03,0.85,0.01,1.11,0.96,-0.04
A000910,유니온,12,2016,Annual,1.04,0.9,1.05,0.92,0.01,1.0,0.95,-0.03
A000910,유니온,12,2017,Annual,1.35,1.1,0.57,1.96,0.01,1.01,1.77,-0.03
A000910,유니온,12,2018,Annual,0.94,1.1,0.97,1.15,0.01,0.95,1.23,0.01
A000910,유니온,12,2019,Annual,0.97,0.7,0.71,1.01,0.01,1.0,1.08,-0.02
A000910,유니온,12,2020,Annual,1.01,1.05,1.25,0.9,0.01,1.02,0.9,-0.02
A000910,유니온,12,2021,Annual,0.97,1.1,1.03,1.14,0.01,1.01,0.99,-0.01
A000910,유니온,12,2022,Annual,0.97,1.07,0.79,1.09,0.01,1.0,1.08,0.03
A013870,지엠비코리아,12,2011,Annual,,,,,,,,0.02
A013870,지엠비코리아,12,2012,Annual,1.06,1.07,0.84,1.0,0.01,1.12,0.94,0.02
A013870,지엠비코리아,12,2013,Annual,0.88,0.99,1.04,1.06,0.01,0.99,0.95,-0.06
A013870,지엠비코리아,12,2014,Annual,1.13,0.97,1.02,0.99,0.01,1.2,1.06,-0.01
A013870,지엠비코리아,12,2015,Annual,1.01,1.02,1.29,1.02,0.01,1.02,1.03,0.01
A013870,지엠비코리아,12,2016,Annual,0.98,0.94,0.93,1.06,0.01,0.97,0.95,-0.04
A013870,지엠비코리아,12,2017,Annual,0.97,1.08,0.91,0.94,0.01,1.09,0.97,-0.03
A013870,지엠비코리아,12,2018,Annual,1.0,1.08,1.13,0.98,0.01,1.09,1.04,-0.05
A013870,지엠비코리아,12,2019,Annual,1.03,0.98,1.13,1.04,0.01,0.95,1.01,-0.04
A013870,지엠비코리아,12,2020,Annual,1.05,1.13,0.99,0.93,0.01,1.21,1.02,-0.05
A013870,지엠비코리아,12,2021,Annual,0.93,0.85,0.94,1.19,0.01,0.88,0.98,0.01
A013870,지엠비코리아,12,2022,Annual,0.89,0.98,0.86,1.15,0.01,1.01,0.98,-0.05
A000220,유유제약,3,2011,Annual,,,,,,,,-0.05
A000220,유유제약,3,2012,Annual,0.83,0.99,1.08,1.05,0.01,0.97,0.9,-0.03
A000220,유유제약,3,2013,Annual,1.11,1.09,0.73,1.0,0.01,0.97,1.15,0.03
A000220,유유제약,3,2014,Annual,1.03,1.05,1.18,1.01,0.01,0.96,1.18,0.0
