Symbol,Name,결산월,회계년,주기,벤포드
A000010,조흥은행,12,2011,Annual,1
A000010,조흥은행,12,2012,Annual,0
A000010,조흥은행,12,2013,Annual,0
A000010,조흥은행,12,2014,Annual,1
A000010,조흥은행,12,2015,Annual,1
A000010,조흥은행,12,2016,Annual,1
A000010,조흥은행,12,2017,Annual,1
A000010,조흥은행,12,2018,Annual,1
A000010,조흥은행,12,2019,Annual,1
A000010,조흥은행,12,2020,Annual,1
A000010,조흥은행,12,2021,Annual,0
A000010,조흥은행,12,2022,Annual,1
A000020,동화약품,12,2011,Annual,0
A000020,동화약품,12,2012,Annual,0
A000020,동화약품,12,2013,Annual,0
A000020,동화약품,12,2014,Annual,0
A000020,동화약품,12,2015,Annual,0
A000020,동화약품,12,2016,Annual,1
A000020,동화약품,12,2017,Annual,0
A000020,동화약품,12,2018,Annual,0
A000020,동화약품,12,2019,Annual,0
A000020,동화약품,12,2020,Annual,0
A000020,동화약품,12,2021,Annual,1
A000020,동화약품,12,2022,Annual,0
A000030,우리은행,12,2011,Annual,0
A000030,우리은행,12,2012,Annual,0
A000030,우리은행,12,2013,Annual,0
A000030,우리은행,12,2014,Annual,0
A000030,우리은행,12,2015,Annual,1
A000030,우리은행,12,2016,Annual,0
A000030,우리은행,12,2017,Annual,0
A000030,우리은행,12,2018,Annual,0
A000030,우리은행,12,2019,Annual,0
A000030,우리은행,12,2020,Annual,0
A000030,우리은행,12,2021,Annual,0
A000030,우리은행,12,2022,Annual,0
A000040,KR모터스,12,2011,Annual,1
A000040,KR모터스,12,2012,Annual,0
A000040,KR모터스,12,2013,Annual,0
A000040,KR모터스,12,2014,Annual,0
A000040,KR모터스,12,2015,Annual,0
A000040,KR모터스,12,2016,Annual,0
A000040,KR모터스,12,2017,Annual,0
A000040,KR모터스,12,2018,Annual,1
A000040,KR모터스,12,2019,Annual,0
A000040,KR모터스,12,2020,Annual,1
A000040,KR모터스,12,2021,Annual,0
A000040,KR모터스,12,2022,Annual,0
A000050,경방,12,2011,Annual,0
A000050,경방,12,2012,Annual,0
A000050,경방,12,2013,Annual,0
A000050,경방,12,2014,Annual,0
A000050,경방,12,2015,Annual,0
A000050,경방,12,2016,Annual,0
A000050,경방,12,2017,Annual,0
A000050,경방,12,2018,Annual,0
A000050,경방,12,2019,Annual,0
A000050,경방,12,2020,Annual,0
A000050,경방,12,2021,Annual,0
A000050,경방,12,2022,Annual,0
A000060,메리츠화재,3,2011,Annual,0
A000060,메리츠화재,3,2012,Annual,0
A000060,메리츠화재,12,2013,Annual,1
A000060,메리츠화재,12,2014,Annual,0
A000060,메리츠화재,12,2015,Annual,0
A000060,메리츠화재,12,2016,Annual,0
A000060,메리츠화재,12,2017,Annual,0
A000060,메리츠화재,12,2018,Annual,0
A000060,메리츠화재,12,2019,Annual,0
A000060,메리츠화재,12,2020,Annual,0
A000060,메리츠화재,12,2021,Annual,0
A000060,메리츠화재,12,2022,Annual,0
A000070,삼양홀딩스,12,2011,Annual,1
A000070,삼양홀딩스,12,2012,Annual,0
A000070,삼양홀딩스,12,2013,Annual,0
A000070,삼양홀딩스,12,2014,Annual,0
A000070,삼양홀딩스,12,2015,Annual,0
A000070,삼양홀딩스,12,2016,Annual,0
A000070,삼양홀딩스,12,2017,Annual,0
A000070,삼양홀딩스,12,2018,Annual,0
A000070,삼양홀딩스,12,2019,Annual,0
A000070,삼양홀딩스,12,2020,Annual,0
A000070,삼양홀딩스,12,2021,Annual,0
A000070,삼양홀딩스,12,2022,Annual,0
A000080,하이트진로,12,2011,Annual,0
A000080,하이트진로,12,2012,Annual,0
A000080,하이트진로,12,2013,Annual,0
A000080,하이트진로,12,2014,Annual,0
A000080,하이트진로,12,2015,Annual,1
A000080,하이트진로,12,2016,Annual,0
A000080,하이트진로,12,2017,Annual,1
A000080,하이트진로,12,2018,Annual,0
A000080,하이트진로,12,2019,Annual,0
A000080,하이트진로,12,2020,Annual,0
A000080,하이트진로,12,2021,Annual,0
A000080,하이트진로,12,2022,Annual,0
A000090,두산상사,12,2011,Annual,0
A000090,두산상사,12,2012,Annual,0
A000090,두산상사,12,2013,Annual,0
A000090,두산상사,12,2014,Annual,0
A000090,두산상사,12,2015,Annual,0
A000090,두산상사,12,2016,Annual,0
A000090,두산상사,12,2017,Annual,0
A000090,두산상사,12,2018,Annual,0
A000090,두산상사,12,2019,Annual,0
A000090,두산상사,12,2020,Annual,0
A000090,두산상사,12,2021,Annual,0
A000090,두산상사,12,2022,Annual,0
A000100,유한양행,12,2011,Annual,0
A000100,유한양행,12,2012,Annual,1
A000100,유한양행,12,2013,Annual,0
A000100,유한양행,12,2014,Annual,1
A000100,유한양행,12,2015,Annual,0
A000100,유한양행,12,2016,Annual,0
A000100,유한양행,12,2017,Annual,0
A000100,유한양행,12,2018,Annual,0
A000100,유한양행,12,2019,Annual,1
A000100,유한양행,12,2020,Annual,0
A000100,유한양행,12,2021,Annual,0
A000100,유한양행,12,2022,Annual,0
A000110,제일은행,12,2011,Annual,0
A000110,제일은행,12,2012,Annual,0
A000110,제일은행,12,2013,Annual,0
A000110,제일은행,12,2014,Annual,1
A000110,제일은행,12,2015,Annual,1
A000110,제일은행,12,2016,Annual,0
A000110,제일은행,12,2017,Annual,0
A000110,제일은행,12,2018,Annual,0
A000110,제일은행,12,2019,Annual,0
A000110,제일은행,12,2020,Annual,0
A000110,제일은행,12,2021,Annual,0
A000110,제일은행,12,2022,Annual,0
A000120,CJ대한통운,12,2011,Annual,0
A000120,CJ대한통운,12,2012,Annual,0
A000120,CJ대한통운,12,2013,Annual,0
A000120,CJ대한통운,12,2014,Annual,0
A000120,CJ대한통운,12,2015,Annual,0
A000120,CJ대한통운,12,2016,Annual,0
A000120,CJ대한통운,12,2017,Annual,0
A000120,CJ대한통운,12,2018,Annual,0
A000120,CJ대한통운,12,2019,Annual,0
A000120,CJ대한통운,12,2020,Annual,0
A000120,CJ대한통운,12,2021,Annual,0
A000120,CJ대한통운,12,2022,Annual,0
A000130,한일은행,12,2011,Annual,0
A000130,한일은행,12,2012,Annual,0
A000130,한일은행,12,2013,Annual,0
A000130,한일은행,12,2014,Annual,0
A000130,한일은행,12,2015,Annual,0
A000130,한일은행,12,2016,Annual,0
A000130,한일은행,12,2017,Annual,0
A000130,한일은행,12,2018,Annual,0
A000130,한일은행,12,2019,Annual,0
A000130,한일은행,12,2020,Annual,0
A000130,한일은행,12,2021,Annual,0
A000130,한일은행,12,2022,Annual,0
A000140,하이트진로홀딩스,12,2011,Annual,0
A000140,하이트진로홀딩스,12,2012,Annual,0
A000140,하이트진로홀딩스,12,2013,Annual,0
A000140,하이트진로홀딩스,12,2014,Annual,0
A000140,하이트진로홀딩스,12,2015,Annual,0
A000140,하이트진로홀딩스,12,2016,Annual,0
A000140,하이트진로홀딩스,12,2017,Annual,0
A000140,하이트진로홀딩스,12,2018,Annual,0
A000140,하이트진로홀딩스,12,2019,Annual,0
A000140,하이트진로홀딩스,12,2020,Annual,0
A000140,하이트진로홀딩스,12,2021,Annual,0
A000140,하이트진로홀딩스,12,2022,Annual,0
A000150,두산,12,2011,Annual,0
A000150,두산,12,2012,Annual,0
A000150,두산,12,2013,Annual,0
A000150,두산,12,2014,Annual,0
A000150,두산,12,2015,Annual,0
A000150,두산,12,2016,Annual,0
A000150,두산,12,2017,Annual,0
A000150,두산,12,2018,Annual,0
A000150,두산,12,2019,Annual,0
A000150,두산,12,2020,Annual,0
A000150,두산,12,2021,Annual,0
A000150,두산,12,2022,Annual,0
A000160,대한중석,12,2011,Annual,0
A000160,대한중석,12,2012,Annual,0
A000160,대한중석,12,2013,Annual,0
A000160,대한중석,12,2014,Annual,0
A000160,대한중석,12,2015,Annual,0
A000160,대한중석,12,2016,Annual,0
A000160,대한중석,12,2017,Annual,0
A000160,대한중석,12,2018,Annual,0
A000160,대한중석,12,2019,Annual,0
A000160,대한중석,12,2020,Annual,0
A000160,대한중석,12,2021,Annual,0
A000160,대한중석,12,2022,Annual,0
A000170,LG금속,12,2011,Annual,0
A000170,LG금속,12,2012,Annual,0
A000170,LG금속,12,2013,Annual,0
A000170,LG금속,12,2014,Annual,0
A000170,LG금속,12,2015,Annual,0
A000170,LG금속,12,2016,Annual,0
A000170,LG금속,12,2017,Annual,0
A000170,LG금속,12,2018,Annual,0
A000170,LG금속,12,2019,Annual,0
A000170,LG금속,12,2020,Annual,0
A000170,LG금속,12,2021,Annual,0
A000170,LG금속,12,2022,Annual,0
A000180,성창기업지주,12,2011,Annual,0
A000180,성창기업지주,12,2012,Annual,0
A000180,성창기업지주,12,2013,Annual,0
A000180,성창기업지주,12,2014,Annual,0
A000180,성창기업지주,12,2015,Annual,0
A000180,성창기업지주,12,2016,Annual,1
A000180,성창기업지주,12,2017,Annual,0
A000180,성창기업지주,12,2018,Annual,0
A000180,성창기업지주,12,2019,Annual,0
A000180,성창기업지주,12,2020,Annual,0
A000180,성창기업지주,12,2021,Annual,0
A000180,성창기업지주,12,2022,Annual,0
A000200,대우중공업,12,2011,Annual,0
A000200,대우중공업,12,2012,Annual,0
A000200,대우중공업,12,2013,Annual,0
A000200,대우중공업,12,2014,Annual,0
A000200,대우중공업,12,2015,Annual,0
A000200,대우중공업,12,2016,Annual,0
A000200,대우중공업,12,2017,Annual,0
A000200,대우중공업,12,2018,Annual,0
A000200,대우중공업,12,2019,Annual,0
A000200,대우중공업,12,2020,Annual,0
A000200,대우중공업,12,2021,Annual,0
A000200,대우중공업,12,2022,Annual,0
A000210,DL,12,2011,Annual,0
A000210,DL,12,2012,Annual,0
A000210,DL,12,2013,Annual,0
A000210,DL,12,2014,Annual,0
A000210,DL,12,2015,Annual,0
A000210,DL,12,2016,Annual,0
A000210,DL,12,2017,Annual,0
A000210,DL,12,2018,Annual,0
A000210,DL,12,2019,Annual,0
A000210,DL,12,2020,Annual,0
A000210,DL,12,2021,Annual,0
A000210,DL,12,2022,Annual,0
A000220,유유제약,3,2011,Annual,0
A000220,유유제약,3,2012,Annual,0
A000220,유유제약,3,2013,Annual,0
A000220,유유제약,3,2014,Annual,0
A000220,유유제약,3,2015,Annual,0
A000220,유유제약,3,2016,Annual,0
A000220,유유제약,12,2017,Annual,0
A000220,유유제약,12,2018,Annual,0
A000220,유유제약,12,2019,Annual,0
A000220,유유제약,12,2020,Annual,0
A000220,유유제약,12,2021,Annual,0
A000220,유유제약,12,2022,Annual,0
A000230,일동홀딩스,12,2011,Annual,1
A000230,일동홀딩스,12,2012,Annual,0
A000230,일동홀딩스,12,2013,Annual,0
A000230,일동홀딩스,12,2014,Annual,1
A000230,일동홀딩스,12,2015,Annual,0
A000230,일동홀딩스,12,2016,Annual,0
A000230,일동홀딩스,12,2017,Annual,0
A000230,일동홀딩스,12,2018,Annual,0
A000230,일동홀딩스,12,2019,Annual,0
A000230,일동홀딩스,12,2020,Annual,0
A000230,일동홀딩스,12,2021,Annual,0
A000230,일동홀딩스,12,2022,Annual,0
A000240,한국앤컴퍼니,12,2011,Annual,0
A000240,한국앤컴퍼니,12,2012,Annual,0
A000240,한국앤컴퍼니,12,2013,Annual,1
A000240,한국앤컴퍼니,12,2014,Annual,0
A000240,한국앤컴퍼니,12,2015,Annual,0
A000240,한국앤컴퍼니,12,2016,Annual,0
A000240,한국앤컴퍼니,12,2017,Annual,0
A000240,한국앤컴퍼니,12,2018,Annual,0
A000240,한국앤컴퍼니,12,2019,Annual,0
A000240,한국앤컴퍼니,12,2020,Annual,0
A000240,한국앤컴퍼니,12,2021,Annual,0
A000240,한국앤컴퍼니,12,2022,Annual,0
A000270,기아,12,2011,Annual,0
A000270,기아,12,2012,Annual,0
A000270,기아,12,2013,Annual,0
A000270,기아,12,2014,Annual,0
A000270,기아,12,2015,Annual,0
A000270,기아,12,2016,Annual,0
A000270,기아,12,2017,Annual,0
A000270,기아,12,2018,Annual,0
A000270,기아,12,2019,Annual,0
A000270,기아,12,2020,Annual,0
A000270,기아,12,2021,Annual,0
A000270,기아,12,2022,Annual,0
A000280,동아건설,12,2011,Annual,0
A000280,동아건설,12,2012,Annual,0
A000280,동아건설,12,2013,Annual,0
A000280,동아건설,12,2014,Annual,0
A000280,동아건설,12,2015,Annual,0
A000280,동아건설,12,2016,Annual,0
A000280,동아건설,12,2017,Annual,0
A000280,동아건설,12,2018,Annual,0
A000280,동아건설,12,2019,Annual,0
A000280,동아건설,12,2020,Annual,0
A000280,동아건설,12,2021,Annual,0
A000280,동아건설,12,2022,Annual,0
A000300,대유플러스,12,2011,Annual,0
A000300,대유플러스,12,2012,Annual,0
A000300,대유플러스,12,2013,Annual,0
A000300,대유플러스,12,2014,Annual,0
A000300,대유플러스,12,2015,Annual,0
A000300,대유플러스,12,2016,Annual,0
A000300,대유플러스,12,2017,Annual,0
A000300,대유플러스,12,2018,Annual,0
A000300,대유플러스,12,2019,Annual,0
A000300,대유플러스,12,2020,Annual,0
A000300,대유플러스,12,2021,Annual,0
A000300,대유플러스,12,2022,Annual,0
A000320,노루홀딩스,12,2011,Annual,0
A000320,노루홀딩스,12,2012,Annual,0
A000320,노루홀딩스,12,2013,Annual,0
A000320,노루홀딩스,12,2014,Annual,0
A000320,노루홀딩스,12,2015,Annual,0
A000320,노루홀딩스,12,2016,Annual,0
A000320,노루홀딩스,12,2017,Annual,0
A000320,노루홀딩스,12,2018,Annual,0
A000320,노루홀딩스,12,2019,Annual,0
A000320,노루홀딩스,12,2020,Annual,0
A000320,노루홀딩스,12,2021,Annual,0
A000320,노루홀딩스,12,2022,Annual,0
A000330,두산백화,12,2011,Annual,0
A000330,두산백화,12,2012,Annual,0
A000330,두산백화,12,2013,Annual,0
A000330,두산백화,12,2014,Annual,0
A000330,두산백화,12,2015,Annual,0
A000330,두산백화,12,2016,Annual,0
A000330,두산백화,12,2017,Annual,0
A000330,두산백화,12,2018,Annual,0
A000330,두산백화,12,2019,Annual,0
A000330,두산백화,12,2020,Annual,0
A000330,두산백화,12,2021,Annual,0
A000330,두산백화,12,2022,Annual,0
A000360,삼환기업,12,2011,Annual,0
A000360,삼환기업,12,2012,Annual,0
A000360,삼환기업,12,2013,Annual,0
A000360,삼환기업,12,2014,Annual,0
A000360,삼환기업,12,2015,Annual,0
A000360,삼환기업,12,2016,Annual,0
A000360,삼환기업,12,2017,Annual,0
A000360,삼환기업,12,2018,Annual,0
A000360,삼환기업,12,2019,Annual,0
A000360,삼환기업,12,2020,Annual,0
A000360,삼환기업,12,2021,Annual,0
A000360,삼환기업,12,2022,Annual,0
A000370,한화손해보험,3,2011,Annual,0
A000370,한화손해보험,3,2012,Annual,0
A000370,한화손해보험,12,2013,Annual,0
A000370,한화손해보험,12,2014,Annual,0
A000370,한화손해보험,12,2015,Annual,0
A000370,한화손해보험,12,2016,Annual,0
A000370,한화손해보험,12,2017,Annual,0
A000370,한화손해보험,12,2018,Annual,0
A000370,한화손해보험,12,2019,Annual,1
A000370,한화손해보험,12,2020,Annual,0
A000370,한화손해보험,12,2021,Annual,0
A000370,한화손해보험,12,2022,Annual,1
A000390,삼화페인트,12,2011,Annual,0
A000390,삼화페인트,12,2012,Annual,0
A000390,삼화페인트,12,2013,Annual,0
A000390,삼화페인트,12,2014,Annual,0
A000390,삼화페인트,12,2015,Annual,0
A000390,삼화페인트,12,2016,Annual,1
A000390,삼화페인트,12,2017,Annual,0
A000390,삼화페인트,12,2018,Annual,0
A000390,삼화페인트,12,2019,Annual,0
A000390,삼화페인트,12,2020,Annual,0
A000390,삼화페인트,12,2021,Annual,0
A000390,삼화페인트,12,2022,Annual,0
A000400,롯데손해보험,3,2011,Annual,0
A000400,롯데손해보험,3,2012,Annual,0
A000400,롯데손해보험,12,2013,Annual,0
A000400,롯데손해보험,12,2014,Annual,0
A000400,롯데손해보험,12,2015,Annual,1
A000400,롯데손해보험,12,2016,Annual,0
A000400,롯데손해보험,12,2017,Annual,0
A000400,롯데손해보험,12,2018,Annual,0
A000400,롯데손해보험,12,2019,Annual,0
A000400,롯데손해보험,12,2020,Annual,0
A000400,롯데손해보험,12,2021,Annual,0
A000400,롯데손해보험,12,2022,Annual,0
A000420,로케트전기,12,2011,Annual,0
A000420,로케트전기,12,2012,Annual,0
A000420,로케트전기,12,2013,Annual,0
A000420,로케트전기,12,2014,Annual,0
A000420,로케트전기,12,2015,Annual,0
A000420,로케트전기,12,2016,Annual,0
A000420,로케트전기,12,2017,Annual,0
A000420,로케트전기,12,2018,Annual,0
A000420,로케트전기,12,2019,Annual,0
A000420,로케트전기,12,2020,Annual,0
A000420,로케트전기,12,2021,Annual,0
A000420,로케트전기,12,2022,Annual,0
A000430,대원강업,12,2011,Annual,0
A000430,대원강업,12,2012,Annual,0
A000430,대원강업,12,2013,Annual,0
A000430,대원강업,12,2014,Annual,0
A000430,대원강업,12,2015,Annual,0
A000430,대원강업,12,2016,Annual,0
A000430,대원강업,12,2017,Annual,0
A000430,대원강업,12,2018,Annual,0
A000430,대원강업,12,2019,Annual,0
A000430,대원강업,12,2020,Annual,0
A000430,대원강업,12,2021,Annual,0
A000430,대원강업,12,2022,Annual,0
A000450,한주통산,12,2011,Annual,0
A000450,한주통산,12,2012,Annual,0
A000450,한주통산,12,2013,Annual,0
A000450,한주통산,12,2014,Annual,0
A000450,한주통산,12,2015,Annual,0
A000450,한주통산,12,2016,Annual,0
A000450,한주통산,12,2017,Annual,0
A000450,한주통산,12,2018,Annual,0
A000450,한주통산,12,2019,Annual,0
A000450,한주통산,12,2020,Annual,0
A000450,한주통산,12,2021,Annual,0
A000450,한주통산,12,2022,Annual,0
A000480,CR홀딩스,12,2011,Annual,1
A000480,CR홀딩스,12,2012,Annual,0
A000480,CR홀딩스,12,2013,Annual,0
A000480,CR홀딩스,12,2014,Annual,0
A000480,CR홀딩스,12,2015,Annual,0
A000480,CR홀딩스,12,2016,Annual,0
A000480,CR홀딩스,12,2017,Annual,0
A000480,CR홀딩스,12,2018,Annual,0
A000480,CR홀딩스,12,2019,Annual,0
A000480,CR홀딩스,12,2020,Annual,0
A000480,CR홀딩스,12,2021,Annual,0
A000480,CR홀딩스,12,2022,Annual,0
A000490,대동,12,2011,Annual,0
A000490,대동,12,2012,Annual,0
A000490,대동,12,2013,Annual,0
A000490,대동,12,2014,Annual,0
A000490,대동,12,2015,Annual,0
A000490,대동,12,2016,Annual,0
A000490,대동,12,2017,Annual,0
A000490,대동,12,2018,Annual,0
A000490,대동,12,2019,Annual,0
A000490,대동,12,2020,Annual,0
A000490,대동,12,2021,Annual,0
A000490,대동,12,2022,Annual,0
A000500,가온전선,12,2011,Annual,0
A000500,가온전선,12,2012,Annual,0
A000500,가온전선,12,2013,Annual,0
A000500,가온전선,12,2014,Annual,0
A000500,가온전선,12,2015,Annual,0
A000500,가온전선,12,2016,Annual,0
A000500,가온전선,12,2017,Annual,0
A000500,가온전선,12,2018,Annual,0
A000500,가온전선,12,2019,Annual,0
A000500,가온전선,12,2020,Annual,0
A000500,가온전선,12,2021,Annual,0
A000500,가온전선,12,2022,Annual,0
A000510,태화,12,2011,Annual,0
A000510,태화,12,2012,Annual,0
A000510,태화,12,2013,Annual,0
A000510,태화,12,2014,Annual,0
A000510,태화,12,2015,Annual,0
A000510,태화,12,2016,Annual,0
A000510,태화,12,2017,Annual,0
A000510,태화,12,2018,Annual,0
A000510,태화,12,2019,Annual,0
A000510,태화,12,2020,Annual,0
A000510,태화,12,2021,Annual,0
A000510,태화,12,2022,Annual,0
A000520,삼일제약,12,2011,Annual,0
A000520,삼일제약,12,2012,Annual,0
A000520,삼일제약,12,2013,Annual,0
A000520,삼일제약,12,2014,Annual,1
A000520,삼일제약,12,2015,Annual,0
A000520,삼일제약,12,2016,Annual,1
A000520,삼일제약,12,2017,Annual,0
A000520,삼일제약,12,2018,Annual,1
A000520,삼일제약,12,2019,Annual,1
A000520,삼일제약,12,2020,Annual,0
A000520,삼일제약,12,2021,Annual,0
A000520,삼일제약,12,2022,Annual,0
A000540,흥국화재,3,2011,Annual,0
A000540,흥국화재,3,2012,Annual,0
A000540,흥국화재,12,2013,Annual,0
A000540,흥국화재,12,2014,Annual,0
A000540,흥국화재,12,2015,Annual,0
A000540,흥국화재,12,2016,Annual,0
A000540,흥국화재,12,2017,Annual,1
A000540,흥국화재,12,2018,Annual,0
A000540,흥국화재,12,2019,Annual,0
A000540,흥국화재,12,2020,Annual,1
A000540,흥국화재,12,2021,Annual,0
A000540,흥국화재,12,2022,Annual,0
A000570,금호건설,12,2011,Annual,0
A000570,금호건설,12,2012,Annual,0
A000570,금호건설,12,2013,Annual,0
A000570,금호건설,12,2014,Annual,0
A000570,금호건설,12,2015,Annual,0
A000570,금호건설,12,2016,Annual,0
A000570,금호건설,12,2017,Annual,0
A000570,금호건설,12,2018,Annual,0
A000570,금호건설,12,2019,Annual,0
A000570,금호건설,12,2020,Annual,0
A000570,금호건설,12,2021,Annual,0
A000570,금호건설,12,2022,Annual,0
A000590,CS홀딩스,12,2011,Annual,0
A000590,CS홀딩스,12,2012,Annual,0
A000590,CS홀딩스,12,2013,Annual,0
A000590,CS홀딩스,12,2014,Annual,0
A000590,CS홀딩스,12,2015,Annual,0
A000590,CS홀딩스,12,2016,Annual,0
A000590,CS홀딩스,12,2017,Annual,0
A000590,CS홀딩스,12,2018,Annual,0
A000590,CS홀딩스,12,2019,Annual,0
A000590,CS홀딩스,12,2020,Annual,0
A000590,CS홀딩스,12,2021,Annual,0
A000590,CS홀딩스,12,2022,Annual,0
A000640,동아쏘시오홀딩스,12,2011,Annual,0
A000640,동아쏘시오홀딩스,12,2012,Annual,0
A000640,동아쏘시오홀딩스,12,2013,Annual,0
A000640,동아쏘시오홀딩스,12,2014,Annual,0
A000640,동아쏘시오홀딩스,12,2015,Annual,1
A000640,동아쏘시오홀딩스,12,2016,Annual,0
A000640,동아쏘시오홀딩스,12,2017,Annual,0
A000640,동아쏘시오홀딩스,12,2018,Annual,0
A000640,동아쏘시오홀딩스,12,2019,Annual,0
A000640,동아쏘시오홀딩스,12,2020,Annual,0
A000640,동아쏘시오홀딩스,12,2021,Annual,0
A000640,동아쏘시오홀딩스,12,2022,Annual,0
A000650,천일고속,12,2011,Annual,0
A000650,천일고속,12,2012,Annual,1
A000650,천일고속,12,2013,Annual,0
A000650,천일고속,12,2014,Annual,0
A000650,천일고속,12,2015,Annual,0
A000650,천일고속,12,2016,Annual,0
A000650,천일고속,12,2017,Annual,0
A000650,천일고속,12,2018,Annual,0
A000650,천일고속,12,2019,Annual,0
A000650,천일고속,12,2020,Annual,0
A000650,천일고속,12,2021,Annual,0
A000650,천일고속,12,2022,Annual,0
A000660,SK하이닉스,12,2011,Annual,0
A000660,SK하이닉스,12,2012,Annual,0
A000660,SK하이닉스,12,2013,Annual,0
A000660,SK하이닉스,12,2014,Annual,0
A000660,SK하이닉스,12,2015,Annual,0
A000660,SK하이닉스,12,2016,Annual,0
A000660,SK하이닉스,12,2017,Annual,0
A000660,SK하이닉스,12,2018,Annual,1
A000660,SK하이닉스,12,2019,Annual,1
A000660,SK하이닉스,12,2020,Annual,0
A000660,SK하이닉스,12,2021,Annual,0
A000660,SK하이닉스,12,2022,Annual,0
A000670,영풍,12,2011,Annual,0
A000670,영풍,12,2012,Annual,0
A000670,영풍,12,2013,Annual,0
A000670,영풍,12,2014,Annual,0
A000670,영풍,12,2015,Annual,0
A000670,영풍,12,2016,Annual,0
A000670,영풍,12,2017,Annual,0
A000670,영풍,12,2018,Annual,0
A000670,영풍,12,2019,Annual,0
A000670,영풍,12,2020,Annual,0
A000670,영풍,12,2021,Annual,0
A000670,영풍,12,2022,Annual,0
A000680,LS네트웍스,12,2011,Annual,0
A000680,LS네트웍스,12,2012,Annual,0
A000680,LS네트웍스,12,2013,Annual,0
A000680,LS네트웍스,12,2014,Annual,0
A000680,LS네트웍스,12,2015,Annual,0
A000680,LS네트웍스,12,2016,Annual,0
A000680,LS네트웍스,12,2017,Annual,0
A000680,LS네트웍스,12,2018,Annual,0
A000680,LS네트웍스,12,2019,Annual,1
A000680,LS네트웍스,12,2020,Annual,1
A000680,LS네트웍스,12,2021,Annual,0
A000680,LS네트웍스,12,2022,Annual,0
A000700,유수홀딩스,12,2011,Annual,0
A000700,유수홀딩스,12,2012,Annual,1
A000700,유수홀딩스,12,2013,Annual,0
A000700,유수홀딩스,12,2014,Annual,0
A000700,유수홀딩스,12,2015,Annual,0
A000700,유수홀딩스,12,2016,Annual,0
A000700,유수홀딩스,12,2017,Annual,0
A000700,유수홀딩스,12,2018,Annual,1
A000700,유수홀딩스,12,2019,Annual,0
A000700,유수홀딩스,12,2020,Annual,1
A000700,유수홀딩스,12,2021,Annual,0
A000700,유수홀딩스,12,2022,Annual,0
A000720,현대건설,12,2011,Annual,0
A000720,현대건설,12,2012,Annual,0
A000720,현대건설,12,2013,Annual,0
A000720,현대건설,12,2014,Annual,0
A000720,현대건설,12,2015,Annual,0
A000720,현대건설,12,2016,Annual,0
A000720,현대건설,12,2017,Annual,0
A000720,현대건설,12,2018,Annual,0
A000720,현대건설,12,2019,Annual,0
A000720,현대건설,12,2020,Annual,0
A000720,현대건설,12,2021,Annual,0
A000720,현대건설,12,2022,Annual,0
A000730,서울교통공사,12,2011,Annual,0
A000730,서울교통공사,12,2012,Annual,0
A000730,서울교통공사,12,2013,Annual,0
A000730,서울교통공사,12,2014,Annual,0
A000730,서울교통공사,12,2015,Annual,0
A000730,서울교통공사,12,2016,Annual,0
A000730,서울교통공사,12,2017,Annual,0
A000730,서울교통공사,12,2018,Annual,0
A000730,서울교통공사,12,2019,Annual,0
A000730,서울교통공사,12,2020,Annual,0
A000730,서울교통공사,12,2021,Annual,0
A000730,서울교통공사,12,2022,Annual,0
A000760,이화산업,3,2011,Annual,0
A000760,이화산업,3,2012,Annual,0
A000760,이화산업,3,2013,Annual,0
A000760,이화산업,3,2014,Annual,0
A000760,이화산업,3,2015,Annual,0
A000760,이화산업,12,2016,Annual,0
A000760,이화산업,12,2017,Annual,0
A000760,이화산업,12,2018,Annual,0
A000760,이화산업,12,2019,Annual,0
A000760,이화산업,12,2020,Annual,0
A000760,이화산업,12,2021,Annual,0
A000760,이화산업,12,2022,Annual,0
A000810,삼성화재,3,2011,Annual,0
A000810,삼성화재,3,2012,Annual,0
A000810,삼성화재,12,2013,Annual,0
A000810,삼성화재,12,2014,Annual,0
A000810,삼성화재,12,2015,Annual,0
A000810,삼성화재,12,2016,Annual,0
A000810,삼성화재,12,2017,Annual,0
A000810,삼성화재,12,2018,Annual,0
A000810,삼성화재,12,2019,Annual,0
A000810,삼성화재,12,2020,Annual,1
A000810,삼성화재,12,2021,Annual,0
A000810,삼성화재,12,2022,Annual,0
A000830,삼성물산,12,2011,Annual,0
A000830,삼성물산,12,2012,Annual,0
A000830,삼성물산,12,2013,Annual,0
A000830,삼성물산,12,2014,Annual,1
A000830,삼성물산,12,2015,Annual,0
A000830,삼성물산,12,2016,Annual,0
A000830,삼성물산,12,2017,Annual,0
A000830,삼성물산,12,2018,Annual,0
A000830,삼성물산,12,2019,Annual,0
A000830,삼성물산,12,2020,Annual,0
A000830,삼성물산,12,2021,Annual,0
A000830,삼성물산,12,2022,Annual,0
A000840,한국벨트,12,2011,Annual,0
A000840,한국벨트,12,2012,Annual,0
A000840,한국벨트,12,2013,Annual,0
A000840,한국벨트,12,2014,Annual,0
A000840,한국벨트,12,2015,Annual,0
A000840,한국벨트,12,2016,Annual,0
A000840,한국벨트,12,2017,Annual,0
A000840,한국벨트,12,2018,Annual,0
A000840,한국벨트,12,2019,Annual,0
A000840,한국벨트,12,2020,Annual,0
A000840,한국벨트,12,2021,Annual,0
A000840,한국벨트,12,2022,Annual,0
A000850,화천기공,12,2011,Annual,0
A000850,화천기공,12,2012,Annual,0
