Symbol,Name,상장연도,결산월,회계년,주기,ROE(세전계속사업이익)(%),총자본증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),부채비율(%),총자본회전율(회),현금흐름/총자본(%)
A005320,국동,1996,12,2018,Annual,7.00,13.71,흑전,흑전,154.02,4.82,9.35
A005320,국동,1996,12,2019,Annual,-8.13,35.08,적전,적전,104.22,3.92,-3.08
A005320,국동,1996,12,2020,Annual,23.96,28.03,흑전,흑전,115.54,3.39,22.83
A005320,국동,1996,12,2021,Annual,-4.40,22.1,적전,적전,64.58,2.43,-3.88
A005320,국동,1996,12,2022,Annual,8.01,6.54,흑전,흑전,60.48,3.12,6.67
A001140,국보,1989,12,2012,Annual,3.53,-1.95,84.35,적지,191.46,3.58,3.81
A001140,국보,1989,12,2013,Annual,-18.43,-11.91,-40.03,적지,230.27,3.41,-5.19
A001140,국보,1989,12,2014,Annual,-31.24,-24.01,적전,적지,302.32,3.72,-20.68
A001140,국보,1989,12,2015,Annual,-22.04,-18.62,적지,적지,351.32,4.47,-13.65
A001140,국보,1989,12,2016,Annual,-25.90,-17.02,흑전,적지,432.28,5.19,-18.56
A001140,국보,1989,12,2017,Annual,-31.43,16.84,적전,적지,310.51,4.72,-10.99
A001140,국보,1989,12,2018,Annual,-5.71,-24.86,적지,적지,259.29,4.58,-18.25
A001140,국보,1989,12,2019,Annual,-35.81,113.27,적지,적지,303.29,4.24,-20.59
A001140,국보,1989,12,2020,Annual,-72.80,7.77,적지,적지,194.62,3.70,-38.80
A001140,국보,1989,12,2021,Annual,-51.94,3.3,적지,적지,221.31,3.09,-40.59
A001140,국보,1989,12,2022,Annual,-51.14,35.31,적지,적지,155.2,1.57,-46.39
A002720,국제약품,1975,12,2012,Annual,-24.34,-25.99,적전,적전,107.62,1.95,-22.73
A002720,국제약품,1975,12,2013,Annual,0.92,5.38,흑전,흑전,101.33,2.12,10.91
A002720,국제약품,1975,12,2014,Annual,-10.40,-12.82,적전,적전,131.07,2.24,-5.77
A002720,국제약품,1975,12,2015,Annual,-2.82,34.62,흑전,적지,99.6,1.97,-4.33
A002720,국제약품,1975,12,2016,Annual,2.60,-1.37,89.2,흑전,91.73,1.78,5.38
A002720,국제약품,1975,12,2017,Annual,3.03,0.38,-35.4,30,94.23,1.82,5.52
A002720,국제약품,1975,12,2018,Annual,4.15,1.36,28.19,110.16,83.75,1.58,7.23
A002720,국제약품,1975,12,2019,Annual,0.19,-11.27,69.48,적전,120.81,1.71,-2.33
A002720,국제약품,1975,12,2020,Annual,8.51,15.66,8.45,흑전,106.56,1.98,8.87
A002720,국제약품,1975,12,2021,Annual,-1.60,-2.71,적전,적전,103.8,1.72,4.11
A002720,국제약품,1975,12,2022,Annual,6.65,8.01,흑전,흑전,84.39,1.77,11.28
A114090,GKL,2009,12,2012,Annual,54.71,49.75,6.52,127.56,51.67,1.82,57.27
A114090,GKL,2009,12,2013,Annual,51.41,19.34,30.54,-4.5,42.32,1.54,40.79
A114090,GKL,2009,12,2014,Annual,37.04,9.07,-22.69,-15.31,50.9,1.31,30.93
A114090,GKL,2009,12,2015,Annual,27.27,5.76,-19.89,-21.27,42.58,1.14,23.53
A114090,GKL,2009,12,2016,Annual,30.81,13.7,27.71,24.65,40.76,1.12,26.09
A114090,GKL,2009,12,2017,Annual,20.42,2.57,-28.45,-29.56,37.56,0.95,18.36
A114090,GKL,2009,12,2018,Annual,19.00,5.64,-2.88,-3.47,36.24,0.88,17.18
A114090,GKL,2009,12,2019,Annual,16.69,4.11,-7.86,-6.87,55.41,0.86,19.09
A114090,GKL,2009,12,2020,Annual,-15.15,-16.88,적전,적전,45.65,0.34,-4.79
A114090,GKL,2009,12,2021,Annual,-33.86,-21.14,적지,적지,38.52,0.20,-17.69
A114090,GKL,2009,12,2022,Annual,-6.54,-0.28,적지,적지,59.37,0.68,2.67
A083420,그린케미칼,2005,12,2012,Annual,15.30,9.2,10.05,6.92,60.99,2.30,21.68
A083420,그린케미칼,2005,12,2013,Annual,11.88,7.77,-16.68,-8.54,52.58,2.37,20.04
A083420,그린케미칼,2005,12,2014,Annual,13.68,9.05,21.21,21.3,69.57,2.27,22.44
A083420,그린케미칼,2005,12,2015,Annual,3.34,0.1,-78.57,-72.75,88.52,1.90,15.82
A083420,그린케미칼,2005,12,2016,Annual,2.91,-0.38,33.49,-18.73,78.67,2.11,18.33
A083420,그린케미칼,2005,12,2017,Annual,2.54,-4.99,-13.07,-12.23,77.94,2.25,19.09
A083420,그린케미칼,2005,12,2018,Annual,2.46,-2.28,-4.78,-0.38,76.31,2.34,15.71
A083420,그린케미칼,2005,12,2019,Annual,6.20,1.17,132.12,122.06,72.19,2.15,19.77
A083420,그린케미칼,2005,12,2020,Annual,11.44,4.37,88.31,85.29,56.17,2.19,23.81
A083420,그린케미칼,2005,12,2021,Annual,18.48,8.97,41.76,54.05,71.56,2.42,27.84
A083420,그린케미칼,2005,12,2022,Annual,4.87,-0.74,-17.41,-81.98,60.56,2.64,12.63
A014530,극동유화,1991,12,2012,Annual,16.05,11.54,27.23,29.92,91.55,3.40,13.09
A014530,극동유화,1991,12,2013,Annual,16.05,9.88,2.16,8.56,72.28,2.82,13.19
A014530,극동유화,1991,12,2014,Annual,10.29,5.42,-28.16,-28.14,57.58,2.50,9.25
A014530,극동유화,1991,12,2015,Annual,15.53,9.06,39.1,55.78,43.64,2.09,12.85
A014530,극동유화,1991,12,2016,Annual,12.51,7.18,-8.03,-3.46,37.06,1.71,11.71
A014530,극동유화,1991,12,2017,Annual,7.18,6.08,-18.21,7.99,80.94,3.40,11.94
A014530,극동유화,1991,12,2018,Annual,13.25,7.78,36.4,7.87,75.17,5.39,12.16
A014530,극동유화,1991,12,2019,Annual,11.16,5.85,-10.25,-12.82,71.27,4.83,11.28
A014530,극동유화,1991,12,2020,Annual,5.29,2.05,-14.09,-49.5,69.41,3.64,6.80
A014530,극동유화,1991,12,2021,Annual,9.32,5.4,43.17,53.47,76.81,5.44,9.64
A014530,극동유화,1991,12,2022,Annual,13.61,12.76,49.33,85.6,71.97,6.41,13.33
A014280,금강공업,1988,12,2012,Annual,9.91,25.5,254.94,"7,098.66",171.28,3.17,20.56
A014280,금강공업,1988,12,2013,Annual,10.29,6.33,2.25,21.91,162.48,2.78,22.49
A014280,금강공업,1988,12,2014,Annual,11.78,6.71,27.84,24.9,163.34,2.48,31.74
A014280,금강공업,1988,12,2015,Annual,7.42,-1.69,-21.29,-66.9,151.28,2.08,22.85
A014280,금강공업,1988,12,2016,Annual,17.43,12.91,74.73,368.43,133.21,2.10,32.43
A014280,금강공업,1988,12,2017,Annual,12.43,8.63,-18.38,-25.53,128.45,1.93,30.69
A014280,금강공업,1988,12,2018,Annual,6.79,6.99,-44.93,-44.16,140.76,1.66,21.90
A014280,금강공업,1988,12,2019,Annual,-0.68,-2.34,-89.65,적전,141.08,1.57,16.38
A014280,금강공업,1988,12,2020,Annual,0.91,2.12,적전,흑전,120.56,1.44,16.32
A014280,금강공업,1988,12,2021,Annual,7.81,9.46,흑전,858.61,124.65,1.54,19.55
A014280,금강공업,1988,12,2022,Annual,14.58,15.92,32.61,142.31,144.26,1.75,27.71
A001570,금양,1976,12,2012,Annual,10.99,0.81,16.3,25.41,180.08,2.71,11.57
A001570,금양,1976,12,2013,Annual,3.30,0.03,-14.66,-80.65,222.94,3.43,9.64
A001570,금양,1976,12,2014,Annual,1.14,-2.34,-8.52,적전,260.18,3.52,9.13
A001570,금양,1976,12,2015,Annual,41.53,30.26,32.77,흑전,185.41,3.10,35.41
A001570,금양,1976,12,2016,Annual,-56.77,-40.5,76.9,적전,418.85,3.65,-36.04
A001570,금양,1976,12,2017,Annual,70.49,67.04,8.36,흑전,240.45,3.92,50.16
A001570,금양,1976,12,2018,Annual,39.72,37.96,2.93,8.62,157.72,3.00,35.62
A001570,금양,1976,12,2019,Annual,-17.35,-14.06,-31.9,적전,228.35,2.34,-10.78
A001570,금양,1976,12,2020,Annual,-5.62,16.85,-34.79,적지,175.52,2.38,0.26
A001570,금양,1976,12,2021,Annual,5.42,47.14,109.27,흑전,168.15,2.21,18.50
A001570,금양,1976,12,2022,Annual,-3.60,0.3,-36.96,적전,136.59,1.73,-23.70
A002990,금호건설,1976,12,2012,Annual,"-1,268.65",-88.01,적전,적지,"13,206.81",22.11,"-1,040.80"
A002990,금호건설,1976,12,2013,Annual,-94.02,954.82,흑전,흑전,"1,053.24",17.11,64.78
A002990,금호건설,1976,12,2014,Annual,76.99,96.45,-32.35,101.05,399.95,6.71,47.15
A002990,금호건설,1976,12,2015,Annual,-4.97,-3.57,-47.82,적전,351.47,5.18,-1.67
A002990,금호건설,1976,12,2016,Annual,25.97,7.27,101.19,흑전,309.5,4.50,12.38
A002990,금호건설,1976,12,2017,Annual,28.36,26.16,-25.71,164.39,227.2,3.69,27.40
A002990,금호건설,1976,12,2018,Annual,4.07,-9.27,36.07,적전,231.8,3.68,0.15
A002990,금호건설,1976,12,2019,Annual,3.30,5.67,31.29,흑전,255.23,4.36,4.99
A002990,금호건설,1976,12,2020,Annual,6.28,3.66,46.4,125.52,252.88,4.77,8.80
A002990,금호건설,1976,12,2021,Annual,20.64,67.27,37.4,460.56,165.92,3.96,29.90
A002990,금호건설,1976,12,2022,Annual,9.46,-16.77,-49.86,-85.99,211.25,3.43,5.02
A011780,금호석유,1988,12,2012,Annual,8.31,6.5,-73.33,-76.81,165.97,3.66,18.01
A011780,금호석유,1988,12,2013,Annual,-4.38,-5.95,-40.02,적전,170.02,3.19,10.07
A011780,금호석유,1988,12,2014,Annual,7.32,5.25,37.72,흑전,170.31,2.98,16.92
A011780,금호석유,1988,12,2015,Annual,10.26,1.35,-11.31,37.96,153.08,2.38,17.84
A011780,금호석유,1988,12,2016,Annual,6.66,3.86,-4.19,-33.73,163.1,2.34,16.46
A011780,금호석유,1988,12,2017,Annual,15.73,13.25,67.2,169.48,134.05,2.75,23.42
A011780,금호석유,1988,12,2018,Annual,28.66,20,111.19,131.15,96.61,2.59,32.55
A011780,금호석유,1988,12,2019,Annual,15.14,11.98,-34.12,-41.42,72.58,1.99,19.98
A011780,금호석유,1988,12,2020,Annual,26.54,19.76,103.13,97.82,59.64,1.66,26.44
A011780,금호석유,1988,12,2021,Annual,63.61,61.4,224.3,237.16,59.67,2.06,52.81
A011780,금호석유,1988,12,2022,Annual,23.31,11.73,-52.33,-48.1,35.89,1.48,23.48
A214330,금호에이치티,2015,12,2015,Annual,26.10,29.17,24.59,11.29,52.2,2.81,30.71
A214330,금호에이치티,2015,12,2016,Annual,14.72,6.01,-29.71,-44.2,81.51,2.49,20.70
A214330,금호에이치티,2015,12,2017,Annual,7.49,5.18,-37.57,-40.95,65.46,2.03,13.82
A214330,금호에이치티,2015,12,2018,Annual,7.73,37.57,17.58,57.96,90.93,1.94,13.96
A214330,금호에이치티,2015,12,2019,Annual,0.22,38.27,-61.32,적전,86.57,1.69,5.61
A214330,금호에이치티,2015,12,2020,Annual,-4.23,29.26,적전,적지,54.3,1.11,-0.42
A214330,금호에이치티,2015,12,2021,Annual,-6.10,57.22,흑전,적지,30.78,0.82,-3.11
A214330,금호에이치티,2015,12,2022,Annual,-5.07,-7.13,42.38,적지,30.95,0.82,-3.84
A001210,금호전기,1973,12,2012,Annual,-27.98,-19.94,적전,적전,135.5,1.56,-12.91
A001210,금호전기,1973,12,2013,Annual,-8.72,-14.02,적지,적지,186.48,1.92,0.07
A001210,금호전기,1973,12,2014,Annual,-1.35,4.68,흑전,적지,164.95,2.35,7.66
A001210,금호전기,1973,12,2015,Annual,-28.00,-7,적전,적지,162.79,2.11,-14.03
A001210,금호전기,1973,12,2016,Annual,-8.03,-11.53,흑전,적지,187.56,2.43,-1.97
A001210,금호전기,1973,12,2017,Annual,-14.47,-13.66,적전,적지,196.45,0.68,-1.83
A001210,금호전기,1973,12,2018,Annual,-48.22,-74.91,적지,적지,390.87,0.74,-8.09
A001210,금호전기,1973,12,2019,Annual,-75.38,-51.42,적지,적지,333.72,2.30,-115.85
A001210,금호전기,1973,12,2020,Annual,-90.87,-74.84,적지,적지,"1,498.44",4.27,-206.35
A001210,금호전기,1973,12,2021,Annual,-103.54,333.02,적지,적지,356.63,3.68,-60.65
A001210,금호전기,1973,12,2022,Annual,-107.99,-26.35,적지,적지,359.89,2.89,-88.95
A073240,금호타이어,2005,12,2012,Annual,11.52,63.32,93.82,흑전,414.02,5.43,40.73
A073240,금호타이어,2005,12,2013,Annual,14.34,22.37,-7.84,-22.69,315.91,3.58,27.24
A073240,금호타이어,2005,12,2014,Annual,14.07,16.5,3.6,30.36,262.34,2.79,25.62
A073240,금호타이어,2005,12,2015,Annual,-5.06,-4.92,-62.06,적전,314.02,2.35,10.45
A073240,금호타이어,2005,12,2016,Annual,-2.20,-8.89,-17.77,적지,346.59,2.45,17.01
A073240,금호타이어,2005,12,2017,Annual,-12.73,-19.12,적전,적지,389.06,2.77,9.92
A073240,금호타이어,2005,12,2018,Annual,-17.06,44.42,적지,적지,214.62,2.25,4.05
A073240,금호타이어,2005,12,2019,Annual,-2.96,-3.66,흑전,적지,203.99,1.80,15.90
A073240,금호타이어,2005,12,2020,Annual,-7.06,-9.67,적전,적지,229.41,1.76,12.88
A073240,금호타이어,2005,12,2021,Annual,-6.14,9.76,적지,적지,238.82,2.12,14.17
A073240,금호타이어,2005,12,2022,Annual,-6.65,-2.89,흑전,적지,277.24,2.82,14.07
A000270,기아,1973,12,2012,Annual,34.02,24.71,0.66,9.82,92.3,3.11,32.47
A000270,기아,1973,12,2013,Annual,26.03,20.22,-9.8,-1.23,78.63,2.57,27.05
A000270,기아,1973,12,2014,Annual,17.86,11.01,-19.03,-21.57,82.55,2.20,20.27
A000270,기아,1973,12,2015,Annual,13.28,7.65,-8.48,-12.13,89.97,2.12,17.36
A000270,기아,1973,12,2016,Annual,13.56,9.81,4.55,4.72,91.46,2.08,17.49
A000270,기아,1973,12,2017,Annual,4.27,1.06,-73.1,-64.86,94.68,2.00,10.57
A000270,기아,1973,12,2018,Annual,5.43,1.42,74.79,19.41,90.09,2.00,11.43
A000270,기아,1973,12,2019,Annual,9.00,6.37,73.63,58.02,90.99,2.07,14.07
A000270,기아,1973,12,2020,Annual,6.26,3.15,2.83,-18.56,102.37,2.01,12.59
A000270,기아,1973,12,2021,Annual,19.73,16.8,145.14,220,91.48,2.16,21.54
A000270,기아,1973,12,2022,Annual,20.21,12.69,42.79,13.63,87.35,2.33,21.09
A013700,까뮤이앤씨,1989,12,2012,Annual,-4.53,-6.67,흑전,적지,378.32,2.04,-5.74
A013700,까뮤이앤씨,1989,12,2013,Annual,-25.22,-21.61,적전,적지,397.2,2.18,-30.45
A013700,까뮤이앤씨,1989,12,2014,Annual,6.62,5.88,흑전,흑전,263.19,3.56,7.66
A013700,까뮤이앤씨,1989,12,2015,Annual,14.14,28.26,41.39,126.18,182.76,3.25,13.99
A013700,까뮤이앤씨,1989,12,2016,Annual,7.90,11.63,10.27,-37,179.73,2.88,8.07
A013700,까뮤이앤씨,1989,12,2017,Annual,15.23,15.64,127.11,159.1,136.76,3.12,16.91
A013700,까뮤이앤씨,1989,12,2018,Annual,7.00,0.77,-59.86,-79.39,138.81,1.96,4.63
A013700,까뮤이앤씨,1989,12,2019,Annual,22.29,19.09,266.52,676.1,138.08,4.34,23.19
A013700,까뮤이앤씨,1989,12,2020,Annual,12.70,16.68,-81.02,-31.81,100.83,2.10,14.11
A013700,까뮤이앤씨,1989,12,2021,Annual,-4.20,19.39,적전,적전,97.4,1.80,-1.53
A013700,까뮤이앤씨,1989,12,2022,Annual,-20.37,-19.9,적지,적지,146.99,2.19,-15.94
A004540,깨끗한나라,1975,12,2012,Annual,8.04,11.56,35.35,"1,111.22",263.03,5.72,32.64
A004540,깨끗한나라,1975,12,2013,Annual,8.14,52.75,23.25,11.81,152.29,4.39,26.19
A004540,깨끗한나라,1975,12,2014,Annual,0.61,1.22,-66.36,-83.61,160.21,3.66,14.87
A004540,깨끗한나라,1975,12,2015,Annual,-1.44,13.05,-43.61,적전,154.34,3.53,12.49
A004540,깨끗한나라,1975,12,2016,Annual,5.04,3.2,363.51,흑전,148.05,3.40,15.96
A004540,깨끗한나라,1975,12,2017,Annual,-11.76,-10.69,적전,적전,204.65,3.31,2.28
A004540,깨끗한나라,1975,12,2018,Annual,-17.46,-7.15,적지,적지,243.17,3.45,-3.42
A004540,깨끗한나라,1975,12,2019,Annual,-9.48,-7,흑전,적지,231.35,3.52,10.73
A004540,깨끗한나라,1975,12,2020,Annual,23.27,33.47,911.26,흑전,159.7,3.12,36.02
A004540,깨끗한나라,1975,12,2021,Annual,4.48,5.85,-74.94,-78.16,160.88,2.59,18.19
A004540,깨끗한나라,1975,12,2022,Annual,-1.14,5.17,-71.22,적전,173.9,2.58,13.35
A001260,남광토건,1976,12,2012,Annual,완전잠식,전기잠식,적지,적지,830.84,완전잠식,완전잠식
A001260,남광토건,1976,12,2013,Annual,-111.57,-40.09,적지,적지,"1,528.62",7.58,-107.71
A001260,남광토건,1976,12,2014,Annual,완전잠식,당기잠식,적지,적지,완전잠식,완전잠식,완전잠식
A001260,남광토건,1976,12,2015,Annual,완전잠식,전기잠식,적지,적지,506.58,완전잠식,완전잠식
A001260,남광토건,1976,12,2016,Annual,-6.25,3.07,적지,적지,332.68,4.58,-4.60
A001260,남광토건,1976,12,2017,Annual,3.75,6.54,흑전,흑전,284.24,2.75,4.97
A001260,남광토건,1976,12,2018,Annual,12.42,13.4,509.09,236.17,203.19,3.40,13.37
A001260,남광토건,1976,12,2019,Annual,7.57,7.66,-56.73,-32.4,283.12,4.63,9.71
A001260,남광토건,1976,12,2020,Annual,23.07,25.4,215.6,256.16,207.71,3.99,25.12
A001260,남광토건,1976,12,2021,Annual,31.02,32.34,36.73,57.54,212.24,4.63,31.19
A001260,남광토건,1976,12,2022,Annual,16.18,21.95,-46.57,-10.83,223.29,4.63,22.65
A008350,남선알미늄,1978,12,2012,Annual,-26.20,-17.38,적전,적전,285.96,4.55,-16.08
A008350,남선알미늄,1978,12,2013,Annual,17.69,15.48,흑전,흑전,235.43,5.35,22.93
A008350,남선알미늄,1978,12,2014,Annual,14.91,23.49,2.41,82.32,174.75,4.31,29.36
A008350,남선알미늄,1978,12,2015,Annual,19.09,17.84,22.78,-15.47,177.59,3.68,21.60
A008350,남선알미늄,1978,12,2016,Annual,23.52,18.92,41.39,37.08,131.23,3.55,22.81
A008350,남선알미늄,1978,12,2017,Annual,20.95,20.59,-14.18,6.58,92.58,2.96,19.87
A008350,남선알미늄,1978,12,2018,Annual,19.79,14.15,-54.57,16,79.6,2.20,19.28
A008350,남선알미늄,1978,12,2019,Annual,10.53,6.15,22.84,-42.59,65.01,1.87,11.47
A008350,남선알미늄,1978,12,2020,Annual,7.01,5.83,적전,-27.22,55.72,1.46,8.69
A008350,남선알미늄,1978,12,2021,Annual,23.53,24.47,적지,295.58,50.57,1.08,22.01
A008350,남선알미늄,1978,12,2022,Annual,11.22,29.97,적지,-33.01,30.84,0.94,11.85
A004270,남성,1989,12,2012,Annual,-3.63,-7.51,적지,적지,177,0.82,-5.86
A004270,남성,1989,12,2013,Annual,-0.38,-2.19,흑전,적지,155.9,0.92,1.34
A004270,남성,1989,12,2014,Annual,-4.46,-7.09,-22.66,적지,169.15,0.92,-2.99
A004270,남성,1989,12,2015,Annual,-0.43,-2.27,76.04,적지,184.16,1.06,1.75
A004270,남성,1989,12,2016,Annual,2.41,3.37,63.63,흑전,178.71,1.16,4.23
A004270,남성,1989,12,2017,Annual,4.16,19.09,58.15,2.18,132.78,1.14,3.83
A004270,남성,1989,12,2018,Annual,-3.32,-5.29,-86.45,적전,147.78,0.98,-2.10
A004270,남성,1989,12,2019,Annual,-1.82,3.81,-52.77,적지,138.34,0.86,-0.27
A004270,남성,1989,12,2020,Annual,-2.80,23.94,적전,적지,118.83,0.96,-9.47
A004270,남성,1989,12,2021,Annual,7.83,12.07,흑전,흑전,141.96,0.91,7.25
A004270,남성,1989,12,2022,Annual,3.33,0.13,-63.43,-53.9,126.91,0.82,3.75
A003920,남양유업,1978,12,2012,Annual,8.98,6.33,15.26,27.3,18.66,1.62,10.20
A003920,남양유업,1978,12,2013,Annual,-4.02,-5.09,적전,적전,18.03,1.45,-2.21
A003920,남양유업,1978,12,2014,Annual,0.05,-0.31,적지,흑전,16.9,1.40,5.00
A003920,남양유업,1978,12,2015,Annual,4.55,3.06,흑전,"16,125.09",17.08,1.45,8.08
A003920,남양유업,1978,12,2016,Annual,5.29,4.73,107.78,39.46,17.12,1.43,8.58
A003920,남양유업,1978,12,2017,Annual,1.12,0.64,-87.85,-86.49,15.72,1.31,4.79
A003920,남양유업,1978,12,2018,Annual,0.87,-0.69,69.03,-59.86,18.43,1.21,4.65
A003920,남양유업,1978,12,2019,Annual,4.33,2.63,-95.14,"1,350.45",15.8,1.14,9.09
A003920,남양유업,1978,12,2020,Annual,-7.67,-4.28,적전,적전,14.64,1.06,0.65
A003920,남양유업,1978,12,2021,Annual,-8.73,-6.9,적지,적지,15.31,1.13,-0.49
A003920,남양유업,1978,12,2022,Annual,-12.54,-9.23,적지,적지,22.27,1.24,-4.93
A025860,남해화학,1995,12,2012,Annual,-7.87,-7.04,적전,적지,64.98,4.15,-3.25
A025860,남해화학,1995,12,2013,Annual,4.67,3.8,흑전,흑전,42.27,4.00,7.49
A025860,남해화학,1995,12,2014,Annual,6.33,3.93,-12.38,40.3,41.22,3.46,8.61
A025860,남해화학,1995,12,2015,Annual,6.86,4.72,32.37,12.6,33.87,3.12,8.90
A025860,남해화학,1995,12,2016,Annual,4.77,3.21,-47.18,-29.58,33.28,2.80,7.22
A025860,남해화학,1995,12,2017,Annual,8.48,5.88,120.8,85.41,32.22,2.74,10.32
A025860,남해화학,1995,12,2018,Annual,3.72,0.78,-39.55,-68.73,29.01,2.94,5.33
A025860,남해화학,1995,12,2019,Annual,5.13,2.18,-9.83,92.1,33.92,2.77,7.31
A025860,남해화학,1995,12,2020,Annual,7.31,4.37,72.15,56.13,30.14,2.28,9.33
A025860,남해화학,1995,12,2021,Annual,5.29,4.13,-22.39,-13.49,52.48,3.14,8.11
A025860,남해화학,1995,12,2022,Annual,13.13,10.68,205.59,117.44,72.97,4.37,12.84
A005720,넥센,1987,12,2012,Annual,19.89,64.76,477.53,89.66,36.94,0.82,19.04
A005720,넥센,1987,12,2013,Annual,14.35,12.72,-4.38,-7.19,32.67,0.68,13.45
A005720,넥센,1987,12,2014,Annual,14.18,10.82,4.65,14.28,27.32,0.57,13.76
A005720,넥센,1987,12,2015,Annual,12.33,10.24,-2.8,-1.46,21.82,0.44,12.32
A005720,넥센,1987,12,2016,Annual,14.32,13.23,27.16,27.76,18.25,0.42,13.76
A005720,넥센,1987,12,2017,Annual,10.74,11.73,-32.7,-17.65,18.36,0.36,10.17
A005720,넥센,1987,12,2018,Annual,6.26,105.3,95.6,8.19,103.16,0.97,10.48
A005720,넥센,1987,12,2019,Annual,10.51,8.37,56.79,46.84,100.86,1.17,12.12
A005720,넥센,1987,12,2020,Annual,0.48,0.05,-72.31,-99.41,107.67,0.96,10.60
A005720,넥센,1987,12,2021,Annual,2.29,3.7,-46.13,"3,724.46",116,1.16,11.22
A005720,넥센,1987,12,2022,Annual,-0.15,0.68,적전,-93.96,121.8,1.41,10.59
A002350,넥센타이어,1976,12,2012,Annual,25.39,20.44,60.94,53.01,201.53,2.74,34.49
A002350,넥센타이어,1976,12,2013,Annual,21.85,17.11,-1.77,-7.69,188.56,2.34,30.15
A002350,넥센타이어,1976,12,2014,Annual,18.96,17.11,17.81,4.74,170.78,2.03,26.96
A002350,넥센타이어,1976,12,2015,Annual,16.75,10.79,7.83,-2.09,149.59,1.87,26.92
A002350,넥센타이어,1976,12,2016,Annual,19.36,16.32,10.29,38.42,117.66,1.69,28.48
A002350,넥센타이어,1976,12,2017,Annual,13.12,11.32,-25.24,-28.73,108.67,1.55,21.62
A002350,넥센타이어,1976,12,2018,Annual,10.74,6.67,-1.61,-17.43,127.02,1.43,18.27
A002350,넥센타이어,1976,12,2019,Annual,12.35,9.08,13.66,14.4,120.56,1.35,18.98
A002350,넥센타이어,1976,12,2020,Annual,-0.82,-0.7,-80.99,적전,128.91,1.09,10.98
A002350,넥센타이어,1976,12,2021,Annual,1.05,3.42,-88.86,흑전,138.97,1.32,12.05
A002350,넥센타이어,1976,12,2022,Annual,-2.52,-0.23,적전,적전,147.1,1.63,10.55
A251270,넷마블,2017,12,2017,Annual,16.33,240.77,72.99,72.47,19.76,0.84,12.97
A251270,넷마블,2017,12,2018,Annual,6.44,1.93,-52.59,-40.44,19.37,0.45,5.98
A251270,넷마블,2017,12,2019,Annual,4.75,2.13,-16.14,-21.01,24.91,0.47,5.96
A251270,넷마블,2017,12,2020,Annual,9.22,21.56,34.24,99.12,45.53,0.48,8.25
A251270,넷마블,2017,12,2021,Annual,6.02,6.32,-44.49,-26.29,77.5,0.43,6.70
A251270,넷마블,2017,12,2022,Annual,-16.19,-6.42,적전,적전,58.94,0.46,-10.09
A090350,노루페인트,2006,12,2012,Annual,5.09,0.11,26.74,-49.05,136.88,1.88,5.57
A090350,노루페인트,2006,12,2013,Annual,6.62,3.57,21.04,156.85,129.31,1.91,9.05
A090350,노루페인트,2006,12,2014,Annual,8.78,4.6,28.49,30.06,125.58,1.94,10.72
A090350,노루페인트,2006,12,2015,Annual,16.43,12.41,13.68,113.29,111.24,1.80,17.05
A090350,노루페인트,2006,12,2016,Annual,7.54,1.94,1.68,-70.98,106.39,1.75,7.28
A090350,노루페인트,2006,12,2017,Annual,13.85,8.17,-11.03,209.94,97.91,1.92,14.55
A090350,노루페인트,2006,12,2018,Annual,6.31,2.93,-18.33,-56.72,97.35,2.03,8.57
A090350,노루페인트,2006,12,2019,Annual,8.48,4.73,28.66,48.33,94.6,2.05,10.68
A090350,노루페인트,2006,12,2020,Annual,8.45,3.57,10.75,-4.86,99.68,1.96,10.18
A090350,노루페인트,2006,12,2021,Annual,7.08,3.33,-20.97,-19.66,94.4,2.15,8.67
A090350,노루페인트,2006,12,2022,Annual,5.21,2.23,0.87,-20.06,89.46,2.14,7.60
A000320,노루홀딩스,1973,12,2012,Annual,6.74,2.53,29.43,11.97,124.74,1.59,8.99
A000320,노루홀딩스,1973,12,2013,Annual,10.44,8.2,33.63,90.16,111.81,1.58,11.63
A000320,노루홀딩스,1973,12,2014,Annual,11.05,9.29,47.85,3.1,104.59,1.59,10.55
A000320,노루홀딩스,1973,12,2015,Annual,23.27,18.53,-19.3,137.82,89.21,1.42,17.97
A000320,노루홀딩스,1973,12,2016,Annual,6.61,2.33,-16.63,-76.35,81.85,1.31,6.17
A000320,노루홀딩스,1973,12,2017,Annual,15.61,8.25,-23.97,197.08,71.19,1.39,11.81
A000320,노루홀딩스,1973,12,2018,Annual,2.41,-2.77,-40.69,-95.7,75.81,1.47,2.73
A000320,노루홀딩스,1973,12,2019,Annual,6.13,1.06,144.35,647.52,77.52,1.57,4.95
A000320,노루홀딩스,1973,12,2020,Annual,7.63,1.85,43.05,46.11,81.86,1.48,6.60
A000320,노루홀딩스,1973,12,2021,Annual,4.61,0.96,-25.49,-63.2,80.89,1.64,4.17
A000320,노루홀딩스,1973,12,2022,Annual,6.81,13.24,11.11,211.84,77.35,1.66,7.91
A006280,녹십자,1989,12,2012,Annual,11.12,8.72,-12.92,-3.45,39.28,1.23,10.54
A006280,녹십자,1989,12,2013,Annual,11.94,22.5,5.99,29.52,31.55,1.17,11.61
A006280,녹십자,1989,12,2014,Annual,13.26,9.68,23.04,20.49,44.5,1.11,12.21
