Symbol,Name,상장연도,결산월,회계년,주기,ROE(세전계속사업이익)(%),총자본증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),부채비율(%),총자본회전율(회),현금흐름/총자본(%)
A090430,아모레퍼시픽,2006,12,2020,Annual,0.56,-0.77,-66.57,-90.23,27.72,0.99,11.02
A090430,아모레퍼시픽,2006,12,2021,Annual,6.47,6.27,140.1,727,28.93,1.06,12.07
A090430,아모레퍼시픽,2006,12,2022,Annual,4.71,0.74,-37.61,-28.53,21.39,0.87,8.89
A002030,아세아,1974,12,2012,Annual,8.24,3.35,202.25,249.43,45.35,0.97,9.56
A002030,아세아,1974,12,2013,Annual,6.98,5.76,-4.4,-22.12,42.56,0.96,8.00
A002030,아세아,1974,12,2014,Annual,7.03,1.01,1.79,12.89,40.56,0.90,6.26
A002030,아세아,1974,12,2015,Annual,2.27,-0.07,-27.67,-86.83,37.09,0.91,4.69
A002030,아세아,1974,12,2016,Annual,7.25,5.46,42.25,723,39.3,0.92,7.12
A002030,아세아,1974,12,2017,Annual,8.40,3.09,-25.51,8.77,43.83,0.96,8.04
A002030,아세아,1974,12,2018,Annual,10.25,9.58,186.3,36.33,105.25,1.23,10.42
A002030,아세아,1974,12,2019,Annual,8.50,5.57,-13.73,-5.85,97.43,1.08,11.44
A002030,아세아,1974,12,2020,Annual,7.74,4.57,-7.25,-12.07,89.02,1.02,10.78
A002030,아세아,1974,12,2021,Annual,13.00,12.34,55.74,142.62,81.52,1.14,13.94
A002030,아세아,1974,12,2022,Annual,11.75,8.66,1.62,-18.75,70.66,1.16,11.52
A183190,아세아시멘트,2013,12,2013,Annual,,,,,33.44,,
A183190,아세아시멘트,2013,12,2014,Annual,8.93,0.34,228.27,251.82,34.97,0.72,9.64
A183190,아세아시멘트,2013,12,2015,Annual,9.66,6.42,5.77,14.86,29.15,0.74,10.02
A183190,아세아시멘트,2013,12,2016,Annual,8.39,6.1,-1.78,-3.94,27.93,0.71,9.28
A183190,아세아시멘트,2013,12,2017,Annual,10.88,4.88,-6.59,30.01,29.98,0.68,11.06
A183190,아세아시멘트,2013,12,2018,Annual,3.56,12.71,48.8,-68.93,145.4,1.14,8.83
A183190,아세아시멘트,2013,12,2019,Annual,4.61,2.52,2.48,66.83,139.62,1.05,12.77
A183190,아세아시멘트,2013,12,2020,Annual,4.28,2.21,-7.21,-12.62,130.87,0.97,11.93
A183190,아세아시멘트,2013,12,2021,Annual,11.11,11.66,70.83,295.58,121.55,1.02,19.39
A183190,아세아시멘트,2013,12,2022,Annual,8.74,6.43,-8.3,-35.59,108.44,1.10,14.47
A002310,아세아제지,1988,12,2012,Annual,16.17,13.89,370.86,756.26,88.22,2.09,24.23
A002310,아세아제지,1988,12,2013,Annual,7.07,86.72,-34.89,-38.61,52.51,1.79,15.20
A002310,아세아제지,1988,12,2014,Annual,4.92,2.84,-2.95,-3.37,48.37,1.29,10.72
A002310,아세아제지,1988,12,2015,Annual,-7.85,-8.7,적전,적전,48.62,1.30,-1.89
A002310,아세아제지,1988,12,2016,Annual,6.00,4.7,흑전,흑전,56.34,1.40,11.33
A002310,아세아제지,1988,12,2017,Annual,2.82,-0.08,-78.13,-75.85,66.44,1.58,8.65
A002310,아세아제지,1988,12,2018,Annual,20.74,15.79,"1,733.49","1,471.40",52.27,1.56,23.15
A002310,아세아제지,1988,12,2019,Annual,13.88,9.62,-27.63,-21.91,45.03,1.25,18.29
A002310,아세아제지,1988,12,2020,Annual,12.16,8.31,-7.61,-11.71,39.28,1.20,16.43
A002310,아세아제지,1988,12,2021,Annual,15.90,12.77,42.87,67.75,35.72,1.40,20.42
A002310,아세아제지,1988,12,2022,Annual,16.00,12.58,16.59,3.74,28.68,1.35,18.76
A012170,아센디오,1989,12,2012,Annual,-16.96,8.52,적전,적전,59.5,2.00,-15.10
A012170,아센디오,1989,12,2013,Annual,-74.40,20.04,적지,적지,73.51,0.40,-85.32
A012170,아센디오,1989,12,2014,Annual,-48.30,-7.77,적지,적지,103.65,0.20,-48.14
A012170,아센디오,1989,12,2015,Annual,-24.49,22.62,적지,적지,57.85,0.14,-24.32
A012170,아센디오,1989,12,2016,Annual,-16.54,63.58,적지,적지,32.92,0.10,-16.49
A012170,아센디오,1989,12,2017,Annual,-62.90,-28.18,적지,적지,141.06,0.58,-61.61
A012170,아센디오,1989,12,2018,Annual,-52.75,1.59,적지,적지,137.67,0.35,-49.74
A012170,아센디오,1989,12,2019,Annual,-290.66,당기잠식,적지,적지,완전잠식,1.41,-284.08
A012170,아센디오,1989,12,2020,Annual,-81.40,전기잠식,적지,적지,37.24,4.12,-86.63
A012170,아센디오,1989,12,2021,Annual,-19.28,126.62,적지,적지,50.64,0.66,-15.93
A012170,아센디오,1989,12,2022,Annual,-40.18,-28.59,적지,적지,126.71,0.32,-41.54
A267850,아시아나IDT,2018,12,2018,Annual,9.36,12.78,-28,-50.42,39.25,1.68,8.46
A267850,아시아나IDT,2018,12,2019,Annual,-3.80,-8.52,-28.01,적전,61.69,1.66,-0.01
A267850,아시아나IDT,2018,12,2020,Annual,-7.14,-7.88,-22.9,적지,57.32,1.44,-0.27
A267850,아시아나IDT,2018,12,2021,Annual,24.10,19.45,-16.82,흑전,42.78,1.22,23.71
A267850,아시아나IDT,2018,12,2022,Annual,7.86,2.81,40.44,-67.39,28.53,1.15,10.08
A020560,아시아나항공,2008,12,2012,Annual,9.27,16.67,-49.93,흑전,505.67,6.31,37.07
A020560,아시아나항공,2008,12,2013,Annual,-14.73,-10.11,적전,적전,676.26,6.00,19.06
A020560,아시아나항공,2008,12,2014,Annual,4.07,23.89,흑전,흑전,633.75,5.77,41.78
A020560,아시아나항공,2008,12,2015,Annual,-14.32,-23.91,-53.02,적전,991.23,5.62,29.20
A020560,아시아나항공,2008,12,2016,Annual,7.43,22.34,456.62,흑전,689.86,6.09,47.60
A020560,아시아나항공,2008,12,2017,Annual,31.97,24.77,-4.23,399.46,565.91,5.63,65.65
A020560,아시아나항공,2008,12,2018,Annual,-20.86,-15.9,-88.51,적전,649.29,6.00,28.12
A020560,아시아나항공,2008,12,2019,Annual,-104.04,-16.91,적전,적지,"1,386.69",6.88,28.42
A020560,아시아나항공,2008,12,2020,Annual,-45.10,19.93,적지,적지,"1,171.55",3.88,68.91
A020560,아시아나항공,2008,12,2021,Annual,-79.44,-52.16,흑전,적지,"2,410.60",5.39,119.46
A020560,아시아나항공,2008,12,2022,Annual,-1.25,37.33,542.43,흑전,"1,780.17",10.04,177.94
A122900,아이마켓코리아,2010,12,2012,Annual,17.03,9.95,14.67,11.68,116.21,6.78,14.08
A122900,아이마켓코리아,2010,12,2013,Annual,15.33,9.11,4.59,-0.02,129.61,7.56,13.66
A122900,아이마켓코리아,2010,12,2014,Annual,14.71,25.6,14.87,14.48,151.78,7.03,14.16
A122900,아이마켓코리아,2010,12,2015,Annual,14.89,3.68,12.05,12.29,182,7.13,13.17
A122900,아이마켓코리아,2010,12,2016,Annual,11.94,1.87,-5.03,-28.2,191.63,7.50,9.01
A122900,아이마켓코리아,2010,12,2017,Annual,6.54,-3.71,-43.83,-56,146.76,6.86,5.00
A122900,아이마켓코리아,2010,12,2018,Annual,7.88,0.24,6.55,32.34,144.22,6.66,6.25
A122900,아이마켓코리아,2010,12,2019,Annual,9.70,-3.4,43.75,24.44,157.16,6.74,8.46
A122900,아이마켓코리아,2010,12,2020,Annual,9.19,-2.25,-22.14,11.68,166.42,6.73,9.64
A122900,아이마켓코리아,2010,12,2021,Annual,14.93,-0.04,12.11,54.51,168.77,7.51,13.87
A122900,아이마켓코리아,2010,12,2022,Annual,9.02,-1.58,23.95,-34.6,198.64,8.68,10.61
A010780,아이에스동서,1986,12,2012,Annual,2.96,-0.2,9.04,-62.1,178.92,1.63,14.12
A010780,아이에스동서,1986,12,2013,Annual,7.81,5.36,51.72,275.04,145.33,1.69,18.19
A010780,아이에스동서,1986,12,2014,Annual,15.83,11.75,43.8,123.59,163.79,1.82,24.70
A010780,아이에스동서,1986,12,2015,Annual,24.37,28.15,42.61,100.85,209.1,1.78,31.34
A010780,아이에스동서,1986,12,2016,Annual,37.32,57.43,166.18,111.32,120.77,2.24,35.80
A010780,아이에스동서,1986,12,2017,Annual,26.87,17.71,6.47,-8.9,105.44,1.79,25.60
A010780,아이에스동서,1986,12,2018,Annual,30.25,0.16,17.14,25.07,97.03,1.44,28.39
A010780,아이에스동서,1986,12,2019,Annual,6.02,14.96,-81.2,-69.54,126.43,0.65,12.06
A010780,아이에스동서,1986,12,2020,Annual,11.75,9.15,192.5,90.67,160.53,0.90,13.25
A010780,아이에스동서,1986,12,2021,Annual,11.78,4.81,48.67,-21.84,140.91,1.13,10.73
A010780,아이에스동서,1986,12,2022,Annual,18.67,10.25,11.04,85.11,132.72,1.49,16.15
A139990,아주스틸,2021,12,2021,Annual,27.72,85.59,94.42,177.32,165.06,5.13,26.39
A139990,아주스틸,2021,12,2022,Annual,-0.42,0.36,-91.69,적전,220.12,4.46,8.36
A001780,알루코,2007,12,2012,Annual,-7.13,-1.72,-53.47,적지,232.47,2.57,11.96
A001780,알루코,2007,12,2013,Annual,2.69,1.8,172.17,흑전,221.84,2.77,20.16
A001780,알루코,2007,12,2014,Annual,6.98,-5.87,-20.09,"1,614.78",228.72,2.83,27.76
A001780,알루코,2007,12,2015,Annual,14.90,27.19,53.98,201.75,161.31,2.96,28.28
A001780,알루코,2007,12,2016,Annual,14.66,22.54,1.81,12.51,118.34,2.35,26.16
A001780,알루코,2007,12,2017,Annual,8.88,3.1,-15.13,-41.87,130.16,2.26,19.45
A001780,알루코,2007,12,2018,Annual,5.27,35.3,-41.82,-74.75,165.13,2.08,20.77
A001780,알루코,2007,12,2019,Annual,-3.01,1.82,1.29,적전,170.26,1.60,16.33
A001780,알루코,2007,12,2020,Annual,-11.25,-8.38,102.39,적지,167.82,1.81,14.23
A001780,알루코,2007,12,2021,Annual,1.91,11.75,-32.71,흑전,166.57,1.82,17.85
A001780,알루코,2007,12,2022,Annual,5.69,6.12,107.44,543.24,163.03,2.14,19.87
A018250,애경산업,2018,12,2018,Annual,37.20,162.44,59.23,59.72,32.7,3.28,32.38
A018250,애경산업,2018,12,2019,Annual,17.25,9.51,-23.45,-31.5,33.4,2.17,16.86
A018250,애경산업,2018,12,2020,Annual,3.94,-1.61,-63.09,-72.48,30.45,1.75,7.54
A018250,애경산업,2018,12,2021,Annual,6.02,3.96,9.01,37.22,24.63,1.69,9.10
A018250,애경산업,2018,12,2022,Annual,6.45,3.68,60.09,6.08,34.45,1.73,9.01
A161000,애경케미칼,2012,12,2012,Annual,,,,,241.94,,
A161000,애경케미칼,2012,12,2013,Annual,24.05,18.84,250.96,293.91,154.77,7.92,24.10
A161000,애경케미칼,2012,12,2014,Annual,21.18,12.52,31.4,-1.55,119.21,6.78,21.00
A161000,애경케미칼,2012,12,2015,Annual,17.81,13.33,-21.55,6.67,61.85,4.71,18.89
A161000,애경케미칼,2012,12,2016,Annual,30.66,23.12,132.26,90.93,61.37,3.78,26.89
A161000,애경케미칼,2012,12,2017,Annual,31.56,18.8,0.16,21.29,52.27,3.47,26.41
A161000,애경케미칼,2012,12,2018,Annual,20.17,13.73,-30.76,-18.54,45.78,3.21,19.31
A161000,애경케미칼,2012,12,2019,Annual,13.37,5.28,-9.94,-42.4,36.9,2.90,11.98
A161000,애경케미칼,2012,12,2020,Annual,15.29,8.67,22.7,45.94,36.03,2.42,15.02
A161000,애경케미칼,2012,12,2021,Annual,18.08,76.15,62.23,74.37,80.66,2.91,17.41
A161000,애경케미칼,2012,12,2022,Annual,13.09,5.66,1.96,-23.19,69.48,3.07,13.22
A011090,에넥스,1995,12,2012,Annual,-29.87,-25.06,적지,적전,174.37,4.96,-16.02
A011090,에넥스,1995,12,2013,Annual,7.20,28.53,흑전,흑전,146.81,6.02,14.57
A011090,에넥스,1995,12,2014,Annual,9.85,23.81,80.11,64.95,132.25,5.36,15.15
A011090,에넥스,1995,12,2015,Annual,14.29,11.83,49.42,67.66,108.87,5.38,19.23
A011090,에넥스,1995,12,2016,Annual,4.02,-2.45,-70.65,-77.94,158.98,6.60,7.76
A011090,에넥스,1995,12,2017,Annual,5.86,2.17,45.93,10.12,184.5,7.29,9.17
A011090,에넥스,1995,12,2018,Annual,2.88,-1.33,-73.68,-43.97,161.38,7.45,8.65
A011090,에넥스,1995,12,2019,Annual,-5.95,-8.88,적전,적전,143.71,6.40,3.08
A011090,에넥스,1995,12,2020,Annual,-16.91,-16.47,적지,적지,149.55,4.70,-8.22
A011090,에넥스,1995,12,2021,Annual,19.14,46.75,적지,흑전,100.12,3.61,25.78
A011090,에넥스,1995,12,2022,Annual,-41.20,-33.24,적지,적전,188.85,3.72,-36.33
A137310,에스디바이오센서,2021,12,2021,Annual,97.97,194.66,87.97,75.05,35.92,1.96,74.09
A137310,에스디바이오센서,2021,12,2022,Annual,47.97,32.01,-17.37,-16.48,10.69,1.13,36.77
A118000,에스메디,2009,12,2012,Annual,-33.30,35.34,적지,적지,35.64,1.15,-28.61
A118000,에스메디,2009,12,2013,Annual,-23.73,-28.39,적지,적지,36.92,0.65,-19.15
A118000,에스메디,2009,12,2014,Annual,-74.22,-48.17,적지,적지,136.59,0.97,-64.08
A118000,에스메디,2009,12,2015,Annual,-106.93,-25.61,적지,적지,165.22,1.58,-92.63
A118000,에스메디,2009,12,2016,Annual,-70.77,117.22,적지,적지,114.68,0.85,-80.57
A118000,에스메디,2009,12,2017,Annual,-16.31,39.25,적지,적지,96.38,2.21,-13.23
A118000,에스메디,2009,12,2018,Annual,-61.36,-1.06,적지,적지,231.91,1.80,-60.99
A118000,에스메디,2009,12,2019,Annual,-14.16,94.13,적지,적지,94.25,2.06,-16.60
A118000,에스메디,2009,12,2020,Annual,23.29,111.84,적지,흑전,81.66,0.12,20.35
A118000,에스메디,2009,12,2021,Annual,7.67,56.85,적지,-30.67,47.66,0.19,9.46
A118000,에스메디,2009,12,2022,Annual,-39.81,8.53,적지,적전,46.52,0.15,-38.23
A034120,SBS,2003,12,2012,Annual,6.99,2.31,-54.33,-55.3,47.36,1.41,9.85
A034120,SBS,2003,12,2013,Annual,5.02,1.51,-43.04,-18.32,41.11,1.29,9.61
A034120,SBS,2003,12,2014,Annual,-1.82,-5.21,적전,적전,47.81,1.48,4.37
A034120,SBS,2003,12,2015,Annual,7.72,5.17,흑전,흑전,64.44,1.43,12.00
A034120,SBS,2003,12,2016,Annual,-0.01,-4.83,적전,적전,65.35,1.50,5.55
A034120,SBS,2003,12,2017,Annual,3.67,4.11,흑전,흑전,93.97,1.40,8.56
A034120,SBS,2003,12,2018,Annual,1.40,0.98,-72.76,-63.25,68.46,1.62,5.79
A034120,SBS,2003,12,2019,Annual,4.50,13.83,147.37,258.59,92.82,1.35,7.84
A034120,SBS,2003,12,2020,Annual,-10.78,-11.75,492.33,적전,104.71,1.41,-5.90
A034120,SBS,2003,12,2021,Annual,27.78,26.35,131.3,흑전,102.63,1.62,25.03
A034120,SBS,2003,12,2022,Annual,22.27,21.02,7.69,8.1,61.22,1.47,22.57
A005850,에스엘,1988,12,2012,Annual,13.18,7.46,25.57,-15.16,83.08,1.96,17.90
A005850,에스엘,1988,12,2013,Annual,15.36,12.21,-4.96,26.85,76.62,1.90,19.30
A005850,에스엘,1988,12,2014,Annual,17.24,12.82,69.15,28.08,77.27,1.85,21.07
A005850,에스엘,1988,12,2015,Annual,13.57,8.66,5.98,-28.14,83.1,1.72,15.83
A005850,에스엘,1988,12,2016,Annual,18.49,12.99,76.17,66.13,70.75,1.80,20.41
A005850,에스엘,1988,12,2017,Annual,12.12,7.1,-43.16,-17.23,56.4,1.51,16.97
A005850,에스엘,1988,12,2018,Annual,2.94,-0.04,-92.78,-74.84,69.18,1.56,9.41
A005850,에스엘,1988,12,2019,Annual,6.82,34.8,852.55,246.09,64.91,1.88,15.27
A005850,에스엘,1988,12,2020,Annual,6.35,3.37,113.67,-26.28,64.12,1.79,13.37
A005850,에스엘,1988,12,2021,Annual,10.56,6.55,18.65,49.86,69.08,2.04,15.02
A005850,에스엘,1988,12,2022,Annual,13.38,12.35,79.04,72.44,71.84,2.59,18.22
A010580,에스엠벡셀,1994,12,2012,Annual,-12.31,-12.9,적지,적지,244.7,4.44,-0.24
A010580,에스엠벡셀,1994,12,2013,Annual,-12.15,-5.29,적지,적지,346.4,5.04,3.01
A010580,에스엠벡셀,1994,12,2014,Annual,-9.17,-8.38,적지,적지,351.87,5.48,8.75
A010580,에스엠벡셀,1994,12,2015,Annual,-20.11,-14.08,흑전,적지,363.73,5.80,-0.10
A010580,에스엠벡셀,1994,12,2016,Annual,-34.80,27.62,적전,적지,241.13,4.90,-14.57
A010580,에스엠벡셀,1994,12,2017,Annual,-29.09,10.99,적지,적지,172.18,3.86,-12.75
A010580,에스엠벡셀,1994,12,2018,Annual,12.21,36.58,흑전,흑전,137.56,3.43,23.25
A010580,에스엠벡셀,1994,12,2019,Annual,-48.48,-27.81,적전,적전,281.29,3.39,-35.57
A010580,에스엠벡셀,1994,12,2020,Annual,-76.57,-50.88,적지,적지,568.59,4.90,-51.52
A010580,에스엠벡셀,1994,12,2021,Annual,-79.32,240.22,적지,적지,47.84,3.49,-61.65
A010580,에스엠벡셀,1994,12,2022,Annual,7.01,106.99,흑전,흑전,123.33,2.75,27.24
A012750,에스원,1996,12,2012,Annual,18.35,4.26,-19.46,-19.07,36.7,1.41,23.66
A012750,에스원,1996,12,2013,Annual,15.16,6.31,-2.78,-20.05,36.82,1.56,22.58
A012750,에스원,1996,12,2014,Annual,14.89,8.56,16.69,33.24,59.44,1.86,28.52
A012750,에스원,1996,12,2015,Annual,16.48,7.06,12.97,33.63,42.24,1.90,31.75
A012750,에스원,1996,12,2016,Annual,17.90,12.2,19.19,-9.58,32.77,1.76,27.44
A012750,에스원,1996,12,2017,Annual,16.59,9.81,-1.51,1.98,30.94,1.68,25.20
A012750,에스원,1996,12,2018,Annual,16.08,4.51,-1.7,-28.16,33.31,1.63,20.02
A012750,에스원,1996,12,2019,Annual,14.86,5.17,-1.16,42.41,35.2,1.66,23.83
A012750,에스원,1996,12,2020,Annual,13.82,4.26,3.88,-3.1,37.75,1.64,22.71
A012750,에스원,1996,12,2021,Annual,12.08,4.24,-12.13,-9.22,36.74,1.64,21.09
A012750,에스원,1996,12,2022,Annual,13.54,5.55,13.62,17.09,36.29,1.66,21.73
A004060,SG세계물산,1976,12,2012,Annual,1.15,0.25,-94.46,-61.82,38.98,1.53,1.99
A004060,SG세계물산,1976,12,2013,Annual,-2.11,-1.62,적전,적전,38.24,1.51,-0.24
A004060,SG세계물산,1976,12,2014,Annual,-4.08,-3.54,적지,적지,45.52,1.68,-1.72
A004060,SG세계물산,1976,12,2015,Annual,1.08,1.56,흑전,흑전,44.12,1.58,1.90
A004060,SG세계물산,1976,12,2016,Annual,-2.12,-1.25,-58.4,적전,51.12,1.53,-0.64
A004060,SG세계물산,1976,12,2017,Annual,-3.82,-3.5,적전,적지,68.15,1.45,-1.80
A004060,SG세계물산,1976,12,2018,Annual,0.36,2.1,흑전,흑전,69.86,1.64,5.18
A004060,SG세계물산,1976,12,2019,Annual,12.81,4.06,-97.22,44.73,40.43,1.23,6.22
A004060,SG세계물산,1976,12,2020,Annual,-10.38,-4.22,적전,적전,36.16,0.84,-3.96
A004060,SG세계물산,1976,12,2021,Annual,28.78,24.47,적지,흑전,26.26,0.62,22.42
A004060,SG세계물산,1976,12,2022,Annual,1.25,0.47,흑전,-96.22,23.79,0.66,1.82
A006120,SK디스커버리,1976,12,2012,Annual,11.37,7.27,-17.43,-17.99,187.3,5.45,9.07
A006120,SK디스커버리,1976,12,2013,Annual,1.86,2.61,1.79,-95.01,172.51,4.69,2.76
A006120,SK디스커버리,1976,12,2014,Annual,1.81,12.48,-22.91,78.69,176.89,3.84,3.17
A006120,SK디스커버리,1976,12,2015,Annual,5.21,28.9,-19.84,575.8,155.05,2.29,6.91
A006120,SK디스커버리,1976,12,2016,Annual,7.46,2.96,58.18,86.36,145.86,2.03,7.37
A006120,SK디스커버리,1976,12,2017,Annual,6.29,-19.49,-56.73,355.56,135.66,2.67,35.19
A006120,SK디스커버리,1976,12,2018,Annual,3.14,8.16,21.83,-87.81,107.27,3.11,5.84
A006120,SK디스커버리,1976,12,2019,Annual,7.21,0.2,73.96,156.12,115.22,2.16,12.37
A006120,SK디스커버리,1976,12,2020,Annual,20.90,12.62,-0.56,42.07,114.86,1.83,15.44
A006120,SK디스커버리,1976,12,2021,Annual,12.83,17.31,-57.01,-23.39,124.22,2.33,11.57
A006120,SK디스커버리,1976,12,2022,Annual,11.95,93.96,387.09,96.12,97.87,1.93,13.48
A302440,SK바이오사이언스,2021,12,2021,Annual,50.52,507.04,"1,157.53",979.79,31.77,1.00,40.10
A302440,SK바이오사이언스,2021,12,2022,Annual,8.48,8.77,-75.75,-65.52,22.98,0.27,8.96
A326030,SK바이오팜,2020,12,2020,Annual,-131.08,전기잠식,적지,적지,31.97,0.14,-129.25
A326030,SK바이오팜,2020,12,2021,Annual,17.32,17.18,흑전,흑전,44.91,1.02,18.58
A326030,SK바이오팜,2020,12,2022,Annual,-37.45,-28.73,적전,적전,109.83,0.65,-33.24
A000660,SK하이닉스,1996,12,2012,Annual,-2.26,23.67,적전,적지,91.48,1.15,34.57
A000660,SK하이닉스,1996,12,2013,Annual,26.97,34.16,흑전,흑전,59.16,1.24,52.19
A000660,SK하이닉스,1996,12,2014,Annual,32.46,38.03,51.18,46.03,49.05,1.10,49.12
A000660,SK하이닉스,1996,12,2015,Annual,26.73,18.58,4.44,3.06,38.76,0.95,41.98
A000660,SK하이닉스,1996,12,2016,Annual,14.17,12.32,-38.59,-31.53,34.1,0.76,32.64
A000660,SK하이닉스,1996,12,2017,Annual,46.47,40.78,318.75,259.48,34.29,1.04,54.17
A000660,SK하이닉스,1996,12,2018,Annual,52.91,38.53,51.91,46.02,35.87,1.00,54.46
A000660,SK하이닉스,1996,12,2019,Annual,5.13,2.31,-86.95,-87.07,36.12,0.57,22.42
A000660,SK하이닉스,1996,12,2020,Annual,12.49,8.29,84.34,136.87,37.11,0.64,29.10
A000660,SK하이닉스,1996,12,2021,Annual,23.52,19.81,147.58,102.07,54.92,0.75,35.51
A000660,SK하이닉스,1996,12,2022,Annual,6.38,1.77,-45.13,-76.69,64.12,0.71,26.11
A023960,에쓰씨엔지니어링,1997,12,2012,Annual,-4.19,-4.13,흑전,적지,220.72,2.60,3.51
A023960,에쓰씨엔지니어링,1997,12,2013,Annual,-21.47,-21.1,적전,적지,234.14,2.37,-0.76
A023960,에쓰씨엔지니어링,1997,12,2014,Annual,-41.31,-33.98,적지,적지,423.98,3.18,-13.03
A023960,에쓰씨엔지니어링,1997,12,2015,Annual,5.64,86.58,흑전,흑전,245.56,4.58,10.72
A023960,에쓰씨엔지니어링,1997,12,2016,Annual,-15.34,43.95,적전,적전,141.28,2.18,-4.16
A023960,에쓰씨엔지니어링,1997,12,2017,Annual,-5.23,-5.93,흑전,적지,136.51,1.54,-1.65
A023960,에쓰씨엔지니어링,1997,12,2018,Annual,-9.67,-8.18,적전,적지,152.68,1.65,3.48
A023960,에쓰씨엔지니어링,1997,12,2019,Annual,-3.01,6.92,흑전,적지,140.73,1.60,3.03
A023960,에쓰씨엔지니어링,1997,12,2020,Annual,-10.31,-87.33,적전,적지,248.66,0.83,-2.59
A023960,에쓰씨엔지니어링,1997,12,2021,Annual,-25.79,126.39,적지,적지,161.39,2.36,-20.59
A023960,에쓰씨엔지니어링,1997,12,2022,Annual,17.23,-8.79,흑전,흑전,162.17,3.22,17.39
A298690,에어부산,2018,12,2018,Annual,17.21,24.66,-40.37,-28.7,98.76,4.76,21.47
A298690,에어부산,2018,12,2019,Annual,-73.68,-29.01,적전,적전,811.83,4.86,39.49
A298690,에어부산,2018,12,2020,Annual,-155.50,2,적지,적지,838.17,1.74,6.44
A298690,에어부산,2018,12,2021,Annual,-292.86,18.38,적지,적지,673.56,1.47,-98.01
A298690,에어부산,2018,12,2022,Annual,-119.08,-2.97,적지,적지,869.44,3.15,-13.84
A078520,에이블씨엔씨,2011,12,2012,Annual,43.01,34.28,59.77,48.51,54.38,3.40,37.56
A078520,에이블씨엔씨,2011,12,2013,Annual,10.69,10.55,-75.43,-70.01,41.77,2.76,10.91
A078520,에이블씨엔씨,2011,12,2014,Annual,3.25,1.51,-38.09,-77.32,34.67,2.58,4.95
A078520,에이블씨엔씨,2011,12,2015,Annual,11.46,8.45,116.85,445.83,34.07,2.29,11.50
A078520,에이블씨엔씨,2011,12,2016,Annual,13.39,7.24,37.81,11.68,40.11,2.26,11.72
A078520,에이블씨엔씨,2011,12,2017,Annual,3.85,53.14,-53.95,-49.52,22.21,1.48,5.06
A078520,에이블씨엔씨,2011,12,2018,Annual,-4.58,4.69,적전,적전,21.73,1.11,-2.21
A078520,에이블씨엔씨,2011,12,2019,Annual,-3.99,-19.46,흑전,적지,68.9,1.47,6.91
A078520,에이블씨엔씨,2011,12,2020,Annual,-51.47,-38.93,적전,적지,62.48,1.49,-26.22
A078520,에이블씨엔씨,2011,12,2021,Annual,-33.55,-26.88,적지,적지,69.04,1.94,-24.32
A078520,에이블씨엔씨,2011,12,2022,Annual,5.49,1.24,흑전,흑전,68.37,2.15,9.56
A015260,에이엔피,1988,12,2012,Annual,8.14,14.73,84.05,흑전,270.29,6.53,17.89
A015260,에이엔피,1988,12,2013,Annual,3.68,2.34,-27.82,적전,258.01,6.81,14.41
A015260,에이엔피,1988,12,2014,Annual,10.50,-3.32,16.11,흑전,356.06,7.13,19.27
A015260,에이엔피,1988,12,2015,Annual,3.03,-19.44,-26.85,적전,111.33,8.80,2.44
A015260,에이엔피,1988,12,2016,Annual,8.41,17.63,-88.84,흑전,88.93,1.62,17.30
A015260,에이엔피,1988,12,2017,Annual,-20.12,-19.7,적전,적전,156.04,1.62,-11.38
A015260,에이엔피,1988,12,2018,Annual,-11.65,21.9,적지,적지,127.56,1.75,-4.20
A015260,에이엔피,1988,12,2019,Annual,-12.83,-15.78,적지,적지,132.2,1.70,-1.53
A015260,에이엔피,1988,12,2020,Annual,-49.62,-28.6,적지,적지,155.39,1.68,-37.34
A015260,에이엔피,1988,12,2021,Annual,-33.82,-26.33,적지,적지,173.69,1.96,-22.44
A015260,에이엔피,1988,12,2022,Annual,-101.15,0.27,적지,적지,255.38,3.58,-84.44
A039570,HDC랩스,2015,12,2015,Annual,15.84,151.27,64.99,126.89,36.88,1.57,13.33
A039570,HDC랩스,2015,12,2016,Annual,13.48,10.23,8.01,33.68,36.52,1.13,11.60
A039570,HDC랩스,2015,12,2017,Annual,15.64,11.9,12.33,25.98,40.23,1.42,12.95
A039570,HDC랩스,2015,12,2018,Annual,15.99,5.53,-0.78,2.02,39.69,1.35,12.21
A039570,HDC랩스,2015,12,2019,Annual,-3.79,-18.78,-11.76,적전,40.68,1.34,-2.58
A039570,HDC랩스,2015,12,2020,Annual,12.56,-2.8,18.3,흑전,33,1.57,10.09
A039570,HDC랩스,2015,12,2021,Annual,5.42,62.17,-36.92,-41.98,54.77,1.28,4.88
A039570,HDC랩스,2015,12,2022,Annual,6.27,-1.99,27.33,36.74,46.85,2.32,7.47
A089470,HDC현대EP,2006,12,2012,Annual,19.03,13.66,14.69,36.72,274.75,6.66,20.96
A089470,HDC현대EP,2006,12,2013,Annual,20.78,16.15,20.5,16.48,265.21,6.59,21.16
A089470,HDC현대EP,2006,12,2014,Annual,22.72,19.41,23.87,26.19,215.1,5.75,21.77
A089470,HDC현대EP,2006,12,2015,Annual,30.26,22.21,41.71,60.62,156.38,4.36,26.86
