Symbol,Name,결산월,회계년,주기,매출총이익률(%),영업이익률(%),당기순이익률(%),자본금영업이익률(%),영업수익(천원),영업비용(천원),세전계속사업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A454910,두산로보틱스,12,2013,Annual,,,,,,,,,
A454910,두산로보틱스,12,2014,Annual,,,,,,,,,
A454910,두산로보틱스,12,2015,Annual,,,,,,,,,
A454910,두산로보틱스,12,2016,Annual,,,,,0,"2,218,770",,,
A454910,두산로보틱스,12,2017,Annual,,,,-76.97,0,"9,543,883",,-82.23,-82.23
A454910,두산로보틱스,12,2018,Annual,4.62,-134.06,-133.87,-80.60,"9,860,129","23,078,982",-133.87,-80.49,-80.49
A454910,두산로보틱스,12,2019,Annual,24.53,-85.60,-112.08,-74.84,"17,310,409","32,128,869",-112.08,-97.98,-97.98
A454910,두산로보틱스,12,2020,Annual,22.07,-68.71,-71.68,-66.93,"20,164,008","34,019,508",-71.68,-69.82,-69.82
A454910,두산로보틱스,12,2021,Annual,30.78,-19.16,-20.06,-33.11,"36,980,223","44,064,936",-20.06,-34.66,-34.66
A454910,두산로보틱스,12,2022,Annual,31.68,-26.92,-25.42,-52.16,"44,953,674","57,056,583",-25.42,-49.24,-49.24
A064350,현대로템,12,2011,Annual,8.89,4.24,2.61,35.77,"2,698,762,297","2,584,407,551",2.88,24.29,22.06
A064350,현대로템,12,2012,Annual,9.71,5.04,2.56,48.41,"3,067,678,755","2,912,919,672",3.24,31.05,24.53
A064350,현대로템,12,2013,Annual,9.90,5.09,3.69,41.60,"3,044,920,932","2,890,015,331",4.82,39.44,30.21
A064350,현대로템,12,2014,Annual,6.33,-0.40,-0.45,-2.79,"2,931,543,282","2,943,407,115",-0.37,-2.54,-3.10
A064350,현대로템,12,2015,Annual,-1.30,-6.85,-10.03,-49.56,"3,073,342,590","3,283,975,535",-9.83,-71.06,-72.54
A064350,현대로템,12,2016,Annual,9.56,3.20,0.38,20.30,"2,699,533,325","2,613,270,138",0.19,1.20,2.44
A064350,현대로템,12,2017,Annual,6.32,0.99,-1.72,5.46,"2,341,015,709","2,317,817,758",-1.69,-9.28,-9.50
A064350,현대로템,12,2018,Annual,-1.24,-10.43,-12.76,-52.70,"2,147,585,128","2,371,567,574",-13.17,-66.53,-64.49
A064350,현대로템,12,2019,Annual,-4.91,-16.25,-19.05,-85.27,"2,229,836,157","2,592,218,700",-18.71,-98.17,-99.97
A064350,현대로템,12,2020,Annual,8.98,1.58,1.38,8.72,"2,677,456,585","2,635,138,861",0.87,4.78,7.63
A064350,현대로템,12,2021,Annual,8.69,6.26,2.98,32.26,"2,814,064,928","2,637,994,884",2.38,12.29,15.34
A064350,현대로템,12,2022,Annual,11.50,5.73,6.88,32.61,"3,106,010,725","2,928,027,490",3.95,22.46,39.16
A377300,카카오페이,12,2011,Annual,,,,,,,,,
A377300,카카오페이,12,2012,Annual,,,,,,,,,
A377300,카카오페이,12,2013,Annual,,,,,,,,,
A377300,카카오페이,12,2014,Annual,,,,,,,,,
A377300,카카오페이,12,2015,Annual,,,,,,,,,
A377300,카카오페이,12,2016,Annual,,,,,,,,,
A377300,카카오페이,12,2017,Annual,100.00,-257.75,-239.85,,"10,594,080","37,899,803",-239.85,,
A377300,카카오페이,12,2018,Annual,100.00,-138.81,-134.46,"-1,016.51","69,525,627","166,030,911",-134.46,-984.67,-984.67
A377300,카카오페이,12,2019,Annual,100.00,-46.17,-44.29,-686.06,"141,068,802","206,201,771",-44.29,-658.11,-658.11
A377300,카카오페이,12,2020,Annual,100.00,-2.26,-7.01,-53.82,"245,556,235","251,101,620",-7.01,-167.09,-167.09
A377300,카카오페이,12,2021,Annual,100.00,-0.10,-2.66,-1.04,"403,416,755","403,818,083",-0.60,-6.27,-27.85
A377300,카카오페이,12,2022,Annual,100.00,6.88,19.96,50.15,"482,768,977","449,561,423",12.76,93.02,145.48
A302440,SK바이오사이언스,12,2011,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2012,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2013,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2014,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2015,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2016,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2017,Annual,,,,,,,,,
A302440,SK바이오사이언스,12,2018,Annual,50.75,26.60,8.99,,"99,403,397","72,966,931",12.17,,
A302440,SK바이오사이언스,12,2019,Annual,42.33,12.39,7.98,223.50,"183,937,702","161,141,183",10.05,181.23,143.90
A302440,SK바이오사이언스,12,2020,Annual,42.26,16.71,14.58,184.86,"225,610,785","187,900,338",16.53,182.81,161.22
A302440,SK바이오사이언스,12,2021,Annual,61.39,51.05,38.23,"1,377.54","929,000,930","454,781,074",50.71,"1,368.56","1,031.63"
A302440,SK바이오사이언스,12,2022,Annual,52.46,25.26,26.89,301.09,"456,725,871","341,346,883",31.11,370.81,320.49
A011070,LG이노텍,12,2011,Annual,7.58,-1.74,-3.81,-74.66,"4,310,661,065","4,385,851,413",-4.67,-199.76,-163.17
A011070,LG이노텍,12,2012,Annual,8.68,0.00,-0.81,-0.23,"5,071,753,125","5,071,986,916",-0.92,-46.39,-40.69
A011070,LG이노텍,12,2013,Annual,9.60,0.53,-0.91,28.79,"5,504,037,545","5,475,004,913",-1.20,-65.57,-49.62
A011070,LG이노텍,12,2014,Annual,12.80,4.22,1.01,225.05,"5,840,222,889","5,593,574,338",2.15,114.55,53.72
A011070,LG이노텍,12,2015,Annual,12.01,3.24,0.77,155.60,"5,691,346,073","5,507,210,971",0.94,45.12,36.83
A011070,LG이노텍,12,2016,Annual,10.73,1.34,0.23,60.25,"5,321,757,789","5,250,460,503",0.19,8.57,10.28
A011070,LG이노텍,12,2017,Annual,11.23,3.73,2.52,225.07,"7,149,756,338","6,883,417,211",3.30,199.37,152.46
A011070,LG이노텍,12,2018,Annual,9.33,2.31,1.68,148.48,"7,607,397,531","7,431,690,009",1.83,117.77,108.27
A011070,LG이노텍,12,2019,Annual,11.26,4.61,1.04,303.04,"7,785,053,515","7,426,454,881",1.72,113.15,68.16
A011070,LG이노텍,12,2020,Annual,11.99,6.04,2.01,474.36,"9,290,257,034","8,728,918,179",3.81,299.22,157.59
A011070,LG이노텍,12,2021,Annual,12.90,7.58,5.41,934.71,"14,594,815,510","13,488,715,699",7.16,883.62,667.35
A011070,LG이노텍,12,2022,Annual,10.67,5.32,3.77,858.77,"19,092,897,004","18,076,663,571",5.01,807.77,608.77
A009830,한화솔루션,12,2011,Annual,20.00,11.89,10.36,66.78,"3,970,365,438","3,498,200,711",13.74,77.17,58.20
A009830,한화솔루션,12,2012,Annual,14.10,3.97,3.39,19.97,"3,559,004,157","3,417,823,466",4.43,22.32,17.06
A009830,한화솔루션,12,2013,Annual,11.26,2.20,3.23,11.19,"3,591,399,311","3,512,271,388",3.76,19.11,16.39
A009830,한화솔루션,12,2014,Annual,9.19,0.85,2.24,3.97,"3,579,535,222","3,549,282,132",2.75,12.95,10.54
A009830,한화솔루션,12,2015,Annual,14.95,5.74,0.96,23.03,"3,269,466,054","3,081,662,213",1.35,5.42,3.84
A009830,한화솔루션,12,2016,Annual,20.32,11.49,10.11,48.67,"3,482,790,096","3,082,480,856",11.47,48.55,42.80
A009830,한화솔루션,12,2017,Annual,22.86,14.84,12.69,70.92,"3,965,438,746","3,377,049,403",16.10,76.95,60.66
A009830,한화솔루션,12,2018,Annual,15.87,8.85,13.18,42.85,"3,997,664,969","3,644,011,483",16.92,81.97,63.84
A009830,한화솔루션,12,2019,Annual,14.67,6.35,-1.98,26.15,"3,382,297,483","3,167,548,779",9.02,37.17,-8.14
A009830,한화솔루션,12,2020,Annual,17.89,7.43,12.49,51.76,"5,717,317,072","5,292,313,326",14.81,103.12,86.93
A009830,한화솔루션,12,2021,Annual,19.49,7.55,7.40,62.03,"7,395,684,854","6,837,576,370",9.12,74.95,60.85
A009830,한화솔루션,12,2022,Annual,18.93,9.63,11.44,91.20,"9,263,556,460","8,371,444,437",16.39,155.25,108.29
A361610,SK아이이테크놀로지,12,2011,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2012,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2013,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2014,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2015,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2016,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2017,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2018,Annual,,,,,,,,,
A361610,SK아이이테크놀로지,12,2019,Annual,40.16,30.63,24.21,,"263,037,075","182,481,020",29.13,,
A361610,SK아이이테크놀로지,12,2020,Annual,40.87,29.84,19.71,296.17,"460,271,672","322,936,643",28.41,282.04,195.66
A361610,SK아이이테크놀로지,12,2021,Annual,31.36,11.14,11.58,65.61,"394,854,980","350,885,529",10.22,60.20,68.23
A361610,SK아이이테크놀로지,12,2022,Annual,-14.74,-41.09,-36.91,-179.11,"310,749,280","438,450,288",-46.48,-202.57,-160.86
A006800,미래에셋증권,3,2011,Annual,25.89,7.29,5.85,15.70,"2,932,970,000","2,719,141,000",7.61,16.38,12.59
A006800,미래에셋증권,3,2012,Annual,21.36,4.63,3.72,8.49,"3,124,209,000","2,979,623,000",4.93,9.04,6.81
A006800,미래에셋증권,12,2013,Annual,14.22,-1.49,-1.43,-2.06,"2,360,625,000","2,395,704,000",-1.79,-2.48,-1.98
A006800,미래에셋증권,12,2014,Annual,19.72,6.69,5.06,14.98,"3,814,041,000","3,558,777,000",6.83,15.28,11.32
A006800,미래에셋증권,12,2015,Annual,11.05,3.66,3.49,8.80,"4,087,186,262","3,937,487,737",4.53,10.89,8.39
A006800,미래에셋증권,12,2016,Annual,8.34,1.04,0.67,1.70,"4,145,456,929","4,102,164,493",0.89,1.45,1.09
A006800,미래에셋증권,12,2017,Annual,15.36,5.85,4.48,16.26,"9,464,806,493","8,911,587,245",5.86,16.29,12.48
A006800,미래에셋증권,12,2018,Annual,12.86,4.80,3.85,14.43,"11,275,329,245","10,734,101,050",4.93,14.83,11.57
A006800,미래에셋증권,12,2019,Annual,12.70,4.72,3.52,14.68,"12,757,614,715","12,155,350,710",4.94,15.36,10.94
A006800,미래에셋증권,12,2020,Annual,14.31,7.31,3.89,27.06,"15,195,298,638","14,085,169,479",5.43,20.13,14.40
A006800,미래에셋증권,12,2021,Annual,23.66,13.20,6.99,38.00,"11,811,734,232","10,252,997,044",9.97,28.72,20.12
A006800,미래에셋증권,12,2022,Annual,9.17,3.27,2.37,13.37,"16,761,428,809","16,213,038,826",3.30,13.49,9.69
A032640,LG유플러스,12,2011,Annual,100.00,3.03,0.88,10.79,"9,182,190,000","8,904,357,000",1.79,6.39,3.14
A032640,LG유플러스,12,2012,Annual,100.00,1.15,-0.57,4.89,"10,904,831,000","10,778,973,000",-1.21,-5.14,-2.43
A032640,LG유플러스,12,2013,Annual,100.00,4.74,2.42,21.08,"11,452,151,000","10,909,527,000",2.90,12.89,10.78
A032640,LG유플러스,12,2014,Annual,100.00,5.40,2.22,23.04,"10,984,928,000","10,391,845,000",3.10,13.23,9.48
A032640,LG유플러스,12,2015,Annual,100.00,6.00,3.41,25.11,"10,780,359,000","10,134,027,000",4.47,18.71,14.27
A032640,LG유플러스,12,2016,Annual,100.00,6.61,4.38,29.36,"11,434,770,000","10,678,993,000",5.71,25.36,19.47
A032640,LG유플러스,12,2017,Annual,100.00,6.88,4.65,32.78,"12,261,930,000","11,418,256,000",5.60,26.69,22.16
A032640,LG유플러스,12,2018,Annual,100.00,6.36,4.08,28.92,"11,697,377,000","10,952,881,000",5.60,25.45,18.52
A032640,LG유플러스,12,2019,Annual,100.00,5.61,3.61,26.88,"12,337,746,000","11,645,979,000",4.70,22.54,17.31
A032640,LG유플러스,12,2020,Annual,100.00,6.78,3.66,32.56,"12,352,879,000","11,514,900,000",2.74,13.13,17.58
A032640,LG유플러스,12,2021,Annual,100.00,7.33,5.30,36.44,"12,804,202,000","11,866,261,000",6.64,33.02,26.39
A032640,LG유플러스,12,2022,Annual,100.00,8.21,5.18,40.79,"12,781,569,000","11,731,739,000",6.72,33.38,25.71
A004020,현대제철,12,2011,Annual,11.88,8.38,4.82,299.67,"15,259,909,222","13,981,617,749",5.86,209.49,172.36
A004020,현대제철,12,2012,Annual,10.00,6.16,5.60,204.13,"14,128,666,092","13,257,897,301",6.54,216.74,185.54
A004020,현대제철,12,2013,Annual,9.91,5.59,5.32,141.99,"12,814,237,426","12,097,654,772",5.80,147.30,135.14
A004020,현대제철,12,2014,Annual,13.92,8.98,4.68,247.10,"16,032,932,642","14,592,939,029",6.58,180.95,128.88
A004020,현대제철,12,2015,Annual,16.16,10.14,5.45,234.85,"14,479,377,921","13,011,611,143",6.86,158.84,126.30
A004020,현대제철,12,2016,Annual,15.09,8.89,5.85,191.48,"14,376,622,667","13,099,001,040",7.69,165.69,125.98
A004020,현대제철,12,2017,Annual,12.85,7.30,4.30,184.84,"16,889,331,093","15,656,027,150",6.13,155.04,108.83
A004020,현대제철,12,2018,Annual,9.91,5.02,2.01,139.90,"18,610,813,227","17,677,359,928",2.83,78.87,55.97
A004020,현대제철,12,2019,Annual,6.64,1.54,0.18,41.73,"18,073,859,360","17,795,422,110",0.27,7.43,4.87
A004020,현대제철,12,2020,Annual,5.89,0.27,-2.93,6.24,"15,568,026,955","15,526,367,670",-3.32,-77.41,-68.33
A004020,현대제철,12,2021,Annual,16.03,11.50,6.91,344.68,"19,991,486,623","17,691,687,389",9.72,291.36,207.13
A004020,현대제철,12,2022,Annual,10.54,6.19,4.10,219.53,"23,666,889,995","22,202,151,530",5.33,188.94,145.35
A029780,삼성카드,12,2011,Annual,79.24,12.41,12.06,62.82,"3,110,799,459","2,724,609,376",12.38,62.63,61.02
A029780,삼성카드,12,2012,Annual,81.38,26.73,20.27,160.85,"3,699,264,879","2,710,386,918",26.64,160.30,121.97
A029780,삼성카드,12,2013,Annual,77.79,12.85,9.72,58.75,"2,811,202,473","2,449,998,652",12.81,58.59,44.46
A029780,삼성카드,12,2014,Annual,81.85,25.12,19.04,140.24,"3,431,774,830","2,569,585,521",25.09,140.06,106.28
A029780,삼성카드,12,2015,Annual,82.27,11.90,10.34,62.19,"3,212,119,695","2,829,771,514",13.19,68.94,54.04
A029780,삼성카드,12,2016,Annual,82.92,12.66,10.27,69.80,"3,389,498,734","2,960,362,165",13.41,73.93,56.60
A029780,삼성카드,12,2017,Annual,83.33,13.93,10.65,81.87,"3,613,311,431","3,109,993,438",13.83,81.30,62.61
A029780,삼성카드,12,2018,Annual,76.48,14.64,10.57,77.48,"3,253,705,838","2,777,380,350",14.37,76.03,55.94
A029780,삼성카드,12,2019,Annual,76.31,13.91,10.64,72.83,"3,218,274,549","2,770,514,662",13.77,72.11,55.72
A029780,삼성카드,12,2020,Annual,74.94,16.44,12.24,86.43,"3,233,169,606","2,701,789,460",16.35,86.01,64.39
A029780,삼성카드,12,2021,Annual,78.00,21.85,16.07,121.87,"3,428,730,290","2,679,496,348",21.79,121.50,89.63
A029780,삼성카드,12,2022,Annual,75.59,23.24,16.95,137.66,"3,641,606,365","2,795,281,987",23.17,137.27,100.38
A011170,롯데케미칼,12,2011,Annual,14.47,11.98,8.85,636.23,"8,463,484,253","7,449,976,126",11.89,631.74,469.95
A011170,롯데케미칼,12,2012,Annual,7.05,4.39,3.77,241.33,"9,095,887,163","8,696,878,054",4.78,262.79,207.47
A011170,롯데케미칼,12,2013,Annual,6.63,4.10,2.76,293.63,"12,273,440,416","11,770,230,380",3.49,249.67,197.70
A011170,롯데케미칼,12,2014,Annual,6.33,3.34,2.01,218.45,"11,194,207,056","10,819,829,708",2.80,182.63,131.62
A011170,롯데케미칼,12,2015,Annual,19.77,15.77,10.27,779.43,"8,471,946,292","7,136,174,302",13.91,687.46,507.85
A011170,롯데케미칼,12,2016,Annual,27.07,22.49,15.79,"1,083.62","8,256,999,557","6,399,930,939",21.64,"1,042.55",760.97
A011170,롯데케미칼,12,2017,Annual,27.58,23.32,16.07,"1,380.92","10,149,509,820","7,782,925,478",21.93,"1,298.55",951.83
A011170,롯데케미칼,12,2018,Annual,18.90,15.03,14.07,888.57,"10,133,832,339","8,611,024,186",19.02,"1,124.84",832.25
A011170,롯데케미칼,12,2019,Annual,12.63,8.45,4.30,452.63,"9,179,765,914","8,404,061,516",7.19,385.03,230.12
A011170,롯데케미칼,12,2020,Annual,9.07,2.25,1.26,120.64,"9,171,305,612","8,964,561,980",1.80,96.10,67.44
A011170,롯데케미칼,12,2021,Annual,12.34,7.10,6.09,569.56,"13,739,086,279","12,762,985,148",7.93,635.78,488.38
A011170,롯데케미칼,12,2022,Annual,1.09,-3.73,-1.95,-354.82,"16,296,609,823","16,904,682,103",-2.57,-244.03,-185.76
A011790,SKC,12,2011,Annual,21.17,12.17,8.25,113.46,"1,687,461,201","1,482,014,025",11.52,107.40,76.91
A011790,SKC,12,2012,Annual,18.75,9.37,4.60,91.14,"1,760,998,038","1,595,962,752",7.85,76.31,44.73
A011790,SKC,12,2013,Annual,16.05,7.35,3.40,75.11,"1,851,143,652","1,715,135,664",4.44,45.40,34.71
A011790,SKC,12,2014,Annual,16.78,7.20,4.11,75.40,"1,899,152,025","1,762,369,701",5.17,54.16,43.00
A011790,SKC,12,2015,Annual,23.29,12.51,15.50,110.61,"1,616,227,687","1,413,968,792",22.65,200.16,136.98
A011790,SKC,12,2016,Annual,19.47,7.08,6.35,52.64,"1,380,829,846","1,283,017,581",8.78,65.25,47.21
A011790,SKC,12,2017,Annual,19.74,9.92,2.70,74.20,"1,403,473,051","1,264,224,443",5.75,42.97,20.20
A011790,SKC,12,2018,Annual,18.64,8.85,3.43,66.71,"1,415,180,089","1,289,989,434",5.21,39.29,25.84
A011790,SKC,12,2019,Annual,14.92,3.41,1.14,22.37,"1,229,900,590","1,187,914,762",1.51,9.89,7.47
A011790,SKC,12,2020,Annual,22.56,2.32,82.66,6.86,"556,765,066","543,829,892",118.77,350.80,244.15
A011790,SKC,12,2021,Annual,78.33,41.66,28.74,12.83,"58,334,398","34,034,733",106.67,32.87,8.86
A011790,SKC,12,2022,Annual,92.83,73.74,117.11,39.39,"101,125,043","26,552,052",198.04,105.77,62.55
A006260,LS,12,2011,Annual,100.00,69.39,60.25,39.74,"92,198,000","28,224,000",65.79,37.67,34.50
A006260,LS,12,2012,Annual,100.00,72.36,66.22,46.91,"104,376,000","28,848,000",70.52,45.72,42.93
A006260,LS,12,2013,Annual,100.00,69.06,59.91,44.47,"103,661,000","32,070,000",67.76,43.63,38.58
A006260,LS,12,2014,Annual,100.00,63.66,63.21,32.87,"83,127,000","30,212,000",57.34,29.60,32.64
A006260,LS,12,2015,Annual,100.00,78.91,80.03,66.72,"136,138,000","28,713,000",71.27,60.27,67.67
A006260,LS,12,2016,Annual,100.00,64.20,47.76,33.12,"83,058,000","29,731,000",52.44,27.06,24.64
A006260,LS,12,2017,Annual,100.00,73.89,61.39,52.90,"115,262,000","30,099,000",64.97,46.51,43.95
A006260,LS,12,2018,Annual,100.00,92.24,87.31,271.53,"473,935,000","36,777,000",88.42,260.28,257.01
A006260,LS,12,2019,Annual,100.00,51.96,59.28,28.11,"87,110,000","41,851,000",66.37,35.91,32.08
A006260,LS,12,2020,Annual,100.00,75.33,73.91,77.55,"165,747,000","40,886,000",77.30,79.58,76.09
A006260,LS,12,2021,Annual,100.00,86.93,79.51,188.45,"349,037,000","45,631,000",77.77,168.60,172.38
A006260,LS,12,2022,Annual,100.00,93.16,80.64,441.35,"762,772,000","52,205,000",89.43,423.69,382.06
A078930,GS,12,2011,Annual,100.00,87.38,70.36,64.21,"347,939,000","43,913,000",78.63,57.78,51.71
A078930,GS,12,2012,Annual,100.00,77.11,57.39,27.41,"168,342,000","38,536,000",64.07,22.78,20.40
A078930,GS,12,2013,Annual,100.00,89.82,77.63,62.61,"330,061,000","33,587,000",83.91,58.49,54.11
A078930,GS,12,2014,Annual,100.00,86.65,64.78,46.40,"253,556,000","33,840,000",72.17,38.65,34.69
A078930,GS,12,2015,Annual,100.00,81.06,53.54,30.50,"178,162,000","33,744,000",61.08,22.98,20.15
A078930,GS,12,2016,Annual,100.00,89.74,58.99,70.92,"374,216,000","38,410,000",62.60,49.48,46.62
A078930,GS,12,2017,Annual,100.00,91.31,76.61,95.07,"493,029,000","42,867,000",80.65,83.98,79.77
A078930,GS,12,2018,Annual,100.00,92.76,83.34,99.14,"506,038,000","36,628,000",87.61,93.63,89.07
A078930,GS,12,2019,Annual,100.00,84.59,75.97,65.27,"365,336,000","56,304,000",81.77,63.09,58.61
A078930,GS,12,2020,Annual,100.00,78.78,-17.40,50.96,"306,286,000","64,986,000",-12.49,-8.08,-11.26
A078930,GS,12,2021,Annual,100.00,69.20,130.05,33.70,"230,570,000","71,019,000",137.79,67.10,63.33
A078930,GS,12,2022,Annual,100.00,85.04,79.07,101.19,"563,402,000","84,279,000",82.64,98.33,94.08
A021240,코웨이,12,2011,Annual,67.72,14.23,10.36,598.45,"1,709,867,513","1,466,524,029",13.18,554.20,435.55
A021240,코웨이,12,2012,Annual,66.49,12.61,6.63,560.25,"1,806,832,626","1,579,020,346",8.94,397.09,294.49
A021240,코웨이,12,2013,Annual,66.30,17.23,13.09,819.47,"1,933,731,418","1,600,515,598",18.13,862.10,622.67
A021240,코웨이,12,2014,Annual,66.56,18.75,12.06,928.36,"2,013,640,836","1,636,147,800",16.37,810.83,597.45
A021240,코웨이,12,2015,Annual,68.56,21.42,16.17,"1,138.54","2,161,297,916","1,698,342,149",21.32,"1,133.16",859.38
A021240,코웨이,12,2016,Annual,65.86,16.72,12.49,906.71,"2,204,534,229","1,835,842,972",16.58,898.77,677.42
A021240,코웨이,12,2017,Annual,66.61,20.62,13.89,"1,176.54","2,320,503,714","1,842,092,991",18.76,"1,070.41",792.88
A021240,코웨이,12,2018,Annual,65.28,19.92,13.87,"1,173.61","2,395,498,526","1,918,282,561",18.58,"1,094.51",817.16
A021240,코웨이,12,2019,Annual,64.19,15.59,11.32,970.58,"2,531,011,641","2,136,351,620",15.26,949.54,704.68
A021240,코웨이,12,2020,Annual,63.48,17.57,10.82,"1,120.20","2,592,546,949","2,137,045,583",14.48,923.42,689.95
A021240,코웨이,12,2021,Annual,60.34,16.05,12.31,"1,110.86","2,814,648,162","2,362,946,514",17.10,"1,183.32",852.28
A021240,코웨이,12,2022,Annual,61.00,18.30,13.20,"1,265.90","2,813,488,928","2,298,742,854",19.23,"1,330.32",913.17
A128940,한미약품,12,2011,Annual,49.45,0.33,-1.59,9.34,"512,496,775","510,784,135",-2.30,-64.40,-44.37
A128940,한미약품,12,2012,Annual,51.89,3.89,1.29,110.03,"543,793,074","522,612,996",1.04,29.37,36.54
A128940,한미약품,12,2013,Annual,50.85,6.13,4.61,170.78,"562,757,345","528,242,001",4.76,132.47,128.48
A128940,한미약품,12,2014,Annual,48.63,0.63,2.67,16.17,"582,023,313","578,380,432",0.70,18.02,69.08
A128940,한미약품,12,2015,Annual,67.83,16.19,12.02,721.94,"1,113,238,541","932,974,798",15.91,709.26,536.06
A128940,한미약품,12,2016,Annual,44.57,-0.64,0.57,-17.04,"687,781,954","692,183,518",-3.52,-93.59,15.25
A128940,한미약품,12,2017,Annual,50.83,6.68,5.50,173.92,"702,635,601","655,681,287",3.48,90.50,143.18
A128940,한미약품,12,2018,Annual,46.04,5.44,1.61,153.51,"795,016,146","751,747,133",2.94,83.06,45.28
A128940,한미약품,12,2019,Annual,49.24,6.12,2.81,183.88,"863,646,889","810,787,126",4.14,124.39,84.38
A128940,한미약품,12,2020,Annual,48.05,3.00,0.35,89.23,"872,404,731","846,243,030",0.43,12.66,10.30
A128940,한미약품,12,2021,Annual,44.71,6.72,2.67,206.11,"917,017,927","855,387,884",4.15,127.31,81.79
A128940,한미약품,12,2022,Annual,45.17,8.06,5.12,259.42,"982,048,866","902,938,118",6.05,194.89,165.03
A307950,현대오토에버,12,2011,Annual,9.47,5.75,5.20,383.88,"668,165,349","629,777,439",6.44,430.50,347.36
A307950,현대오토에버,12,2012,Annual,8.95,5.40,4.98,457.10,"845,890,066","800,179,856",6.13,518.23,421.59
A307950,현대오토에버,12,2013,Annual,9.06,5.39,4.65,501.62,"930,854,485","880,692,377",5.88,547.73,433.10
A307950,현대오토에버,12,2014,Annual,9.38,5.60,4.76,541.79,"982,813,827","927,751,029",6.25,604.68,460.61
A307950,현대오토에버,12,2015,Annual,9.02,5.28,4.54,582.36,"1,138,803,657","1,078,668,042",6.11,673.73,500.98
A307950,현대오토에버,12,2016,Annual,9.86,6.06,5.07,669.01,"1,140,285,370","1,071,202,184",6.57,725.66,560.37
A307950,현대오토에버,12,2017,Annual,9.74,5.23,4.50,586.91,"1,158,657,343","1,098,052,273",5.80,651.25,504.42
A307950,현대오토에버,12,2018,Annual,9.07,5.03,4.17,536.95,"1,102,316,752","1,046,870,590",5.75,614.25,445.53
A307950,현대오토에버,12,2019,Annual,10.19,5.45,4.41,620.04,"1,185,074,572","1,120,509,473",6.19,704.08,501.89
A307950,현대오토에버,12,2020,Annual,11.11,5.96,4.29,679.23,"1,195,747,889","1,124,429,132",5.83,664.34,488.14
A307950,현대오토에버,12,2021,Annual,11.14,4.67,3.64,649.89,"1,684,953,150","1,606,277,548",4.88,679.73,506.98
A307950,현대오토에버,12,2022,Annual,11.32,5.55,4.76,906.89,"2,240,816,395","2,116,464,397",6.18,"1,010.53",777.63
A180640,한진칼,12,2011,Annual,,,,,,,,,
A180640,한진칼,12,2012,Annual,,,,,,,,,
A180640,한진칼,12,2013,Annual,100.00,83.12,-25.10,,"14,710,852","2,482,707",-18.64,,
A180640,한진칼,12,2014,Annual,100.00,81.67,52.85,33.35,"41,815,085","7,664,405",57.68,23.56,21.58
A180640,한진칼,12,2015,Annual,100.00,66.13,23.11,20.72,"41,638,210","14,104,859",36.89,11.56,7.24
A180640,한진칼,12,2016,Annual,100.00,69.75,-190.98,29.70,"60,147,377","18,194,427",-260.29,-110.82,-81.31
A180640,한진칼,12,2017,Annual,100.00,76.00,415.72,29.92,"58,767,782","14,101,869",532.51,209.65,163.67
A180640,한진칼,12,2018,Annual,100.00,75.48,50.00,31.26,"61,814,665","15,159,492",58.83,24.36,20.71
A180640,한진칼,12,2019,Annual,100.00,74.66,47.12,32.56,"65,099,543","16,493,408",54.06,23.58,20.55
A180640,한진칼,12,2020,Annual,100.00,45.80,-8.19,12.07,"41,685,803","22,592,186",-6.27,-1.65,-2.16
A180640,한진칼,12,2021,Annual,100.00,50.56,-242.59,10.09,"33,445,400","16,534,935",-293.09,-58.49,-48.41
A180640,한진칼,12,2022,Annual,100.00,55.03,945.06,13.13,"40,121,702","18,043,109","1,282.90",305.98,225.41
A000720,현대건설,12,2011,Annual,8.53,4.92,4.98,89.18,"10,104,552,000","9,607,573,000",6.05,109.74,90.32
A000720,현대건설,12,2012,Annual,7.94,3.98,3.33,74.58,"10,433,442,000","10,017,808,000",4.32,80.86,62.27
A000720,현대건설,12,2013,Annual,7.37,4.02,3.02,76.08,"10,538,677,000","10,114,699,000",4.00,75.55,57.07
A000720,현대건설,12,2014,Annual,7.05,3.47,2.10,66.44,"10,667,060,000","10,296,818,000",3.02,57.76,40.12
A000720,현대건설,12,2015,Annual,8.52,4.82,2.90,92.62,"10,716,337,000","10,200,171,000",3.93,75.52,55.76
A000720,현대건설,12,2016,Annual,9.32,5.34,2.93,105.82,"11,041,077,000","10,451,359,000",4.00,79.20,57.98
