Symbol,Name,결산월,회계년,주기,부채비율(%),유동비율,유동자산(천원),유동부채(천원),당좌비율,당좌자산(천원),유동부채(천원),현금비율,현금및현금성자산(천원),유동부채(천원),유형자산구성비율(%),무형자산구성비율(%),판매비와관리비증가율(전년동기)(%),타인자본비율(%),매출액(천원),단기금융상품(천원)
A010100,한국무브넥스,12,2018,Annual,142.37,,"248,117,491","245,545,133",,"149,264,622","245,545,133",,"4,267,031","245,545,133",30.27,0.73,-8.27,58.74,"540,075,842","2,008,786"
A010100,한국무브넥스,12,2019,Annual,131.41,,"261,533,846","228,796,848",,"174,431,894","228,796,848",,"23,160,885","228,796,848",30.47,0.74,19.04,56.79,"610,103,377","121,692"
A010100,한국무브넥스,12,2020,Annual,132.44,,"259,364,067","234,038,528",,"187,028,523","234,038,528",,"39,592,144","234,038,528",30.10,0.73,-10.12,56.98,"562,052,207","155,187"
A010100,한국무브넥스,12,2021,Annual,118.61,,"269,159,243","231,370,880",,"196,616,137","231,370,880",,"24,053,815","231,370,880",29.40,0.76,15.52,54.26,"626,502,183",0
A010100,한국무브넥스,12,2022,Annual,111.79,,"272,913,373","251,197,864",,"209,773,028","251,197,864",,"11,804,900","251,197,864",28.49,0.69,43.19,52.78,"766,770,906",0
A012800,대창,12,2011,Annual,167.07,,"288,752,781","267,559,376",,"136,842,784","267,559,376",,"5,240,966","267,559,376",27.62,0.58,-0.71,62.56,"847,602,152","550,000"
A012800,대창,12,2012,Annual,147.95,,"276,840,169","234,496,329",,"143,084,478","234,496,329",,"5,376,463","234,496,329",28.94,0.59,3.97,59.67,"760,552,549","420,000"
A012800,대창,12,2013,Annual,181.86,,"288,675,527","277,704,095",,"150,328,505","277,704,095",,"2,990,357","277,704,095",26.32,0.61,14.34,64.52,"731,584,711","452,250"
A012800,대창,12,2014,Annual,196.09,,"308,009,005","313,979,675",,"141,287,886","313,979,675",,"2,796,790","313,979,675",24.87,0.54,-6.38,66.23,"759,271,054","684,646"
A012800,대창,12,2015,Annual,190.13,,"241,884,191","252,813,852",,"171,907,220","252,813,852",,"34,694,964","252,813,852",31.97,0.66,-0.69,65.53,"590,375,055",0
A012800,대창,12,2016,Annual,148.38,,"169,263,882","193,888,159",,"84,149,394","193,888,159",,"1,765,885","193,888,159",36.11,0.42,-31.98,59.74,"371,558,721","130,000"
A012800,대창,12,2017,Annual,154.32,,"190,896,850","198,893,688",,"96,508,008","198,893,688",,"6,961,192","198,893,688",34.95,0.39,8.84,60.68,"442,632,337","240,000"
A012800,대창,12,2018,Annual,141.42,,"181,961,214","193,932,231",,"87,094,349","193,932,231",,"8,002,261","193,932,231",37.83,0.36,2.32,58.58,"453,110,792",0
A012800,대창,12,2019,Annual,134.67,,"173,029,313","204,649,986",,"79,157,893","204,649,986",,"8,415,459","204,649,986",38.48,0.25,-3.96,57.39,"409,974,330","80,000"
A012800,대창,12,2020,Annual,149.32,,"197,648,320","206,042,066",,"104,587,076","206,042,066",,"5,556,756","206,042,066",35.74,0.37,-0.85,59.89,"421,320,232","1,151,319"
A012800,대창,12,2021,Annual,155.10,,"299,913,652","247,628,915",,"139,965,703","247,628,915",,"18,246,537","247,628,915",31.75,0.49,53.80,60.80,"594,658,084","237,034"
A012800,대창,12,2022,Annual,148.83,,"290,474,295","232,904,940",,"145,658,479","232,904,940",,"21,785,360","232,904,940",32.23,0.52,9.48,59.81,"654,317,789","104,592"
A210540,디와이파워,12,2011,Annual,,,,,,,,,,,,,,,,
A210540,디와이파워,12,2012,Annual,,,,,,,,,,,,,,,,
A210540,디와이파워,12,2013,Annual,,,,,,,,,,,,,,,,
A210540,디와이파워,12,2014,Annual,80.83,,"110,087,593","57,287,236",,"82,192,510","57,287,236",,"9,841,412","57,287,236",30.89,0.18,,44.70,"24,566,151",0
A210540,디와이파워,12,2015,Annual,66.12,,"102,049,161","55,801,791",,"81,454,457","55,801,791",,"30,124,038","55,801,791",30.09,0.17,"1,101.15",39.80,"241,871,955",0
A210540,디와이파워,12,2016,Annual,51.17,,"93,414,755","38,255,961",,"75,599,307","38,255,961",,"32,422,043","38,255,961",29.89,0.24,16.57,33.85,"199,708,114",0
A210540,디와이파워,12,2017,Annual,35.56,,"94,167,583","35,155,305",,"72,134,650","35,155,305",,"18,872,187","35,155,305",28.52,0.29,-27.66,26.23,"246,924,384",0
A210540,디와이파워,12,2018,Annual,31.69,,"88,159,720","38,746,253",,"65,154,416","38,746,253",,"7,488,309","38,746,253",30.34,0.34,-31.72,24.06,"251,334,638",0
A210540,디와이파워,12,2019,Annual,24.68,,"83,518,084","28,272,487",,"64,536,217","28,272,487",,"14,869,664","28,272,487",31.24,0.27,45.56,19.80,"220,098,576","7,565,000"
A210540,디와이파워,12,2020,Annual,25.40,,"97,354,837","28,085,201",,"77,071,494","28,085,201",,"22,247,018","28,085,201",29.33,0.35,-38.65,20.26,"171,990,416","8,065,000"
A210540,디와이파워,12,2021,Annual,28.83,,"118,889,890","45,440,831",,"79,559,843","45,440,831",,"11,150,347","45,440,831",27.55,0.23,-22.37,22.38,"274,228,415","5,565,000"
A210540,디와이파워,12,2022,Annual,22.31,,"125,718,509","45,398,730",,"89,652,029","45,398,730",,"16,174,059","45,398,730",25.89,0.23,16.81,18.24,"296,998,154","4,500,000"
A000700,유수홀딩스,12,2011,Annual,35.25,,"30,014,044","76,253,209",,"30,003,543","76,253,209",,"16,852,928","76,253,209",4.89,0.01,19.22,26.06,"36,236,162","6,894,115"
A000700,유수홀딩스,12,2012,Annual,50.07,,"52,668,536","111,997,677",,"52,658,185","111,997,677",,"35,182,760","111,997,677",6.54,0.01,1.37,33.36,"40,834,964","9,967,760"
A000700,유수홀딩스,12,2013,Annual,103.20,,"310,445,318","407,893,725",,"310,437,197","407,893,725",,"37,501,530","407,893,725",4.67,0.00,-21.19,50.79,"13,398,328","7,207,425"
A000700,유수홀딩스,12,2014,Annual,53.87,,"23,955,646","8,436,401",,"23,949,392","8,436,401",,"16,192,210","8,436,401",72.62,0.20,5.70,35.01,"14,751,094","5,100,796"
A000700,유수홀딩스,12,2015,Annual,53.99,,"20,707,233","8,642,983",,"20,700,203","8,642,983",,"13,371,940","8,642,983",73.79,0.25,10.82,35.06,"16,049,026","6,850,664"
A000700,유수홀딩스,12,2016,Annual,52.29,,"17,668,898","86,740,933",,"17,662,025","86,740,933",,"6,802,242","86,740,933",73.71,0.25,0.57,34.34,"17,616,638","10,370,412"
A000700,유수홀딩스,12,2017,Annual,60.45,,"19,413,166","9,859,150",,"19,406,920","9,859,150",,"6,828,303","9,859,150",73.99,0.25,1.59,37.68,"14,988,179",0
A000700,유수홀딩스,12,2018,Annual,74.86,,"9,904,540","8,685,231",,"9,898,263","8,685,231",,"2,718,200","8,685,231",78.96,0.24,-3.96,42.81,"15,129,474",0
A000700,유수홀딩스,12,2019,Annual,60.66,,"223,092,287","106,408,524",,"223,086,397","106,408,524",,"1,014,173","106,408,524",2.86,0.24,-5.81,37.76,"14,395,961",0
A000700,유수홀딩스,12,2020,Annual,14.77,,"103,918,611","36,957,105",,"103,918,611","36,957,105",,"9,476,450","36,957,105",0.05,0.23,15.01,12.87,"13,876,937",0
A000700,유수홀딩스,12,2021,Annual,4.17,,"46,095,911","7,293,279",,"46,095,911","7,293,279",,"6,038,042","7,293,279",1.47,0.27,-3.32,4.00,"6,294,640",0
A000700,유수홀딩스,12,2022,Annual,3.51,,"33,957,616","6,780,311",,"33,957,616","6,780,311",,"9,393,220","6,780,311",1.20,0.25,18.30,3.39,"6,821,621",0
A014160,대영포장,12,2011,Annual,126.19,,"70,047,124","68,410,090",,"56,128,563","68,410,090",,"2,046,290","68,410,090",64.68,0.01,42.84,55.79,"228,640,516","730,000"
A014160,대영포장,12,2012,Annual,76.96,,"49,279,006","30,777,215",,"38,377,880","30,777,215",,"831,213","30,777,215",70.96,0.20,-6.49,43.49,"234,219,301","80,000"
A014160,대영포장,12,2013,Annual,70.16,,"57,243,944","41,991,674",,"45,167,865","41,991,674",,"1,078,983","41,991,674",67.51,0.26,10.02,41.23,"223,635,578","5,000,000"
A014160,대영포장,12,2014,Annual,60.08,,"47,251,892","50,613,369",,"37,676,986","50,613,369",,"589,208","50,613,369",72.02,0.27,13.57,37.53,"246,574,728",0
A014160,대영포장,12,2015,Annual,68.97,,"52,764,211","72,789,366",,"41,744,144","72,789,366",,"516,031","72,789,366",70.64,0.37,4.82,40.82,"244,205,122","2,501,000"
A014160,대영포장,12,2016,Annual,51.84,,"60,217,802","60,977,559",,"46,877,063","60,977,559",,"1,338,896","60,977,559",68.20,0.37,11.75,34.14,"267,108,952","2,000"
A014160,대영포장,12,2017,Annual,60.68,,"65,870,740","70,490,168",,"51,810,000","70,490,168",,"2,582,830","70,490,168",65.85,0.19,2.37,37.76,"312,071,269",0
A014160,대영포장,12,2018,Annual,55.85,,"55,559,523","57,191,492",,"41,673,307","57,191,492",,"668,942","57,191,492",71.41,0.34,-4.22,35.84,"300,056,836",0
A014160,대영포장,12,2019,Annual,40.99,,"55,351,296","45,948,127",,"43,668,404","45,948,127",,"2,009,087","45,948,127",70.04,0.35,-2.90,29.07,"270,087,084","3,700,486"
A014160,대영포장,12,2020,Annual,35.13,,"58,563,764","41,580,154",,"48,309,445","41,580,154",,"3,242,505","41,580,154",67.36,0.56,5.00,26.00,"260,706,386","4,000,000"
A014160,대영포장,12,2021,Annual,47.14,,"96,366,398","40,556,646",,"80,739,820","40,556,646",,"1,071,588","40,556,646",55.59,0.51,-0.13,32.04,"295,763,691","29,000,000"
A014160,대영포장,12,2022,Annual,48.10,,"100,263,705","69,518,889",,"88,919,020","69,518,889",,"4,236,027","69,518,889",47.37,0.10,-3.08,32.48,"302,554,046","41,236,778"
A003830,대한화섬,12,2011,Annual,34.11,,"63,791,379","62,099,748",,"38,895,790","62,099,748",,"953,000","62,099,748",24.80,3.00,37.95,25.44,"234,501,726",50
A003830,대한화섬,12,2012,Annual,31.79,,"65,841,893","68,518,722",,"43,365,804","68,518,722",,"61,084","68,518,722",21.71,2.94,14.69,24.12,"344,891,578",50
A003830,대한화섬,12,2013,Annual,26.51,,"57,617,246","82,419,836",,"22,404,410","82,419,836",,"151,112","82,419,836",18.04,2.39,-14.28,20.96,"216,414,071",50
A003830,대한화섬,12,2014,Annual,26.86,,"45,787,481","74,216,345",,"23,519,521","74,216,345",,"71,077","74,216,345",14.43,2.29,27.73,21.18,"143,115,506","747,506"
A003830,대한화섬,12,2015,Annual,24.83,,"34,985,495","63,758,386",,"15,892,792","63,758,386",,"199,371","63,758,386",9.62,2.33,18.89,19.89,"135,360,924",50
A003830,대한화섬,12,2016,Annual,20.81,,"27,675,779","53,999,362",,"16,351,501","53,999,362",,"1,436,642","53,999,362",9.84,2.48,-42.88,17.23,"104,629,274",50
A003830,대한화섬,12,2017,Annual,19.22,,"31,937,822","40,574,234",,"18,426,292","40,574,234",,"1,041,422","40,574,234",8.12,2.15,-9.67,16.12,"110,839,358",50
A003830,대한화섬,12,2018,Annual,17.05,,"33,886,482","33,774,176",,"16,221,115","33,774,176",,"1,809,083","33,774,176",7.28,2.06,-17.30,14.57,"107,660,512",50
A003830,대한화섬,12,2019,Annual,14.24,,"34,766,895","24,899,115",,"18,213,226","24,899,115",,"1,497,842","24,899,115",3.08,1.97,11.34,12.46,"114,236,034",50
A003830,대한화섬,12,2020,Annual,18.96,,"60,474,827","14,787,663",,"51,797,706","14,787,663",,"40,024,326","14,787,663",2.58,0.73,-0.58,15.93,"86,893,259",50
A003830,대한화섬,12,2021,Annual,22.34,,"80,352,961","27,264,559",,"64,679,090","27,264,559",,"44,338,004","27,264,559",2.22,0.58,23.97,18.26,"117,346,875",50
A003830,대한화섬,12,2022,Annual,17.20,,"90,420,133","46,727,337",,"71,420,926","46,727,337",,"52,594,375","46,727,337",2.10,0.31,3.60,14.67,"150,864,212",50
A012610,경인양행,12,2011,Annual,54.72,,"99,039,937","64,682,274",,"47,616,749","64,682,274",,"1,889,398","64,682,274",28.24,0.39,-8.57,35.37,"128,707,611","86,840"
A012610,경인양행,12,2012,Annual,48.69,,"94,723,927","70,551,008",,"55,999,718","70,551,008",,"5,366,237","70,551,008",27.90,0.54,4.03,32.75,"141,304,459","86,840"
A012610,경인양행,12,2013,Annual,54.19,,"123,143,650","88,530,619",,"62,458,518","88,530,619",,"4,827,047","88,530,619",26.33,0.75,30.88,35.14,"183,106,757","86,840"
A012610,경인양행,12,2014,Annual,43.39,,"107,227,115","64,009,841",,"49,809,049","64,009,841",,"6,209,702","64,009,841",29.11,0.77,11.38,30.26,"190,395,047","86,840"
A012610,경인양행,12,2015,Annual,47.27,,"113,173,448","81,834,318",,"50,722,860","81,834,318",,"6,009,956","81,834,318",27.82,0.76,2.98,32.10,"175,006,703","86,840"
A012610,경인양행,12,2016,Annual,51.83,,"126,364,739","93,552,900",,"60,203,136","93,552,900",,"9,578,456","93,552,900",26.88,0.71,-0.95,34.14,"179,267,850","86,840"
A012610,경인양행,12,2017,Annual,55.58,,"125,062,666","93,894,860",,"61,107,652","93,894,860",,"9,874,708","93,894,860",29.14,0.69,41.78,35.72,"193,975,818","86,840"
A012610,경인양행,12,2018,Annual,73.99,,"165,167,110","127,936,086",,"79,037,902","127,936,086",,"13,933,876","127,936,086",26.29,1.37,9.66,42.52,"222,659,442","5,639,238"
A012610,경인양행,12,2019,Annual,89.50,,"172,620,331","154,357,193",,"71,610,189","154,357,193",,"14,528,394","154,357,193",31.36,1.10,4.71,47.23,"245,244,968",0
A012610,경인양행,12,2020,Annual,101.53,,"164,228,540","152,718,701",,"89,049,745","152,718,701",,"39,345,829","152,718,701",35.22,1.38,8.58,50.38,"214,380,449",0
A012610,경인양행,12,2021,Annual,121.84,,"234,748,520","224,636,033",,"138,833,404","224,636,033",,"64,762,418","224,636,033",30.51,1.10,16.19,54.92,"276,226,577","5,369,160"
A012610,경인양행,12,2022,Annual,86.51,,"166,951,935","160,954,449",,"55,178,858","160,954,449",,"11,863,061","160,954,449",37.16,0.95,1.84,46.38,"245,973,699",0
A006490,인스코비,12,2011,Annual,25.57,,"9,702,974","2,308,728",,"7,741,994","2,308,728",,"178,848","2,308,728",21.75,0.00,23.92,20.36,"5,475,543","50,000"
A006490,인스코비,12,2012,Annual,35.47,,"10,059,574","4,997,376",,"6,757,282","4,997,376",,"1,922,485","4,997,376",21.80,1.07,69.77,26.19,"7,984,671","50,000"
A006490,인스코비,12,2013,Annual,14.18,,"16,971,261","3,233,889",,"13,198,330","3,233,889",,"6,564,697","3,233,889",8.81,1.46,43.36,12.42,"12,235,606",0
A006490,인스코비,12,2014,Annual,13.98,,"14,160,860","2,982,792",,"10,953,732","2,982,792",,"1,660,003","2,982,792",4.29,0.90,-17.83,12.26,"24,276,482",0
A006490,인스코비,12,2015,Annual,71.94,,"8,734,519","19,443,015",,"7,158,288","19,443,015",,"2,925,297","19,443,015",1.17,24.19,-1.82,41.84,"9,610,387",0
A006490,인스코비,12,2016,Annual,31.78,,"11,024,808","10,482,365",,"9,394,723","10,482,365",,"2,355,966","10,482,365",0.53,24.76,26.41,24.11,"14,610,084","48,000"
A006490,인스코비,12,2017,Annual,21.47,,"10,468,005","7,156,846",,"8,038,306","7,156,846",,"1,463,767","7,156,846",0.38,24.26,-1.09,17.67,"20,826,968","48,000"
A006490,인스코비,12,2018,Annual,65.66,,"16,177,810","6,794,203",,"8,855,084","6,794,203",,"903,270","6,794,203",0.36,21.32,25.75,39.64,"29,321,226","48,029"
A006490,인스코비,12,2019,Annual,67.33,,"16,410,133","4,720,759",,"14,972,094","4,720,759",,"7,902,215","4,720,759",2.36,22.16,4.84,40.24,"46,574,445","48,029"
A006490,인스코비,12,2020,Annual,58.53,,"22,494,054","17,631,193",,"18,154,625","17,631,193",,"10,258,096","17,631,193",1.43,13.37,33.80,36.92,"28,795,940","48,029"
A006490,인스코비,12,2021,Annual,55.81,,"29,485,291","33,932,505",,"26,559,849","33,932,505",,"18,365,802","33,932,505",0.95,9.10,27.00,35.82,"36,345,515",0
A006490,인스코비,12,2022,Annual,48.89,,"17,694,151","27,267,775",,"14,465,304","27,267,775",,"8,373,038","27,267,775",1.33,10.28,-15.30,32.84,"36,075,660",0
A008040,사조동아원,12,2011,Annual,183.11,,"208,072,979","278,594,274",,"134,739,506","278,594,274",,"4,482,341","278,594,274",27.67,5.94,20.07,64.68,"433,926,346","7,258,269"
A008040,사조동아원,12,2012,Annual,198.99,,"267,623,707","278,972,524",,"187,212,709","278,972,524",,"11,961,049","278,972,524",24.41,5.30,24.36,66.55,"512,633,814","5,989,394"
A008040,사조동아원,12,2013,Annual,205.47,,"215,057,180","283,735,642",,"172,130,505","283,735,642",,"3,812,128","283,735,642",30.10,5.37,0.53,67.26,"501,344,613","9,711,406"
A008040,사조동아원,12,2014,Annual,473.24,,"222,243,859","401,548,229",,"142,866,522","401,548,229",,"2,239,237","401,548,229",29.71,5.46,55.25,82.56,"459,441,374","11,430,983"
A008040,사조동아원,12,2015,Annual,613.50,,"160,650,056","375,471,068",,"106,573,777","375,471,068",,"2,413,193","375,471,068",35.48,6.52,-36.85,85.98,"446,850,950","4,601,178"
A008040,사조동아원,12,2016,Annual,423.22,,"129,403,105","261,817,012",,"93,866,095","261,817,012",,"1,456,560","261,817,012",38.89,7.31,-46.90,80.89,"363,732,805","15,000"
A008040,사조동아원,12,2017,Annual,188.15,,"152,422,320","301,417,533",,"86,859,659","301,417,533",,"4,671,124","301,417,533",57.20,6.28,-3.80,65.30,"374,082,379","790,000"
A008040,사조동아원,12,2018,Annual,154.87,,"186,064,995","274,027,393",,"117,056,028","274,027,393",,"2,309,974","274,027,393",51.01,6.34,16.55,60.76,"407,961,401","790,000"
A008040,사조동아원,12,2019,Annual,133.82,,"184,565,206","229,279,584",,"110,341,750","229,279,584",,"1,747,682","229,279,584",49.64,6.41,0.30,57.23,"412,516,589","115,000"
A008040,사조동아원,12,2020,Annual,112.01,,"175,240,766","206,275,751",,"104,524,536","206,275,751",,"2,905,412","206,275,751",50.05,6.02,-8.03,52.83,"391,913,287","100,000"
A008040,사조동아원,12,2021,Annual,112.50,,"194,579,526","230,397,867",,"101,672,755","230,397,867",,"3,258,226","230,397,867",45.64,5.87,-1.35,52.94,"415,276,864","100,000"
A008040,사조동아원,12,2022,Annual,108.54,,"230,815,046","245,773,664",,"90,216,405","245,773,664",,"1,871,976","245,773,664",41.22,5.05,26.55,52.05,"631,567,233","100,000"
A002210,동성제약,12,2011,Annual,106.93,,"75,047,931","50,919,968",,"63,872,337","50,919,968",,"8,147,491","50,919,968",24.58,0.94,-2.17,51.68,"78,442,098","520,000"
A002210,동성제약,12,2012,Annual,112.51,,"84,153,835","55,597,975",,"72,512,830","55,597,975",,"9,811,818","55,597,975",24.08,0.62,-8.86,52.94,"84,581,021",0
A002210,동성제약,12,2013,Annual,106.72,,"79,150,878","52,721,078",,"66,464,137","52,721,078",,"7,291,794","52,721,078",25.34,0.59,6.49,51.63,"75,175,284","1,341,980"
A002210,동성제약,12,2014,Annual,141.46,,"87,074,720","64,949,351",,"74,289,483","64,949,351",,"7,173,375","64,949,351",23.96,0.34,-9.37,58.59,"73,157,942","680,000"
A002210,동성제약,12,2015,Annual,114.97,,"77,020,692","53,264,626",,"66,057,051","53,264,626",,"4,649,407","53,264,626",25.69,0.85,-4.89,53.48,"74,660,371",0
A002210,동성제약,12,2016,Annual,125.43,,"77,080,264","38,460,862",,"62,212,733","38,460,862",,"2,905,304","38,460,862",26.49,0.79,11.63,55.64,"79,720,855",0
A002210,동성제약,12,2017,Annual,93.22,,"74,520,851","36,684,101",,"58,188,551","36,684,101",,"4,047,665","36,684,101",27.70,0.96,-10.76,48.25,"82,385,234",0
A002210,동성제약,12,2018,Annual,143.89,,"87,789,487","50,394,834",,"70,429,612","50,394,834",,"2,210,924","50,394,834",24.61,0.63,5.27,59.00,"91,912,686","1,118,100"
A002210,동성제약,12,2019,Annual,87.92,,"79,397,720","40,549,561",,"56,114,198","40,549,561",,"18,367,070","40,549,561",25.88,0.56,9.75,46.79,"86,536,755",0
A002210,동성제약,12,2020,Annual,128.79,,"71,507,495","47,833,133",,"51,225,767","47,833,133",,"14,352,108","47,833,133",29.62,0.66,-6.87,56.29,"87,799,927",0
A002210,동성제약,12,2021,Annual,125.20,,"49,986,318","37,589,209",,"34,467,243","37,589,209",,"3,140,165","37,589,209",35.69,0.90,2.70,55.59,"84,407,658",0
A002210,동성제약,12,2022,Annual,151.59,,"54,389,190","47,571,204",,"39,455,364","47,571,204",,"4,093,782","47,571,204",40.72,0.79,16.24,60.25,"93,328,195",0
A002780,진흥기업,12,2011,Annual,완전잠식,,"607,868,944","480,256,760",,"586,880,421","480,256,760",,"9,192,573","480,256,760",0.71,0.24,64.25,101.63,"547,347,375","901,600"
A002780,진흥기업,12,2012,Annual,407.99,,"488,663,711","330,092,013",,"456,484,737","330,092,013",,"4,532,589","330,092,013",0.86,0.22,-77.56,80.31,"466,811,943","1,901,000"
A002780,진흥기업,12,2013,Annual,"1,287.85",,"439,629,717","399,937,749",,"424,233,317","399,937,749",,"7,075,789","399,937,749",0.92,0.22,-32.20,92.79,"479,223,825","289,102"
A002780,진흥기업,12,2014,Annual,302.35,,"286,619,690","269,901,682",,"281,191,144","269,901,682",,"10,629,797","269,901,682",0.95,0.22,0.77,75.15,"638,101,515","1,036,035"
A002780,진흥기업,12,2015,Annual,705.12,,"334,985,711","430,390,780",,"329,348,796","430,390,780",,"12,281,638","430,390,780",0.79,0.17,23.85,87.58,"727,826,358","553,525"
A002780,진흥기업,12,2016,Annual,완전잠식,,"208,050,031","242,137,082",,"204,248,934","242,137,082",,"23,018,213","242,137,082",1.36,0.30,-71.03,103.31,"646,578,598","764,525"
A002780,진흥기업,12,2017,Annual,313.32,,"210,500,746","186,525,219",,"206,555,958","186,525,219",,"46,977,533","186,525,219",3.47,0.12,65.58,75.81,"573,309,875","764,525"
A002780,진흥기업,12,2018,Annual,364.75,,"286,361,415","228,546,159",,"282,646,428","228,546,159",,"12,555,530","228,546,159",2.92,0.09,22.59,78.48,"671,155,390","764,525"
A002780,진흥기업,12,2019,Annual,234.47,,"218,281,825","148,572,283",,"214,743,893","148,572,283",,"591,364","148,572,283",3.25,0.10,-17.33,70.10,"546,534,147","400,102"
A002780,진흥기업,12,2020,Annual,138.05,,"163,362,308","109,353,910",,"159,913,396","109,353,910",,"2,354,008","109,353,910",4.58,0.11,58.43,57.99,"377,247,252",0
A002780,진흥기업,12,2021,Annual,95.74,,"199,532,101","104,125,496",,"196,062,223","104,125,496",,"21,745,319","104,125,496",4.03,0.12,-12.66,48.91,"444,244,784","2,500,000"
A002780,진흥기업,12,2022,Annual,101.02,,"332,594,741","150,468,385",,"329,132,582","150,468,385",,"92,848,786","150,468,385",3.53,0.09,-2.02,50.25,"628,936,049","2,500,000"
A003650,미창석유,12,2011,Annual,30.88,,"139,111,192","44,171,506",,"81,357,732","44,171,506",,"1,676,597","44,171,506",17.79,0.00,10.40,23.60,"397,739,650","3,000,000"
A003650,미창석유,12,2012,Annual,20.93,,"147,917,263","32,472,212",,"88,770,121","32,472,212",,"2,291,472","32,472,212",19.95,0.00,3.93,17.30,"410,608,526","5,800,000"
A003650,미창석유,12,2013,Annual,13.84,,"139,856,784","24,016,081",,"84,246,289","24,016,081",,"10,654,582","24,016,081",21.46,0.00,-2.02,12.16,"370,332,622","2,000,000"
A003650,미창석유,12,2014,Annual,11.01,,"145,292,841","20,373,259",,"93,806,102","20,373,259",,"13,108,628","20,373,259",21.10,0.00,8.94,9.92,"355,665,836",0
A003650,미창석유,12,2015,Annual,16.57,,"180,668,601","34,464,271",,"122,970,754","34,464,271",,"16,442,752","34,464,271",18.95,0.00,4.70,14.21,"309,317,376","50,049,173"
A003650,미창석유,12,2016,Annual,14.67,,"227,904,594","34,364,504",,"195,339,698","34,364,504",,"17,839,358","34,364,504",10.33,0.00,2.86,12.79,"280,598,373","94,000,000"
A003650,미창석유,12,2017,Annual,13.28,,"228,558,837","32,323,839",,"189,294,446","32,323,839",,"18,791,734","32,323,839",11.08,0.00,8.60,11.72,"313,159,052","48,955,467"
A003650,미창석유,12,2018,Annual,13.33,,"212,732,013","31,721,233",,"173,218,925","31,721,233",,"24,592,101","31,721,233",13.50,0.28,-27.09,11.77,"316,299,560","9,002,250"
A003650,미창석유,12,2019,Annual,14.23,,"209,232,376","31,766,968",,"152,324,250","31,766,968",,"26,116,251","31,766,968",13.79,0.25,-1.59,12.46,"323,727,562",0
A003650,미창석유,12,2020,Annual,11.97,,"218,922,152","27,492,444",,"173,824,675","27,492,444",,"56,042,404","27,492,444",13.70,0.21,1.71,10.69,"277,578,235",0
A003650,미창석유,12,2021,Annual,14.96,,"260,307,856","39,162,451",,"208,903,871","39,162,451",,"37,357,664","39,162,451",11.71,0.16,11.23,13.01,"406,292,673",0
A003650,미창석유,12,2022,Annual,11.82,,"266,449,231","32,949,790",,"204,232,420","32,949,790",,"25,845,758","32,949,790",10.89,0.14,-3.65,10.57,"418,789,690",0
A011700,한신기계,12,2011,Annual,40.49,,"50,231,028","16,408,799",,"34,534,041","16,408,799",,"1,876,508","16,408,799",18.19,1.41,-6.37,28.82,"62,073,738","12,015,406"
A011700,한신기계,12,2012,Annual,43.72,,"56,306,858","19,177,711",,"38,459,995","19,177,711",,"2,876,432","19,177,711",16.72,1.29,0.03,30.42,"64,745,366","13,516,814"
A011700,한신기계,12,2013,Annual,39.94,,"64,914,181","22,429,350",,"44,567,017","22,429,350",,"3,526,498","22,429,350",14.97,1.16,6.23,28.54,"68,252,468","20,034,935"
A011700,한신기계,12,2014,Annual,33.78,,"69,144,975","20,277,214",,"49,980,180","20,277,214",,"6,769,027","20,277,214",14.17,0.85,-7.12,25.25,"63,579,137","22,613,032"
A011700,한신기계,12,2015,Annual,30.03,,"68,559,091","20,037,200",,"50,411,604","20,037,200",,"16,912,646","20,037,200",19.08,0.80,31.17,23.10,"61,812,849","8,019,147"
A011700,한신기계,12,2016,Annual,23.89,,"70,284,095","15,220,730",,"56,696,218","15,220,730",,"20,305,703","15,220,730",20.86,0.54,-25.76,19.29,"61,429,541","7,015,447"
A011700,한신기계,12,2017,Annual,13.82,,"63,647,761","9,491,248",,"51,626,657","9,491,248",,"16,006,660","9,491,248",22.40,0.48,-3.60,12.14,"54,189,426","2,015,419"
A011700,한신기계,12,2018,Annual,11.43,,"63,049,675","8,151,241",,"52,791,234","8,151,241",,"13,352,891","8,151,241",21.29,0.50,1.34,10.25,"51,780,007","29,361"
A011700,한신기계,12,2019,Annual,14.58,,"60,323,765","11,294,374",,"46,883,370","11,294,374",,"7,506,422","11,294,374",26.31,0.48,7.46,12.73,"50,838,217","9,903"
A011700,한신기계,12,2020,Annual,13.62,,"62,676,179","9,967,509",,"50,179,619","9,967,509",,"10,891,277","9,967,509",24.28,0.46,-6.98,11.99,"50,019,826","4,619"
A011700,한신기계,12,2021,Annual,14.42,,"67,206,217","11,392,969",,"53,862,418","11,392,969",,"9,660,349","11,392,969",23.73,0.42,-5.91,12.60,"53,376,862","6,417"
A011700,한신기계,12,2022,Annual,22.48,,"72,269,299","20,913,266",,"61,986,683","20,913,266",,"15,007,404","20,913,266",19.73,0.71,35.22,18.35,"54,812,472","6,269"
A004970,신라교역,12,2011,Annual,25.36,,"166,167,961","54,096,841",,"122,958,574","54,096,841",,"52,449,288","54,096,841",23.81,2.47,-8.50,20.23,"321,270,472","10,145,000"
A004970,신라교역,12,2012,Annual,27.51,,"231,512,238","73,054,738",,"186,949,221","73,054,738",,"91,227,935","73,054,738",19.31,2.47,36.31,21.57,"437,960,218","13,000,000"
