Symbol,Name,결산월,회계년,주기,부채비율(%),유동비율,유동자산(천원),유동부채(천원),당좌비율,당좌자산(천원),유동부채(천원),현금비율,현금및현금성자산(천원),유동부채(천원),유형자산구성비율(%),무형자산구성비율(%),판매비와관리비증가율(전년동기)(%),타인자본비율(%),매출액(천원),단기금융상품(천원)
A000120,CJ대한통운,12,2018,Annual,125.53,,"1,020,181,675","1,492,836,626",,"1,007,964,855","1,492,836,626",,"4,374,107","1,492,836,626",45.12,5.72,9.97,55.66,"6,228,285,653","14,641,900"
A000120,CJ대한통운,12,2019,Annual,128.75,,"1,068,736,251","1,440,862,908",,"1,054,534,684","1,440,862,908",,"66,950,368","1,440,862,908",41.53,4.93,0.93,56.28,"6,596,274,009","8,504,756"
A000120,CJ대한통운,12,2020,Annual,121.10,,"1,244,520,931","1,748,181,098",,"1,232,587,150","1,748,181,098",,"212,962,382","1,748,181,098",37.87,4.61,14.84,54.77,"6,936,119,891","12,255,260"
A000120,CJ대한통운,12,2021,Annual,107.48,,"1,230,044,448","1,594,827,535",,"1,215,691,144","1,594,827,535",,"25,186,286","1,594,827,535",38.50,5.02,16.32,51.80,"7,728,646,702","13,388,362"
A000120,CJ대한통운,12,2022,Annual,128.35,,"1,876,858,993","2,389,398,678",,"1,855,930,240","2,389,398,678",,"338,843,218","2,389,398,678",35.68,4.81,8.61,56.21,"8,214,653,866","269,261,950"
A004990,롯데지주,12,2011,Annual,45.53,,"587,027,938","586,098,483",,"438,772,748","586,098,483",,"139,478,049","586,098,483",25.84,0.08,5.99,31.29,"1,521,967,420","64,999,652"
A004990,롯데지주,12,2012,Annual,38.38,,"527,761,952","241,144,527",,"369,053,475","241,144,527",,"114,177,189","241,144,527",24.93,0.14,5.51,27.74,"1,524,226,498","50,000,433"
A004990,롯데지주,12,2013,Annual,45.28,,"554,998,447","385,438,762",,"409,741,530","385,438,762",,"108,866,026","385,438,762",26.11,0.13,10.79,31.17,"1,610,076,953","60,000,474"
A004990,롯데지주,12,2014,Annual,45.89,,"473,039,376","461,703,742",,"308,410,438","461,703,742",,"43,203,396","461,703,742",29.58,0.18,6.39,31.45,"1,704,596,944",0
A004990,롯데지주,12,2015,Annual,51.17,,"735,068,981","601,048,411",,"583,254,916","601,048,411",,"163,100,337","601,048,411",27.17,0.24,5.49,33.85,"1,775,103,212","130,000,084"
A004990,롯데지주,12,2016,Annual,46.98,,"605,255,177","558,384,828",,"438,266,392","558,384,828",,"80,335,102","558,384,828",29.55,0.29,1.56,31.96,"1,766,907,887","60,000,081"
A004990,롯데지주,12,2017,Annual,25.11,,"67,374,735","863,113,636",,"67,374,735","863,113,636",,"30,933,530","863,113,636",0.25,6.40,-93.87,20.07,"32,165,981","19,608,000"
A004990,롯데지주,12,2018,Annual,73.84,,"1,316,774,971","2,956,885,786",,"1,316,774,971","2,956,885,786",,"91,000,133","2,956,885,786",0.13,0.65,296.88,42.48,"262,939,649","6,720,000"
A004990,롯데지주,12,2019,Annual,44.36,,"351,285,363","717,378,033",,"351,285,363","717,378,033",,"44,846,000","717,378,033",0.28,0.51,4.22,30.73,"389,710,509","284,360,000"
A004990,롯데지주,12,2020,Annual,57.63,,"703,367,283","876,120,027",,"703,367,283","876,120,027",,"44,457,475","876,120,027",1.11,0.31,-14.26,36.56,"290,497,522","603,793,472"
A004990,롯데지주,12,2021,Annual,68.47,,"697,263,662","1,036,639,353",,"697,263,662","1,036,639,353",,"56,574,971","1,036,639,353",2.35,0.28,9.66,40.64,"251,355,986","605,634,803"
A004990,롯데지주,12,2022,Annual,89.23,,"932,800,680","1,836,156,540",,"932,800,680","1,836,156,540",,"81,808,642","1,836,156,540",1.95,0.32,45.04,47.15,"329,141,640","790,094,769"
A001450,현대해상,3,2011,Annual,907.39,,,,,,,,"403,440,255",,2.75,0.43,13.77,90.07,"9,319,291,236",
A001450,현대해상,3,2012,Annual,891.23,,,,,,,,"728,365,120",,2.57,0.31,17.07,89.91,"10,183,658,108",
A001450,현대해상,12,2013,Annual,"1,078.16",,,,,,,,"1,036,085,230",,2.41,0.24,-23.81,91.51,"8,070,201,988",
A001450,현대해상,12,2014,Annual,"1,095.51",,,,,,,,"1,219,034,187",,1.98,0.14,36.96,91.64,"11,248,235,201",
A001450,현대해상,12,2015,Annual,"1,226.33",,,,,,,,"1,570,398,601",,1.74,0.11,6.27,92.46,"12,177,206,135",
A001450,현대해상,12,2016,Annual,"1,228.89",,,,,,,,"1,156,953,033",,1.56,0.13,9.39,92.47,"12,605,634,564",
A001450,현대해상,12,2017,Annual,"1,193.14",,,,,,,,"854,068,598",,1.46,0.14,8.03,92.27,"12,836,112,019",
A001450,현대해상,12,2018,Annual,962.81,,,,,,,,"1,057,919,753",,1.37,0.14,2.42,90.59,"12,967,828,870",
A001450,현대해상,12,2019,Annual,923.47,,,,,,,,"976,825,683",,1.48,0.19,5.89,90.23,"13,456,251,261",
A001450,현대해상,12,2020,Annual,927.76,,,,,,,,"995,841,935",,1.28,0.19,5.13,90.27,"14,387,638,102",
A001450,현대해상,12,2021,Annual,969.47,,,,,,,,"878,510,846",,1.64,0.17,0.30,90.65,"15,358,679,873",
A001450,현대해상,12,2022,Annual,387.65,,,,,,,,"1,302,375,157",,1.88,0.20,-98.21,79.49,"12,178,697,288",
A018880,한온시스템,12,2011,Annual,41.45,,"631,421,153","417,584,901",,"552,782,983","417,584,901",,"91,394,160","417,584,901",21.39,0.49,1.59,29.31,"2,005,795,543",0
A018880,한온시스템,12,2012,Annual,37.55,,"719,119,094","424,122,761",,"645,122,834","424,122,761",,"136,374,221","424,122,761",20.29,0.45,8.82,27.30,"2,172,795,200",0
A018880,한온시스템,12,2013,Annual,46.83,,"657,249,732","442,180,159",,"577,864,986","442,180,159",,"43,838,366","442,180,159",16.45,1.48,15.90,31.89,"2,349,406,314",0
A018880,한온시스템,12,2014,Annual,45.49,,"764,370,289","470,015,883",,"674,236,629","470,015,883",,"108,209,047","470,015,883",15.81,1.48,-0.07,31.27,"2,342,660,836",0
A018880,한온시스템,12,2015,Annual,47.24,,"777,060,219","721,231,544",,"695,216,783","721,231,544",,"122,872,763","721,231,544",16.32,2.73,-9.62,32.08,"2,273,904,956",0
A018880,한온시스템,12,2016,Annual,61.14,,"865,459,820","628,376,319",,"769,027,611","628,376,319",,"46,135,677","628,376,319",16.97,7.60,-2.24,37.94,"2,314,655,435",0
A018880,한온시스템,12,2017,Annual,66.60,,"1,113,428,448","523,321,391",,"1,004,424,311","523,321,391",,"341,371,131","523,321,391",15.00,8.30,47.08,39.98,"2,448,738,296",0
A018880,한온시스템,12,2018,Annual,128.98,,"1,640,151,380","905,830,357",,"1,537,611,463","905,830,357",,"768,900,290","905,830,357",12.55,8.16,2.81,56.33,"2,604,670,991",0
A018880,한온시스템,12,2019,Annual,207.45,,"1,126,949,234","808,193,044",,"1,033,675,723","808,193,044",,"332,830,819","808,193,044",9.17,7.57,4.57,67.47,"2,668,852,091",0
A018880,한온시스템,12,2020,Annual,269.52,,"1,467,877,083","1,179,179,136",,"1,364,762,381","1,179,179,136",,"669,278,625","1,179,179,136",8.44,7.23,5.09,72.94,"2,680,084,688",0
A018880,한온시스템,12,2021,Annual,310.70,,"1,366,162,866","1,153,229,882",,"1,240,225,951","1,153,229,882",,"646,443,492","1,153,229,882",8.76,7.46,14.19,75.65,"2,860,878,992",0
A018880,한온시스템,12,2022,Annual,174.71,,"1,645,555,166","1,998,490,647",,"1,492,228,552","1,998,490,647",,"550,211,987","1,998,490,647",5.81,5.61,14.58,63.60,"3,202,875,800",0
A138930,BNK금융지주,12,2011,Annual,19.14,,,,,,,,0,,0.01,0.00,,16.06,"4,931,334",
A138930,BNK금융지주,12,2012,Annual,24.19,,,,,,,,"114,473",,0.02,0.04,125.60,19.48,"15,675,908",
A138930,BNK금융지주,12,2013,Annual,28.12,,,,,,,,"125,946",,0.05,0.04,29.53,21.95,"13,101,364",
A138930,BNK금융지주,12,2014,Annual,27.84,,,,,,,,"14,433,853",,0.04,0.04,4.27,21.78,"4,378,401",
A138930,BNK금융지주,12,2015,Annual,28.35,,,,,,,,"48,203,262",,0.02,0.03,43.01,22.09,"30,070",
A138930,BNK금융지주,12,2016,Annual,26.83,,,,,,,,"100,006,888",,0.07,0.03,-5.30,21.16,"18,419",
A138930,BNK금융지주,12,2017,Annual,26.96,,,,,,,,"159,287,936",,0.15,0.03,12.61,21.23,"12,719",
A138930,BNK금융지주,12,2018,Annual,26.58,,,,,,,,"128,974,800",,0.18,0.04,93.40,21.00,"861,169",
A138930,BNK금융지주,12,2019,Annual,23.17,,,,,,,,"79,370,284",,0.19,0.07,0.84,18.81,"846,652",
A138930,BNK금융지주,12,2020,Annual,22.93,,,,,,,,"87,759,028",,0.09,0.23,2.05,18.65,"482,964",
A138930,BNK금융지주,12,2021,Annual,29.96,,,,,,,,"51,799,137",,0.10,0.23,27.17,23.06,"693,479",
A138930,BNK금융지주,12,2022,Annual,29.33,,,,,,,,"67,988,719",,0.11,0.21,-4.14,22.68,"701,539",
A002790,아모레G,12,2011,Annual,4.15,,"318,403,668","3,031,875",,"318,403,668","3,031,875",,"101,251,602","3,031,875",6.57,0.00,-3.46,3.99,"28,495,362","188,400,000"
A002790,아모레G,12,2012,Annual,3.11,,"325,185,223","3,387,188",,"325,185,223","3,387,188",,"13,959,514","3,387,188",5.51,0.00,100.55,3.01,"37,521,115","299,600,000"
A002790,아모레G,12,2013,Annual,3.30,,"306,893,367","8,203,847",,"306,893,367","8,203,847",,"10,353,973","8,203,847",5.34,0.01,59.09,3.19,"48,608,561","289,000,000"
A002790,아모레G,12,2014,Annual,2.75,,"339,950,842","4,506,503",,"339,950,842","4,506,503",,"10,949,531","4,506,503",2.05,0.01,102.63,2.68,"81,552,739","262,000,000"
A002790,아모레G,12,2015,Annual,2.79,,"320,136,598","5,528,034",,"320,136,598","5,528,034",,"98,063,648","5,528,034",2.04,0.01,-9.93,2.72,"68,570,022","212,000,000"
A002790,아모레G,12,2016,Annual,2.82,,"335,776,248","6,596,820",,"335,776,248","6,596,820",,"96,583,823","6,596,820",2.02,0.01,24.01,2.74,"83,127,891","230,000,000"
A002790,아모레G,12,2017,Annual,2.86,,"320,567,015","4,464,489",,"320,567,015","4,464,489",,"188,442,629","4,464,489",1.18,0.00,3.65,2.78,"100,241,557","126,000,000"
A002790,아모레G,12,2018,Annual,2.82,,"321,822,412","5,745,077",,"321,822,412","5,745,077",,"155,670,336","5,745,077",0.84,0.01,-19.19,2.75,"73,339,514","140,000,000"
A002790,아모레G,12,2019,Annual,2.56,,"569,166,584","16,240,887",,"569,166,584","16,240,887",,"349,646,655","16,240,887",0.89,0.01,0.31,2.50,"153,702,106","154,500,000"
A002790,아모레G,12,2020,Annual,2.87,,"413,442,693","21,042,537",,"413,442,693","21,042,537",,"103,711,787","21,042,537",0.70,0.01,-24.67,2.79,"52,397,913","163,400,000"
A002790,아모레G,12,2021,Annual,4.08,,"494,779,020","54,087,396",,"494,779,020","54,087,396",,"145,913,467","54,087,396",0.65,0.02,15.25,3.92,"36,094,473","195,000,000"
A002790,아모레G,12,2022,Annual,2.62,,"393,243,956","14,707,021",,"393,243,956","14,707,021",,"47,455,682","14,707,021",0.33,0.04,-4.58,2.55,"153,491,537","101,400,000"
A383220,F&F,12,2011,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2012,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2013,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2014,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2015,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2016,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2017,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2018,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2019,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2020,Annual,,,,,,,,,,,,,,,,
A383220,F&F,12,2021,Annual,82.51,,"357,584,440","464,780,215",,"182,789,804","464,780,215",,"4,215,465","464,780,215",6.25,1.51,,45.21,"1,081,845,593",0
A383220,F&F,12,2022,Annual,45.15,,"517,804,424","408,613,753",,"295,987,392","408,613,753",,"76,095,576","408,613,753",5.10,1.86,52.26,31.10,"1,615,587,865","900,000"
A007660,이수페타시스,12,2011,Annual,60.42,,"130,239,972","57,550,511",,"88,552,512","57,550,511",,"22,197,514","57,550,511",14.57,1.49,-2.46,37.66,"301,987,820",0
A007660,이수페타시스,12,2012,Annual,52.90,,"123,605,087","46,358,888",,"88,010,669","46,358,888",,"25,314,280","46,358,888",15.80,1.04,9.80,34.60,"298,088,816",0
A007660,이수페타시스,12,2013,Annual,58.87,,"138,910,538","54,141,032",,"99,680,934","54,141,032",,"27,488,597","54,141,032",13.85,0.66,25.65,37.06,"340,260,404",0
A007660,이수페타시스,12,2014,Annual,80.03,,"148,363,580","113,240,135",,"106,232,703","113,240,135",,"27,105,803","113,240,135",26.60,0.65,-10.90,44.45,"307,235,903",0
A007660,이수페타시스,12,2015,Annual,69.56,,"133,777,093","103,893,381",,"94,213,874","103,893,381",,"36,388,205","103,893,381",28.40,0.67,-2.91,41.02,"315,262,580",0
A007660,이수페타시스,12,2016,Annual,95.19,,"211,586,539","120,097,696",,"166,161,066","120,097,696",,"32,392,800","120,097,696",14.88,0.65,16.82,48.77,"352,939,688",0
A007660,이수페타시스,12,2017,Annual,85.13,,"138,873,537","116,284,378",,"92,650,878","116,284,378",,"30,711,550","116,284,378",17.61,0.86,1.73,45.98,"301,678,449",0
A007660,이수페타시스,12,2018,Annual,91.20,,"171,884,216","114,810,535",,"112,319,924","114,810,535",,"10,376,352","114,810,535",17.98,0.74,3.40,47.70,"333,095,668",0
A007660,이수페타시스,12,2019,Annual,182.30,,"138,120,963","153,968,651",,"83,547,733","153,968,651",,"15,450,694","153,968,651",22.81,0.94,-1.74,64.58,"318,847,404",0
A007660,이수페타시스,12,2020,Annual,164.82,,"151,217,312","142,294,326",,"90,481,396","142,294,326",,"15,483,815","142,294,326",21.09,1.02,-8.61,62.24,"335,067,412",0
A007660,이수페타시스,12,2021,Annual,116.14,,"246,112,860","173,201,306",,"153,616,026","173,201,306",,"31,806,418","173,201,306",15.87,0.67,7.29,53.73,"363,498,873",0
A007660,이수페타시스,12,2022,Annual,83.86,,"307,434,721","174,458,421",,"160,497,339","174,458,421",,"37,570,118","174,458,421",18.62,0.55,28.61,45.61,"497,212,502",0
A081660,휠라홀딩스,12,2011,Annual,124.43,,"286,141,399","149,152,823",,"198,430,659","149,152,823",,"20,370,940","149,152,823",1.42,2.69,9.39,55.44,"457,656,374",0
A081660,휠라홀딩스,12,2012,Annual,93.95,,"223,158,822","166,242,596",,"126,678,375","166,242,596",,"24,897,714","166,242,596",5.29,2.79,-2.87,48.44,"423,883,800",0
A081660,휠라홀딩스,12,2013,Annual,93.62,,"224,634,956","126,888,537",,"124,257,247","126,888,537",,"20,368,977","126,888,537",5.00,2.66,0.66,48.35,"415,153,347",0
A081660,휠라홀딩스,12,2014,Annual,81.45,,"177,898,158","78,334,697",,"75,819,641","78,334,697",,"13,912,838","78,334,697",4.93,2.67,-2.35,44.89,"397,490,448",0
A081660,휠라홀딩스,12,2015,Annual,81.58,,"169,385,990","113,413,179",,"67,197,991","113,413,179",,"16,359,362","113,413,179",4.83,2.55,-5.80,44.93,"346,805,095",0
A081660,휠라홀딩스,12,2016,Annual,104.10,,"153,525,561","177,806,549",,"59,603,890","177,806,549",,"14,169,663","177,806,549",6.13,2.84,-4.55,51.01,"306,179,181",0
A081660,휠라홀딩스,12,2017,Annual,81.98,,"165,936,932","237,535,750",,"71,408,983","237,535,750",,"7,506,300","237,535,750",10.87,3.30,3.35,45.05,"342,462,022",0
A081660,휠라홀딩스,12,2018,Annual,71.66,,"188,644,074","132,490,503",,"92,117,073","132,490,503",,"40,061,837","132,490,503",5.97,3.01,24.14,41.75,"499,912,857",0
A081660,휠라홀딩스,12,2019,Annual,65.32,,"310,598,822","229,837,490",,"202,519,245","229,837,490",,"131,616,425","229,837,490",6.03,2.60,13.38,39.51,"612,236,223",0
A081660,휠라홀딩스,12,2020,Annual,62.44,,"34,549,959","233,737,960",,"34,549,959","233,737,960",,"33,090,823","233,737,960",0.46,0.44,-96.67,38.44,"376,281",0
A081660,휠라홀딩스,12,2021,Annual,57.94,,"69,080,449","212,111,959",,"69,080,449","212,111,959",,"58,395,753","212,111,959",0.19,0.34,19.27,36.69,"106,259,524",0
A081660,휠라홀딩스,12,2022,Annual,50.39,,"73,079,201","187,763,770",,"73,079,201","187,763,770",,"69,908,818","187,763,770",0.08,0.36,19.92,33.51,"150,464,018",0
A001440,대한전선,12,2011,Annual,678.84,,"1,167,373,299","1,959,437,828",,"986,866,484","1,959,437,828",,"34,984,506","1,959,437,828",20.47,0.41,-0.22,87.16,"2,578,239,969",0
A001440,대한전선,12,2012,Annual,619.10,,"828,440,417","1,512,527,914",,"656,864,584","1,512,527,914",,"45,242,096","1,512,527,914",24.99,0.20,17.11,86.09,"1,982,801,358",0
A001440,대한전선,12,2013,Annual,447.31,,"499,308,871","640,350,044",,"371,548,900","640,350,044",,"31,382,620","640,350,044",35.65,1.05,167.72,81.73,"1,910,024,553",0
A001440,대한전선,12,2014,Annual,"3,487.90",,"467,594,640","981,307,349",,"340,534,124","981,307,349",,"30,817,919","981,307,349",39.29,1.51,-64.88,97.21,"1,617,496,059",0
A001440,대한전선,12,2015,Annual,249.33,,"514,637,456","419,048,878",,"398,384,432","419,048,878",,"41,976,648","419,048,878",40.61,1.49,-15.40,71.37,"1,360,382,694",0
A001440,대한전선,12,2016,Annual,235.75,,"647,630,395","457,392,378",,"489,748,034","457,392,378",,"142,246,646","457,392,378",37.72,1.25,-15.01,70.22,"1,201,174,113","406,861"
A001440,대한전선,12,2017,Annual,231.27,,"585,701,037","370,602,632",,"414,129,397","370,602,632",,"93,190,488","370,602,632",38.45,1.14,-14.05,69.81,"1,465,408,989",0
A001440,대한전선,12,2018,Annual,226.92,,"572,478,432","330,546,368",,"398,339,334","330,546,368",,"102,423,109","330,546,368",38.66,0.98,-0.98,69.41,"1,528,860,215",0
A001440,대한전선,12,2019,Annual,261.32,,"623,039,854","824,416,916",,"455,586,554","824,416,916",,"189,652,712","824,416,916",36.51,0.99,-16.77,72.32,"1,394,967,712",0
A001440,대한전선,12,2020,Annual,212.00,,"632,443,611","753,971,815",,"459,329,992","753,971,815",,"112,518,705","753,971,815",35.92,0.87,5.80,67.95,"1,448,315,791","7,480,720"
A001440,대한전선,12,2021,Annual,249.05,,"837,386,081","704,804,217",,"573,500,004","704,804,217",,"129,053,990","704,804,217",29.76,0.63,29.58,71.35,"1,861,164,962","2,797,722"
A001440,대한전선,12,2022,Annual,78.38,,"1,030,299,798","439,348,013",,"680,919,652","439,348,013",,"204,229,365","439,348,013",25.47,0.54,7.19,43.94,"2,199,525,188","2,816,243"
A175330,JB금융지주,12,2011,Annual,,,,,,,,,,,,,,,,
A175330,JB금융지주,12,2012,Annual,,,,,,,,,,,,,,,,
A175330,JB금융지주,12,2013,Annual,27.89,,,,,,,,0,,0.02,0.01,,21.81,"128,000",
A175330,JB금융지주,12,2014,Annual,28.34,,,,,,,,0,,0.03,0.01,266.37,22.08,"2,329,000",
A175330,JB금융지주,12,2015,Annual,24.38,,,,,,,,0,,0.04,0.05,92.45,19.60,"588,000",
A175330,JB금융지주,12,2016,Annual,30.51,,,,,,,,0,,0.02,0.18,22.90,23.38,"1,186,000",
A175330,JB금융지주,12,2017,Annual,31.92,,,,,,,,0,,0.02,0.16,31.98,24.20,"197,000",
A175330,JB금융지주,12,2018,Annual,23.27,,,,,,,,"53,867,000",,0.02,0.18,32.24,18.88,"33,000",
A175330,JB금융지주,12,2019,Annual,26.88,,,,,,,,"9,776,000",,0.07,0.19,6.21,21.19,"2,071,000",
A175330,JB금융지주,12,2020,Annual,37.84,,,,,,,,"169,285,000",,0.07,0.23,-3.48,27.45,"3,016,000",
A175330,JB금융지주,12,2021,Annual,34.39,,,,,,,,"38,282,000",,0.09,0.27,21.05,25.59,"5,446,000",
A175330,JB금융지주,12,2022,Annual,36.39,,,,,,,,"21,427,000",,0.10,0.30,13.16,26.68,"9,625,000",
A036460,한국가스공사,12,2011,Annual,364.35,,"11,494,233,035","7,468,855,250",,"8,135,241,978","7,468,855,250",,"30,530,333","7,468,855,250",47.77,0.66,10.31,78.46,"28,190,879,436","5,000,000"
A036460,한국가스공사,12,2012,Annual,394.05,,"11,071,305,555","9,871,096,889",,"9,184,130,258","9,871,096,889",,"76,387,664","9,871,096,889",43.70,0.66,13.02,79.76,"34,516,666,309","55,000,000"
A036460,한국가스공사,12,2013,Annual,397.56,,"11,525,220,943","7,920,101,322",,"9,046,772,698","7,920,101,322",,"54,764,569","7,920,101,322",43.39,0.72,4.22,79.90,"37,442,516,727",0
A036460,한국가스공사,12,2014,Annual,403.18,,"13,040,918,736","9,449,236,743",,"9,487,884,650","9,449,236,743",,"48,793,739","9,449,236,743",42.69,0.26,-0.58,80.13,"36,733,400,632",0
A036460,한국가스공사,12,2015,Annual,357.12,,"9,400,819,007","5,399,602,098",,"7,653,755,818","5,399,602,098",,"19,385,088","5,399,602,098",48.31,0.26,5.73,78.12,"25,481,992,525",0
A036460,한국가스공사,12,2016,Annual,376.22,,"7,573,599,308","5,188,549,653",,"6,541,542,169","5,188,549,653",,"144,928,385","5,188,549,653",50.39,1.02,14.97,79.00,"20,177,352,361","132,000,000"
A036460,한국가스공사,12,2017,Annual,407.66,,"6,797,610,037","6,322,226,346",,"5,283,123,525","6,322,226,346",,"79,337,249","6,322,226,346",55.10,1.03,-6.33,80.30,"21,055,675,649",0
A036460,한국가스공사,12,2018,Annual,433.42,,"9,120,718,504","9,680,645,429",,"6,002,864,332","9,680,645,429",,"5,184,111","9,680,645,429",51.29,0.97,-6.14,81.25,"24,985,604,339",0
A036460,한국가스공사,12,2019,Annual,455.76,,"8,427,929,743","8,648,451,071",,"5,840,275,211","8,648,451,071",,"7,904,223","8,648,451,071",51.48,0.93,10.38,82.01,"23,903,847,012",0
A036460,한국가스공사,12,2020,Annual,420.64,,"6,646,681,862","6,924,844,209",,"5,321,097,421","6,924,844,209",,"8,237,536","6,924,844,209",54.12,0.99,0.83,80.79,"20,004,187,241",0
A036460,한국가스공사,12,2021,Annual,452.57,,"11,710,267,404","13,499,681,833",,"8,202,134,020","13,499,681,833",,"4,085,805","13,499,681,833",43.84,0.79,0.49,81.90,"26,156,771,521","669,000"
A036460,한국가스공사,12,2022,Annual,642.92,,"23,555,065,032","30,158,119,912",,"16,006,757,086","30,158,119,912",,"14,211,520","30,158,119,912",29.39,0.52,2.15,86.54,"50,301,773,606","8,891,000"
A012750,에스원,12,2011,Annual,38.31,,"541,387,639","173,799,075",,"511,332,879","173,799,075",,"85,455,134","173,799,075",33.33,3.04,9.65,27.70,"953,611,461",0
A012750,에스원,12,2012,Annual,35.44,,"473,345,562","161,579,296",,"431,372,964","161,579,296",,"62,820,006","161,579,296",39.31,3.06,14.27,26.17,"1,006,607,796",0
A012750,에스원,12,2013,Annual,35.58,,"455,346,455","194,401,144",,"417,069,580","194,401,144",,"74,298,068","194,401,144",41.74,6.01,15.48,26.24,"1,160,082,357","205,122,109"
A012750,에스원,12,2014,Annual,60.23,,"257,769,450","430,569,563",,"208,545,532","430,569,563",,"55,155,416","430,569,563",34.41,38.87,19.37,37.59,"1,619,767,068","7,280,571"
A012750,에스원,12,2015,Annual,40.48,,"334,222,085","313,513,064",,"287,008,753","313,513,064",,"111,904,753","313,513,064",34.12,36.25,7.34,28.82,"1,788,781,585",0
A012750,에스원,12,2016,Annual,31.16,,"409,048,472","269,860,778",,"374,828,401","269,860,778",,"126,781,108","269,860,778",32.89,33.25,-5.21,23.76,"1,818,302,083",0
A012750,에스원,12,2017,Annual,29.53,,"546,155,114","276,032,746",,"506,690,690","276,032,746",,"149,250,146","276,032,746",29.58,29.45,5.73,22.80,"1,929,985,702",0
A012750,에스원,12,2018,Annual,31.07,,"625,132,289","283,335,902",,"584,898,022","283,335,902",,"123,777,368","283,335,902",27.79,26.88,-4.16,23.70,"1,998,320,018",0
A012750,에스원,12,2019,Annual,32.83,,"691,060,522","357,658,875",,"653,131,609","357,658,875",,"169,856,547","357,658,875",26.75,25.08,0.07,24.72,"2,120,328,700",0
A012750,에스원,12,2020,Annual,35.50,,"742,800,460","382,452,249",,"700,581,441","382,452,249",,"178,648,001","382,452,249",25.31,23.35,-0.05,26.20,"2,189,076,458",0
A012750,에스원,12,2021,Annual,34.80,,"789,392,287","384,697,510",,"775,788,531","384,697,510",,"172,040,268","384,697,510",25.11,22.07,8.17,25.81,"2,277,128,864",0
A012750,에스원,12,2022,Annual,34.77,,"866,826,727","411,013,161",,"851,456,434","411,013,161",,"190,130,689","411,013,161",23.83,20.39,3.03,25.80,"2,427,260,264",0
A088350,한화생명,3,2011,Annual,961.63,,,,,,,,"4,344,469,999",,2.03,0.10,0.88,90.58,"7,004,801,736",
A088350,한화생명,3,2012,Annual,"1,006.37",,,,,,,,"1,325,432,014",,1.85,0.10,9.43,90.96,"9,991,848,765",
A088350,한화생명,12,2013,Annual,"1,073.12",,,,,,,,"531,272,297",,1.73,0.10,-22.42,91.48,"6,400,830,084",
A088350,한화생명,12,2014,Annual,959.67,,,,,,,,"866,999,291",,1.60,0.09,44.85,90.56,"9,153,041,094",
A088350,한화생명,12,2015,Annual,"1,053.19",,,,,,,,"591,052,045",,1.55,0.08,-5.01,91.33,"10,232,686,586",
A088350,한화생명,12,2016,Annual,"1,192.01",,,,,,,,"754,091,537",,1.44,0.08,0.20,92.26,"10,473,571,891",
A088350,한화생명,12,2017,Annual,"1,129.93",,,,,,,,"417,257,825",,1.34,0.08,0.81,91.87,"9,586,746,430",
A088350,한화생명,12,2018,Annual,"1,058.96",,,,,,,,"1,414,230,222",,1.27,0.07,-0.91,91.37,"9,224,083,049",
A088350,한화생명,12,2019,Annual,909.75,,,,,,,,"845,612,218",,1.21,0.09,-2.66,90.10,"9,459,131,208",
A088350,한화생명,12,2020,Annual,"1,037.04",,,,,,,,"610,356,835",,1.05,0.12,2.92,91.21,"10,058,227,419",
A088350,한화생명,12,2021,Annual,"1,170.96",,,,,,,,"613,779,039",,0.70,0.15,-7.51,92.13,"10,117,480,504",
A088350,한화생명,12,2022,Annual,637.35,,,,,,,,"2,384,781,394",,0.78,0.16,-87.15,86.44,"6,080,470,976",
A004370,농심,12,2011,Annual,46.81,,"817,852,072","599,311,607",,"689,314,892","599,311,607",,"52,992,326","599,311,607",42.87,0.93,2.17,31.89,"1,970,686,353","440,000,000"
A004370,농심,12,2012,Annual,44.02,,"753,262,216","523,839,846",,"632,425,001","523,839,846",,"50,361,216","523,839,846",44.48,0.82,3.36,30.57,"1,958,917,740","385,000,000"
A004370,농심,12,2013,Annual,41.32,,"789,068,202","522,988,397",,"659,647,371","522,988,397",,"73,884,933","522,988,397",41.58,0.76,-0.27,29.24,"1,870,807,165","407,000,000"
A004370,농심,12,2014,Annual,37.31,,"732,235,908","483,876,312",,"593,217,227","483,876,312",,"41,457,187","483,876,312",40.53,0.72,1.07,27.17,"1,801,320,197","377,000,000"
A004370,농심,12,2015,Annual,38.54,,"839,094,138","541,129,187",,"705,190,214","541,129,187",,"125,384,247","541,129,187",36.35,0.68,3.91,27.82,"1,878,665,375","397,000,000"
A004370,농심,12,2016,Annual,30.06,,"869,641,721","463,490,438",,"745,158,996","463,490,438",,"117,753,081","463,490,438",34.00,0.86,7.25,23.11,"1,862,187,459","437,000,000"
