Symbol,Name,결산월,회계년,주기,총자산회전율(회),매출채권회전율,매출액(천원),매출채권(천원),재고자산회전율,매출액(천원),재고자산(천원),총부채회전율(회),총자본회전율(회),자본금회전율(회),총자산(천원),매출원가(천원)
A035420,NAVER,12,2012,Annual,0.49,,"1,131,382,860","185,499,000",,"1,131,382,860",0,2.16,0.63,47.02,"2,641,450,894",0
A035420,NAVER,12,2013,Annual,0.50,,"1,223,505,708","169,386,904",,"1,223,505,708",0,1.88,0.68,60.35,"2,260,146,995",0
A035420,NAVER,12,2014,Annual,0.66,,"1,637,164,959","158,624,846",,"1,637,164,959",0,2.24,0.93,99.33,"2,728,444,360",0
A035420,NAVER,12,2015,Annual,0.70,,"2,141,274,744","196,311,133",,"2,141,274,744","1,070,498",2.35,1.00,129.92,"3,383,717,650",0
A035420,NAVER,12,2016,Annual,0.69,,"2,496,498,317","238,236,832",,"2,496,498,317","881,893",2.32,0.98,151.47,"3,856,490,674",0
A035420,NAVER,12,2017,Annual,0.64,,"2,930,661,325","299,591,907",,"2,930,661,325","3,424,635",2.29,0.88,177.82,"5,342,354,582",0
A035420,NAVER,12,2018,Annual,0.61,,"3,459,014,043","296,424,592",,"3,459,014,043","2,587,442",2.49,0.81,209.87,"5,928,592,453",0
A035420,NAVER,12,2019,Annual,0.62,,"3,900,013,296","346,883,198",,"3,900,013,296","907,256",3.10,0.77,236.63,"6,671,587,334",0
A035420,NAVER,12,2020,Annual,0.53,,"4,126,629,313","396,864,416",,"4,126,629,313","2,546,626",3.05,0.65,250.38,"8,823,550,534",0
A035420,NAVER,12,2021,Annual,0.46,,"5,018,667,294","382,059,754",,"5,018,667,294","1,657,865",1.93,0.60,304.51,"12,962,420,566",0
A035420,NAVER,12,2022,Annual,0.41,,"5,512,586,322","433,287,923",,"5,512,586,322","664,259",1.43,0.57,334.47,"13,903,842,854",0
A006400,삼성SDI,12,2011,Annual,0.63,,"4,539,033,205","933,736,206",,"4,539,033,205","296,786,133",2.89,0.80,18.86,"7,232,988,119","4,101,139,403"
A006400,삼성SDI,12,2012,Annual,0.55,,"4,907,778,303","846,401,573",,"4,907,778,303","254,083,260",2.13,0.73,20.39,"10,756,430,786","4,313,591,891"
A006400,삼성SDI,12,2013,Annual,0.28,,"2,918,542,090","595,120,074",,"2,918,542,090","263,951,664",1.07,0.38,12.13,"10,126,727,443","2,446,172,602"
A006400,삼성SDI,12,2014,Annual,0.37,,"4,720,208,061","894,482,982",,"4,720,208,061","511,897,533",1.51,0.49,15.80,"15,215,158,250","4,043,328,989"
A006400,삼성SDI,12,2015,Annual,0.28,,"4,208,369,147","861,308,793",,"4,208,369,147","501,128,775",1.12,0.38,11.80,"14,656,786,510","3,618,297,883"
A006400,삼성SDI,12,2016,Annual,0.32,,"4,422,860,767","734,996,891",,"4,422,860,767","458,734,712",1.31,0.42,12.40,"13,091,334,050","3,907,347,659"
A006400,삼성SDI,12,2017,Annual,0.42,,"5,445,917,363","1,110,969,583",,"5,445,917,363","497,961,087",1.90,0.53,15.27,"13,134,937,701","4,566,363,936"
A006400,삼성SDI,12,2018,Annual,0.58,,"8,186,909,424","1,916,650,854",,"8,186,909,424","949,260,839",2.21,0.78,22.95,"15,306,118,083","6,529,614,304"
A006400,삼성SDI,12,2019,Annual,0.54,,"8,250,811,205","1,746,430,081",,"8,250,811,205","716,059,077",1.92,0.76,23.13,"14,986,191,800","6,572,400,739"
A006400,삼성SDI,12,2020,Annual,0.60,,"9,101,397,947","1,602,144,468",,"9,101,397,947","775,761,062",2.25,0.82,25.51,"15,284,961,778","7,459,098,850"
A006400,삼성SDI,12,2021,Annual,0.72,,"11,581,771,057","2,195,610,757",,"11,581,771,057","807,547,941",2.60,1.00,32.47,"16,844,996,872","9,316,732,557"
A006400,삼성SDI,12,2022,Annual,0.98,,"17,458,293,610","3,007,064,629",,"17,458,293,610","1,090,207,007",3.16,1.42,48.94,"18,848,886,743","14,404,908,155"
A051910,LG화학,12,2011,Annual,1.62,,"19,809,874,000","2,683,917,000",,"19,809,874,000","2,021,267,000",4.99,2.40,53.61,"13,419,017,000","16,192,361,000"
A051910,LG화학,12,2012,Annual,1.45,,"20,442,790,000","2,703,963,000",,"20,442,790,000","2,169,601,000",4.59,2.12,55.33,"14,784,787,000","17,482,874,000"
A051910,LG화학,12,2013,Annual,1.34,,"20,255,935,000","2,776,773,000",,"20,255,935,000","1,997,556,000",4.56,1.90,54.82,"15,387,176,000","17,291,982,000"
A051910,LG화학,12,2014,Annual,1.26,,"19,675,975,000","2,776,022,000",,"19,675,975,000","2,057,422,000",4.55,1.74,53.25,"15,893,446,000","17,057,579,000"
A051910,LG화학,12,2015,Annual,1.08,,"17,334,109,000","2,745,514,000",,"17,334,109,000","1,695,482,000",4.26,1.44,46.91,"16,231,596,000","14,109,705,000"
A051910,LG화학,12,2016,Annual,1.05,,"17,264,845,000","3,010,529,000",,"17,264,845,000","1,775,011,000",4.87,1.33,46.72,"16,775,894,000","13,716,875,000"
A051910,LG화학,12,2017,Annual,1.10,,"20,880,236,000","3,781,000,000",,"20,880,236,000","2,074,555,000",4.67,1.44,54.88,"21,148,136,000","16,369,235,000"
A051910,LG화학,12,2018,Annual,1.04,,"23,315,318,000","4,004,920,000",,"23,315,318,000","2,426,364,000",3.64,1.45,59.57,"23,730,578,000","18,764,050,000"
A051910,LG화학,12,2019,Annual,0.86,,"21,809,592,000","3,981,935,000",,"21,809,592,000","2,670,294,000",2.46,1.32,55.72,"27,027,086,000","17,844,346,000"
A051910,LG화학,12,2020,Annual,0.79,,"20,830,009,000","2,198,988,000",,"20,830,009,000","1,591,578,000",2.14,1.25,53.22,"25,850,150,000","16,483,775,000"
A051910,LG화학,12,2021,Annual,0.72,,"20,471,044,000","3,260,354,000",,"20,471,044,000","3,261,583,000",1.95,1.15,52.30,"30,929,152,000","14,759,600,000"
A051910,LG화학,12,2022,Annual,0.71,,"22,637,157,000","3,090,096,000",,"22,637,157,000","3,374,871,000",1.89,1.14,57.84,"32,872,824,000","18,209,342,000"
A105560,KB금융,12,2011,Annual,0.00,,"26,999,000",,,"26,999,000",,0.03,0.00,0.01,"18,510,690,000","41,571,000"
A105560,KB금융,12,2012,Annual,0.04,,"6,018,000",,,"6,018,000",,1.26,0.04,0.36,"18,390,028,000","3,025,000"
A105560,KB금융,12,2013,Annual,0.02,,"3,859,000",,,"3,859,000",,0.62,0.02,0.15,"18,664,542,000","5,227,000"
A105560,KB금융,12,2014,Annual,0.03,,"2,391,000",,,"2,391,000",,0.66,0.03,0.26,"19,210,521,000","19,149,000"
A105560,KB금융,12,2015,Annual,0.02,,"2,185,000",,,"2,185,000",,0.24,0.02,0.17,"20,016,171,000","27,929,000"
A105560,KB금융,12,2016,Annual,0.03,,"4,597,000",,,"4,597,000",,0.23,0.04,0.35,"23,370,152,000","60,521,000"
A105560,KB금융,12,2017,Annual,0.03,,"3,889,000",,,"3,889,000",,0.14,0.04,0.35,"25,102,834,000","101,107,000"
A105560,KB금융,12,2018,Annual,0.04,,"6,616,000",,,"6,616,000",,0.18,0.06,0.53,"25,623,074,000","122,451,000"
A105560,KB금융,12,2019,Annual,0.04,,"8,020,000",,,"8,020,000",,0.15,0.05,0.46,"25,346,636,000","126,065,000"
A105560,KB금융,12,2020,Annual,0.06,,"8,044,000",,,"8,044,000",,0.24,0.08,0.76,"28,108,491,000","132,437,000"
A105560,KB금융,12,2021,Annual,0.06,,"9,392,000",,,"9,392,000",,0.25,0.08,0.79,"28,871,379,000","120,469,000"
A105560,KB금융,12,2022,Annual,0.07,,"19,402,000",,,"19,402,000",,0.31,0.08,0.93,"30,453,827,000","112,353,000"
A028260,삼성물산,12,2011,Annual,0.43,,"2,687,236,822","449,075,147",,"2,687,236,822","60,755,823",1.25,0.66,214.98,"5,914,038,756","2,171,549,684"
A028260,삼성물산,12,2012,Annual,0.43,,"2,699,553,238","443,489,725",,"2,699,553,238","41,409,019",1.09,0.71,215.96,"6,658,984,559","2,265,762,463"
A028260,삼성물산,12,2013,Annual,0.40,,"3,018,453,698","570,586,624",,"3,018,453,698","388,313,705",0.84,0.77,241.48,"8,395,640,418","2,463,372,630"
A028260,삼성물산,12,2014,Annual,0.38,,"3,312,659,234","648,019,688",,"3,312,659,234","470,269,785",0.80,0.71,254.82,"9,245,982,497","2,024,759,135"
A028260,삼성물산,12,2015,Annual,0.41,,"8,885,125,467","3,273,935,389",,"8,885,125,467","684,384,566",0.82,0.82,544.57,"34,157,943,261","7,461,001,693"
A028260,삼성물산,12,2016,Annual,0.58,,"20,001,558,969","3,370,708,547",,"20,001,558,969","661,616,121",1.14,1.17,"1,045.46","35,244,765,977","17,602,205,426"
A028260,삼성물산,12,2017,Annual,0.55,,"20,442,825,137","3,326,011,514",,"20,442,825,137","770,422,530",1.17,1.02,"1,068.53","39,678,100,464","17,912,964,762"
A028260,삼성물산,12,2018,Annual,0.57,,"20,833,131,447","3,939,098,000",,"20,833,131,447","707,485,499",1.28,1.02,"1,088.93","33,881,783,529","18,089,547,813"
A028260,삼성물산,12,2019,Annual,0.57,,"19,983,631,881","2,356,363,000",,"19,983,631,881","692,697,667",1.38,0.96,"1,044.53","36,561,826,429","17,347,190,699"
A028260,삼성물산,12,2020,Annual,0.47,,"19,088,822,950","1,058,265,288",,"19,088,822,950","619,873,907",1.25,0.76,"1,005.12","44,441,591,861","17,052,162,284"
A028260,삼성물산,12,2021,Annual,0.48,,"21,120,591,426","3,421,966,958",,"21,120,591,426","605,564,718",1.31,0.75,"1,120.37","44,180,917,710","18,888,771,293"
A028260,삼성물산,12,2022,Annual,0.63,,"26,406,560,657","4,118,316,415",,"26,406,560,657","633,352,354",1.68,1.01,"1,400.77","39,636,329,822","23,213,403,368"
A012330,현대모비스,12,2011,Annual,1.03,,"15,886,201,000","3,907,126,000",,"15,886,201,000","788,026,000",3.23,1.51,32.35,"16,526,454,000","12,720,774,000"
A012330,현대모비스,12,2012,Annual,0.97,,"16,865,694,000","3,838,503,000",,"16,865,694,000","797,289,000",3.35,1.37,34.34,"18,240,144,000","13,420,601,000"
A012330,현대모비스,12,2013,Annual,0.92,,"17,512,013,000","3,839,630,000",,"17,512,013,000","759,152,000",3.73,1.22,35.66,"19,889,067,000","14,055,227,000"
A012330,현대모비스,12,2014,Annual,0.89,,"18,451,687,000","3,850,190,000",,"18,451,687,000","826,646,000",4.02,1.14,37.57,"21,787,966,000","15,177,120,000"
A012330,현대모비스,12,2015,Annual,0.86,,"19,079,257,000","3,544,283,000",,"19,079,257,000","937,599,000",4.18,1.07,38.85,"22,837,944,000","15,643,842,000"
A012330,현대모비스,12,2016,Annual,0.83,,"19,860,589,000","3,863,182,000",,"19,860,589,000","1,012,934,000",4.33,1.03,40.44,"24,763,016,000","16,232,614,000"
A012330,현대모비스,12,2017,Annual,0.77,,"19,417,685,000","3,340,602,000",,"19,417,685,000","1,019,362,000",4.41,0.94,39.54,"25,362,373,000","16,313,086,000"
A012330,현대모비스,12,2018,Annual,0.78,,"20,517,169,000","4,312,827,000",,"20,517,169,000","1,091,267,000",4.61,0.94,41.78,"27,177,757,000","17,212,649,000"
