Symbol,Name,결산월,회계년,주기,매출총이익률(%),영업이익률(%),당기순이익률(%),자본금영업이익률(%),영업수익(천원),영업비용(천원),세전계속사업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A247540,에코프로비엠,12,2011,Annual,,,,,,,,,
A247540,에코프로비엠,12,2012,Annual,,,,,,,,,
A247540,에코프로비엠,12,2013,Annual,,,,,,,,,
A247540,에코프로비엠,12,2014,Annual,,,,,,,,,
A247540,에코프로비엠,12,2015,Annual,,,,,,,,,
A247540,에코프로비엠,12,2016,Annual,17.90,9.40,6.87,,"99,849,156","90,466,200",6.12,,
A247540,에코프로비엠,12,2017,Annual,15.41,7.69,5.23,287.65,"289,870,411","267,577,723",5.25,196.46,195.61
A247540,에코프로비엠,12,2018,Annual,13.51,8.53,6.26,633.49,"589,185,698","538,902,105",7.28,540.34,464.33
A247540,에코프로비엠,12,2019,Annual,11.86,6.02,5.60,402.95,"616,085,055","579,007,505",4.60,308.01,374.73
A247540,에코프로비엠,12,2020,Annual,12.40,6.55,5.57,538.43,"855,210,355","799,225,424",5.70,468.50,458.30
A247540,에코프로비엠,12,2021,Annual,13.15,8.56,7.18,"1,158.16","1,486,137,573","1,358,871,842",8.51,"1,151.24",971.42
A247540,에코프로비엠,12,2022,Annual,11.15,7.69,5.13,869.63,"3,415,313,943","3,152,681,802",6.13,692.99,580.31
A086520,에코프로,12,2011,Annual,14.92,5.28,0.90,76.52,"87,620,611","82,994,022",0.43,6.16,13.00
A086520,에코프로,12,2012,Annual,16.97,7.01,0.80,87.14,"79,761,920","74,174,247",0.68,8.51,9.99
A086520,에코프로,12,2013,Annual,17.74,2.19,-13.43,19.35,"59,580,666","58,275,740",-9.50,-83.91,-118.65
A086520,에코프로,12,2014,Annual,22.42,8.67,1.80,102.97,"83,223,658","76,004,413",0.53,6.26,21.34
A086520,에코프로,12,2015,Annual,16.88,5.42,0.18,75.03,"107,266,374","101,454,357",-0.56,-7.82,2.45
A086520,에코프로,12,2016,Annual,18.00,0.99,12.45,7.51,"72,912,931","72,193,087",14.05,106.92,94.76
A086520,에코프로,12,2017,Annual,22.01,1.20,12.21,4.49,"40,605,615","40,118,165",16.62,62.12,45.65
A086520,에코프로,12,2018,Annual,28.61,13.03,74.21,97.99,"83,086,320","72,263,074",78.20,588.25,558.27
A086520,에코프로,12,2019,Annual,32.23,7.35,93.66,62.12,"93,361,225","86,500,403",88.39,747.13,791.72
A086520,에코프로,12,2020,Annual,100.00,-35.50,224.86,-22.47,"6,989,472","9,471,000",81.88,51.81,142.29
A086520,에코프로,12,2021,Annual,100.00,23.97,"2,217.02",36.14,"17,364,372","13,202,746",-763.96,"-1,151.89","3,342.80"
A086520,에코프로,12,2022,Annual,100.00,84.33,-63.31,932.46,"136,091,392","21,321,997",-67.22,-743.22,-700.04
A028300,HLB,12,2011,Annual,20.08,3.23,-7.59,6.70,"18,856,657","18,247,057",-9.76,-20.23,-15.73
A028300,HLB,12,2012,Annual,8.51,-9.18,-18.37,-15.71,"17,626,105","19,244,962",-18.37,-31.43,-31.42
A028300,HLB,12,2013,Annual,8.13,-23.29,-41.60,-39.37,"19,971,392","24,623,426",-37.45,-63.30,-70.32
A028300,HLB,12,2014,Annual,16.04,2.16,-8.67,6.09,"37,178,698","36,374,844",-4.77,-13.43,-24.41
A028300,HLB,12,2015,Annual,15.66,-6.63,-19.13,-16.35,"38,451,533","41,002,127",-19.13,-47.14,-47.14
A028300,HLB,12,2016,Annual,14.03,-15.42,-21.01,-26.43,"30,089,605","34,730,156",-21.01,-36.01,-36.01
A028300,HLB,12,2017,Annual,9.47,-29.47,-61.36,-37.50,"22,994,053","29,769,573",-61.36,-78.09,-78.09
A028300,HLB,12,2018,Annual,19.49,6.07,153.62,8.76,"27,271,379","25,616,909",153.62,221.77,221.77
A028300,HLB,12,2019,Annual,10.31,-16.59,-104.88,-24.12,"29,775,778","34,715,219",-104.88,-152.49,-152.49
A028300,HLB,12,2020,Annual,19.61,-20.33,-123.26,-41.39,"48,730,105","58,636,044",-123.26,-250.99,-250.99
A028300,HLB,12,2021,Annual,25.21,-39.73,-150.48,-36.22,"36,375,293","50,827,589",-150.48,-137.18,-137.18
A028300,HLB,12,2022,Annual,37.16,21.58,5.86,68.14,"176,068,585","138,065,069",11.65,36.76,18.51
A196170,알테오젠,12,2011,Annual,,,,,,,,,
A196170,알테오젠,12,2012,Annual,86.32,41.92,36.21,,"3,959,774","2,299,642",36.57,,
A196170,알테오젠,12,2013,Annual,68.31,27.33,27.53,169.75,"5,527,341","4,016,598",27.63,171.60,170.97
A196170,알테오젠,12,2014,Annual,54.05,8.90,11.99,29.69,"6,892,300","6,278,836",9.48,31.61,40.01
A196170,알테오젠,12,2015,Annual,72.63,1.81,24.93,2.92,"4,628,878","4,545,047",21.41,34.52,40.20
A196170,알테오젠,12,2016,Annual,12.81,-230.64,-140.38,-177.18,"2,334,238","7,717,977",-189.30,-145.41,-107.84
A196170,알테오젠,12,2017,Annual,11.86,-255.73,-316.38,-133.94,"2,469,485","8,784,598",-303.46,-158.94,-165.70
A196170,알테오젠,12,2018,Annual,80.95,-542.45,-489.71,-106.94,"1,298,358","8,341,352",-411.55,-81.13,-96.54
A196170,알테오젠,12,2019,Annual,77.20,6.84,13.17,13.20,"13,322,561","12,410,981",13.31,25.67,25.39
A196170,알테오젠,12,2020,Annual,66.97,20.96,-41.14,52.34,"26,211,819","20,718,790",-39.19,-97.88,-102.76
A196170,알테오젠,12,2021,Annual,32.87,-59.90,71.28,-46.67,"13,853,563","22,152,125",76.42,59.55,55.54
A196170,알테오젠,12,2022,Annual,37.22,-245.38,24.17,-89.97,"8,749,919","30,220,817",24.17,8.86,8.86
A348370,엔켐,12,2011,Annual,,,,,,,,,
A348370,엔켐,12,2012,Annual,,,,,,,,,
A348370,엔켐,12,2013,Annual,-14.13,-34.91,-44.61,,"2,048,729","2,763,934",-44.61,,
A348370,엔켐,12,2014,Annual,2.53,-7.15,-11.69,-26.89,"4,981,346","5,337,576",-11.69,-43.97,-43.97
A348370,엔켐,12,2015,Annual,11.86,3.31,1.82,14.73,"6,616,003","6,396,950",1.82,8.09,8.09
A348370,엔켐,12,2016,Annual,11.18,4.32,3.64,44.06,"20,695,242","19,801,707",3.64,37.11,37.11
A348370,엔켐,12,2017,Annual,12.64,3.50,1.72,30.38,"22,095,964","21,322,837",1.72,14.97,14.97
A348370,엔켐,12,2018,Annual,15.83,7.32,-5.40,N/A(IFRS),"36,860,147","34,161,484",-5.63,N/A(IFRS),N/A(IFRS)
A348370,엔켐,12,2019,Annual,20.90,14.72,-0.52,700.02,"87,958,351","75,008,905",-0.56,-26.40,-24.69
A348370,엔켐,12,2020,Annual,17.98,10.69,-1.70,340.97,"137,185,577","122,521,981",-1.53,-48.76,-54.34
A348370,엔켐,12,2021,Annual,-10.64,-20.05,-16.30,-418.40,"141,102,798","169,395,694",-23.48,-489.96,-340.22
A348370,엔켐,12,2022,Annual,14.69,1.05,18.56,22.16,"163,340,507","161,622,594",18.13,382.06,391.04
A058470,리노공업,12,2011,Annual,44.43,35.48,29.17,584.19,"66,049,988","42,617,393",36.46,600.38,480.29
A058470,리노공업,12,2012,Annual,45.75,36.88,33.05,691.55,"75,222,218","47,482,984",40.90,766.99,619.82
A058470,리노공업,12,2013,Annual,45.63,35.75,32.47,495.68,"80,639,505","51,810,015",40.11,556.06,450.14
A058470,리노공업,12,2014,Annual,45.26,35.02,33.04,429.31,"93,421,913","60,703,598",41.15,504.48,405.01
A058470,리노공업,12,2015,Annual,45.83,36.20,32.80,472.50,"99,475,355","63,465,424",40.87,533.47,428.18
A058470,리노공업,12,2016,Annual,43.47,34.86,31.38,515.88,"112,788,734","73,472,514",40.72,602.57,464.45
A058470,리노공업,12,2017,Annual,42.14,34.74,28.52,645.00,"141,510,913","92,353,913",36.68,681.13,529.61
A058470,리노공업,12,2018,Annual,45.23,38.27,32.35,755.06,"150,354,373","92,810,004",41.98,828.29,638.25
A058470,리노공업,12,2019,Annual,43.54,37.66,31.00,841.62,"170,307,405","106,165,775",41.66,931.02,692.68
A058470,리노공업,12,2020,Annual,44.09,38.68,27.51,"1,021.91","201,335,459","123,453,706",36.53,965.10,726.64
A058470,리노공업,12,2021,Annual,46.84,41.80,37.05,"1,536.56","280,166,833","163,062,480",49.58,"1,822.46","1,362.07"
A058470,리노공업,12,2022,Annual,47.96,42.38,35.47,"1,792.83","322,422,803","185,788,073",47.79,"2,021.67","1,500.60"
A068760,셀트리온제약,12,2011,Annual,71.35,11.83,5.68,81.38,"42,273,147","37,271,727",6.56,45.11,39.07
A068760,셀트리온제약,12,2012,Annual,69.84,11.37,8.80,76.94,"44,707,596","39,623,824",7.44,50.37,59.58
A068760,셀트리온제약,12,2013,Annual,69.28,14.89,5.28,104.53,"50,083,248","42,626,325",7.09,49.80,37.05
A068760,셀트리온제약,12,2014,Annual,66.12,13.54,9.69,105.26,"64,708,354","55,949,561",9.73,75.62,75.35
A068760,셀트리온제약,12,2015,Annual,65.88,-17.51,-20.05,-127.87,"72,578,429","85,284,616",-27.65,-201.95,-146.46
A068760,셀트리온제약,12,2016,Annual,40.24,-14.68,-20.69,-113.55,"101,569,415","116,476,489",-23.01,-178.01,-160.08
A068760,셀트리온제약,12,2017,Annual,44.36,6.74,2.15,53.71,"129,529,518","120,801,956",1.94,15.49,17.10
A068760,셀트리온제약,12,2018,Annual,28.42,2.62,-7.34,21.69,"139,470,824","135,815,539",-5.10,-42.22,-60.75
A068760,셀트리온제약,12,2019,Annual,36.35,9.08,5.52,92.04,"172,682,727","157,000,685",5.81,58.89,55.91
A068760,셀트리온제약,12,2020,Annual,31.32,10.12,8.97,135.22,"233,568,478","209,938,915",8.62,115.18,119.83
A068760,셀트리온제약,12,2021,Annual,29.91,11.99,8.67,264.22,"398,738,209","350,940,317",10.66,235.06,191.14
A068760,셀트리온제약,12,2022,Annual,29.21,9.89,6.72,205.62,"386,039,613","347,870,030",7.89,164.13,139.85
A403870,HPSP,12,2011,Annual,,,,,,,,,
A403870,HPSP,12,2012,Annual,,,,,,,,,
A403870,HPSP,12,2013,Annual,,,,,,,,,
A403870,HPSP,12,2014,Annual,,,,,,,,,
A403870,HPSP,12,2015,Annual,,,,,,,,,
A403870,HPSP,12,2016,Annual,,,,,,,,,
A403870,HPSP,12,2017,Annual,65.45,48.43,36.43,,"28,203,402","14,544,837",47.25,,
A403870,HPSP,12,2018,Annual,26.01,-124.08,-108.62,-144.75,"2,362,335","5,293,565",-108.42,-126.48,-126.71
A403870,HPSP,12,2019,Annual,58.77,39.59,32.91,491.04,"25,114,953","15,171,296",39.11,485.01,408.10
A403870,HPSP,12,2020,Annual,67.03,40.53,28.87,N/A(IFRS),"61,174,375","36,381,464",38.35,N/A(IFRS),N/A(IFRS)
A403870,HPSP,12,2021,Annual,67.17,49.28,38.52,867.30,"91,752,312","46,539,931",50.88,895.47,677.99
A403870,HPSP,12,2022,Annual,69.10,53.46,41.43,920.82,"159,336,323","74,161,861",54.54,939.57,713.58
A277810,레인보우로보틱스,12,2011,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2012,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2013,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2014,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2015,Annual,,,,,,,,,
A277810,레인보우로보틱스,12,2016,Annual,72.32,23.04,28.17,,"2,714,190","2,088,772",28.40,,
A277810,레인보우로보틱스,12,2017,Annual,66.14,25.28,17.44,869.85,"4,103,518","3,066,009",15.84,545.06,600.14
A277810,레인보우로보틱스,12,2018,Annual,59.59,-312.98,-311.79,-100.39,"1,051,439","4,342,227",-311.79,-100.01,-100.01
A277810,레인보우로보틱스,12,2019,Annual,54.22,-318.76,-324.51,-84.01,"1,693,984","7,093,699",-316.48,-83.41,-85.53
A277810,레인보우로보틱스,12,2020,Annual,51.90,-24.79,-25.91,-20.93,"5,426,967","6,772,433",-25.91,-21.88,-21.88
A277810,레인보우로보틱스,12,2021,Annual,50.46,-11.39,-87.44,-13.91,"8,969,575","9,991,321",-87.44,-106.75,-106.75
A277810,레인보우로보틱스,12,2022,Annual,52.27,9.62,42.42,15.71,"13,615,412","12,304,933",22.55,36.80,69.22
A039030,이오테크닉스,12,2011,Annual,24.41,8.93,10.04,215.71,"147,759,408","134,562,373",10.50,253.57,242.57
A039030,이오테크닉스,12,2012,Annual,27.20,15.54,12.95,519.02,"204,437,928","172,672,228",15.00,500.96,432.70
A039030,이오테크닉스,12,2013,Annual,26.95,16.67,12.65,592.77,"217,645,552","181,366,080",16.71,594.30,449.95
A039030,이오테크닉스,12,2014,Annual,28.78,18.89,16.12,842.07,"273,216,067","221,615,699",19.30,860.65,718.94
A039030,이오테크닉스,12,2015,Annual,18.91,9.43,9.88,359.24,"233,716,182","211,675,665",11.97,456.04,376.31
A039030,이오테크닉스,12,2016,Annual,15.42,6.74,2.47,313.05,"285,077,306","265,862,837",2.08,96.74,114.66
A039030,이오테크닉스,12,2017,Annual,20.57,13.42,4.88,822.32,"376,174,750","325,681,732",5.59,342.66,299.08
A039030,이오테크닉스,12,2018,Annual,14.74,2.67,2.02,118.00,"271,472,082","264,226,746",2.98,131.75,89.21
A039030,이오테크닉스,12,2019,Annual,20.66,4.58,4.03,134.21,"180,044,582","171,790,743",5.24,153.27,117.97
A039030,이오테크닉스,12,2020,Annual,22.41,13.48,10.09,669.80,"306,018,089","264,759,734",12.55,623.58,501.38
A039030,이오테크닉스,12,2021,Annual,30.21,18.77,18.44,"1,086.14","356,417,614","289,513,602",23.60,"1,365.35","1,067.00"
A039030,이오테크닉스,12,2022,Annual,30.62,20.67,18.64,"1,372.71","409,143,031","324,586,880",24.19,"1,606.45","1,238.31"
A214150,클래시스,12,2011,Annual,,,,,,,,,
A214150,클래시스,12,2012,Annual,58.25,-1.37,-1.41,,"7,535,093","7,638,088",-1.41,,
A214150,클래시스,12,2013,Annual,,,,,,,,,
A214150,클래시스,12,2014,Annual,,,,,,,,,
A214150,클래시스,12,2015,Annual,75.29,26.52,31.27,,"14,996,489","11,019,917",36.34,,
A214150,클래시스,12,2016,Annual,68.25,30.34,25.96,295.32,"27,243,309","18,978,324",32.20,313.48,252.69
A214150,클래시스,12,2017,Annual,68.99,31.15,-14.85,186.86,"34,629,233","23,843,004",-9.12,-54.74,-89.12
A214150,클래시스,12,2018,Annual,73.15,37.21,31.67,285.33,"46,944,935","29,476,345",37.88,290.44,242.82
A214150,클래시스,12,2019,Annual,78.62,51.96,41.60,658.86,"80,095,778","38,476,565",51.99,659.27,527.53
A214150,클래시스,12,2020,Annual,79.59,53.34,50.16,627.00,"75,857,104","35,392,265",51.61,606.61,589.59
A214150,클래시스,12,2021,Annual,77.37,51.53,43.65,799.04,"100,343,763","48,635,349",55.43,859.47,676.84
A214150,클래시스,12,2022,Annual,76.24,48.66,53.27,"1,063.06","141,442,784","72,612,758",68.37,"1,493.68","1,163.62"
A145020,휴젤,12,2011,Annual,77.77,65.34,52.32,870.03,"12,789,795","4,432,605",63.36,843.58,696.62
A145020,휴젤,12,2012,Annual,68.61,54.82,41.95,829.82,"15,675,431","7,082,080",55.10,833.99,634.98
A145020,휴젤,12,2013,Annual,67.80,46.80,30.96,785.60,"18,558,281","9,872,914",38.79,651.16,519.65
A145020,휴젤,12,2014,Annual,76.86,54.61,46.23,"1,141.74","23,268,542","10,562,533",53.46,"1,117.74",966.70
A145020,휴젤,12,2015,Annual,76.09,44.66,-93.67,771.55,"23,859,148","13,203,307",-82.73,"-1,429.26","-1,618.25"
A145020,휴젤,12,2016,Annual,79.14,54.60,40.23,"1,726.18","51,911,755","23,567,395",50.76,"1,604.86","1,271.89"
A145020,휴젤,12,2017,Annual,82.01,65.43,55.77,"3,253.18","94,364,854","32,621,348",67.85,"3,373.28","2,772.78"
A145020,휴젤,12,2018,Annual,64.52,24.44,37.23,"1,822.41","161,552,140","122,070,136",48.49,"3,615.56","2,776.15"
A145020,휴젤,12,2019,Annual,61.42,23.56,18.97,"1,907.75","177,690,744","135,825,245",24.98,"2,022.64","1,535.64"
A145020,휴젤,12,2020,Annual,61.55,26.84,14.51,"1,147.43","183,751,299","134,440,854",21.85,934.41,620.35
A145020,휴젤,12,2021,Annual,67.59,33.96,23.04,"1,006.32","187,842,523","124,052,879",29.91,886.23,682.63
A145020,휴젤,12,2022,Annual,70.55,31.45,12.53,"1,115.04","223,135,012","152,968,498",17.41,617.24,444.15
A065350,신성델타테크,12,2011,Annual,9.95,3.02,-2.01,59.86,"158,362,083","153,573,170",1.92,38.02,-39.70
A065350,신성델타테크,12,2012,Annual,13.99,5.36,3.68,73.77,"137,704,747","130,327,898",5.18,71.39,50.73
A065350,신성델타테크,12,2013,Annual,14.34,4.32,5.54,57.80,"133,825,533","128,045,939",6.97,93.22,74.14
A065350,신성델타테크,12,2014,Annual,13.12,2.60,2.39,34.54,"132,740,416","129,286,269",3.05,40.53,31.72
A065350,신성델타테크,12,2015,Annual,13.81,4.38,4.43,63.64,"146,444,010","140,025,022",5.52,80.16,64.25
A065350,신성델타테크,12,2016,Annual,14.76,3.91,0.98,57.42,"150,030,274","144,158,349",1.51,22.22,14.37
A065350,신성델타테크,12,2017,Annual,16.25,6.25,1.48,102.79,"175,199,580","164,241,284",2.91,47.88,24.37
A065350,신성델타테크,12,2018,Annual,13.53,2.32,4.17,31.44,"149,578,246","146,106,074",4.31,58.33,56.45
A065350,신성델타테크,12,2019,Annual,11.75,0.67,5.63,7.57,"129,776,686","128,900,851",5.66,63.49,63.18
A065350,신성델타테크,12,2020,Annual,12.64,0.51,6.98,5.19,"130,275,196","129,604,730",6.92,69.79,70.38
A065350,신성델타테크,12,2021,Annual,10.84,-0.18,15.83,-2.12,"159,123,625","159,414,405",16.36,189.49,183.31
A065350,신성델타테크,12,2022,Annual,12.83,0.39,10.29,4.16,"144,765,414","144,194,025",10.67,112.37,108.40
A000250,삼천당제약,12,2011,Annual,53.10,9.67,7.30,74.99,"77,565,622","70,066,896",9.61,74.52,56.64
A000250,삼천당제약,12,2012,Annual,49.67,7.77,1.75,59.59,"76,650,143","70,690,700",7.86,60.26,13.40
A000250,삼천당제약,12,2013,Annual,51.74,11.32,7.67,91.03,"80,391,265","71,288,423",10.29,82.74,61.64
A000250,삼천당제약,12,2014,Annual,50.57,11.22,8.98,100.05,"91,518,179","81,250,084",11.99,106.94,80.05
A000250,삼천당제약,12,2015,Annual,49.06,10.61,8.41,100.90,"100,514,070","89,846,081",10.87,103.33,79.93
A000250,삼천당제약,12,2016,Annual,48.65,11.86,4.55,122.36,"111,520,809","98,294,887",10.70,110.37,46.91
A000250,삼천당제약,12,2017,Annual,47.46,9.28,6.75,100.87,"119,897,117","108,774,777",9.58,104.19,73.38
A000250,삼천당제약,12,2018,Annual,46.47,4.15,4.54,45.79,"121,919,884","116,858,539",3.38,37.28,50.03
A000250,삼천당제약,12,2019,Annual,52.89,6.91,3.78,86.69,"138,758,402","129,176,800",2.26,28.43,47.49
A000250,삼천당제약,12,2020,Annual,47.40,-8.10,-4.97,-85.51,"118,445,264","128,038,332",-0.75,-7.96,-52.44
A000250,삼천당제약,12,2021,Annual,41.66,-20.68,-15.41,-219.57,"120,866,914","145,862,728",-23.50,-249.51,-163.63
A000250,삼천당제약,12,2022,Annual,45.47,6.21,4.65,69.99,"128,224,115","120,256,934",3.05,34.30,52.36
A357780,솔브레인,12,2011,Annual,,,,,,,,,
A357780,솔브레인,12,2012,Annual,,,,,,,,,
A357780,솔브레인,12,2013,Annual,,,,,,,,,
A357780,솔브레인,12,2014,Annual,,,,,,,,,
A357780,솔브레인,12,2015,Annual,,,,,,,,,
A357780,솔브레인,12,2016,Annual,,,,,,,,,
A357780,솔브레인,12,2017,Annual,,,,,,,,,
A357780,솔브레인,12,2018,Annual,,,,,,,,,
A357780,솔브레인,12,2019,Annual,,,,,,,,,
A357780,솔브레인,12,2020,Annual,27.81,21.33,13.31,,"453,415,196","356,708,868",17.71,,
A357780,솔브레인,12,2021,Annual,23.59,17.28,14.25,"4,356.54","980,599,404","811,161,135",19.00,"4,790.67","3,593.46"
A357780,솔브레인,12,2022,Annual,24.67,17.02,14.16,"4,583.10","1,047,568,422","869,318,662",18.51,"4,985.74","3,813.10"
A035900,JYP Ent.,6,2011,Annual,19.78,4.50,2.51,N/A(IFRS),"10,237,110","9,776,032",2.51,N/A(IFRS),N/A(IFRS)
A035900,JYP Ent.,12,2012,Annual,21.45,-27.77,-63.43,-30.84,"13,209,075","16,877,348",-63.43,-70.44,-70.44
A035900,JYP Ent.,12,2013,Annual,35.63,-11.25,-24.52,-13.71,"17,807,586","19,811,075",-24.52,-29.87,-29.87
A035900,JYP Ent.,12,2014,Annual,33.81,15.10,15.03,39.31,"44,326,282","37,634,520",14.96,38.96,39.15
A035900,JYP Ent.,12,2015,Annual,27.60,8.17,6.85,23.38,"48,689,501","44,709,629",7.62,21.80,19.59
A035900,JYP Ent.,12,2016,Annual,32.85,16.35,10.02,66.78,"69,510,893","58,143,660",15.36,62.74,40.93
A035900,JYP Ent.,12,2017,Annual,36.13,18.49,16.82,104.24,"96,761,010","78,866,606",21.00,118.37,94.83
A035900,JYP Ent.,12,2018,Annual,41.55,21.52,18.85,144.56,"118,167,060","92,736,171",22.95,154.14,126.60
A035900,JYP Ent.,12,2019,Annual,45.55,27.13,19.20,219.09,"144,613,992","105,380,840",26.09,210.72,155.06
A035900,JYP Ent.,12,2020,Annual,48.86,28.75,19.18,208.30,"130,009,012","92,634,709",23.95,173.55,138.98
A035900,JYP Ent.,12,2021,Annual,48.54,25.67,25.10,236.38,"165,230,962","122,815,350",32.63,300.51,231.17
A035900,JYP Ent.,12,2022,Annual,41.50,26.74,18.85,434.39,"291,490,221","213,545,731",25.59,415.76,306.22
A005290,동진쎄미켐,12,2011,Annual,10.39,1.29,-1.26,27.16,"441,224,831","435,515,330",-1.43,-30.06,-26.45
A005290,동진쎄미켐,12,2012,Annual,13.25,4.84,2.48,121.30,"527,305,208","501,809,620",2.90,72.73,62.29
A005290,동진쎄미켐,12,2013,Annual,14.25,5.38,3.10,141.20,"551,737,988","522,059,292",3.46,90.76,81.36
A005290,동진쎄미켐,12,2014,Annual,13.76,4.64,1.82,123.19,"558,433,460","532,540,495",2.34,62.06,48.37
A005290,동진쎄미켐,12,2015,Annual,15.60,5.99,2.13,158.59,"587,393,292","552,187,119",2.65,70.08,56.26
A005290,동진쎄미켐,12,2016,Annual,12.96,3.44,2.90,93.75,"642,548,080","620,472,843",3.41,93.08,79.04
A005290,동진쎄미켐,12,2017,Annual,17.66,8.45,5.99,215.92,"631,272,541","577,915,347",7.66,195.72,153.05
A005290,동진쎄미켐,12,2018,Annual,17.81,8.10,6.26,199.24,"632,154,575","580,935,292",7.98,196.22,153.92
A005290,동진쎄미켐,12,2019,Annual,20.51,11.48,6.86,291.45,"652,641,480","577,717,784",10.72,272.04,174.09
A005290,동진쎄미켐,12,2020,Annual,22.56,12.35,9.44,326.68,"679,978,836","595,997,304",12.86,340.15,249.82
A005290,동진쎄미켐,12,2021,Annual,20.64,11.52,9.87,355.74,"793,730,799","702,278,763",12.71,392.38,304.89
A005290,동진쎄미켐,12,2022,Annual,23.92,17.12,13.59,699.59,"1,050,272,303","870,427,096",18.39,751.42,555.11
A041510,에스엠,12,2011,Annual,33.53,18.65,15.00,249.21,"109,936,174","89,435,368",18.71,250.10,200.42
A041510,에스엠,12,2012,Annual,40.70,28.37,22.06,517.02,"168,560,156","120,738,924",28.22,514.24,401.94
A041510,에스엠,12,2013,Annual,37.12,21.06,10.69,336.80,"164,258,711","129,673,335",20.25,323.96,171.04
A041510,에스엠,12,2014,Annual,33.94,13.91,1.11,228.34,"169,480,324","145,905,889",13.98,229.50,18.27
A041510,에스엠,12,2015,Annual,35.11,11.89,2.31,224.13,"195,445,281","172,207,896",5.55,104.70,43.61
A041510,에스엠,12,2016,Annual,32.86,7.98,2.62,151.48,"202,127,701","186,003,356",8.59,163.07,49.73
A041510,에스엠,12,2017,Annual,38.60,11.85,8.64,235.40,"216,128,551","190,521,657",15.63,310.57,171.66
A041510,에스엠,12,2018,Annual,38.83,14.86,4.40,373.90,"281,638,319","239,777,243",10.47,263.39,110.67
A041510,에스엠,12,2019,Annual,36.39,12.09,4.01,319.97,"307,504,375","270,328,709",10.24,271.07,106.08
A041510,에스엠,12,2020,Annual,38.50,11.97,-9.93,308.94,"302,601,884","266,379,449",0.79,20.50,-256.24
A041510,에스엠,12,2021,Annual,41.16,17.76,14.62,627.81,"417,155,191","343,076,270",22.85,807.77,516.71
A041510,에스엠,12,2022,Annual,40.51,19.38,13.38,837.58,"513,778,736","414,210,899",19.92,860.84,578.30
A263750,펄어비스,12,2011,Annual,,,,,,,,,
A263750,펄어비스,12,2012,Annual,,,,,,,,,
A263750,펄어비스,12,2013,Annual,,,,,,,,,
A263750,펄어비스,12,2014,Annual,,,,,,,,,
A263750,펄어비스,12,2015,Annual,100.00,55.22,47.12,,"21,703,130","9,718,755",52.21,,
A263750,펄어비스,6,2016,Annual,100.00,83.47,72.50,"7,817.33","33,690,170","5,568,710",84.29,"7,894.03","6,789.70"
A263750,펄어비스,6,2017,Annual,100.00,67.84,58.67,"1,915.60","77,696,625","24,990,321",66.42,"1,875.57","1,656.82"
A263750,펄어비스,12,2018,Annual,100.00,45.18,42.17,"2,649.39","366,665,453","201,016,961",49.98,"2,931.33","2,472.84"
A263750,펄어비스,12,2019,Annual,100.00,35.05,30.89,"2,460.11","455,670,772","295,972,910",36.20,"2,540.77","2,168.11"
A263750,펄어비스,12,2020,Annual,100.00,41.38,27.17,"2,561.88","404,023,719","236,842,909",37.99,"2,352.07","1,682.24"
A263750,펄어비스,12,2021,Annual,100.00,13.50,21.07,545.41,"265,964,847","230,070,956",26.16,"1,057.12",851.48
A263750,펄어비스,12,2022,Annual,100.00,12.18,0.63,494.04,"268,716,789","236,000,485",-4.79,-194.42,25.39
A240810,원익IPS,12,2011,Annual,,,,,,,,,
A240810,원익IPS,12,2012,Annual,,,,,,,,,
A240810,원익IPS,12,2013,Annual,,,,,,,,,
A240810,원익IPS,12,2014,Annual,,,,,,,,,
A240810,원익IPS,12,2015,Annual,,,,,,,,,
A240810,원익IPS,12,2016,Annual,38.12,11.78,9.25,,"244,089,918","215,326,349",11.45,,
A240810,원익IPS,12,2017,Annual,39.82,19.37,15.11,592.10,"630,801,620","508,610,999",19.69,601.88,461.81
A240810,원익IPS,12,2018,Annual,39.69,16.23,13.31,510.53,"649,002,716","543,645,248",16.84,529.66,418.72
A240810,원익IPS,12,2019,Annual,41.67,6.06,6.38,179.30,"668,654,506","628,152,254",6.44,190.66,188.92
A240810,원익IPS,12,2020,Annual,42.74,12.87,8.97,572.02,"1,090,819,431","950,433,667",11.64,517.25,398.84
A240810,원익IPS,12,2021,Annual,38.28,13.25,11.51,665.35,"1,232,346,329","1,069,055,423",15.03,754.93,578.16
A240810,원익IPS,12,2022,Annual,40.75,9.59,8.96,395.26,"1,011,455,312","914,451,616",11.78,485.41,369.13
A095340,ISC,12,2011,Annual,58.38,35.44,19.62,391.80,"42,513,336","27,448,536",31.77,351.22,216.93
A095340,ISC,12,2012,Annual,55.79,35.26,27.31,473.97,"51,682,877","33,458,852",34.65,465.79,367.06
A095340,ISC,12,2013,Annual,56.81,35.66,27.05,512.87,"55,305,882","35,586,014",34.76,500.04,389.12
A095340,ISC,12,2014,Annual,55.03,31.89,23.37,421.09,"62,622,051","42,649,072",31.51,415.95,308.58
A095340,ISC,12,2015,Annual,43.87,23.59,17.32,303.95,"77,878,560","59,508,290",22.58,290.98,223.21
