Symbol,Name,결산월,회계년,주기,부채비율(%),유동비율,유동자산(천원),유동부채(천원),당좌비율,당좌자산(천원),현금비율,현금및현금성자산(천원),유동부채(천원),매출액(천원),유동부채(천원),유형자산구성비율(%),무형자산구성비율(%),판매비와관리비증가율(전년동기)(%),타인자본비율(%),단기금융상품(천원)
A451760,컨텍,12,2013,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2014,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2015,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2016,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2017,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2018,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2019,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2020,Annual,,,,,,,,,,,,,,,,
A451760,컨텍,12,2021,Annual,완전잠식,,"10,511,759","28,589,558",,"10,033,878",,"6,797,345","28,589,558","5,787,300","28,589,558",29.57,1.03,,160.34,"1,000,000"
A451760,컨텍,12,2022,Annual,완전잠식,,"59,500,572","111,278,150",,"57,959,427",,"23,567,961","111,278,150","12,760,351","111,278,150",22.15,0.46,25.23,137.00,"32,008,840"
A461030,아이엠비디엑스,12,2011,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2012,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2013,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2014,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2015,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2016,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2017,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2018,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2019,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2020,Annual,,,,,,,,,,,,,,,,
A461030,아이엠비디엑스,12,2021,Annual,완전잠식,,"20,552,805","46,087,059",,"20,508,902",,"19,322,023","46,087,059","1,230,337","46,087,059",11.84,0.33,,192.91,0
A461030,아이엠비디엑스,12,2022,Annual,완전잠식,,"13,121,901","48,198,962",,"12,507,648",,"5,368,231","48,198,962","2,624,740","48,198,962",20.09,0.54,70.26,279.43,"6,000,000"
A079940,가비아,12,2011,Annual,53.49,,"9,245,779","11,953,563",,"9,231,329",,"2,779,998","11,953,563","33,792,831","11,953,563",19.21,4.16,17.72,34.85,"3,100,000"
A079940,가비아,12,2012,Annual,66.20,,"9,613,034","10,723,878",,"9,520,575",,"2,796,114","10,723,878","38,482,449","10,723,878",45.85,3.04,32.23,39.83,"1,000,000"
A079940,가비아,12,2013,Annual,49.76,,"10,360,239","11,588,806",,"10,279,200",,"5,301,724","11,588,806","40,507,693","11,588,806",43.59,2.87,7.27,33.23,0
A079940,가비아,12,2014,Annual,46.76,,"14,916,105","13,161,566",,"14,916,105",,"5,358,747","13,161,566","43,906,243","13,161,566",39.86,7.62,5.16,31.86,"1,500,000"
A079940,가비아,12,2015,Annual,35.76,,"17,436,488","9,687,159",,"17,436,488",,"10,289,329","9,687,159","48,446,932","9,687,159",38.52,6.31,11.25,26.34,"3,000,000"
A079940,가비아,12,2016,Annual,34.68,,"12,237,594","10,247,269",,"12,237,594",,"8,482,169","10,247,269","49,430,564","10,247,269",36.67,5.56,10.18,25.75,0
A079940,가비아,12,2017,Annual,36.35,,"15,116,578","17,323,452",,"15,116,578",,"9,988,273","17,323,452","52,365,659","17,323,452",34.41,4.52,11.90,26.66,"1,000,000"
A079940,가비아,12,2018,Annual,39.10,,"18,388,749","18,089,528",,"18,388,749",,"11,624,406","18,089,528","55,197,652","18,089,528",35.24,3.40,4.35,28.11,"2,700,000"
A079940,가비아,12,2019,Annual,53.40,,"13,602,872","20,260,391",,"13,602,872",,"9,410,304","20,260,391","58,254,105","20,260,391",47.88,0.71,-3.11,34.81,"100,000"
A079940,가비아,12,2020,Annual,68.07,,"20,369,123","25,284,597",,"20,369,123",,"11,430,588","25,284,597","64,097,025","25,284,597",47.31,0.47,6.94,40.50,"100,000"
A079940,가비아,12,2021,Annual,68.64,,"22,942,477","24,357,692",,"22,942,477",,"5,214,430","24,357,692","71,873,259","24,357,692",51.76,0.50,21.91,40.70,"2,600,000"
A079940,가비아,12,2022,Annual,100.04,,"46,587,792","33,410,714",,"46,587,792",,"9,384,882","33,410,714","77,418,922","33,410,714",45.62,0.39,14.65,50.01,"21,592,000"
A032620,유비케어,12,2011,Annual,16.19,,"35,972,520","7,265,601",,"35,546,333",,"10,966,567","7,265,601","53,749,659","7,265,601",14.09,5.10,15.76,13.93,"16,175,000"
A032620,유비케어,12,2012,Annual,23.85,,"37,088,483","10,141,442",,"36,879,510",,"10,945,793","10,141,442","63,029,495","10,141,442",11.20,11.83,14.37,19.26,"16,125,000"
A032620,유비케어,12,2013,Annual,18.20,,"34,125,519","8,372,514",,"33,924,896",,"3,639,996","8,372,514","65,986,190","8,372,514",11.09,8.62,5.16,15.40,"22,500,837"
A032620,유비케어,12,2014,Annual,33.04,,"40,167,548","11,999,925",,"38,183,736",,"6,235,339","11,999,925","55,763,179","11,999,925",11.14,6.42,-13.05,24.83,"24,066,819"
A032620,유비케어,12,2015,Annual,41.82,,"52,577,301","16,908,654",,"49,646,128",,"8,936,456","16,908,654","59,431,064","16,908,654",9.06,4.03,-2.85,29.49,"29,572,682"
A032620,유비케어,12,2016,Annual,37.15,,"50,020,273","16,067,514",,"47,398,182",,"13,464,852","16,067,514","68,244,069","16,067,514",8.71,2.66,6.62,27.09,"20,080,669"
A032620,유비케어,12,2017,Annual,47.82,,"49,793,024","19,983,407",,"47,085,578",,"21,880,153","19,983,407","81,883,110","19,983,407",8.73,2.81,10.75,32.35,"11,102,418"
A032620,유비케어,12,2018,Annual,23.65,,"79,498,912","22,925,247",,"78,525,363",,"13,928,379","22,925,247","94,369,700","22,925,247",4.50,1.86,14.22,19.12,"45,766,057"
A032620,유비케어,12,2019,Annual,28.43,,"90,194,240","27,783,501",,"86,659,177",,"10,022,215","27,783,501","102,702,439","27,783,501",4.67,2.45,5.33,22.13,"5,525,332"
A032620,유비케어,12,2020,Annual,36.82,,"97,372,007","32,635,785",,"93,592,505",,"36,279,525","32,635,785","97,197,446","32,635,785",1.53,1.70,-0.24,26.91,"17,025,000"
A032620,유비케어,12,2021,Annual,21.77,,"80,138,871","17,944,395",,"77,793,329",,"23,224,231","17,944,395","103,575,683","17,944,395",1.30,1.86,9.42,17.88,"8,025,000"
A032620,유비케어,12,2022,Annual,20.11,,"54,603,304","17,966,427",,"52,044,013",,"18,679,085","17,966,427","117,412,785","17,966,427",1.68,2.05,14.73,16.74,"15,025,000"
A083790,CG인바이츠,12,2011,Annual,108.07,,"30,253,164","12,233,345",,"30,253,164",,"16,402,956","12,233,345","3,451,314","12,233,345",20.56,18.96,10.51,51.94,"6,738"
A083790,CG인바이츠,12,2012,Annual,143.94,,"25,329,929","29,794,116",,"25,329,929",,"16,692,073","29,794,116","3,718,986","29,794,116",21.62,17.53,-14.18,59.01,0
A083790,CG인바이츠,12,2013,Annual,142.69,,"12,073,830","6,210,324",,"12,073,830",,"6,314,323","6,210,324","4,795,862","6,210,324",15.47,7.80,-0.17,58.80,0
A083790,CG인바이츠,12,2014,Annual,91.68,,"31,876,007","31,848,784",,"31,768,669",,"27,572,465","31,848,784","4,535,575","31,848,784",12.30,4.87,-3.53,47.83,0
A083790,CG인바이츠,12,2015,Annual,56.86,,"31,401,721","28,623,289",,"30,931,837",,"23,993,071","28,623,289","6,136,000","28,623,289",11.36,4.21,-6.38,36.25,"500,000"
A083790,CG인바이츠,12,2016,Annual,36.56,,"35,101,934","27,015,382",,"34,785,134",,"22,916,556","27,015,382","11,126,480","27,015,382",11.93,3.84,15.71,26.77,"2,620,000"
A083790,CG인바이츠,12,2017,Annual,30.57,,"34,318,653","17,087,872",,"33,801,233",,"21,503,709","17,087,872","8,492,032","17,087,872",19.61,3.37,14.46,23.41,"2,120,000"
A083790,CG인바이츠,12,2018,Annual,39.35,,"166,604,954","10,393,958",,"166,155,908",,"34,663,920","10,393,958","13,889,307","10,393,958",8.90,0.52,-28.87,28.24,"10,220,000"
A083790,CG인바이츠,12,2019,Annual,55.50,,"105,440,025","68,806,448",,"104,133,326",,"9,922,274","68,806,448","4,397,571","68,806,448",10.76,0.43,19.44,35.69,"29,450,000"
A083790,CG인바이츠,12,2020,Annual,19.42,,"116,526,473","26,291,920",,"114,502,681",,"25,353,493","26,291,920","11,005,137","26,291,920",10.96,0.98,1.90,16.26,"25,483,295"
A083790,CG인바이츠,12,2021,Annual,31.04,,"94,308,614","16,295,348",,"92,515,620",,"11,359,167","16,295,348","6,263,553","16,295,348",23.83,0.72,20.10,23.68,"30,602,854"
A083790,CG인바이츠,12,2022,Annual,47.62,,"63,101,027","37,475,732",,"62,149,907",,"4,050,878","37,475,732","5,873,467","37,475,732",28.79,0.66,75.00,32.26,"28,508,328"
A211270,AP위성,12,2011,Annual,50.61,,"10,495,789","5,607,443",,"6,188,845",,"4,035,712","5,607,443","2,019,862","5,607,443",23.90,14.27,,33.60,"756,256"
A211270,AP위성,12,2012,Annual,64.84,,"10,684,768","7,459,432",,"7,256,901",,"3,751,650","7,459,432","13,075,388","7,459,432",34.37,0.22,N/A(IFRS),39.33,"364,266"
A211270,AP위성,12,2013,Annual,42.99,,"23,227,809","9,306,662",,"14,692,491",,"8,864,973","9,306,662","39,258,703","9,306,662",21.13,0.18,-30.86,30.07,"263,318"
A211270,AP위성,12,2014,Annual,26.26,,"27,854,544","7,237,363",,"24,642,267",,"18,774,455","7,237,363","34,570,999","7,237,363",18.71,0.80,27.62,20.80,"665,952"
A211270,AP위성,12,2015,Annual,12.05,,"33,710,744","4,165,454",,"31,056,978",,"17,692,811","4,165,454","36,467,603","4,165,454",15.52,0.57,38.35,10.76,"6,485,320"
A211270,AP위성,12,2016,Annual,6.58,,"65,862,604","5,112,018",,"59,882,906",,"47,733,992","5,112,018","24,891,104","5,112,018",7.99,14.39,-18.14,6.17,"608,810"
A211270,AP위성,12,2017,Annual,26.40,,"83,805,747","21,208,348",,"73,310,322",,"45,693,973","21,208,348","30,047,518","21,208,348",6.28,11.89,-27.75,20.89,"7,786,184"
A211270,AP위성,12,2018,Annual,22.34,,"82,489,531","17,916,585",,"71,998,745",,"51,814,820","17,916,585","42,843,708","17,916,585",6.04,9.90,-2.72,18.26,"521,666"
A211270,AP위성,12,2019,Annual,24.78,,"86,937,091","19,525,561",,"78,475,589",,"53,920,380","19,525,561","45,653,106","19,525,561",10.35,3.74,27.06,19.86,"616,880"
A211270,AP위성,12,2020,Annual,41.11,,"101,359,775","31,643,570",,"90,824,116",,"67,217,150","31,643,570","45,379,282","31,643,570",9.05,0.15,3.73,29.13,"176,143"
A211270,AP위성,12,2021,Annual,37.09,,"100,773,903","29,627,993",,"89,844,976",,"65,678,177","29,627,993","40,201,720","29,627,993",8.72,0.10,25.86,27.06,"452,548"
A211270,AP위성,12,2022,Annual,28.06,,"98,071,393","23,802,341",,"87,016,532",,"72,286,904","23,802,341","53,604,126","23,802,341",8.56,0.07,31.70,21.91,"76,038"
A092070,디엔에프,12,2011,Annual,89.17,,"16,470,975","10,858,760",,"4,806,486",,"1,145,676","10,858,760","25,329,505","10,858,760",59.94,7.66,11.65,47.14,"150,000"
A092070,디엔에프,12,2012,Annual,123.82,,"20,085,208","16,034,294",,"5,940,666",,"542,120","16,034,294","27,174,584","16,034,294",60.72,6.29,4.68,55.32,"2,040,000"
A092070,디엔에프,12,2013,Annual,233.60,,"12,657,409","26,991,996",,"4,379,203",,"1,050,505","26,991,996","20,605,828","26,991,996",66.50,5.11,10.00,70.02,"335,000"
A092070,디엔에프,12,2014,Annual,58.52,,"22,476,636","18,500,724",,"11,737,477",,"5,745,070","18,500,724","61,629,776","18,500,724",55.35,3.95,16.53,36.92,"518,000"
A092070,디엔에프,12,2015,Annual,30.88,,"27,795,702","16,535,957",,"13,861,435",,"7,879,765","16,535,957","71,488,720","16,535,957",54.28,2.72,7.27,23.59,"1,205,000"
A092070,디엔에프,12,2016,Annual,31.93,,"30,731,508","11,552,118",,"14,661,655",,"6,941,693","11,552,118","58,221,631","11,552,118",57.48,0.88,3.17,24.20,"4,020,997"
A092070,디엔에프,12,2017,Annual,25.44,,"38,984,962","12,100,164",,"26,414,012",,"9,814,255","12,100,164","74,380,663","12,100,164",50.33,0.65,9.99,20.28,"11,618,700"
A092070,디엔에프,12,2018,Annual,28.29,,"38,521,832","15,993,634",,"21,481,266",,"7,097,206","15,993,634","74,242,592","15,993,634",50.37,0.49,10.10,22.05,"7,773,156"
A092070,디엔에프,12,2019,Annual,21.99,,"32,409,394","12,648,983",,"14,741,831",,"3,336,249","12,648,983","58,814,557","12,648,983",51.15,0.42,2.07,18.03,"5,825,267"
A092070,디엔에프,12,2020,Annual,13.60,,"44,294,741","14,861,674",,"25,955,087",,"14,039,514","14,861,674","83,155,225","14,861,674",43.43,0.30,7.48,11.98,"2,417,529"
A092070,디엔에프,12,2021,Annual,11.49,,"59,439,050","16,095,574",,"32,447,572",,"7,794,209","16,095,574","87,022,155","16,095,574",37.91,0.28,4.76,10.31,"13,164,913"
A092070,디엔에프,12,2022,Annual,20.78,,"77,983,789","28,337,635",,"25,987,995",,"7,935,196","28,337,635","96,891,781","28,337,635",47.95,2.04,-5.33,17.20,"1,968,219"
A079810,디이엔티,12,2011,Annual,27.68,,"23,694,539","6,324,142",,"18,671,699",,"11,315,789","6,324,142","45,089,545","6,324,142",15.60,3.60,11.78,21.68,"183,000"
A079810,디이엔티,12,2012,Annual,21.15,,"24,030,871","5,341,022",,"20,664,319",,"6,763,480","5,341,022","30,360,810","5,341,022",14.50,2.94,-50.24,17.46,0
A079810,디이엔티,12,2013,Annual,17.24,,"22,144,223","3,586,626",,"19,325,470",,"7,696,698","3,586,626","40,762,816","3,586,626",17.10,3.44,32.28,14.70,0
A079810,디이엔티,12,2014,Annual,13.61,,"18,193,909","2,808,414",,"16,947,371",,"5,927,614","2,808,414","25,035,048","2,808,414",20.46,3.83,19.98,11.98,0
A079810,디이엔티,12,2015,Annual,59.31,,"33,291,515","15,134,557",,"29,373,737",,"7,436,360","15,134,557","47,889,517","15,134,557",9.93,7.14,46.94,37.23,0
A079810,디이엔티,12,2016,Annual,178.77,,"37,193,108","25,451,531",,"26,486,277",,"3,253,874","25,451,531","38,609,273","25,451,531",24.52,6.17,2.11,64.13,0
A079810,디이엔티,12,2017,Annual,162.79,,"37,736,340","34,075,765",,"32,562,039",,"10,097,236","34,075,765","176,696,709","34,075,765",40.59,3.34,81.14,61.95,0
A079810,디이엔티,12,2018,Annual,242.38,,"22,734,206","20,599,819",,"20,955,022",,"3,033,688","20,599,819","74,849,074","20,599,819",53.42,1.99,-19.04,70.79,0
A079810,디이엔티,12,2019,Annual,154.29,,"16,775,400","15,716,407",,"15,430,067",,"1,061,899","15,716,407","29,443,763","15,716,407",57.18,2.27,-22.81,60.67,0
A079810,디이엔티,12,2020,Annual,103.09,,"24,255,072","16,147,906",,"19,224,508",,"11,483,794","16,147,906","22,807,840","16,147,906",48.48,1.01,34.87,50.76,"2,047,977"
A079810,디이엔티,12,2021,Annual,128.18,,"29,837,576","23,420,304",,"29,420,049",,"6,660,704","23,420,304","42,035,184","23,420,304",42.25,0.89,-52.66,56.18,0
A079810,디이엔티,12,2022,Annual,282.64,,"48,530,036","57,441,136",,"40,577,406",,"25,431,910","57,441,136","50,117,334","57,441,136",33.41,0.28,145.92,73.87,0
A034810,해성산업,12,2011,Annual,12.12,,"18,759,583","7,701,372",,"18,759,583",,"918,431","7,701,372","12,470,685","7,701,372",53.15,0.84,1.74,10.81,"17,258,083"
A034810,해성산업,12,2012,Annual,10.90,,"20,825,078","6,469,506",,"20,825,078",,"759,616","6,469,506","12,654,322","6,469,506",52.24,0.16,2.06,9.83,"19,530,050"
A034810,해성산업,12,2013,Annual,10.79,,"24,736,518","5,735,376",,"24,736,518",,"1,878,975","5,735,376","12,963,563","5,735,376",50.27,0.14,7.31,9.74,"22,169,900"
A034810,해성산업,12,2014,Annual,9.84,,"21,746,142","6,367,386",,"21,746,142",,"7,001,082","6,367,386","12,972,751","6,367,386",49.42,0.25,1.04,8.96,"14,296,893"
A034810,해성산업,12,2015,Annual,10.39,,"17,258,781","7,664,313",,"17,258,781",,"2,341,607","7,664,313","12,378,050","7,664,313",49.10,0.24,-3.49,9.41,"14,624,369"
A034810,해성산업,12,2016,Annual,13.69,,"21,023,377","8,015,816",,"21,023,377",,"3,602,762","8,015,816","12,107,551","8,015,816",51.36,0.22,0.90,12.05,"16,948,015"
A034810,해성산업,12,2017,Annual,18.82,,"5,156,373","5,314,768",,"5,156,373",,"4,219,846","5,314,768","12,199,589","5,314,768",0.08,0.21,0.96,15.84,0
A034810,해성산업,12,2018,Annual,34.56,,"5,915,084","8,447,442",,"5,915,084",,"4,890,787","8,447,442","14,931,053","8,447,442",0.23,0.19,24.69,25.68,0
A034810,해성산업,12,2019,Annual,52.17,,"8,530,069","9,799,204",,"8,530,069",,"7,988,157","9,799,204","20,260,095","9,799,204",0.25,0.17,-70.89,34.29,0
A034810,해성산업,12,2020,Annual,37.66,,"19,167,979","22,084,835",,"19,167,979",,"8,793,313","22,084,835","163,327,154","22,084,835",0.11,0.05,"4,273.94",27.36,"9,012,689"
A034810,해성산업,12,2021,Annual,30.66,,"21,869,131","38,074,913",,"21,869,131",,"10,841,037","38,074,913","23,747,851","38,074,913",0.12,0.05,-88.85,23.47,"9,000,000"
A034810,해성산업,12,2022,Annual,32.95,,"27,145,683","80,031,561",,"27,145,683",,"11,347,395","80,031,561","33,551,783","80,031,561",0.11,0.07,1.43,24.78,"12,011,821"
A200470,에이팩트,12,2011,Annual,114.22,,"15,547,477","24,933,718",,"15,547,477",,"13,930,263","24,933,718","36,256,812","24,933,718",74.81,0.12,22.76,53.32,0
A200470,에이팩트,12,2012,Annual,118.68,,"7,275,403","21,486,580",,"7,275,403",,"5,453,180","21,486,580","31,677,738","21,486,580",86.16,0.09,17.04,54.27,0
A200470,에이팩트,12,2013,Annual,88.33,,"9,899,767","16,183,602",,"9,899,767",,"8,268,928","16,183,602","32,368,054","16,183,602",81.44,0.12,6.98,46.90,0
A200470,에이팩트,12,2014,Annual,38.47,,"18,775,706","9,325,754",,"18,775,706",,"17,090,977","9,325,754","31,518,527","9,325,754",67.27,0.17,34.44,27.78,0
A200470,에이팩트,12,2015,Annual,30.25,,"20,241,377","8,771,762",,"19,821,589",,"2,150,055","8,771,762","21,648,875","8,771,762",61.41,0.25,9.55,23.22,"16,000,000"
A200470,에이팩트,12,2016,Annual,22.99,,"20,959,713","8,837,656",,"20,959,713",,"3,836,385","8,837,656","15,878,385","8,837,656",55.07,0.21,-23.45,18.69,"16,000,000"
A200470,에이팩트,12,2017,Annual,68.78,,"22,854,191","10,199,016",,"22,854,191",,"15,559,929","10,199,016","22,643,454","10,199,016",64.14,0.12,17.12,40.75,"5,000,000"
A200470,에이팩트,12,2018,Annual,117.76,,"35,455,984","31,993,065",,"35,455,984",,"32,848,889","31,993,065","47,115,235","31,993,065",68.63,0.34,25.21,54.08,0
A200470,에이팩트,12,2019,Annual,109.84,,"16,848,564","36,228,107",,"16,848,564",,"14,381,181","36,228,107","46,841,017","36,228,107",83.53,0.28,83.49,52.35,0
A200470,에이팩트,12,2020,Annual,93.94,,"21,150,694","38,989,874",,"21,150,694",,"17,576,278","38,989,874","49,630,032","38,989,874",80.07,0.17,-38.29,48.44,"30,000"
A200470,에이팩트,12,2021,Annual,63.72,,"21,239,255","27,520,471",,"21,239,255",,"18,582,710","27,520,471","47,217,098","27,520,471",76.56,0.67,-3.48,38.92,0
A200470,에이팩트,12,2022,Annual,86.58,,"37,753,742","42,744,315",,"29,437,114",,"18,206,491","42,744,315","73,646,384","42,744,315",75.71,1.33,24.78,46.40,0
A013120,동원개발,12,2011,Annual,55.38,,"290,686,172","86,485,279",,"67,087,399",,"5,396,954","86,485,279","216,368,374","86,485,279",0.31,0.06,25.58,35.64,"1,142,042"
A013120,동원개발,12,2012,Annual,73.23,,"401,277,646","134,882,734",,"171,068,740",,"29,300,922","134,882,734","384,862,497","134,882,734",0.22,0.04,68.67,42.27,"1,079,282"
A013120,동원개발,12,2013,Annual,42.23,,"375,852,111","67,969,155",,"48,425,987",,"14,071,704","67,969,155","318,263,153","67,969,155",0.27,0.05,12.95,29.69,"1,732,125"
A013120,동원개발,12,2014,Annual,32.17,,"422,900,015","95,040,226",,"144,304,663",,"75,110,242","95,040,226","340,086,893","95,040,226",0.23,0.04,-7.72,24.34,"1,095,769"
A013120,동원개발,12,2015,Annual,32.05,,"533,947,995","120,522,665",,"246,863,742",,"83,412,633","120,522,665","514,966,840","120,522,665",0.17,0.01,14.09,24.27,"6,120,769"
A013120,동원개발,12,2016,Annual,29.70,,"638,367,012","137,035,112",,"439,946,750",,"87,049,154","137,035,112","534,393,481","137,035,112",0.15,0.01,8.75,22.90,"25,200,958"
A013120,동원개발,12,2017,Annual,18.30,,"683,770,671","92,140,028",,"557,320,528",,"173,788,811","92,140,028","563,013,434","92,140,028",0.20,0.01,-13.98,15.47,0
A013120,동원개발,12,2018,Annual,24.80,,"854,509,805","158,035,129",,"682,341,856",,"284,741,003","158,035,129","607,890,976","158,035,129",0.28,0.01,7.37,19.87,"3,705,580"
A013120,동원개발,12,2019,Annual,20.57,,"888,352,112","139,855,656",,"778,779,860",,"416,601,606","139,855,656","642,628,503","139,855,656",0.30,0.01,18.79,17.06,"3,716,865"
A013120,동원개발,12,2020,Annual,18.23,,"1,031,619,704","144,976,565",,"726,628,512",,"204,596,259","144,976,565","630,615,658","144,976,565",0.22,0.00,21.46,15.42,"9,728,175"
A013120,동원개발,12,2021,Annual,28.44,,"1,187,278,375","135,320,689",,"639,661,316",,"139,758,916","135,320,689","420,733,050","135,320,689",0.18,0.00,-13.41,22.14,"6,807,576"
A013120,동원개발,12,2022,Annual,40.89,,"1,366,735,601","393,854,310",,"842,834,472",,"207,501,549","393,854,310","581,504,180","393,854,310",0.10,0.00,42.45,29.02,"16,518,870"
A144960,뉴파워프라즈마,12,2011,Annual,51.25,,"15,457,635","17,426,123",,"10,936,349",,"2,125,303","17,426,123","25,622,890","17,426,123",49.53,0.35,-10.46,33.88,"703,220"
A144960,뉴파워프라즈마,12,2012,Annual,44.26,,"24,013,306","16,401,679",,"19,235,630",,"12,741,215","16,401,679","24,317,209","16,401,679",49.28,0.38,-7.75,30.68,"1,669,951"
A144960,뉴파워프라즈마,12,2013,Annual,38.77,,"28,395,975","16,954,633",,"24,042,786",,"9,843,776","16,954,633","32,122,760","16,954,633",45.76,0.61,5.60,27.94,"1,589,630"
A144960,뉴파워프라즈마,12,2014,Annual,49.16,,"28,671,489","18,711,089",,"24,119,038",,"711,680","18,711,089","35,083,214","18,711,089",39.96,1.44,N/A(IFRS),32.96,"1,970,000"
A144960,뉴파워프라즈마,12,2015,Annual,51.28,,"41,754,552","18,649,914",,"33,475,892",,"9,530,715","18,649,914","50,265,165","18,649,914",33.84,1.34,68.76,33.90,"4,470,000"
A144960,뉴파워프라즈마,12,2016,Annual,27.12,,"79,342,625","25,459,124",,"65,742,451",,"8,467,453","25,459,124","67,392,792","25,459,124",25.31,2.42,19.17,21.34,"30,600,000"
A144960,뉴파워프라즈마,12,2017,Annual,17.05,,"81,550,643","18,971,624",,"72,549,269",,"3,600,374","18,971,624","104,485,987","18,971,624",26.44,1.97,47.14,14.57,"43,656,800"
A144960,뉴파워프라즈마,12,2018,Annual,10.43,,"68,961,393","11,904,491",,"62,574,689",,"7,170,752","11,904,491","73,443,751","11,904,491",26.79,1.71,-20.24,9.44,"26,708,600"
A144960,뉴파워프라즈마,12,2019,Annual,10.80,,"60,078,109","12,671,097",,"51,464,767",,"4,129,562","12,671,097","60,212,977","12,671,097",29.75,1.68,-10.94,9.74,"21,946,800"
A144960,뉴파워프라즈마,12,2020,Annual,61.83,,"69,071,077","25,395,527",,"57,861,519",,"9,776,254","25,395,527","82,235,070","25,395,527",30.10,1.02,21.19,38.21,"14,352,000"
A144960,뉴파워프라즈마,12,2021,Annual,68.10,,"94,551,414","54,141,857",,"75,584,451",,"3,452,183","54,141,857","93,776,150","54,141,857",25.37,0.97,17.16,40.51,"12,200,000"
A144960,뉴파워프라즈마,12,2022,Annual,51.02,,"98,508,573","80,753,813",,"73,363,180",,"17,046,974","80,753,813","114,240,537","80,753,813",28.37,0.97,19.87,33.78,"20,000,000"
A089890,코세스,12,2011,Annual,189.19,,"33,027,641","28,543,595",,"18,167,320",,"1,246,998","28,543,595","73,348,584","28,543,595",27.07,4.86,141.61,65.42,0
A089890,코세스,12,2012,Annual,88.22,,"22,149,655","17,697,805",,"11,463,634",,"3,613,284","17,697,805","76,703,224","17,697,805",39.47,5.33,-5.90,46.87,0
A089890,코세스,12,2013,Annual,226.09,,"19,180,086","23,819,479",,"11,258,019",,"2,603,725","23,819,479","33,924,903","23,819,479",37.75,10.35,2.69,69.33,0
A089890,코세스,12,2014,Annual,741.31,,"20,105,149","27,736,597",,"8,598,840",,"2,617,115","27,736,597","36,893,090","27,736,597",36.45,10.37,-28.81,88.11,"270,000"
A089890,코세스,12,2015,Annual,754.11,,"17,709,824","30,664,703",,"12,200,993",,"1,254,528","30,664,703","43,068,850","30,664,703",39.19,9.78,12.29,88.29,"961,278"
A089890,코세스,12,2016,Annual,537.88,,"8,857,972","21,152,078",,"3,729,378",,"960,603","21,152,078","27,874,008","21,152,078",50.09,13.32,-3.92,84.32,"170,000"
A089890,코세스,12,2017,Annual,128.78,,"14,347,532","16,610,331",,"8,355,222",,"586,175","16,610,331","40,922,185","16,610,331",39.78,4.84,-24.23,56.29,"240,176"
A089890,코세스,12,2018,Annual,177.07,,"21,202,780","16,424,673",,"11,971,775",,"792,697","16,424,673","65,510,151","16,424,673",53.68,0.44,4.85,63.91,0
A089890,코세스,12,2019,Annual,99.33,,"16,896,367","13,788,586",,"12,232,152",,"283,103","13,788,586","65,578,193","13,788,586",58.34,0.41,-9.49,49.83,0
A089890,코세스,12,2020,Annual,152.95,,"35,152,699","17,502,602",,"28,125,111",,"6,705,115","17,502,602","63,826,078","17,502,602",43.61,0.46,9.17,60.47,"326,031"
A089890,코세스,12,2021,Annual,45.16,,"37,295,038","21,098,672",,"26,420,384",,"2,534,824","21,098,672","77,180,374","21,098,672",41.84,0.87,36.94,31.11,0
A089890,코세스,12,2022,Annual,24.30,,"35,226,678","12,935,767",,"27,465,349",,"9,465,510","12,935,767","72,931,361","12,935,767",41.19,0.80,1.99,19.55,0
A457550,우진엔텍,12,2011,Annual,,,,,,,,,,,,,,,,
A457550,우진엔텍,12,2012,Annual,,,,,,,,,,,,,,,,
A457550,우진엔텍,12,2013,Annual,75.09,,"3,160,075","4,314,205",,"3,160,075",,"1,319,941","4,314,205","10,604,718","4,314,205",1.31,83.86,,42.89,0
A457550,우진엔텍,12,2014,Annual,82.82,,"4,157,938","2,094,150",,"4,157,938",,"1,191,958","2,094,150","13,755,174","2,094,150",1.48,79.21,29.26,45.30,0
A457550,우진엔텍,12,2015,Annual,73.96,,"4,482,255","1,352,268",,"4,482,255",,"2,605,395","1,352,268","15,646,237","1,352,268",1.62,77.45,-2.52,42.51,0
A457550,우진엔텍,12,2016,Annual,49.63,,"4,356,955","1,746,483",,"4,356,955",,"1,696,445","1,746,483","19,971,872","1,746,483",3.01,76.28,12.70,33.17,0
