Symbol,Name,결산월,회계년,주기,부채비율(%),유동비율,유동자산(천원),유동부채(천원),당좌비율,당좌자산(천원),현금비율,현금및현금성자산(천원),유동부채(천원),매출액(천원),유동부채(천원),유형자산구성비율(%),무형자산구성비율(%),판매비와관리비증가율(전년동기)(%),타인자본비율(%),단기금융상품(천원)
A270870,뉴트리,12,2021,Annual,50.12,,"84,908,977","24,259,538",,"73,248,810",,"43,873,439","24,259,538","229,524,004","24,259,538",15.88,3.15,43.38,33.38,0
A270870,뉴트리,12,2022,Annual,35.72,,"76,035,337","33,234,007",,"65,836,798",,"34,143,300","33,234,007","182,228,179","33,234,007",21.45,2.02,-15.17,26.32,0
A348350,위드텍,12,2011,Annual,27.02,,"8,202,528","1,519,130",,"7,515,837",,"2,841,502","1,519,130","12,184,589","1,519,130",28.11,0.55,,21.27,"2,500,000"
A348350,위드텍,12,2012,Annual,29.35,,"12,423,716","2,947,716",,"10,980,476",,"1,625,888","2,947,716","13,533,814","2,947,716",20.25,0.32,26.16,22.69,"7,500,000"
A348350,위드텍,12,2013,Annual,59.83,,"18,199,265","9,299,817",,"16,813,159",,"6,738,928","9,299,817","18,113,323","9,299,817",27.79,0.36,31.80,37.43,"7,000,000"
A348350,위드텍,12,2014,Annual,51.80,,"24,951,899","11,493,944",,"22,637,770",,"8,480,571","11,493,944","23,844,719","11,493,944",22.06,0.30,41.28,34.12,"8,010,000"
A348350,위드텍,12,2015,Annual,42.43,,"28,953,470","12,098,811",,"27,741,395",,"5,970,036","12,098,811","30,873,770","12,098,811",26.45,0.35,15.09,29.79,"18,550,970"
A348350,위드텍,12,2016,Annual,40.40,,"28,864,097","12,817,149",,"26,546,306",,"6,858,175","12,817,149","18,068,122","12,817,149",30.76,0.35,-13.20,28.77,"12,100,000"
A348350,위드텍,12,2017,Annual,31.39,,"31,542,677","11,262,844",,"24,280,144",,"6,836,842","11,262,844","31,674,087","11,262,844",27.54,0.33,34.71,23.89,"12,100,000"
A348350,위드텍,12,2018,Annual,83.42,,"46,894,220","30,938,010",,"33,582,755",,"7,501,371","30,938,010","42,714,568","30,938,010",20.46,0.60,N/A(IFRS),45.48,"12,100,000"
A348350,위드텍,12,2019,Annual,60.39,,"59,838,859","29,765,912",,"48,096,793",,"26,886,636","29,765,912","58,060,838","29,765,912",17.28,1.15,29.94,37.65,"8,100,000"
A348350,위드텍,12,2020,Annual,30.92,,"93,655,200","27,024,887",,"79,542,601",,"26,438,596","27,024,887","54,666,372","27,024,887",11.91,0.97,17.14,23.62,"42,100,000"
A348350,위드텍,12,2021,Annual,26.27,,"101,335,521","25,255,231",,"88,284,728",,"34,588,420","25,255,231","67,292,670","25,255,231",11.12,1.36,14.91,20.81,"42,146,350"
A348350,위드텍,12,2022,Annual,35.21,,"116,409,345","38,023,720",,"101,825,800",,"31,159,314","38,023,720","71,275,451","38,023,720",9.62,1.22,10.92,26.04,"58,109,500"
A105740,디케이락,12,2011,Annual,50.38,,"39,963,470","17,728,097",,"27,394,960",,"13,469,477","17,728,097","50,442,374","17,728,097",36.38,0.79,24.97,33.50,"449,000"
A105740,디케이락,12,2012,Annual,29.22,,"45,083,818","13,442,039",,"27,506,618",,"8,581,528","13,442,039","46,935,646","13,442,039",41.44,0.65,7.83,22.61,"3,187,000"
A105740,디케이락,12,2013,Annual,30.26,,"41,911,665","15,726,554",,"24,359,834",,"4,613,287","15,726,554","54,579,058","15,726,554",48.00,1.21,28.47,23.23,"4,166,808"
A105740,디케이락,12,2014,Annual,33.20,,"51,199,484","18,292,157",,"30,892,811",,"9,846,527","18,292,157","59,100,586","18,292,157",43.07,2.08,10.94,24.92,"3,967,073"
A105740,디케이락,12,2015,Annual,27.61,,"49,548,603","14,232,715",,"24,283,296",,"1,720,646","14,232,715","54,328,977","14,232,715",43.76,2.33,-18.52,21.63,"3,633,769"
A105740,디케이락,12,2016,Annual,26.09,,"50,814,663","13,975,291",,"28,683,078",,"7,908,833","13,975,291","52,002,047","13,975,291",43.01,1.91,3.17,20.69,"2,510,694"
A105740,디케이락,12,2017,Annual,29.03,,"51,152,206","17,740,670",,"31,137,785",,"8,789,141","17,740,670","53,555,421","17,740,670",42.35,1.78,5.27,22.50,"2,330,056"
A105740,디케이락,12,2018,Annual,28.97,,"54,132,393","20,013,109",,"32,031,301",,"3,390,088","20,013,109","66,504,620","20,013,109",44.30,1.52,19.84,22.46,"1,137,520"
A105740,디케이락,12,2019,Annual,33.18,,"65,560,026","25,825,967",,"39,187,306",,"5,225,134","25,825,967","74,368,076","25,825,967",40.83,1.27,9.40,24.91,"1,534,714"
A105740,디케이락,12,2020,Annual,60.25,,"72,731,858","35,175,712",,"46,781,633",,"19,998,557","35,175,712","71,190,955","35,175,712",35.75,1.17,-5.47,37.60,"1,225,052"
A105740,디케이락,12,2021,Annual,54.02,,"70,641,961","29,096,317",,"39,455,862",,"9,452,938","29,096,317","85,357,603","29,096,317",33.61,1.40,10.70,35.07,"1,512,899"
A105740,디케이락,12,2022,Annual,50.18,,"86,386,063","52,026,036",,"49,188,845",,"4,082,524","52,026,036","108,990,455","52,026,036",29.39,1.40,29.71,33.41,"1,497,079"
A222810,세토피아,12,2011,Annual,87.91,,"5,584,983","4,066,084",,"5,255,312",,"1,009,191","4,066,084","12,696,958","4,066,084",21.88,15.63,17.95,46.78,0
A222810,세토피아,12,2012,Annual,77.63,,"6,175,602","4,206,909",,"5,856,664",,"2,639,172","4,206,909","13,900,856","4,206,909",18.75,20.62,7.45,43.70,0
A222810,세토피아,12,2013,Annual,71.67,,"7,727,290","5,012,745",,"7,429,987",,"3,570,233","5,012,745","15,736,602","5,012,745",16.16,16.70,7.72,41.75,0
A222810,세토피아,12,2014,Annual,80.07,,"9,312,905","5,559,399",,"9,182,437",,"4,643,298","5,559,399","15,084,930","5,559,399",23.23,9.12,N/A(IFRS),44.46,0
A222810,세토피아,12,2015,Annual,82.52,,"13,626,743","8,958,497",,"13,321,015",,"2,429,301","8,958,497","16,444,696","8,958,497",16.72,8.89,9.55,45.21,0
A222810,세토피아,12,2016,Annual,79.35,,"10,892,231","10,939,019",,"10,631,119",,"3,118,906","10,939,019","14,763,962","10,939,019",34.91,5.54,23.89,44.24,0
A222810,세토피아,12,2017,Annual,89.27,,"6,829,233","8,440,230",,"6,207,829",,"1,686,234","8,440,230","14,909,489","8,440,230",46.19,5.31,-10.52,47.17,0
A222810,세토피아,12,2018,Annual,141.67,,"19,553,818","28,704,569",,"19,176,590",,"12,141,092","28,704,569","13,304,515","28,704,569",17.36,1.57,89.71,58.62,0
A222810,세토피아,12,2019,Annual,"1,295.61",,"30,745,673","38,957,004",,"30,724,219",,"2,107,626","38,957,004","11,037,698","38,957,004",0.40,0.93,-15.97,92.83,0
A222810,세토피아,12,2020,Annual,17.52,,"25,056,629","6,169,095",,"25,033,244",,"17,332,645","6,169,095","8,043,121","6,169,095",0.70,0.13,-18.47,14.91,0
A222810,세토피아,12,2021,Annual,62.75,,"24,236,271","25,613,253",,"24,191,561",,"16,147,440","25,613,253","11,090,761","25,613,253",0.27,0.06,-40.23,38.55,"150,513"
A222810,세토피아,12,2022,Annual,74.86,,"17,256,828","21,726,883",,"17,180,197",,"7,146,389","21,726,883","3,364,404","21,726,883",0.52,0.05,50.40,42.81,0
A314140,알피바이오,12,2011,Annual,,,,,,,,,,,,,,,,
A314140,알피바이오,12,2012,Annual,,,,,,,,,,,,,,,,
A314140,알피바이오,12,2013,Annual,,,,,,,,,,,,,,,,
A314140,알피바이오,12,2014,Annual,,,,,,,,,,,,,,,,
A314140,알피바이오,12,2015,Annual,,,,,,,,,,,,,,,,
A314140,알피바이오,12,2016,Annual,69.76,,"27,957,547","23,814,503",,"17,439,766",,"3,000,259","23,814,503","26,013,278","23,814,503",43.04,0.11,,41.09,0
A314140,알피바이오,12,2017,Annual,61.36,,"33,130,252","14,543,811",,"24,467,207",,"9,577,454","14,543,811","68,186,123","14,543,811",40.32,0.09,186.86,38.02,0
A314140,알피바이오,12,2018,Annual,70.00,,"42,660,807","30,005,056",,"32,326,534",,"6,288,815","30,005,056","64,762,806","30,005,056",47.38,0.46,-4.60,41.18,0
A314140,알피바이오,12,2019,Annual,115.33,,"37,250,158","44,201,077",,"24,471,448",,"1,356,319","44,201,077","69,855,155","44,201,077",67.77,0.55,N/A(IFRS),53.56,"6,476,671"
A314140,알피바이오,12,2020,Annual,113.72,,"43,191,507","68,300,009",,"26,802,846",,"7,367,650","68,300,009","97,922,647","68,300,009",65.15,0.56,5.87,53.21,"904,001"
A314140,알피바이오,12,2021,Annual,121.38,,"52,271,932","75,450,937",,"29,702,864",,"6,268,565","75,450,937","114,963,993","75,450,937",61.90,0.37,-16.79,54.83,"595,362"
A314140,알피바이오,12,2022,Annual,90.00,,"81,043,298","78,630,257",,"42,453,025",,"16,815,686","78,630,257","138,109,319","78,630,257",51.24,0.26,15.22,47.37,"602,565"
A383930,디티앤씨알오,12,2011,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2012,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2013,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2014,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2015,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2016,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2017,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2018,Annual,,,,,,,,,,,,,,,,
A383930,디티앤씨알오,12,2019,Annual,185.35,,"3,447,671","4,503,387",,"3,046,671",,"1,447,888","4,503,387","10,587,455","4,503,387",43.75,1.74,,64.96,0
A383930,디티앤씨알오,12,2020,Annual,완전잠식,,"11,884,916","22,415,537",,"11,417,125",,"3,939,081","22,415,537","20,088,806","22,415,537",25.45,1.04,N/A(IFRS),121.31,"100,000"
A383930,디티앤씨알오,12,2021,Annual,82.65,,"17,377,119","13,394,530",,"16,610,393",,"7,074,075","13,394,530","32,748,665","13,394,530",35.22,5.29,56.89,45.25,0
A383930,디티앤씨알오,12,2022,Annual,39.32,,"35,877,039","16,540,336",,"34,982,995",,"20,500,887","16,540,336","44,007,700","16,540,336",39.61,2.53,39.75,28.22,"25,000"
A330730,스톤브릿지벤처스,12,2011,Annual,,,,,,,,,,,,,,,,
A330730,스톤브릿지벤처스,12,2012,Annual,,,,,,,,,,,,,,,,
A330730,스톤브릿지벤처스,12,2013,Annual,,,,,,,,,,,,,,,,
A330730,스톤브릿지벤처스,12,2014,Annual,,,,,,,,,,,,,,,,
A330730,스톤브릿지벤처스,12,2015,Annual,,,,,,,,,,,,,,,,
A330730,스톤브릿지벤처스,12,2016,Annual,,,,,,,,,,,,,,,,
A330730,스톤브릿지벤처스,12,2017,Annual,35.68,,,,,,,"6,194,763",,"15,312,544",,1.82,0.04,,26.30,
A330730,스톤브릿지벤처스,12,2018,Annual,37.40,,,,,,,"7,091,235",,"29,386,949",,0.91,0.02,207.68,27.22,
A330730,스톤브릿지벤처스,12,2019,Annual,38.62,,,,,,,"4,912,067",,"18,955,201",,6.03,0.03,-39.13,27.86,
A330730,스톤브릿지벤처스,12,2020,Annual,21.30,,,,,,,"3,322,587",,"24,508,612",,4.63,0.02,-13.54,17.56,
A330730,스톤브릿지벤처스,12,2021,Annual,26.56,,,,,,,"8,569,446",,"42,411,460",,2.46,0.01,68.73,20.99,
A330730,스톤브릿지벤처스,12,2022,Annual,14.24,,,,,,,"8,168,857",,"29,580,727",,1.75,0.01,-13.03,12.47,
A354200,엔젠바이오,12,2011,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2012,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2013,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2014,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2015,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2016,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2017,Annual,,,,,,,,,,,,,,,,
A354200,엔젠바이오,12,2018,Annual,완전잠식,,"8,915,142","3,176,212",,"8,632,492",,"6,905,661","3,176,212","1,391,997","3,176,212",14.09,3.93,,124.98,"1,467,563"
A354200,엔젠바이오,12,2019,Annual,275.10,,"6,922,985","4,925,378",,"6,382,010",,"1,914,143","4,925,378","1,477,559","4,925,378",41.11,2.20,18.08,73.34,"3,925,128"
A354200,엔젠바이오,12,2020,Annual,19.17,,"42,351,452","6,742,187",,"41,077,980",,"39,302,423","6,742,187","2,479,277","6,742,187",11.52,0.67,40.87,16.08,"1,045,109"
A354200,엔젠바이오,12,2021,Annual,29.03,,"27,373,892","8,054,810",,"26,155,010",,"16,295,957","8,054,810","7,163,197","8,054,810",17.93,3.79,58.35,22.50,"8,010,654"
A354200,엔젠바이오,12,2022,Annual,120.14,,"43,057,277","28,903,326",,"40,089,334",,"24,885,801","28,903,326","11,017,557","28,903,326",14.29,2.92,11.49,54.57,"10,020,722"
A040350,큐로컴,12,2011,Annual,20.74,,"33,274,264","11,954,136",,"32,500,635",,"1,579,244","11,954,136","9,880,127","11,954,136",0.12,0.01,-25.32,17.18,0
A040350,큐로컴,12,2012,Annual,10.69,,"34,559,291","6,392,342",,"34,144,303",,"647,672","6,392,342","8,541,652","6,392,342",0.12,0.68,5.88,9.66,0
A040350,큐로컴,12,2013,Annual,8.60,,"38,239,370","6,023,806",,"37,766,539",,"1,947,959","6,023,806","13,142,280","6,023,806",0.08,0.58,18.44,7.92,0
A040350,큐로컴,12,2014,Annual,7.12,,"33,585,332","4,802,284",,"32,807,543",,"217,347","4,802,284","10,903,410","4,802,284",0.06,0.57,-6.82,6.64,0
A040350,큐로컴,12,2015,Annual,4.45,,"26,297,108","4,092,066",,"25,763,247",,"614,653","4,092,066","12,666,448","4,092,066",0.04,0.33,42.61,4.26,0
A040350,큐로컴,12,2016,Annual,45.43,,"18,034,038","28,534,212",,"17,153,972",,"12,461,064","28,534,212","12,319,856","28,534,212",0.05,0.33,10.49,31.24,0
A040350,큐로컴,12,2017,Annual,50.42,,"11,766,016","36,438,562",,"11,181,333",,"1,288,422","36,438,562","11,295,570","36,438,562",0.02,0.01,-41.41,33.52,0
A040350,큐로컴,12,2018,Annual,36.46,,"5,232,186","22,128,175",,"4,580,029",,"1,641,795","22,128,175","10,311,666","22,128,175",0.02,0.01,36.65,26.72,0
A040350,큐로컴,12,2019,Annual,81.88,,"6,550,332","37,349,709",,"6,102,318",,"428,488","37,349,709","10,211,913","37,349,709",0.01,0.53,-21.15,45.02,0
A040350,큐로컴,12,2020,Annual,51.73,,"9,872,582","24,763,017",,"9,483,324",,"975,998","24,763,017","9,995,855","24,763,017",0.10,0.57,35.82,34.09,0
A040350,큐로컴,12,2021,Annual,56.65,,"15,054,282","24,009,579",,"15,048,108",,"523,529","24,009,579","8,640,675","24,009,579",0.20,0.60,1.36,36.16,0
A040350,큐로컴,12,2022,Annual,88.82,,"13,093,783","23,100,850",,"13,087,609",,"822,709","23,100,850","9,783,462","23,100,850",0.21,0.38,-1.06,47.04,0
A294140,레몬,12,2011,Annual,,,,,,,,,,,,,,,,
A294140,레몬,12,2012,Annual,,,,,,,,,,,,,,,,
A294140,레몬,12,2013,Annual,7.32,,"4,406,077","836,009",,"3,992,249",,"3,886,596","836,009","28,746","836,009",63.35,0.45,,6.82,0
A294140,레몬,12,2014,Annual,57.81,,"1,049,072","5,997,070",,"341,548",,"1,535","5,997,070","272,327","5,997,070",91.30,0.34,54.41,36.63,0
A294140,레몬,12,2015,Annual,291.52,,"1,593,935","11,430,296",,"670,479",,"105,518","11,430,296","1,720,327","11,430,296",87.27,0.36,3.42,74.46,0
A294140,레몬,12,2016,Annual,완전잠식,,"1,532,942","15,823,165",,"701,135",,"223,384","15,823,165","1,919,793","15,823,165",78.59,0.00,-4.98,184.61,0
A294140,레몬,12,2017,Annual,"1,031.28",,"7,289,609","14,736,017",,"3,534,561",,"1,252,361","14,736,017","40,329,366","14,736,017",37.44,0.82,88.92,91.16,0
A294140,레몬,12,2018,Annual,38.96,,"11,409,775","10,016,807",,"8,179,742",,"6,627,063","10,016,807","31,437,598","10,016,807",66.76,0.37,-3.21,28.03,0
A294140,레몬,12,2019,Annual,419.46,,"26,784,718","79,351,365",,"22,351,864",,"10,133,661","79,351,365","49,653,530","79,351,365",72.33,0.13,228.44,80.75,"3,000,000"
A294140,레몬,12,2020,Annual,63.96,,"24,486,764","32,900,340",,"16,751,256",,"9,768,687","32,900,340","80,146,793","32,900,340",74.71,0.13,-23.90,39.01,"4,164,000"
A294140,레몬,12,2021,Annual,62.46,,"18,173,357","12,742,205",,"14,277,711",,"12,426,976","12,742,205","33,416,383","12,742,205",59.32,0.29,-0.24,38.45,0
A294140,레몬,12,2022,Annual,135.24,,"11,915,097","11,797,067",,"10,832,339",,"9,835,828","11,797,067","39,769,237","11,797,067",55.06,0.81,8.18,57.49,0
A115500,케이씨에스,12,2011,Annual,33.59,,"18,933,482","5,091,004",,"18,462,456",,"3,975,144","5,091,004","16,570,920","5,091,004",0.73,7.10,-8.21,25.14,"6,600,000"
A115500,케이씨에스,12,2012,Annual,19.74,,"19,230,285","3,242,812",,"19,230,285",,"4,573,320","3,242,812","24,315,481","3,242,812",0.66,2.96,-12.48,16.48,"10,176,450"
A115500,케이씨에스,12,2013,Annual,26.71,,"20,666,468","4,366,064",,"18,345,590",,"8,364,019","4,366,064","23,545,198","4,366,064",0.43,0.71,-2.78,21.08,"4,600,000"
A115500,케이씨에스,12,2014,Annual,36.99,,"22,321,002","6,342,756",,"21,801,609",,"10,342,487","6,342,756","24,097,104","6,342,756",6.68,0.63,20.81,27.00,"4,640,000"
A115500,케이씨에스,12,2015,Annual,27.34,,"19,419,172","4,516,746",,"19,140,525",,"7,316,420","4,516,746","20,189,605","4,516,746",7.51,0.70,12.54,21.47,"1,000,000"
A115500,케이씨에스,12,2016,Annual,55.01,,"24,490,183","9,506,841",,"23,234,319",,"12,706,170","9,506,841","25,813,287","9,506,841",5.97,0.57,-12.21,35.49,"1,000,000"
A115500,케이씨에스,12,2017,Annual,56.66,,"22,978,065","10,033,373",,"21,483,931",,"10,385,385","10,033,373","29,310,069","10,033,373",13.66,0.55,17.92,36.17,"1,000,000"
A115500,케이씨에스,12,2018,Annual,60.26,,"22,639,010","11,451,891",,"21,460,831",,"13,653,802","11,451,891","33,312,675","11,451,891",12.73,0.50,38.25,37.60,0
A115500,케이씨에스,12,2019,Annual,71.68,,"30,299,851","14,376,550",,"27,402,259",,"10,776,771","14,376,550","39,517,211","14,376,550",11.48,0.44,-5.64,41.75,0
A115500,케이씨에스,12,2020,Annual,49.16,,"25,159,842","9,875,812",,"25,027,221",,"16,520,595","9,875,812","30,510,038","9,875,812",13.33,0.50,-27.09,32.96,0
A115500,케이씨에스,12,2021,Annual,59.99,,"23,870,960","9,967,855",,"22,974,305",,"9,134,618","9,967,855","39,548,973","9,967,855",21.32,0.47,9.50,37.49,0
A115500,케이씨에스,12,2022,Annual,113.57,,"28,582,481","20,501,086",,"22,440,849",,"9,305,629","20,501,086","41,688,296","20,501,086",18.36,0.40,14.52,53.18,0
A057680,티사이언티픽,12,2011,Annual,33.58,,"8,800,652","3,723,815",,"8,800,652",,"1,417,682","3,723,815","10,719,098","3,723,815",10.43,4.86,12.89,25.14,"1,437,928"
A057680,티사이언티픽,12,2012,Annual,56.95,,"10,257,769","5,538,417",,"10,257,769",,"2,957,363","5,538,417","9,688,822","5,538,417",10.48,1.35,25.71,36.28,"1,207,630"
A057680,티사이언티픽,12,2013,Annual,127.30,,"9,496,116","9,289,376",,"9,108,127",,"3,200,051","9,289,376","8,662,180","9,289,376",10.10,24.13,3.97,56.01,0
A057680,티사이언티픽,12,2014,Annual,74.71,,"9,476,639","6,621,592",,"9,473,381",,"1,649,093","6,621,592","25,144,567","6,621,592",9.72,25.48,-20.14,42.76,"100,000"
A057680,티사이언티픽,12,2015,Annual,128.04,,"11,284,724","6,130,855",,"11,284,724",,"1,525,748","6,130,855","37,020,529","6,130,855",8.38,21.29,77.59,56.15,"124,000"
A057680,티사이언티픽,12,2016,Annual,783.47,,"10,031,370","12,277,865",,"10,031,370",,"3,354,708","12,277,865","28,272,157","12,277,865",15.71,11.25,40.02,88.68,"300,000"
A057680,티사이언티픽,12,2017,Annual,383.24,,"25,208,360","26,733,232",,"25,208,360",,"14,474,866","26,733,232","5,491,037","26,733,232",0.67,5.68,-25.26,79.31,"4,060,000"
A057680,티사이언티픽,12,2018,Annual,122.53,,"45,370,920","38,536,650",,"45,367,032",,"32,489,459","38,536,650","5,213,668","38,536,650",0.35,0.92,-30.66,55.06,"5,066,042"
A057680,티사이언티픽,12,2019,Annual,43.72,,"13,706,854","23,352,814",,"13,706,854",,"3,949,144","23,352,814","7,690,404","23,352,814",0.31,0.75,-49.87,30.42,"3,858,185"
A057680,티사이언티픽,12,2020,Annual,29.89,,"28,839,843","15,775,095",,"28,839,843",,"5,580,988","15,775,095","9,518,948","15,775,095",0.43,0.34,45.87,23.01,"14,256,750"
A057680,티사이언티픽,12,2021,Annual,33.53,,"30,898,305","32,136,396",,"30,898,305",,"4,250,157","32,136,396","10,083,529","32,136,396",0.15,0.10,7.39,25.11,"17,386,250"
A057680,티사이언티픽,12,2022,Annual,45.74,,"40,561,888","44,418,413",,"40,561,888",,"6,106,157","44,418,413","8,692,328","44,418,413",0.15,0.09,23.06,31.38,"23,700,700"
A037330,인지디스플레,12,2011,Annual,56.27,,"66,360,877","47,757,593",,"65,883,828",,"13,351,302","47,757,593","169,584,919","47,757,593",33.59,0.49,39.48,36.01,"250,000"
A037330,인지디스플레,12,2012,Annual,22.59,,"57,370,939","21,247,407",,"55,917,275",,"12,844,449","21,247,407","94,904,414","21,247,407",34.96,0.51,-23.44,18.43,"3,350,000"
A037330,인지디스플레,12,2013,Annual,33.53,,"44,881,583","33,572,142",,"40,537,905",,"10,598,601","33,572,142","77,225,689","33,572,142",33.79,0.42,-25.78,25.11,"99,578"
A037330,인지디스플레,12,2014,Annual,36.15,,"50,127,685","37,483,111",,"41,422,330",,"9,772,646","37,483,111","139,938,336","37,483,111",31.53,0.46,56.05,26.55,0
A037330,인지디스플레,12,2015,Annual,40.85,,"55,767,311","26,604,417",,"51,357,951",,"30,168,773","26,604,417","89,751,283","26,604,417",29.09,0.32,-32.91,29.00,0
A037330,인지디스플레,12,2016,Annual,37.86,,"54,368,963","27,368,697",,"53,292,145",,"9,518,530","27,368,697","75,681,353","27,368,697",25.67,0.36,-29.75,27.46,0
A037330,인지디스플레,12,2017,Annual,36.38,,"50,498,646","38,632,111",,"48,419,145",,"2,505,403","38,632,111","87,446,238","38,632,111",28.59,0.34,21.41,26.68,0
A037330,인지디스플레,12,2018,Annual,28.56,,"50,314,276","21,408,312",,"48,912,338",,"6,602,012","21,408,312","96,956,470","21,408,312",24.45,0.33,6.78,22.22,0
A037330,인지디스플레,12,2019,Annual,127.89,,"87,525,398","163,424,541",,"77,840,976",,"68,325","163,424,541","121,746,444","163,424,541",49.73,1.79,16.63,56.12,"12,735,800"
A037330,인지디스플레,12,2020,Annual,129.43,,"70,036,685","158,662,798",,"59,304,548",,"60,849","158,662,798","271,618,913","158,662,798",56.40,1.27,58.20,56.41,"6,250,000"
A037330,인지디스플레,12,2021,Annual,133.73,,"64,010,499","157,353,129",,"53,207,073",,"34,431","157,353,129","258,567,486","157,353,129",57.04,0.24,-8.87,57.22,0
A037330,인지디스플레,12,2022,Annual,142.89,,"82,089,215","164,141,507",,"70,224,806",,"2,630,828","164,141,507","287,587,265","164,141,507",55.15,0.23,1.30,58.83,0
A036670,KCI,12,2011,Annual,61.59,,"21,209,204","11,010,495",,"12,422,737",,"3,053,606","11,010,495","26,841,468","11,010,495",55.03,1.37,-5.90,38.12,"16,176"
A036670,KCI,12,2012,Annual,58.42,,"18,159,058","12,831,871",,"9,273,994",,"2,680,255","12,831,871","30,028,762","12,831,871",61.30,1.34,3.97,36.88,"535,550"
A036670,KCI,12,2013,Annual,44.24,,"19,580,883","13,305,601",,"10,245,619",,"2,532,780","13,305,601","33,252,081","13,305,601",59.33,1.68,6.60,30.67,0
A036670,KCI,12,2014,Annual,39.31,,"23,936,172","14,716,325",,"13,612,746",,"3,497,044","14,716,325","39,165,387","14,716,325",53.20,1.08,9.48,28.22,"1,163,034"
A036670,KCI,12,2015,Annual,25.91,,"25,184,287","11,130,812",,"15,578,823",,"7,444,415","11,130,812","38,679,755","11,130,812",50.32,1.10,-7.73,20.58,"360,000"
A036670,KCI,12,2016,Annual,28.51,,"30,259,348","13,249,682",,"14,492,378",,"3,987,614","13,249,682","44,306,664","13,249,682",46.52,0.82,0.39,22.18,0
A036670,KCI,12,2017,Annual,28.02,,"31,957,772","13,604,663",,"19,322,204",,"9,393,159","13,604,663","48,502,603","13,604,663",45.87,0.76,16.69,21.89,"430,000"
A036670,KCI,12,2018,Annual,18.39,,"35,375,804","7,220,513",,"19,219,342",,"6,945,860","7,220,513","60,587,708","7,220,513",43.98,0.73,22.03,15.53,0
A036670,KCI,12,2019,Annual,19.96,,"42,315,220","13,167,553",,"24,875,077",,"9,781,850","13,167,553","69,641,355","13,167,553",43.23,1.85,-11.44,16.64,0
A036670,KCI,12,2020,Annual,13.33,,"42,420,316","8,832,450",,"22,064,832",,"8,989,812","8,832,450","73,251,257","8,832,450",46.22,1.85,7.10,11.77,0
A036670,KCI,12,2021,Annual,17.92,,"51,965,283","13,766,615",,"26,282,802",,"6,272,440","13,766,615","81,501,153","13,766,615",42.55,2.66,49.64,15.20,0
A036670,KCI,12,2022,Annual,25.40,,"74,376,525","24,697,373",,"36,194,142",,"13,284,830","24,697,373","109,605,027","24,697,373",36.69,2.06,16.94,20.26,0
A065650,메디프론,12,2011,Annual,2.23,,"10,706,101","423,012",,"7,777,100",,"2,935,305","423,012","13,231,774","423,012",0.63,71.32,-42.67,2.18,"3,200,000"
A065650,메디프론,12,2012,Annual,2.91,,"8,631,997","218,286",,"5,694,592",,"2,110,348","218,286","8,833,483","218,286",0.53,75.52,-0.51,2.82,"2,700,000"
A065650,메디프론,12,2013,Annual,3.69,,"6,523,549","259,274",,"4,045,531",,"919,153","259,274","11,326,202","259,274",0.36,79.29,17.40,3.56,"1,300,000"
A065650,메디프론,12,2014,Annual,6.18,,"5,100,165","389,434",,"3,519,780",,"328,980","389,434","5,407,343","389,434",0.14,79.87,17.95,5.82,"2,300,000"
A065650,메디프론,12,2015,Annual,29.58,,"7,216,332","419,759",,"5,438,817",,"1,509,095","419,759","8,215,260","419,759",0.04,63.70,-55.62,22.83,"3,000,000"
A065650,메디프론,12,2016,Annual,8.52,,"9,464,961","1,627,909",,"6,391,843",,"1,838,277","1,627,909","13,096,877","1,627,909",0.04,59.49,76.76,7.85,"3,511,000"
A065650,메디프론,12,2017,Annual,6.04,,"20,524,280","785,289",,"17,226,285",,"3,401,623","785,289","20,910,434","785,289",0.03,17.36,-1.84,5.69,"11,500,000"
A065650,메디프론,12,2018,Annual,12.37,,"20,086,463","1,548,480",,"16,220,852",,"2,599,785","1,548,480","19,889,604","1,548,480",0.09,1.77,50.26,11.01,"11,500,000"
A065650,메디프론,12,2019,Annual,10.00,,"17,625,476","1,025,879",,"12,542,294",,"458,779","1,025,879","17,412,906","1,025,879",0.31,2.70,1.99,9.09,"9,500,000"
A065650,메디프론,12,2020,Annual,69.50,,"22,416,360","17,406,507",,"17,881,735",,"13,398,904","17,406,507","30,190,148","17,406,507",7.84,37.48,93.84,41.00,"561,615"
