Symbol,Name,결산월,회계년,주기,현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),영업수익(천원)
A263860,지니언스,12,2015,Annual,N/A(IFRS),N/A(IFRS),20.54,N/A(IFRS),"2,632,360","-8,328,276","4,822,438","15,472,567"
A263860,지니언스,12,2016,Annual,35.17,313.22,18.64,25.59,"5,510,380","-1,191,899","-1,454,000","20,614,791"
A263860,지니언스,12,2017,Annual,70.62,"1,838.18",22.08,17.26,"3,069,790","-13,090,451","8,139,270","20,812,400"
A263860,지니언스,12,2018,Annual,67.53,,18.46,11.72,"4,057,498","-2,314,822","-2,141,999","21,347,638"
A263860,지니언스,12,2019,Annual,52.94,"2,969.78",15.38,10.94,"2,609,795","-1,368,211","-1,308,088","24,874,819"
A263860,지니언스,12,2020,Annual,47.53,"1,760.38",16.05,12.02,"4,533,235","-3,300,205","-2,046,758","26,466,395"
A263860,지니언스,12,2021,Annual,67.10,"3,124.18",21.81,18.05,"6,004,891","-4,327,074","-248,824","31,464,912"
A263860,지니언스,12,2022,Annual,68.05,"3,486.12",20.56,17.47,"9,842,017","-7,644,425","-1,198,819","37,811,952"
A053450,세코닉스,12,2011,Annual,16.61,26.76,7.00,9.91,"694,981","-18,249,741","18,651,590","85,136,629"
A053450,세코닉스,12,2012,Annual,37.41,57.03,14.50,29.33,"4,368,798","-23,718,715","23,799,431","147,873,223"
A053450,세코닉스,12,2013,Annual,38.26,62.02,14.12,31.57,"27,503,026","-39,961,809","8,113,026","213,329,847"
A053450,세코닉스,12,2014,Annual,28.15,46.06,11.25,21.86,"20,191,037","-18,326,625","1,179,670","217,658,871"
A053450,세코닉스,12,2015,Annual,24.12,40.39,9.34,18.66,"16,671,093","-22,709,324","4,832,509","244,616,364"
A053450,세코닉스,12,2016,Annual,20.33,39.26,7.76,18.46,"29,562,384","-34,120,134","5,517,915","313,953,544"
A053450,세코닉스,12,2017,Annual,10.22,20.95,4.80,11.27,"4,094,726","-20,353,788","18,626,065","321,574,557"
A053450,세코닉스,12,2018,Annual,11.72,22.97,5.68,16.12,"-18,543,178","-17,465,376","33,488,702","400,685,304"
A053450,세코닉스,12,2019,Annual,-10.38,-19.16,-5.65,-18.69,"-1,340,222","-1,353,833","54,811","385,463,069"
A053450,세코닉스,12,2020,Annual,-9.42,-16.23,-6.12,-25.45,"-7,732,183","-5,909,394","14,690,905","310,806,161"
A053450,세코닉스,12,2021,Annual,6.81,12.17,3.36,19.55,"34,940,449","-13,623,197","-18,641,088","393,318,629"
A053450,세코닉스,12,2022,Annual,6.05,12.30,2.46,13.07,"26,524,821","-2,987,725","-25,033,115","409,033,140"
A361570,알비더블유,12,2011,Annual,,,,,,,,
A361570,알비더블유,12,2012,Annual,,,,,,,,
A361570,알비더블유,12,2013,Annual,,,,,,,,
A361570,알비더블유,12,2014,Annual,,,,,,,,
A361570,알비더블유,12,2015,Annual,,,,,,,,
A361570,알비더블유,12,2016,Annual,,,,,,,,
A361570,알비더블유,12,2017,Annual,,,11.01,,"733,886","-3,033,506","8,998,961","13,596,169"
A361570,알비더블유,12,2018,Annual,N/A(IFRS),N/A(IFRS),4.40,N/A(IFRS),"8,528,667","-3,940,261",0,"18,201,648"
A361570,알비더블유,12,2019,Annual,15.52,58.64,17.09,161.62,"1,643,241","2,172,039","-386,718","26,402,478"
A361570,알비더블유,12,2020,Annual,12.81,51.25,15.99,34.20,"41,034,980","-25,775,577","10,855,602","35,406,268"
A361570,알비더블유,12,2021,Annual,15.07,112.28,17.74,17.69,"-5,870,627","-24,042,388","4,309,613","41,602,702"
A361570,알비더블유,12,2022,Annual,9.75,456.40,10.77,5.62,"612,753","-26,526,309","23,086,625","34,274,248"
A066590,우수AMS,12,2011,Annual,6.37,23.79,3.36,18.89,"7,026,827","-9,809,213","6,417,324","150,483,384"
A066590,우수AMS,12,2012,Annual,5.00,18.09,2.78,14.33,"-4,587,068","-10,012,588","-2,116,284","148,095,144"
A066590,우수AMS,12,2013,Annual,8.68,31.72,4.19,23.84,"21,255,557","-10,059,645","3,521,831","175,645,578"
A066590,우수AMS,12,2014,Annual,5.21,21.73,2.56,13.97,"-110,036","-3,795,874","-5,084,639","184,176,081"
A066590,우수AMS,12,2015,Annual,5.38,14.56,2.55,13.76,"-21,817,652","-11,250,413","28,924,450","188,666,478"
A066590,우수AMS,12,2016,Annual,10.52,22.65,4.34,19.47,"20,382,604","-14,545,854","-4,234,325","197,254,061"
A066590,우수AMS,12,2017,Annual,12.44,31.13,5.10,16.83,"6,349,157","-6,982,765","3,542,913","180,312,608"
A066590,우수AMS,12,2018,Annual,12.25,26.08,4.98,17.40,"3,286,338","-12,106,620","13,789,926","199,964,643"
A066590,우수AMS,12,2019,Annual,10.54,18.12,4.52,15.93,"6,343,866","-26,699,140","12,295,474","207,341,545"
A066590,우수AMS,12,2020,Annual,6.36,10.38,3.29,7.92,"3,509,111","-35,055,515","34,937,136","183,575,584"
A066590,우수AMS,12,2021,Annual,3.92,6.64,1.92,4.59,"5,106,605","-17,704,416","10,938,944","218,716,318"
A066590,우수AMS,12,2022,Annual,-9.39,-15.56,-4.71,-13.64,"18,446,469","-30,119,006","25,884,722","248,613,901"
A257370,피엔티엠에스,12,2011,Annual,,,,,,,,
A257370,피엔티엠에스,12,2012,Annual,,,,,,,,
A257370,피엔티엠에스,12,2013,Annual,,,,,,,,
A257370,피엔티엠에스,12,2014,Annual,,,,,,,,
A257370,피엔티엠에스,12,2015,Annual,,,-0.18,,"22,006","-5,455,483","3,669,437","17,565,791"
A257370,피엔티엠에스,12,2016,Annual,28.59,44.03,17.46,129.39,"-8,107,006","4,259,265","3,803,525","26,007,197"
A257370,피엔티엠에스,12,2017,Annual,23.75,41.16,9.37,61.67,"8,462,966","-15,616,039","6,767,412","64,575,368"
A257370,피엔티엠에스,12,2018,Annual,6.43,12.13,4.80,7.35,"-13,097,705","-6,887,351","23,087,973","39,416,468"
A257370,피엔티엠에스,12,2019,Annual,3.48,6.67,2.76,2.56,"1,507,098","-1,850,746","366,369","35,162,801"
A257370,피엔티엠에스,12,2020,Annual,-46.87,-75.01,-81.25,-46.61,"-8,101,782","-1,144,523","8,677,200","17,465,053"
A257370,피엔티엠에스,12,2021,Annual,-13.21,-19.31,-36.03,-20.54,"3,798,981","322,600","-4,220,800","11,554,371"
A257370,피엔티엠에스,12,2022,Annual,-21.28,-33.05,-108.52,-39.89,"-1,144,877","-2,922,624","2,244,064","6,217,222"
A005990,매일홀딩스,12,2011,Annual,12.00,24.36,3.82,13.07,"15,273,787","-39,111,685","30,643,317","944,370,045"
A005990,매일홀딩스,12,2012,Annual,14.85,30.99,4.46,16.38,"61,836,186","-26,516,844","-22,995,231","1,052,310,731"
A005990,매일홀딩스,12,2013,Annual,16.17,36.62,4.39,16.17,"41,617,076","-23,374,241","-3,376,577","1,138,184,963"
A005990,매일홀딩스,12,2014,Annual,17.43,38.28,4.55,16.71,"32,053,386","-27,610,796","9,745,829","1,202,641,189"
A005990,매일홀딩스,12,2015,Annual,17.50,38.35,4.60,16.65,"77,828,382","-32,589,542","-13,625,500","1,254,426,870"
A005990,매일홀딩스,12,2016,Annual,21.97,51.37,"5,419.16",19.74,"60,235,906","-62,720,975","-9,055,694","1,386,154"
A005990,매일홀딩스,12,2017,Annual,108.91,270.10,"2,794.75",52.15,"-15,888,811","-33,459,504","-27,629,657","6,906,877"
A005990,매일홀딩스,12,2018,Annual,46.18,,37.17,1.19,"3,184,067","2,097,432","-2,457,859","10,812,463"
A005990,매일홀딩스,12,2019,Annual,45.81,"1,106.87",59.12,2.24,"-6,527,980","6,193,799","-2,869,810","12,854,674"
A005990,매일홀딩스,12,2020,Annual,-40.81,-902.70,-79.48,-3.33,"543,708","2,290,081","-4,581,939","13,990,396"
A005990,매일홀딩스,12,2021,Annual,115.55,"2,559.48",172.28,7.04,"689,233","9,072,758","-3,108,219","13,722,414"
A005990,매일홀딩스,12,2022,Annual,-21.42,-50.95,-18.02,-0.82,"5,020,043","-18,364,124","6,172,133","15,586,227"
A170030,현대공업,12,2011,Annual,N/A(IFRS),N/A(IFRS),6.36,N/A(IFRS),"2,085,781","-3,014,876","-703,976","62,851,714"
A170030,현대공업,12,2012,Annual,26.79,100.74,6.13,23.16,"2,074,810","-1,919,474","-1,047,431","73,712,237"
A170030,현대공업,12,2013,Annual,23.96,182.52,4.49,13.81,"3,940,243","-17,205,443","15,225,245","98,615,293"
A170030,현대공업,12,2014,Annual,70.81,"3,810.75",13.59,31.58,"14,500,508","-12,754,771","-585,549","116,832,667"
A170030,현대공업,12,2015,Annual,30.54,"6,813.83",5.99,13.11,"8,150,162","-5,205,279","-635,753","132,754,413"
A170030,현대공업,12,2016,Annual,48.19,,10.24,20.33,"9,378,228","-9,738,664","-839,277","138,134,928"
A170030,현대공업,12,2017,Annual,39.11,,9.53,15.53,"21,573,710","-9,559,092","-1,302,145","129,582,299"
A170030,현대공업,12,2018,Annual,27.21,,6.42,9.55,"1,103,111","4,401,001","-446,140","129,000,735"
A170030,현대공업,12,2019,Annual,39.16,"24,213.97",8.17,12.70,"9,377,113","-19,640,504","-955,894","147,107,628"
A170030,현대공업,12,2020,Annual,34.15,"13,571.49",6.46,12.04,"9,801,585","-2,882,268","1,204,496","195,777,889"
A170030,현대공업,12,2021,Annual,30.15,"16,398.05",5.62,11.49,"14,613,544","-14,963,497","-2,026,602","235,627,185"
A170030,현대공업,12,2022,Annual,30.11,"20,858.17",5.81,12.21,"19,730,213","-9,407,607","-2,307,802","264,472,240"
A040420,정상제이엘에스,12,2011,Annual,100.26,,15.01,21.93,"8,983,891","6,204,191","-10,572,875","85,851,243"
A040420,정상제이엘에스,12,2012,Annual,126.74,,16.04,21.53,"11,283,277","-3,008,729","-7,523,362","78,820,467"
A040420,정상제이엘에스,12,2013,Annual,113.22,,14.40,17.89,"13,201,848","-6,909,030","-6,469,379","74,029,974"
A040420,정상제이엘에스,12,2014,Annual,110.24,,13.28,16.77,"10,860,602","-3,418,463","-5,261,156","75,714,800"
A040420,정상제이엘에스,12,2015,Annual,94.77,,12.17,15.72,"9,124,706","-6,408,016","-4,617,062","77,666,444"
A040420,정상제이엘에스,12,2016,Annual,79.26,440.58,13.72,18.05,"7,821,573","-9,444,641","-1,123,173","80,297,235"
A040420,정상제이엘에스,12,2017,Annual,66.92,209.78,14.24,18.32,"12,630,319","-9,562,302","-4,813,891","81,001,882"
A040420,정상제이엘에스,12,2018,Annual,37.21,126.45,8.76,11.70,"13,073,799","-8,375,093","-6,304,534","83,759,118"
A040420,정상제이엘에스,12,2019,Annual,47.75,95.38,17.81,25.38,"12,716,089","-21,317,175","8,126,416","89,392,125"
A040420,정상제이엘에스,12,2020,Annual,35.56,57.97,16.85,22.14,"15,911,325","1,695,597","-13,709,458","84,038,271"
A040420,정상제이엘에스,12,2021,Annual,56.24,96.25,20.58,30.68,"26,223,349","-10,051,017","-9,754,562","101,129,659"
A040420,정상제이엘에스,12,2022,Annual,68.28,155.97,18.83,27.75,"22,347,569","1,340,151","-29,437,634","109,997,334"
A078140,대봉엘에스,12,2011,Annual,36.28,119.23,7.47,8.69,"2,623,771","-1,683,228","-820,032","37,278,932"
A078140,대봉엘에스,12,2012,Annual,49.83,"5,776.40",7.27,8.41,"-1,686,244","1,807,579","-582,493","41,788,710"
A078140,대봉엘에스,12,2013,Annual,73.76,"57,139.61",10.04,10.20,"2,803,534","-2,074,310","-568,271","39,207,562"
A078140,대봉엘에스,12,2014,Annual,87.21,"9,956.39",9.39,10.75,"945,384","-1,044,757","-464,329","47,696,178"
A078140,대봉엘에스,12,2015,Annual,98.54,"2,068.03",11.23,13.11,"5,752,847","-2,875,639","-154,329","53,413,684"
A078140,대봉엘에스,12,2016,Annual,104.33,"1,386.65",12.18,15.04,"4,488,684","-3,476,934","-424,247","63,361,641"
A078140,대봉엘에스,12,2017,Annual,69.03,998.85,9.02,9.10,"4,178,231","117,781","-777,560","56,676,287"
A078140,대봉엘에스,12,2018,Annual,63.51,"1,306.37",7.10,7.36,"4,501,616","-4,621,325","-687,662","61,335,475"
A078140,대봉엘에스,12,2019,Annual,38.81,118.71,6.17,5.73,"-492,878","-7,245,940","3,993,603","56,626,774"
A078140,대봉엘에스,12,2020,Annual,115.93,273.06,24.53,22.21,"7,123,707","-2,437,357","-1,728,783","61,215,808"
A078140,대봉엘에스,12,2021,Annual,28.00,65.19,7.28,6.36,"2,464,809","-6,356,094","2,430,633","65,136,624"
A078140,대봉엘에스,12,2022,Annual,17.80,27.91,6.23,6.11,"1,621,652","-18,970,066","14,863,796","75,236,177"
A368770,파이버프로,12,2011,Annual,92.17,182.65,22.79,24.79,"3,288,697","-1,906,211","-1,083,335","10,483,989"
A368770,파이버프로,12,2012,Annual,24.40,60.31,9.78,6.70,"821,690","-2,100,160","520,485","7,298,219"
A368770,파이버프로,12,2013,Annual,-13.43,-39.56,-9.99,-5.92,"3,469,940","-2,221,155","-166,666","6,008,328"
A368770,파이버프로,12,2014,Annual,N/A(IFRS),N/A(IFRS),9.73,N/A(IFRS),"-419,149","-155,303","66,667","7,321,623"
A368770,파이버프로,12,2015,Annual,26.40,68.65,10.36,8.12,"742,694","-236,774","-500,000","8,280,459"
A368770,파이버프로,12,2016,Annual,19.57,48.58,6.01,6.16,"2,117,443","-456,574","-800,000","10,101,752"
A368770,파이버프로,12,2017,Annual,10.02,23.56,3.50,4.02,"983,872","-46,656","-644,410","10,092,579"
A368770,파이버프로,12,2018,Annual,,,,,,,,
A368770,파이버프로,12,2019,Annual,,,11.65,,"2,295,603","-2,533,439","1,281,029","12,952,106"
A368770,파이버프로,12,2020,Annual,51.89,87.84,16.07,20.75,"1,002,288","725,696","-210,557","15,565,611"
A368770,파이버프로,12,2021,Annual,48.35,115.41,21.53,20.84,"-278,034","-1,298,541","687,145","14,590,819"
A368770,파이버프로,12,2022,Annual,-13.20,-28.31,-6.42,-5.26,"5,108,807","724,414","2,303,300","18,651,530"
A160600,이큐셀,12,2011,Annual,11.01,14.49,14.45,17.93,"2,264,260","-4,327,573","5,934,376","12,470,153"
A160600,이큐셀,12,2012,Annual,N/A(IFRS),N/A(IFRS),8.16,N/A(IFRS),"1,052,884","-3,099,921","-1,604,733","19,065,727"
A160600,이큐셀,12,2013,Annual,4.57,6.56,5.20,10.09,"438,787","-5,568,197","3,837,789","18,700,911"
A160600,이큐셀,12,2014,Annual,23.54,31.84,14.33,40.39,"6,656,763","-1,467,909","-4,679,658","32,464,906"
A160600,이큐셀,12,2015,Annual,40.34,75.60,14.12,34.84,"-3,111,662","-1,941,435","7,149,400","55,853,400"
A160600,이큐셀,12,2016,Annual,11.66,33.73,3.97,8.15,"2,008,319","-8,020,159","3,782,566","66,644,575"
A160600,이큐셀,12,2017,Annual,14.36,31.82,6.30,10.72,"-1,021,441","-5,333,991","8,536,586","60,418,824"
A160600,이큐셀,12,2018,Annual,22.55,48.48,6.79,19.85,"6,840,341","-108,311","-1,581,796","112,168,341"
A160600,이큐셀,12,2019,Annual,-72.54,-157.54,-41.88,-171.70,"-17,076,278","-22,879,141","34,949,030","90,241,769"
A160600,이큐셀,6,2020,Annual,-15.47,-31.73,-34.93,-180.79,"-5,777,396","11,942,230","-12,930,930","23,375,791"
A160600,이큐셀,6,2021,Annual,4.18,10.08,2.84,11.46,"-16,592,415","21,682,550","-3,651,994","36,958,661"
A160600,이큐셀,12,2022,Annual,18.26,82.76,13.64,25.83,"-3,321,974","-994,012","-14,398,679","58,589,538"
A393210,토마토시스템,12,2011,Annual,,,,,,,,
A393210,토마토시스템,12,2012,Annual,,,,,,,,
A393210,토마토시스템,12,2013,Annual,,,,,,,,
A393210,토마토시스템,12,2014,Annual,,,,,,,,
A393210,토마토시스템,12,2015,Annual,,,,,,,,
A393210,토마토시스템,12,2016,Annual,,,,,,,,
A393210,토마토시스템,12,2017,Annual,,,,,,,,
A393210,토마토시스템,12,2018,Annual,,,,,,,,
A393210,토마토시스템,12,2019,Annual,,,23.34,,"2,452,853","-1,006,610","-799,195","18,216,708"
A393210,토마토시스템,12,2020,Annual,N/A(IFRS),N/A(IFRS),0.12,N/A(IFRS),"553,351","-498,214","-150,862","18,915,589"
A393210,토마토시스템,12,2021,Annual,22.85,94.05,8.33,98.30,"1,628,813","-297,490","818,382","22,856,124"
A393210,토마토시스템,12,2022,Annual,74.14,462.49,18.26,63.78,"5,742,929","-5,333,038","-78,362","27,089,927"
A123420,위메이드플레이,12,2011,Annual,N/A(IFRS),N/A(IFRS),-43.43,N/A(IFRS),"-80,055","-231,191",0,"1,120,414"
A123420,위메이드플레이,12,2012,Annual,135.88,240.04,31.90,197.40,"8,541,797","-74,111",0,"23,801,477"
A123420,위메이드플레이,12,2013,Annual,185.55,847.08,29.44,56.34,"18,062,673","-9,156,729","-3,319,413","47,615,994"
A123420,위메이드플레이,12,2014,Annual,308.04,,33.72,76.30,"59,737,052","-68,271,023","-5,077,093","144,093,618"
A123420,위메이드플레이,12,2015,Annual,117.97,,25.63,21.53,"9,774,002","-8,724,676","-1,167,285","79,664,370"
A123420,위메이드플레이,12,2016,Annual,119.96,,18.93,13.14,"15,023,991","-14,891,922","-221,480","77,299,922"
A123420,위메이드플레이,12,2017,Annual,117.77,,20.98,10.94,"7,473,179","4,623,224",0,"65,095,069"
A123420,위메이드플레이,12,2018,Annual,82.40,,12.54,7.00,"9,169,678","-9,343,475",0,"75,881,865"
A123420,위메이드플레이,12,2019,Annual,21.47,237.70,4.46,2.36,"2,998,056","-1,618,749","-5,802,493","73,641,766"
A123420,위메이드플레이,12,2020,Annual,89.81,593.26,17.22,10.98,"14,128,874","10,309,643","-8,260,707","90,682,832"
A123420,위메이드플레이,12,2021,Annual,63.99,470.05,13.36,6.69,"7,612,168","1,010,212","-4,843,528","74,081,045"
A123420,위메이드플레이,12,2022,Annual,10.59,17.83,5.03,1.85,"8,248,733","-102,797,531","81,450,777","65,685,739"
A302430,이노메트리,12,2011,Annual,,,,,,,,
A302430,이노메트리,12,2012,Annual,,,,,,,,
A302430,이노메트리,12,2013,Annual,,,,,,,,
A302430,이노메트리,12,2014,Annual,,,,,,,,
A302430,이노메트리,12,2015,Annual,,,,,,,,
A302430,이노메트리,12,2016,Annual,,,20.01,,"1,333,298","-420,288",0,"16,163,910"
A302430,이노메트리,12,2017,Annual,23.05,144.08,9.72,23.59,"3,285,547","-1,065,051","1,900,000","14,085,403"
A302430,이노메트리,12,2018,Annual,67.03,189.41,17.96,19.90,"1,892,965","-10,256,105","38,838,585","30,576,216"
A302430,이노메트리,12,2019,Annual,54.40,271.79,16.92,10.58,"-4,685,793","-20,902,483","-4,938,283","31,891,286"
A302430,이노메트리,12,2020,Annual,-46.33,"-4,934.53",-18.29,-7.43,"5,100,578","6,495,089","-1,995,295","20,494,191"
A302430,이노메트리,12,2021,Annual,41.47,"7,012.78",9.45,8.30,"-3,865,199","-9,283,406","2,466,838","44,655,770"
A302430,이노메트리,12,2022,Annual,21.97,"1,066.70",5.27,7.02,"3,388,870","6,874,235","-1,079,574","73,735,368"
A033230,인성정보,12,2011,Annual,4.90,8.67,2.22,5.76,"-1,072,670","-1,423,020","2,079,803","80,035,580"
A033230,인성정보,12,2012,Annual,6.66,13.37,3.00,9.17,"-2,888,957","-830,581","3,974,655","98,129,572"
A033230,인성정보,12,2013,Annual,12.76,27.51,6.07,16.95,"2,895,505","933,190","-3,879,133","98,790,128"
A033230,인성정보,12,2014,Annual,-7.60,-15.24,-3.95,-11.81,"-8,117,121","-1,754,869","14,267,824","104,488,421"
A033230,인성정보,12,2015,Annual,-15.49,-27.59,-9.09,-29.88,"4,055,384","-822,463","357,698","107,296,434"
A033230,인성정보,12,2016,Annual,3.10,5.25,1.83,5.35,"2,920,218","-2,475,097","-2,675,544","98,761,472"
A033230,인성정보,12,2017,Annual,-6.83,-11.55,-3.49,-8.03,"258,966","-864,140","-3,740,517","87,883,047"
A033230,인성정보,12,2018,Annual,0.87,1.56,0.37,0.90,"-4,890,367","515,080","6,981,261","101,075,191"
A033230,인성정보,12,2019,Annual,0.15,0.29,0.09,0.22,"-3,388,269","-1,038,632","3,841,650","95,057,636"
A033230,인성정보,12,2020,Annual,-10.30,-20.11,-5.80,-14.80,"1,233,670","-2,995,677","895,444","105,395,602"
A033230,인성정보,12,2021,Annual,4.64,12.37,2.18,3.98,"-3,625,979","-3,087,274","3,898,620","107,008,799"
A033230,인성정보,12,2022,Annual,7.44,39.29,2.50,4.83,"1,641,066","-1,057,308","382,016","141,720,307"
A159580,제로투세븐,12,2011,Annual,9.60,48.38,2.40,27.58,"-3,067,616","963,330","2,754,025","190,745,162"
A159580,제로투세븐,12,2012,Annual,12.68,56.68,2.81,30.44,"2,048,896","-1,395,449","617,513","225,052,201"
A159580,제로투세븐,12,2013,Annual,5.57,39.97,1.07,6.39,"-5,618,185","-806,241","12,795,014","214,710,307"
A159580,제로투세븐,12,2014,Annual,-5.25,-64.86,-0.93,-4.15,"-12,977,263","-1,804,891","8,646,312","215,280,432"
A159580,제로투세븐,12,2015,Annual,-3.16,-11.92,-0.64,-3.29,"-11,821,296","-5,174,219","13,429,588","238,663,804"
A159580,제로투세븐,12,2016,Annual,-12.47,-31.20,-4.07,-18.81,"227,143","-2,775,194","10,399,101","190,302,244"
A159580,제로투세븐,12,2017,Annual,-18.61,-39.17,-7.14,-38.48,"1,473,062","216,823",0,"164,646,626"
A159580,제로투세븐,12,2018,Annual,-5.82,-11.87,-2.27,-8.32,"6,044,161","5,315,565","-2,807,693","156,776,939"
A159580,제로투세븐,12,2019,Annual,25.94,62.22,7.12,23.09,"13,883,529","-6,490,353","-17,940,961","215,101,486"
A159580,제로투세븐,12,2020,Annual,9.90,29.73,3.22,6.31,"21,444,036","-6,613,970","-8,444,555","139,580,202"
A159580,제로투세븐,12,2021,Annual,23.08,66.65,8.24,9.79,"-1,849,801","185,318","-1,043,790","85,969,732"
A159580,제로투세븐,12,2022,Annual,35.00,82.60,8.50,10.05,"12,645,251","-11,097,445","322,640","90,367,996"
A036120,SCI평가정보,12,2011,Annual,-29.45,,-3.70,-11.10,"2,786,272","-361,943",0,"40,797,154"
A036120,SCI평가정보,12,2012,Annual,31.77,,4.04,11.88,"281,842","-2,085,583",0,"36,755,760"
A036120,SCI평가정보,12,2013,Annual,40.00,,4.47,12.82,"1,605,899","-1,065,265",0,"37,027,963"
A036120,SCI평가정보,12,2014,Annual,31.83,,3.57,9.92,"64,770","-1,838,931",0,"36,917,164"
A036120,SCI평가정보,12,2015,Annual,48.39,,5.32,13.92,"2,436,565","1,596,497",0,"35,887,860"
A036120,SCI평가정보,12,2016,Annual,59.06,,6.74,15.63,"2,943,375","-7,956,036",0,"33,945,258"
A036120,SCI평가정보,12,2017,Annual,56.64,,5.92,15.08,"2,336,282","-2,857,182",0,"39,915,717"
A036120,SCI평가정보,12,2018,Annual,86.39,,8.40,22.42,"2,467,687","-982,784",0,"46,527,546"
A036120,SCI평가정보,12,2019,Annual,114.66,"2,710.39",14.11,32.89,"8,458,309","-138,078","-1,064,289","48,708,533"
A036120,SCI평가정보,12,2020,Annual,114.28,"1,516.19",17.73,33.76,"8,333,269","-6,283,718","-3,449,919","47,301,100"
A036120,SCI평가정보,12,2021,Annual,98.02,"1,471.03",16.27,26.57,"8,142,770","-8,170,756","-2,035,047","46,674,037"
A036120,SCI평가정보,12,2022,Annual,59.65,615.63,12.70,15.56,"5,732,647","-7,094,739","-1,907,214","38,347,973"
A066620,국보디자인,12,2011,Annual,21.55,649.37,5.47,14.80,"17,106,438","-12,284,777","-2,700,749","123,203,000"
A066620,국보디자인,12,2012,Annual,24.97,"4,055.23",6.88,15.28,"15,409,089","-7,157,603","1,209,544","118,458,574"
A066620,국보디자인,12,2013,Annual,20.84,566.16,6.23,15.49,"18,002,150","-25,637,094","1,871,372","153,216,189"
A066620,국보디자인,12,2014,Annual,14.36,478.03,5.09,11.90,"14,386,136","-8,765,083","-5,096,372","158,268,803"
A066620,국보디자인,12,2015,Annual,13.09,757.22,4.52,9.76,"5,593,211","-5,527,725","6,000","157,657,615"
A066620,국보디자인,12,2016,Annual,19.44,"1,282.96",6.30,15.49,"16,198,340","-5,351,274","-7,555,049","191,620,729"
A066620,국보디자인,12,2017,Annual,21.42,,5.49,16.49,"19,976,906","-3,705,288","-1,825,983","262,522,024"
A066620,국보디자인,12,2018,Annual,23.59,,6.23,14.55,"198,822","-6,824,210","-4,401,892","231,093,439"
A066620,국보디자인,12,2019,Annual,13.94,"3,657.67",4.23,9.30,"5,796,396","-9,008,695","-2,891,314","237,054,909"
A066620,국보디자인,12,2020,Annual,18.65,"3,750.97",6.69,12.83,"30,754,297","-6,250,210","-5,298,568","253,810,694"
A066620,국보디자인,12,2021,Annual,16.66,"7,520.89",5.97,9.77,"15,506,474","-19,971,037","-2,495,328","295,474,472"
A066620,국보디자인,12,2022,Annual,16.87,"4,918.18",5.91,11.84,"28,220,518","26,055,669","-2,629,834","334,734,258"
A218150,미래생명자원,12,2011,Annual,45.37,100.53,8.60,20.17,"777,613","-407,511","1,123,574","21,519,823"
A218150,미래생명자원,12,2012,Annual,32.04,48.14,6.95,18.74,"-4,127,390","-254,335","3,922,891","29,686,181"
A218150,미래생명자원,12,2013,Annual,25.19,42.35,5.64,11.41,"8,367,865","-294,196","-5,427,629","25,632,628"
A218150,미래생명자원,12,2014,Annual,,,,,,,,
A218150,미래생명자원,12,2015,Annual,,,2.93,,"4,044,305","-1,909,104","-1,650,880","25,127,819"
A218150,미래생명자원,12,2016,Annual,34.43,56.73,6.26,12.05,"905,118","34,122","341,991","29,237,503"
A218150,미래생명자원,12,2017,Annual,-34.47,-59.60,-5.79,-7.96,"4,549,596","6,533,116","-2,464,118","27,968,934"
A218150,미래생명자원,12,2018,Annual,70.41,208.69,8.63,7.70,"1,037,539","-13,617,028","-501,259","23,636,944"
A218150,미래생명자원,12,2019,Annual,54.25,295.61,5.32,5.83,"2,424,356","-906,797","1,003,917","31,780,152"
A218150,미래생명자원,12,2020,Annual,43.04,248.96,5.21,5.55,"2,547,547","-2,622,537","-1,436,411","32,095,122"
A218150,미래생명자원,12,2021,Annual,16.13,24.63,4.50,5.61,"1,131,495","-1,026,088","14,986,891","39,687,874"
A218150,미래생명자원,12,2022,Annual,10.61,14.39,3.33,4.33,"1,207,947","-11,773,963","-90,845","47,914,278"
A027830,대성창투,12,2011,Annual,-323.29,,-29.42,-3.29,"-4,343,582","526,891","5,598","4,506,326"
A027830,대성창투,12,2012,Annual,319.13,,27.79,4.29,"-1,181,558","1,051,525","1,018,106","6,258,361"
A027830,대성창투,12,2013,Annual,-66.87,,-7.98,-1.12,"-1,918,495","2,907,082","-408,071","6,086,875"
A027830,대성창투,12,2014,Annual,287.31,,35.50,7.06,"2,386,413","-1,257,552","6,361","9,602,890"
A027830,대성창투,12,2015,Annual,237.75,,34.78,6.93,"3,001,600","-3,864,985","-1,221,598","10,316,366"
A027830,대성창투,12,2016,Annual,153.09,,24.28,4.93,"2,126,678","-261,550","-1,164,598","10,347,340"
A027830,대성창투,12,2017,Annual,52.68,,9.13,1.46,"2,180,526","853,063","-1,198,747","7,860,337"
A027830,대성창투,12,2018,Annual,235.82,,18.37,3.63,"2,156,777","-2,998,852","-3,473","9,683,668"
A027830,대성창투,12,2019,Annual,7.47,,0.83,0.11,"-134,495","51,666","-84,435","6,926,474"
A027830,대성창투,12,2020,Annual,211.22,,13.92,3.12,"5,027,247","-1,938,605","-158,227","11,342,157"
A027830,대성창투,12,2021,Annual,365.25,,35.70,14.18,"3,842,742","-1,193,016","-94,420","21,876,151"
