Symbol,Name,결산월,회계년,주기,매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),영업이익(천원),당기순이익증가율,당기순이익(천원),총자본증가율,총자본(천원),유형자산(천원)
A247540,에코프로비엠,12,2011,Annual,,,,,,,,
A247540,에코프로비엠,12,2012,Annual,,,,,,,,
A247540,에코프로비엠,12,2013,Annual,,,,,,,,
A247540,에코프로비엠,12,2014,Annual,,,,,,,,
A247540,에코프로비엠,12,2015,Annual,,,,,,,,
A247540,에코프로비엠,12,2016,Annual,,,"9,382,956",,"6,864,486",,"99,350,932","127,451,534"
A247540,에코프로비엠,12,2017,Annual,190.31,137.59,"22,292,689",,"15,159,392",,"115,232,762","159,311,178"
A247540,에코프로비엠,12,2018,Annual,103.26,125.56,"50,283,592",,"36,856,556",,"160,545,276","233,121,684"
A247540,에코프로비엠,12,2019,Annual,4.57,-26.26,"37,077,550",,"34,481,004",,"370,206,923","376,721,487"
A247540,에코프로비엠,12,2020,Annual,38.81,50.99,"55,984,931",,"47,653,397",,"444,332,055","407,748,118"
A247540,에코프로비엠,12,2021,Annual,73.77,127.32,"127,265,730",,"106,745,921",,"558,726,814","463,287,562"
A247540,에코프로비엠,12,2022,Annual,129.81,106.37,"262,632,141",,"175,255,684",,"1,320,778,565","537,903,027"
A086520,에코프로,12,2011,Annual,58.60,25.64,"4,626,589",,"785,872",,"72,275,780","85,992,279"
A086520,에코프로,12,2012,Annual,-8.97,20.77,"5,587,674",,"640,338",,"74,288,803","94,528,591"
A086520,에코프로,12,2013,Annual,-25.30,-76.65,"1,304,926",,"-8,001,781",,"74,659,977","103,396,436"
A086520,에코프로,12,2014,Annual,39.68,453.23,"7,219,245",,"1,496,353",,"76,611,575","103,495,439"
A086520,에코프로,12,2015,Annual,28.89,-19.49,"5,812,016",,"189,521",,"101,832,377","118,626,199"
A086520,에코프로,12,2016,Annual,-32.03,-87.61,"719,844",,"9,079,423",,"145,759,923","34,681,926"
A086520,에코프로,12,2017,Annual,-44.31,-32.28,"487,450",,"4,958,769",,"156,898,433","32,938,434"
A086520,에코프로,12,2018,Annual,104.62,"2,120.38","10,823,246",,"61,661,270",,"213,872,056","30,935,029"
A086520,에코프로,12,2019,Annual,12.37,-36.61,"6,860,822",,"87,446,246",,"305,250,100","32,824,382"
A086520,에코프로,12,2020,Annual,-92.51,적전,"-2,481,527",,"15,716,195",,"142,218,832","35,252,477"
A086520,에코프로,12,2021,Annual,148.44,흑전,"4,161,626",,"384,971,967",,"564,793,476","1,244,518"
A086520,에코프로,12,2022,Annual,683.74,"2,657.80","114,769,395",,"-86,162,846",,"558,231,654","2,292,809"
A028300,HLB,12,2011,Annual,8.49,흑전,"609,600",,"-1,431,516",,"22,660,950","3,983,415"
A028300,HLB,12,2012,Annual,-6.53,적전,"-1,618,856",,"-3,237,266",,"26,266,333","3,429,567"
A028300,HLB,12,2013,Annual,13.31,적지,"-4,652,035",,"-8,308,658",,"14,426,365","13,507,179"
A028300,HLB,12,2014,Annual,86.16,흑전,"803,854",,"-3,223,501",,"21,957,241","13,437,866"
A028300,HLB,12,2015,Annual,3.42,적전,"-2,550,595",,"-7,356,072",,"62,569,092","11,120,108"
A028300,HLB,12,2016,Annual,-21.75,적지,"-4,640,552",,"-6,323,230",,"67,937,895","10,523,340"
A028300,HLB,12,2017,Annual,-23.58,적지,"-6,775,520",,"-14,109,736",,"66,093,464","10,010,852"
A028300,HLB,12,2018,Annual,18.60,흑전,"1,654,470",,"41,894,751",,"183,685,460","7,821,644"
A028300,HLB,12,2019,Annual,9.18,적전,"-4,939,441",,"-31,227,849",,"408,751,607","9,179,665"
A028300,HLB,12,2020,Annual,63.66,적지,"-9,905,938",,"-60,065,222",,"745,228,525","8,779,800"
A028300,HLB,12,2021,Annual,-25.35,적지,"-14,452,296",,"-54,736,057",,"730,424,693","8,820,831"
A028300,HLB,12,2022,Annual,384.03,흑전,"38,003,515",,"10,325,187",,"1,003,067,916","36,153,889"
A196170,알테오젠,12,2011,Annual,,,,,,,,
A196170,알테오젠,12,2012,Annual,,,"1,660,132",,"1,433,818",,"3,802,166","176,796"
A196170,알테오젠,12,2013,Annual,39.59,-9.00,"1,510,743",,"1,521,601",,"5,954,299","609,500"
A196170,알테오젠,12,2014,Annual,24.69,-59.39,"613,464",,"826,649",,"35,635,634","472,478"
A196170,알테오젠,12,2015,Annual,-32.84,-86.33,"83,831",,"1,154,128",,"38,307,681","4,095,358"
A196170,알테오젠,12,2016,Annual,-49.57,적전,"-5,383,739",,"-3,276,813",,"45,295,933","4,707,268"
A196170,알테오젠,12,2017,Annual,5.79,적지,"-6,315,113",,"-7,812,953",,"39,548,273","4,988,798"
A196170,알테오젠,12,2018,Annual,-47.42,적지,"-7,042,995",,"-6,358,237",,"66,078,000","7,513,702"
A196170,알테오젠,12,2019,Annual,926.11,흑전,"911,580",,"1,754,111",,"71,128,721","11,015,188"
A196170,알테오젠,12,2020,Annual,96.75,502.58,"5,493,028",,"-10,784,329",,"63,770,978","10,288,258"
A196170,알테오젠,12,2021,Annual,-47.15,적전,"-8,298,562",,"9,874,346",,"152,885,138","21,318,987"
A196170,알테오젠,12,2022,Annual,-36.84,적지,"-21,470,898",,"2,114,428",,"177,255,717","19,685,472"
A348370,엔켐,12,2011,Annual,,,,,,,,
A348370,엔켐,12,2012,Annual,,,,,,,,
A348370,엔켐,12,2013,Annual,,,"-715,205",,"-914,014",,"2,288,822","2,077,678"
A348370,엔켐,12,2014,Annual,143.14,적지,"-356,230",,"-582,553",,"1,706,269","2,135,417"
A348370,엔켐,12,2015,Annual,32.82,흑전,"219,053",,"120,386",,"5,330,550","2,138,541"
A348370,엔켐,12,2016,Annual,212.81,307.91,"893,536",,"752,624",,"15,832,988","5,619,053"
A348370,엔켐,12,2017,Annual,6.77,-13.48,"773,127",,"380,996",,"20,673,855","11,738,818"
A348370,엔켐,12,2018,Annual,N/A(IFRS),N/A(IFRS),"2,698,662",,"-1,992,143",,"-5,017,196","15,865,469"
A348370,엔켐,12,2019,Annual,138.63,379.85,"12,949,446",,"-456,707",,"30,817,480","22,254,925"
A348370,엔켐,12,2020,Annual,55.97,13.24,"14,663,596",,"-2,336,941",,"120,545,704","23,599,632"
A348370,엔켐,12,2021,Annual,2.86,적전,"-28,292,896",,"-23,006,337",,"212,280,714","24,652,689"
A348370,엔켐,12,2022,Annual,15.76,흑전,"1,717,914",,"30,313,405",,"290,864,066","21,573,390"
A058470,리노공업,12,2011,Annual,16.83,7.74,"23,432,594",,"19,265,032",,"104,417,131","25,613,375"
A058470,리노공업,12,2012,Annual,13.89,18.38,"27,739,233",,"24,861,807",,"121,596,759","34,601,215"
A058470,리노공업,12,2013,Annual,7.20,3.93,"28,829,491",,"26,180,658",,"139,437,196","46,024,341"
A058470,리노공업,12,2014,Annual,15.85,13.49,"32,718,314",,"30,866,898",,"156,260,851","56,315,520"
A058470,리노공업,12,2015,Annual,6.48,10.06,"36,009,931",,"32,632,446",,"178,149,871","63,747,166"
A058470,리노공업,12,2016,Annual,13.38,9.18,"39,316,220",,"35,396,238",,"200,921,229","68,638,624"
A058470,리노공업,12,2017,Annual,25.47,25.03,"49,156,999",,"40,362,178",,"227,946,149","68,591,713"
A058470,리노공업,12,2018,Annual,6.25,17.06,"57,544,369",,"48,642,070",,"262,843,771","77,206,435"
A058470,리노공업,12,2019,Annual,13.27,11.46,"64,141,630",,"52,790,182",,"300,178,166","84,646,817"
A058470,리노공업,12,2020,Annual,18.22,21.42,"77,881,754",,"55,378,772",,"337,341,183","96,289,623"
A058470,리노공업,12,2021,Annual,39.15,50.36,"117,104,353",,"103,805,815",,"417,703,187","124,382,381"
A058470,리노공업,12,2022,Annual,15.08,16.68,"136,634,730",,"114,363,791",,"493,183,583","128,454,853"
A068760,셀트리온제약,12,2011,Annual,5.11,-33.95,"5,001,420",,"2,401,324",,"126,809,058","48,274,183"
A068760,셀트리온제약,12,2012,Annual,5.76,1.65,"5,083,772",,"3,936,477",,"156,216,290","114,870,321"
A068760,셀트리온제약,12,2013,Annual,12.02,46.68,"7,456,923",,"2,642,629",,"167,415,488","144,860,958"
A068760,셀트리온제약,12,2014,Annual,29.20,17.46,"8,758,792",,"6,269,748",,"213,818,948","195,498,894"
A068760,셀트리온제약,12,2015,Annual,12.16,적전,"-12,706,187",,"-14,554,179",,"190,569,336","218,579,764"
A068760,셀트리온제약,12,2016,Annual,39.94,적지,"-14,907,074",,"-21,016,345",,"275,049,633","209,319,742"
A068760,셀트리온제약,12,2017,Annual,27.53,흑전,"8,727,562",,"2,778,955",,"292,048,159","199,319,424"
A068760,셀트리온제약,12,2018,Annual,7.67,-58.12,"3,655,285",,"-10,237,263",,"267,603,864","194,993,673"
A068760,셀트리온제약,12,2019,Annual,23.81,329.02,"15,682,042",,"9,526,146",,"280,031,378","215,989,335"
A068760,셀트리온제약,12,2020,Annual,35.26,50.68,"23,629,562",,"20,939,676",,"300,560,797","247,205,317"
A068760,셀트리온제약,12,2021,Annual,70.72,102.28,"47,797,892",,"34,578,715",,"331,968,799","240,970,873"
A068760,셀트리온제약,12,2022,Annual,-3.18,-20.14,"38,169,582",,"25,959,948",,"356,786,547","227,786,785"
A403870,HPSP,12,2011,Annual,,,,,,,,
A403870,HPSP,12,2012,Annual,,,,,,,,
A403870,HPSP,12,2013,Annual,,,,,,,,
A403870,HPSP,12,2014,Annual,,,,,,,,
A403870,HPSP,12,2015,Annual,,,,,,,,
A403870,HPSP,12,2016,Annual,,,,,,,,
A403870,HPSP,12,2017,Annual,,,"13,658,565",,"10,274,642",,"21,524,642","896,556"
A403870,HPSP,12,2018,Annual,-91.62,적전,"-2,931,230",,"-2,565,903",,"12,125,474","764,580"
A403870,HPSP,12,2019,Annual,963.14,흑전,"9,943,657",,"8,264,119",,"20,301,443","657,813"
A403870,HPSP,12,2020,Annual,N/A(IFRS),N/A(IFRS),"24,792,911",,"17,658,332",,"34,390,867","1,126,485"
A403870,HPSP,12,2021,Annual,49.98,82.36,"45,212,381",,"35,343,560",,"52,748,747","1,036,328"
A403870,HPSP,12,2022,Annual,73.66,88.39,"85,174,462",,"66,005,615",,"195,371,869","10,115,905"
A277810,레인보우로보틱스,12,2011,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2012,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2013,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2014,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2015,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2016,Annual,,,"625,418",,"764,659",,"3,571,566","203,395"
A277810,레인보우로보틱스,12,2017,Annual,51.19,65.89,"1,037,510",,"715,817",,"14,303,412","2,403,050"
A277810,레인보우로보틱스,12,2018,Annual,-74.38,적전,"-3,290,788",,"-3,278,314",,"11,652,684","3,451,590"
A277810,레인보우로보틱스,12,2019,Annual,61.11,적지,"-5,399,715",,"-5,497,206",,"7,998,153","3,771,385"
A277810,레인보우로보틱스,12,2020,Annual,220.37,적지,"-1,345,466",,"-1,406,107",,"6,578,760","3,831,100"
A277810,레인보우로보틱스,12,2021,Annual,65.28,적지,"-1,021,746",,"-7,843,397",,"47,856,646","3,986,739"
A277810,레인보우로보틱스,12,2022,Annual,51.80,흑전,"1,310,479",,"5,775,822",,"61,478,083","4,337,195"
A039030,이오테크닉스,12,2011,Annual,-28.07,-70.02,"13,197,035",,"14,839,814",,"180,066,361","50,629,713"
A039030,이오테크닉스,12,2012,Annual,38.36,140.70,"31,765,700",,"26,482,514",,"205,634,491","76,080,947"
A039030,이오테크닉스,12,2013,Annual,6.46,14.21,"36,279,472",,"27,538,506",,"231,928,085","75,569,727"
A039030,이오테크닉스,12,2014,Annual,25.53,42.23,"51,600,368",,"44,055,342",,"275,690,540","73,111,607"
A039030,이오테크닉스,12,2015,Annual,-14.46,-57.29,"22,040,517",,"23,087,578",,"297,347,166","71,959,270"
A039030,이오테크닉스,12,2016,Annual,21.98,-12.82,"19,214,469",,"7,037,909",,"302,814,270","74,344,700"
A039030,이오테크닉스,12,2017,Annual,31.96,162.79,"50,493,017",,"18,364,193",,"319,689,725","98,174,107"
A039030,이오테크닉스,12,2018,Annual,-27.83,-85.65,"7,245,336",,"5,477,796",,"320,917,192","105,850,390"
A039030,이오테크닉스,12,2019,Annual,-33.68,13.92,"8,253,839",,"7,255,388",,"329,418,908","101,860,011"
A039030,이오테크닉스,12,2020,Annual,69.97,399.87,"41,258,355",,"30,883,822",,"355,123,720","99,465,693"
A039030,이오테크닉스,12,2021,Annual,16.47,62.16,"66,904,012",,"65,724,794",,"417,182,234","97,713,938"
A039030,이오테크닉스,12,2022,Annual,14.79,26.38,"84,556,152",,"76,277,379",,"472,468,015","95,435,565"
A214150,클래시스,12,2011,Annual,,,,,,,,
A214150,클래시스,12,2012,Annual,,,"-102,995",,"-106,491",,"-56,491","32,037"
A214150,클래시스,12,2013,Annual,,,,,,,,
A214150,클래시스,12,2014,Annual,,,,,,,,
A214150,클래시스,12,2015,Annual,,,"3,976,572",,"4,689,429",,"9,248,088","493,038"
A214150,클래시스,12,2016,Annual,81.66,107.84,"8,264,985",,"7,071,905",,"16,327,867","546,297"
A214150,클래시스,12,2017,Annual,27.11,30.51,"10,786,229",,"-5,144,060",,"35,090,843","32,042,414"
A214150,클래시스,12,2018,Annual,35.56,61.95,"17,468,589",,"14,866,192",,"51,054,067","46,055,750"
A214150,클래시스,12,2019,Annual,70.62,138.25,"41,619,213",,"33,323,310",,"87,850,603","51,077,691"
A214150,클래시스,12,2020,Annual,-5.29,-2.77,"40,464,839",,"38,050,187",,"123,588,033","50,098,619"
A214150,클래시스,12,2021,Annual,32.28,27.79,"51,708,415",,"43,800,595",,"163,520,077","80,704,633"
A214150,클래시스,12,2022,Annual,40.96,33.11,"68,830,026",,"75,340,859",,"229,276,492","104,241,595"
A145020,휴젤,12,2011,Annual,108.48,129.64,"8,357,190",,"6,691,485",,"9,960,709","2,531,776"
A145020,휴젤,12,2012,Annual,22.56,2.83,"8,593,351",,"6,575,676",,"20,401,824","8,735,898"
A145020,휴젤,12,2013,Annual,18.39,1.07,"8,685,367",,"5,745,041",,"26,346,175","26,618,142"
A145020,휴젤,12,2014,Annual,25.38,46.29,"12,706,010",,"10,758,046",,"39,035,768","31,059,177"
A145020,휴젤,12,2015,Annual,2.54,-16.14,"10,655,841",,"-22,349,666",,"148,452,171","43,529,368"
A145020,휴젤,12,2016,Annual,117.58,166.00,"28,344,360",,"20,884,874",,"167,639,361","46,506,519"
A145020,휴젤,12,2017,Annual,81.78,117.83,"61,743,506",,"52,625,675",,"602,790,529","42,688,411"
A145020,휴젤,12,2018,Annual,71.20,-36.05,"39,482,005",,"60,144,610",,"660,094,948","46,857,713"
A145020,휴젤,12,2019,Annual,9.99,6.04,"41,865,498",,"33,699,605",,"639,929,953","56,482,442"
A145020,휴젤,12,2020,Annual,3.41,17.78,"49,310,445",,"26,659,433",,"672,999,489","57,575,573"
A145020,휴젤,12,2021,Annual,2.23,29.36,"63,789,643",,"43,271,402",,"680,295,563","74,383,451"
A145020,휴젤,12,2022,Annual,18.79,10.00,"70,166,513",,"27,949,078",,"660,083,490","99,681,303"
A065350,신성델타테크,12,2011,Annual,-6.20,-53.78,"4,788,913",,"-3,175,699",,"96,194,537","84,231,278"
A065350,신성델타테크,12,2012,Annual,-13.04,54.04,"7,376,848",,"5,072,682",,"98,235,053","82,005,814"
A065350,신성델타테크,12,2013,Annual,-2.82,-21.65,"5,779,594",,"7,413,937",,"105,864,979","81,722,984"
A065350,신성델타테크,12,2014,Annual,-0.81,-40.24,"3,454,147",,"3,172,316",,"109,313,477","83,488,143"
A065350,신성델타테크,12,2015,Annual,10.32,85.83,"6,418,988",,"6,480,364",,"115,889,705","80,506,284"
A065350,신성델타테크,12,2016,Annual,2.45,-8.52,"5,871,925",,"1,469,516",,"115,275,816","81,805,795"
A065350,신성델타테크,12,2017,Annual,16.78,86.62,"10,958,296",,"2,598,086",,"112,196,242","85,533,073"
A065350,신성델타테크,12,2018,Annual,-14.62,-68.31,"3,472,172",,"6,234,288",,"120,158,552","84,240,732"
A065350,신성델타테크,12,2019,Annual,-13.24,-74.78,"875,835",,"7,307,397",,"133,140,255","73,316,883"
A065350,신성델타테크,12,2020,Annual,0.38,-23.45,"670,466",,"9,090,011",,"149,458,732","72,630,673"
A065350,신성델타테크,12,2021,Annual,22.14,적전,"-290,780",,"25,191,018",,"178,212,484","73,927,180"
A065350,신성델타테크,12,2022,Annual,-9.02,흑전,"571,389",,"14,895,788",,"189,863,384","57,514,908"
A000250,삼천당제약,12,2011,Annual,3.98,-24.17,"7,498,726",,"5,664,437",,"84,091,916","26,803,096"
A000250,삼천당제약,12,2012,Annual,-1.18,-20.53,"5,959,443",,"1,340,410",,"84,408,055","27,901,749"
A000250,삼천당제약,12,2013,Annual,4.88,52.75,"9,102,842",,"6,163,624",,"89,615,532","28,641,702"
A000250,삼천당제약,12,2014,Annual,13.84,12.80,"10,268,094",,"8,216,036",,"98,954,698","30,811,941"
A000250,삼천당제약,12,2015,Annual,9.83,3.89,"10,667,989",,"8,450,735",,"104,836,185","31,004,261"
A000250,삼천당제약,12,2016,Annual,10.95,23.98,"13,225,922",,"5,070,174",,"112,070,983","30,770,691"
A000250,삼천당제약,12,2017,Annual,7.51,-15.90,"11,122,340",,"8,091,234",,"123,375,916","29,793,149"
A000250,삼천당제약,12,2018,Annual,1.69,-54.49,"5,061,345",,"5,529,616",,"127,339,203","37,825,144"
A000250,삼천당제약,12,2019,Annual,13.81,89.31,"9,581,602",,"5,249,406",,"131,536,551","33,229,918"
A000250,삼천당제약,12,2020,Annual,-14.64,적전,"-9,593,068",,"-5,882,584",,"155,395,326","35,040,068"
A000250,삼천당제약,12,2021,Annual,2.04,적지,"-24,995,815",,"-18,628,011",,"140,623,717","35,423,954"
A000250,삼천당제약,12,2022,Annual,6.09,흑전,"7,967,181",,"5,960,972",,"146,888,102","43,504,039"
A357780,솔브레인,12,2011,Annual,,,,,,,,
A357780,솔브레인,12,2012,Annual,,,,,,,,
A357780,솔브레인,12,2013,Annual,,,,,,,,
A357780,솔브레인,12,2014,Annual,,,,,,,,
A357780,솔브레인,12,2015,Annual,,,,,,,,
A357780,솔브레인,12,2016,Annual,,,,,,,,
A357780,솔브레인,12,2017,Annual,,,,,,,,
A357780,솔브레인,12,2018,Annual,,,,,,,,
A357780,솔브레인,12,2019,Annual,,,,,,,,
A357780,솔브레인,12,2020,Annual,,,"96,706,328",,"60,328,520",,"473,176,419","248,687,649"
A357780,솔브레인,12,2021,Annual,116.27,75.21,"169,438,269",,"139,759,757",,"597,792,211","282,998,370"
A357780,솔브레인,12,2022,Annual,6.83,5.20,"178,249,760",,"148,302,342",,"728,421,612","358,717,533"
A035900,JYP Ent.,6,2011,Annual,N/A(IFRS),N/A(IFRS),"461,078",,"257,342",,"18,418,988","98,600"
A035900,JYP Ent.,12,2012,Annual,29.03,적전,"-3,668,273",,"-8,378,892",,"15,354,666","1,055,120"
A035900,JYP Ent.,12,2013,Annual,34.81,적지,"-2,003,489",,"-4,366,318",,"45,101,992","1,053,280"
A035900,JYP Ent.,12,2014,Annual,148.92,흑전,"6,691,761",,"6,663,312",,"53,653,499","772,486"
A035900,JYP Ent.,12,2015,Annual,9.84,-40.53,"3,979,872",,"3,334,064",,"56,419,337","509,443"
A035900,JYP Ent.,12,2016,Annual,42.76,185.62,"11,367,233",,"6,967,242",,"63,058,753","250,267"
A035900,JYP Ent.,12,2017,Annual,39.20,57.42,"17,894,404",,"16,279,757",,"81,537,501","24,734,521"
A035900,JYP Ent.,12,2018,Annual,22.12,42.12,"25,430,889",,"22,271,174",,"116,606,381","36,231,744"
A035900,JYP Ent.,12,2019,Annual,22.38,54.27,"39,233,152",,"27,767,065",,"142,006,635","37,997,538"
A035900,JYP Ent.,12,2020,Annual,-10.10,-4.74,"37,374,302",,"24,937,110",,"161,465,012","37,964,618"
A035900,JYP Ent.,12,2021,Annual,27.09,13.49,"42,415,611",,"41,479,267",,"198,314,671","35,007,665"
A035900,JYP Ent.,12,2022,Annual,76.41,83.76,"77,944,489",,"54,946,166",,"240,256,426","33,831,518"
A005290,동진쎄미켐,12,2011,Annual,7.97,-74.29,"5,709,501",,"-5,559,273",,"142,570,284","166,565,447"
A005290,동진쎄미켐,12,2012,Annual,19.51,346.55,"25,495,588",,"13,093,239",,"152,306,334","183,700,500"
A005290,동진쎄미켐,12,2013,Annual,4.63,16.41,"29,678,696",,"17,100,322",,"170,423,353","177,405,120"
A005290,동진쎄미켐,12,2014,Annual,1.21,-12.76,"25,892,965",,"10,167,058",,"141,938,116","269,885,650"
A005290,동진쎄미켐,12,2015,Annual,5.19,35.97,"35,206,173",,"12,488,733",,"164,669,088","261,021,881"
A005290,동진쎄미켐,12,2016,Annual,9.39,-37.30,"22,075,237",,"18,611,660",,"185,699,971","233,678,813"
A005290,동진쎄미켐,12,2017,Annual,-1.75,141.71,"53,357,193",,"37,822,419",,"257,766,673","225,371,912"
A005290,동진쎄미켐,12,2018,Annual,0.14,-4.01,"51,219,283",,"39,569,460",,"288,130,567","240,165,571"
A005290,동진쎄미켐,12,2019,Annual,3.24,46.28,"74,923,697",,"44,752,979",,"326,188,406","248,157,697"
A005290,동진쎄미켐,12,2020,Annual,4.19,12.09,"83,981,531",,"64,221,297",,"384,137,472","270,363,126"
A005290,동진쎄미켐,12,2021,Annual,16.73,8.90,"91,452,036",,"78,378,341",,"454,702,928","303,677,543"
A005290,동진쎄미켐,12,2022,Annual,32.32,96.66,"179,845,207",,"142,703,975",,"591,284,587","334,690,400"
A041510,에스엠,12,2011,Annual,27.24,-18.82,"20,500,806",,"16,487,446",,"108,391,403","4,391,210"
A041510,에스엠,12,2012,Annual,53.33,133.27,"47,821,232",,"37,177,156",,"212,311,066","20,375,104"
A041510,에스엠,12,2013,Annual,-2.55,-27.68,"34,585,376",,"17,563,774",,"228,264,622","31,390,636"
A041510,에스엠,12,2014,Annual,3.18,-31.84,"23,574,435",,"1,886,340",,"236,694,471","51,238,617"
A041510,에스엠,12,2015,Annual,15.32,-1.43,"23,237,385",,"4,521,214",,"254,672,896","55,815,823"
A041510,에스엠,12,2016,Annual,3.42,-30.61,"16,124,346",,"5,293,893",,"298,478,102","51,090,846"
A041510,에스엠,12,2017,Annual,6.93,58.81,"25,606,894",,"18,673,267",,"320,480,631","48,726,957"
A041510,에스엠,12,2018,Annual,30.31,63.48,"41,861,076",,"12,390,299",,"385,514,391","44,822,544"
A041510,에스엠,12,2019,Annual,9.18,-11.19,"37,175,666",,"12,325,434",,"411,964,920","41,709,298"
A041510,에스엠,12,2020,Annual,-1.59,-2.56,"36,222,435",,"-30,043,688",,"377,966,187","38,033,892"
A041510,에스엠,12,2021,Annual,37.86,104.51,"74,078,921",,"60,970,094",,"452,037,728","24,221,695"
A041510,에스엠,12,2022,Annual,23.16,34.41,"99,567,837",,"68,745,825",,"533,219,618","27,289,259"
A263750,펄어비스,12,2011,Annual,,,,,,,,
A263750,펄어비스,12,2012,Annual,,,,,,,,
A263750,펄어비스,12,2013,Annual,,,,,,,,
A263750,펄어비스,12,2014,Annual,,,,,,,,
A263750,펄어비스,12,2015,Annual,,,"11,984,376",,"10,225,931",,"-4,120,916","788,841"
A263750,펄어비스,6,2016,Annual,55.23,134.65,"28,121,460",,"24,424,744",,"21,631,815","1,475,287"
A263750,펄어비스,6,2017,Annual,130.62,87.42,"52,706,304",,"45,586,158",,"73,259,941","1,925,341"
A263750,펄어비스,12,2018,Annual,371.92,214.29,"165,648,492",,"154,609,947",,"411,027,630","30,777,461"
A263750,펄어비스,12,2019,Annual,24.27,-3.59,"159,697,861",,"140,743,138",,"567,030,083","65,763,747"
A263750,펄어비스,12,2020,Annual,-11.33,4.69,"167,180,811",,"109,777,901",,"638,061,329","76,247,286"
A263750,펄어비스,12,2021,Annual,-34.17,-78.53,"35,893,891",,"56,036,044",,"696,573,648","114,071,275"
A263750,펄어비스,12,2022,Annual,1.03,-8.85,"32,716,304",,"1,681,404",,"702,972,105","186,489,895"
A240810,원익IPS,12,2011,Annual,,,,,,,,
A240810,원익IPS,12,2012,Annual,,,,,,,,
A240810,원익IPS,12,2013,Annual,,,,,,,,
A240810,원익IPS,12,2014,Annual,,,,,,,,
A240810,원익IPS,12,2015,Annual,,,,,,,,
A240810,원익IPS,12,2016,Annual,,,"28,763,569",,"22,572,639",,"219,041,901","104,788,177"
A240810,원익IPS,12,2017,Annual,158.43,324.81,"122,190,622",,"95,302,644",,"313,572,656","108,178,394"
A240810,원익IPS,12,2018,Annual,2.89,-13.78,"105,357,468",,"86,409,360",,"368,921,320","137,897,491"
A240810,원익IPS,12,2019,Annual,3.03,-61.56,"40,502,252",,"42,674,923",,"566,253,606","244,617,784"
A240810,원익IPS,12,2020,Annual,63.14,246.61,"140,385,764",,"97,884,088",,"662,757,455","273,094,424"
A240810,원익IPS,12,2021,Annual,12.97,16.32,"163,290,906",,"141,892,763",,"797,241,271","333,527,279"
A240810,원익IPS,12,2022,Annual,-17.92,-40.59,"97,003,695",,"90,590,842",,"866,919,436","367,486,441"
A095340,ISC,12,2011,Annual,50.29,84.23,"15,064,801",,"8,341,019",,"63,426,421","18,590,745"
A095340,ISC,12,2012,Annual,21.57,20.97,"18,224,025",,"14,113,419",,"74,823,591","20,349,337"
A095340,ISC,12,2013,Annual,7.01,8.21,"19,719,869",,"14,961,523",,"90,010,947","20,315,019"
A095340,ISC,12,2014,Annual,13.23,1.28,"19,972,979",,"14,636,344",,"118,759,892","25,869,025"
A095340,ISC,12,2015,Annual,24.36,-8.02,"18,370,271",,"13,490,205",,"155,040,566","31,960,488"
A095340,ISC,12,2016,Annual,3.05,-28.16,"13,197,844",,"12,482,265",,"163,815,285","38,652,373"
A095340,ISC,12,2017,Annual,23.34,68.67,"22,260,190",,"17,177,840",,"174,632,144","39,431,529"
A095340,ISC,12,2018,Annual,2.92,-41.11,"13,108,190",,"12,585,228",,"181,599,029","43,544,730"
A095340,ISC,12,2019,Annual,-15.71,-74.53,"3,338,434",,"2,242,611",,"180,885,747","40,577,186"
A095340,ISC,12,2020,Annual,35.69,513.98,"20,497,473",,"26,304,814",,"207,691,467","42,833,354"
A095340,ISC,12,2021,Annual,23.38,64.62,"33,743,600",,"24,408,591",,"222,102,376","88,253,103"
A095340,ISC,12,2022,Annual,18.72,69.80,"57,297,035",,"48,299,392",,"272,402,586","109,814,857"
A067630,HLB생명과학,12,2011,Annual,1.07,적전,"-2,187,292",,"-4,022,889",,"15,233,757","2,387,760"
A067630,HLB생명과학,12,2012,Annual,-78.03,적지,"-4,674,844",,"-8,500,664",,"6,890,785","8,619,476"
A067630,HLB생명과학,12,2013,Annual,121.79,적지,"-3,201,006",,"-3,894,176",,"11,063,584","3,078,888"
A067630,HLB생명과학,12,2014,Annual,21.42,흑전,"556,659",,"404,600",,"12,476,525","3,016,160"
A067630,HLB생명과학,12,2015,Annual,-26.00,적전,"-6,772,771",,"-14,086,178",,"27,886,728","2,924,644"
A067630,HLB생명과학,12,2016,Annual,-35.39,적지,"-3,097,207",,"-2,387,691",,"28,505,621","2,870,749"
A067630,HLB생명과학,12,2017,Annual,44.12,흑전,"653,701",,"5,884,833",,"50,383,982","2,861,996"
A067630,HLB생명과학,12,2018,Annual,-74.42,적전,"-6,491,169",,"-9,311,061",,"211,458,656","180,484"
A067630,HLB생명과학,12,2019,Annual,191.08,흑전,"656,716",,"1,705,971",,"345,517,037","859,969"
A067630,HLB생명과학,12,2020,Annual,19.25,적전,"-4,583,391",,"-43,413,103",,"302,049,695","3,708,469"
