Symbol,Name,결산월,회계년,주기,매출채권(천원),매출액(천원),매출원가(천원),유동자산(천원),유형자산(천원),총자산(천원),재고자산(천원),당기순이익(천원),판매비와관리비(천원),유동부채(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),영업이익(천원),유무형자산상각비(천원)
A005380,현대차,12,2017,Annual,"2,897,096,000","41,604,869,000","32,620,835,000","23,299,445,000","22,214,136,000","70,075,274,000","2,388,345,000","2,551,319,000","6,820,587,000","10,360,637,000","5,783,937,000","4,721,004,000","2,163,447,000","2,303,812,000"
A005380,현대차,12,2018,Annual,"3,868,219,000","43,160,108,000","36,403,490,000","22,325,069,000","22,904,948,000","69,408,737,000","2,863,652,000","374,888,000","6,815,940,000","12,737,313,000","4,429,408,000","1,659,219,000","-59,322,000","2,505,942,000"
A005380,현대차,12,2019,Annual,"4,733,426,000","49,155,693,000","40,324,396,000","22,346,792,000","24,413,350,000","73,758,825,000","3,065,329,000","2,767,666,000","7,251,133,000","15,148,868,000","5,089,342,000","4,654,511,000","1,580,164,000","2,541,463,000"
A005380,현대차,12,2020,Annual,"4,670,346,000","50,661,002,000","41,007,374,000","24,612,104,000","24,825,586,000","78,252,289,000","3,043,468,000","526,975,000","8,885,002,000","17,709,438,000","7,354,342,000","6,093,376,000","768,626,000","2,847,492,000"
A005380,현대차,12,2021,Annual,"5,154,923,000","55,605,120,000","46,539,009,000","23,330,493,000","25,264,360,000","79,758,300,000","2,680,332,000","645,526,000","8,404,488,000","20,043,791,000","7,039,497,000","5,664,421,000","661,623,000","3,175,382,000"
A005380,현대차,12,2022,Annual,"6,967,988,000","65,308,350,000","53,137,884,000","23,819,313,000","25,644,467,000","83,412,349,000","3,539,383,000","3,701,958,000","9,341,897,000","21,443,574,000","6,212,960,000","6,275,619,000","2,828,569,000","3,471,724,000"
A000270,기아,12,2011,Annual,"2,496,486,000","27,742,277,000","21,915,962,000","6,562,626,000","6,762,952,000","23,384,425,000","1,200,056,000","1,804,842,000","3,915,158,000","7,269,167,000","3,062,928,000","2,964,575,000","1,911,157,000","686,680,000"
A000270,기아,12,2012,Annual,"1,854,670,000","28,007,913,000","22,142,665,000","6,742,393,000","7,315,103,000","24,480,107,000","1,186,497,000","2,136,797,000","4,219,916,000","6,462,263,000","3,084,861,000","2,756,165,000","1,645,332,000","736,730,000"
A000270,기아,12,2013,Annual,"2,226,053,000","28,332,572,000","22,597,591,000","8,505,214,000","7,455,145,000","26,862,906,000","1,126,728,000","2,582,486,000","4,253,358,000","7,080,451,000","3,335,695,000","3,790,262,000","1,481,623,000","840,420,000"
A000270,기아,12,2014,Annual,"3,281,471,000","29,850,115,000","24,124,795,000","10,913,812,000","7,852,849,000","30,311,721,000","1,297,588,000","2,386,091,000","4,290,673,000","7,217,078,000","4,725,940,000","1,811,760,000","1,434,647,000","923,825,000"
A000270,기아,12,2015,Annual,"4,719,159,000","32,699,936,000","25,771,869,000","12,275,521,000","10,134,746,000","33,986,396,000","1,110,649,000","2,507,747,000","4,633,101,000","9,277,848,000","4,707,821,000","3,707,799,000","2,294,966,000","1,058,156,000"
A000270,기아,12,2016,Annual,"4,365,862,000","31,641,854,000","24,768,629,000","13,405,152,000","10,258,100,000","36,179,511,000","1,274,574,000","2,071,480,000","4,926,186,000","9,654,996,000","4,904,394,000","3,034,395,000","1,947,039,000","1,225,150,000"
A000270,기아,12,2017,Annual,"4,013,305,000","32,109,883,000","26,573,205,000","15,248,186,000","10,652,139,000","38,605,013,000","1,546,557,000","927,052,000","4,934,069,000","9,123,635,000","7,344,054,000","3,016,336,000","602,609,000","1,334,363,000"
A000270,기아,12,2018,Annual,"3,071,118,000","31,912,189,000","27,116,052,000","12,990,133,000","10,977,484,000","37,149,602,000","1,476,845,000","400,796,000","4,403,496,000","8,132,675,000","7,019,237,000","2,637,688,000","392,641,000","1,448,545,000"
A000270,기아,12,2019,Annual,"3,230,414,000","33,857,781,000","27,896,915,000","13,334,847,000","11,365,702,000","38,356,281,000","1,482,217,000","1,515,598,000","4,481,818,000","9,571,234,000","5,634,829,000","2,731,991,000","1,479,048,000","1,518,124,000"
