Symbol,Name,결산월,회계년,주기,매출채권(천원),매출액(천원),매출원가(천원),유동자산(천원),유형자산(천원),총자산(천원),재고자산(천원),당기순이익(천원),판매비와관리비(천원),유동부채(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),영업이익(천원),유무형자산상각비(천원)
A003410,쌍용C&E,12,2019,Annual,"194,206,479","1,044,759,955","784,875,437","612,915,298","1,717,044,574","2,960,833,141","107,349,432","136,912,336","88,690,514","536,289,278","638,946,260","336,618,195","171,194,004","127,676,297"
A003410,쌍용C&E,12,2020,Annual,"199,992,611","992,643,779","701,305,772","575,199,511","1,729,518,604","2,923,926,636","92,237,601","134,193,211","95,271,339","283,516,442","969,126,944","347,326,060","196,066,668","139,728,930"
A003410,쌍용C&E,12,2021,Annual,"199,275,709","1,142,259,760","861,165,472","481,541,870","1,814,602,110","3,042,617,621","135,017,716","179,290,831","98,220,099","390,453,264","1,022,236,253","330,145,620","182,874,190","192,894,241"
A003410,쌍용C&E,12,2022,Annual,"292,166,030","1,329,446,841","1,096,901,361","616,470,292","1,854,771,828","3,324,252,824","249,897,865","144,326,674","99,808,771","1,040,229,015","704,149,377","191,860,040","132,736,708","223,453,557"
A071050,한국금융지주,3,2011,Annual,,"6,363,646","48,766,952",,"25,688","3,681,484,057",,"274,752,164","9,760,716",,,"271,171,801","275,558,597","61,629"
A071050,한국금융지주,3,2012,Annual,,"15,364,397","45,006,586",,"20,781","3,561,367,955",,"131,322,982","9,321,305",,,"149,308,237","131,328,819","50,723"
A071050,한국금융지주,12,2013,Annual,,"13,921,488","26,900,194",,"16,060","3,540,009,252",,"146,898,030","7,864,232",,,"151,137,460","148,644,023","37,433"
A071050,한국금융지주,12,2014,Annual,,"27,871,737","36,783,866",,"93,290","3,831,241,754",,"39,680,439","8,519,273",,,"27,446,780","39,741,023","65,611"
A071050,한국금융지주,12,2015,Annual,,"8,717,889","22,698,411",,"67,243","3,860,131,070",,"126,634,707","9,798,219",,,"151,764,220","127,797,341","67,358"
A071050,한국금융지주,12,2016,Annual,,"11,828,963","27,077,516",,"83,085","5,755,556,195",,"1,339,486,038","14,588,003",,,"1,191,131,778","1,340,977,629","35,000"
A071050,한국금융지주,12,2017,Annual,,"7,621,340","40,003,574",,"46,446","6,421,606,794",,"314,567,279","13,747,560",,,"279,306,692","325,108,579","57,000"
A071050,한국금융지주,12,2018,Annual,,"9,923,773","45,562,313",,"62,893","6,483,901,987",,"337,108,164","17,418,775",,,"508,053,959","337,057,277","58,000"
A071050,한국금융지주,12,2019,Annual,,"10,783,955","45,875,886",,"218,346","6,783,354,681",,"348,826,516","22,410,414",,,"458,315,700","381,078,471","847,000"
A071050,한국금융지주,12,2020,Annual,,"11,852,131","43,512,454",,"235,154","7,169,419,873",,"192,466,899","22,051,772",,,"-12,042,913","192,483,748","1,453,000"
A071050,한국금융지주,12,2021,Annual,,"11,460,731","37,072,394",,"1,167,774","7,214,352,431",,"277,672,915","21,710,288",,,"505,961,076","277,646,669","1,882,000"
A071050,한국금융지주,12,2022,Annual,,"9,453,581","48,978,670",,"889,110","7,837,463,076",,"663,789,371","37,121,677",,,"133,527,704","371,492,236","1,941,000"
A001040,CJ,12,2011,Annual,0,"90,275,492",0,"567,750,033","12,053,526","3,428,032,966",0,"442,325,651","50,008,576","428,102,797","432,087,639","8,318,548","40,266,916","2,911,423"
A001040,CJ,12,2012,Annual,0,"107,951,874",0,"321,661,231","9,160,510","3,024,092,727",0,"100,053,449","41,362,147","196,623,514","257,198,850","-67,687,043","66,589,727","2,063,168"
A001040,CJ,12,2013,Annual,0,"90,351,726",0,"214,832,848","8,912,812","3,004,672,460",0,"76,353,976","36,926,627","119,413,957","254,812,951","8,869,119","53,425,099","2,070,147"
A001040,CJ,12,2014,Annual,0,"98,497,567",0,"183,397,197","6,950,599","2,978,815,856",0,"42,205,038","42,431,378","72,681,874","257,403,852","51,236,505","56,066,189","2,011,364"
A001040,CJ,12,2015,Annual,0,"103,624,034",0,"155,690,795","6,452,260","2,951,841,981",0,"44,173,601","50,750,456","171,149,945","110,442,851","66,494,656","52,873,578","1,493,063"
A001040,CJ,12,2016,Annual,0,"124,414,699",0,"43,300,443","6,237,647","2,827,372,917",0,"57,005,084","65,607,073","28,619,124","106,497,130","74,661,884","58,807,626","1,946,697"
A001040,CJ,12,2017,Annual,0,"158,273,587",0,"54,058,009","30,148,496","2,843,584,297",0,"59,026,190","89,732,389","127,098,466","6,976,259","59,789,856","68,541,198","2,099,194"
A001040,CJ,12,2018,Annual,0,"169,945,417",0,"53,528,228","71,981,904","2,811,945,238",0,"36,145,047","90,982,307","49,584,193","108,655,327","77,542,396","78,963,110","2,298,261"
A001040,CJ,12,2019,Annual,0,"181,742,606",0,"79,889,999","55,511,110","2,980,312,113",0,"63,281,893","107,006,676","92,209,701","104,178,290","66,613,516","74,735,930","5,157,597"
A001040,CJ,12,2020,Annual,0,"165,163,104",0,"44,607,472","53,917,849","3,185,473,458",0,"52,186,782","75,141,496","409,466,153","2,027,328","88,474,727","90,021,608","5,476,796"
A001040,CJ,12,2021,Annual,0,"205,215,910",0,"66,527,614","49,508,178","3,187,152,887",0,"95,380,076","92,776,929","131,981,647","254,442,971","115,424,122","112,438,981","4,380,437"
A001040,CJ,12,2022,Annual,0,"259,010,563",0,"228,230,188","47,984,128","3,350,173,850",0,"107,138,158","141,407,081","235,316,061","286,090,875","134,074,908","117,603,482","4,408,795"
A011780,금호석유,12,2011,Annual,"742,420,104","5,292,118,911","4,458,998,257","1,684,909,493","1,473,147,321","3,941,902,990","491,584,971","343,319,757","167,332,577","2,405,337,414","329,987,299","512,790,625","665,788,077","112,294,000"
A011780,금호석유,12,2012,Annual,"460,635,529","4,872,724,692","4,505,385,253","1,155,034,289","1,556,331,323","3,489,123,787","445,929,109","96,116,038","152,555,668","1,154,797,924","1,069,834,729","239,538,333","214,783,770","115,567,440"
A011780,금호석유,12,2013,Annual,"404,673,521","4,193,220,007","3,875,961,590","944,666,877","1,593,709,717","3,234,381,778","441,701,635","-30,966,632","156,798,057","1,177,420,501","891,965,753","292,044,922","160,460,360","124,896,420"
A011780,금호석유,12,2014,Annual,"416,919,387","3,766,992,357","3,437,177,308","1,062,860,414","1,633,245,346","3,408,864,184","419,827,454","83,308,973","141,425,538","1,431,482,061","743,953,732","214,120,709","188,389,510","122,254,086"
A011780,금호석유,12,2015,Annual,"338,184,980","3,159,552,412","2,867,846,406","709,846,885","1,760,931,788","3,133,195,698","299,457,984","77,469,141","147,406,908","1,300,377,714","625,102,995","357,638,375","144,299,098","122,832,000"
A011780,금호석유,12,2016,Annual,"384,761,195","3,138,617,263","2,858,105,087","965,647,794","1,786,488,159","3,429,122,567","356,944,596","29,416,871","147,262,108","1,846,205,171","346,552,358","232,755,306","133,250,068","139,204,000"
A011780,금호석유,12,2017,Annual,"431,907,998","3,926,050,763","3,567,607,806","1,018,664,807","1,684,228,764","3,378,438,939","328,842,483","135,421,885","142,091,853","1,610,026,300","386,897,188","319,066,432","216,351,104","140,814,000"
A011780,금호석유,12,2018,Annual,"401,344,914","3,899,573,264","3,464,660,136","841,365,706","1,578,993,765","3,141,279,400","341,421,873","182,630,029","149,847,961","1,352,163,428","271,269,059","235,785,351","285,065,167","136,133,000"
A011780,금호석유,12,2019,Annual,"369,512,876","3,682,663,420","3,228,841,473","866,896,332","1,509,273,456","3,137,664,765","349,086,694","262,497,365","156,289,306","998,186,078","374,674,582","448,341,192","297,532,641","128,859,000"
A011780,금호석유,12,2020,Annual,"378,824,827","3,489,720,117","2,809,647,605","1,189,195,680","1,484,527,376","3,451,429,757","406,557,362","434,323,599","165,149,187","922,531,767","393,071,956","578,774,701","514,923,325","125,696,000"
A011780,금호석유,12,2021,Annual,"479,554,029","5,501,282,084","3,960,193,563","1,883,967,583","1,515,967,917","4,648,774,193","458,400,661","986,986,525","198,306,118","1,405,730,342","164,677,095","1,144,956,598","1,342,782,403","120,954,000"
A011780,금호석유,12,2022,Annual,"420,815,112","5,086,855,586","4,240,192,911","1,366,112,161","1,679,149,240","4,252,315,850","447,128,370","580,201,601","190,457,171","861,964,484","205,851,583","374,808,995","656,205,503","122,818,000"
A039490,키움증권,3,2011,Annual,,"319,422,211",,,"23,823,402","3,743,418,241",,"122,731,998","159,123,512",,,"132,127,907","160,298,700","14,356,445"
A039490,키움증권,3,2012,Annual,,"229,630,494",,,"21,401,068","3,676,323,061",,"58,180,776","154,997,779",,,"44,667,059","74,632,715","16,004,410"
A039490,키움증권,12,2013,Annual,,"178,362,760",,,"33,447,159","3,714,402,914",,"42,353,626","120,533,182",,,"-30,433,902","57,829,578","14,284,362"
A039490,키움증권,12,2014,Annual,,"244,611,120",,,"69,006,406","4,080,179,432",,"56,306,232","166,151,179",,,"-128,118,647","78,459,941","24,295,742"
A039490,키움증권,12,2015,Annual,,"360,578,334",,,"66,185,806","5,651,038,519",,"135,023,208","184,404,930",,,"-158,719,534","176,173,404","25,033,011"
A039490,키움증권,12,2016,Annual,,"372,894,376",,,"60,303,784","7,779,926,390",,"140,481,847","197,068,885",,,"-363,755,015","175,825,491","44,087"
A039490,키움증권,12,2017,Annual,,"441,555,066",,,"65,831,318","10,373,352,533",,"183,324,248","213,825,648",,,"-956,998,718","227,729,418","24,107,371"
A039490,키움증권,12,2018,Annual,,"485,149,435",,,"63,650,860","15,430,401,095",,"190,800,960","253,040,934",,,"-1,228,720,887","232,108,501","22,560,051"
A039490,키움증권,12,2019,Annual,,"643,825,542",,,"62,661,524","19,722,827,396",,"286,001,642","294,061,411",,,"-2,324,878,312","349,764,132","18,580,262"
A039490,키움증권,12,2020,Annual,,"1,164,956,064",,,"69,176,346","31,843,054,850",,"565,986,609","391,253,522",,,"-862,108,821","773,702,542","18,880,953"
A039490,키움증권,12,2021,Annual,,"1,430,464,464",,,"75,437,119","37,944,064,918",,"772,490,518","481,008,129",,,"-2,588,802,455","949,456,336","23,702,703"
A039490,키움증권,12,2022,Annual,,"1,108,840,026",,,"72,718,872","39,369,287,420",,"493,104,212","463,094,804",,,"-1,594,230,304","645,745,222","28,749,169"
A016360,삼성증권,3,2011,Annual,,"979,439,206",,,"86,481,877","15,467,255,187",,"134,719,317","690,730,374",,,"-704,962,175","288,708,832","43,316,438"
A016360,삼성증권,3,2012,Annual,,"782,319,421",,,"74,055,530","18,382,481,930",,"130,575,389","603,680,252",,,"-947,598,240","178,639,169","43,226,148"
A016360,삼성증권,12,2013,Annual,,"432,459,743",,,"60,805,520","19,504,997,007",,"8,385,685","425,232,394",,,"-981,047,919","7,227,349","33,355,767"
A016360,삼성증권,12,2014,Annual,,"725,125,701",,,"55,800,724","25,037,280,992",,"243,522,356","564,667,695",,,"-1,316,409,090","160,458,006","41,899,753"
A016360,삼성증권,12,2015,Annual,,"953,735,157",,,"55,951,719","29,922,734,148",,"257,576,534","582,570,420",,,"-1,490,538,494","371,164,737","39,706,862"
A016360,삼성증권,12,2016,Annual,,"745,456,800",,,"48,177,258","31,941,448,749",,"163,342,585","548,452,171",,,"1,387,965,561","197,004,629","39,857,113"
A016360,삼성증권,12,2017,Annual,,"917,022,714",,,"46,327,856","36,168,570,564",,"256,866,099","573,046,656",,,"-408,344,188","343,976,058","38,061,330"
A016360,삼성증권,12,2018,Annual,,"1,076,223,991",,,"42,178,848","35,633,220,703",,"320,733,457","633,020,640",,,"-756,619,855","443,203,351","34,068,816"
A016360,삼성증권,12,2019,Annual,,"1,136,995,953",,,"77,007,065","41,227,735,524",,"370,213,381","643,183,502",,,"-2,946,595,680","493,812,451","58,850,853"
A016360,삼성증권,12,2020,Annual,,"1,412,685,841",,,"109,647,139","58,340,506,369",,"473,144,517","771,653,491",,,"-2,978,785,605","641,032,350","54,931,698"
A016360,삼성증권,12,2021,Annual,,"2,172,461,801",,,"98,917,083","59,641,733,207",,"936,741,374","883,902,323",,,"-1,775,023,755","1,288,559,478","51,764,483"
A016360,삼성증권,12,2022,Annual,,"1,292,123,274",,,"98,909,831","47,708,236,386",,"377,508,788","769,754,382",,,"6,690,981,692","522,368,891","51,517,305"
A272210,한화시스템,12,2011,Annual,"42,631,375","561,974,717","511,591,403","474,549,988","87,837,789","616,477,606","27,861,031","810,889","45,989,907","235,326,819","7,077,094","85,371,022","4,393,407","24,659,296"
A272210,한화시스템,12,2012,Annual,"57,061,870","510,784,431","469,292,367","479,581,122","96,747,217","637,663,110","53,955,271","-4,795,533","46,920,373","262,787,074","14,219,734","-3,521,846","-5,428,310","20,563,749"
A272210,한화시스템,12,2013,Annual,"33,401,912","617,636,582","552,110,862","461,851,919","104,118,560","636,918,989","49,428,079","19,353,388","44,907,022","246,779,446","23,236,344","75,926,502","20,618,698","22,752,786"
A272210,한화시스템,12,2014,Annual,"79,673,584","678,376,780","601,933,436","497,302,628","106,161,800","684,095,606","46,159,129","21,639,842","50,456,725","272,306,461","34,902,652","65,289,534","25,986,619","34,626,816"
A272210,한화시스템,12,2015,Annual,"95,727,136","717,782,842","641,453,613","500,647,232","123,595,477","720,710,273","51,075,200","25,304,841","47,020,772","283,605,485","47,757,958","41,749,752","29,308,457","26,006,490"
A272210,한화시스템,12,2016,Annual,"103,765,830","860,500,284","783,176,162","542,348,346","130,732,257","796,621,483","52,725,483","24,478,022","52,418,420","327,266,234","66,984,471","6,275,579","24,905,702","33,385,112"
A272210,한화시스템,12,2017,Annual,"114,483,308","858,639,721","768,377,921","610,303,762","145,550,046","901,038,005","62,123,714","14,073,152","59,352,989","477,206,184","107,043,416","102,802,097","30,908,811","28,867,257"
A272210,한화시스템,12,2018,Annual,"202,844,615","1,121,416,107","977,849,227","1,067,565,693","219,223,061","1,899,879,540","377,605,620","41,243,093","98,772,007","870,914,040","207,991,487","113,046,865","44,794,873","49,373,994"
A272210,한화시스템,12,2019,Annual,"167,455,417","1,519,479,274","1,284,541,411","1,520,711,432","216,592,296","2,406,651,687","281,400,054","72,921,871","149,184,325","1,167,702,831","270,525,219","408,719,281","85,753,539","88,291,790"
A272210,한화시스템,12,2020,Annual,"155,910,931","1,631,867,960","1,384,509,864","1,677,782,677","215,962,176","2,702,028,309","363,887,889","103,954,739","148,183,949","1,357,821,870","300,059,003","179,642,320","99,174,146","98,735,036"
A272210,한화시스템,12,2021,Annual,"176,622,856","2,089,500,660","1,805,881,532","2,652,386,988","237,584,757","3,914,612,903","406,045,060","131,285,710","147,897,878","1,358,175,172","286,977,404","340,510,248","135,721,250","93,066,608"
A272210,한화시스템,12,2022,Annual,"198,029,124","2,187,405,670","1,932,111,384","2,208,441,762","256,265,196","4,152,100,072","372,593,684","28,545,981","161,614,396","1,605,605,039","299,465,709","324,355,167","93,679,890","97,153,011"
A035250,강원랜드,12,2011,Annual,"4,761,588","1,263,651,213","530,019,096","1,116,717,650","1,302,068,954","2,730,283,806","2,245,975","393,401,121","232,036,737","439,575,361","12,506,244","428,912,416","501,595,380","64,089,860"
A035250,강원랜드,12,2012,Annual,"5,691,294","1,292,896,121","639,097,544","1,117,338,850","1,334,113,267","2,915,385,756","1,200,611","296,503,993","237,009,158","516,757,053","15,468,100","458,412,852","416,789,419","68,067,278"
A035250,강원랜드,12,2013,Annual,"5,988,102","1,356,906,162","718,286,815","1,032,979,185","1,327,018,456","3,105,430,200","1,493,306","293,129,468","240,055,756","568,327,002","13,140,260","432,139,763","398,563,590","75,206,564"
A035250,강원랜드,12,2014,Annual,"5,090,995","1,492,291,312","713,323,703","1,349,601,870","1,284,798,892","3,380,461,682","1,204,918","363,815,729","252,649,920","619,817,290","44,469,374","516,728,788","526,317,689","73,160,811"
A035250,강원랜드,12,2015,Annual,"4,791,091","1,630,976,696","754,752,007","1,736,167,993","1,253,601,276","3,688,060,027","1,621,646","430,459,518","272,340,184","662,837,030","27,780,660","581,804,341","603,884,505","71,197,824"
A035250,강원랜드,12,2016,Annual,"4,197,475","1,694,575,212","782,103,726","1,799,026,863","1,254,129,261","3,975,979,890","1,309,513","454,998,593","287,586,132","717,426,075","5,815,752","600,686,651","624,885,355","72,586,626"
A035250,강원랜드,12,2017,Annual,"4,635,847","1,546,203,385","728,433,036","2,155,754,572","1,253,403,658","4,182,527,382","1,299,617","437,096,330","281,945,764","680,591,144","1,146,583","465,968,987","535,824,585","72,365,488"
A035250,강원랜드,12,2018,Annual,"9,729,375","1,436,042,435","727,185,671","1,749,493,012","1,299,058,388","4,229,630,541","1,143,581","297,320,114","274,005,027","635,168,405","8,009,603","366,067,885","434,851,737","64,744,639"
A035250,강원랜드,12,2019,Annual,"7,787,258","1,517,612,252","734,363,002","1,868,365,557","1,353,732,478","4,436,461,953","3,631,307","335,609,508","280,523,986","650,507,914","67,521,038","408,994,810","502,725,264","71,625,785"
A035250,강원랜드,12,2020,Annual,"2,066,505","477,474,858","544,368,814","1,486,092,360","1,338,245,520","3,635,973,900","2,156,382","-278,763,195","363,985,953","328,578,630","62,651,295","-657,703,238","-430,879,909","76,607,958"
A035250,강원랜드,12,2021,Annual,"3,338,553","787,377,362","726,762,188","1,643,029,365","1,293,737,680","3,817,618,525","3,401,037","-11,910,505","113,415,715","505,405,272","62,926,173","215,114,775","-52,800,541","78,902,948"
A035250,강원랜드,12,2022,Annual,"4,568,976","1,269,418,094","920,725,952","1,316,002,833","1,247,642,239","4,157,624,144","4,024,411","115,887,555","130,753,710","686,105,001","59,739,801","419,875,334","217,938,432","77,505,287"
A298040,효성중공업,12,2011,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2012,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2013,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2014,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2015,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2016,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2017,Annual,,,,,,,,,,,,,,
A298040,효성중공업,12,2018,Annual,"654,905,989","2,135,067,784","1,894,106,101","1,396,802,236","991,936,608","3,238,850,842","281,159,417","20,629,190","180,571,716","1,811,958,344","486,607,874","12,721,068","60,389,967","20,311,000"
A298040,효성중공업,12,2019,Annual,"548,458,310","3,110,979,031","2,784,438,282","1,280,572,887","981,852,427","3,186,012,396","259,461,042","11,919,974","214,560,024","1,451,819,329","790,262,900","112,317,588","111,980,725","44,257,000"
A298040,효성중공업,12,2020,Annual,"376,604,895","2,504,698,942","2,155,803,870","956,926,303","969,949,200","2,929,633,973","251,971,528","-1,104,578","288,435,804","1,330,490,311","652,238,512","340,162,737","60,459,268","41,596,000"
A298040,효성중공업,12,2021,Annual,"444,883,888","2,355,525,301","2,020,907,192","1,090,058,034","962,206,953","3,034,354,453","287,465,701","76,643,152","209,652,404","1,406,168,232","614,207,017","106,507,805","124,965,705","36,726,300"
A298040,효성중공업,12,2022,Annual,"552,878,156","2,589,772,104","2,265,105,519","1,524,705,804","948,347,439","3,486,219,180","438,656,504","50,430,363","199,290,864","1,719,065,381","672,482,003","-88,601,458","125,375,721","46,945,000"
A010620,HD현대미포,12,2011,Annual,"18,813,945","4,173,777,473","3,726,836,723","1,903,124,580","630,187,457","5,520,988,909","207,683,014","227,864,445","89,383,789","1,887,432,737","421,685,685","-582,849,845","357,556,961","40,458,172"
A010620,HD현대미포,12,2012,Annual,"65,614,908","4,003,284,825","3,797,214,375","1,525,474,748","626,793,541","5,032,466,338","171,343,310","112,136,728","94,996,525","1,438,598,663","399,437,201","-379,760,548","111,073,925","42,133,888"
A010620,HD현대미포,12,2013,Annual,"68,684,052","3,487,039,719","3,596,193,470","1,892,055,315","619,913,068","5,502,458,251","210,298,076","-187,912,610","96,672,047","1,948,360,030","382,387,471","43,314,434","-205,825,798","43,035,503"
A010620,HD현대미포,12,2014,Annual,"107,615,896","3,365,276,976","4,060,495,163","2,465,749,693","627,158,466","4,987,681,263","226,079,961","-695,284,413","137,155,043","3,077,230,148","98,797,119","-249,421,621","-832,373,230","43,540,000"
A010620,HD현대미포,12,2015,Annual,"247,592,000","3,701,784,128","3,566,773,049","2,197,580,776","605,310,872","4,621,284,378","215,658,693","25,923,462","94,361,816","2,280,139,853","651,918,248","-289,047,401","40,649,263","44,009,000"
A010620,HD현대미포,12,2016,Annual,"53,693,000","3,442,178,901","3,148,828,321","2,109,415,742","902,672,370","4,708,979,668","141,973,098","40,224,120","129,350,015","2,138,235,574","409,637,120","-208,726,179","164,000,565","28,605,000"
A010620,HD현대미포,12,2017,Annual,"207,599,656","2,441,346,314","2,280,901,966","2,336,011,627","923,829,350","3,758,029,548","59,416,980","426,461,627","78,858,736","1,479,802,211","53,127,134","-31,041,110","81,585,612","28,260,000"
A010620,HD현대미포,12,2018,Annual,"47,629,000","2,405,066,642","2,277,962,769","1,997,260,719","1,344,916,951","3,524,887,824","110,376,280","87,825,804","75,436,783","1,163,398,586","57,828,029","-98,569,313","51,667,090","32,217,000"
A010620,HD현대미포,12,2019,Annual,"97,268,000","2,999,488,385","2,851,099,458","1,889,219,369","1,347,240,861","3,392,554,837","99,687,370","43,103,306","90,886,346","1,055,004,056","16,236,609","-84,227,887","57,502,581","36,716,000"
A010620,HD현대미포,12,2020,Annual,"126,021,781","2,780,781,151","2,686,886,113","1,942,434,340","1,451,609,200","3,553,619,018","104,263,801","-31,072,186","87,315,575","1,198,176,099","32,144,621","234,829,699","6,579,463","39,353,000"
A010620,HD현대미포,12,2021,Annual,"26,166,553","2,857,835,280","2,995,494,940","2,158,881,358","1,451,586,427","3,857,973,375","198,966,885","-159,839,003","88,892,664","1,647,347,942","54,428,390","45,961,565","-226,552,324","40,438,000"
A010620,HD현대미포,12,2022,Annual,"60,514,718","3,695,797,868","3,701,687,311","2,945,101,886","1,478,451,683","4,780,699,254","253,733,470","-41,530,918","112,503,044","2,592,825,566","66,728,113","155,348,911","-118,392,487","43,323,000"
A000120,CJ대한통운,12,2011,Annual,"401,248,838","2,244,115,666","2,053,630,093","726,642,099","1,210,972,437","2,930,159,622","10,925,460","53,244,131","89,510,645","408,262,705","298,260,221","56,554,831","100,974,927","40,508,782"
A000120,CJ대한통운,12,2012,Annual,"372,958,297","2,492,867,467","2,294,604,184","583,532,321","1,338,583,896","2,970,388,011","10,104,936","71,864,394","95,002,621","449,180,846","230,155,772","50,446,800","103,260,662","45,461,477"
A000120,CJ대한통운,12,2013,Annual,"609,119,714","3,394,964,223","3,180,565,830","1,028,096,301","1,509,025,918","3,791,635,826","12,686,581","-48,276,239","183,062,091","589,926,743","964,870,641","-77,889,376","31,336,302","68,393,588"
A000120,CJ대한통운,12,2014,Annual,"673,591,068","4,078,826,078","3,732,353,781","980,868,167","1,473,540,315","3,712,040,089","7,488,506","32,274,424","237,896,809","488,659,499","971,138,984","210,723,090","108,575,488","88,457,831"
A000120,CJ대한통운,12,2015,Annual,"709,879,644","4,358,425,408","3,961,932,048","919,517,729","1,477,773,559","3,735,984,486","8,185,040","-12,371,267","278,674,585","979,248,278","476,247,049","209,062,092","117,818,775","90,048,363"
A000120,CJ대한통운,12,2016,Annual,"733,925,678","4,846,376,016","4,396,535,968","916,225,204","1,587,436,338","4,231,090,165","10,775,772","18,581,844","313,982,070","800,821,307","1,129,796,069","140,996,425","135,857,979","93,644,789"
A000120,CJ대한통운,12,2017,Annual,"800,848,431","5,188,812,538","4,708,821,305","948,626,573","1,906,255,008","4,703,104,042","11,129,211","35,214,865","339,113,788","1,093,442,041","1,311,508,396","273,266,181","140,877,445","98,397,934"
A000120,CJ대한통운,12,2018,Annual,"761,695,573","6,228,285,653","5,744,038,424","1,020,181,675","2,635,921,214","5,841,442,239","12,216,819","36,927,494","372,911,688","1,492,836,626","1,758,522,917","78,363,119","111,335,542","124,196,844"
A000120,CJ대한통운,12,2019,Annual,"735,112,526","6,596,274,009","6,043,795,102","1,068,736,251","2,767,790,774","6,664,692,967","14,201,567","-4,915,490","376,392,665","1,440,862,908","2,310,291,124","685,480,047","176,086,243","254,676,642"
A000120,CJ대한통운,12,2020,Annual,"795,873,811","6,936,119,891","6,285,131,046","1,244,520,931","2,734,823,632","7,220,688,411","11,933,781","95,549,086","432,246,409","1,748,181,098","2,206,665,268","373,111,797","218,742,437","299,205,630"
A000120,CJ대한통운,12,2021,Annual,"954,223,782","7,728,646,702","6,968,198,857","1,230,044,448","2,729,097,101","7,089,102,548","14,353,304","93,781,501","502,780,897","1,594,827,535","2,077,470,963","242,949,508","257,666,947","330,707,365"
A000120,CJ대한통운,12,2022,Annual,"982,801,310","8,214,653,866","7,405,883,313","1,876,858,993","2,791,920,611","7,825,113,458","20,928,753","200,576,209","546,047,168","2,389,398,678","2,008,965,118","485,405,489","262,723,385","366,282,962"
A004990,롯데지주,12,2011,Annual,"178,554,288","1,521,967,420","913,541,774","587,027,938","964,654,043","3,733,217,138","148,255,191","127,203,726","438,118,111","586,098,483","581,947,724","120,548,271","170,307,535","44,083,068"
A004990,롯데지주,12,2012,Annual,"184,611,437","1,524,226,498","930,954,434","527,761,952","960,243,130","3,852,362,097","158,708,477","102,925,069","462,266,832","241,144,527","827,309,207","78,794,252","131,005,232","48,633,250"
A004990,롯데지주,12,2013,Annual,"213,294,790","1,610,076,953","988,316,029","554,998,447","1,113,333,638","4,264,781,415","145,256,917","73,146,973","512,157,989","385,438,762","943,829,399","136,873,147","109,602,935","56,611,314"
A004990,롯데지주,12,2014,Annual,"245,604,649","1,704,596,944","1,053,495,068","473,039,376","1,154,694,755","3,903,504,556","164,628,938","27,540,104","544,878,501","461,703,742","766,085,822","75,984,485","106,223,375","67,101,643"
A004990,롯데지주,12,2015,Annual,"257,056,994","1,775,103,212","1,081,189,284","735,068,981","1,149,059,243","4,228,827,416","151,814,065","36,831,003","574,783,676","601,048,411","830,454,940","175,819,879","119,130,252","74,374,773"
A004990,롯데지주,12,2016,Annual,"274,027,977","1,766,907,887","1,081,448,100","605,255,177","1,137,103,734","3,848,518,300","166,988,785","30,594,086","583,751,592","558,384,828","671,717,272","91,313,225","101,708,195","76,527,639"
A004990,롯데지주,12,2017,Annual,"8,144,772","32,165,981",0,"67,374,735","15,180,560","6,187,084,323",0,"-20,822,520","35,812,197","863,113,636","378,769,070","-10,987,922","-3,646,216","1,400,000"
A004990,롯데지주,12,2018,Annual,"8,471,066","262,939,649",0,"1,316,774,971","12,293,080","9,156,136,129",0,"-629,299,356","142,131,453","2,956,885,786","932,380,184","116,183,391","120,808,196","7,436,000"
A004990,롯데지주,12,2019,Annual,"3,166,129","389,710,509",0,"351,285,363","21,839,554","7,796,179,618",0,"210,792,688","148,128,974","717,378,033","1,678,288,326","198,712,503","241,581,534","14,980,000"
A004990,롯데지주,12,2020,Annual,"518,316","290,497,522",0,"703,367,283","88,269,519","7,936,177,329",0,"-307,115,848","127,009,465","876,120,027","2,025,296,858","-197,598,323","163,488,057","16,543,000"
A004990,롯데지주,12,2021,Annual,"7,558,441","251,355,986",0,"697,263,662","195,404,230","8,304,048,991",0,"-36,358,246","139,283,659","1,036,639,353","2,338,443,811","118,927,753","112,072,328","15,162,000"
A004990,롯데지주,12,2022,Annual,"9,893,750","329,141,640",0,"932,800,680","180,761,826","9,274,644,344",0,"63,672,134","202,014,160","1,836,156,540","2,537,262,988","195,720,644","127,127,480","34,756,000"
A001450,현대해상,3,2011,Annual,,"9,319,291,236","2,966,715,154",,"482,459,820","17,571,242,382",,"392,755,694","1,659,666,403",,,"2,947,234,855","529,737,792","50,431,601"
A001450,현대해상,3,2012,Annual,,"10,183,658,108","2,733,527,777",,"537,625,859","20,887,874,640",,"351,906,885","1,943,011,231",,,"2,133,433,771","488,410,097","52,448,567"
A001450,현대해상,12,2013,Annual,,"8,070,201,988","2,328,043,433",,"561,717,020","23,334,546,678",,"191,515,704","1,480,421,530",,,"1,790,275,905","293,339,114","41,338,154"
