Symbol,Name,결산월,회계년,주기,총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),매출액(천원),매출채권(천원),매출원가(천원),재고자산(천원)
A001270,부국증권,12,2016,Annual,0.57,0.86,1.71,11.27,"107,045,074",,,
A001270,부국증권,12,2017,Annual,0.40,0.60,1.21,8.47,"131,903,628",,,
A001270,부국증권,12,2018,Annual,0.44,0.67,1.33,9.38,"113,492,859",,,
A001270,부국증권,12,2019,Annual,0.42,0.62,1.28,9.13,"116,685,490",,,
A001270,부국증권,12,2020,Annual,0.56,0.85,1.65,12.95,"205,599,267",,,
A001270,부국증권,12,2021,Annual,0.46,0.73,1.22,11.09,"235,143,149",,,
A001270,부국증권,12,2022,Annual,0.63,1.11,1.45,14.71,"184,555,986",,,
A194370,제이에스코퍼레이션,12,2011,Annual,2.10,5.91,3.25,127.55,"108,502,329","8,817,648","80,201,785","4,690,234"
A194370,제이에스코퍼레이션,12,2012,Annual,2.21,5.20,3.85,139.50,"112,422,599","6,134,873","83,078,481","6,536,706"
A194370,제이에스코퍼레이션,12,2013,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"104,900,875","11,481,709","75,722,279","4,484,461"
A194370,제이에스코퍼레이션,12,2014,Annual,1.78,3.61,3.49,168.45,"161,955,381","34,344,310","120,227,250","24,681,586"
A194370,제이에스코퍼레이션,12,2015,Annual,1.70,3.74,3.10,208.52,"240,294,265","32,603,972","180,551,354","24,583,846"
A194370,제이에스코퍼레이션,12,2016,Annual,1.05,3.63,1.48,150.61,"188,518,472","37,772,828","141,034,583","32,811,561"
A194370,제이에스코퍼레이션,12,2017,Annual,1.21,6.10,1.52,178.37,"236,280,602","31,753,007","184,987,437","38,629,112"
A194370,제이에스코퍼레이션,12,2018,Annual,1.08,6.03,1.32,154.20,"205,633,846","33,515,816","164,628,809","39,330,613"
A194370,제이에스코퍼레이션,12,2019,Annual,1.29,6.41,1.62,189.77,"253,067,075","26,260,079","204,876,582","43,731,731"
A194370,제이에스코퍼레이션,12,2020,Annual,1.14,2.02,2.62,302.06,"402,818,975","80,567,447","346,115,401","164,570,032"
A194370,제이에스코퍼레이션,12,2021,Annual,1.87,2.80,5.60,740.14,"987,023,678","114,194,163","830,746,843","194,209,120"
A194370,제이에스코퍼레이션,12,2022,Annual,1.80,3.10,4.26,731.18,"975,066,241","93,599,482","801,807,090","140,946,949"
A011810,STX,12,2011,Annual,1.05,1.53,3.37,43.40,"5,967,701,000","544,437,000","5,516,021,000","315,306,000"
A011810,STX,12,2012,Annual,0.95,1.42,2.85,32.39,"4,876,761,000","580,242,000","5,211,023,000","182,590,000"
A011810,STX,12,2013,Annual,0.76,0.89,4.86,15.88,"2,421,184,000","254,054,000","3,061,002,000","94,076,000"
A011810,STX,12,2014,Annual,1.26,1.08,완전잠식,14.30,"1,634,606,000","231,173,000","1,513,363,000","207,648,000"
A011810,STX,12,2015,Annual,1.29,1.38,19.65,21.80,"1,630,827,000","157,786,000","1,586,081,000","316,312,000"
A011810,STX,12,2016,Annual,1.74,1.54,완전잠식,17.80,"1,720,153,000","100,780,000","1,635,394,000","226,131,000"
A011810,STX,12,2017,Annual,2.70,2.22,완전잠식,21.69,"1,803,878,000","105,729,000","1,718,572,000","181,620,000"
A011810,STX,12,2018,Annual,2.54,2.80,28.20,30.94,"1,502,985,000","128,870,000","1,483,048,000","129,417,000"
A011810,STX,12,2019,Annual,2.63,2.95,24.33,29.68,"1,463,714,000","140,880,000","1,417,134,000","118,778,000"
A011810,STX,12,2020,Annual,1.61,1.86,11.90,19.78,"975,567,000","145,397,000","935,285,000","102,015,000"
A011810,STX,12,2021,Annual,1.39,1.69,8.04,15.31,"925,509,000","181,467,000","870,164,000","111,881,000"
A011810,STX,12,2022,Annual,1.37,1.63,8.65,13.59,"972,571,000","256,567,000","949,474,000","91,873,000"
A037710,광주신세계,12,2011,Annual,0.62,3.19,0.77,27.45,"219,613,514","5,261,643","80,698,060","4,949,450"
A037710,광주신세계,12,2012,Annual,0.53,3.06,0.64,26.73,"213,803,173","6,260,642","76,996,157","4,638,113"
A037710,광주신세계,12,2013,Annual,0.38,1.30,0.54,25.83,"206,606,675","4,682,024","73,016,518","4,415,826"
A037710,광주신세계,12,2014,Annual,0.31,0.91,0.48,25.60,"204,820,461","4,540,143","71,460,629","4,715,758"
A037710,광주신세계,12,2015,Annual,0.31,1.10,0.44,25.67,"205,331,892","4,531,732","67,952,823","5,113,086"
A037710,광주신세계,12,2016,Annual,0.32,1.45,0.41,26.30,"210,423,594","7,622,771","69,014,284","5,458,472"
A037710,광주신세계,12,2017,Annual,0.21,1.37,0.24,16.86,"134,915,460","8,587,797","16,202,850","5,384,423"
A037710,광주신세계,12,2018,Annual,0.20,1.79,0.23,16.90,"135,213,362","9,425,035","17,733,154","2,621,451"
A037710,광주신세계,12,2019,Annual,0.21,1.86,0.24,19.36,"154,879,496","7,917,451","18,569,711","2,790,527"
A037710,광주신세계,12,2020,Annual,0.19,1.66,0.22,18.44,"147,508,454","6,466,508","15,955,627","2,890,898"
A037710,광주신세계,12,2021,Annual,0.21,1.76,0.24,21.25,"169,971,621","9,898,805","15,264,091","2,339,234"
A037710,광주신세계,12,2022,Annual,0.21,1.61,0.24,23.11,"184,873,955","12,510,308","15,461,937","2,948,988"
A092230,KPX홀딩스,12,2011,Annual,1.13,4.82,1.48,57.60,"1,216,607,734","176,263,308","1,112,381,981","95,705,457"
A092230,KPX홀딩스,12,2012,Annual,1.12,4.22,1.52,62.44,"1,319,019,169","185,882,462","1,213,111,331","99,601,423"
A092230,KPX홀딩스,12,2013,Annual,0.87,3.18,1.21,49.81,"1,052,059,178","171,827,614","960,414,330","103,604,750"
A092230,KPX홀딩스,12,2014,Annual,0.95,3.59,1.29,52.39,"1,106,720,002","151,585,207","992,174,145","103,882,166"
A092230,KPX홀딩스,12,2015,Annual,0.87,3.57,1.15,48.00,"1,013,970,585","145,129,110","900,790,705","111,097,340"
A092230,KPX홀딩스,12,2016,Annual,0.59,2.55,0.76,32.97,"696,522,626","161,499,203","596,165,927","101,547,256"
A092230,KPX홀딩스,12,2017,Annual,0.55,2.53,0.71,35.66,"753,325,552","158,926,826","665,652,981","106,472,603"
A092230,KPX홀딩스,12,2018,Annual,0.70,3.34,0.88,48.40,"1,022,420,005","156,435,841","917,244,094","105,028,801"
A092230,KPX홀딩스,12,2019,Annual,0.68,3.48,0.84,46.05,"972,702,906","152,597,868","833,255,030","93,083,112"
A092230,KPX홀딩스,12,2020,Annual,0.61,3.03,0.76,45.12,"953,179,618","157,162,422","792,513,012","78,697,231"
A092230,KPX홀딩스,12,2021,Annual,0.71,3.07,0.92,58.64,"1,238,702,230","182,229,949","1,081,990,098","128,314,934"
A092230,KPX홀딩스,12,2022,Annual,0.68,2.77,0.91,58.72,"1,240,447,445","169,773,324","1,054,334,144","127,745,528"
A002810,삼영무역,12,2011,Annual,1.20,5.14,1.56,35.08,"280,605,135","75,624,620","258,930,022","16,239,880"
A002810,삼영무역,12,2012,Annual,1.12,5.73,1.39,33.82,"274,500,419","69,784,500","255,928,420","15,881,464"
A002810,삼영무역,12,2013,Annual,1.02,5.79,1.23,32.35,"266,373,614","66,950,022","248,569,314","19,574,643"
A002810,삼영무역,12,2014,Annual,0.93,5.30,1.12,32.13,"264,551,133","61,693,475","245,619,268","17,027,407"
A002810,삼영무역,12,2015,Annual,0.75,4.87,0.89,27.33,"225,029,375","52,252,335","207,872,056","10,415,756"
A002810,삼영무역,12,2016,Annual,0.70,4.99,0.82,27.20,"223,951,934","58,100,374","204,256,528","10,938,806"
A002810,삼영무역,12,2017,Annual,0.74,5.12,0.87,31.51,"259,408,652","66,283,883","234,759,823","13,104,937"
A002810,삼영무역,12,2018,Annual,0.72,5.13,0.84,32.70,"269,261,481","56,923,995","248,482,220","15,435,135"
A002810,삼영무역,12,2019,Annual,0.61,3.24,0.75,32.19,"274,243,608","78,890,188","248,266,251","33,400,110"
A002810,삼영무역,12,2020,Annual,0.75,3.43,0.96,43.51,"392,435,848","79,149,254","344,696,268","35,726,473"
A002810,삼영무역,12,2021,Annual,0.84,4.12,1.05,50.58,"467,033,282","100,327,562","416,121,182","45,598,169"
A002810,삼영무역,12,2022,Annual,0.82,4.34,1.01,53.34,"492,512,781","103,193,641","442,710,058","39,827,150"
A213500,한솔제지,12,2011,Annual,,,,,,,,
A213500,한솔제지,12,2012,Annual,,,,,,,,
A213500,한솔제지,12,2013,Annual,,,,,,,,
A213500,한솔제지,12,2014,Annual,,,,,,,,
A213500,한솔제지,12,2015,Annual,,,,,"1,511,653,095","181,831,543","1,209,761,375","199,825,305"
A213500,한솔제지,12,2016,Annual,1.07,1.49,3.83,16.69,"1,530,538,822","196,661,120","1,188,220,355","194,446,558"
A213500,한솔제지,12,2017,Annual,1.02,1.48,3.23,14.58,"1,601,421,215","237,847,218","1,325,397,439","259,858,450"
A213500,한솔제지,12,2018,Annual,1.12,1.65,3.49,16.61,"1,976,605,140","254,191,516","1,621,566,170","322,475,639"
A213500,한솔제지,12,2019,Annual,0.95,1.44,2.80,14.11,"1,679,131,140","235,402,791","1,376,656,277","299,695,528"
A213500,한솔제지,12,2020,Annual,0.87,1.35,2.42,12.69,"1,509,871,173","192,481,708","1,209,186,946","292,382,049"
A213500,한솔제지,12,2021,Annual,1.01,1.59,2.79,15.41,"1,834,223,977","246,438,401","1,473,044,883","323,168,955"
A213500,한솔제지,12,2022,Annual,1.20,1.84,3.46,20.65,"2,457,952,594","345,322,697","1,885,486,537","459,513,689"
A016590,신대양제지,12,2011,Annual,1.00,2.25,1.79,21.98,"394,569,405","60,341,192","348,100,533","32,101,566"
A016590,신대양제지,12,2012,Annual,0.88,2.10,1.50,20.12,"361,199,678","44,756,178","290,613,300","22,323,079"
A016590,신대양제지,12,2013,Annual,0.85,2.42,1.31,18.83,"338,016,025","47,630,910","293,144,529","22,690,810"
A016590,신대양제지,12,2014,Annual,0.82,2.51,1.22,18.03,"327,026,155","41,413,600","272,718,223","22,680,963"
A016590,신대양제지,12,2015,Annual,0.62,1.92,0.91,12.70,"239,263,097","40,781,484","211,062,190","19,242,214"
A016590,신대양제지,12,2016,Annual,0.68,2.30,0.97,13.05,"252,519,997","40,293,358","224,888,155","16,142,394"
A016590,신대양제지,12,2017,Annual,0.94,2.51,1.51,25.97,"512,805,673","107,511,772","448,256,439","41,715,229"
A016590,신대양제지,12,2018,Annual,0.96,2.58,1.54,35.21,"709,355,685","91,806,026","524,695,375","40,005,235"
A016590,신대양제지,12,2019,Annual,0.85,2.97,1.20,32.10,"646,815,209","83,742,752","482,585,824","33,828,253"
A016590,신대양제지,12,2020,Annual,0.77,3.01,1.04,30.24,"609,205,004","82,046,129","474,578,135","26,130,645"
A016590,신대양제지,12,2021,Annual,0.82,3.18,1.11,33.83,"681,565,905","91,113,334","556,241,096","68,949,290"
A016590,신대양제지,12,2022,Annual,0.78,3.03,1.05,33.57,"676,402,224","90,676,240","555,730,075","51,733,706"
A293480,하나제약,12,2011,Annual,0.95,1.25,3.99,31.26,"80,491,850","22,677,199","31,745,741","18,261,217"
A293480,하나제약,12,2012,Annual,0.90,1.11,4.73,28.76,"74,065,139","14,326,875","34,321,032","14,246,317"
A293480,하나제약,12,2013,Annual,1.02,1.43,3.58,31.69,"81,610,994","17,549,535","37,403,866","14,928,113"
A293480,하나제약,12,2014,Annual,1.06,1.56,3.30,34.57,"89,027,850","18,670,769","41,617,777","15,607,588"
A293480,하나제약,12,2015,Annual,1.24,1.88,3.60,34.69,"108,942,199","25,453,563","37,452,887","14,385,792"
A293480,하나제약,12,2016,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"124,534,999","34,398,526","40,622,785","18,026,634"
A293480,하나제약,12,2017,Annual,1.09,2.33,2.04,25.49,"139,331,266","37,524,972","44,953,699","19,269,934"
A293480,하나제약,12,2018,Annual,0.80,3.14,1.07,21.59,"152,832,774","36,499,767","50,925,879","22,006,039"
A293480,하나제약,12,2019,Annual,0.66,4.17,0.78,20.54,"166,346,999","36,217,392","56,149,783","26,886,025"
A293480,하나제약,12,2020,Annual,0.66,4.08,0.78,21.89,"177,305,504","37,661,593","63,282,627","30,729,940"
A293480,하나제약,12,2021,Annual,0.68,4.10,0.81,23.13,"196,406,571","35,250,988","65,588,671","40,692,719"
A293480,하나제약,12,2022,Annual,0.65,3.26,0.81,23.73,"210,844,992","35,675,123","79,605,020","41,403,566"
A008350,남선알미늄,12,2011,Annual,1.29,1.71,5.15,5.93,"302,410,988","78,676,599","276,133,992","22,590,739"
A008350,남선알미늄,12,2012,Annual,1.24,1.71,4.55,5.59,"308,547,177","83,899,753","284,355,379","17,668,291"
A008350,남선알미늄,12,2013,Annual,1.49,2.07,5.35,6.40,"353,378,515","85,357,631","312,433,867","18,214,824"
A008350,남선알미늄,12,2014,Annual,1.43,2.14,4.31,6.18,"341,293,036","79,298,199","302,411,503","21,400,097"
A008350,남선알미늄,12,2015,Annual,1.33,2.09,3.68,6.34,"350,317,585","80,419,787","306,350,886","46,255,223"
A008350,남선알미늄,12,2016,Annual,1.41,2.33,3.55,7.25,"400,734,305","81,245,139","353,698,454","42,702,810"
A008350,남선알미늄,12,2017,Annual,1.41,2.69,2.96,7.25,"400,667,879","81,561,048","356,395,361","24,433,168"
A008350,남선알미늄,12,2018,Annual,1.18,2.57,2.20,6.30,"347,834,921","71,222,270","312,961,290","16,883,921"
A008350,남선알미늄,12,2019,Annual,1.09,2.59,1.87,5.88,"324,782,177","56,581,136","289,895,888","16,737,678"
A008350,남선알미늄,12,2020,Annual,0.91,2.42,1.46,4.86,"268,474,786","49,854,568","249,346,330","23,897,461"
A008350,남선알미늄,12,2021,Annual,0.71,2.05,1.08,4.17,"230,343,537","38,160,768","215,964,618","36,558,856"
A008350,남선알미늄,12,2022,Annual,0.68,2.39,0.94,4.26,"255,740,300","36,690,082","237,667,972","33,145,082"
A015360,예스코홀딩스,12,2011,Annual,1.07,1.96,2.38,47.50,"1,424,969,178","273,893,936","1,300,469,052","133,538,853"
A015360,예스코홀딩스,12,2012,Annual,1.08,2.00,2.33,47.93,"1,437,948,391","322,264,093","1,320,155,674","132,949,261"
A015360,예스코홀딩스,12,2013,Annual,1.08,2.01,2.34,49.07,"1,472,129,315","295,572,459","1,358,295,515","130,008,405"
A015360,예스코홀딩스,12,2014,Annual,1.03,1.95,2.19,46.38,"1,391,334,170","314,288,372","1,284,864,390","130,349,003"
A015360,예스코홀딩스,12,2015,Annual,0.92,1.81,1.87,40.02,"1,200,695,485","225,289,034","1,078,975,767","128,967,015"
A015360,예스코홀딩스,12,2016,Annual,0.82,1.71,1.59,35.04,"1,051,315,418","227,891,393","922,847,570","7,256,235"
A015360,예스코홀딩스,12,2017,Annual,0.82,1.65,1.63,37.17,"1,115,181,077","258,218,231","978,640,110","6,087,262"
A015360,예스코홀딩스,12,2018,Annual,0.76,1.37,1.69,36.51,"1,095,366,215","217,090,713","947,938,177","20,325,213"
A015360,예스코홀딩스,12,2019,Annual,0.74,1.23,1.83,36.94,"1,108,191,971","194,953,308","962,002,705","17,513,226"
A015360,예스코홀딩스,12,2020,Annual,0.71,1.11,1.95,36.71,"1,101,425,077","221,414,488","953,650,287","208,398,726"
A015360,예스코홀딩스,12,2021,Annual,0.86,1.34,2.45,43.00,"1,290,005,562","183,405,286","1,087,177,785","122,435,453"
A015360,예스코홀딩스,12,2022,Annual,1.01,1.58,2.79,49.01,"1,470,167,011","366,527,340","1,323,561,342","48,400,886"
A298000,효성화학,12,2011,Annual,,,,,,,,
A298000,효성화학,12,2012,Annual,,,,,,,,
A298000,효성화학,12,2013,Annual,,,,,,,,
A298000,효성화학,12,2014,Annual,,,,,,,,
A298000,효성화학,12,2015,Annual,,,,,,,,
A298000,효성화학,12,2016,Annual,,,,,,,,
A298000,효성화학,12,2017,Annual,,,,,,,,
A298000,효성화학,12,2018,Annual,,,,,"1,116,772,144","172,682,280","1,002,169,251","125,294,525"
A298000,효성화학,12,2019,Annual,0.98,1.25,4.41,113.63,"1,812,470,396","143,002,647","1,568,884,841","127,510,171"
A298000,효성화학,12,2020,Annual,0.81,1.00,4.24,113.93,"1,817,189,980","174,068,573","1,664,136,962","143,161,586"
A298000,효성화학,12,2021,Annual,0.92,1.10,5.65,157.99,"2,519,965,285","214,738,481","2,282,689,201","392,367,988"
A298000,효성화학,12,2022,Annual,0.93,1.03,9.53,180.47,"2,878,558,181","248,158,000","3,108,714,474","353,083,000"
A102260,동성케미컬,12,2011,Annual,0.98,1.71,2.31,24.97,"582,112,775","88,807,331","509,336,654","59,591,582"
A102260,동성케미컬,12,2012,Annual,1.00,1.73,2.34,25.38,"654,021,296","108,855,895","546,835,126","125,604,901"
A102260,동성케미컬,12,2013,Annual,1.13,2.02,2.56,26.34,"823,409,697","135,867,781","706,293,035","107,827,768"
A102260,동성케미컬,12,2014,Annual,1.17,2.18,2.53,25.40,"905,441,155","158,048,775","772,929,478","108,681,599"
A102260,동성케미컬,12,2015,Annual,1.08,2.09,2.24,21.34,"871,224,899","140,016,050","718,164,252","116,363,952"
A102260,동성케미컬,12,2016,Annual,1.02,2.04,2.03,18.77,"852,912,858","149,437,474","697,126,952","113,750,633"
A102260,동성케미컬,12,2017,Annual,0.96,1.91,1.93,18.21,"827,336,387","133,758,421","735,222,486","82,916,851"
A102260,동성케미컬,12,2018,Annual,0.98,1.93,1.99,17.89,"813,073,125","119,825,239","718,053,309","99,347,893"
A102260,동성케미컬,12,2019,Annual,1.02,2.02,2.07,18.70,"849,786,144","112,069,446","701,871,558","132,544,017"
A102260,동성케미컬,12,2020,Annual,1.05,2.15,2.04,19.32,"864,009,868","91,067,287","699,021,890","121,463,401"
A102260,동성케미컬,12,2021,Annual,1.15,2.53,2.09,19.77,"925,978,520","132,374,539","788,827,449","159,996,107"
A102260,동성케미컬,12,2022,Annual,1.33,2.95,2.41,22.94,"1,140,123,620","132,100,899","994,564,100","201,503,707"
A130660,한전산업,12,2011,Annual,2.00,3.89,4.11,16.59,"270,495,404","35,401,604","230,757,055","123,369"
A130660,한전산업,12,2012,Annual,1.64,2.92,3.75,15.61,"254,371,650","31,322,410","221,687,672","801,494"
A130660,한전산업,12,2013,Annual,1.72,2.98,4.06,18.07,"294,588,057","38,647,477","259,425,235","872,709"
A130660,한전산업,12,2014,Annual,1.95,3.14,5.15,20.56,"335,068,623","47,378,745","303,643,580","2,350,463"
A130660,한전산업,12,2015,Annual,2.14,3.40,5.81,20.39,"332,293,744","46,391,528","285,645,315","1,719,094"
A130660,한전산업,12,2016,Annual,2.13,3.80,4.85,19.02,"310,023,227","37,860,410","276,381,537","1,422,703"
A130660,한전산업,12,2017,Annual,2.24,4.09,4.93,20.74,"337,995,937","47,391,378","298,343,253","2,023,174"
A130660,한전산업,12,2018,Annual,1.73,3.37,3.57,16.11,"262,536,525","40,129,788","229,359,238","1,437,602"
A130660,한전산업,12,2019,Annual,1.84,3.75,3.60,17.76,"289,566,645","50,027,145","250,598,000","2,234,044"
A130660,한전산업,12,2020,Annual,1.99,4.07,3.91,20.20,"329,309,887","47,729,907","287,305,043",0
A130660,한전산업,12,2021,Annual,1.96,4.05,3.81,19.70,"321,065,449","41,641,136","285,333,989","13,016"
A130660,한전산업,12,2022,Annual,2.16,4.95,3.82,21.23,"346,042,225","40,486,586","302,857,212","839,425"
A004360,세방,12,2011,Annual,0.87,2.41,1.37,66.50,"764,646,218","149,645,136","691,626,732","36,720,056"
A004360,세방,12,2012,Annual,0.79,2.33,1.20,62.44,"717,999,370","135,446,555","649,510,025","1,486,897"
A004360,세방,12,2013,Annual,0.72,2.37,1.03,56.22,"646,453,571","102,727,631","603,857,290","893,893"
A004360,세방,12,2014,Annual,0.74,2.84,1.01,57.85,"665,187,719","123,342,731","595,874,580","783,488"
A004360,세방,12,2015,Annual,0.74,3.21,0.96,57.91,"665,864,126","118,442,906","598,274,436","731,310"
A004360,세방,12,2016,Annual,0.70,3.33,0.88,56.44,"649,012,217","115,448,810","583,260,880","1,178,730"
A004360,세방,12,2017,Annual,0.70,3.64,0.87,57.93,"666,130,126","108,322,365","608,110,293","1,191,252"
A004360,세방,12,2018,Annual,0.67,3.72,0.82,56.67,"651,682,250","99,088,987","591,888,735","1,156,479"
A004360,세방,12,2019,Annual,0.69,3.13,0.88,62.90,"723,284,022","116,224,317","652,561,251","7,967,253"
A004360,세방,12,2020,Annual,0.74,2.80,1.00,73.24,"842,238,653","119,848,301","766,433,448","1,237,965"
A004360,세방,12,2021,Annual,0.88,3.21,1.21,91.98,"1,057,709,412","162,821,716","963,938,196","7,835,950"
A004360,세방,12,2022,Annual,1.02,4.13,1.36,112.21,"1,290,350,586","153,474,558","1,168,176,899","3,961,093"
A005720,넥센,12,2011,Annual,0.57,1.44,0.94,18.50,"281,033,576","47,756,263","240,775,423","38,906,089"
A005720,넥센,12,2012,Annual,0.56,1.76,0.82,16.44,"348,693,604","49,556,922","232,348,549","34,756,760"
A005720,넥센,12,2013,Annual,0.50,1.96,0.68,13.94,"379,858,452","50,903,990","264,046,885","33,740,637"
A005720,넥센,12,2014,Annual,0.44,1.90,0.57,13.01,"354,340,603","43,316,880","233,765,860","25,716,177"
A005720,넥센,12,2015,Annual,0.36,1.81,0.44,11.24,"306,141,351","42,359,630","187,846,972","23,112,963"
A005720,넥센,12,2016,Annual,0.35,2.09,0.42,11.80,"321,408,358","45,366,337","179,098,637","23,785,757"
A005720,넥센,12,2017,Annual,0.31,1.97,0.36,11.25,"314,030,027","60,949,258","205,618,490","24,690,619"
A005720,넥센,12,2018,Annual,0.55,1.29,0.97,47.60,"1,360,025,189","412,180,550","998,361,049","333,069,045"
A005720,넥센,12,2019,Annual,0.58,1.15,1.17,80.19,"2,291,341,654","386,507,909","1,621,747,837","408,595,106"
A005720,넥센,12,2020,Annual,0.47,0.93,0.96,68.90,"1,968,536,373","393,113,877","1,471,040,971","370,441,206"
A005720,넥센,12,2021,Annual,0.55,1.03,1.16,84.13,"2,403,881,271","460,580,823","1,895,177,665","535,132,915"
A005720,넥센,12,2022,Annual,0.65,1.19,1.41,105.14,"3,003,950,006","445,228,860","2,498,971,425","683,018,273"
A071840,롯데하이마트,12,2011,Annual,1.26,2.27,2.81,31.94,"3,410,556,442","31,105,394","2,551,395,289","225,876,914"
A071840,롯데하이마트,12,2012,Annual,1.20,2.61,2.22,27.29,"3,221,139,239","54,056,891","2,420,115,153","252,195,756"
A071840,롯데하이마트,12,2013,Annual,1.31,3.07,2.29,29.81,"3,519,060,026","75,840,110","2,638,908,290","339,728,654"
A071840,롯데하이마트,12,2014,Annual,1.36,3.34,2.29,31.81,"3,754,294,610","51,965,364","2,827,640,319","357,113,479"
A071840,롯데하이마트,12,2015,Annual,1.37,3.52,2.25,33.01,"3,896,136,546","52,875,559","2,932,665,232","416,222,561"
A071840,롯데하이마트,12,2016,Annual,1.33,3.53,2.14,33.37,"3,939,442,418","78,875,497","2,926,068,536","461,863,751"
A071840,롯데하이마트,12,2017,Annual,1.32,3.58,2.09,34.73,"4,099,341,306","90,435,451","3,038,178,084","477,954,219"
A071840,롯데하이마트,12,2018,Annual,1.30,3.68,2.01,34.84,"4,112,678,443","90,507,015","3,039,772,536","499,263,442"
A071840,롯데하이마트,12,2019,Annual,1.29,3.59,2.02,34.11,"4,026,463,939","92,446,068","3,025,763,350","532,113,660"
A071840,롯데하이마트,12,2020,Annual,1.26,3.11,2.11,34.33,"4,051,729,086","75,022,584","3,045,271,833","494,196,392"
A071840,롯데하이마트,12,2021,Annual,1.23,3.05,2.06,32.78,"3,869,748,651","72,079,189","2,937,029,993","522,032,309"
A071840,롯데하이마트,12,2022,Annual,1.23,2.92,2.14,28.27,"3,336,820,851","63,188,276","2,578,115,558","471,390,152"
A007860,서연,12,2011,Annual,1.39,2.29,3.51,69.66,"1,372,835,026","354,943,080","1,243,539,523","105,099,582"
A007860,서연,12,2012,Annual,1.63,2.57,4.46,109.99,"2,167,695,412","378,159,067","1,933,324,147","137,181,627"
A007860,서연,12,2013,Annual,1.62,2.53,4.51,137.77,"2,715,101,903","520,398,077","2,328,990,267","152,515,147"
A007860,서연,12,2014,Annual,0.94,1.51,2.53,127.31,"1,970,181,387","626,013,041","1,722,628,431","181,592,262"
A007860,서연,12,2015,Annual,1.26,2.05,3.28,272.69,"3,065,762,345","613,750,639","2,713,171,639","196,236,231"
A007860,서연,12,2016,Annual,1.15,1.83,3.11,277.46,"3,188,334,590","649,050,872","2,844,748,646","238,676,471"
A007860,서연,12,2017,Annual,1.02,1.61,2.81,248.15,"2,913,241,966","468,639,831","2,699,937,043","222,098,363"
A007860,서연,12,2018,Annual,0.76,1.18,2.13,177.04,"2,078,438,700","635,557,206","1,870,370,264","245,380,374"
A007860,서연,12,2019,Annual,0.90,1.40,2.51,187.62,"2,202,639,858","411,651,134","1,957,447,920","125,482,904"
A007860,서연,12,2020,Annual,1.02,1.64,2.74,190.57,"2,237,268,523","391,866,480","1,962,049,013","141,898,054"
A007860,서연,12,2021,Annual,1.16,1.94,2.86,211.19,"2,479,315,039","388,671,086","2,138,126,223","147,159,037"
A007860,서연,12,2022,Annual,1.46,2.55,3.40,276.97,"3,251,548,682","510,916,904","2,747,059,780","195,736,572"
A002900,TYM,12,2011,Annual,1.05,1.90,2.33,10.46,"341,941,919","74,514,682","266,207,131","87,312,494"
A002900,TYM,12,2012,Annual,1.10,1.93,2.57,11.22,"366,717,705","82,969,889","293,414,338","85,320,203"
A002900,TYM,12,2013,Annual,1.11,1.90,2.64,11.43,"373,614,362","91,097,346","291,429,302","73,844,999"
A002900,TYM,12,2014,Annual,0.95,1.57,2.43,10.01,"327,397,415","95,957,227","273,915,323","79,497,095"
A002900,TYM,12,2015,Annual,1.03,1.65,2.76,10.93,"357,489,527","95,250,401","289,000,129","78,306,501"
A002900,TYM,12,2016,Annual,0.79,1.12,2.73,10.98,"358,859,369","149,992,064","288,489,923","152,853,976"
A002900,TYM,12,2017,Annual,0.96,1.23,4.37,16.16,"528,335,206","142,621,750","427,876,648","145,265,834"
A002900,TYM,12,2018,Annual,1.06,1.30,5.54,18.04,"589,909,835","127,453,696","501,230,646","170,073,144"
A002900,TYM,12,2019,Annual,1.02,1.29,4.91,12.90,"617,355,468","113,304,126","516,364,473","195,317,315"
A002900,TYM,12,2020,Annual,1.11,1.47,4.49,10.93,"713,300,783","101,241,082","588,230,054","178,200,466"
A002900,TYM,12,2021,Annual,1.23,1.78,4.01,11.75,"841,455,916","102,181,832","683,798,315","253,099,803"
A002900,TYM,12,2022,Annual,1.57,2.57,4.00,15.35,"1,166,138,767","131,815,475","892,256,933","287,945,336"
A011760,현대코퍼레이션,12,2011,Annual,2.95,3.51,18.70,48.80,"5,448,881,801","750,308,648","5,310,449,937","261,608,494"
A011760,현대코퍼레이션,12,2012,Annual,2.74,3.42,13.74,48.98,"5,468,422,848","782,218,623","5,333,444,826","200,995,941"
A011760,현대코퍼레이션,12,2013,Annual,2.80,3.87,10.12,45.52,"5,082,501,673","629,438,126","4,959,485,464","210,435,239"
A011760,현대코퍼레이션,12,2014,Annual,2.89,4.42,8.35,47.16,"5,264,867,952","773,620,594","5,157,413,257","267,359,107"
A011760,현대코퍼레이션,12,2015,Annual,2.48,3.75,7.37,47.94,"4,261,900,488","516,946,067","4,156,305,881","341,181,676"
A011760,현대코퍼레이션,12,2016,Annual,2.36,3.40,7.71,53.80,"3,558,767,403","563,603,275","3,452,133,242","286,993,968"
A011760,현대코퍼레이션,12,2017,Annual,3.11,4.36,10.82,65.10,"4,305,955,496","516,237,605","4,196,020,636","239,509,235"
