Symbol,Name,결산월,회계년,주기,총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),매출액(천원),매출채권(천원),매출원가(천원),재고자산(천원)
A352820,하이브,12,2019,Annual,2.07,3.82,4.50,730.47,"587,224,478","94,607,697","385,686,888","12,971,590"
A352820,하이브,12,2020,Annual,0.70,1.74,1.16,85.41,"796,283,397","112,304,729","421,538,126","61,961,013"
A352820,하이브,12,2021,Annual,0.38,0.98,0.61,65.26,"1,255,926,483","168,191,932","632,927,367","83,184,815"
A352820,하이브,12,2022,Annual,0.37,0.94,0.61,85.90,"1,776,153,957","218,380,145","933,514,576","79,181,815"
A267260,HD현대일렉트릭,12,2011,Annual,,,,,,,,
A267260,HD현대일렉트릭,12,2012,Annual,,,,,,,,
A267260,HD현대일렉트릭,12,2013,Annual,,,,,,,,
A267260,HD현대일렉트릭,12,2014,Annual,,,,,,,,
A267260,HD현대일렉트릭,12,2015,Annual,,,,,,,,
A267260,HD현대일렉트릭,12,2016,Annual,,,,,,,,
A267260,HD현대일렉트릭,12,2017,Annual,,,,,"1,449,573,280","828,990,652","1,254,561,884","357,615,112"
A267260,HD현대일렉트릭,12,2018,Annual,0.88,1.53,2.05,25.40,"1,940,412,136","622,466,990","1,787,659,456","424,705,402"
A267260,HD현대일렉트릭,12,2019,Annual,0.77,1.17,2.28,12.56,"1,771,133,588","469,857,246","1,617,777,085","390,771,146"
A267260,HD현대일렉트릭,12,2020,Annual,0.80,1.15,2.63,10.05,"1,811,344,734","376,292,328","1,501,167,514","358,593,899"
A267260,HD현대일렉트릭,12,2021,Annual,0.80,1.14,2.73,10.02,"1,805,991,747","443,243,450","1,570,865,259","357,079,097"
A267260,HD현대일렉트릭,12,2022,Annual,0.91,1.33,2.85,11.68,"2,104,499,487","471,599,548","1,768,194,218","627,806,183"
A047050,포스코인터내셔널,12,2011,Annual,2.45,3.14,11.30,38.11,"19,457,178,592","3,130,754,000","18,451,194,314","1,231,710,299"
A047050,포스코인터내셔널,12,2012,Annual,2.12,2.82,8.45,31.92,"17,320,124,605","2,881,640,000","16,362,544,818","766,844,977"
A047050,포스코인터내셔널,12,2013,Annual,2.17,3.02,7.74,30.05,"17,108,578,034","3,382,354,000","16,164,217,603","799,901,397"
A047050,포스코인터내셔널,12,2014,Annual,2.32,3.14,8.86,35.84,"20,407,753,120","3,975,588,853","19,169,548,022","1,037,054,579"
A047050,포스코인터내셔널,12,2015,Annual,2.02,2.78,7.31,30.78,"17,526,906,326","3,056,036,548","16,237,950,430","770,544,072"
A047050,포스코인터내셔널,12,2016,Annual,2.02,2.89,6.70,28.96,"16,492,090,197","3,363,433,749","15,356,214,659","766,575,445"
A047050,포스코인터내셔널,12,2017,Annual,2.59,3.73,8.43,38.06,"22,571,653,747","3,412,437,397","21,263,108,998","1,108,833,132"
A047050,포스코인터내셔널,12,2018,Annual,2.64,3.78,8.77,40.81,"25,173,939,721","4,088,034,305","24,199,883,770","1,330,664,421"
A047050,포스코인터내셔널,12,2019,Annual,2.59,3.79,8.23,39.59,"24,422,574,846","3,231,221,452","23,297,980,546","1,111,858,683"
A047050,포스코인터내셔널,12,2020,Annual,2.48,3.88,6.92,34.81,"21,472,386,358","2,593,993,121","20,547,321,165","929,405,905"
A047050,포스코인터내셔널,12,2021,Annual,3.56,5.46,10.17,55.03,"33,948,864,785","4,046,656,049","32,814,145,555","1,904,178,951"
A047050,포스코인터내셔널,12,2022,Annual,3.26,4.94,9.61,61.58,"37,989,588,330","3,480,039,393","36,421,950,442","1,758,238,610"
A450080,에코프로머티,12,2011,Annual,,,,,,,,
A450080,에코프로머티,12,2012,Annual,,,,,,,,
A450080,에코프로머티,12,2013,Annual,,,,,,,,
A450080,에코프로머티,12,2014,Annual,,,,,,,,
A450080,에코프로머티,12,2015,Annual,,,,,,,,
A450080,에코프로머티,12,2016,Annual,,,,,,,,
A450080,에코프로머티,12,2017,Annual,,,,,0,0,0,"2,050,456"
A450080,에코프로머티,12,2018,Annual,0.84,1.51,1.89,4.25,"56,927,709","5,928,625","57,130,419","15,508,801"
A450080,에코프로머티,12,2019,Annual,1.09,1.43,4.55,9.90,"132,713,467","4,990,792","124,282,832","57,717,768"
A450080,에코프로머티,12,2020,Annual,1.14,1.84,3.01,11.30,"216,667,107","11,361,143","198,073,065","52,066,948"
A450080,에코프로머티,12,2021,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"342,888,306","33,319,009","316,519,984","87,962,964"
A450080,에코프로머티,12,2022,Annual,1.32,2.13,3.48,27.45,"665,248,279","74,601,922","609,978,608","173,926,011"
A009540,HD한국조선해양,12,2011,Annual,1.12,1.74,3.14,141.35,"53,711,665,784","4,698,691,000","46,784,445,382","6,478,092,980"
A009540,HD한국조선해양,12,2012,Annual,1.12,1.79,2.98,144.67,"54,973,701,392","5,139,284,000","50,320,497,869","6,191,140,271"
A009540,HD한국조선해양,12,2013,Annual,1.06,1.67,2.87,142.60,"54,188,096,316","5,478,387,787","50,932,984,966","6,129,287,249"
A009540,HD한국조선해양,12,2014,Annual,0.99,1.49,2.96,138.91,"52,787,283,421","4,032,093,017","53,528,698,470","5,785,367,300"
A009540,HD한국조선해양,12,2015,Annual,0.90,1.31,2.89,121.89,"46,317,640,151","4,266,104,233","44,814,940,955","4,466,387,289"
A009540,HD한국조선해양,12,2016,Annual,0.45,0.68,1.34,58.69,"22,300,438,167","4,304,807,888","20,329,443,875","3,879,525,758"
A009540,HD한국조선해양,12,2017,Annual,0.39,0.63,1.03,46.64,"15,468,835,510","1,436,330,070","14,434,935,998","845,360,005"
A009540,HD한국조선해양,12,2018,Annual,0.48,0.89,1.03,41.31,"13,161,045,950","1,149,374,313","12,763,180,484","1,009,063,255"
A009540,HD한국조선해양,12,2019,Annual,0.61,1.28,1.17,42.90,"15,182,553,166","1,192,685,621","14,191,186,947","1,318,325,637"
A009540,HD한국조선해양,12,2020,Annual,0.59,1.19,1.18,42.12,"14,903,657,734","838,770,219","14,159,004,629","1,252,994,979"
A009540,HD한국조선해양,12,2021,Annual,0.59,1.12,1.25,43.78,"15,493,381,773","835,910,983","16,010,119,587","1,554,136,717"
A009540,HD한국조선해양,12,2022,Annual,0.61,1.07,1.40,48.89,"17,302,020,185","672,301,269","16,935,580,632","2,203,316,626"
A042660,한화오션,12,2011,Annual,0.86,1.14,3.40,14.41,"13,863,375,851",0,"12,301,993,927","752,127,124"
A042660,한화오션,12,2012,Annual,0.85,1.13,3.33,14.08,"13,543,536,273","317,812,000","12,889,979,876","1,198,198,771"
A042660,한화오션,12,2013,Annual,0.90,1.14,4.29,15.16,"14,584,829,821","437,910,222","14,607,078,738","1,181,813,162"
A042660,한화오션,12,2014,Annual,0.90,1.05,6.28,16.18,"15,561,557,691","302,381,353","15,431,519,080","2,019,225,464"
A042660,한화오션,12,2015,Annual,0.84,0.91,11.67,13.23,"15,443,611,051","459,383,483","17,019,177,495","2,014,005,065"
A042660,한화오션,12,2016,Annual,0.76,0.78,20.06,15.04,"12,819,220,834","303,161,953","13,449,556,684","1,071,061,945"
A042660,한화오션,12,2017,Annual,0.84,0.97,6.08,25.49,"11,101,818,030","399,817,538","9,557,731,175","743,358,871"
A042660,한화오션,12,2018,Annual,0.83,1.17,2.82,17.87,"9,644,383,547","657,314,654","8,892,718,091","1,345,634,251"
A042660,한화오션,12,2019,Annual,0.72,1.07,2.20,15.45,"8,358,744,819","343,669,201","7,889,790,147","1,159,031,230"
A042660,한화오션,12,2020,Annual,0.65,1.01,1.84,12.99,"7,030,175,197","582,598,813","6,634,249,126","963,311,053"
A042660,한화오션,12,2021,Annual,0.43,0.60,1.47,8.29,"4,486,585,681","256,614,592","6,033,692,328","1,139,095,854"
A042660,한화오션,12,2022,Annual,0.43,0.49,3.28,8.98,"4,860,150,250","323,867,921","6,207,032,529","2,202,075,920"
A003490,대한항공,12,2011,Annual,0.58,0.67,4.05,33.39,"12,245,708,753","943,820,607","10,524,979,138","435,348,280"
A003490,대한항공,12,2012,Annual,0.54,0.62,4.35,33.65,"12,341,790,090","840,119,320","11,011,325,498","493,644,459"
A003490,대한항공,12,2013,Annual,0.52,0.59,4.20,35.60,"11,848,707,841","639,295,734","10,753,625,694","464,301,625"
A003490,대한항공,12,2014,Annual,0.51,0.57,4.82,39.84,"11,909,748,648","606,881,120","10,389,544,233","430,179,896"
A003490,대한항공,12,2015,Annual,0.48,0.54,4.91,34.53,"11,544,831,301","571,057,363","9,517,396,914","490,647,755"
A003490,대한항공,12,2016,Annual,0.49,0.54,5.37,31.73,"11,731,852,589","607,104,914","9,435,221,360","564,705,037"
A003490,대한항공,12,2017,Annual,0.50,0.56,4.30,28.47,"12,092,211,498","636,036,208","9,991,152,334","682,687,132"
A003490,대한항공,12,2018,Annual,0.52,0.60,3.76,27.12,"13,011,645,224","705,753,984","10,963,967,584","918,205,873"
A003490,대한항공,12,2019,Annual,0.47,0.53,4.17,25.81,"12,384,263,747","701,607,042","10,935,888,944","712,925,078"
A003490,대한항공,12,2020,Annual,0.29,0.33,2.50,11.22,"7,610,530,916","675,099,994","6,850,104,202","551,195,375"
A003490,대한항공,12,2021,Annual,0.35,0.43,1.77,6.88,"9,016,824,640","959,940,734","6,912,047,064","597,063,639"
A003490,대한항공,12,2022,Annual,0.51,0.71,1.74,7.85,"14,096,094,819","958,224,414","10,245,440,431","730,074,502"
A161390,한국타이어앤테크놀로지,12,2011,Annual,,,,,,,,
A161390,한국타이어앤테크놀로지,12,2012,Annual,,,,,"2,317,223,404","1,052,183,209","1,561,773,167","1,391,723,116"
A161390,한국타이어앤테크놀로지,12,2013,Annual,0.95,1.81,1.98,114.13,"7,069,237,653","1,057,214,638","4,710,850,601","1,472,464,615"
A161390,한국타이어앤테크놀로지,12,2014,Annual,0.83,1.75,1.58,107.86,"6,680,847,701","1,070,793,182","4,280,800,825","1,446,023,588"
A161390,한국타이어앤테크놀로지,12,2015,Annual,0.72,1.58,1.33,103.78,"6,428,172,502","1,000,602,332","4,084,045,633","1,430,323,118"
A161390,한국타이어앤테크놀로지,12,2016,Annual,0.69,1.65,1.19,106.91,"6,621,762,292","1,058,369,627","4,045,028,258","1,436,307,176"
A161390,한국타이어앤테크놀로지,12,2017,Annual,0.71,2.00,1.10,110.00,"6,812,857,982","1,157,746,639","4,492,383,668","1,494,391,162"
A161390,한국타이어앤테크놀로지,12,2018,Annual,0.70,2.21,1.03,109.71,"6,795,088,816","1,225,997,611","4,691,443,619","1,598,471,564"
A161390,한국타이어앤테크놀로지,12,2019,Annual,0.69,2.30,0.98,111.13,"6,883,268,577","1,257,025,698","4,961,117,131","1,725,393,475"
A161390,한국타이어앤테크놀로지,12,2020,Annual,0.62,2.07,0.88,104.19,"6,453,071,785","1,211,167,806","4,550,059,850","1,562,764,801"
A161390,한국타이어앤테크놀로지,12,2021,Annual,0.64,2.12,0.92,115.30,"7,141,136,828","1,395,341,861","5,193,837,390","1,896,588,732"
A161390,한국타이어앤테크놀로지,12,2022,Annual,0.69,2.33,0.98,135.53,"8,394,203,037","1,623,344,006","6,291,656,294","2,449,545,168"
A010140,삼성중공업,12,2011,Annual,0.76,1.01,3.05,11.60,"13,391,764,073","534,508,036","11,628,385,019","540,402,633"
A010140,삼성중공업,12,2012,Annual,0.88,1.25,2.92,12.55,"14,489,473,629","536,333,681","12,554,345,285","699,224,303"
A010140,삼성중공업,12,2013,Annual,0.87,1.29,2.67,12.84,"14,834,500,942","468,425,575","13,037,656,340","841,635,451"
A010140,삼성중공업,12,2014,Annual,0.75,1.11,2.26,11.15,"12,879,061,899","766,105,470","12,116,358,003","1,168,817,779"
A010140,삼성중공업,12,2015,Annual,0.56,0.79,1.97,8.41,"9,714,441,844","350,650,287","10,676,057,968","1,449,045,285"
A010140,삼성중공업,12,2016,Annual,0.60,0.87,1.98,6.71,"10,414,188,640","389,247,494","9,939,108,514","1,226,085,740"
A010140,삼성중공업,12,2017,Annual,0.51,0.83,1.31,4.05,"7,901,235,155","344,452,534","8,051,664,381","1,216,760,485"
A010140,삼성중공업,12,2018,Annual,0.37,0.68,0.84,2.06,"5,265,119,547","508,283,713","5,269,265,689","1,481,796,425"
A010140,삼성중공업,12,2019,Annual,0.53,0.93,1.23,2.33,"7,349,656,036","200,977,706","7,288,385,520","2,339,638,675"
A010140,삼성중공업,12,2020,Annual,0.52,0.78,1.53,2.18,"6,860,317,643","259,334,721","7,325,859,346","1,820,639,685"
A010140,삼성중공업,12,2021,Annual,0.53,0.77,1.69,3.29,"6,622,001,487","113,674,373","7,387,663,491","1,487,633,548"
A010140,삼성중공업,12,2022,Annual,0.45,0.63,1.55,6.75,"5,944,667,452","700,822,390","6,406,887,410","1,573,509,692"
A090430,아모레퍼시픽,12,2011,Annual,0.96,3.94,1.28,74.03,"2,554,722,780","152,434,947","774,623,273","225,802,737"
A090430,아모레퍼시픽,12,2012,Annual,0.98,4.19,1.27,82.57,"2,849,462,499","170,180,022","847,204,206","267,432,831"
A090430,아모레퍼시픽,12,2013,Annual,0.96,4.09,1.26,89.85,"3,100,413,236","197,428,214","911,806,525","282,760,617"
A090430,아모레퍼시픽,12,2014,Annual,1.07,4.28,1.42,112.26,"3,874,007,758","196,682,415","1,028,190,573","304,872,731"
A090430,아모레퍼시픽,12,2015,Annual,1.15,4.66,1.53,138.13,"4,766,627,213","279,858,927","1,169,406,019","323,938,060"
A090430,아모레퍼시픽,12,2016,Annual,1.17,4.79,1.55,163.60,"5,645,440,161","294,456,000","1,424,760,833","409,865,746"
A090430,아모레퍼시픽,12,2017,Annual,0.97,4.12,1.27,148.48,"5,123,825,882","324,664,570","1,379,726,028","374,759,016"
A090430,아모레퍼시픽,12,2018,Annual,0.98,4.97,1.22,152.94,"5,277,844,562","286,688,932","1,434,875,631","403,304,777"
A090430,아모레퍼시픽,12,2019,Annual,0.98,4.62,1.25,161.71,"5,580,142,193","365,884,446","1,500,515,578","452,589,072"
A090430,아모레퍼시픽,12,2020,Annual,0.76,3.25,0.99,128.44,"4,432,179,039","283,769,804","1,265,398,065","414,482,961"
A090430,아모레퍼시픽,12,2021,Annual,0.82,3.73,1.06,140.89,"4,863,128,497","295,769,466","1,362,639,202","493,223,643"
A090430,아모레퍼시픽,12,2022,Annual,0.69,3.45,0.87,119.77,"4,134,932,512","285,104,515","1,337,512,407","408,934,397"
A326030,SK바이오팜,12,2011,Annual,,,,,"37,631,486","14,123,377","27,398,834","14,197,711"
A326030,SK바이오팜,12,2012,Annual,0.24,2.69,0.26,2.59,"51,798,063","15,738,505","37,670,623","11,922,998"
A326030,SK바이오팜,12,2013,Annual,0.32,2.76,0.36,3.02,"60,454,791","17,517,805","44,396,377","12,919,253"
A326030,SK바이오팜,12,2014,Annual,0.35,3.34,0.40,3.22,"72,440,821","19,500,456","46,580,360","16,456,074"
A326030,SK바이오팜,12,2015,Annual,0.32,2.66,0.36,2.86,"71,416,702","8,921,872","45,692,070","21,314,066"
A326030,SK바이오팜,12,2016,Annual,0.45,2.32,0.55,3.60,"89,927,545","1,793,507","78,853,360","929,341"
A326030,SK바이오팜,12,2017,Annual,0.00,0.00,0.00,0.00,0,"14,474,894",0,"864,500"
A326030,SK바이오팜,12,2018,Annual,0.01,0.02,0.02,0.04,"1,098,738",0,0,"162,283"
A326030,SK바이오팜,12,2019,Annual,1.06,1.31,5.43,3.81,"123,852,416","189,433","514,197","6,733,329"
A326030,SK바이오팜,12,2020,Annual,0.08,0.19,0.14,0.73,"25,999,027","8,562,754","1,974,010","23,039,787"
A326030,SK바이오팜,12,2021,Annual,0.73,2.61,1.02,10.69,"418,644,529","55,883,295","22,335,994","51,933,442"
A326030,SK바이오팜,12,2022,Annual,0.38,0.90,0.65,6.29,"246,179,120","63,505,933","37,768,134","90,919,904"
A005830,DB손해보험,3,2011,Annual,0.68,0.79,5.09,302.02,"8,979,845,646",,"3,052,993,785",
A005830,DB손해보험,3,2012,Annual,0.50,0.56,4.28,321.89,"9,627,251,324",,"2,691,959,945",
A005830,DB손해보험,12,2013,Annual,0.35,0.39,3.50,293.26,"8,547,607,520",,"2,446,525,688",
A005830,DB손해보험,12,2014,Annual,0.44,0.49,4.48,408.44,"11,837,105,536",,"3,276,437,454",
A005830,DB손해보험,12,2015,Annual,0.43,0.47,4.22,450.74,"12,635,915,955",,"3,201,501,116",
A005830,DB손해보험,12,2016,Annual,0.40,0.45,4.11,482.12,"13,242,171,667",,"3,029,303,169",
A005830,DB손해보험,12,2017,Annual,0.38,0.42,3.89,504.39,"13,571,668,576",,"2,569,040,831",
A005830,DB손해보험,12,2018,Annual,0.35,0.39,3.45,493.07,"13,694,903,919",,"2,037,324,169",
A005830,DB손해보험,12,2019,Annual,0.35,0.39,3.27,527.57,"14,398,431,205",,"2,362,107,081",
A005830,DB손해보험,12,2020,Annual,0.35,0.39,3.18,568.10,"15,456,134,293",,"2,233,670,429",
A005830,DB손해보험,12,2021,Annual,0.33,0.37,3.16,589.85,"16,389,460,152",,"2,259,700,559",
A005830,DB손해보험,12,2022,Annual,0.31,0.37,2.01,534.80,"13,961,857,227",,0,
A022100,포스코DX,12,2011,Annual,1.46,2.22,4.31,14.69,"1,006,448,074","310,430,328","889,068,398","8,876,048"
A022100,포스코DX,12,2012,Annual,1.40,2.01,4.55,16.47,"1,128,387,879","395,955,796","1,000,245,786","11,877,121"
