Symbol,Name,결산월,회계년,주기,총부채(천원)
A138930,BNK금융지주,12,2021,Annual,"118,063,851,120"
A138930,BNK금융지주,12,2022,Annual,"126,142,724,246"
A383220,F&F,12,2011,Annual,
A383220,F&F,12,2012,Annual,
A383220,F&F,12,2013,Annual,
A383220,F&F,12,2014,Annual,
A383220,F&F,12,2015,Annual,
A383220,F&F,12,2016,Annual,
A383220,F&F,12,2017,Annual,
A383220,F&F,12,2018,Annual,
A383220,F&F,12,2019,Annual,
A383220,F&F,12,2020,Annual,
A383220,F&F,12,2021,Annual,"599,071,743"
A383220,F&F,12,2022,Annual,"627,006,737"
A175330,JB금융지주,12,2011,Annual,
A175330,JB금융지주,12,2012,Annual,
A175330,JB금융지주,12,2013,Annual,"15,245,032,000"
A175330,JB금융지주,12,2014,Annual,"33,227,983,000"
A175330,JB금융지주,12,2015,Annual,"37,132,437,000"
A175330,JB금융지주,12,2016,Annual,"42,835,112,000"
A175330,JB금융지주,12,2017,Annual,"44,507,275,000"
A175330,JB금융지주,12,2018,Annual,"43,321,527,000"
A175330,JB금융지주,12,2019,Annual,"43,709,786,000"
A175330,JB금융지주,12,2020,Annual,"49,346,603,000"
A175330,JB금융지주,12,2021,Annual,"52,068,950,000"
A175330,JB금융지주,12,2022,Annual,"55,065,152,000"
A081660,휠라홀딩스,12,2011,Annual,"540,816,388"
A081660,휠라홀딩스,12,2012,Annual,"462,698,084"
A081660,휠라홀딩스,12,2013,Annual,"479,349,504"
A081660,휠라홀딩스,12,2014,Annual,"475,018,605"
A081660,휠라홀딩스,12,2015,Annual,"499,829,701"
A081660,휠라홀딩스,12,2016,Annual,"2,082,752,073"
A081660,휠라홀딩스,12,2017,Annual,"1,844,594,261"
A081660,휠라홀딩스,12,2018,Annual,"1,797,845,632"
A081660,휠라홀딩스,12,2019,Annual,"1,969,305,511"
A081660,휠라홀딩스,12,2020,Annual,"1,901,113,442"
A081660,휠라홀딩스,12,2021,Annual,"1,982,367,579"
A081660,휠라홀딩스,12,2022,Annual,"2,247,238,043"
A002790,아모레G,12,2011,Annual,"897,272,880"
A002790,아모레G,12,2012,Annual,"881,741,740"
A002790,아모레G,12,2013,Annual,"1,012,909,273"
A002790,아모레G,12,2014,Annual,"1,176,359,787"
A002790,아모레G,12,2015,Annual,"1,260,164,895"
A002790,아모레G,12,2016,Annual,"1,521,516,893"
A002790,아모레G,12,2017,Annual,"1,403,262,409"
A002790,아모레G,12,2018,Annual,"1,144,904,368"
A002790,아모레G,12,2019,Annual,"1,801,246,304"
A002790,아모레G,12,2020,Annual,"1,516,700,822"
A002790,아모레G,12,2021,Annual,"1,562,518,154"
A002790,아모레G,12,2022,Annual,"1,117,500,460"
A112610,씨에스윈드,12,2011,Annual,"231,368,507"
A112610,씨에스윈드,12,2012,Annual,"165,146,674"
A112610,씨에스윈드,12,2013,Annual,"131,345,868"
A112610,씨에스윈드,12,2014,Annual,"73,437,362"
A112610,씨에스윈드,12,2015,Annual,"66,308,111"
A112610,씨에스윈드,12,2016,Annual,"87,057,692"
A112610,씨에스윈드,12,2017,Annual,"86,058,342"
A112610,씨에스윈드,12,2018,Annual,"287,876,392"
A112610,씨에스윈드,12,2019,Annual,"365,772,481"
A112610,씨에스윈드,12,2020,Annual,"437,128,952"
A112610,씨에스윈드,12,2021,Annual,"827,324,537"
A112610,씨에스윈드,12,2022,Annual,"856,500,062"
A012750,에스원,12,2011,Annual,"296,645,472"
A012750,에스원,12,2012,Annual,"291,163,958"
A012750,에스원,12,2013,Annual,"310,574,829"
A012750,에스원,12,2014,Annual,"544,328,447"
A012750,에스원,12,2015,Annual,"414,070,537"
A012750,에스원,12,2016,Annual,"360,431,279"
A012750,에스원,12,2017,Annual,"373,699,477"
A012750,에스원,12,2018,Annual,"420,536,578"
A012750,에스원,12,2019,Annual,"467,353,241"
A012750,에스원,12,2020,Annual,"522,505,041"
A012750,에스원,12,2021,Annual,"530,076,698"
A012750,에스원,12,2022,Annual,"552,669,333"
A008770,호텔신라,12,2011,Annual,"783,847,880"
A008770,호텔신라,12,2012,Annual,"858,430,951"
A008770,호텔신라,12,2013,Annual,"1,033,516,999"
A008770,호텔신라,12,2014,Annual,"1,177,480,185"
A008770,호텔신라,12,2015,Annual,"1,432,755,896"
A008770,호텔신라,12,2016,Annual,"1,379,414,318"
A008770,호텔신라,12,2017,Annual,"1,551,038,976"
A008770,호텔신라,12,2018,Annual,"1,538,678,672"
A008770,호텔신라,12,2019,Annual,"2,607,739,513"
A008770,호텔신라,12,2020,Annual,"2,269,886,508"
A008770,호텔신라,12,2021,Annual,"2,079,545,237"
A008770,호텔신라,12,2022,Annual,"2,398,761,038"
A088350,한화생명,3,2011,Annual,"62,589,540,403"
A088350,한화생명,3,2012,Annual,"70,825,528,207"
A088350,한화생명,12,2013,Annual,"75,385,018,908"
A088350,한화생명,12,2014,Annual,"83,474,053,176"
A088350,한화생명,12,2015,Annual,"90,887,425,920"
A088350,한화생명,12,2016,Annual,"110,221,971,198"
A088350,한화생명,12,2017,Annual,"115,756,369,618"
A088350,한화생명,12,2018,Annual,"120,654,793,750"
A088350,한화생명,12,2019,Annual,"127,856,811,928"
A088350,한화생명,12,2020,Annual,"135,620,149,659"
A088350,한화생명,12,2021,Annual,"150,171,792,113"
A088350,한화생명,12,2022,Annual,"126,615,799,733"
A036460,한국가스공사,12,2011,Annual,"27,971,442,576"
A036460,한국가스공사,12,2012,Annual,"32,252,753,251"
A036460,한국가스공사,12,2013,Annual,"34,733,596,500"
A036460,한국가스공사,12,2014,Annual,"37,047,646,954"
A036460,한국가스공사,12,2015,Annual,"32,328,396,264"
A036460,한국가스공사,12,2016,Annual,"30,568,978,417"
A036460,한국가스공사,12,2017,Annual,"28,999,025,482"
A036460,한국가스공사,12,2018,Annual,"31,191,707,143"
A036460,한국가스공사,12,2019,Annual,"31,165,333,775"
A036460,한국가스공사,12,2020,Annual,"28,174,619,094"
A036460,한국가스공사,12,2021,Annual,"34,550,566,518"
A036460,한국가스공사,12,2022,Annual,"52,014,242,784"
A052690,한전기술,12,2011,Annual,"360,264,379"
A052690,한전기술,12,2012,Annual,"435,913,441"
A052690,한전기술,12,2013,Annual,"378,453,713"
A052690,한전기술,12,2014,Annual,"370,481,943"
A052690,한전기술,12,2015,Annual,"438,370,663"
A052690,한전기술,12,2016,Annual,"364,787,028"
A052690,한전기술,12,2017,Annual,"305,134,372"
A052690,한전기술,12,2018,Annual,"310,099,879"
A052690,한전기술,12,2019,Annual,"242,994,111"
A052690,한전기술,12,2020,Annual,"201,216,889"
A052690,한전기술,12,2021,Annual,"192,058,364"
A052690,한전기술,12,2022,Annual,"273,089,488"
A004370,농심,12,2011,Annual,"751,041,558"
A004370,농심,12,2012,Annual,"691,971,586"
A004370,농심,12,2013,Annual,"698,717,861"
A004370,농심,12,2014,Annual,"670,659,167"
A004370,농심,12,2015,Annual,"772,235,674"
A004370,농심,12,2016,Annual,"678,899,069"
A004370,농심,12,2017,Annual,"608,800,458"
A004370,농심,12,2018,Annual,"634,536,236"
A004370,농심,12,2019,Annual,"712,306,478"
A004370,농심,12,2020,Annual,"676,564,197"
A004370,농심,12,2021,Annual,"699,140,508"
A004370,농심,12,2022,Annual,"719,378,357"
A014680,한솔케미칼,12,2011,Annual,"169,571,366"
A014680,한솔케미칼,12,2012,Annual,"177,084,903"
A014680,한솔케미칼,12,2013,Annual,"229,519,400"
A014680,한솔케미칼,12,2014,Annual,"261,121,484"
A014680,한솔케미칼,12,2015,Annual,"274,266,949"
A014680,한솔케미칼,12,2016,Annual,"358,592,061"
A014680,한솔케미칼,12,2017,Annual,"332,458,107"
A014680,한솔케미칼,12,2018,Annual,"344,490,922"
A014680,한솔케미칼,12,2019,Annual,"418,640,473"
A014680,한솔케미칼,12,2020,Annual,"376,929,964"
A014680,한솔케미칼,12,2021,Annual,"429,305,068"
A014680,한솔케미칼,12,2022,Annual,"400,814,014"
A028670,팬오션,12,2011,Annual,"4,587,581,000"
A028670,팬오션,12,2012,Annual,"5,371,242,000"
A028670,팬오션,12,2013,Annual,"4,639,215,000"
A028670,팬오션,12,2014,Annual,"3,135,349,000"
A028670,팬오션,12,2015,Annual,"1,882,845,000"
A028670,팬오션,12,2016,Annual,"1,764,786,000"
A028670,팬오션,12,2017,Annual,"1,484,610,000"
A028670,팬오션,12,2018,Annual,"1,459,059,000"
A028670,팬오션,12,2019,Annual,"1,554,646,000"
A028670,팬오션,12,2020,Annual,"1,852,675,000"
A028670,팬오션,12,2021,Annual,"2,891,942,000"
A028670,팬오션,12,2022,Annual,"3,056,338,000"
A030000,제일기획,12,2011,Annual,"1,092,773,740"
A030000,제일기획,12,2012,Annual,"1,295,541,955"
A030000,제일기획,12,2013,Annual,"1,035,970,749"
A030000,제일기획,12,2014,Annual,"961,162,282"
A030000,제일기획,12,2015,Annual,"1,066,521,926"
A030000,제일기획,12,2016,Annual,"1,375,147,032"
A030000,제일기획,12,2017,Annual,"1,382,305,189"
A030000,제일기획,12,2018,Annual,"1,279,285,333"
A030000,제일기획,12,2019,Annual,"1,295,951,762"
A030000,제일기획,12,2020,Annual,"1,226,934,683"
A030000,제일기획,12,2021,Annual,"1,414,844,027"
A030000,제일기획,12,2022,Annual,"1,530,015,562"
A002380,KCC,12,2011,Annual,"2,316,788,751"
A002380,KCC,12,2012,Annual,"1,862,087,730"
A002380,KCC,12,2013,Annual,"1,958,474,227"
A002380,KCC,12,2014,Annual,"2,425,226,276"
A002380,KCC,12,2015,Annual,"2,799,757,667"
A002380,KCC,12,2016,Annual,"3,195,442,999"
A002380,KCC,12,2017,Annual,"3,677,520,040"
A002380,KCC,12,2018,Annual,"3,224,071,784"
A002380,KCC,12,2019,Annual,"4,928,994,647"
A002380,KCC,12,2020,Annual,"7,101,577,326"
A002380,KCC,12,2021,Annual,"7,502,796,337"
A002380,KCC,12,2022,Annual,"7,567,347,802"
A020150,롯데에너지머티리얼즈,12,2011,Annual,"115,138,950"
A020150,롯데에너지머티리얼즈,12,2012,Annual,"198,755,550"
A020150,롯데에너지머티리얼즈,12,2013,Annual,"295,365,361"
A020150,롯데에너지머티리얼즈,12,2014,Annual,"303,408,658"
A020150,롯데에너지머티리얼즈,12,2015,Annual,"203,867,037"
A020150,롯데에너지머티리얼즈,12,2016,Annual,"96,065,926"
A020150,롯데에너지머티리얼즈,12,2017,Annual,"119,854,073"
A020150,롯데에너지머티리얼즈,12,2018,Annual,"163,793,214"
A020150,롯데에너지머티리얼즈,12,2019,Annual,"221,477,150"
A020150,롯데에너지머티리얼즈,12,2020,Annual,"227,381,589"
A020150,롯데에너지머티리얼즈,12,2021,Annual,"404,284,925"
A020150,롯데에너지머티리얼즈,12,2022,Annual,"440,193,361"
A282330,BGF리테일,12,2011,Annual,
A282330,BGF리테일,12,2012,Annual,
A282330,BGF리테일,12,2013,Annual,
A282330,BGF리테일,12,2014,Annual,
A282330,BGF리테일,12,2015,Annual,
A282330,BGF리테일,12,2016,Annual,
A282330,BGF리테일,12,2017,Annual,"888,705,327"
A282330,BGF리테일,12,2018,Annual,"960,905,507"
A282330,BGF리테일,12,2019,Annual,"1,549,815,138"
A282330,BGF리테일,12,2020,Annual,"1,674,341,688"
A282330,BGF리테일,12,2021,Annual,"1,787,059,387"
A282330,BGF리테일,12,2022,Annual,"1,983,607,628"
A000880,한화,12,2011,Annual,"9,970,895,877"
A000880,한화,12,2012,Annual,"93,499,691,134"
A000880,한화,12,2013,Annual,"102,546,653,536"
A000880,한화,12,2014,Annual,"111,569,023,847"
A000880,한화,12,2015,Annual,"131,976,049,000"
A000880,한화,12,2016,Annual,"140,643,102,000"
A000880,한화,12,2017,Annual,"144,230,232,000"
A000880,한화,12,2018,Annual,"152,595,542,000"
A000880,한화,12,2019,Annual,"164,022,207,000"
A000880,한화,12,2020,Annual,"173,460,629,000"
A000880,한화,12,2021,Annual,"181,483,049,000"
A000880,한화,12,2022,Annual,"163,801,018,000"
A007070,GS리테일,12,2011,Annual,"1,559,426,947"
A007070,GS리테일,12,2012,Annual,"1,389,360,063"
A007070,GS리테일,12,2013,Annual,"1,265,470,315"
A007070,GS리테일,12,2014,Annual,"1,238,543,453"
A007070,GS리테일,12,2015,Annual,"2,576,478,489"
A007070,GS리테일,12,2016,Annual,"2,363,836,827"
A007070,GS리테일,12,2017,Annual,"2,698,930,353"
A007070,GS리테일,12,2018,Annual,"2,640,531,613"
A007070,GS리테일,12,2019,Annual,"4,482,562,635"
A007070,GS리테일,12,2020,Annual,"4,510,588,585"
A007070,GS리테일,12,2021,Annual,"5,041,586,938"
A007070,GS리테일,12,2022,Annual,"5,412,417,745"
A023530,롯데쇼핑,12,2011,Annual,"18,382,114,821"
A023530,롯데쇼핑,12,2012,Annual,"21,138,720,057"
A023530,롯데쇼핑,12,2013,Annual,"22,047,323,324"
A023530,롯데쇼핑,12,2014,Annual,"22,528,449,105"
A023530,롯데쇼핑,12,2015,Annual,"23,605,524,180"
A023530,롯데쇼핑,12,2016,Annual,"24,651,864,607"
A023530,롯데쇼핑,12,2017,Annual,"14,597,135,457"
A023530,롯데쇼핑,12,2018,Annual,"13,831,935,993"
A023530,롯데쇼핑,12,2019,Annual,"22,181,607,403"
A023530,롯데쇼핑,12,2020,Annual,"21,740,641,629"
A023530,롯데쇼핑,12,2021,Annual,"21,629,527,142"
A023530,롯데쇼핑,12,2022,Annual,"20,668,459,087"
A073240,금호타이어,12,2011,Annual,"4,355,033,544"
A073240,금호타이어,12,2012,Annual,"3,850,889,041"
A073240,금호타이어,12,2013,Annual,"3,595,732,034"
A073240,금호타이어,12,2014,Annual,"3,478,669,825"
A073240,금호타이어,12,2015,Annual,"3,959,180,233"
A073240,금호타이어,12,2016,Annual,"3,981,338,983"
A073240,금호타이어,12,2017,Annual,"3,614,563,297"
A073240,금호타이어,12,2018,Annual,"2,879,661,518"
A073240,금호타이어,12,2019,Annual,"2,636,829,376"
A073240,금호타이어,12,2020,Annual,"2,678,607,274"
A073240,금호타이어,12,2021,Annual,"3,060,638,117"
A073240,금호타이어,12,2022,Annual,"3,450,429,792"
A000990,DB하이텍,12,2011,Annual,"890,982,181"
A000990,DB하이텍,12,2012,Annual,"866,861,695"
A000990,DB하이텍,12,2013,Annual,"853,635,085"
A000990,DB하이텍,12,2014,Annual,"864,173,902"
A000990,DB하이텍,12,2015,Annual,"730,586,221"
A000990,DB하이텍,12,2016,Annual,"644,871,257"
A000990,DB하이텍,12,2017,Annual,"538,152,775"
A000990,DB하이텍,12,2018,Annual,"508,142,309"
A000990,DB하이텍,12,2019,Annual,"444,239,080"
A000990,DB하이텍,12,2020,Annual,"383,996,685"
A000990,DB하이텍,12,2021,Annual,"443,888,190"
A000990,DB하이텍,12,2022,Annual,"507,381,719"
A278470,에이피알,12,2011,Annual,
A278470,에이피알,12,2012,Annual,
A278470,에이피알,12,2013,Annual,
A278470,에이피알,12,2014,Annual,
A278470,에이피알,12,2015,Annual,"2,065,029"
A278470,에이피알,12,2016,Annual,"7,015,035"
A278470,에이피알,12,2017,Annual,"13,264,561"
A278470,에이피알,12,2018,Annual,"49,797,652"
A278470,에이피알,12,2019,Annual,"51,128,457"
A278470,에이피알,12,2020,Annual,"40,128,746"
A278470,에이피알,12,2021,Annual,"60,427,750"
A278470,에이피알,12,2022,Annual,"83,864,628"
A003230,삼양식품,12,2011,Annual,"164,272,918"
A003230,삼양식품,12,2012,Annual,"129,342,592"
A003230,삼양식품,12,2013,Annual,"134,693,546"
A003230,삼양식품,12,2014,Annual,"133,506,433"
A003230,삼양식품,12,2015,Annual,"134,007,148"
A003230,삼양식품,12,2016,Annual,"149,153,787"
A003230,삼양식품,12,2017,Annual,"195,071,089"
A003230,삼양식품,12,2018,Annual,"177,717,667"
A003230,삼양식품,12,2019,Annual,"182,721,297"
A003230,삼양식품,12,2020,Annual,"208,948,913"
A003230,삼양식품,12,2021,Annual,"357,388,871"
A003230,삼양식품,12,2022,Annual,"470,165,749"
A457190,이수스페셜티케미컬,12,2011,Annual,
A457190,이수스페셜티케미컬,12,2012,Annual,
A457190,이수스페셜티케미컬,12,2013,Annual,
A457190,이수스페셜티케미컬,12,2014,Annual,
A457190,이수스페셜티케미컬,12,2015,Annual,
A457190,이수스페셜티케미컬,12,2016,Annual,
A457190,이수스페셜티케미컬,12,2017,Annual,
A457190,이수스페셜티케미컬,12,2018,Annual,
A457190,이수스페셜티케미컬,12,2019,Annual,
A457190,이수스페셜티케미컬,12,2020,Annual,
A457190,이수스페셜티케미컬,12,2021,Annual,
A457190,이수스페셜티케미컬,12,2022,Annual,
A026960,동서,12,2011,Annual,"110,552,762"
A026960,동서,12,2012,Annual,"102,706,289"
A026960,동서,12,2013,Annual,"109,008,515"
A026960,동서,12,2014,Annual,"101,500,037"
A026960,동서,12,2015,Annual,"116,289,849"
A026960,동서,12,2016,Annual,"129,646,303"
A026960,동서,12,2017,Annual,"143,003,572"
A026960,동서,12,2018,Annual,"142,001,818"
A026960,동서,12,2019,Annual,"127,249,088"
A026960,동서,12,2020,Annual,"128,513,682"
A026960,동서,12,2021,Annual,"133,970,703"
A026960,동서,12,2022,Annual,"82,302,460"
A009420,한올바이오파마,12,2011,Annual,"54,754,547"
A009420,한올바이오파마,12,2012,Annual,"46,483,279"
A009420,한올바이오파마,12,2013,Annual,"38,225,375"
A009420,한올바이오파마,12,2014,Annual,"41,361,752"
A009420,한올바이오파마,12,2015,Annual,"21,909,163"
A009420,한올바이오파마,12,2016,Annual,"20,373,366"
A009420,한올바이오파마,12,2017,Annual,"57,497,661"
A009420,한올바이오파마,12,2018,Annual,"45,386,081"
A009420,한올바이오파마,12,2019,Annual,"50,965,912"
A009420,한올바이오파마,12,2020,Annual,"38,858,948"
A009420,한올바이오파마,12,2021,Annual,"34,985,662"
A009420,한올바이오파마,12,2022,Annual,"45,194,772"
A012510,더존비즈온,12,2011,Annual,"102,756,591"
A012510,더존비즈온,12,2012,Annual,"110,115,144"
A012510,더존비즈온,12,2013,Annual,"102,644,523"
A012510,더존비즈온,12,2014,Annual,"92,901,512"
A012510,더존비즈온,12,2015,Annual,"80,758,384"
A012510,더존비즈온,12,2016,Annual,"83,200,316"
A012510,더존비즈온,12,2017,Annual,"91,867,991"
A012510,더존비즈온,12,2018,Annual,"96,540,958"
A012510,더존비즈온,12,2019,Annual,"364,007,767"
A012510,더존비즈온,12,2020,Annual,"406,089,762"
A012510,더존비즈온,12,2021,Annual,"398,587,976"
A012510,더존비즈온,12,2022,Annual,"394,392,969"
A010060,OCI홀딩스,12,2011,Annual,"3,484,874,562"
A010060,OCI홀딩스,12,2012,Annual,"3,691,416,392"
A010060,OCI홀딩스,12,2013,Annual,"4,028,989,296"
A010060,OCI홀딩스,12,2014,Annual,"4,163,226,381"
A010060,OCI홀딩스,12,2015,Annual,"4,056,569,918"
A010060,OCI홀딩스,12,2016,Annual,"2,983,957,869"
A010060,OCI홀딩스,12,2017,Annual,"2,662,132,158"
A010060,OCI홀딩스,12,2018,Annual,"2,167,025,481"
A010060,OCI홀딩스,12,2019,Annual,"2,125,488,240"
A010060,OCI홀딩스,12,2020,Annual,"2,051,507,407"
A010060,OCI홀딩스,12,2021,Annual,"2,580,268,702"
A010060,OCI홀딩스,12,2022,Annual,"2,734,136,888"
A103140,풍산,12,2011,Annual,"1,683,352,562"
A103140,풍산,12,2012,Annual,"1,665,825,214"
A103140,풍산,12,2013,Annual,"1,691,703,384"
A103140,풍산,12,2014,Annual,"1,810,726,114"
A103140,풍산,12,2015,Annual,"1,514,575,546"
A103140,풍산,12,2016,Annual,"1,480,106,423"
A103140,풍산,12,2017,Annual,"1,420,361,198"
A103140,풍산,12,2018,Annual,"1,288,793,218"
A103140,풍산,12,2019,Annual,"1,178,693,551"
A103140,풍산,12,2020,Annual,"1,105,623,742"
A103140,풍산,12,2021,Annual,"1,462,625,455"
A103140,풍산,12,2022,Annual,"1,553,056,946"
A139480,이마트,12,2011,Annual,"5,534,991,450"
A139480,이마트,12,2012,Annual,"6,124,794,948"
A139480,이마트,12,2013,Annual,"6,353,901,700"
A139480,이마트,12,2014,Annual,"6,767,738,550"
A139480,이마트,12,2015,Annual,"7,254,388,518"
A139480,이마트,12,2016,Annual,"7,305,925,523"
A139480,이마트,12,2017,Annual,"7,295,105,646"
A139480,이마트,12,2018,Annual,"7,896,367,362"
A139480,이마트,12,2019,Annual,"10,888,018,088"
A139480,이마트,12,2020,Annual,"11,843,844,820"
A139480,이마트,12,2021,Annual,"18,841,829,087"
A139480,이마트,12,2022,Annual,"19,718,359,591"
A042670,HD현대인프라코어,12,2011,Annual,"9,418,473,603"
A042670,HD현대인프라코어,12,2012,Annual,"8,536,191,148"
A042670,HD현대인프라코어,12,2013,Annual,"7,932,473,288"
A042670,HD현대인프라코어,12,2014,Annual,"8,669,139,168"
A042670,HD현대인프라코어,12,2015,Annual,"8,280,216,508"
A042670,HD현대인프라코어,12,2016,Annual,"6,578,431,898"
A042670,HD현대인프라코어,12,2017,Annual,"7,102,928,503"
A042670,HD현대인프라코어,12,2018,Annual,"7,208,351,808"
A042670,HD현대인프라코어,12,2019,Annual,"7,071,040,943"
A042670,HD현대인프라코어,12,2020,Annual,"7,537,887,589"
A042670,HD현대인프라코어,12,2021,Annual,"3,412,465,904"
A042670,HD현대인프라코어,12,2022,Annual,"3,101,626,628"
A006040,동원산업,12,2011,Annual,"809,997,360"
A006040,동원산업,12,2012,Annual,"799,011,858"
A006040,동원산업,12,2013,Annual,"646,332,689"
A006040,동원산업,12,2014,Annual,"775,412,875"
A006040,동원산업,12,2015,Annual,"909,107,788"
A006040,동원산업,12,2016,Annual,"1,109,218,295"
A006040,동원산업,12,2017,Annual,"1,656,608,547"
A006040,동원산업,12,2018,Annual,"1,618,593,244"
A006040,동원산업,12,2019,Annual,"1,907,582,869"
A006040,동원산업,12,2020,Annual,"1,810,884,383"
A006040,동원산업,12,2021,Annual,"4,058,408,981"
A006040,동원산업,12,2022,Annual,"4,152,704,108"
A111770,영원무역,12,2011,Annual,"267,718,401"
A111770,영원무역,12,2012,Annual,"317,969,897"
A111770,영원무역,12,2013,Annual,"310,282,847"
A111770,영원무역,12,2014,Annual,"381,826,897"
A111770,영원무역,12,2015,Annual,"858,596,555"
A111770,영원무역,12,2016,Annual,"1,012,177,355"
A111770,영원무역,12,2017,Annual,"934,148,570"
A111770,영원무역,12,2018,Annual,"975,820,889"
A111770,영원무역,12,2019,Annual,"1,135,550,955"
A111770,영원무역,12,2020,Annual,"1,044,287,669"
A111770,영원무역,12,2021,Annual,"1,113,408,479"
A111770,영원무역,12,2022,Annual,"1,399,319,640"
A007310,오뚜기,12,2011,Annual,"395,875,624"
A007310,오뚜기,12,2012,Annual,"441,653,334"
A007310,오뚜기,12,2013,Annual,"464,905,255"
A007310,오뚜기,12,2014,Annual,"528,239,416"
A007310,오뚜기,12,2015,Annual,"535,199,373"
A007310,오뚜기,12,2016,Annual,"557,510,944"
A007310,오뚜기,12,2017,Annual,"570,124,623"
A007310,오뚜기,12,2018,Annual,"787,820,107"
A007310,오뚜기,12,2019,Annual,"805,641,074"
A007310,오뚜기,12,2020,Annual,"897,375,182"
A007310,오뚜기,12,2021,Annual,"1,067,386,662"
A007310,오뚜기,12,2022,Annual,"1,622,240,968"
A011210,현대위아,12,2011,Annual,"2,757,405,894"
A011210,현대위아,12,2012,Annual,"2,691,370,603"
A011210,현대위아,12,2013,Annual,"2,549,194,160"
A011210,현대위아,12,2014,Annual,"3,088,444,170"
A011210,현대위아,12,2015,Annual,"3,519,947,263"
A011210,현대위아,12,2016,Annual,"3,763,489,826"
A011210,현대위아,12,2017,Annual,"4,053,583,984"
A011210,현대위아,12,2018,Annual,"4,070,516,000"
A011210,현대위아,12,2019,Annual,"3,682,530,000"
A011210,현대위아,12,2020,Annual,"4,194,046,000"
A011210,현대위아,12,2021,Annual,"4,054,243,000"
A011210,현대위아,12,2022,Annual,"3,812,800,000"
A004170,신세계,12,2011,Annual,"1,965,054,276"
A004170,신세계,12,2012,Annual,"3,867,749,797"
A004170,신세계,12,2013,Annual,"4,156,115,854"
A004170,신세계,12,2014,Annual,"4,362,384,554"
A004170,신세계,12,2015,Annual,"3,857,275,265"
A004170,신세계,12,2016,Annual,"5,261,597,935"
A004170,신세계,12,2017,Annual,"5,232,178,311"
A004170,신세계,12,2018,Annual,"6,099,112,836"
A004170,신세계,12,2019,Annual,"7,503,358,314"
A004170,신세계,12,2020,Annual,"7,711,856,252"
A004170,신세계,12,2021,Annual,"7,882,059,338"
A004170,신세계,12,2022,Annual,"8,096,632,950"
A017800,현대엘리베이,12,2011,Annual,"817,243,724"
A017800,현대엘리베이,12,2012,Annual,"869,603,992"
A017800,현대엘리베이,12,2013,Annual,"1,044,259,794"
A017800,현대엘리베이,12,2014,Annual,"701,226,455"
A017800,현대엘리베이,12,2015,Annual,"1,130,882,351"
A017800,현대엘리베이,12,2016,Annual,"1,316,481,624"
A017800,현대엘리베이,12,2017,Annual,"1,452,372,569"
A017800,현대엘리베이,12,2018,Annual,"1,443,630,014"
A017800,현대엘리베이,12,2019,Annual,"1,599,552,354"
A017800,현대엘리베이,12,2020,Annual,"1,600,843,056"
A017800,현대엘리베이,12,2021,Annual,"1,851,191,574"
A017800,현대엘리베이,12,2022,Annual,"1,847,719,039"
A204320,HL만도,12,2011,Annual,
A204320,HL만도,12,2012,Annual,
A204320,HL만도,12,2013,Annual,
A204320,HL만도,12,2014,Annual,"2,748,313,644"
A204320,HL만도,12,2015,Annual,"2,794,053,541"
A204320,HL만도,12,2016,Annual,"2,949,299,052"
A204320,HL만도,12,2017,Annual,"3,038,768,710"
A204320,HL만도,12,2018,Annual,"2,955,506,315"
A204320,HL만도,12,2019,Annual,"3,010,006,244"
A204320,HL만도,12,2020,Annual,"3,228,765,246"
A204320,HL만도,12,2021,Annual,"3,660,109,900"
A204320,HL만도,12,2022,Annual,"3,572,095,295"
A047040,대우건설,12,2011,Annual,"6,056,386,712"
A047040,대우건설,12,2012,Annual,"6,448,338,519"
A047040,대우건설,12,2013,Annual,"7,468,717,738"
A047040,대우건설,12,2014,Annual,"7,534,623,220"
A047040,대우건설,12,2015,Annual,"7,270,402,200"
A047040,대우건설,12,2016,Annual,"7,900,336,457"
A047040,대우건설,12,2017,Annual,"6,498,263,149"
A047040,대우건설,12,2018,Annual,"6,416,124,005"
A047040,대우건설,12,2019,Annual,"7,209,447,916"
A047040,대우건설,12,2020,Annual,"6,628,920,364"
A047040,대우건설,12,2021,Annual,"7,241,599,093"
A047040,대우건설,12,2022,Annual,"7,415,736,591"
A051600,한전KPS,12,2011,Annual,"178,279,229"
A051600,한전KPS,12,2012,Annual,"224,673,780"
A051600,한전KPS,12,2013,Annual,"219,037,249"
A051600,한전KPS,12,2014,Annual,"227,523,133"
A051600,한전KPS,12,2015,Annual,"247,295,909"
A051600,한전KPS,12,2016,Annual,"302,702,438"
A051600,한전KPS,12,2017,Annual,"294,923,493"
A051600,한전KPS,12,2018,Annual,"296,785,561"
A051600,한전KPS,12,2019,Annual,"296,015,246"
A051600,한전KPS,12,2020,Annual,"298,187,345"
A051600,한전KPS,12,2021,Annual,"314,925,082"
A051600,한전KPS,12,2022,Annual,"346,288,975"
A000240,한국앤컴퍼니,12,2011,Annual,"4,219,681,477"
A000240,한국앤컴퍼니,12,2012,Annual,"149,058,759"
A000240,한국앤컴퍼니,12,2013,Annual,"81,836,887"
A000240,한국앤컴퍼니,12,2014,Annual,"91,304,080"
A000240,한국앤컴퍼니,12,2015,Annual,"100,289,038"
A000240,한국앤컴퍼니,12,2016,Annual,"228,111,606"
A000240,한국앤컴퍼니,12,2017,Annual,"256,402,381"
A000240,한국앤컴퍼니,12,2018,Annual,"256,508,575"
