Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),영업이익(천원),이자비용(천원),유동자산(천원),유동부채(천원),당좌자산(천원)
A145210,다이나믹디자인,12,2015,Annual,47.51,5.28,11.21,59.6,147.54,3.23,"12,100,997","4,139,619","113,474,579","155,202,382","89,798,607"
A145210,다이나믹디자인,12,2016,Annual,47.8,4.99,12.98,63.52,174.09,5.2,"5,480,570","3,397,194","104,529,571","171,838,059","84,357,664"
A145210,다이나믹디자인,12,2017,Annual,50.26,1.99,16.93,71.84,255.16,2.71,"-4,220,826","4,380,325","83,518,526","160,156,922","66,252,930"
A145210,다이나믹디자인,12,2018,Annual,50.38,1.06,27.61,83.66,512.12,3.39,"-27,003,102","5,714,830","69,957,621","129,776,975","58,048,249"
A145210,다이나믹디자인,12,2019,Annual,47.22,0.6,20.29,86.65,648.94,2,"-10,507,464","4,753,454","52,224,212","112,591,044","42,132,806"
A145210,다이나믹디자인,12,2020,Annual,34.2,0.33,22.21,57.75,136.68,23.3,"-10,052,502","3,853,138","73,622,816","37,689,991","65,715,768"
A145210,다이나믹디자인,12,2021,Annual,25.9,0.17,29.65,63.98,177.65,34.85,"-16,716,923","4,194,589","74,856,444","56,512,006","68,012,737"
A145210,다이나믹디자인,12,2022,Annual,37.44,0.39,19.09,50.08,100.33,13.13,"-7,232,016","5,810,619","51,584,500","41,692,345","43,416,393"
A007280,한국특강,12,2011,Annual,56.46,0.15,3.33,79.85,396.18,0.33,"17,736,374","15,752,166","243,340,234","352,521,480","128,117,529"
A007280,한국특강,12,2012,Annual,56.51,0.16,3.32,78.32,361.18,0.1,"8,512,708","15,819,103","229,762,188","336,244,738","116,485,156"
A007280,한국특강,12,2013,Annual,55.59,0.17,4.38,79.9,397.47,0.01,"61,005","12,920,998","226,337,051","374,172,737","96,594,523"
A007280,한국특강,12,2014,Annual,57.34,0.17,4.79,82.33,465.83,0.16,"1,616,575","14,258,356","201,428,718","385,506,172","87,256,880"
A007280,한국특강,12,2015,Annual,64.9,0.23,5.55,89.73,873.61,3.12,"-19,653,131","16,345,914","118,173,500","327,890,791","51,479,200"
A007280,한국특강,12,2016,Annual,59.81,0.25,6.52,83.45,504.27,6.19,"-4,889,126","6,432,878","141,088,040","33,090,484","72,588,286"
A007280,한국특강,12,2017,Annual,58.11,0.25,4.04,82.04,456.78,1.34,"8,506,256","9,819,874","142,028,303","72,589,410","73,904,828"
A007280,한국특강,12,2018,Annual,58.85,0.26,3.7,72.3,260.95,4.86,"4,538,011","9,918,036","138,709,863","55,700,513","51,115,446"
A007280,한국특강,12,2019,Annual,59.06,0.28,3.72,77.51,344.59,2.05,"-7,421,460","7,642,487","123,473,065","33,719,675","47,224,812"
A007280,한국특강,12,2020,Annual,56.67,0.54,3.99,71.22,247.5,9.91,"7,281,700","2,116,212","149,644,970","52,986,557","93,262,984"
A007280,한국특강,12,2021,Annual,57.38,0.52,3.1,69.34,226.19,9.62,"40,213,158","5,734,844","191,986,245","113,088,565","103,402,662"
A007280,한국특강,12,2022,Annual,57.71,0.16,2.92,63.55,174.31,9.33,"30,643,132","12,128,715","230,421,748","217,425,096","112,396,761"
A035000,HS애드,12,2011,Annual,0.94,3.05,25.75,71.28,248.24,12.81,"13,557,411","366,134","342,712,727","256,039,019","342,712,727"
A035000,HS애드,12,2012,Annual,1.04,3.22,26.89,68.89,221.48,5.45,"15,107,915","334,698","339,692,434","246,014,489","339,692,434"
A035000,HS애드,12,2013,Annual,0.85,2.82,28.07,70.22,235.81,9.85,"16,133,938","401,711","385,408,494","282,708,028","385,408,494"
A035000,HS애드,12,2014,Annual,0.87,2.96,27.68,68.53,217.79,11.86,"12,839,343","813,236","372,947,468","264,364,372","372,947,468"
A035000,HS애드,12,2015,Annual,0.81,2.43,25.25,72.06,257.86,12.78,"13,807,787","678,089","455,067,713","338,527,482","455,067,713"
A035000,HS애드,12,2016,Annual,0.75,2.35,30.65,71.19,247.12,9.93,"19,588,688","510,815","479,747,991","351,680,797","479,747,991"
A035000,HS애드,12,2017,Annual,0.83,1.97,27.02,79.81,395.31,13.36,"19,713,358","721,056","565,333,479","472,746,877","565,333,479"
A035000,HS애드,12,2018,Annual,0.93,1.78,26.83,79.39,385.21,6.64,"25,412,263","502,049","594,855,201","491,460,515","594,855,201"
A035000,HS애드,12,2019,Annual,0.95,2.47,26.74,71.63,252.44,11.16,"21,891,879","598,488","462,262,645","353,849,047","462,262,645"
A035000,HS애드,12,2020,Annual,0.78,2.77,37.12,72.6,264.94,13.06,"25,274,131","338,233","489,122,425","377,216,757","489,122,425"
A035000,HS애드,12,2021,Annual,0.83,2.65,35.38,71.47,250.51,10.82,"22,247,919","547,290","516,153,744","394,267,160","516,153,744"
A035000,HS애드,12,2022,Annual,0.98,2.71,33.86,67.92,211.71,12.4,"24,787,301","741,638","491,665,825","360,596,176","491,665,825"
A004890,동일산업,12,2011,Annual,26.56,0.37,3.57,22.94,29.77,8.9,"43,344,545","310,964","222,598,810","75,926,123","136,964,977"
A004890,동일산업,12,2012,Annual,27.11,0.4,3.86,14.63,17.14,8.67,"27,490,126","197,682","204,196,060","46,238,311","135,107,767"
A004890,동일산업,12,2013,Annual,26.82,0.4,4.81,14.87,17.46,5.94,"6,193,893","58,808","235,180,932","49,957,014","168,628,862"
A004890,동일산업,12,2014,Annual,25.85,0.35,4.32,11.5,12.99,4.94,"10,418,081","18,652","236,657,331","38,817,985","165,490,295"
A004890,동일산업,12,2015,Annual,24.25,0.12,4.56,9.15,10.07,9.17,"1,963,605","3,327","236,179,758","27,894,569","189,924,813"
A004890,동일산업,12,2016,Annual,20.37,0.27,4.98,12.1,13.76,6.53,"12,279,523",0,"268,588,079","38,387,479","215,788,278"
A004890,동일산업,12,2017,Annual,18.28,0.26,4.02,13.11,15.09,8.82,"23,461,975",0,"292,257,172","45,388,955","235,353,192"
A004890,동일산업,12,2018,Annual,17.25,0.22,4.13,13.37,15.44,9.39,"17,303,913",0,"299,254,511","48,543,975","220,790,807"
A004890,동일산업,12,2019,Annual,21.55,1.07,4.69,12.61,14.43,11.86,"-979,068","7,427","274,097,270","39,206,478","201,316,911"
A004890,동일산업,12,2020,Annual,18.56,1.01,4.81,13.66,15.82,6.2,"1,983,169","136,543","280,994,721","42,206,993","215,822,430"
A004890,동일산업,12,2021,Annual,15.05,0.86,4.58,15.14,17.84,8.99,"42,048,807","154,288","314,195,951","61,940,984","220,664,695"
A004890,동일산업,12,2022,Annual,17.46,0.8,4.24,16.44,19.68,9.1,"22,590,867","558,487","337,798,308","63,178,230","241,868,952"
A123690,한국화장품,12,2011,Annual,24.56,3.99,89.26,51.57,106.5,1.57,"-17,579,462","1,255,295","44,164,453","61,270,469","32,064,700"
A123690,한국화장품,12,2012,Annual,26.81,4.08,81.81,64.69,183.22,1.59,"-16,634,602","2,257,525","37,207,314","71,077,036","25,647,623"
A123690,한국화장품,12,2013,Annual,25.48,3.94,77.57,78.06,355.77,1.21,"-13,108,018","2,466,655","37,616,839","82,758,827","24,928,799"
A123690,한국화장품,12,2014,Annual,17.51,2.96,70.8,44.71,80.86,1.25,"-10,892,745","1,727,648","63,879,749","39,288,389","51,998,820"
A123690,한국화장품,12,2015,Annual,20.02,4.37,64.28,43.1,75.74,2.25,"-5,456,797",0,"45,753,284","30,245,771","31,799,891"
A123690,한국화장품,12,2016,Annual,18.68,3.22,45.66,43.91,78.3,2.56,"15,707,575",0,"70,351,731","42,456,885","52,190,800"
A123690,한국화장품,12,2017,Annual,19.24,3.34,50.5,40.33,67.58,2.96,"7,589,539","38,389","67,475,487","36,884,910","48,905,427"
A123690,한국화장품,12,2018,Annual,19.32,3.48,59.26,44.46,80.04,5.36,"-7,485,328","260,114","61,934,401","37,495,652","44,894,697"
A123690,한국화장품,12,2019,Annual,23.45,3.49,68.69,56.72,131.03,3.55,"-17,394,170","555,994","47,594,432","37,784,753","33,680,205"
A123690,한국화장품,12,2020,Annual,18.24,3.27,76.55,60.84,155.36,28.88,"-16,993,357","604,465","47,004,860","40,391,704","34,060,860"
A123690,한국화장품,12,2021,Annual,15.96,4.63,57.91,54.7,120.77,12.24,"-3,193,221","561,119","29,987,073","23,490,381","18,761,611"
A123690,한국화장품,12,2022,Annual,10.8,3.15,49.44,48.96,95.93,27.6,"-23,014","379,347","27,907,151","19,362,592","16,849,113"
A002600,조흥,12,2011,Annual,27.13,0.42,4,33.81,51.08,18.61,"9,777,963",0,"89,187,577","40,065,049","65,090,602"
A002600,조흥,12,2012,Annual,41.52,0.44,4.72,25.44,34.12,2.24,"6,479,317","825,807","66,836,956","22,009,802","45,224,591"
A002600,조흥,12,2013,Annual,42.59,0.47,4.94,17.43,21.11,3.16,"5,610,547",0,"60,788,708","11,722,129","44,915,102"
A002600,조흥,12,2014,Annual,38.79,0.42,4.81,22.15,28.46,3.94,"7,161,912",0,"73,099,632","27,441,814","46,919,689"
A002600,조흥,12,2015,Annual,34.56,0.37,6.23,28.34,39.55,13.55,"6,581,863",0,"95,221,466","40,487,512","63,160,204"
A002600,조흥,12,2016,Annual,35.84,0.25,8.43,30.77,44.44,14.21,"11,526,984",0,"102,760,647","42,824,181","69,565,549"
A002600,조흥,12,2017,Annual,40.31,0.27,7.18,28.54,39.94,6.13,"14,075,159",0,"97,883,118","33,100,496","60,585,473"
A002600,조흥,12,2018,Annual,44.5,0.28,6.41,35.73,55.6,10.03,"11,369,420",0,"105,522,781","55,553,621","68,409,450"
A002600,조흥,12,2019,Annual,44.49,0.29,5.95,40.62,68.41,7.97,"12,349,895",0,"117,784,147","75,893,278","72,127,600"
A002600,조흥,12,2020,Annual,41.65,0.26,6.12,46.35,86.38,7.15,"11,787,348",0,"141,501,778","107,391,989","75,991,178"
A002600,조흥,12,2021,Annual,47.07,0.98,6.37,45.53,83.59,4.78,"19,072,641",0,"135,992,012","118,931,465","75,095,326"
A002600,조흥,12,2022,Annual,35.11,2.25,5.95,64.45,181.32,0.79,"14,975,759","3,748,403","268,968,495","275,477,139","83,191,138"
A015590,KIB플러그에너지,12,2011,Annual,37.29,0.17,4.22,78.1,356.55,1.21,"-27,039,217","7,587,421","164,845,213","191,224,896","159,987,406"
A015590,KIB플러그에너지,12,2012,Annual,38.79,0.14,5.19,73.32,274.84,0.71,"20,085,129","8,854,774","149,657,523","173,138,068","141,779,680"
A015590,KIB플러그에너지,12,2013,Annual,37.47,0.16,5.22,69.58,228.74,1.43,"16,472,376","7,392,111","157,033,901","168,258,163","150,400,582"
A015590,KIB플러그에너지,12,2014,Annual,33.26,0.13,4.44,73.62,279.09,1.02,"5,012,604","6,330,777","188,159,216","209,884,576","183,758,210"
A015590,KIB플러그에너지,12,2015,Annual,32.07,0.11,9.87,76.75,330.13,1.1,"-12,343,696","6,112,356","176,346,292","195,566,417","173,509,997"
A015590,KIB플러그에너지,12,2016,Annual,34.39,0.11,8.75,75.99,316.45,0.66,"-11,504,645","4,856,792","148,976,773","143,262,312","142,832,728"
A015590,KIB플러그에너지,12,2017,Annual,37.79,0.1,4.55,62.96,169.97,0.75,"6,738,189","4,696,514","114,821,365","118,324,765","112,246,464"
A015590,KIB플러그에너지,12,2018,Annual,37.79,0.08,9.09,64.72,183.42,0.03,"-9,743,899","5,861,705","96,950,418","122,099,342","94,842,690"
A015590,KIB플러그에너지,12,2019,Annual,29.43,2.36,5.85,54.94,121.95,0.33,"19,782,502","5,797,107","134,715,655","108,844,571","133,022,436"
A015590,KIB플러그에너지,12,2020,Annual,31.25,2.28,7.25,45.69,84.14,9.57,"9,583,311","3,130,854","118,418,309","83,948,715","117,807,778"
A015590,KIB플러그에너지,12,2021,Annual,36.65,1.77,28.02,40.9,69.22,13.34,"-14,968,118","2,267,778","93,777,742","62,453,123","93,109,126"
A015590,KIB플러그에너지,12,2022,Annual,26.36,0.05,3.34,43,75.45,6.44,"12,936,915","1,268,090","130,896,715","79,957,947","119,001,767"
A264900,크라운제과,12,2011,Annual,,,,,,,,,,,
A264900,크라운제과,12,2012,Annual,,,,,,,,,,,
A264900,크라운제과,12,2013,Annual,,,,,,,,,,,
A264900,크라운제과,12,2014,Annual,,,,,,,,,,,
A264900,크라운제과,12,2015,Annual,,,,,,,,,,,
A264900,크라운제과,12,2016,Annual,,,,,,,,,,,
A264900,크라운제과,12,2017,Annual,62.22,0.26,29.97,63.25,172.11,0.69,"21,136,111","2,652,267","105,653,474","120,612,305","77,347,803"
A264900,크라운제과,12,2018,Annual,63.32,0.24,31.35,61.48,159.6,5.36,"20,255,857","2,871,012","103,699,372","128,528,690","77,019,502"
A264900,크라운제과,12,2019,Annual,64.13,0.23,29.38,57.33,134.36,1.95,"26,519,837","2,461,660","92,517,323","78,546,859","63,593,792"
A264900,크라운제과,12,2020,Annual,63.25,0.25,28.66,53.32,114.21,4.72,"23,452,546","2,140,150","98,601,529","105,833,959","71,966,513"
A264900,크라운제과,12,2021,Annual,49.29,0.3,28.1,50.53,102.16,8.53,"15,876,289","1,480,470","146,109,125","123,268,892","121,233,424"
A264900,크라운제과,12,2022,Annual,48.6,0.3,27.15,41.77,71.72,8.81,"17,588,318","880,543","146,160,880","94,168,048","115,433,531"
A058860,KTis,12,2011,Annual,5.27,4.06,93.28,30.21,43.29,4.78,"25,091,200",0,"137,698,895","45,511,410","129,206,265"
A058860,KTis,12,2012,Annual,3.46,4.33,94.73,29.95,42.75,13.78,"20,463,320",0,"141,791,589","47,879,297","131,434,911"
A058860,KTis,12,2013,Annual,2.01,5.31,95.58,27.52,37.97,5.67,"17,155,617",0,"140,119,327","47,851,062","128,563,799"
A058860,KTis,12,2014,Annual,2.11,5.33,98.21,31.57,46.13,15.47,"8,073,160",0,"149,715,569","56,583,986","129,188,800"
A058860,KTis,12,2015,Annual,27.08,4.43,98.65,26.26,35.62,8.89,"6,243,249",0,"102,889,952","52,137,668","89,101,522"
A058860,KTis,12,2016,Annual,26.02,4.27,96.98,28.95,40.75,6.56,"13,182,224",0,"113,454,655","59,689,188","97,486,625"
A058860,KTis,12,2017,Annual,25.73,4,97.47,27.96,38.8,18.51,"11,079,484",0,"116,764,654","56,601,355","97,900,262"
A058860,KTis,12,2018,Annual,20.16,3.1,98,30.1,43.06,15.16,"8,995,463",0,"127,172,935","60,477,406","108,272,514"
A058860,KTis,12,2019,Annual,15.05,1.9,96.95,46.04,85.31,9.2,"13,757,325","2,919,605","127,679,824","77,099,892","115,192,929"
A058860,KTis,12,2020,Annual,15.73,2,98.02,43.12,75.8,10.8,"9,002,862","1,753,102","126,275,205","87,387,458","115,352,443"
A058860,KTis,12,2021,Annual,3.1,1.85,96.92,48.09,92.63,8.26,"14,405,202","1,897,742","124,420,075","103,927,322","115,997,956"
A058860,KTis,12,2022,Annual,6.27,1.75,96.35,50.28,101.12,6.3,"19,544,619","3,014,626","102,120,905","103,697,865","90,345,386"
A067830,세이브존I&C,12,2011,Annual,70.91,0.46,40.81,52.25,109.42,2.99,"30,930,598","10,324,553","76,876,043","136,419,648","73,537,116"
A067830,세이브존I&C,12,2012,Annual,73.5,0.48,40.85,47.12,89.11,2.1,"29,945,909","9,252,187","56,277,687","183,543,442","52,731,808"
A067830,세이브존I&C,12,2013,Annual,72.65,0.47,40.36,43.76,77.81,5.42,"32,324,659","5,605,443","60,913,873","106,136,688","57,381,508"
A067830,세이브존I&C,12,2014,Annual,71.89,0.46,39.65,39.33,64.81,8.05,"35,884,605","4,349,583","67,344,888","95,508,790","63,682,623"
A067830,세이브존I&C,12,2015,Annual,69.17,0.89,39.88,36.28,56.94,10.26,"35,458,956","3,169,057","80,837,570","143,437,823","77,174,336"
A067830,세이브존I&C,12,2016,Annual,65.66,0.85,39.28,34.5,52.66,13.72,"36,876,512","2,271,465","108,171,939","141,977,842","104,024,796"
A067830,세이브존I&C,12,2017,Annual,63.95,0.83,38.99,30.71,44.32,14.58,"36,205,371","1,625,129","122,581,772","127,452,457","118,447,544"
A067830,세이브존I&C,12,2018,Annual,66.52,0.8,39.29,24.52,32.48,9.54,"33,912,125","1,381,287","93,556,960","87,583,037","89,476,380"
A067830,세이브존I&C,12,2019,Annual,66.59,0.8,40.74,22.67,29.32,8.3,"29,537,829","1,100,427","95,463,867","82,264,650","91,351,125"
A067830,세이브존I&C,12,2020,Annual,68.47,0.4,43.15,19.18,23.74,6.36,"14,599,171","728,362","72,842,271","59,934,639","68,847,028"
A067830,세이브존I&C,12,2021,Annual,67.48,0.39,46.07,18.84,23.22,6.38,"11,023,053","602,500","94,392,547","59,742,002","90,419,449"
A067830,세이브존I&C,12,2022,Annual,61.25,0.29,48.46,19.08,23.58,10.76,"9,219,026","694,408","108,548,631","67,473,731","104,657,555"
A002460,화성산업,12,2011,Annual,8.66,0.08,23.53,57.48,135.18,5.86,"-80,781,707","9,241,436","288,779,381","186,842,931","204,999,720"
A002460,화성산업,12,2012,Annual,14.94,0.12,6.64,44.62,80.56,10.34,"8,853,963","3,851,715","205,100,904","89,804,092","170,901,125"
A002460,화성산업,12,2013,Annual,10.69,0.13,5.96,43.34,76.48,17.4,"7,846,510","294,422","198,048,121","82,655,824","176,610,327"
A002460,화성산업,12,2014,Annual,8.54,0.11,4.94,49.27,97.13,20.88,"15,211,515","353,468","308,713,211","168,898,562","269,083,954"
A002460,화성산업,12,2015,Annual,11.55,0.11,4.56,39.61,65.58,15.05,"24,687,721","302,212","256,255,450","109,410,038","176,708,033"
A002460,화성산업,12,2016,Annual,11.1,0.11,4.14,37.99,61.27,17.18,"43,868,369","221,445","290,777,955","113,614,264","197,160,439"
A002460,화성산업,12,2017,Annual,9.38,0.09,4.52,39.46,65.18,12.53,"58,952,418","232,177","369,514,932","116,481,877","194,695,906"
A002460,화성산업,12,2018,Annual,8.19,0.08,6.04,41.52,70.99,20.58,"67,108,169","221,261","448,396,176","157,217,586","237,406,178"
A002460,화성산업,12,2019,Annual,8.49,0.09,9.68,39.44,65.13,24.93,"29,623,444","484,531","458,334,755","175,889,198","295,894,262"
A002460,화성산업,12,2020,Annual,8.92,0.09,6.91,32.05,47.16,41.97,"40,514,528","1,930,124","394,528,778","136,442,097","360,584,202"
A002460,화성산업,12,2021,Annual,7.09,0.07,6.2,48.39,93.77,26.76,"28,631,156","1,279,908","615,174,955","223,571,651","455,891,834"
A002460,화성산업,12,2022,Annual,5.62,0.07,5.19,52.16,109.03,18.26,"14,545,077","3,376,035","546,490,974","222,647,093","365,314,309"
A000230,일동홀딩스,12,2011,Annual,45.6,2.15,46.13,39.38,64.96,5.57,"38,691,595","5,150,406","237,029,569","128,682,725","189,019,680"
A000230,일동홀딩스,12,2012,Annual,48.82,3.08,48.79,40.11,66.98,2.94,"13,974,704","5,039,567","229,780,935","138,135,714","173,797,062"
A000230,일동홀딩스,12,2013,Annual,47.55,4.56,45.34,48.01,92.35,7,"23,803,540","5,998,468","276,352,236","174,717,004","216,630,050"
A000230,일동홀딩스,12,2014,Annual,49.67,6.5,45.86,46.33,86.32,1.91,"14,462,106","6,951,655","244,800,246","152,498,853","167,072,050"
A000230,일동홀딩스,12,2015,Annual,44.1,8.71,47.57,50.4,101.62,9.93,"-4,935,655","5,350,614","301,273,836","203,060,464","225,124,451"
A000230,일동홀딩스,12,2016,Annual,24.24,0.65,52.54,47.65,91.03,26.87,"-3,735,625","1,497,136","79,510,403","48,925,450","74,576,605"
A000230,일동홀딩스,12,2017,Annual,18.11,0.47,48.68,36.53,57.55,12.57,"-1,826,601","2,118,624","58,316,551","81,601,752","52,942,185"
A000230,일동홀딩스,12,2018,Annual,18.65,0.47,42.5,37.87,60.94,12.68,"18,897","2,287,487","54,890,858","81,670,940","49,373,985"
A000230,일동홀딩스,12,2019,Annual,38.38,20.68,47.61,60.01,150.04,12.9,"-25,884,988","4,596,844","263,282,499","324,399,181","185,253,183"
A000230,일동홀딩스,12,2020,Annual,38.33,18.98,42.89,62.32,165.37,15.48,"-9,214,716","6,646,671","291,405,372","341,079,971","194,661,354"
A000230,일동홀딩스,12,2021,Annual,32.75,16.18,51.26,80.09,402.22,18.97,"-82,843,702","15,123,370","367,618,431","539,305,410","276,931,890"
A000230,일동홀딩스,12,2022,Annual,33.25,13.84,49.97,80.4,410.08,11.48,"-98,410,983","17,225,381","357,916,642","526,724,128","252,659,820"
A227840,현대코퍼레이션홀딩스,12,2011,Annual,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2012,Annual,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2013,Annual,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2014,Annual,,,,,,,,,,,
A227840,현대코퍼레이션홀딩스,12,2015,Annual,0.03,10.19,8.12,7.47,8.07,25.83,"2,575,215","1,134","90,689,152","14,905,951","56,852,495"
A227840,현대코퍼레이션홀딩스,12,2016,Annual,0.01,10.03,8.51,10.88,12.2,28.49,"9,425,499",0,"102,103,810","22,818,325","65,172,664"
A227840,현대코퍼레이션홀딩스,12,2017,Annual,0.83,10.61,9.5,10.16,11.31,29.14,"8,735,528",0,"98,335,512","20,023,727","66,010,669"
A227840,현대코퍼레이션홀딩스,12,2018,Annual,2.32,11.1,9.53,10.87,12.2,26.74,"7,895,717",0,"97,626,015","20,356,974","56,736,240"
A227840,현대코퍼레이션홀딩스,12,2019,Annual,2.88,8.63,9.82,25.66,34.51,22.66,"9,283,406","47,293","111,052,684","40,301,578","63,928,715"
A227840,현대코퍼레이션홀딩스,12,2020,Annual,4.36,9.56,10.42,18.43,22.59,21.37,"10,102,433","109,013","86,387,368","18,128,066","56,863,402"
A227840,현대코퍼레이션홀딩스,12,2021,Annual,5.15,9.08,13.83,19.44,24.14,14.9,"8,146,425","109,783","80,586,176","27,130,829","51,389,859"
A227840,현대코퍼레이션홀딩스,12,2022,Annual,5.57,7.22,13.47,24.3,32.1,13.92,"14,277,071","949,628","91,593,519","21,605,297","54,575,650"
A078000,텔코웨어,12,2011,Annual,15.18,10.41,26.28,20.31,25.49,20.64,"4,355,330",0,"74,899,529","20,987,205","73,288,871"
A078000,텔코웨어,12,2012,Annual,15.69,9.19,22.36,22.32,28.73,11.69,"7,173,823",0,"71,782,348","21,988,279","70,709,931"
A078000,텔코웨어,12,2013,Annual,18.24,6.9,22.87,24.28,32.07,30.2,"13,096,153",0,"81,610,451","28,086,518","81,448,761"
A078000,텔코웨어,12,2014,Annual,21.39,7.57,23.21,13.28,15.31,22.35,"8,015,193",0,"71,710,583","11,691,404","71,710,583"
A078000,텔코웨어,12,2015,Annual,20.3,6.2,18.9,12.61,14.42,24.74,"8,406,892",0,"78,748,125","12,069,630","78,268,932"
A078000,텔코웨어,12,2016,Annual,20.41,6.4,29.16,9.25,10.19,39.04,"4,619,492",0,"76,239,695","8,266,267","76,239,695"
A078000,텔코웨어,12,2017,Annual,19.43,4.09,26.61,9.49,10.49,32.47,"5,210,423",0,"83,938,441","8,748,060","83,938,441"
A078000,텔코웨어,12,2018,Annual,18.1,4.07,27.22,12,13.63,23.97,"6,032,672",0,"90,832,630","12,197,916","90,832,630"
A078000,텔코웨어,12,2019,Annual,17.46,4.02,25.51,12.78,14.65,13.81,"3,363,860","33,720","70,535,048","14,588,532","70,535,048"
A078000,텔코웨어,12,2020,Annual,20.11,5.29,31.63,10.63,11.89,4.94,"546,070","32,837","82,293,405","11,652,007","82,293,405"
A078000,텔코웨어,12,2021,Annual,19.83,5.5,36.94,10.47,11.69,16.1,"1,154,359","21,846","78,276,342","11,088,759","78,276,342"
A078000,텔코웨어,12,2022,Annual,17.88,4.97,33.74,15.56,18.43,16.63,"2,855,339","63,322","88,389,298","17,895,878","87,964,592"
A004720,팜젠사이언스,12,2011,Annual,17.1,1.22,69.37,56.35,129.11,5.09,"-4,078,564","1,431,520","31,550,494","21,676,687","25,526,994"
A004720,팜젠사이언스,12,2012,Annual,16.72,2.25,70.38,39.21,64.51,14.14,"-5,031,041","902,265","32,447,305","13,695,152","26,735,796"
A004720,팜젠사이언스,12,2013,Annual,16.31,2.13,65.14,39.4,65.01,2.07,"-3,430,916","383,969","30,679,777","12,052,961","22,887,554"
A004720,팜젠사이언스,12,2014,Annual,14.13,1.75,62.19,52.15,109,6.08,"-3,609,964","860,294","33,794,965","17,680,832","23,804,839"
A004720,팜젠사이언스,12,2015,Annual,12.81,1.48,46.08,38.3,62.08,7.69,"4,524,306","662,343","38,196,176","12,804,663","29,475,149"
A004720,팜젠사이언스,12,2016,Annual,12.98,1.5,49.12,43.38,76.61,8.45,"4,835,179","510,658","53,087,056","21,853,365","40,252,273"
A004720,팜젠사이언스,12,2017,Annual,12.91,1.53,44.11,25.45,34.13,7.57,"6,010,943","124,201","55,321,867","10,085,564","43,387,493"
A004720,팜젠사이언스,12,2018,Annual,8.78,1.12,46.26,42.11,72.73,22.82,"4,985,932","246,204","80,954,729","32,967,644","68,952,867"
A004720,팜젠사이언스,12,2019,Annual,15.59,1.05,51.73,43.77,77.85,11.39,"1,187,320","1,475,295","50,615,111","30,339,989","36,834,942"
A004720,팜젠사이언스,12,2020,Annual,12.7,1.43,56.17,38.34,62.19,19.12,"-669,905","289,550","74,900,840","37,687,817","58,481,187"
A004720,팜젠사이언스,12,2021,Annual,15.84,2.01,59.93,42.39,73.58,15.28,"-5,037,919","1,721,470","77,378,929","71,121,630","62,154,217"
A004720,팜젠사이언스,12,2022,Annual,13.37,1.95,48.92,34.74,53.24,6.1,"7,472,364","3,508,941","70,540,861","68,185,323","49,640,665"
A003480,한진중공업홀딩스,12,2011,Annual,38.29,0.91,7.79,34.3,52.21,5.46,"31,020,000","3,036,000","415,798,000","432,389,000","413,998,000"
A003480,한진중공업홀딩스,12,2012,Annual,45.97,0.77,7.89,44.48,80.11,5.73,"23,480,000","4,263,000","502,699,000","462,537,000","500,608,000"
A003480,한진중공업홀딩스,12,2013,Annual,56.91,0.7,7.38,53.02,112.87,2.61,"24,469,000","11,748,000","418,898,000","504,890,000","417,113,000"
A003480,한진중공업홀딩스,12,2014,Annual,60.18,0.72,5.9,59.32,145.84,2.96,"23,013,000","44,175,000","456,871,000","569,946,000","453,710,000"
A003480,한진중공업홀딩스,12,2015,Annual,62.7,0.76,11.3,63.76,175.94,4.98,"8,992,000","55,095,000","453,733,000","643,787,000","449,716,000"
A003480,한진중공업홀딩스,12,2016,Annual,69.9,0.85,7.48,71.24,247.72,5.25,"16,795,000","52,714,000","458,650,000","639,596,000","454,724,000"
A003480,한진중공업홀딩스,12,2017,Annual,79.3,1,8.72,77.64,347.26,5.69,"24,327,000","52,831,000","327,757,000","608,397,000","323,480,000"
A003480,한진중공업홀딩스,12,2018,Annual,78.43,1.1,8.51,80.41,410.45,2.73,"32,353,000","54,673,000","357,667,000","486,807,000","355,030,000"
A003480,한진중공업홀딩스,12,2019,Annual,78.56,1.09,8.92,80.63,416.17,1.47,"38,422,000","50,906,000","353,502,000","625,262,000","352,811,000"
A003480,한진중공업홀딩스,12,2020,Annual,77.34,1.09,9.92,80.59,415.22,1.32,"50,389,000","50,077,000","333,600,000","550,186,000","332,696,000"
A003480,한진중공업홀딩스,12,2021,Annual,76.67,1.13,9.23,81.03,427.19,6.7,"44,589,000","43,371,000","379,459,000","558,145,000","378,237,000"
A003480,한진중공업홀딩스,12,2022,Annual,69.67,0.97,6.21,81.62,444.19,7.16,"37,130,000","36,706,000","555,839,000","775,535,000","554,861,000"
A011150,CJ씨푸드,12,2011,Annual,50.31,2.54,14.59,58.92,143.45,0.89,"5,932,854",0,"32,314,234","40,747,119","17,235,842"
A011150,CJ씨푸드,12,2012,Annual,48.02,2.32,14.39,53.56,115.33,0.54,"6,405,562",0,"34,904,104","40,165,613","16,388,284"
