Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),영업이익(천원),이자비용(천원),유동자산(천원),유동부채(천원),당좌자산(천원)
A028670,팬오션,12,2012,Annual,75.71,0.47,2.33,75.12,301.93,4.03,"-211,676,000","136,252,000","1,286,290,000","2,197,580,000","1,205,319,000"
A028670,팬오션,12,2013,Annual,81.35,0.19,4.43,95.06,"1,925.67",4.58,"-222,091,000","174,569,000","812,919,000","941,198,000","729,259,000"
A028670,팬오션,12,2014,Annual,77.25,0.12,2.94,68.79,220.4,8.79,"215,955,000","113,357,000","971,667,000","789,390,000","912,574,000"
A028670,팬오션,12,2015,Annual,84.38,0.2,3.2,43.64,77.44,6.45,"229,370,000","76,231,000","626,182,000","499,045,000","586,142,000"
A028670,팬오션,12,2016,Annual,84.93,0.24,2.97,40.75,68.78,5.66,"167,901,000","44,256,000","573,324,000","523,904,000","525,530,000"
A028670,팬오션,12,2017,Annual,82.78,0.25,2.96,38.12,61.61,5.33,"195,023,000","52,045,000","613,206,000","545,450,000","562,951,000"
A028670,팬오션,12,2018,Annual,81.63,0.21,2.78,35.42,54.84,5.07,"203,936,000","54,619,000","692,157,000","670,505,000","631,107,000"
A028670,팬오션,12,2019,Annual,83.9,0.17,3.15,34.9,53.62,5.73,"210,019,000","55,105,000","679,531,000","709,108,000","614,209,000"
A028670,팬오션,12,2020,Annual,83.12,0.14,3.15,39.76,66.01,5.1,"225,212,000","39,693,000","662,523,000","604,301,000","605,302,000"
A028670,팬오션,12,2021,Annual,76.49,0.1,2.01,44.57,80.4,8.04,"572,946,000","43,576,000","1,358,712,000","1,149,410,000","1,250,489,000"
A028670,팬오션,12,2022,Annual,72.12,0.1,1.72,40.49,68.03,9.86,"789,618,000","76,057,000","1,834,200,000","1,226,756,000","1,705,143,000"
A002790,아모레G,12,2011,Annual,45.9,14.71,54.38,21.09,26.72,8.31,"434,663,291",0,"1,341,181,870","550,155,687","1,057,272,559"
A002790,아모레G,12,2012,Annual,46.56,14.1,57.33,19.53,24.26,5.04,"450,415,758",0,"1,378,649,455","528,703,600","1,044,660,018"
A002790,아모레G,12,2013,Annual,46.49,13.22,57.15,20.58,25.91,7.41,"469,750,589",0,"1,552,257,990","644,291,514","1,210,124,894"
A002790,아모레G,12,2014,Annual,37.63,12.61,58.25,21.39,27.21,7.59,"659,091,330",0,"2,098,057,512","773,133,608","1,725,806,062"
A002790,아모레G,12,2015,Annual,35.97,11.89,58.87,20.5,25.78,16.32,"913,640,954",0,"2,537,922,162","978,507,859","2,144,656,434"
A002790,아모레G,12,2016,Annual,39.13,10.57,59.33,21.46,27.33,13.67,"1,082,811,426",0,"2,942,592,569","1,321,144,823","2,464,366,225"
A002790,아모레G,12,2017,Annual,44.27,10.37,61.09,19.13,23.66,16.46,"731,492,193",0,"2,525,999,449","1,170,844,729","2,068,418,779"
A002790,아모레G,12,2018,Annual,44.96,10.47,64.33,15.5,18.34,17.56,"549,473,516",0,"2,489,626,269","897,638,156","1,991,340,316"
A002790,아모레G,12,2019,Annual,38.64,8.93,65.95,21.75,27.8,17.12,"498,249,818",0,"2,905,906,252","1,225,875,538","2,381,362,563"
A002790,아모레G,12,2020,Annual,39.56,9.24,69.13,19.47,24.18,15.29,"150,661,048",0,"2,853,056,756","1,170,155,969","2,374,608,677"
A002790,아모레G,12,2021,Annual,36.33,8.75,65.87,19.44,24.13,10.83,"356,171,274",0,"3,015,471,536","1,273,284,870","2,472,656,495"
A002790,아모레G,12,2022,Annual,36.87,11.19,63.97,14.61,17.1,8.5,"271,900,712",0,"2,566,383,547","851,901,945","2,106,421,136"
A014680,한솔케미칼,12,2011,Annual,46.52,3.7,7.56,52.69,111.37,0.34,"24,198,582","3,503,827","100,320,446","107,878,212","78,297,068"
A014680,한솔케미칼,12,2012,Annual,53.67,4.41,8.85,49.37,97.52,3.42,"26,776,209","5,277,596","100,117,875","76,064,502","77,827,447"
A014680,한솔케미칼,12,2013,Annual,61.37,4.5,10.08,53.63,115.64,1.8,"27,747,450","6,568,890","90,544,766","112,003,402","61,774,597"
A014680,한솔케미칼,12,2014,Annual,61.15,3.99,11.66,55.05,122.45,2.23,"28,191,213","7,252,802","109,265,858","99,417,493","78,119,854"
A014680,한솔케미칼,12,2015,Annual,63.49,3.41,11.65,52.64,111.14,1.63,"49,001,547","7,392,729","110,666,679","113,256,753","81,606,141"
A014680,한솔케미칼,12,2016,Annual,56.94,11.14,12.3,51.25,105.12,3.81,"82,147,806","9,796,669","157,070,686","220,695,107","110,248,229"
A014680,한솔케미칼,12,2017,Annual,55.21,10.33,12.1,45.96,85.06,6.88,"79,151,814","9,514,412","182,662,679","189,990,060","138,021,620"
A014680,한솔케미칼,12,2018,Annual,62.62,8.92,11.06,43.51,77.03,1.81,"93,585,916","7,944,228","156,519,811","165,042,940","101,609,593"
A014680,한솔케미칼,12,2019,Annual,52.6,7.26,9.73,44.57,80.42,6.08,"111,153,549","9,634,093","306,707,464","194,313,349","245,237,832"
A014680,한솔케미칼,12,2020,Annual,54.33,6.72,10,37.72,60.57,9.82,"151,933,829","6,015,216","307,726,381","171,630,786","247,295,073"
A014680,한솔케미칼,12,2021,Annual,52.22,5.56,9.14,35.86,55.91,5.52,"197,684,583","5,773,295","411,301,737","199,711,858","311,060,015"
A014680,한솔케미칼,12,2022,Annual,55.18,5.26,9,31.98,47.02,7.9,"185,990,108","5,008,160","386,120,253","153,669,790","260,712,932"
A030000,제일기획,12,2011,Annual,4.69,2.11,19.99,60.35,152.24,13.34,"106,514,612","354,996","1,585,690,884","1,061,972,412","1,585,690,884"
A030000,제일기획,12,2012,Annual,5.73,4.97,19.2,64.95,185.3,14.8,"126,380,912","342,733","1,671,636,551","1,242,738,483","1,671,636,551"
A030000,제일기획,12,2013,Annual,6.65,9.02,22.65,60.78,154.96,15.38,"129,986,589","908,147","1,343,932,025","983,075,244","1,343,932,025"
A030000,제일기획,12,2014,Annual,5.46,8.16,24.98,52.13,108.89,17.18,"126,772,497","1,841,764","1,523,221,690","904,851,128","1,523,221,690"
A030000,제일기획,12,2015,Annual,5.05,12.27,29.27,57.13,133.26,18.87,"127,217,996","2,925,429","1,463,892,865","1,004,315,787","1,463,892,865"
A030000,제일기획,12,2016,Annual,4.78,7.87,26.23,63.92,177.14,17.32,"149,549,496","2,201,661","1,794,811,641","1,244,899,318","1,794,811,641"
A030000,제일기획,12,2017,Annual,4.26,7.2,25.36,61.76,161.49,14.65,"156,535,958","2,968,065","1,889,096,062","1,281,293,114","1,889,096,062"
A030000,제일기획,12,2018,Annual,4.47,7.3,25.93,58.9,143.29,16.93,"181,096,627","784,580","1,801,626,036","1,165,741,412","1,761,874,447"
A030000,제일기획,12,2019,Annual,4.15,7.19,28.03,57.53,135.44,18.12,"205,813,034","5,640,875","1,769,877,349","1,098,230,748","1,739,154,097"
A030000,제일기획,12,2020,Annual,3.67,7.38,32.74,54.71,120.82,16.51,"204,917,150","5,857,412","1,742,270,281","1,063,894,708","1,704,410,937"
A030000,제일기획,12,2021,Annual,3.22,6.57,31.01,55.66,125.51,19.84,"248,179,541","6,821,057","2,018,598,231","1,224,222,285","1,982,314,459"
A030000,제일기획,12,2022,Annual,2.94,6.03,28.85,55.61,125.26,19.67,"311,412,762","6,925,018","2,193,979,020","1,335,642,465","2,137,509,098"
A002380,KCC,12,2011,Annual,36.44,0.44,14.89,31.55,46.1,12.83,"122,771,308","27,284,217","2,438,882,113","861,957,142","1,850,681,798"
A002380,KCC,12,2012,Annual,39.7,0.49,15.1,27.29,37.53,5.28,"198,949,280","26,038,802","1,699,659,600","1,199,859,258","1,197,181,450"
A002380,KCC,12,2013,Annual,37.26,0.47,14.86,27.77,38.45,9.76,"231,742,877","24,289,096","2,015,585,277","583,836,220","1,538,881,274"
A002380,KCC,12,2014,Annual,29.62,0.37,15.44,28.02,38.93,8.61,"273,391,768","27,905,310","2,561,228,800","900,345,012","2,048,665,329"
A002380,KCC,12,2015,Annual,29.01,0.48,16.89,32.3,47.71,5.13,"309,210,486","34,420,450","2,205,659,681","1,374,813,687","1,678,980,692"
A002380,KCC,12,2016,Annual,28.08,0.44,17.26,34.88,53.55,6.42,"326,583,102","48,231,302","2,288,828,081","1,677,502,637","1,763,165,803"
A002380,KCC,12,2017,Annual,28.98,0.32,15.4,38.53,62.69,3.98,"329,834,971","53,024,085","2,452,254,425","2,603,527,421","1,902,759,706"
A002380,KCC,12,2018,Annual,30.45,0.34,16.62,35.96,56.16,3.76,"200,863,855","60,755,166","2,645,608,938","1,422,168,944","2,053,039,233"
A002380,KCC,12,2019,Annual,24.74,0.29,18.59,52.54,110.68,2.28,"133,209,522","63,526,321","3,230,340,612","3,187,568,563","2,749,238,757"
A002380,KCC,12,2020,Annual,29.87,9.62,17.86,57.51,135.37,3.99,"133,845,504","162,284,764","3,372,155,707","3,014,059,195","2,460,642,538"
A002380,KCC,12,2021,Annual,27.64,9.81,15.96,58.26,139.56,4.2,"388,769,768","142,368,821","3,668,126,354","2,699,971,577","2,361,704,366"
A002380,KCC,12,2022,Annual,26.95,9.89,15.02,57.68,136.32,5.92,"467,661,529","178,331,353","4,029,782,763","2,869,372,542","2,453,682,540"
A020150,롯데에너지머티리얼즈,12,2011,Annual,55.16,2.55,5.79,26.04,35.21,0.39,"10,556,736","1,373,255","130,245,423","84,449,831","45,024,027"
A020150,롯데에너지머티리얼즈,12,2012,Annual,47.37,4.83,5.51,42.3,73.31,4.75,"-6,841,915","2,100,095","156,293,333","171,616,535","76,805,851"
A020150,롯데에너지머티리얼즈,12,2013,Annual,47.42,4.13,6.41,50.86,103.48,1.15,"-14,843,478","2,947,233","176,154,324","255,762,571","93,678,591"
A020150,롯데에너지머티리얼즈,12,2014,Annual,44.8,4.42,10.31,50.9,103.66,3.75,"-28,549,803","5,498,441","219,936,718","264,827,196","131,802,354"
A020150,롯데에너지머티리얼즈,12,2015,Annual,40.92,1.62,6.33,46.68,87.56,6.38,"14,425,990","2,939,037","197,532,722","165,850,911","126,991,924"
A020150,롯데에너지머티리얼즈,12,2016,Annual,45.1,1.44,6.81,24.58,32.6,6.79,"29,020,559","237,218","147,803,910","68,619,842","96,301,956"
A020150,롯데에너지머티리얼즈,12,2017,Annual,27.03,0.68,6.92,18.43,22.6,7.1,"49,521,992","427,333","394,514,637","89,044,966","335,983,039"
A020150,롯데에너지머티리얼즈,12,2018,Annual,39.22,0.62,6.13,23.66,31,7.67,"48,720,652","463,728","357,483,184","109,016,828","306,324,942"
A020150,롯데에너지머티리얼즈,12,2019,Annual,36.12,0.54,5.55,21.36,27.16,32.11,"46,850,078","1,019,441","592,714,091","100,985,309","508,773,575"
A020150,롯데에너지머티리얼즈,12,2020,Annual,41.97,0.66,6.62,21.03,26.64,12.64,"50,869,598","2,502,228","518,895,365","108,570,613","417,101,542"
A020150,롯데에너지머티리얼즈,12,2021,Annual,38.42,0.47,6.2,23.06,29.96,13.38,"69,925,558","3,431,601","959,410,929","148,562,452","824,544,894"
A020150,롯데에너지머티리얼즈,12,2022,Annual,35.96,0.43,6.14,18.11,22.12,8.25,"84,772,900","14,487,688","1,436,348,001","176,543,818","1,131,275,205"
A282330,BGF리테일,12,2011,Annual,,,,,,,,,,,
A282330,BGF리테일,12,2012,Annual,,,,,,,,,,,
A282330,BGF리테일,12,2013,Annual,,,,,,,,,,,
A282330,BGF리테일,12,2014,Annual,,,,,,,,,,,
A282330,BGF리테일,12,2015,Annual,,,,,,,,,,,
A282330,BGF리테일,12,2016,Annual,,,,,,,,,,,
A282330,BGF리테일,12,2017,Annual,31.48,4.26,15.2,69.57,228.67,2.25,"26,516,480","1,138,000","566,642,690","681,364,596","472,200,264"
A282330,BGF리테일,12,2018,Annual,32.79,3.43,14.37,64.81,184.2,2.38,"189,516,686","6,841,000","696,072,311","763,691,794","592,679,163"
A282330,BGF리테일,12,2019,Annual,25.31,2.24,14.46,71.34,248.93,1.29,"196,623,294","19,126,000","744,140,652","950,726,347","653,266,186"
A282330,BGF리테일,12,2020,Annual,24.94,1.6,14.39,70.61,240.28,1.01,"162,204,244","18,022,000","829,086,122","1,003,393,100","707,541,422"
A282330,BGF리테일,12,2021,Annual,23.65,1.31,14.42,68.83,220.81,2.1,"199,441,704","18,709,000","808,328,772","1,016,456,192","699,871,210"
A282330,BGF리테일,12,2022,Annual,23.44,1.28,14.89,67.33,206.06,9.12,"252,407,574","28,332,000","889,900,434","1,102,246,622","765,059,078"
A000880,한화,12,2011,Annual,20.33,1.03,5.03,66.34,197.1,2.17,"306,523,105","289,690,000","4,274,813,535","5,173,630,216","3,386,885,294"
A000880,한화,12,2012,Annual,8.38,0.64,4.82,89.83,883.24,1.18,"1,226,106,529",0,"7,855,798,334","8,835,381,866","5,726,765,656"
A000880,한화,12,2013,Annual,7.84,0.55,4.91,90.49,951.62,1.19,"863,732,422",0,"9,460,445,160","9,075,173,488","6,953,773,655"
A000880,한화,12,2014,Annual,7.24,0.54,4.57,90.2,920.9,0.82,"515,837,908",0,"8,714,144,662","9,338,687,120","5,946,901,951"
A000880,한화,12,2015,Annual,7.15,0.6,5.29,90.63,967.16,0.81,"758,450,000",0,"11,222,945,000","12,794,859,000","8,112,748,000"
A000880,한화,12,2016,Annual,6.67,0.98,5.06,90.81,988.5,1.85,"1,685,925,000",0,"12,431,879,000","13,661,160,000","9,676,979,000"
A000880,한화,12,2017,Annual,6.35,0.97,4.61,90.03,903.43,1.32,"2,158,931,000",0,"11,619,692,000","12,930,690,000","8,928,901,000"
A000880,한화,12,2018,Annual,6.77,1.21,5.04,90,900.11,1.74,"1,806,148,000",0,"13,720,522,000","14,870,001,000","9,840,714,000"
A000880,한화,12,2019,Annual,6.31,1.38,5.21,89.98,898.06,1.93,"1,125,717,000",0,"15,242,686,000","16,002,711,000","11,326,898,000"
A000880,한화,12,2020,Annual,5.91,1.3,5.01,90.73,979.02,2.24,"1,549,002,000",0,"14,953,767,000","15,652,116,000","10,839,395,000"
A000880,한화,12,2021,Annual,5.57,1.82,5.26,89.2,825.65,2.7,"2,927,888,000",0,"17,634,712,000","16,468,961,000","12,467,757,000"
A000880,한화,12,2022,Annual,8.05,2.08,6.74,83.16,493.73,3.39,"2,369,638,000",0,"22,317,004,000","21,094,631,000","15,759,470,000"
A007070,GS리테일,12,2011,Annual,22.82,3.68,18.89,52.08,108.7,1.01,"93,889,583","19,853,000","993,504,336","956,643,103","860,789,335"
A007070,GS리테일,12,2012,Annual,25.69,4.48,19.48,47.68,91.14,1.78,"140,474,055","65,042,000","730,784,138","602,276,384","581,471,561"
A007070,GS리테일,12,2013,Annual,24.55,5.22,19.25,43.94,78.38,1.54,"155,049,771","61,905,000","702,432,371","479,665,538","549,545,097"
A007070,GS리테일,12,2014,Annual,25.64,5.1,18.79,42.41,73.66,3.57,"143,310,179","39,129,000","691,639,125","545,076,201","569,806,084"
A007070,GS리테일,12,2015,Annual,44.25,3.45,16.15,54.41,119.34,1.38,"225,793,504","41,785,058","482,627,834","875,687,410","366,327,411"
A007070,GS리테일,12,2016,Annual,48.34,3.29,15.79,50.07,100.27,0.93,"218,058,674","48,502,108","748,256,761","1,218,576,666","593,803,597"
A007070,GS리테일,12,2017,Annual,46.98,3.35,16.86,53,112.77,1.78,"165,713,644","27,952,000","742,986,071","1,795,597,720","512,376,409"
A007070,GS리테일,12,2018,Annual,46.02,3.24,19.08,51.79,107.41,1.21,"180,259,204","29,522,000","709,522,057","1,720,407,510","484,934,410"
A007070,GS리테일,12,2019,Annual,32.58,1.94,18.91,63.59,174.62,0.82,"238,835,956","73,022,000","800,433,641","1,777,083,793","617,080,038"
A007070,GS리테일,12,2020,Annual,32.03,1.56,17.81,62.84,169.11,0.51,"252,567,216","68,641,000","923,271,552","1,682,198,174","734,579,118"
A007070,GS리테일,12,2021,Annual,28.92,2.94,20.41,53.32,114.21,0.97,"219,542,226","64,029,000","1,183,932,818","2,055,199,219","990,891,558"
A007070,GS리테일,12,2022,Annual,28.15,2.59,22.41,55.05,122.45,3.97,"360,186,161","86,771,000","1,366,113,278","2,173,617,698","1,139,151,393"
A023530,롯데쇼핑,12,2011,Annual,40.18,8.19,23.28,55.6,125.23,5.92,"1,694,898,112","191,325,396","12,728,159,505","9,911,008,212","10,685,874,446"
A023530,롯데쇼핑,12,2012,Annual,40.23,11.96,24.6,57.35,134.48,2.53,"1,467,467,563","206,047,697","13,070,641,857","11,089,018,722","10,320,337,618"
A023530,롯데쇼핑,12,2013,Annual,40.51,11.14,25.45,56.57,130.26,3.36,"1,485,260,918","248,482,528","14,291,091,788","12,331,882,328","11,176,599,566"
A023530,롯데쇼핑,12,2014,Annual,39.68,10.37,26.96,56.22,128.41,4.81,"1,188,378,784","248,700,163","14,975,642,817","12,533,913,681","11,814,588,680"
A023530,롯데쇼핑,12,2015,Annual,38.73,8.79,27.66,58.01,138.14,4.3,"853,713,008","254,349,941","15,997,299,615","11,918,653,324","12,731,303,014"
A023530,롯데쇼핑,12,2016,Annual,38.01,8.01,29.48,58.81,142.79,5.41,"763,326,206","331,674,279","16,932,314,925","13,385,955,106","13,607,938,185"
A023530,롯데쇼핑,12,2017,Annual,53.38,8.68,38.08,52.23,109.33,9.4,"801,038,446","334,486,008","6,295,311,077","8,544,529,589","4,941,271,827"
A023530,롯데쇼핑,12,2018,Annual,54.86,7.82,38.78,52.67,111.3,6.93,"597,003,599","240,872,240","5,708,395,690","6,603,742,845","4,440,907,006"
A023530,롯데쇼핑,12,2019,Annual,42.67,5.44,39.78,65.29,188.12,4.67,"427,910,874","507,893,930","6,107,298,116","8,201,884,224","4,647,809,988"
A023530,롯데쇼핑,12,2020,Annual,43.78,4.97,38.28,66.22,196.06,5.83,"346,084,472","500,667,061","6,290,692,043","8,779,997,005","5,043,372,375"
A023530,롯데쇼핑,12,2021,Annual,43.61,4.55,40.68,64.71,183.35,7.18,"207,602,693","483,590,769","7,000,185,491","8,994,249,449","5,604,905,301"
A023530,롯데쇼핑,12,2022,Annual,45.19,3.6,41.53,65.19,187.3,5.68,"386,225,595","499,749,759","6,179,514,076","10,622,585,641","4,793,450,920"
A000990,DB하이텍,12,2011,Annual,63.29,5.95,23.03,74.31,289.22,3.34,"-35,388,322","57,548,000","279,725,558","794,704,783","202,612,895"
A000990,DB하이텍,12,2012,Annual,59.2,6.63,19.02,74.87,298,3.45,"-15,599,381","50,197,000","309,144,147","555,433,290","229,881,755"
A000990,DB하이텍,12,2013,Annual,60.09,7.01,20.02,80.65,416.9,3.33,"-9,610,612","59,545,085","222,960,700","476,867,874","150,583,013"
A000990,DB하이텍,12,2014,Annual,60.09,6.28,16.09,87.74,715.95,4.1,"45,560,248","67,652,179","247,582,371","376,436,760","178,402,802"
A000990,DB하이텍,12,2015,Annual,54.15,3.47,15.71,74.2,287.57,10.98,"124,968,815","50,040,000","337,757,266","244,044,785","254,297,698"
A000990,DB하이텍,12,2016,Annual,55.5,2.6,15.21,65.35,188.6,11.71,"172,427,930","39,114,000","368,924,211","274,231,115","292,579,433"
A000990,DB하이텍,12,2017,Annual,55.89,2.6,16.24,54.14,118.07,10.81,"143,195,168","23,682,000","353,662,841","145,225,195","278,643,950"
A000990,DB하이텍,12,2018,Annual,56.03,2.64,15.29,47.64,91,11.17,"112,993,143","16,701,000","383,378,937","156,796,450","340,487,288"
A000990,DB하이텍,12,2019,Annual,56.62,2.15,13.97,40.8,68.91,7.79,"181,292,188","13,489,986","426,263,421","219,715,556","374,425,580"
A000990,DB하이텍,12,2020,Annual,57.25,1.82,12.77,32.58,48.33,4.1,"239,335,181","6,505,000","459,208,127","261,704,001","407,359,358"
A000990,DB하이텍,12,2021,Annual,42.44,1.24,11.2,28.64,40.13,11.81,"399,106,778","3,282,000","815,161,899","335,336,853","749,144,762"
A000990,DB하이텍,12,2022,Annual,35.15,0.86,9.94,23.69,31.04,7.17,"761,884,807","1,667,000","1,327,330,066","416,099,502","1,248,298,147"
A073240,금호타이어,12,2011,Annual,49.37,1.18,15.64,88.44,764.71,2.97,"193,653,483","199,630,000","1,879,815,756","2,798,857,297","1,093,032,647"
A073240,금호타이어,12,2012,Annual,48.87,1.1,16.12,80.55,414.02,3.08,"375,346,329","187,614,000","1,784,134,325","2,264,506,887","998,055,272"
A073240,금호타이어,12,2013,Annual,50.59,0.99,17.11,75.96,315.91,3.45,"345,935,826","163,466,000","1,730,613,888","3,337,852,568","1,127,355,538"
A073240,금호타이어,12,2014,Annual,52.23,0.87,19.02,72.4,262.34,4.1,"358,398,954","144,979,000","1,701,832,641","1,700,446,332","1,124,419,197"
A073240,금호타이어,12,2015,Annual,57.42,0.67,21.03,75.85,314.02,4.67,"135,962,625","110,535,000","1,631,507,429","2,262,319,253","1,088,353,195"
A073240,금호타이어,12,2016,Annual,56.26,0.56,21.22,77.61,346.59,3.19,"111,802,684","113,068,000","1,631,406,148","2,408,331,206","1,082,290,964"
A073240,금호타이어,12,2017,Annual,61.11,0.16,21.5,79.55,389.06,3.35,"-164,249,896","126,982,000","1,494,725,762","2,434,995,251","947,751,561"
A073240,금호타이어,12,2018,Annual,61.12,0.13,21.59,68.22,214.62,6.44,"-98,200,821","114,543,000","1,345,764,334","1,220,908,628","887,128,015"
A073240,금호타이어,12,2019,Annual,62.81,0.12,20.11,67.1,203.99,2.79,"57,395,517","96,495,000","1,086,722,551","937,674,498","665,956,041"
A073240,금호타이어,12,2020,Annual,59.73,0.11,21.97,69.64,229.41,4.05,"-4,470,778","85,256,000","1,170,397,499","950,430,622","763,853,412"
A073240,금호타이어,12,2021,Annual,55.09,0.11,19.39,70.49,238.82,6.93,"-41,517,840","79,944,000","1,566,894,954","1,500,526,344","978,864,373"
A073240,금호타이어,12,2022,Annual,53.92,0.11,16.33,73.49,277.24,3.69,"23,135,671","103,123,000","1,778,414,450","2,342,835,849","963,738,552"
A278470,에이피알,12,2011,Annual,,,,,,,,,,,
A278470,에이피알,12,2012,Annual,,,,,,,,,,,
A278470,에이피알,12,2013,Annual,,,,,,,,,,,
A278470,에이피알,12,2014,Annual,,,,,,,,,,,
A278470,에이피알,12,2015,Annual,2.34,0,43.69,51.84,107.65,38.18,"2,206,733",0,"3,638,472","2,063,560","2,064,296"
A278470,에이피알,12,2016,Annual,6.62,2.65,47.11,68.71,219.58,24.31,"3,846,086",0,"8,386,221","6,765,022","5,783,513"
A278470,에이피알,12,2017,Annual,7.09,3.69,65.62,49.23,96.96,17.29,"1,934,458",0,"21,466,590","13,256,077","17,572,617"
A278470,에이피알,12,2018,Annual,6.81,1.03,74.83,85.76,602.41,15.33,"-5,970,928","1,679,936","44,799,713","48,013,308","22,945,508"
A278470,에이피알,12,2019,Annual,6.11,1.66,66.73,84.47,544.11,28.84,"7,152,418","2,206,370","47,475,786","48,864,803","31,376,663"
A278470,에이피알,12,2020,Annual,5.42,1.64,66.78,43.7,77.62,32.25,"14,469,697","2,190,639","62,817,955","29,046,487","44,257,374"
A278470,에이피알,12,2021,Annual,5.67,1.27,66.85,47.8,91.56,26.73,"14,273,152","648,254","90,318,936","50,064,267","52,487,872"
A278470,에이피알,12,2022,Annual,4.79,1.3,63.43,45.79,84.48,31.26,"39,228,479","1,035,577","137,024,020","76,266,539","86,563,859"
A139480,이마트,12,2011,Annual,68.71,1.95,20.67,49.82,99.28,0.46,"554,327,292","86,760,000","1,059,376,578","3,040,192,311","453,630,362"
A139480,이마트,12,2012,Annual,67.25,3.11,21.68,49.98,99.93,0.44,"734,998,630","129,690,000","1,202,427,607","3,467,418,954","479,193,587"
A139480,이마트,12,2013,Annual,66.87,3.06,22.05,48.68,94.86,0.54,"735,103,988","123,935,000","1,261,131,716","3,439,240,372","516,649,969"
A139480,이마트,12,2014,Annual,67.01,2.68,23.49,48.94,95.86,0.44,"582,977,458","122,951,954","1,304,465,253","3,372,291,372","500,014,980"
A139480,이마트,12,2015,Annual,67.65,2.64,24.14,50.05,100.21,0.44,"503,780,001","124,412,000","1,464,360,332","3,934,538,469","578,245,967"
A139480,이마트,12,2016,Annual,62.92,2.6,24.22,47.35,89.93,0.43,"568,598,366","114,610,000","1,740,881,592","4,001,387,162","761,348,469"
A139480,이마트,12,2017,Annual,61,2.34,24.43,45.41,83.17,1.39,"584,892,809","101,099,000","1,895,221,761","4,214,042,986","883,809,844"
A139480,이마트,12,2018,Annual,62.1,1.72,24.24,47.13,89.15,1.69,"462,827,003","82,492,000","2,285,602,945","4,998,253,469","1,162,619,833"
A139480,이마트,12,2019,Annual,47.42,6.25,24.87,51.61,106.67,3.23,"150,652,509","149,544,000","3,649,933,837","5,406,253,569","2,370,717,720"
A139480,이마트,12,2020,Annual,43.27,7.41,25.29,53.02,112.84,4.98,"237,151,679","164,623,000","4,062,967,203","5,988,152,922","2,801,131,341"
A139480,이마트,12,2021,Annual,32.03,24.89,25.8,60.31,151.95,3.23,"316,790,902","213,619,000","5,188,352,945","9,816,971,045","3,629,783,071"
A139480,이마트,12,2022,Annual,31.16,23.37,27.91,59.39,146.24,3.82,"135,651,682","317,541,000","5,848,734,598","9,941,710,323","3,816,877,971"
A026960,동서,12,2011,Annual,8.44,0.19,6.65,11.62,13.15,5.99,"49,423,331",0,"327,388,660","66,339,320","294,375,777"
A026960,동서,12,2012,Annual,7.61,0.3,7.05,10,11.11,11.61,"51,332,875",809,"486,808,793","54,484,207","460,178,200"
A026960,동서,12,2013,Annual,7.19,0.23,7.74,9.8,10.86,8.78,"50,960,346",0,"539,322,774","55,901,061","512,814,868"
A026960,동서,12,2014,Annual,6.53,0.21,7.71,8.63,9.45,4.51,"54,146,019",0,"582,148,755","42,044,784","555,420,972"
A026960,동서,12,2015,Annual,6.44,0.17,7.89,9.26,10.2,2.89,"48,842,390",856,"626,190,376","51,316,680","595,956,574"
A026960,동서,12,2016,Annual,5.89,0.14,7.89,9.77,10.83,2.33,"45,602,522",0,"669,849,595","60,406,908","634,555,472"
A026960,동서,12,2017,Annual,6.46,0.3,8.39,10.3,11.49,2.59,"47,673,463","7,576","694,934,574","65,121,453","652,406,770"
A026960,동서,12,2018,Annual,5.97,0.26,8.36,9.91,11.01,1.9,"43,217,607","24,875","712,673,811","58,492,850","670,096,714"
A026960,동서,12,2019,Annual,3.46,0.15,8.6,8.61,9.42,1.56,"41,590,792","59,832","729,818,738","57,123,351","697,464,076"
A026960,동서,12,2020,Annual,3.2,0.14,7.52,8.42,9.2,1.45,"45,114,690","39,977","755,493,781","55,895,950","715,280,031"
A026960,동서,12,2021,Annual,3.01,0.13,7.59,8.47,9.25,1.3,"38,374,680","48,244","780,421,145","58,685,674","732,049,697"
A026960,동서,12,2022,Annual,2.88,0.11,7.65,5.06,5.33,1.28,"39,175,078","96,833","812,498,509","67,707,638","755,353,202"
A457190,이수스페셜티케미컬,12,2011,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2012,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2013,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2014,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2015,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2016,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2017,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2018,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2019,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2020,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2021,Annual,,,,,,,,,,,
A457190,이수스페셜티케미컬,12,2022,Annual,,,,,,,,,,,
