Symbol,Name,결산월,회계년,주기,총자본(천원),총부채(천원)
A138930,BNK금융지주,12,2021,Annual,"10,223,182,994","118,063,851,120"
A138930,BNK금융지주,12,2022,Annual,"10,789,882,683","126,142,724,246"
A383220,F&F,12,2011,Annual,,
A383220,F&F,12,2012,Annual,,
A383220,F&F,12,2013,Annual,,
A383220,F&F,12,2014,Annual,,
A383220,F&F,12,2015,Annual,,
A383220,F&F,12,2016,Annual,,
A383220,F&F,12,2017,Annual,,
A383220,F&F,12,2018,Annual,,
A383220,F&F,12,2019,Annual,,
A383220,F&F,12,2020,Annual,,
A383220,F&F,12,2021,Annual,"541,258,365","599,071,743"
A383220,F&F,12,2022,Annual,"943,172,289","627,006,737"
A175330,JB금융지주,12,2011,Annual,,
A175330,JB금융지주,12,2012,Annual,,
A175330,JB금융지주,12,2013,Annual,"941,071,000","15,245,032,000"
A175330,JB금융지주,12,2014,Annual,"2,279,425,000","33,227,983,000"
A175330,JB금융지주,12,2015,Annual,"2,678,739,000","37,132,437,000"
A175330,JB금융지주,12,2016,Annual,"2,963,813,000","42,835,112,000"
A175330,JB금융지주,12,2017,Annual,"3,086,385,000","44,507,275,000"
A175330,JB금융지주,12,2018,Annual,"3,458,316,000","43,321,527,000"
A175330,JB금융지주,12,2019,Annual,"3,819,778,000","43,709,786,000"
A175330,JB금융지주,12,2020,Annual,"4,028,860,000","49,346,603,000"
A175330,JB금융지주,12,2021,Annual,"4,326,687,000","52,068,950,000"
A175330,JB금융지주,12,2022,Annual,"4,763,013,000","55,065,152,000"
A081660,휠라홀딩스,12,2011,Annual,"298,595,668","540,816,388"
A081660,휠라홀딩스,12,2012,Annual,"399,311,098","462,698,084"
A081660,휠라홀딩스,12,2013,Annual,"492,006,626","479,349,504"
A081660,휠라홀딩스,12,2014,Annual,"568,386,612","475,018,605"
A081660,휠라홀딩스,12,2015,Annual,"479,101,970","499,829,701"
A081660,휠라홀딩스,12,2016,Annual,"1,302,162,826","2,082,752,073"
A081660,휠라홀딩스,12,2017,Annual,"1,234,329,957","1,844,594,261"
A081660,휠라홀딩스,12,2018,Annual,"1,506,493,876","1,797,845,632"
A081660,휠라홀딩스,12,2019,Annual,"1,800,943,618","1,969,305,511"
A081660,휠라홀딩스,12,2020,Annual,"1,857,327,807","1,901,113,442"
A081660,휠라홀딩스,12,2021,Annual,"2,306,489,236","1,982,367,579"
A081660,휠라홀딩스,12,2022,Annual,"2,574,563,335","2,247,238,043"
A002790,아모레G,12,2011,Annual,"3,357,591,700","897,272,880"
A002790,아모레G,12,2012,Annual,"3,634,213,081","881,741,740"
A002790,아모레G,12,2013,Annual,"3,908,946,874","1,012,909,273"
A002790,아모레G,12,2014,Annual,"4,323,365,397","1,176,359,787"
A002790,아모레G,12,2015,Annual,"4,887,804,301","1,260,164,895"
A002790,아모레G,12,2016,Annual,"5,566,878,317","1,521,516,893"
A002790,아모레G,12,2017,Annual,"5,931,973,597","1,403,262,409"
A002790,아모레G,12,2018,Annual,"6,242,470,075","1,144,904,368"
A002790,아모레G,12,2019,Annual,"6,480,146,830","1,801,246,304"
A002790,아모레G,12,2020,Annual,"6,272,042,778","1,516,700,822"
A002790,아모레G,12,2021,Annual,"6,475,624,778","1,562,518,154"
A002790,아모레G,12,2022,Annual,"6,533,503,341","1,117,500,460"
A112610,씨에스윈드,12,2011,Annual,"111,181,299","231,368,507"
A112610,씨에스윈드,12,2012,Annual,"115,285,421","165,146,674"
A112610,씨에스윈드,12,2013,Annual,"136,183,718","131,345,868"
A112610,씨에스윈드,12,2014,Annual,"297,504,149","73,437,362"
A112610,씨에스윈드,12,2015,Annual,"325,684,462","66,308,111"
A112610,씨에스윈드,12,2016,Annual,"298,629,137","87,057,692"
A112610,씨에스윈드,12,2017,Annual,"301,878,272","86,058,342"
A112610,씨에스윈드,12,2018,Annual,"318,515,263","287,876,392"
A112610,씨에스윈드,12,2019,Annual,"369,834,047","365,772,481"
A112610,씨에스윈드,12,2020,Annual,"443,528,737","437,128,952"
A112610,씨에스윈드,12,2021,Annual,"943,776,342","827,324,537"
A112610,씨에스윈드,12,2022,Annual,"927,606,916","856,500,062"
A012750,에스원,12,2011,Annual,"761,073,438","296,645,472"
A012750,에스원,12,2012,Annual,"793,469,956","291,163,958"
A012750,에스원,12,2013,Annual,"843,505,719","310,574,829"
A012750,에스원,12,2014,Annual,"915,732,526","544,328,447"
A012750,에스원,12,2015,Annual,"980,355,970","414,070,537"
A012750,에스원,12,2016,Annual,"1,099,945,367","360,431,279"
A012750,에스원,12,2017,Annual,"1,207,837,503","373,699,477"
A012750,에스원,12,2018,Annual,"1,262,317,716","420,536,578"
A012750,에스원,12,2019,Annual,"1,327,606,478","467,353,241"
A012750,에스원,12,2020,Annual,"1,384,184,652","522,505,041"
A012750,에스원,12,2021,Annual,"1,442,895,805","530,076,698"
A012750,에스원,12,2022,Annual,"1,522,989,263","552,669,333"
A008770,호텔신라,12,2011,Annual,"601,455,468","783,847,880"
A008770,호텔신라,12,2012,Annual,"689,181,339","858,430,951"
A008770,호텔신라,12,2013,Annual,"678,553,638","1,033,516,999"
A008770,호텔신라,12,2014,Annual,"729,972,019","1,177,480,185"
A008770,호텔신라,12,2015,Annual,"743,949,291","1,432,755,896"
A008770,호텔신라,12,2016,Annual,"661,540,685","1,379,414,318"
A008770,호텔신라,12,2017,Annual,"668,137,855","1,551,038,976"
A008770,호텔신라,12,2018,Annual,"765,063,456","1,538,678,672"
A008770,호텔신라,12,2019,Annual,"919,541,111","2,607,739,513"
A008770,호텔신라,12,2020,Annual,"623,955,951","2,269,886,508"
A008770,호텔신라,12,2021,Annual,"576,904,674","2,079,545,237"
A008770,호텔신라,12,2022,Annual,"539,783,950","2,398,761,038"
A088350,한화생명,3,2011,Annual,"6,517,148,111","62,589,540,403"
A088350,한화생명,3,2012,Annual,"7,048,978,263","70,825,528,207"
A088350,한화생명,12,2013,Annual,"6,986,466,076","75,385,018,908"
A088350,한화생명,12,2014,Annual,"8,652,161,020","83,474,053,176"
A088350,한화생명,12,2015,Annual,"8,642,757,400","90,887,425,920"
A088350,한화생명,12,2016,Annual,"9,159,163,996","110,221,971,198"
A088350,한화생명,12,2017,Annual,"10,238,102,545","115,756,369,618"
A088350,한화생명,12,2018,Annual,"11,429,657,068","120,654,793,750"
A088350,한화생명,12,2019,Annual,"13,993,275,218","127,856,811,928"
A088350,한화생명,12,2020,Annual,"13,154,634,375","135,620,149,659"
A088350,한화생명,12,2021,Annual,"13,419,581,015","150,171,792,113"
A088350,한화생명,12,2022,Annual,"19,694,680,831","126,615,799,733"
A036460,한국가스공사,12,2011,Annual,"8,043,899,871","27,971,442,576"
A036460,한국가스공사,12,2012,Annual,"8,368,965,281","32,252,753,251"
A036460,한국가스공사,12,2013,Annual,"8,932,779,001","34,733,596,500"
A036460,한국가스공사,12,2014,Annual,"9,724,375,471","37,047,646,954"
A036460,한국가스공사,12,2015,Annual,"10,056,943,419","32,328,396,264"
A036460,한국가스공사,12,2016,Annual,"9,473,024,609","30,568,978,417"
A036460,한국가스공사,12,2017,Annual,"8,140,413,962","28,999,025,482"
A036460,한국가스공사,12,2018,Annual,"8,497,984,433","31,191,707,143"
A036460,한국가스공사,12,2019,Annual,"8,146,520,783","31,165,333,775"
A036460,한국가스공사,12,2020,Annual,"7,735,155,422","28,174,619,094"
A036460,한국가스공사,12,2021,Annual,"9,119,335,806","34,550,566,518"
A036460,한국가스공사,12,2022,Annual,"10,410,740,312","52,014,242,784"
A052690,한전기술,12,2011,Annual,"379,628,934","360,264,379"
A052690,한전기술,12,2012,Annual,"425,968,698","435,913,441"
A052690,한전기술,12,2013,Annual,"382,049,946","378,453,713"
A052690,한전기술,12,2014,Annual,"407,130,507","370,481,943"
A052690,한전기술,12,2015,Annual,"400,749,872","438,370,663"
A052690,한전기술,12,2016,Annual,"410,687,549","364,787,028"
A052690,한전기술,12,2017,Annual,"457,031,472","305,134,372"
A052690,한전기술,12,2018,Annual,"461,380,108","310,099,879"
A052690,한전기술,12,2019,Annual,"492,212,759","242,994,111"
A052690,한전기술,12,2020,Annual,"499,074,513","201,216,889"
A052690,한전기술,12,2021,Annual,"513,450,927","192,058,364"
A052690,한전기술,12,2022,Annual,"543,413,813","273,089,488"
A004370,농심,12,2011,Annual,"1,519,246,098","751,041,558"
A004370,농심,12,2012,Annual,"1,459,339,293","691,971,586"
A004370,농심,12,2013,Annual,"1,516,673,156","698,717,861"
A004370,농심,12,2014,Annual,"1,553,472,908","670,659,167"
A004370,농심,12,2015,Annual,"1,646,471,924","772,235,674"
A004370,농심,12,2016,Annual,"1,802,388,214","678,899,069"
A004370,농심,12,2017,Annual,"1,841,097,915","608,800,458"
A004370,농심,12,2018,Annual,"1,897,750,299","634,536,236"
A004370,농심,12,2019,Annual,"1,940,743,397","712,306,478"
A004370,농심,12,2020,Annual,"2,048,963,988","676,564,197"
A004370,농심,12,2021,Annual,"2,200,767,286","699,140,508"
A004370,농심,12,2022,Annual,"2,315,340,179","719,378,357"
A014680,한솔케미칼,12,2011,Annual,"152,252,884","169,571,366"
A014680,한솔케미칼,12,2012,Annual,"181,595,623","177,084,903"
A014680,한솔케미칼,12,2013,Annual,"198,477,340","229,519,400"
A014680,한솔케미칼,12,2014,Annual,"213,240,816","261,121,484"
A014680,한솔케미칼,12,2015,Annual,"246,768,848","274,266,949"
A014680,한솔케미칼,12,2016,Annual,"341,124,260","358,592,061"
A014680,한솔케미칼,12,2017,Annual,"390,862,013","332,458,107"
A014680,한솔케미칼,12,2018,Annual,"447,236,863","344,490,922"
A014680,한솔케미칼,12,2019,Annual,"520,553,678","418,640,473"
A014680,한솔케미칼,12,2020,Annual,"622,270,538","376,929,964"
A014680,한솔케미칼,12,2021,Annual,"767,869,701","429,305,068"
A014680,한솔케미칼,12,2022,Annual,"852,496,588","400,814,014"
A028670,팬오션,12,2011,Annual,"2,428,825,000","4,587,581,000"
A028670,팬오션,12,2012,Annual,"1,778,940,000","5,371,242,000"
A028670,팬오션,12,2013,Annual,"240,914,000","4,639,215,000"
A028670,팬오션,12,2014,Annual,"1,422,581,000","3,135,349,000"
A028670,팬오션,12,2015,Annual,"2,431,439,000","1,882,845,000"
A028670,팬오션,12,2016,Annual,"2,565,860,000","1,764,786,000"
A028670,팬오션,12,2017,Annual,"2,409,752,000","1,484,610,000"
A028670,팬오션,12,2018,Annual,"2,660,437,000","1,459,059,000"
A028670,팬오션,12,2019,Annual,"2,899,531,000","1,554,646,000"
A028670,팬오션,12,2020,Annual,"2,806,652,000","1,852,675,000"
A028670,팬오션,12,2021,Annual,"3,596,837,000","2,891,942,000"
A028670,팬오션,12,2022,Annual,"4,492,604,000","3,056,338,000"
A030000,제일기획,12,2011,Annual,"717,819,154","1,092,773,740"
A030000,제일기획,12,2012,Annual,"699,167,324","1,295,541,955"
A030000,제일기획,12,2013,Annual,"668,560,220","1,035,970,749"
A030000,제일기획,12,2014,Annual,"882,689,822","961,162,282"
A030000,제일기획,12,2015,Annual,"800,339,976","1,066,521,926"
A030000,제일기획,12,2016,Annual,"776,284,595","1,375,147,032"
A030000,제일기획,12,2017,Annual,"855,988,046","1,382,305,189"
A030000,제일기획,12,2018,Annual,"892,792,830","1,279,285,333"
A030000,제일기획,12,2019,Annual,"956,815,589","1,295,951,762"
A030000,제일기획,12,2020,Annual,"1,015,529,269","1,226,934,683"
A030000,제일기획,12,2021,Annual,"1,127,267,387","1,414,844,027"
A030000,제일기획,12,2022,Annual,"1,221,429,566","1,530,015,562"
A002380,KCC,12,2011,Annual,"5,025,481,558","2,316,788,751"
A002380,KCC,12,2012,Annual,"4,961,901,908","1,862,087,730"
A002380,KCC,12,2013,Annual,"5,093,254,869","1,958,474,227"
A002380,KCC,12,2014,Annual,"6,229,307,774","2,425,226,276"
A002380,KCC,12,2015,Annual,"5,868,653,488","2,799,757,667"
A002380,KCC,12,2016,Annual,"5,966,925,432","3,195,442,999"
A002380,KCC,12,2017,Annual,"5,866,256,798","3,677,520,040"
A002380,KCC,12,2018,Annual,"5,741,346,635","3,224,071,784"
A002380,KCC,12,2019,Annual,"4,453,226,856","4,928,994,647"
A002380,KCC,12,2020,Annual,"5,245,995,002","7,101,577,326"
A002380,KCC,12,2021,Annual,"5,376,066,872","7,502,796,337"
A002380,KCC,12,2022,Annual,"5,551,138,505","7,567,347,802"
A020150,롯데에너지머티리얼즈,12,2011,Annual,"327,024,424","115,138,950"
A020150,롯데에너지머티리얼즈,12,2012,Annual,"271,111,304","198,755,550"
A020150,롯데에너지머티리얼즈,12,2013,Annual,"285,429,688","295,365,361"
A020150,롯데에너지머티리얼즈,12,2014,Annual,"292,686,425","303,408,658"
A020150,롯데에너지머티리얼즈,12,2015,Annual,"232,841,056","203,867,037"
A020150,롯데에너지머티리얼즈,12,2016,Annual,"294,700,826","96,065,926"
A020150,롯데에너지머티리얼즈,12,2017,Annual,"530,430,116","119,854,073"
A020150,롯데에너지머티리얼즈,12,2018,Annual,"528,412,825","163,793,214"
A020150,롯데에너지머티리얼즈,12,2019,Annual,"815,450,948","221,477,150"
A020150,롯데에너지머티리얼즈,12,2020,Annual,"853,628,400","227,381,589"
A020150,롯데에너지머티리얼즈,12,2021,Annual,"1,349,280,166","404,284,925"
A020150,롯데에너지머티리얼즈,12,2022,Annual,"1,990,086,440","440,193,361"
A282330,BGF리테일,12,2011,Annual,,
A282330,BGF리테일,12,2012,Annual,,
A282330,BGF리테일,12,2013,Annual,,
A282330,BGF리테일,12,2014,Annual,,
A282330,BGF리테일,12,2015,Annual,,
A282330,BGF리테일,12,2016,Annual,,
A282330,BGF리테일,12,2017,Annual,"388,644,198","888,705,327"
A282330,BGF리테일,12,2018,Annual,"521,663,030","960,905,507"
A282330,BGF리테일,12,2019,Annual,"622,595,762","1,549,815,138"
A282330,BGF리테일,12,2020,Annual,"696,827,910","1,674,341,688"
A282330,BGF리테일,12,2021,Annual,"809,319,369","1,787,059,387"
A282330,BGF리테일,12,2022,Annual,"962,627,644","1,983,607,628"
A000880,한화,12,2011,Annual,"5,058,834,878","9,970,895,877"
A000880,한화,12,2012,Annual,"10,585,956,989","93,499,691,134"
A000880,한화,12,2013,Annual,"10,775,956,137","102,546,653,536"
A000880,한화,12,2014,Annual,"12,115,238,443","111,569,023,847"
A000880,한화,12,2015,Annual,"13,645,666,000","131,976,049,000"
A000880,한화,12,2016,Annual,"14,227,936,000","140,643,102,000"
A000880,한화,12,2017,Annual,"15,964,746,000","144,230,232,000"
A000880,한화,12,2018,Annual,"16,953,035,000","152,595,542,000"
A000880,한화,12,2019,Annual,"18,263,971,000","164,022,207,000"
A000880,한화,12,2020,Annual,"17,717,709,000","173,460,629,000"
A000880,한화,12,2021,Annual,"21,980,650,000","181,483,049,000"
A000880,한화,12,2022,Annual,"33,175,908,000","163,801,018,000"
A007070,GS리테일,12,2011,Annual,"1,434,601,891","1,559,426,947"
A007070,GS리테일,12,2012,Annual,"1,524,450,555","1,389,360,063"
A007070,GS리테일,12,2013,Annual,"1,614,619,471","1,265,470,315"
A007070,GS리테일,12,2014,Annual,"1,681,545,265","1,238,543,453"
A007070,GS리테일,12,2015,Annual,"2,159,027,283","2,576,478,489"
A007070,GS리테일,12,2016,Annual,"2,357,524,830","2,363,836,827"
A007070,GS리테일,12,2017,Annual,"2,393,343,968","2,698,930,353"
A007070,GS리테일,12,2018,Annual,"2,458,348,559","2,640,531,613"
A007070,GS리테일,12,2019,Annual,"2,567,095,525","4,482,562,635"
A007070,GS리테일,12,2020,Annual,"2,667,178,591","4,510,588,585"
A007070,GS리테일,12,2021,Annual,"4,414,386,044","5,041,586,938"
A007070,GS리테일,12,2022,Annual,"4,420,005,380","5,412,417,745"
A023530,롯데쇼핑,12,2011,Annual,"14,679,004,823","18,382,114,821"
A023530,롯데쇼핑,12,2012,Annual,"15,718,324,811","21,138,720,057"
A023530,롯데쇼핑,12,2013,Annual,"16,925,242,414","22,047,323,324"
A023530,롯데쇼핑,12,2014,Annual,"17,543,876,633","22,528,449,105"
A023530,롯데쇼핑,12,2015,Annual,"17,087,842,275","23,605,524,180"
A023530,롯데쇼핑,12,2016,Annual,"17,264,041,893","24,651,864,607"
A023530,롯데쇼핑,12,2017,Annual,"13,351,352,592","14,597,135,457"
A023530,롯데쇼핑,12,2018,Annual,"12,427,372,865","13,831,935,993"
A023530,롯데쇼핑,12,2019,Annual,"11,791,008,349","22,181,607,403"
A023530,롯데쇼핑,12,2020,Annual,"11,088,762,567","21,740,641,629"
A023530,롯데쇼핑,12,2021,Annual,"11,797,006,677","21,629,527,142"
A023530,롯데쇼핑,12,2022,Annual,"11,035,116,786","20,668,459,087"
A073240,금호타이어,12,2011,Annual,"569,500,143","4,355,033,544"
A073240,금호타이어,12,2012,Annual,"930,124,108","3,850,889,041"
A073240,금호타이어,12,2013,Annual,"1,138,200,532","3,595,732,034"
A073240,금호타이어,12,2014,Annual,"1,325,992,579","3,478,669,825"
A073240,금호타이어,12,2015,Annual,"1,260,796,338","3,959,180,233"
A073240,금호타이어,12,2016,Annual,"1,148,714,370","3,981,338,983"
A073240,금호타이어,12,2017,Annual,"929,048,662","3,614,563,297"
A073240,금호타이어,12,2018,Annual,"1,341,733,408","2,879,661,518"
A073240,금호타이어,12,2019,Annual,"1,292,634,167","2,636,829,376"
A073240,금호타이어,12,2020,Annual,"1,167,594,660","2,678,607,274"
A073240,금호타이어,12,2021,Annual,"1,281,567,868","3,060,638,117"
A073240,금호타이어,12,2022,Annual,"1,244,555,611","3,450,429,792"
A000990,DB하이텍,12,2011,Annual,"308,061,688","890,982,181"
A000990,DB하이텍,12,2012,Annual,"290,893,335","866,861,695"
A000990,DB하이텍,12,2013,Annual,"204,756,748","853,635,085"
A000990,DB하이텍,12,2014,Annual,"120,702,734","864,173,902"
A000990,DB하이텍,12,2015,Annual,"254,057,491","730,586,221"
A000990,DB하이텍,12,2016,Annual,"341,917,315","644,871,257"
A000990,DB하이텍,12,2017,Annual,"455,797,946","538,152,775"
A000990,DB하이텍,12,2018,Annual,"558,391,531","508,142,309"
A000990,DB하이텍,12,2019,Annual,"644,650,730","444,239,080"
A000990,DB하이텍,12,2020,Annual,"794,584,513","383,996,685"
A000990,DB하이텍,12,2021,Annual,"1,106,049,706","443,888,190"
A000990,DB하이텍,12,2022,Annual,"1,634,784,144","507,381,719"
A278470,에이피알,12,2011,Annual,,
A278470,에이피알,12,2012,Annual,,
A278470,에이피알,12,2013,Annual,,
A278470,에이피알,12,2014,Annual,,
A278470,에이피알,12,2015,Annual,"1,918,278","2,065,029"
A278470,에이피알,12,2016,Annual,"3,194,681","7,015,035"
A278470,에이피알,12,2017,Annual,"13,681,035","13,264,561"
A278470,에이피알,12,2018,Annual,"8,266,369","49,797,652"
A278470,에이피알,12,2019,Annual,"9,396,753","51,128,457"
A278470,에이피알,12,2020,Annual,"51,699,915","40,128,746"
A278470,에이피알,12,2021,Annual,"66,001,081","60,427,750"
A278470,에이피알,12,2022,Annual,"99,266,312","83,864,628"
A003230,삼양식품,12,2011,Annual,"157,501,472","164,272,918"
A003230,삼양식품,12,2012,Annual,"161,152,495","129,342,592"
A003230,삼양식품,12,2013,Annual,"163,876,687","134,693,546"
A003230,삼양식품,12,2014,Annual,"166,120,058","133,506,433"
A003230,삼양식품,12,2015,Annual,"162,540,954","134,007,148"
A003230,삼양식품,12,2016,Annual,"177,542,160","149,153,787"
A003230,삼양식품,12,2017,Annual,"203,106,858","195,071,089"
A003230,삼양식품,12,2018,Annual,"234,420,656","177,717,667"
A003230,삼양식품,12,2019,Annual,"287,637,665","182,721,297"
A003230,삼양식품,12,2020,Annual,"347,275,513","208,948,913"
A003230,삼양식품,12,2021,Annual,"395,691,450","357,388,871"
A003230,삼양식품,12,2022,Annual,"454,763,742","470,165,749"
A457190,이수스페셜티케미컬,12,2011,Annual,,
A457190,이수스페셜티케미컬,12,2012,Annual,,
A457190,이수스페셜티케미컬,12,2013,Annual,,
A457190,이수스페셜티케미컬,12,2014,Annual,,
A457190,이수스페셜티케미컬,12,2015,Annual,,
A457190,이수스페셜티케미컬,12,2016,Annual,,
A457190,이수스페셜티케미컬,12,2017,Annual,,
A457190,이수스페셜티케미컬,12,2018,Annual,,
A457190,이수스페셜티케미컬,12,2019,Annual,,
A457190,이수스페셜티케미컬,12,2020,Annual,,
A457190,이수스페셜티케미컬,12,2021,Annual,,
A457190,이수스페셜티케미컬,12,2022,Annual,,
A026960,동서,12,2011,Annual,"840,902,038","110,552,762"
A026960,동서,12,2012,Annual,"924,253,092","102,706,289"
A026960,동서,12,2013,Annual,"1,003,776,466","109,008,515"
A026960,동서,12,2014,Annual,"1,074,263,152","101,500,037"
A026960,동서,12,2015,Annual,"1,140,079,554","116,289,849"
A026960,동서,12,2016,Annual,"1,197,388,709","129,646,303"
A026960,동서,12,2017,Annual,"1,244,717,364","143,003,572"
A026960,동서,12,2018,Annual,"1,290,200,662","142,001,818"
A026960,동서,12,2019,Annual,"1,351,027,928","127,249,088"
A026960,동서,12,2020,Annual,"1,397,256,602","128,513,682"
A026960,동서,12,2021,Annual,"1,448,607,177","133,970,703"
A026960,동서,12,2022,Annual,"1,545,550,259","82,302,460"
A009420,한올바이오파마,12,2011,Annual,"50,701,270","54,754,547"
A009420,한올바이오파마,12,2012,Annual,"78,670,494","46,483,279"
A009420,한올바이오파마,12,2013,Annual,"59,626,226","38,225,375"
A009420,한올바이오파마,12,2014,Annual,"45,809,435","41,361,752"
A009420,한올바이오파마,12,2015,Annual,"95,216,399","21,909,163"
A009420,한올바이오파마,12,2016,Annual,"104,357,458","20,373,366"
A009420,한올바이오파마,12,2017,Annual,"111,197,886","57,497,661"
A009420,한올바이오파마,12,2018,Annual,"116,918,253","45,386,081"
A009420,한올바이오파마,12,2019,Annual,"140,417,491","50,965,912"
A009420,한올바이오파마,12,2020,Annual,"181,273,483","38,858,948"
A009420,한올바이오파마,12,2021,Annual,"163,492,144","34,985,662"
A009420,한올바이오파마,12,2022,Annual,"168,256,461","45,194,772"
A012510,더존비즈온,12,2011,Annual,"64,652,982","102,756,591"
A012510,더존비즈온,12,2012,Annual,"82,161,689","110,115,144"
A012510,더존비즈온,12,2013,Annual,"90,728,803","102,644,523"
A012510,더존비즈온,12,2014,Annual,"117,669,430","92,901,512"
A012510,더존비즈온,12,2015,Annual,"132,775,618","80,758,384"
A012510,더존비즈온,12,2016,Annual,"153,293,920","83,200,316"
A012510,더존비즈온,12,2017,Annual,"182,415,196","91,867,991"
A012510,더존비즈온,12,2018,Annual,"182,160,481","96,540,958"
A012510,더존비즈온,12,2019,Annual,"363,005,014","364,007,767"
A012510,더존비즈온,12,2020,Annual,"397,981,025","406,089,762"
A012510,더존비즈온,12,2021,Annual,"501,726,227","398,587,976"
A012510,더존비즈온,12,2022,Annual,"438,499,757","394,392,969"
A010060,OCI홀딩스,12,2011,Annual,"3,720,138,584","3,484,874,562"
A010060,OCI홀딩스,12,2012,Annual,"3,591,633,237","3,691,416,392"
A010060,OCI홀딩스,12,2013,Annual,"3,273,301,355","4,028,989,296"
A010060,OCI홀딩스,12,2014,Annual,"3,255,487,423","4,163,226,381"
A010060,OCI홀딩스,12,2015,Annual,"3,242,205,560","4,056,569,918"
A010060,OCI홀딩스,12,2016,Annual,"3,264,597,534","2,983,957,869"
A010060,OCI홀딩스,12,2017,Annual,"3,415,692,479","2,662,132,158"
A010060,OCI홀딩스,12,2018,Annual,"3,492,564,965","2,167,025,481"
A010060,OCI홀딩스,12,2019,Annual,"2,685,723,472","2,125,488,240"
A010060,OCI홀딩스,12,2020,Annual,"2,385,728,643","2,051,507,407"
A010060,OCI홀딩스,12,2021,Annual,"3,123,792,411","2,580,268,702"
A010060,OCI홀딩스,12,2022,Annual,"4,011,397,366","2,734,136,888"
A103140,풍산,12,2011,Annual,"943,173,914","1,683,352,562"
A103140,풍산,12,2012,Annual,"967,375,825","1,665,825,214"
A103140,풍산,12,2013,Annual,"992,386,237","1,691,703,384"
A103140,풍산,12,2014,Annual,"1,048,379,407","1,810,726,114"
A103140,풍산,12,2015,Annual,"1,092,994,373","1,514,575,546"
A103140,풍산,12,2016,Annual,"1,234,842,608","1,480,106,423"
A103140,풍산,12,2017,Annual,"1,309,134,394","1,420,361,198"
A103140,풍산,12,2018,Annual,"1,379,324,343","1,288,793,218"
A103140,풍산,12,2019,Annual,"1,383,814,315","1,178,693,551"
A103140,풍산,12,2020,Annual,"1,446,401,275","1,105,623,742"
A103140,풍산,12,2021,Annual,"1,685,635,004","1,462,625,455"
A103140,풍산,12,2022,Annual,"1,842,240,246","1,553,056,946"
A139480,이마트,12,2011,Annual,"5,575,396,809","5,534,991,450"
A139480,이마트,12,2012,Annual,"6,129,196,281","6,124,794,948"
A139480,이마트,12,2013,Annual,"6,697,928,130","6,353,901,700"
A139480,이마트,12,2014,Annual,"7,059,718,097","6,767,738,550"
A139480,이마트,12,2015,Annual,"7,239,363,320","7,254,388,518"
A139480,이마트,12,2016,Annual,"8,124,169,083","7,305,925,523"
A139480,이마트,12,2017,Annual,"8,771,401,951","7,295,105,646"
A139480,이마트,12,2018,Annual,"8,857,496,323","7,896,367,362"
A139480,이마트,12,2019,Annual,"10,206,740,692","10,888,018,088"
A139480,이마트,12,2020,Annual,"10,496,578,900","11,843,844,820"
A139480,이마트,12,2021,Annual,"12,400,253,314","18,841,829,087"
A139480,이마트,12,2022,Annual,"13,483,361,918","19,718,359,591"
A042670,HD현대인프라코어,12,2011,Annual,"2,285,201,029","9,418,473,603"
A042670,HD현대인프라코어,12,2012,Annual,"3,008,799,314","8,536,191,148"
A042670,HD현대인프라코어,12,2013,Annual,"3,549,020,252","7,932,473,288"
A042670,HD현대인프라코어,12,2014,Annual,"3,288,288,259","8,669,139,168"
A042670,HD현대인프라코어,12,2015,Annual,"3,102,956,308","8,280,216,508"
A042670,HD현대인프라코어,12,2016,Annual,"3,448,376,742","6,578,431,898"
A042670,HD현대인프라코어,12,2017,Annual,"3,173,161,629","7,102,928,503"
A042670,HD현대인프라코어,12,2018,Annual,"3,820,814,884","7,208,351,808"
A042670,HD현대인프라코어,12,2019,Annual,"4,267,552,038","7,071,040,943"
A042670,HD현대인프라코어,12,2020,Annual,"4,488,998,605","7,537,887,589"
A042670,HD현대인프라코어,12,2021,Annual,"1,369,823,894","3,412,465,904"
A042670,HD현대인프라코어,12,2022,Annual,"1,635,040,958","3,101,626,628"
A006040,동원산업,12,2011,Annual,"496,815,597","809,997,360"
A006040,동원산업,12,2012,Annual,"581,685,703","799,011,858"
A006040,동원산업,12,2013,Annual,"631,628,341","646,332,689"
A006040,동원산업,12,2014,Annual,"689,471,276","775,412,875"
A006040,동원산업,12,2015,Annual,"708,887,794","909,107,788"
A006040,동원산업,12,2016,Annual,"791,111,801","1,109,218,295"
A006040,동원산업,12,2017,Annual,"903,738,919","1,656,608,547"
A006040,동원산업,12,2018,Annual,"973,605,386","1,618,593,244"
A006040,동원산업,12,2019,Annual,"1,078,462,386","1,907,582,869"
A006040,동원산업,12,2020,Annual,"1,295,141,813","1,810,884,383"
A006040,동원산업,12,2021,Annual,"2,626,758,214","4,058,408,981"
A006040,동원산업,12,2022,Annual,"2,908,475,430","4,152,704,108"
A111770,영원무역,12,2011,Annual,"576,868,727","267,718,401"
A111770,영원무역,12,2012,Annual,"680,551,025","317,969,897"
A111770,영원무역,12,2013,Annual,"901,992,771","310,282,847"
A111770,영원무역,12,2014,Annual,"1,012,269,560","381,826,897"
A111770,영원무역,12,2015,Annual,"1,362,431,973","858,596,555"
A111770,영원무역,12,2016,Annual,"1,377,534,598","1,012,177,355"
A111770,영원무역,12,2017,Annual,"1,340,742,499","934,148,570"
A111770,영원무역,12,2018,Annual,"1,663,125,187","975,820,889"
