Symbol,Name,결산월,회계년,주기,고정자산회전율,매출액(천원),비유동자산(천원)
A000640,동아쏘시오홀딩스,12,2022,Annual,0.728485592,1014860898,1393110459
A272450,진에어,12,2011,Annual,5.575011177,170330975,30552580
A272450,진에어,12,2012,Annual,9.131150391,247510250,27106141
A272450,진에어,12,2013,Annual,10.91691675,283330354,25953331
A272450,진에어,12,2014,Annual,12.1870307,351056194,28805720
A272450,진에어,12,2015,Annual,11.39572634,461288689,40479095
A272450,진에어,12,2016,Annual,8.256261296,719672711,87166901
A272450,진에어,12,2017,Annual,8.965135657,888388275,99093679
A272450,진에어,12,2018,Annual,10.92152575,1010677676,92539971
A272450,진에어,12,2019,Annual,2.591922175,910158184,351151818
A272450,진에어,12,2020,Annual,0.687190245,271769078,395478661
A272450,진에어,12,2021,Annual,0.606873135,247191154,407319322
A272450,진에어,12,2022,Annual,1.229355012,593428498,482715320
A079160,CJ CGV,12,2011,Annual,0.858372442,628506137,732206798
A079160,CJ CGV,12,2012,Annual,1.08173384,779332695,720447735
A079160,CJ CGV,12,2013,Annual,1.0653606,915929692,859736780
A079160,CJ CGV,12,2014,Annual,1.094434301,1039295973,949619335
A079160,CJ CGV,12,2015,Annual,1.123592313,1193516367,1062232585
A079160,CJ CGV,12,2016,Annual,0.706380011,1432245447,2027584903
A079160,CJ CGV,12,2017,Annual,0.85612671,1714387173,2002492334
A079160,CJ CGV,12,2018,Annual,1.018537503,1769356467,1737153970
A079160,CJ CGV,12,2019,Annual,0.504877065,1942279329,3847034188
A079160,CJ CGV,12,2020,Annual,0.171327245,583443792,3405434970
A079160,CJ CGV,12,2021,Annual,0.232654351,736315367,3164846745
A079160,CJ CGV,12,2022,Annual,0.436205889,1273191852,2918786482
A003240,태광산업,12,2011,Annual,1.594618917,4004987072,2511563753
A003240,태광산업,12,2012,Annual,1.491638037,3715181735,2490672431
A003240,태광산업,12,2013,Annual,1.392326487,3513353201,2523368789
A003240,태광산업,12,2014,Annual,1.216783604,3162246020,2598856534
A003240,태광산업,12,2015,Annual,1.102030411,2804357944,2544719199
A003240,태광산업,12,2016,Annual,1.091432626,2671107287,2447340516
A003240,태광산업,12,2017,Annual,1.19103753,2915823077,2448137026
A003240,태광산업,12,2018,Annual,1.279212537,3108761624,2430215101
A003240,태광산업,12,2019,Annual,0.937560227,2260720217,2411279992
A003240,태광산업,12,2020,Annual,0.715837991,1740588227,2431539327
A003240,태광산업,12,2021,Annual,0.942846561,2591846250,2748958694
A003240,태광산업,12,2022,Annual,0.901202014,2606596307,2892355174
A016380,KG스틸,12,2011,Annual,1.097383412,4259506242,3881511417
A016380,KG스틸,12,2012,Annual,1.028564684,3944147331,3834612826
A016380,KG스틸,12,2013,Annual,0.909405927,3364696227,3699883768
A016380,KG스틸,12,2014,Annual,1.392279676,3024439786,2172293282
A016380,KG스틸,12,2015,Annual,1.092100652,2320792157,2125071671
A016380,KG스틸,12,2016,Annual,1.161716433,2328039348,2003965238
A016380,KG스틸,12,2017,Annual,1.542757564,2596196911,1682828833
A016380,KG스틸,12,2018,Annual,1.570856894,2545097238,1620196752
A016380,KG스틸,12,2019,Annual,1.522886615,2428250197,1594504918
A016380,KG스틸,12,2020,Annual,1.4562736,2342443591,1608518888
A016380,KG스틸,12,2021,Annual,2.035830118,3354789186,1647872854
A016380,KG스틸,12,2022,Annual,1.877269274,3819689028,2034704920
A268280,미원에스씨,12,2011,Annual,,,
A268280,미원에스씨,12,2012,Annual,,,
A268280,미원에스씨,12,2013,Annual,,,
A268280,미원에스씨,12,2014,Annual,,,
A268280,미원에스씨,12,2015,Annual,,,
A268280,미원에스씨,12,2016,Annual,,,
A268280,미원에스씨,12,2017,Annual,2.579646227,208335668,80761333
A268280,미원에스씨,12,2018,Annual,3.486857568,360434685,103369489
A268280,미원에스씨,12,2019,Annual,3.514640213,377850724,107507654
A268280,미원에스씨,12,2020,Annual,3.391515729,371989561,109682393
A268280,미원에스씨,12,2021,Annual,3.649251671,531343053,145603291
A268280,미원에스씨,12,2022,Annual,3.438461679,611649824,177884729
A001060,JW중외제약,12,2011,Annual,1.630987226,431007281,264261592
A001060,JW중외제약,12,2012,Annual,1.463931291,397084759,271245489
A001060,JW중외제약,12,2013,Annual,1.485945039,394182302,265273810
A001060,JW중외제약,12,2014,Annual,1.679768693,412791235,245742903
A001060,JW중외제약,12,2015,Annual,1.830342395,434352380,237306627
A001060,JW중외제약,12,2016,Annual,2.046364336,467465121,228436898
A001060,JW중외제약,12,2017,Annual,2.291136168,502918587,219506197
A001060,JW중외제약,12,2018,Annual,2.443056518,537181974,219881108
A001060,JW중외제약,12,2019,Annual,2.147110899,511335343,238150411
A001060,JW중외제약,12,2020,Annual,2.191478945,547335708,249756316
A001060,JW중외제약,12,2021,Annual,2.275248406,606584945,266601635
A001060,JW중외제약,12,2022,Annual,3.379249754,684351099,202515691
A003280,흥아해운,12,2011,Annual,1.70757087,684331764,400763316
A003280,흥아해운,12,2012,Annual,1.754336287,726499926,414116684
A003280,흥아해운,12,2013,Annual,1.957595532,769926506,393302137
A003280,흥아해운,12,2014,Annual,1.664272883,825144979,495799089
A003280,흥아해운,12,2015,Annual,1.289542627,845115359,655360545
A003280,흥아해운,12,2016,Annual,0.971179904,831746081,856428431
A003280,흥아해운,12,2017,Annual,1.103853544,836427496,757734122
A003280,흥아해운,12,2018,Annual,0.144994351,100820876,695343474
A003280,흥아해운,12,2019,Annual,0.303028475,102166838,337152599
A003280,흥아해운,12,2020,Annual,0.390628631,88938838,227681309
A003280,흥아해운,12,2021,Annual,0.425569731,81724314,192035072
A003280,흥아해운,12,2022,Annual,0.838890218,177860078,212018300
A057050,현대홈쇼핑,12,2011,Annual,2.859313429,711600730,248871188
A057050,현대홈쇼핑,12,2012,Annual,1.07017643,760488596,710619833
A057050,현대홈쇼핑,12,2013,Annual,1.091120368,799862373,733065202
A057050,현대홈쇼핑,12,2014,Annual,1.144018038,867891756,758634678
A057050,현대홈쇼핑,12,2015,Annual,1.116823735,895978566,802256021
A057050,현대홈쇼핑,12,2016,Annual,1.041475765,969434288,930827505
A057050,현대홈쇼핑,12,2017,Annual,0.980639682,1043130143,1063724181
A057050,현대홈쇼핑,12,2018,Annual,0.656827547,1017719940,1549447713
A057050,현대홈쇼핑,12,2019,Annual,1.312553278,2060366927,1569739653
A057050,현대홈쇼핑,12,2020,Annual,1.339916707,2126367124,1586939780
A057050,현대홈쇼핑,12,2021,Annual,1.28939829,2095383849,1625086573
A057050,현대홈쇼핑,12,2022,Annual,1.372203565,2101667569,1531600429
A005180,빙그레,12,2011,Annual,3.107682286,721329490,232111723
A005180,빙그레,12,2012,Annual,3.239808175,790017219,243846912
A005180,빙그레,12,2013,Annual,3.058298786,805971786,263535986
A005180,빙그레,12,2014,Annual,3.067776354,820021629,267301633
A005180,빙그레,12,2015,Annual,2.693892623,799571651,296809028
A005180,빙그레,12,2016,Annual,2.930315705,813166107,277501194
A005180,빙그레,12,2017,Annual,2.979449065,814713346,273444294
A005180,빙그레,12,2018,Annual,3.189893892,855162972,268085084
A005180,빙그레,12,2019,Annual,3.139409632,878334260,279776889
A005180,빙그레,12,2020,Annual,2.185847109,959129490,438790749
A005180,빙그레,12,2021,Annual,2.570780563,1147435119,446337247
A005180,빙그레,12,2022,Annual,2.792267198,1267685823,453998752
A403550,쏘카,12,2011,Annual,,,
A403550,쏘카,12,2012,Annual,,,
A403550,쏘카,12,2013,Annual,0.421948985,2468483,5850193
A403550,쏘카,12,2014,Annual,0.755198522,14651312,19400610
A403550,쏘카,12,2015,Annual,1.369703402,48718579,35568707
A403550,쏘카,12,2016,Annual,1.162253388,88240403,75921829
A403550,쏘카,12,2017,Annual,1.076939593,121086079,112435349
A403550,쏘카,12,2018,Annual,0.764354181,159424490,208574106
A403550,쏘카,12,2019,Annual,1.215374283,256671600,211187289
A403550,쏘카,12,2020,Annual,1.301951582,220551525,169400712
A403550,쏘카,12,2021,Annual,0.862236906,289000549,335175341
A403550,쏘카,12,2022,Annual,0.95790874,397560236,415029344
A001530,DI동일,12,2011,Annual,1.200077398,776168097,646765032
A001530,DI동일,12,2012,Annual,1.188352898,752261690,633028868
A001530,DI동일,12,2013,Annual,1.134217531,773111419,681625348
A001530,DI동일,12,2014,Annual,1.10469358,764599768,692137423
A001530,DI동일,12,2015,Annual,1.123340421,774113876,689117797
A001530,DI동일,12,2016,Annual,1.272139841,822414467,646481181
A001530,DI동일,12,2017,Annual,1.315296485,847124067,644055600
A001530,DI동일,12,2018,Annual,1.446299255,909348930,628741892
A001530,DI동일,12,2019,Annual,1.083901298,684926593,631908638
A001530,DI동일,12,2020,Annual,1.097880995,679668086,619072640
A001530,DI동일,12,2021,Annual,1.263208696,813085258,643666609
A001530,DI동일,12,2022,Annual,1.252279547,829928717,662734386
A064960,SNT모티브,12,2011,Annual,2.053352424,910484643,443413723
A064960,SNT모티브,12,2012,Annual,2.052488075,905113613,440983616
A064960,SNT모티브,12,2013,Annual,1.54357107,874892057,566797392
A064960,SNT모티브,12,2014,Annual,2.085919509,1099294316,527007064
A064960,SNT모티브,12,2015,Annual,2.29544399,1210524500,527359633
A064960,SNT모티브,12,2016,Annual,2.169505091,1153810828,531831353
A064960,SNT모티브,12,2017,Annual,2.193536782,1137470938,518555671
A064960,SNT모티브,12,2018,Annual,1.779220756,918910018,516467681
A064960,SNT모티브,12,2019,Annual,2.363569297,976273915,413050684
A064960,SNT모티브,12,2020,Annual,2.095189016,940745523,449002699
A064960,SNT모티브,12,2021,Annual,1.947715968,941744684,483512329
A064960,SNT모티브,12,2022,Annual,2.220373609,1044860611,470578738
A192400,쿠쿠홀딩스,6,2011,Annual,8.373735847,272722863,32568840
A192400,쿠쿠홀딩스,12,2012,Annual,2.009047544,306709407,152664086
A192400,쿠쿠홀딩스,12,2013,Annual,2.679887318,508757942,189843035
A192400,쿠쿠홀딩스,12,2014,Annual,2.216689823,566702029,255652380
A192400,쿠쿠홀딩스,12,2015,Annual,2.221585811,667533187,300475986
A192400,쿠쿠홀딩스,12,2016,Annual,1.280825211,483807070,377730752
A192400,쿠쿠홀딩스,12,2017,Annual,1.424086476,450167573,316109717
A192400,쿠쿠홀딩스,12,2018,Annual,0.987353319,493296253,499614721
A192400,쿠쿠홀딩스,12,2019,Annual,0.968322149,528311146,545594404
A192400,쿠쿠홀딩스,12,2020,Annual,0.981645055,587794623,598785294
A192400,쿠쿠홀딩스,12,2021,Annual,1.054527128,685109274,649683878
A192400,쿠쿠홀딩스,12,2022,Annual,1.074564267,755648438,703213815
A025540,한국단자,12,2011,Annual,1.967019098,458713598,233202412
A025540,한국단자,12,2012,Annual,1.853786939,482862235,260473426
A025540,한국단자,12,2013,Annual,1.877366055,566022781,301498357
A025540,한국단자,12,2014,Annual,1.656466508,604518782,364944766
A025540,한국단자,12,2015,Annual,1.725503672,661271369,383233823
A025540,한국단자,12,2016,Annual,1.813374052,714241350,393874253
A025540,한국단자,12,2017,Annual,1.617983597,744446391,460107502
A025540,한국단자,12,2018,Annual,1.689919101,746382909,441667834
A025540,한국단자,12,2019,Annual,1.588199301,772133925,486169415
A025540,한국단자,12,2020,Annual,1.606275213,802497228,499601327
A025540,한국단자,12,2021,Annual,1.676962406,962228396,573792467
A025540,한국단자,12,2022,Annual,1.873268988,1168134977,623581015
A475150,SK이터닉스,12,2011,Annual,,,
A475150,SK이터닉스,12,2012,Annual,,,
A475150,SK이터닉스,12,2013,Annual,,,
A475150,SK이터닉스,12,2014,Annual,,,
A475150,SK이터닉스,12,2015,Annual,,,
A475150,SK이터닉스,12,2016,Annual,,,
A475150,SK이터닉스,12,2017,Annual,,,
A475150,SK이터닉스,12,2018,Annual,,,
A475150,SK이터닉스,12,2019,Annual,,,
A475150,SK이터닉스,12,2020,Annual,,,
A475150,SK이터닉스,12,2021,Annual,,,
A475150,SK이터닉스,12,2022,Annual,,,
A031430,신세계인터내셔날,12,2011,Annual,2.790891757,792330070,283898531
A031430,신세계인터내셔날,12,2012,Annual,2.128400469,790245518,371286104
A031430,신세계인터내셔날,12,2013,Annual,1.660523191,803129633,483660594
A031430,신세계인터내셔날,12,2014,Annual,1.663996003,911892490,548013630
A031430,신세계인터내셔날,12,2015,Annual,1.722076692,1005239641,583736860
A031430,신세계인터내셔날,12,2016,Annual,1.695996855,1021123056,602078390
A031430,신세계인터내셔날,12,2017,Annual,1.892700704,1102544876,582524682
A031430,신세계인터내셔날,12,2018,Annual,2.181598231,1262650382,578773105
A031430,신세계인터내셔날,12,2019,Annual,2.057579286,1425001392,692562081
A031430,신세계인터내셔날,12,2020,Annual,1.839264683,1325499684,720668263
A031430,신세계인터내셔날,12,2021,Annual,2.074604276,1450778573,699303761
A031430,신세계인터내셔날,12,2022,Annual,2.123894612,1553877317,731616959
A344820,KCC글라스,12,2011,Annual,,,
A344820,KCC글라스,12,2012,Annual,,,
A344820,KCC글라스,12,2013,Annual,,,
A344820,KCC글라스,12,2014,Annual,,,
A344820,KCC글라스,12,2015,Annual,,,
A344820,KCC글라스,12,2016,Annual,,,
A344820,KCC글라스,12,2017,Annual,,,
A344820,KCC글라스,12,2018,Annual,,,
A344820,KCC글라스,12,2019,Annual,,,
A344820,KCC글라스,12,2020,Annual,0.740618881,708657396,956844896
A344820,KCC글라스,12,2021,Annual,1.083540862,1175659965,1085016732
A344820,KCC글라스,12,2022,Annual,1.153575192,1443680692,1251483824
A030190,NICE평가정보,12,2011,Annual,2.079168599,163570277,78671002
A030190,NICE평가정보,12,2012,Annual,3.142757088,184530540,58716132
A030190,NICE평가정보,12,2013,Annual,2.905418524,222183238,76472025
A030190,NICE평가정보,12,2014,Annual,3.542818602,279236006,78817472
A030190,NICE평가정보,12,2015,Annual,3.597759789,338136731,93985355
A030190,NICE평가정보,12,2016,Annual,3.410567529,345547072,101316590
A030190,NICE평가정보,12,2017,Annual,3.226512177,360404385,111700922
A030190,NICE평가정보,12,2018,Annual,3.103674675,383774178,123651548
A030190,NICE평가정보,12,2019,Annual,2.841170885,410914934,144628729
A030190,NICE평가정보,12,2020,Annual,2.663611707,446005796,167443999
A030190,NICE평가정보,12,2021,Annual,2.470637931,484797306,196223534
A030190,NICE평가정보,12,2022,Annual,2.021083556,479868591,237431347
A192650,드림텍,12,2011,Annual,10.48425301,317904673,30322110
A192650,드림텍,12,2012,Annual,10.44081858,448154096,42923272
A192650,드림텍,12,2013,Annual,9.852872418,752133549,76336475
A192650,드림텍,12,2014,Annual,4.491420978,480418512,106963590
A192650,드림텍,12,2015,Annual,3.059077155,372144145,121652422
A192650,드림텍,12,2016,Annual,4.483094331,557237727,124297569
A192650,드림텍,12,2017,Annual,5.310111282,679428781,127950008
A192650,드림텍,12,2018,Annual,3.93523685,601545649,152861358
A192650,드림텍,12,2019,Annual,2.562734549,559670324,218387942
A192650,드림텍,12,2020,Annual,2.786050995,954659458,342656850
A192650,드림텍,12,2021,Annual,3.620817135,1231623291,340150647
A192650,드림텍,12,2022,Annual,3.816507732,1368643532,358611492
A381970,케이카,12,2011,Annual,,,
A381970,케이카,12,2012,Annual,,,
A381970,케이카,12,2013,Annual,,,
A381970,케이카,12,2014,Annual,,,
A381970,케이카,12,2015,Annual,,,
A381970,케이카,12,2016,Annual,,,
A381970,케이카,12,2017,Annual,,0,0
A381970,케이카,12,2018,Annual,5.006325649,742803120,148372913
A381970,케이카,12,2019,Annual,7.824484078,1185355255,151493088
A381970,케이카,12,2020,Annual,8.624736385,1323113771,153409184
A381970,케이카,12,2021,Annual,7.23262168,1902394224,263029688
A381970,케이카,12,2022,Annual,7.485108983,2177261974,290879128
A170900,동아에스티,12,2011,Annual,,,
A170900,동아에스티,12,2012,Annual,,,
A170900,동아에스티,12,2013,Annual,0.85919215,500967484,583068041
A170900,동아에스티,12,2014,Annual,0.993975058,578640116,582147521
A170900,동아에스티,12,2015,Annual,1.063743532,567939669,533906578
A170900,동아에스티,12,2016,Annual,1.109752642,560535398,505099404
A170900,동아에스티,12,2017,Annual,1.139872803,555026781,486919926
A170900,동아에스티,12,2018,Annual,1.086648692,567433761,522186945
A170900,동아에스티,12,2019,Annual,1.102355481,612310602,555456577
A170900,동아에스티,12,2020,Annual,1.131752839,586728127,518424259
A170900,동아에스티,12,2021,Annual,1.014085797,593227916,584987895
A170900,동아에스티,12,2022,Annual,0.970234072,635392683,654885972
A229640,LS에코에너지,12,2011,Annual,,,
A229640,LS에코에너지,12,2012,Annual,,,
A229640,LS에코에너지,12,2013,Annual,,,
A229640,LS에코에너지,12,2014,Annual,,,
A229640,LS에코에너지,12,2015,Annual,2.643122289,200134418,75718940
A229640,LS에코에너지,12,2016,Annual,4.521897562,345137250,76325756
A229640,LS에코에너지,12,2017,Annual,5.315129791,403742016,75960895
A229640,LS에코에너지,12,2018,Annual,4.03300293,441272165,109415285
A229640,LS에코에너지,12,2019,Annual,4.52718913,520302893,114928464
A229640,LS에코에너지,12,2020,Annual,5.252497407,579612301,110349850
A229640,LS에코에너지,12,2021,Annual,6.585069462,750616896,113987696
A229640,LS에코에너지,12,2022,Annual,7.974070669,818494728,102644529
A000070,삼양홀딩스,12,2011,Annual,0.960975699,1180816171,1228767983
A000070,삼양홀딩스,12,2012,Annual,1.178488663,1864066371,1581743151
A000070,삼양홀딩스,12,2013,Annual,1.458052042,2329145368,1597436375
A000070,삼양홀딩스,12,2014,Annual,1.322371896,2213366509,1673785200
A000070,삼양홀딩스,12,2015,Annual,1.062215668,2169649949,2042570086
A000070,삼양홀딩스,12,2016,Annual,1.144407202,2311465054,2019792474
A000070,삼양홀딩스,12,2017,Annual,1.117756136,2396290235,2143839929
A000070,삼양홀딩스,12,2018,Annual,1.136009566,2563475917,2256561911
A000070,삼양홀딩스,12,2019,Annual,1.068036254,2488563009,2330036083
A000070,삼양홀딩스,12,2020,Annual,1.022161968,2471226109,2417646309
A000070,삼양홀딩스,12,2021,Annual,1.105978025,3107313357,2809561571
A000070,삼양홀딩스,12,2022,Annual,1.184613718,3316777826,2799881325
A161000,애경케미칼,12,2011,Annual,,,
A161000,애경케미칼,12,2012,Annual,2.550787833,413887982,162258882
A161000,애경케미칼,12,2013,Annual,7.014159461,1176144492,167681459
A161000,애경케미칼,12,2014,Annual,7.058146576,1161070476,164500760
A161000,애경케미칼,12,2015,Annual,5.662346104,912104906,161082507
A161000,애경케미칼,12,2016,Annual,5.478133715,867743146,158401235
A161000,애경케미칼,12,2017,Annual,6.094807941,959818485,157481334
A161000,애경케미칼,12,2018,Annual,5.271838071,1031357749,195635324
A161000,애경케미칼,12,2019,Annual,5.223456647,1017022178,194702904
A161000,애경케미칼,12,2020,Annual,3.85194521,908851885,235946213
A161000,애경케미칼,12,2021,Annual,2.452767478,1570089788,640129895
A161000,애경케미칼,12,2022,Annual,3.38790552,2176436883,642413689
A005880,대한해운,12,2011,Annual,0.57134148,800866444,1401729915
A005880,대한해운,12,2012,Annual,0.513938106,595612977,1158919664
A005880,대한해운,12,2013,Annual,0.520689637,535466465,1028379340
A005880,대한해운,12,2014,Annual,0.514175999,580301616,1128605025
A005880,대한해운,12,2015,Annual,0.393804913,531692718,1350142420
A005880,대한해운,12,2016,Annual,0.295928419,540314590,1825828663
A005880,대한해운,12,2017,Annual,0.693997104,1526446698,2199500099
A005880,대한해운,12,2018,Annual,0.527651431,1284595553,2434553337
A005880,대한해운,12,2019,Annual,0.344257426,1005657249,2921236179
A005880,대한해운,12,2020,Annual,0.303350136,884078269,2914382305
A005880,대한해운,12,2021,Annual,0.343667668,1153843059,3357438500
A005880,대한해운,12,2022,Annual,0.410255253,1612014464,3929296337
A091810,티웨이항공,12,2011,Annual,5.181722091,81774829,15781400
A091810,티웨이항공,12,2012,Annual,7.844066746,137235556,17495460
A091810,티웨이항공,12,2013,Annual,9.115773757,166833245,18301600
A091810,티웨이항공,12,2014,Annual,7.01639837,218453739,31134740
A091810,티웨이항공,12,2015,Annual,5.72816477,266882122,46591209
A091810,티웨이항공,12,2016,Annual,7.172184152,382756008,53366729
A091810,티웨이항공,12,2017,Annual,8.420926514,584032230,69354866
A091810,티웨이항공,12,2018,Annual,6.910917258,731788991,105888837
A091810,티웨이항공,12,2019,Annual,1.476712835,810449906,548820249
A091810,티웨이항공,12,2020,Annual,0.461535851,269217607,583308115
A091810,티웨이항공,12,2021,Annual,0.340412446,214395239,629810224
A091810,티웨이항공,12,2022,Annual,0.655696315,525821186,801927926
A007700,F&F홀딩스,12,2011,Annual,1.764923718,218167782,123613151
A007700,F&F홀딩스,12,2012,Annual,1.536773821,200762944,130639227
A007700,F&F홀딩스,12,2013,Annual,1.374553411,222378411,161782299
A007700,F&F홀딩스,12,2014,Annual,1.799033659,301412850,167541529
A007700,F&F홀딩스,12,2015,Annual,2.182383332,370012003,169544918
A007700,F&F홀딩스,12,2016,Annual,3.080369686,438979655,142508757
A007700,F&F홀딩스,12,2017,Annual,3.853738853,560518177,145447888
A007700,F&F홀딩스,12,2018,Annual,3.264992866,668349084,204701545
A007700,F&F홀딩스,12,2019,Annual,3.201060188,910336565,284385957
A007700,F&F홀딩스,12,2020,Annual,0.069852612,20650573,295630649
A007700,F&F홀딩스,12,2021,Annual,0.270879527,727126345,2684316352
A007700,F&F홀딩스,12,2022,Annual,0.628803317,1816814937,2889321489
A017960,한국카본,12,2011,Annual,1.256413975,131214243,104435517
A017960,한국카본,12,2012,Annual,1.572917478,163292483,103815035
A017960,한국카본,12,2013,Annual,2.516724392,240836184,95694302
A017960,한국카본,12,2014,Annual,2.02978707,231067207,113838151
A017960,한국카본,12,2015,Annual,2.018452741,242541950,120162313
A017960,한국카본,12,2016,Annual,2.300741232,257626475,111975424
A017960,한국카본,12,2017,Annual,1.900478485,239057382,125787997
A017960,한국카본,12,2018,Annual,1.333616256,226695050,169985218
A017960,한국카본,12,2019,Annual,1.550606767,273402503,176319689
A017960,한국카본,12,2020,Annual,1.854553298,411665264,221975429
A017960,한국카본,12,2021,Annual,1.46809916,367827134,250546519
A017960,한국카본,12,2022,Annual,1.246895957,369270866,296152108
A030610,교보증권,3,2011,Annual,,163312134,
A030610,교보증권,3,2012,Annual,,150191257,
A030610,교보증권,12,2013,Annual,,124487085,
A030610,교보증권,12,2014,Annual,,187177910,
A030610,교보증권,12,2015,Annual,,276612872,
A030610,교보증권,12,2016,Annual,,250763668,
A030610,교보증권,12,2017,Annual,,264171942,
A030610,교보증권,12,2018,Annual,,271575017,
A030610,교보증권,12,2019,Annual,,306391799,
A030610,교보증권,12,2020,Annual,,349374991,
A030610,교보증권,12,2021,Annual,,431245531,
A030610,교보증권,12,2022,Annual,,274670531,
A460860,동국제강,12,2011,Annual,,,
A460860,동국제강,12,2012,Annual,,,
A460860,동국제강,12,2013,Annual,,,
A460860,동국제강,12,2014,Annual,,,
A460860,동국제강,12,2015,Annual,,,
A460860,동국제강,12,2016,Annual,,,
A460860,동국제강,12,2017,Annual,,,
A460860,동국제강,12,2018,Annual,,,
A460860,동국제강,12,2019,Annual,,,
A460860,동국제강,12,2020,Annual,,,
A460860,동국제강,12,2021,Annual,,,
A460860,동국제강,12,2022,Annual,,,
A178920,PI첨단소재,12,2011,Annual,0.538628407,108234181,200944064
A178920,PI첨단소재,12,2012,Annual,0.607141433,115993114,191047930
A178920,PI첨단소재,12,2013,Annual,0.742682275,133705041,180029934
A178920,PI첨단소재,12,2014,Annual,0.784347247,137068833,174755293
A178920,PI첨단소재,12,2015,Annual,0.684833516,136308520,199038915
A178920,PI첨단소재,12,2016,Annual,0.72009416,153056952,212551303
A178920,PI첨단소재,12,2017,Annual,1.025576321,216379449,210983273
A178920,PI첨단소재,12,2018,Annual,0.921232788,245472562,266460948
A178920,PI첨단소재,12,2019,Annual,0.786371086,223682314,284448803
A178920,PI첨단소재,12,2020,Annual,1.006883172,261788779,259999160
A178920,PI첨단소재,12,2021,Annual,1.091420573,301868719,276583314
A178920,PI첨단소재,12,2022,Annual,0.752590145,276440430,367318695
A241590,화승엔터프라이즈,12,2011,Annual,,,
A241590,화승엔터프라이즈,12,2012,Annual,,,
A241590,화승엔터프라이즈,12,2013,Annual,,,
A241590,화승엔터프라이즈,12,2014,Annual,,,
A241590,화승엔터프라이즈,12,2015,Annual,0,0,120495314
A241590,화승엔터프라이즈,12,2016,Annual,3.739682268,640234068,171200124
A241590,화승엔터프라이즈,12,2017,Annual,2.36036588,768224190,325468266
A241590,화승엔터프라이즈,12,2018,Annual,2.191755113,879226467,401151781
A241590,화승엔터프라이즈,12,2019,Annual,2.431301388,1201591251,494217318
A241590,화승엔터프라이즈,12,2020,Annual,2.137574784,1115756451,521973060
A241590,화승엔터프라이즈,12,2021,Annual,1.799727545,1138575158,632637513
A241590,화승엔터프라이즈,12,2022,Annual,2.302170827,1654029582,718465182
A014830,유니드,12,2011,Annual,1.310611726,682723209,520919503
A014830,유니드,12,2012,Annual,1.18734559,648367611,546064782
A014830,유니드,12,2013,Annual,1.492872703,681887317,456761863
A014830,유니드,12,2014,Annual,1.494715502,669132585,447665515
A014830,유니드,12,2015,Annual,1.345372441,708217609,526410076
A014830,유니드,12,2016,Annual,1.204400029,740883521,615147379
A014830,유니드,12,2017,Annual,1.148214154,762387352,663976619
A014830,유니드,12,2018,Annual,1.211945117,814007810,671654020
A014830,유니드,12,2019,Annual,1.355901274,875163630,645447900
A014830,유니드,12,2020,Annual,1.413808444,890460359,629830981
A014830,유니드,12,2021,Annual,1.295767111,877110345,676904312
A014830,유니드,12,2022,Annual,2.193583356,1404902462,640460030
A090460,비에이치,12,2011,Annual,2.043865905,152887054,74802879
A090460,비에이치,12,2012,Annual,2.724316404,229848875,84369376
A090460,비에이치,12,2013,Annual,3.068372464,379057928,123537130
A090460,비에이치,12,2014,Annual,2.193063422,315941048,144063799
A090460,비에이치,12,2015,Annual,2.374930689,364623180,153530030
A090460,비에이치,12,2016,Annual,2.380207847,371953545,156269355
A090460,비에이치,12,2017,Annual,3.764102082,691341627,183667077
A090460,비에이치,12,2018,Annual,3.374027343,767882470,227586321
A090460,비에이치,12,2019,Annual,2.670491876,654853721,245218391
A090460,비에이치,12,2020,Annual,2.785841172,721358197,258937302
A090460,비에이치,12,2021,Annual,3.595934329,1036962657,288370855
A090460,비에이치,12,2022,Annual,3.499132067,1681053920,480420255
A000370,한화손해보험,3,2011,Annual,,3583986423,
A000370,한화손해보험,3,2012,Annual,,4010493577,
A000370,한화손해보험,12,2013,Annual,,3126276840,
A000370,한화손해보험,12,2014,Annual,,4279744728,
A000370,한화손해보험,12,2015,Annual,,4534329437,
A000370,한화손해보험,12,2016,Annual,,4938101674,
A000370,한화손해보험,12,2017,Annual,,5277293204,
A000370,한화손해보험,12,2018,Annual,,5594254998,
A000370,한화손해보험,12,2019,Annual,,5981027483,
A000370,한화손해보험,12,2020,Annual,,5994180609,
A000370,한화손해보험,12,2021,Annual,,6135827834,
A000370,한화손해보험,12,2022,Annual,,4671754450,
A003570,SNT다이내믹스,12,2011,Annual,1.164090377,744220700,639315224
A003570,SNT다이내믹스,12,2012,Annual,0.962884654,612116424,635711060
A003570,SNT다이내믹스,12,2013,Annual,1.136284081,584031728,513983904
A003570,SNT다이내믹스,12,2014,Annual,1.075806403,558453346,519102084
A003570,SNT다이내믹스,12,2015,Annual,1.015864798,504444993,496567057
A003570,SNT다이내믹스,12,2016,Annual,0.998009182,468007770,468941347
A003570,SNT다이내믹스,12,2017,Annual,0.993067269,436273550,439319232
A003570,SNT다이내믹스,12,2018,Annual,0.917352574,396259118,431959455
A003570,SNT다이내믹스,12,2019,Annual,0.872318782,375115531,430021156
A003570,SNT다이내믹스,12,2020,Annual,0.671689888,301754408,449246614
A003570,SNT다이내믹스,12,2021,Annual,0.778885799,335954013,431326407
