Symbol,Name,결산월,회계년,주기,매출액(천원),매출채권(천원),매출원가(천원),유동자산(천원),재고자산(천원),유형자산(천원),총자산(천원),판매비와관리비(천원),당기순이익(천원),유동부채(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),영업이익(천원),유무형자산상각비(천원)
A010950,S-Oil,12,2015,Annual,"17,890,272,000","1,030,881,000","16,438,773,000","5,689,780,000","1,598,710,000","4,730,793,000","10,795,526,000","633,895,000","631,322,000","3,222,157,000","2,183,452,000","2,475,550,000","817,604,000","26,774,000"
A010950,S-Oil,12,2016,Annual,"16,321,843,000","1,154,608,000","14,020,892,000","7,974,398,000","2,423,440,000","5,710,804,000","13,959,027,000","684,062,000","1,205,364,000","4,832,781,000","2,734,661,000","1,721,991,000","1,616,889,000","27,711,000"
A010950,S-Oil,12,2017,Annual,"20,891,374,000","1,538,758,000","18,783,141,000","6,774,846,000","2,790,742,000","7,968,693,000","15,087,451,000","734,968,000","1,246,489,000","4,544,416,000","3,700,415,000","1,143,294,000","1,373,265,000","30,901,000"
A010950,S-Oil,12,2018,Annual,"25,463,295,000","1,641,468,000","24,200,246,000","5,854,506,000","3,139,082,000","9,740,727,000","15,955,044,000","623,589,000","258,035,000","5,789,047,000","3,696,763,000","-288,185,000","639,460,000","35,431,000"
A010950,S-Oil,12,2019,Annual,"24,394,173,000","1,312,318,000","23,346,806,000","5,628,862,000","3,196,033,000","10,139,139,000","16,333,401,000","627,290,000","65,429,000","5,748,660,000","4,088,115,000","679,447,000","420,077,000","55,497,000"
A010950,S-Oil,12,2020,Annual,"16,829,681,000","1,196,327,000","17,366,204,000","4,996,549,000","2,192,289,000","10,077,801,000","15,690,510,000","562,623,000","-796,108,000","6,565,111,000","3,442,922,000","1,630,972,000","-1,099,146,000","55,739,000"
A010950,S-Oil,12,2021,Annual,"27,463,918,000","1,970,996,000","24,695,192,000","8,377,423,000","3,545,340,000","9,564,839,000","18,693,235,000","627,784,000","1,378,541,000","8,505,027,000","3,200,166,000","1,477,165,000","2,140,942,000","49,175,000"
A010950,S-Oil,12,2022,Annual,"42,446,028,000","2,303,579,000","38,291,440,000","9,205,981,000","4,733,160,000","9,588,032,000","19,613,135,000","749,422,000","2,104,387,000","8,213,158,000","2,916,508,000","1,651,456,000","3,405,166,000","50,473,000"
A030200,KT,12,2011,Annual,"21,272,033,000","4,791,440,000",0,"9,790,659,000","674,727,000","14,022,695,000","32,085,409,000","19,523,624,000","1,452,019,000","8,745,125,000","10,802,475,000","2,150,309,000","1,748,409,000","2,955,747,000"
A030200,KT,12,2012,Annual,"23,856,375,000","3,973,030,000",0,"10,517,419,000","935,033,000","15,806,366,000","34,557,908,000","22,647,142,000","1,105,439,000","11,266,766,000","10,073,167,000","5,725,485,000","1,209,233,000","3,274,078,000"
A030200,KT,12,2013,Annual,"23,810,599,000","3,239,743,000",0,"9,968,449,000","614,062,000","16,386,964,000","34,846,533,000","22,971,256,000","-60,251,000","11,187,738,000","10,793,885,000","4,111,073,000","839,343,000","3,566,174,000"
A030200,KT,12,2014,Annual,"22,311,666,000","3,123,360,000",0,"8,750,934,000","393,271,000","16,468,196,000","33,775,502,000","22,718,256,000","-966,176,000","9,992,244,000","11,992,970,000","1,916,413,000","-406,590,000","3,325,694,000"
A030200,KT,12,2015,Annual,"22,281,221,000","3,006,577,000",0,"8,583,176,000","525,366,000","14,478,914,000","29,341,185,000","20,988,277,000","631,288,000","8,639,906,000","8,535,814,000","4,229,965,000","1,292,944,000","3,338,598,000"
A030200,KT,12,2016,Annual,"22,743,665,000","2,685,652,000",0,"9,643,306,000","377,981,000","14,312,111,000","30,587,733,000","21,303,686,000","797,844,000","9,466,147,000","8,326,807,000","4,770,750,000","1,439,979,000","3,345,266,000"
A030200,KT,12,2017,Annual,"23,387,267,000","2,959,622,000",0,"9,672,412,000","457,726,000","13,562,319,000","29,730,910,000","22,011,981,000","561,526,000","9,474,162,000","7,046,148,000","3,877,749,000","1,375,286,000","3,364,502,000"
A030200,KT,12,2018,Annual,"23,460,143,000","3,054,665,000",0,"11,894,252,000","683,998,000","13,068,257,000","32,188,830,000","22,198,621,000","762,305,000","9,387,704,000","8,069,846,000","4,010,464,000","1,261,522,000","3,281,732,000"
A030200,KT,12,2019,Annual,"24,342,064,000","3,150,395,000",0,"11,897,229,000","665,498,000","13,785,299,000","34,540,098,000","23,182,498,000","665,942,000","10,148,056,000","9,208,494,000","3,745,173,000","1,159,566,000","3,629,490,000"
A030200,KT,12,2020,Annual,"23,916,667,000","3,056,130,000",0,"11,154,180,000","534,636,000","14,206,119,000","33,662,545,000","22,732,560,000","703,392,000","9,192,472,000","8,918,640,000","4,739,827,000","1,184,107,000","3,634,285,000"
A030200,KT,12,2021,Annual,"24,898,005,000","2,982,867,000",0,"11,858,350,000","514,145,000","14,464,886,000","37,159,341,000","23,226,181,000","1,459,395,000","10,072,432,000","10,519,748,000","5,561,834,000","1,671,824,000","3,607,637,000"
A030200,KT,12,2022,Annual,"25,650,011,000","3,090,077,000",0,"12,681,532,000","709,191,000","14,772,179,000","40,980,681,000","23,959,923,000","1,387,663,000","10,699,268,000","11,866,690,000","3,597,065,000","1,690,088,000","3,655,879,000"
A352820,하이브,12,2011,Annual,,,,,,,,,,,,,,
A352820,하이브,12,2012,Annual,,,,,,,,,,,,,,
A352820,하이브,12,2013,Annual,,,,,,,,,,,,,,
A352820,하이브,12,2014,Annual,,,,,,,,,,,,,,
A352820,하이브,12,2015,Annual,,,,,,,,,,,,,,
A352820,하이브,12,2016,Annual,"35,220,505","2,301,487","20,480,432","16,939,969",0,"309,739","19,068,280","4,360,023","9,008,618","2,879,738","592,782","9,043,227","10,380,050","597,664"
A352820,하이브,12,2017,Annual,"92,401,761","6,553,974","50,649,363","52,349,733",0,"1,144,607","61,172,329","9,207,001","24,568,808","19,048,807","1,603,968","39,235,498","32,545,397","740,134"
A352820,하이브,12,2018,Annual,"301,371,824","49,201,245","189,978,918","171,707,518","5,705,147","8,751,498","205,529,168","31,462,308","-70,465,579","105,462,338","12,807,296","74,686,749","79,930,598","3,848,331"
A352820,하이브,12,2019,Annual,"587,224,478","94,607,697","385,686,888","294,652,316","12,971,590","8,184,913","362,989,836","102,795,121","72,424,095","174,561,335","14,905,580","91,713,636","98,742,469","9,108,941"
A352820,하이브,12,2020,Annual,"796,283,397","112,304,729","421,538,126","1,389,256,653","61,961,013","48,409,167","1,924,442,638","229,229,622","87,061,118","296,242,203","429,261,025","116,677,031","145,515,649","27,086,350"
A352820,하이브,12,2021,Annual,"1,255,926,483","168,191,932","632,927,367","2,003,133,142","83,184,815","86,867,157","4,728,915,303","432,751,459","140,834,607","586,618,859","1,255,711,401","177,258,248","190,247,657","64,441,404"
A352820,하이브,12,2022,Annual,"1,776,153,957","218,380,145","933,514,576","2,115,847,172","79,181,815","98,820,799","4,870,434,315","605,731,451","48,032,125","849,484,677","1,092,269,633","347,125,164","236,907,930","85,950,129"
A267260,HD현대일렉트릭,12,2011,Annual,,,,,,,,,,,,,,
A267260,HD현대일렉트릭,12,2012,Annual,,,,,,,,,,,,,,
A267260,HD현대일렉트릭,12,2013,Annual,,,,,,,,,,,,,,
A267260,HD현대일렉트릭,12,2014,Annual,,,,,,,,,,,,,,
A267260,HD현대일렉트릭,12,2015,Annual,,,,,,,,,,,,,,
A267260,HD현대일렉트릭,12,2016,Annual,,,,,,,,,,,,,,
A267260,HD현대일렉트릭,12,2017,Annual,"1,449,573,280","828,990,652","1,254,561,884","1,490,453,059","357,615,112","471,562,206","2,094,576,576","132,592,130","14,281,035","588,831,465","465,631,216","-4,438,758","62,419,265","623,000"
A267260,HD현대일렉트릭,12,2018,Annual,"1,940,412,136","622,466,990","1,787,659,456","1,651,651,859","424,705,402","527,967,463","2,326,055,715","253,334,137","-178,926,079","1,123,316,044","351,441,127","-4,026,714","-100,581,457","3,442,000"
A267260,HD현대일렉트릭,12,2019,Annual,"1,771,133,588","469,857,246","1,617,777,085","1,484,220,244","390,771,146","516,893,453","2,256,474,848","310,050,969","-264,300,823","1,123,767,373","432,491,544","57,542,835","-156,694,466","8,170,000"
A267260,HD현대일렉트릭,12,2020,Annual,"1,811,344,734","376,292,328","1,501,167,514","1,474,374,926","358,593,899","510,469,691","2,272,620,340","237,478,128","-40,246,346","1,275,328,871","318,117,930","204,526,388","72,699,092","8,697,000"
A267260,HD현대일렉트릭,12,2021,Annual,"1,805,991,747","443,243,450","1,570,865,259","1,398,337,922","357,079,097","516,254,305","2,214,970,250","225,390,128","-33,686,739","1,252,495,843","316,252,292","109,777,416","9,736,360","8,638,000"
A267260,HD현대일렉트릭,12,2022,Annual,"2,104,499,487","471,599,548","1,768,194,218","1,548,305,844","627,806,183","536,867,989","2,435,030,171","203,264,282","162,017,993","1,411,144,506","192,716,791","-124,138,811","133,040,987","10,344,000"
A047050,포스코인터내셔널,12,2011,Annual,"19,457,178,592","3,130,754,000","18,451,194,314","5,460,448,337","1,231,710,299","460,804,583","8,904,231,783","840,535,500","210,718,356","4,780,462,424","2,213,392,850","-923,654,542","165,448,778","8,376,000"
A047050,포스코인터내셔널,12,2012,Annual,"17,320,124,605","2,881,640,000","16,362,544,818","4,306,014,661","766,844,977","613,682,784","7,465,637,546","817,831,196","215,501,918","3,849,614,993","1,426,916,132","524,352,944","139,748,591","12,766,000"
A047050,포스코인터내셔널,12,2013,Annual,"17,108,578,034","3,382,354,000","16,164,217,603","4,632,329,441","799,901,397","638,256,260","8,268,621,927","785,488,560","132,993,497","4,529,676,515","1,508,696,444","-320,075,762","158,871,871","13,375,000"
A047050,포스코인터내셔널,12,2014,Annual,"20,407,753,120","3,975,588,853","19,169,548,022","5,651,951,127","1,037,054,579","582,513,178","9,340,867,224","862,138,239","176,385,469","5,436,558,548","1,529,578,184","-437,624,644","376,066,859","16,343,000"
A047050,포스코인터내셔널,12,2015,Annual,"17,526,906,326","3,056,036,548","16,237,950,430","4,346,329,921","770,544,072","625,613,191","8,043,303,770","920,151,638","108,577,876","3,918,406,515","1,703,708,065","1,267,623,361","368,804,258","19,329,000"
A047050,포스코인터내셔널,12,2016,Annual,"16,492,090,197","3,363,433,749","15,356,214,659","4,680,973,413","766,575,445","666,087,190","8,288,782,432","817,736,458","122,212,627","4,304,684,952","1,480,445,210","792,824,746","318,139,080","17,521,000"
A047050,포스코인터내셔널,12,2017,Annual,"22,571,653,747","3,412,437,397","21,263,108,998","5,047,538,493","1,108,833,132","1,324,845,720","9,169,985,984","907,230,886","166,818,739","4,937,907,785","1,379,602,118","382,240,120","401,313,863","21,321,000"
A047050,포스코인터내셔널,12,2018,Annual,"25,173,939,721","4,088,034,305","24,199,883,770","5,980,170,931","1,330,664,421","1,294,344,955","9,881,020,333","501,432,847","115,741,119","5,421,081,019","1,570,400,776","-146,126,015","472,623,104","31,070,000"
A047050,포스코인터내셔널,12,2019,Annual,"24,422,574,846","3,231,221,452","23,297,980,546","5,032,320,679","1,111,858,683","1,380,434,600","8,959,415,088","519,276,554","202,398,051","3,561,239,530","2,350,114,722","1,608,967,559","605,317,746","34,932,000"
A047050,포스코인터내셔널,12,2020,Annual,"21,472,386,358","2,593,993,121","20,547,321,165","4,764,575,099","929,405,905","1,325,419,228","8,328,038,736","450,586,904","229,524,209","3,397,363,219","1,769,801,784","1,118,609,455","474,478,289","38,515,000"
A047050,포스코인터내셔널,12,2021,Annual,"33,948,864,785","4,046,656,049","32,814,145,555","7,155,183,542","1,904,178,951","1,353,149,166","10,770,734,147","549,333,423","356,487,962","5,669,339,170","1,589,255,049","-509,688,025","585,385,807","37,780,000"
A047050,포스코인터내셔널,12,2022,Annual,"37,989,588,330","3,480,039,393","36,421,950,442","7,319,472,229","1,758,238,610","1,560,751,963","12,516,336,931","665,130,879","604,912,380","5,487,439,570","2,630,770,283","1,233,286,799","902,507,009","41,480,000"
A450080,에코프로머티,12,2011,Annual,,,,,,,,,,,,,,
A450080,에코프로머티,12,2012,Annual,,,,,,,,,,,,,,
A450080,에코프로머티,12,2013,Annual,,,,,,,,,,,,,,
A450080,에코프로머티,12,2014,Annual,,,,,,,,,,,,,,
A450080,에코프로머티,12,2015,Annual,,,,,,,,,,,,,,
A450080,에코프로머티,12,2016,Annual,,,,,,,,,,,,,,
A450080,에코프로머티,12,2017,Annual,0,0,0,"3,653,923","2,050,456","35,797,683","40,470,926","1,737,577","-1,795,062","6,389,110","2,029,501","-2,744,855","-1,737,577","6,442"
A450080,에코프로머티,12,2018,Annual,"56,927,709","5,928,625","57,130,419","22,963,062","15,508,801","71,407,119","95,402,371","2,454,030","-3,754,337","29,140,702","37,963,691","-15,920,970","-2,656,741","209,760"
A450080,에코프로머티,12,2019,Annual,"132,713,467","4,990,792","124,282,832","67,885,575","57,717,768","79,082,438","148,342,000","3,585,376","1,786,180","83,101,160","35,156,682","-34,491,831","4,845,259","262,754"
A450080,에코프로머티,12,2020,Annual,"216,667,107","11,361,143","198,073,065","81,266,291","52,066,948","142,251,231","231,179,551","6,053,344","16,835,808","51,592,556","65,479,526","3,443,535","12,540,698","293,277"
A450080,에코프로머티,12,2021,Annual,"342,888,306","33,319,009","316,519,984","130,243,037","87,962,964","232,072,952","372,583,901","10,115,671","-22,979,543","158,726,086","145,557,195","-23,936,126","16,252,651","391,600"
A450080,에코프로머티,12,2022,Annual,"665,248,279","74,601,922","609,978,608","265,125,163","173,926,011","353,396,533","634,913,145","16,281,467","15,582,713","249,084,999","71,527,565","-80,046,015","38,988,204","458,435"
A009540,HD한국조선해양,12,2011,Annual,"53,711,665,784","4,698,691,000","46,784,445,382","23,076,370,100","6,478,092,980","15,564,732,167","49,000,816,098","2,366,179,781","2,743,436,388","25,490,750,955","5,333,546,076","503,543,423","4,561,040,621","89,864,000"
A009540,HD한국조선해양,12,2012,Annual,"54,973,701,392","5,139,284,000","50,320,497,869","25,278,627,247","6,191,140,271","15,556,464,149","49,273,175,894","2,647,673,390","1,029,642,958","21,856,198,922","8,357,837,777","-3,459,075,408","2,005,530,133","89,925,000"
A009540,HD한국조선해양,12,2013,Annual,"54,188,096,316","5,478,387,787","50,932,984,966","29,254,183,750","6,129,287,249","15,712,997,462","53,204,971,621","2,453,128,334","146,303,386","26,516,423,455","7,658,956,409","492,799,486","801,983,016","92,236,000"
A009540,HD한국조선해양,12,2014,Annual,"52,787,283,421","4,032,093,017","53,528,698,470","29,821,547,600","5,785,367,300","15,751,798,667","53,113,762,940","2,532,578,279","-2,213,786,979","27,686,662,902","8,848,860,899","1,502,395,252","-3,273,993,328","93,001,000"
A009540,HD한국조선해양,12,2015,Annual,"46,317,640,151","4,266,104,233","44,814,940,955","27,096,467,095","4,466,387,289","16,027,157,696","49,469,064,992","3,087,605,116","-1,375,768,355","23,065,151,183","10,977,810,236","-637,435,927","-1,584,905,920","93,921,000"
A009540,HD한국조선해양,12,2016,Annual,"22,300,438,167","4,304,807,888","20,329,443,875","25,864,818,442","3,879,525,758","18,729,240,248","48,949,259,814","1,579,464,608","626,990,744","23,237,004,912","7,925,693,253","2,649,202,768","391,529,684","38,810,000"
A009540,HD한국조선해양,12,2017,Annual,"15,468,835,510","1,436,330,070","14,434,935,998","17,663,719,902","845,360,005","11,046,256,085","30,408,847,507","1,019,253,882","2,693,141,932","15,614,871,052","2,421,938,473","593,314,273","14,645,630","34,660,000"
A009540,HD한국조선해양,12,2018,Annual,"13,161,045,950","1,149,374,313","12,763,180,484","12,316,692,940","1,009,063,255","10,269,011,371","24,729,898,792","879,230,742","-453,610,241","9,410,253,086","2,208,682,334","126,519,621","-481,365,276","35,334,000"
A009540,HD한국조선해양,12,2019,Annual,"15,182,553,166","1,192,685,621","14,191,186,947","12,545,988,679","1,318,325,637","9,946,724,472","25,055,372,817","701,198,605","213,081,106","8,941,941,350","3,187,116,305","-1,464,118,747","290,167,614","37,153,000"
A009540,HD한국조선해양,12,2020,Annual,"14,903,657,734","838,770,219","14,159,004,629","13,001,432,736","1,252,994,979","9,970,539,162","25,244,191,252","670,285,971","-835,177,677","9,511,529,229","3,311,436,589","-89,969,458","74,367,134","38,203,000"
A009540,HD한국조선해양,12,2021,Annual,"15,493,381,773","835,910,983","16,010,119,587","14,562,196,013","1,554,136,717","9,872,011,979","27,293,093,978","868,077,963","-1,141,204,413","11,286,467,399","3,592,871,275","835,843,497","-1,384,815,777","36,664,000"
A009540,HD한국조선해양,12,2022,Annual,"17,302,020,185","672,301,269","16,935,580,632","15,775,914,217","2,203,316,626","10,143,112,509","29,883,476,300","722,000,146","-295,177,096","15,033,482,523","2,537,863,967","462,245,767","-355,560,593","38,948,000"
A042660,한화오션,12,2011,Annual,"13,863,375,851",0,"12,301,993,927","7,488,986,683","752,127,124","6,503,690,173","16,530,738,032","594,183,518","559,293,211","9,629,389,367","2,632,972,752","2,258,794","967,198,406",0
A042660,한화오션,12,2012,Annual,"13,543,536,273","317,812,000","12,889,979,876","6,625,509,519","1,198,198,771","6,218,617,025","15,511,304,729","725,607,183","-278,825,136","8,359,016,259","3,286,374,419","-996,054,288","-72,050,786",0
A042660,한화오션,12,2013,Annual,"14,584,829,821","437,910,222","14,607,078,738","8,739,833,253","1,181,813,162","6,211,055,670","16,776,397,603","987,786,154","-920,418,515","9,672,706,383","4,174,976,558","-1,197,909,569","-1,010,035,071","15,481,000"
A042660,한화오션,12,2014,Annual,"15,561,557,691","302,381,353","15,431,519,080","9,832,280,066","2,019,225,464","6,232,975,081","17,735,815,981","695,102,707","-852,747,122","11,010,817,762","4,698,182,414","-560,227,443","-565,064,096","6,911,000"
A042660,한화오션,12,2015,Annual,"15,443,611,051","459,383,483","17,019,177,495","10,466,010,245","2,014,005,065","5,838,335,854","18,880,345,263","548,927,227","-2,209,243,775","15,349,186,118","2,912,287,915","-843,000,008","-2,124,493,672","7,218,000"
A042660,한화오션,12,2016,Annual,"12,819,220,834","303,161,953","13,449,556,684","7,999,488,274","1,071,061,945","5,197,876,512","15,064,829,699","900,505,577","-2,789,487,511","12,368,662,536","2,036,789,937","-531,006,614","-1,530,841,427","5,366,000"
A042660,한화오션,12,2017,Annual,"11,101,818,030","399,817,538","9,557,731,175","6,651,301,609","743,358,871","4,003,428,005","11,446,752,723","811,083,136","645,758,363","6,143,041,666","2,313,049,732","-1,019,899,304","733,003,720","5,166,000"
A042660,한화오션,12,2018,Annual,"9,644,383,547","657,314,654","8,892,718,091","7,350,036,433","1,345,634,251","3,822,851,871","11,918,521,521","-273,166,248","320,051,707","5,356,772,734","2,721,527,215","725,140,996","1,024,831,704","2,563,000"
A042660,한화오션,12,2019,Annual,"8,358,744,819","343,669,201","7,889,790,147","6,871,061,134","1,159,031,230","3,694,459,007","11,276,078,800","176,193,738","-46,485,191","4,807,538,069","2,713,644,182","2,542,127,054","292,760,934","6,675,000"
A042660,한화오션,12,2020,Annual,"7,030,175,197","582,598,813","6,634,249,126","5,953,237,429","963,311,053","3,667,874,700","10,320,774,854","242,488,980","86,572,614","5,162,708,937","1,289,095,256","-458,467,495","153,437,091","4,395,000"
A042660,한화오션,12,2021,Annual,"4,486,585,681","256,614,592","6,033,692,328","6,481,079,244","1,139,095,854","3,469,402,807","10,623,209,555","207,544,729","-1,699,829,430","7,464,467,860","941,158,242","485,786,909","-1,754,651,375","3,169,000"
A042660,한화오션,12,2022,Annual,"4,860,150,250","323,867,921","6,207,032,529","7,822,464,528","2,202,075,920","3,786,679,503","12,235,665,305","266,682,255","-1,744,778,448","10,672,486,378","818,206,995","-1,065,432,626","-1,613,564,534","3,016,000"
A003490,대한항공,12,2011,Annual,"12,245,708,753","943,820,607","10,524,979,138","3,350,150,741","435,348,280","14,189,335,633","22,388,342,727","1,268,117,489","-199,751,062","6,625,816,521","12,993,573,700","2,008,976,781","452,612,126","17,242,602"
A003490,대한항공,12,2012,Annual,"12,341,790,090","840,119,320","11,011,325,498","3,365,122,645","493,644,459","14,880,089,916","22,973,401,146","1,101,897,528","256,371,132","6,207,140,628","13,861,877,558","2,305,492,436","228,567,063","21,622,162"
A003490,대한항공,12,2013,Annual,"11,848,707,841","639,295,734","10,753,625,694","3,139,832,416","464,301,625","15,503,889,061","22,920,438,008","1,114,644,236","-383,555,366","7,758,835,173","12,421,389,752","1,949,344,874","-19,562,089","29,105,099"
A003490,대한항공,12,2014,Annual,"11,909,748,648","606,881,120","10,389,544,233","4,948,040,063","430,179,896","15,778,074,439","23,465,724,376","1,124,869,072","-612,921,455","7,441,886,204","13,822,679,543","1,863,563,778","395,335,342","31,327,529"
A003490,대한항공,12,2015,Annual,"11,544,831,301","571,057,363","9,517,396,914","3,289,127,053","490,647,755","17,850,702,587","24,180,351,113","1,144,346,106","-562,967,287","8,450,381,325","13,230,934,646","2,728,023,078","883,088,281","36,778,925"
A003490,대한항공,12,2016,Annual,"11,731,852,589","607,104,914","9,435,221,360","3,327,988,658","564,705,037","17,873,281,888","23,956,534,894","1,175,822,058","-556,844,431","9,131,118,135","12,951,066,677","2,806,255,597","1,120,809,171","49,766,801"
A003490,대한항공,12,2017,Annual,"12,092,211,498","636,036,208","9,991,152,334","3,582,302,550","682,687,132","18,907,293,604","24,648,674,122","1,161,276,914","801,897,025","6,638,123,274","14,259,447,691","2,806,750,798","939,782,250","41,765,721"
A003490,대한항공,12,2018,Annual,"13,011,645,224","705,753,984","10,963,967,584","3,750,035,907","918,205,873","20,098,498,545","25,842,500,933","1,376,449,758","-161,087,304","7,556,788,984","15,123,113,114","2,792,632,458","671,227,882","78,927,803"
A003490,대한항공,12,2019,Annual,"12,384,263,747","701,607,042","10,935,888,944","3,574,701,574","712,925,078","21,310,439,947","27,014,118,935","1,272,288,274","-622,761,502","8,777,297,332","15,456,028,910","2,287,888,607","176,086,528","83,335,104"
A003490,대한항공,12,2020,Annual,"7,610,530,916","675,099,994","6,850,104,202","4,002,518,982","551,195,375","18,482,139,653","25,190,061,074","653,102,678","-230,018,635","7,987,774,773","13,890,562,187","1,376,703,699","107,324,036","85,389,976"
A003490,대한항공,12,2021,Annual,"9,016,824,640","959,940,734","6,912,047,064","6,640,996,811","597,063,639","16,914,084,202","26,671,903,184","686,808,944","578,782,033","8,444,926,989","11,361,287,039","3,514,195,625","1,417,968,633","75,128,988"
A003490,대한항공,12,2022,Annual,"14,096,094,819","958,224,414","10,245,440,431","8,090,936,743","730,074,502","17,079,086,487","28,997,701,022","1,020,067,635","1,729,502,852","8,475,183,413","11,230,057,403","5,572,422,139","2,830,586,754","90,295,903"
A161390,한국타이어앤테크놀로지,12,2011,Annual,,,,,,,,,,,,,,
A161390,한국타이어앤테크놀로지,12,2012,Annual,"2,317,223,404","1,052,183,209","1,561,773,167","3,336,866,821","1,391,723,116","3,571,590,662","7,182,454,444","446,858,055","231,014,075","2,991,072,224","969,896,599","439,059,331","308,592,182","14,281,265"
A161390,한국타이어앤테크놀로지,12,2013,Annual,"7,069,237,653","1,057,214,638","4,710,850,601","3,952,244,215","1,472,464,615","3,497,977,900","7,776,713,391","1,327,380,556","735,031,886","2,942,257,596","910,319,985","1,047,563,611","1,031,006,495","45,920,169"
A161390,한국타이어앤테크놀로지,12,2014,Annual,"6,680,847,701","1,070,793,182","4,280,800,825","3,879,785,423","1,446,023,588","4,020,353,224","8,320,082,169","1,368,410,313","699,295,189","3,069,344,282","734,264,709","1,147,044,671","1,031,636,563","47,454,965"
A161390,한국타이어앤테크놀로지,12,2015,Annual,"6,428,172,502","1,000,602,332","4,084,045,633","3,388,781,054","1,430,323,118","4,493,966,945","9,496,138,132","1,459,136,782","656,504,241","2,906,881,004","1,448,468,926","1,113,695,353","884,990,088","45,098,906"
A161390,한국타이어앤테크놀로지,12,2016,Annual,"6,621,762,292","1,058,369,627","4,045,028,258","3,293,061,658","1,436,307,176","4,699,252,646","9,621,973,239","1,473,506,275","879,090,216","2,446,786,104","1,213,707,815","1,217,766,386","1,103,227,759","48,905,688"
A161390,한국타이어앤테크놀로지,12,2017,Annual,"6,812,857,982","1,157,746,639","4,492,383,668","3,534,446,756","1,494,391,162","4,317,370,358","9,518,786,151","1,527,042,543","606,456,841","2,273,979,164","871,300,742","851,731,235","793,431,772","49,372,918"
A161390,한국타이어앤테크놀로지,12,2018,Annual,"6,795,088,816","1,225,997,611","4,691,443,619","3,663,818,459","1,598,471,564","4,225,226,632","9,796,442,247","1,400,994,596","530,380,684","2,022,633,979","983,495,300","1,123,539,949","702,650,600","52,709,129"
A161390,한국타이어앤테크놀로지,12,2019,Annual,"6,883,268,577","1,257,025,698","4,961,117,131","4,113,714,818","1,725,393,475","4,105,500,675","10,164,607,903","1,378,186,615","429,614,534","2,131,084,242","846,306,547","760,347,395","543,964,832","104,223,638"
A161390,한국타이어앤테크놀로지,12,2020,Annual,"6,453,071,785","1,211,167,806","4,550,059,850","4,688,230,159","1,562,764,801","3,901,607,189","10,658,547,889","1,274,741,379","385,205,382","1,780,955,803","1,465,444,564","1,290,850,800","628,270,555","103,232,736"
A161390,한국타이어앤테크놀로지,12,2021,Annual,"7,141,136,828","1,395,341,861","5,193,837,390","5,509,241,837","1,896,588,732","3,821,452,959","11,694,296,588","1,305,106,532","594,714,001","1,869,177,489","1,629,604,809","841,528,140","642,192,906","102,213,417"
A161390,한국타이어앤테크놀로지,12,2022,Annual,"8,394,203,037","1,623,344,006","6,291,656,294","6,436,304,423","2,449,545,168","3,687,477,399","12,581,364,159","1,396,728,654","705,774,526","2,887,075,507","818,579,404","504,570,700","705,818,089","103,490,971"
A010140,삼성중공업,12,2011,Annual,"13,391,764,073","534,508,036","11,628,385,019","9,424,201,877","540,402,633","5,408,259,479","16,413,939,003","680,769,014","851,115,094","10,538,969,963","1,230,980,306","1,439,763,794","1,082,610,040","29,019,468"
A010140,삼성중공업,12,2012,Annual,"14,489,473,629","536,333,681","12,554,345,285","10,275,893,574","699,224,303","5,277,951,297","16,634,966,576","729,471,514","796,388,338","8,918,667,484","2,433,350,028","-1,193,439,101","1,205,656,830","29,351,169"
A010140,삼성중공업,12,2013,Annual,"14,834,500,942","468,425,575","13,037,656,340","10,716,937,141","841,635,451","5,253,828,208","17,427,146,525","882,630,316","632,205,457","9,443,674,996","2,137,675,724","590,217,273","914,214,285","32,950,167"
A010140,삼성중공업,12,2014,Annual,"12,879,061,899","766,105,470","12,116,358,003","10,581,203,886","1,168,817,779","5,273,010,241","17,122,234,083","579,683,917","147,320,209","10,008,363,701","1,540,709,085","-457,461,384","183,019,979","53,933,069"
A010140,삼성중공업,12,2015,Annual,"9,714,441,844","350,650,287","10,676,057,968","10,110,480,734","1,449,045,285","5,582,821,927","17,301,591,987","540,289,374","-1,212,110,013","9,570,119,230","3,465,726,998","620,279,376","-1,501,905,499","59,771,758"
A010140,삼성중공업,12,2016,Annual,"10,414,188,640","389,247,494","9,939,108,514","9,950,789,796","1,226,085,740","6,442,424,539","17,217,462,679","622,279,642","-138,776,906","9,045,743,306","1,896,408,601","-1,554,754,531","-147,199,516","67,093,304"
A010140,삼성중공업,12,2017,Annual,"7,901,235,155","344,452,534","8,051,664,381","6,779,932,598","1,216,760,485","6,162,904,763","13,818,113,112","373,734,568","-340,748,297","7,145,282,551","875,377,893","540,067,547","-524,163,794","71,592,937"
A010140,삼성중공업,12,2018,Annual,"5,265,119,547","508,283,713","5,269,265,689","7,405,496,121","1,481,796,425","5,882,273,908","14,282,891,986","405,105,987","-388,188,869","6,267,119,241","1,269,493,188","165,522,614","-409,252,130","71,920,807"
A010140,삼성중공업,12,2019,Annual,"7,349,656,036","200,977,706","7,288,385,520","6,929,473,532","2,339,638,675","5,727,332,104","13,600,084,436","677,856,039","-1,315,353,147","7,089,067,767","1,262,088,097","-681,209,311","-616,585,523","53,443,239"
