Symbol,Name,회계년,매출총이익률(%),영업이익률(%),당기순이익률(%),자본금영업이익률(%),영업수익/영업비용(%),세전계속사업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),부채비율(%),유동비율(%),당좌비율(%),현금비율(%),유형자산구성비율(%),무형자산구성비율(%),판관비율(%),타인자본비율(%),총자산회전율(회),매출채권회전율(회),재고자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,manipulate
A004370,농심,2022,24.46,2.64,3.22,208.14,102.71,4.19,329.89,253.73,13.95,1.54,8.5,3.6,10.19,27.47,171.69,137.92,3.72,35.59,0.75,21.81,21.55,0.92,13.14,14.97,4.4,1.16,78.78,27.25,6.19,7.16,1.04,1.07,0.87,1.14,0.08,0.94,1.08,-0.02,0.0
A058730,다스코,2012,17.15,8.14,6.97,128.9,108.86,8.92,141.34,110.48,25.15,69.92,119.9,7.75,16.67,41.12,218.35,135.81,11.16,28.75,3.87,9.01,29.14,1.13,3.31,4.64,3.5,1.67,15.84,29.76,8.5,14.16,0.82,0.94,0.76,1.25,0.06,0.89,0.83,0.07,0.0
A058730,다스코,2013,19.79,8.39,6.98,140.66,109.16,9.29,155.79,116.99,6.33,9.66,6.41,11.63,12.84,52.35,185.97,117.62,21.49,26.92,3.48,11.41,34.36,1.1,3.36,4.69,3.43,1.61,16.77,30.86,8.99,14.52,1.0,0.87,1.12,1.06,0.06,1.27,1.18,0.0,0.0
A058730,다스코,2014,18.14,7.54,5.68,127.86,108.15,7.47,126.78,96.43,3.04,-7.43,-16.06,8.68,19.85,38.16,206.46,127.18,14.83,32.74,3.51,10.61,27.62,1.04,3.47,4.68,3.36,1.51,16.96,27.08,8.06,12.18,0.91,1.09,1.21,1.03,0.07,0.93,0.8,-0.01,0.0
A058730,다스코,2015,18.5,7.66,6.23,155.37,108.3,8.05,163.12,126.31,21.4,23.43,33.04,9.83,-2.29,52.65,191.02,133.84,34.96,26.36,3.09,10.83,34.49,1.15,3.9,5.7,3.67,1.68,20.27,31.43,8.56,14.38,1.01,0.98,0.76,1.21,0.07,1.02,1.25,-0.05,0.0
A058730,다스코,2016,20.82,10.11,7.84,216.41,111.25,9.81,210.02,167.87,16.06,53.08,46.07,23.2,49.18,51.03,197.83,143.4,30.13,32.27,1.65,10.71,33.79,1.1,3.86,6.45,3.22,1.67,21.41,32.44,10.07,16.79,0.97,0.89,1.42,1.16,0.09,0.99,0.98,0.02,0.0
A058730,다스코,2017,22.48,9.42,8.34,263.33,110.41,10.8,301.7,233.12,42.11,32.5,51.21,16.15,15.73,86.92,156.72,94.17,11.72,25.98,1.29,13.06,46.5,1.17,4.01,5.5,2.83,1.99,27.94,28.66,10.14,20.15,1.11,0.93,0.81,1.42,0.06,1.22,1.38,0.15,0.0
A058730,다스코,2018,16.97,8.04,7.51,241.5,108.74,8.77,263.35,225.63,7.59,-8.21,-3.12,4.78,-2.57,67.72,169.51,117.51,20.13,26.92,2.67,8.93,40.38,1.1,3.76,4.97,2.52,1.94,30.03,23.92,9.5,18.44,0.81,1.32,1.26,1.08,0.06,0.68,0.87,-0.03,0.0
A058730,다스코,2019,14.21,1.56,1.16,41.89,101.58,1.78,47.66,31.03,-10.61,-82.66,-86.25,-2.21,-1.91,73.52,149.69,103.51,19.22,26.1,2.69,12.65,42.37,1.01,3.7,5.62,2.43,1.72,26.85,8.41,3.46,5.94,1.06,1.19,1.36,0.89,0.08,1.42,1.05,-0.03,0.0
A058730,다스코,2020,7.0,-3.5,-4.11,-85.76,96.62,-5.12,-125.31,-100.68,-8.8,-304.75,-424.49,-4.82,38.81,103.83,115.33,92.52,25.52,32.4,2.43,10.5,50.94,0.86,3.81,7.03,1.84,1.62,24.48,-2.56,-1.4,-2.26,0.9,2.03,1.63,0.91,0.08,0.83,1.2,-0.07,0.0
A058730,다스코,2021,9.29,-0.78,-2.03,-23.8,99.23,-2.85,-87.05,-61.98,30.3,-70.97,-35.6,1.47,0.21,127.12,116.75,85.8,17.86,28.72,2.03,10.07,55.97,1.0,4.69,9.82,1.86,2.15,30.5,0.56,0.3,0.65,1.04,0.75,0.86,1.3,0.06,0.96,1.1,0.06,0.0
A058730,다스코,2022,14.3,3.97,1.13,110.93,104.14,1.99,55.64,31.69,2.51,-621.83,-157.23,16.28,-18.41,126.26,163.81,136.21,44.79,20.23,1.62,10.33,55.8,0.89,3.5,8.02,1.6,2.02,27.93,5.44,3.41,6.89,1.36,0.65,0.81,1.03,0.07,1.03,1.0,0.01,0.0
A145210,다이나믹디자인,2015,20.31,10.75,1.03,251.93,112.04,1.81,42.34,24.03,-9.69,-53.84,-93.16,-3.38,-17.95,86.57,64.55,54.11,5.03,30.61,0.47,9.56,46.4,0.47,7.13,12.63,1.02,0.88,23.45,6.31,6.2,5.48,0.0,1.48,1.08,0.9,0.07,1.05,1.0,0.03,1.0
A145210,다이나믹디자인,2017,23.68,-0.53,-83.9,-5.32,99.47,-88.32,-887.94,-843.54,-20.22,-107.17,250.04,-72.61,-6.7,438.52,28.56,21.53,1.12,44.86,1.08,24.21,81.43,0.48,4.2,11.35,0.75,1.32,10.05,-58.62,-77.76,-102.38,0.68,0.92,0.83,0.8,0.07,1.53,1.61,-0.01,1.0
A145210,다이나믹디자인,2018,12.74,-15.86,-38.57,-83.52,86.31,-36.95,-194.59,-203.14,-24.63,2157.15,-65.35,-78.03,-22.48,1765.77,41.8,36.01,1.78,45.69,1.1,28.6,94.64,0.49,4.29,9.2,0.56,3.78,5.27,-17.01,-30.46,-115.26,1.45,1.86,0.52,0.75,0.07,1.18,1.16,-0.14,1.0
A145210,다이나믹디자인,2019,15.74,-5.86,-3.45,-23.51,94.47,-3.8,-15.24,-13.83,-21.99,-71.19,-93.03,-21.44,-4.94,2039.29,34.83,30.78,1.5,48.21,0.73,21.59,95.33,0.46,3.26,10.92,0.49,9.18,4.01,3.03,6.22,57.09,1.24,0.81,1.41,0.78,0.09,0.75,1.01,-0.02,0.0
A145210,다이나믹디자인,2020,12.07,-17.67,-79.09,-16.6,84.98,-66.02,-62.03,-74.31,-27.98,117.36,1553.37,494.0540000000003,-40.29,129.59,159.83,149.69,82.51,29.7,0.36,29.74,56.44,0.36,2.27,11.18,0.47,1.5,0.94,-30.76,-65.71,-98.41,1.54,1.3,0.84,0.72,0.09,1.38,0.59,0.06,0.0
A145210,다이나믹디자인,2021,-7.69,-51.75,-56.78,-18.18,65.9,-52.23,-18.35,-19.95,-35.98,87.48,-54.04,-19.6,-24.09,140.24,104.31,99.34,72.69,26.8,0.07,44.06,58.37,0.25,1.93,9.24,0.44,0.59,0.35,-18.87,-42.95,-25.35,0.68,-1.57,1.33,0.64,0.14,1.48,1.03,-0.14,0.0
A145210,다이나믹디자인,2022,14.2,-47.94,-208.92,-34.64,67.6,-208.37,-150.56,-150.96,14.34,5.92,320.67,19.96,9.71,63.72,92.28,78.42,27.89,35.96,0.16,62.14,38.92,0.35,3.56,10.45,0.7,0.69,0.72,-143.95,-205.96,-141.8,0.92,-0.54,1.22,1.14,0.12,1.41,0.67,-0.0,0.0
A019680,대교,2012,17.22,5.22,4.12,77.35,105.51,6.9,102.24,61.1,-2.79,-38.45,-47.94,-1.8,2.98,25.09,214.29,201.27,18.5,17.61,7.8,12.0,20.06,0.95,19.83,36.36,4.49,1.21,14.82,36.65,8.17,9.87,1.04,1.13,1.07,0.97,0.26,1.07,0.9,-0.0,0.0
A019680,대교,2013,17.47,5.7,5.56,82.82,106.04,8.45,122.86,80.8,-1.91,7.06,32.23,4.56,-3.41,24.41,200.87,188.62,60.94,16.35,7.22,11.77,19.62,0.94,19.58,44.13,4.72,1.17,14.53,47.34,10.02,11.71,1.0,0.99,1.09,0.98,0.18,0.98,0.98,-0.08,0.0
A019680,대교,2014,17.05,5.13,6.17,73.39,105.41,8.27,118.25,88.3,-1.58,-11.38,9.29,-3.23,-3.12,25.1,221.93,209.06,60.04,16.28,6.3,11.91,20.06,0.92,20.13,42.49,4.62,1.14,14.3,49.62,10.74,12.28,0.95,1.02,0.89,0.98,0.2,1.01,1.02,0.01,0.0
A019680,대교,2015,17.77,6.13,6.21,88.37,106.53,8.06,116.09,89.49,0.74,20.41,1.34,-0.01,3.87,21.91,231.72,220.06,61.23,17.36,5.3,11.64,17.97,0.95,23.95,44.79,4.98,1.17,14.41,52.58,10.55,12.36,0.75,0.96,0.99,1.01,0.21,0.98,0.9,-0.02,0.0
A019680,대교,2016,17.82,5.99,5.86,87.45,106.37,7.38,107.76,85.45,1.27,-1.04,-4.51,3.23,19.62,22.52,244.04,233.88,60.72,20.01,4.07,11.82,18.38,0.96,28.23,53.16,5.26,1.17,14.59,50.9,9.68,11.31,0.99,1.0,0.92,1.01,0.19,1.02,1.02,-0.05,0.0
A019680,대교,2017,18.0,6.22,5.38,90.46,106.64,7.06,102.62,78.17,-0.4,3.44,-8.53,2.12,14.36,21.78,240.93,231.08,36.93,22.55,3.68,11.78,17.88,0.93,29.64,59.1,5.12,1.13,14.54,46.89,9.17,10.38,0.9,0.99,1.01,1.0,0.15,1.0,0.97,-0.06,0.0
A019680,대교,2018,15.59,3.72,2.76,50.35,103.86,3.93,53.32,37.37,-6.78,-44.34,-52.2,-4.82,-1.19,24.1,198.37,188.87,33.78,22.97,4.51,11.87,19.42,0.87,34.93,57.27,4.67,1.07,13.55,32.98,7.06,7.55,0.72,1.15,1.09,0.93,0.13,1.01,1.09,-0.05,0.0
A019680,대교,2019,15.71,4.15,2.66,55.86,104.33,3.68,49.55,35.75,-0.74,10.94,-4.32,-1.29,-5.6,38.88,156.22,148.83,30.35,19.63,3.79,11.55,27.99,0.83,43.47,59.37,3.49,1.1,13.45,37.63,10.79,11.83,0.98,0.99,1.2,0.99,0.14,0.97,1.44,-0.05,0.0
A019680,대교,2020,11.47,-2.29,-5.08,-25.82,97.76,-7.89,-88.92,-57.27,-16.23,-146.22,-260.19,-10.59,-23.21,39.58,129.98,121.47,25.4,16.77,3.81,13.76,28.36,0.7,43.5,49.12,2.49,0.98,11.27,11.38,4.57,4.46,0.83,1.37,1.1,0.84,0.25,1.19,1.01,-0.07,0.0
A019680,대교,2021,11.71,-3.14,-7.87,-35.81,96.95,-8.27,-94.24,-89.63,1.11,38.72,56.52,-7.58,-5.22,40.52,116.87,111.59,20.65,17.09,2.6,14.85,28.84,0.78,59.62,57.09,2.72,1.09,11.39,1.51,0.56,0.61,0.79,0.98,1.0,1.01,0.3,1.08,1.02,-0.09,0.0
A019680,대교,2022,11.3,-6.26,-22.97,-70.78,94.11,-17.98,-203.43,-259.94,-0.69,97.64,190.0,-24.55,-9.51,50.42,52.91,44.07,10.82,19.14,2.3,17.56,33.52,0.88,65.68,57.41,2.86,1.28,11.31,-42.89,-14.99,-19.2,1.03,1.04,1.17,0.99,0.28,1.18,1.16,-0.15,0.0
A006370,대구백화점,2012,66.09,4.29,5.13,12.84,104.48,6.32,18.92,15.34,-6.83,-63.76,-52.86,1.11,-0.13,24.98,174.16,166.89,44.51,60.34,0.2,61.8,19.99,0.32,21.57,35.03,1.6,0.41,2.99,19.75,12.32,5.02,1.11,1.03,1.01,0.93,0.03,1.08,0.97,-0.02,0.0
A006370,대구백화점,2013,63.7,2.56,3.52,7.65,102.63,4.61,13.75,10.5,-0.24,-40.46,-31.57,1.62,-0.41,21.72,142.11,132.46,22.89,60.72,0.13,61.14,17.85,0.33,19.12,32.89,1.72,0.4,2.99,18.22,10.6,4.25,1.22,1.04,1.4,1.0,0.04,0.99,0.89,0.01,0.0
A006370,대구백화점,2014,63.55,0.07,1.53,0.19,100.07,1.9,5.25,4.23,-7.57,-97.54,-59.71,-10.11,-0.07,31.57,93.39,86.67,2.15,62.45,0.13,63.48,24.0,0.31,18.34,28.14,1.47,0.39,2.76,11.6,7.9,3.06,0.82,1.0,0.91,0.92,0.04,1.04,1.34,-0.04,0.0
A006370,대구백화점,2015,64.33,-0.8,4.96,-2.22,99.21,7.52,20.81,13.71,0.2,-1278.6,224.11,1.28,3.65,29.56,88.65,80.55,4.35,64.9,0.12,65.13,22.82,0.31,19.86,25.5,1.33,0.41,2.77,14.99,11.25,4.58,1.15,0.99,0.96,1.0,0.03,1.03,0.95,-0.02,0.0
A006370,대구백화점,2016,64.07,-6.61,-4.42,-15.9,93.8,-4.55,-10.96,-10.64,-13.0,617.43,-177.57,-1.96,-1.09,28.06,53.56,45.15,2.89,66.25,0.08,70.68,21.91,0.28,18.66,21.11,1.23,0.36,2.41,2.17,1.76,0.63,0.84,1.0,1.22,0.87,0.03,1.09,0.96,0.0,0.0
A006370,대구백화점,2017,64.85,-13.35,-10.91,-20.29,88.22,-11.68,-17.75,-16.57,-36.85,27.62,55.84,-3.14,-1.55,34.32,61.03,52.61,1.76,64.19,0.08,78.2,25.55,0.18,10.54,11.97,0.74,0.23,1.52,-3.31,-4.48,-1.03,2.61,0.99,0.95,0.63,0.03,1.11,1.17,-0.0,0.0
A006370,대구백화점,2018,62.48,-13.65,-18.46,-26.78,87.99,-19.18,-37.63,-36.23,29.16,32.0,118.59,-7.74,-12.0,41.05,62.92,54.53,0.9,58.3,0.07,76.13,29.11,0.23,11.88,12.75,0.84,0.31,1.96,-9.89,-11.81,-3.71,0.65,1.04,1.12,1.29,0.02,0.97,1.14,-0.01,0.0
A006370,대구백화점,2019,61.43,-16.5,-19.5,-29.16,85.84,-17.95,-31.73,-34.45,-9.96,8.87,-4.91,-7.08,-1.38,42.84,50.91,43.68,1.13,61.1,0.06,77.93,29.99,0.22,11.99,11.55,0.73,0.31,1.77,-8.81,-12.07,-3.69,1.06,1.02,0.98,0.9,0.03,1.02,1.03,-0.01,0.0
A006370,대구백화점,2020,54.9,-22.38,-17.31,-35.21,81.71,-17.36,-27.32,-27.23,-10.97,20.75,-20.97,-3.13,-1.96,45.24,67.82,54.19,29.37,60.81,0.04,77.28,31.15,0.2,12.2,10.92,0.65,0.29,1.57,-6.74,-10.33,-2.97,0.89,1.12,1.12,0.89,0.03,0.99,1.04,-0.0,0.0
A006370,대구백화점,2021,55.84,-25.53,-3.72,-35.83,79.66,-26.83,-37.64,-5.21,-10.8,1.76,-80.85,-1.82,-44.59,42.27,210.65,198.84,20.98,35.04,0.03,81.38,29.71,0.18,13.4,9.48,0.6,0.26,1.4,2.15,3.58,0.94,0.94,0.98,1.01,0.89,0.02,1.05,0.95,-0.0,0.0
A006370,대구백화점,2022,53.69,-25.15,-20.66,-32.55,79.91,-20.42,-26.43,-26.74,-7.76,-9.16,413.02,-6.51,-1.59,49.21,133.89,126.94,8.1,35.17,0.02,78.83,32.98,0.17,12.94,9.33,0.55,0.25,1.29,-8.56,-15.44,-3.9,1.19,1.04,1.03,0.92,0.04,0.97,1.11,-0.01,0.0
A008060,대덕,2012,12.09,7.8,6.37,240.11,108.46,8.07,248.3,196.13,14.53,17.21,13.31,10.58,-9.54,27.36,230.07,176.75,13.09,37.31,1.65,4.29,21.48,1.42,7.56,14.86,6.16,1.85,30.78,84.72,13.75,25.44,0.86,0.86,0.9,1.15,0.15,1.56,0.87,-0.08,0.0
A008060,대덕,2013,4.71,0.14,1.14,4.1,100.14,1.44,43.52,34.42,-1.84,-98.29,-82.45,0.63,7.35,23.74,302.55,237.74,20.67,40.97,1.49,4.57,19.18,1.37,8.51,12.9,6.75,1.72,30.21,67.95,10.06,17.35,0.78,2.57,0.65,0.98,0.21,1.07,0.89,-0.15,0.0
A008060,대덕,2014,7.66,3.51,4.37,99.29,103.63,5.41,153.2,123.83,-6.27,2321.89,259.72,2.14,-9.77,24.96,219.01,155.06,24.28,35.84,1.14,4.16,19.98,1.28,9.69,11.47,6.55,1.59,28.32,87.22,13.33,21.24,0.96,0.61,2.27,0.94,0.23,0.91,1.04,-0.11,0.0
A008060,대덕,2015,9.74,5.23,5.97,109.87,105.52,7.83,164.44,125.42,-25.81,10.66,1.29,4.16,-2.47,15.17,430.57,371.73,59.16,36.41,0.76,4.51,13.17,0.96,8.95,9.8,5.74,1.15,21.01,94.22,16.41,18.82,0.94,0.79,0.37,0.74,0.24,1.08,0.66,-0.13,0.0
A008060,대덕,2016,10.07,5.86,4.76,117.89,106.22,8.21,165.11,95.77,-4.24,7.29,-23.64,2.34,-10.18,19.46,308.36,251.2,28.39,30.81,0.7,4.21,16.29,0.91,8.33,11.03,6.13,1.06,20.12,84.41,13.76,14.64,1.58,0.97,2.46,0.96,0.22,0.93,1.24,-0.03,0.0
A008060,대덕,2017,10.58,5.97,6.95,125.33,106.35,8.86,186.05,145.95,4.34,6.31,52.39,11.4,7.92,16.74,369.11,310.94,33.46,30.54,0.56,4.61,14.34,0.88,8.11,10.4,5.76,1.04,20.99,85.56,14.86,15.42,0.75,0.95,0.86,1.04,0.2,1.1,0.88,-0.06,0.0
A008060,대덕,2018,9.37,5.91,44.41,107.34,106.28,46.71,848.23,806.51,15.34,14.19,636.74,88.43,150.5,14.53,387.38,316.94,20.45,41.39,0.63,3.45,12.69,0.68,5.12,8.39,5.15,0.79,18.16,269.0,52.23,41.14,2.75,1.13,0.74,1.15,0.18,0.75,0.88,0.0,0.0
A008060,대덕,2019,100.0,-209.01525000000007,428.49325000000283,-5.09,26.25,327.4315,12.97,166.3,-99.88,-105.93,-74.23,5.91,-7.38,14.26,367.86,302.56,29.99,36.28,0.84,240.30600000000004,12.48,0.0,0.0,0.01,0.01,0.0,0.02,97.38,434.1897500000001,14.02,10.316250000000034,0.09,1.54,0.0,0.09,6.160750000000009,0.98,-0.15,0.0
A008060,대덕,2020,100.0,21.77,428.49325000000283,4.33,127.84,327.4315,97.73,279.27,454.9665000000008,-160.93,20.21,-48.05,-99.95,0.78,3323.699500000004,3179.4245000000064,155.54,0.04,0.1,78.23,0.78,0.01,0.07,0.13,0.08,0.01,0.2,140.47,434.1897500000001,13.56,0.0,1.0,3.32,5.547000000000004,0.15,0.21,0.06,-0.07,0.0
A353200,대덕전자,2021,11.89,7.49,6.96,289.01,108.1,8.2,316.52,268.43,61.73,523.98,-701.88,7.29,6.03,37.27,200.86,141.76,41.97,55.3,1.36,4.4,27.15,1.14,6.68,10.27,4.83,1.49,38.58,79.95,16.56,24.7,0.76,0.53,1.0,1.62,0.1,1.02,1.4,-0.13,0.0
A353200,대덕전자,2022,22.62,17.84,13.61,906.68,121.71,18.24,927.16,691.78,31.73,213.72,157.71,24.15,20.44,39.28,182.75,137.31,42.8,52.87,0.98,4.78,28.2,1.22,7.43,11.54,4.41,1.69,50.82,94.33,21.38,36.21,0.88,0.53,1.02,1.32,0.15,1.09,1.04,-0.04,0.0
A000490,대동,2012,21.56,0.46,0.52,9.18,100.46,0.67,13.33,10.36,-5.83,-63.49,42.45,0.41,-0.05,114.68,104.62,43.84,1.06,44.75,3.68,21.1,53.42,1.02,5.72,4.18,1.89,2.23,19.97,8.73,4.62,10.32,0.88,1.0,1.14,0.94,0.08,1.04,0.97,-0.05,0.0
A000490,대동,2013,16.14,0.79,-0.88,15.9,100.8,-0.76,-15.24,-17.69,0.37,73.2,-270.75,-3.47,-2.92,138.39,109.65,60.06,0.88,40.53,3.14,15.35,58.05,1.01,4.94,4.31,1.8,2.27,20.04,6.38,3.54,8.05,1.56,1.34,0.9,1.0,0.09,0.73,1.09,-0.03,0.0
A000490,대동,2014,17.9,1.24,0.79,26.31,101.25,1.0,21.22,16.9,6.23,65.52,-195.57,1.52,-1.63,189.62,114.44,75.77,1.07,32.32,2.57,16.66,65.47,0.92,3.01,4.49,1.49,2.44,21.29,7.47,5.03,12.27,1.75,0.9,0.87,1.06,0.1,1.09,1.13,0.06,0.0
A000490,대동,2015,20.84,-0.21,-0.12,-4.0,99.8,-0.44,-8.51,-2.36,-8.5,-115.19,-113.94,-1.02,-3.45,180.83,125.65,61.68,0.86,32.52,2.67,21.05,64.39,0.78,2.55,3.25,1.2,2.23,19.48,5.51,4.58,10.21,0.73,0.86,1.13,0.92,0.1,1.26,0.98,-0.01,0.0
A000490,대동,2016,17.92,-4.25,-4.3,-83.13,95.92,-4.75,-92.75,-83.95,0.33,1979.91,3462.95,-9.72,-5.43,189.72,112.71,62.53,0.64,33.02,2.89,22.18,65.48,0.83,3.11,3.11,1.28,2.36,19.55,0.16,0.12,0.29,1.06,1.16,1.1,1.0,0.1,1.05,1.02,-0.06,0.0
A000490,대동,2017,18.24,1.74,0.97,33.33,101.77,0.23,4.45,18.51,-2.22,-140.09,-122.05,0.24,-5.58,199.08,105.8,61.44,0.41,30.13,2.65,16.5,66.56,0.83,2.89,3.43,1.25,2.43,19.11,6.91,5.52,13.43,1.07,0.98,1.08,0.98,0.1,0.74,1.02,-0.06,0.0
A000490,대동,2018,16.66,-0.16,-0.77,-3.16,99.84,-1.13,-22.57,-15.48,4.93,-109.49,-183.63,-3.35,0.43,205.83,99.95,56.41,0.4,30.62,2.45,16.82,67.3,0.86,3.09,3.7,1.28,2.59,20.05,4.47,3.49,9.04,0.88,1.09,1.33,1.05,0.11,1.02,1.01,-0.06,0.0
A000490,대동,2019,22.78,2.81,-1.38,73.73,102.89,-1.35,-35.43,-36.28,30.7,-2432.17,134.33,-6.84,-1.02,233.41,99.24,57.93,0.78,29.84,1.52,19.97,70.01,1.12,4.13,4.96,1.63,3.57,26.21,2.91,1.79,6.38,0.79,0.73,0.92,1.31,0.11,1.19,1.04,-0.06,0.0
A000490,대동,2020,17.77,2.84,2.11,76.42,102.93,2.33,62.52,56.6,2.5,3.65,-255.99,46.08,54.14,167.56,93.18,53.12,1.34,39.24,1.02,14.93,62.62,1.05,4.15,4.94,1.59,3.08,26.87,8.01,5.05,15.57,0.98,1.28,0.86,1.02,0.11,0.75,0.89,-0.01,0.0
A000490,대동,2021,15.2,1.8,1.82,67.32,101.84,2.22,82.89,67.84,39.0,-11.91,19.86,6.36,6.88,210.89,98.02,62.35,3.61,33.93,1.69,13.4,67.83,1.21,4.6,6.21,1.84,3.5,37.34,7.79,4.23,14.78,1.09,1.17,1.03,1.39,0.07,0.9,1.08,0.0,0.0
A000490,대동,2022,19.13,6.17,1.1,264.19,106.58,2.34,100.05,47.04,15.16,294.14,-30.36,7.73,1.5,268.66,105.07,68.28,5.73,26.96,1.55,12.97,72.87,1.1,3.69,5.58,1.56,3.76,42.82,5.16,3.3,12.43,1.21,0.79,1.01,1.15,0.07,0.97,1.07,0.11,0.0
A005750,대림B&Co,2012,19.44,-2.9,-3.87,-19.37,97.18,-3.61,-24.11,-25.81,13.08,-432.52,-424.79,-4.08,3.83,67.27,204.42,133.58,0.29,48.3,1.0,22.34,40.22,0.43,2.77,5.15,1.12,0.69,6.67,-0.48,-0.43,-0.3,0.81,1.02,0.98,1.13,0.03,1.19,1.12,0.01,0.0
A005750,대림B&Co,2013,18.27,4.81,1.43,37.03,105.06,1.85,14.25,10.97,15.27,-291.1,-142.49,0.85,-2.27,71.75,135.39,105.14,8.21,45.58,0.68,13.46,41.78,0.48,2.96,6.16,1.16,0.81,7.69,4.9,4.21,3.41,1.09,1.06,1.01,1.15,0.03,0.6,1.04,-0.01,0.0
A005750,대림B&Co,2014,21.89,9.46,1.38,88.96,110.45,2.92,27.5,12.95,22.95,141.61,18.74,-2.08,-0.18,79.77,136.7,97.73,1.1,44.39,0.63,12.43,44.37,0.57,3.16,7.81,1.32,1.0,9.41,4.67,3.53,3.54,0.87,0.83,1.05,1.23,0.03,0.92,1.06,0.02,0.0
A005750,대림B&Co,2015,23.01,9.97,4.79,111.59,111.08,6.51,72.85,53.6,20.96,27.53,320.7,4.16,0.67,80.91,144.48,91.03,0.53,42.63,0.65,13.04,44.72,0.67,3.47,6.4,1.49,1.2,11.19,9.72,6.51,7.81,0.93,0.95,0.87,1.21,0.03,1.05,1.01,0.04,0.0
A005750,대림B&Co,2016,22.76,8.56,4.5,104.48,109.36,6.1,74.49,54.96,14.48,-1.78,7.58,6.87,1.1,81.1,167.73,115.54,20.04,40.29,0.48,14.2,44.78,0.72,3.58,5.89,1.61,1.3,12.21,9.69,6.03,7.85,0.96,1.01,0.91,1.14,0.03,1.09,1.0,0.01,0.0
A005750,대림B&Co,2017,20.79,7.23,3.22,94.91,107.79,4.68,61.42,42.21,11.41,-5.86,-20.4,3.32,0.09,78.31,141.52,100.63,14.03,39.64,0.5,13.56,43.92,0.77,3.65,6.69,1.73,1.38,13.13,8.02,4.63,6.39,0.98,1.09,1.03,1.11,0.03,0.95,0.98,0.02,0.0
A005750,대림B&Co,2018,20.22,4.47,1.97,63.86,104.68,2.62,37.37,28.22,8.85,-32.72,-33.16,-0.47,9.18,87.94,152.94,98.54,18.82,41.26,1.11,15.75,46.79,0.81,4.16,6.58,1.78,1.48,14.29,6.79,3.81,5.65,0.76,1.03,0.95,1.09,0.03,1.16,1.07,-0.01,0.0
A005750,대림B&Co,2019,20.46,2.23,1.35,31.39,102.28,1.56,21.93,19.07,-1.47,-50.85,-32.42,-0.16,-0.54,93.16,168.82,96.89,9.96,39.99,1.49,18.23,48.23,0.77,4.55,5.26,1.62,1.46,14.08,8.14,5.03,7.37,1.0,0.99,1.11,0.99,0.03,1.16,1.03,0.01,0.0
A005750,대림B&Co,2020,19.65,0.61,-0.87,8.44,100.61,-1.01,-13.97,-12.07,-1.88,-73.11,-163.27,-1.19,-3.51,105.75,160.2,110.58,37.74,36.66,1.59,19.04,51.4,0.73,4.78,5.25,1.45,1.45,13.81,4.23,2.91,4.21,0.89,1.04,1.06,0.98,0.07,1.04,1.07,-0.08,0.0
A005750,대림B&Co,2021,19.0,1.26,0.49,19.56,101.27,0.88,13.67,7.57,12.69,131.78,-162.75,-0.56,0.92,107.28,103.39,55.21,8.42,36.93,1.48,17.74,51.76,0.8,5.74,5.71,1.54,1.64,15.57,5.8,3.76,6.18,0.9,1.03,1.18,1.13,0.07,0.93,1.01,0.02,0.0
A005750,대림B&Co,2022,16.43,0.63,-0.28,9.51,100.63,-0.61,-9.19,-4.28,-2.79,-51.39,-156.57,0.46,-0.67,113.28,137.88,74.28,20.53,35.49,1.17,15.81,53.11,0.76,5.56,4.66,1.45,1.6,15.13,4.79,3.3,5.28,1.03,1.16,0.98,0.97,0.07,0.89,1.03,-0.02,0.0
A006570,대림통상,2012,13.59,0.27,-4.15,2.34,100.27,-3.53,-30.72,-36.12,-0.24,-86.58,3049.83,-5.24,-1.48,74.94,108.23,76.63,2.22,55.2,0.66,13.32,42.84,0.57,2.09,4.9,1.36,0.99,8.7,-1.8,-1.33,-1.32,0.91,1.18,1.08,1.0,0.03,0.95,1.03,-0.01,0.0
A006570,대림통상,2013,12.42,3.67,0.71,31.29,103.81,0.91,7.79,6.05,-1.98,1239.73,-116.74,0.32,-1.4,77.7,124.6,89.05,8.34,53.42,0.65,8.75,43.72,0.57,2.16,4.8,1.31,1.0,8.53,4.21,3.22,3.21,1.01,1.09,1.03,0.98,0.03,0.66,1.02,-0.01,0.0
A006570,대림통상,2014,14.2,2.62,1.45,24.18,102.69,1.71,15.75,13.42,8.29,-22.72,121.86,-0.99,-14.76,83.95,136.34,100.31,1.27,44.42,0.63,11.58,45.64,0.6,2.31,4.79,1.34,1.08,9.23,4.86,3.62,3.93,0.96,0.87,1.21,1.08,0.03,1.32,1.04,0.03,0.0
