Symbol,Name,회계년,매출총이익률(%),영업이익률(%),당기순이익률(%),자본금영업이익률(%),영업수익/영업비용(%),세전계속사업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),부채비율(%),유동비율(%),당좌비율(%),현금비율(%),유형자산구성비율(%),무형자산구성비율(%),판관비율(%),타인자본비율(%),총자산회전율(회),매출채권회전율(회),재고자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,manipulate
A091810,티웨이항공,2021,-50.73,-69.08,-71.97,-234.65,59.15,-91.6,-311.15,-244.47,-20.36,-14.7,11.23,-59.56,-16.97,1494.59,42.03,38.23,6.54,6.77,0.27,18.35,93.73,0.3,92.38,20.84,0.34,2.68,3.4,-9.78,-29.15,-78.17,2.37,1.0,1.06,0.8,0.65,1.32,1.12,-0.25,0.0
A091810,티웨이항공,2022,-8.42,-19.96,-22.77,-125.56,83.36,-28.75,-180.91,-143.29,145.27,-29.14,-22.39,22.61,4.3,1744.08,58.04,54.61,20.19,4.98,0.19,11.53,94.58,0.59,44.55,44.43,0.63,10.26,6.29,-3.33,-5.3,-54.33,2.76,6.02,0.91,2.45,0.65,0.63,1.01,-0.26,0.0
A004870,티웨이홀딩스,2012,15.8,-21.83,-58.03,-33.12,82.08,-31.22,-47.37,-88.06,-41.48,-62.37,-46.5,226.0,-2.93,32.6,211.01,160.29,107.9,60.32,6.79,37.63,24.59,0.23,7.02,3.57,0.49,0.43,1.52,-19.8,-40.04,-17.38,1.09,-0.04,0.56,0.59,0.05,1.13,0.34,0.04,0.0
A004870,티웨이홀딩스,2013,22.1,-7.93,-6.08,-8.38,92.65,-8.58,-9.06,-6.42,29.12,-53.07,-86.46,52.48,-11.71,28.28,173.75,138.83,78.63,36.11,0.04,30.04,22.04,0.22,16.19,3.98,0.97,0.29,1.06,-2.3,-2.38,-0.69,0.34,0.71,5.18,1.29,0.06,0.8,0.9,-0.02,0.0
A004870,티웨이홀딩스,2014,16.62,3.14,3.02,7.2,103.25,3.02,6.91,6.91,164.58,-204.85,-231.15,23.64,0.12,57.32,565.39,541.51,450.93,23.84,2.0,13.47,36.44,0.39,19.3,13.73,1.28,0.57,2.29,4.82,3.76,2.13,2.39,1.33,0.71,2.65,0.02,0.45,1.65,-0.01,0.0
A004870,티웨이홀딩스,2015,17.21,5.83,1.53,16.24,106.19,1.53,4.26,4.26,23.86,129.6,-37.25,0.94,-0.72,59.56,136.54,128.22,113.4,23.12,5.55,11.38,37.33,0.4,13.97,17.35,1.08,0.63,2.79,2.37,2.18,1.38,0.79,0.97,1.1,1.24,0.01,0.84,1.02,-0.0,0.0
A004870,티웨이홀딩스,2016,16.09,7.06,6.94,25.66,107.6,7.38,26.84,25.23,32.41,60.38,501.54,16.35,12.4,63.86,130.95,118.78,44.57,21.75,4.65,9.03,38.97,0.48,13.62,13.55,1.25,0.77,3.64,9.34,7.48,5.78,1.31,1.07,0.98,1.32,0.01,0.79,1.04,-0.01,0.0
A004870,티웨이홀딩스,2017,7.4,-3.06,-5.98,-4.04,97.03,-5.81,-7.67,-7.89,-1.23,-142.86,-185.16,14.92,15.79,35.06,186.83,170.24,68.53,26.58,4.91,10.46,25.96,0.44,12.3,11.13,1.36,0.66,1.32,-7.24,-5.32,-3.51,0.73,2.18,0.96,0.99,0.01,1.16,0.67,-0.01,0.0
A004870,티웨이홀딩스,2018,-32.84,-72.53,-94.33,-11.3,57.96,-108.09,-16.84,-14.69,-80.18,369.29,212.45,4.1,7.56,11.63,402.85,363.2,80.38,33.23,3.76,39.69,10.42,0.1,4.76,2.9,0.52,0.12,0.16,-45.12,-87.02,-10.43,1.12,-0.23,1.18,0.2,0.01,3.79,0.4,-0.0,0.0
A004870,티웨이홀딩스,2019,-29.86,-59.63,-60.48,-10.74,62.65,-54.36,-9.8,-10.9,20.21,-1.17,-22.92,-4.1,-2.24,9.9,940.37,775.04,35.49,34.4,3.98,29.77,9.01,0.13,8.18,3.29,1.34,0.14,0.18,-69.13,-51.73,-7.46,2.36,1.1,0.99,1.2,0.02,0.75,0.86,0.02,0.0
A004870,티웨이홀딩스,2020,-11.75,-39.48,-64.98,-7.92,71.69,-65.56,-13.15,-13.04,12.24,-25.68,20.58,-7.11,-1.94,97.65,49.08,46.41,5.84,20.2,0.04,27.73,49.41,0.11,5.0,4.55,0.33,0.17,0.2,-18.44,-56.15,-9.62,1.32,2.54,1.71,1.12,0.03,0.93,4.553750000000004,-0.02,0.0
A004870,티웨이홀딩스,2021,19.35,1.55,-454.0927500000017,0.41,101.58,-71.62,-19.01,-351.21,60.59,-106.31,3170.43,106.39,301.12,802.48,47.51,42.91,9.96,8.6,3.53,17.79,88.92,0.03,3.33,1.91,0.03,0.19,0.27,-18.59,-430.65625000000006,-106.42,1.89,-0.61,1.21,1.61,0.04,0.64,1.8,-0.04,0.0
A004870,티웨이홀딩스,2022,6.16,-16.24,428.49325000000283,-3.4,86.03,-172.75,-36.2,96.95,-7.13,-1071.6,-132.47,84.61,-71.95,27.92,179.15,152.67,15.7,9.21,0.36,22.4,21.82,0.02,2.86,1.6,0.03,0.09,0.21,19.87,434.1897500000001,59.62,0.47,3.14,1.11,0.93,0.57,1.26,0.25,-0.0,0.0
A069260,TKG휴켐스,2012,14.71,9.4,7.38,162.49,110.37,9.01,155.74,127.59,24.66,13.2,-2.61,2.88,32.79,60.2,274.78,250.33,24.6,43.81,0.93,5.31,37.58,0.99,7.49,24.45,2.67,1.57,17.29,29.84,11.19,17.54,1.25,1.08,0.42,1.25,0.07,0.97,1.03,0.03,0.0
A069260,TKG휴켐스,2013,12.38,7.68,7.01,146.26,108.32,9.57,182.15,133.45,10.12,-9.99,4.6,1.68,-6.33,57.15,260.88,239.87,17.63,41.14,0.86,4.7,36.37,1.06,7.29,26.0,2.88,1.69,19.04,33.88,11.78,19.88,0.78,1.19,1.03,1.1,0.08,0.88,0.97,-0.04,0.0
A069260,TKG휴켐스,2014,13.16,7.35,5.84,124.92,107.93,7.47,126.99,99.41,-10.66,-14.59,-25.51,2.54,-6.21,46.61,150.01,135.5,0.04,40.33,1.08,5.82,31.79,0.97,7.46,24.63,2.85,1.48,17.01,30.54,10.72,15.82,1.0,0.94,2.07,0.89,0.11,1.24,0.87,-0.06,0.0
A069260,TKG휴켐스,2015,14.66,7.21,6.06,102.76,107.77,7.37,105.05,86.34,-16.17,-17.74,-13.14,-1.29,-9.34,40.15,329.36,302.73,5.23,38.76,1.14,7.45,28.65,0.86,7.25,21.82,2.83,1.23,14.26,33.61,11.86,14.59,0.99,0.9,0.64,0.84,0.11,1.28,0.9,-0.03,0.0
A069260,TKG휴켐스,2016,22.27,13.64,7.87,194.45,115.79,11.14,158.85,112.23,0.01,89.23,29.98,5.47,-9.08,41.12,230.8,210.69,8.41,33.18,1.06,8.63,29.14,0.86,7.07,23.19,2.97,1.21,14.26,39.3,13.25,15.98,1.26,0.66,2.22,1.0,0.12,1.16,1.02,-0.05,0.0
A069260,TKG휴켐스,2017,29.4,21.92,17.18,372.38,128.07,22.54,382.94,291.89,19.14,91.5,160.08,19.19,-1.09,46.81,282.82,264.36,7.69,26.46,0.9,7.48,31.89,0.89,7.8,25.24,2.89,1.28,16.99,60.95,21.11,26.95,0.79,0.76,0.7,1.19,0.12,0.87,1.09,-0.01,0.0
A069260,TKG휴켐스,2018,23.12,18.36,12.26,342.67,122.49,16.78,313.11,228.78,9.85,-7.98,-21.62,9.27,-5.42,30.46,481.64,450.74,20.21,25.78,0.99,4.75,23.35,0.89,9.75,24.72,3.22,1.23,18.66,51.73,16.07,19.8,0.74,1.27,0.91,1.1,0.11,0.64,0.73,0.03,0.0
A069260,TKG휴켐스,2019,21.67,16.16,10.68,260.82,119.27,15.37,248.06,172.41,-13.52,-23.89,-24.64,0.82,-0.79,37.04,234.68,217.77,12.61,24.15,0.96,5.51,27.03,0.76,10.23,22.27,3.01,1.02,16.14,45.11,14.99,15.23,0.97,1.07,1.84,0.86,0.12,1.16,1.16,-0.0,0.0
A069260,TKG휴켐스,2020,21.84,16.06,8.3,233.14,119.13,12.68,184.07,120.54,-10.04,-10.61,-30.08,2.42,-7.16,26.79,442.53,411.95,26.11,23.66,1.14,5.78,21.13,0.68,9.62,21.13,2.82,0.9,14.52,38.33,13.57,12.21,1.22,0.99,0.91,0.9,0.12,1.05,0.78,0.01,0.0
A069260,TKG휴켐스,2021,15.02,10.84,9.01,228.47,112.16,12.15,255.93,189.75,45.1,-2.0,57.42,7.79,-2.17,31.92,284.04,257.24,4.79,20.64,0.76,4.18,24.2,0.96,10.5,22.41,4.22,1.24,21.07,52.61,12.48,15.49,1.06,1.45,0.85,1.45,0.14,0.72,1.15,0.01,0.0
A069260,TKG휴켐스,2022,12.73,9.48,7.01,286.58,110.47,8.99,271.66,211.91,43.5,25.43,11.68,2.93,37.59,27.16,328.37,285.92,23.4,28.62,0.85,3.25,21.36,1.31,9.64,21.39,5.74,1.69,30.23,52.81,9.21,15.58,1.1,1.18,0.68,1.44,0.13,0.78,0.88,0.08,0.0
A005690,파미셀,2012,10.98,-122.74,-154.73,-71.14,44.9,-145.82,-84.51,-89.67,12.65,-7.23,1.53,23.62,54.21,27.59,88.77,86.1,28.31,4.27,56.531250000000156,133.72,21.62,0.09,3.9,7.95,0.47,0.12,0.58,-60.59,-128.77,-15.12,1.82,-1.24,0.95,1.13,0.25,0.99,1.21,-0.01,0.0
A005690,파미셀,2013,26.19,-22.86,-76.94,-35.82,81.39,-76.94,-120.56,-120.56,206.87,-42.84,52.59,-19.58,2.54,20.56,108.48,72.52,12.71,5.77,56.531250000000156,49.05,17.06,0.29,7.27,12.55,1.48,0.36,1.57,-97.75,-66.16,-23.91,0.47,0.42,1.03,3.07,0.34,0.37,0.79,-0.05,0.0
A005690,파미셀,2014,19.09,-41.76,-142.73,-35.05,70.54,-142.73,-119.79,-119.79,-39.66,10.22,11.94,1.19,-21.24,18.52,285.97,262.99,196.92,4.56,56.531250000000156,60.85,15.62,0.2,3.83,5.6,1.24,0.24,0.84,-160.42,-128.9,-31.34,1.55,1.37,0.78,0.6,0.39,1.24,0.92,0.0,0.0
A005690,파미셀,2015,22.05,-21.97,-25.38,-20.14,81.99,-25.38,-23.26,-23.26,24.91,-34.28,-77.79,9.52,110.49,11.78,440.8,393.04,241.51,9.3,56.531250000000156,44.02,10.54,0.25,4.37,9.36,1.92,0.29,0.92,-29.01,-15.09,-4.35,1.01,0.87,1.04,1.25,0.38,0.72,0.67,-0.03,0.0
A005690,파미셀,2016,36.7,-6.7,-2.43,-6.45,93.72,-2.43,-2.34,-2.34,10.58,-66.27,-89.41,3.56,19.76,7.78,1675.6,1461.47,650.41,11.16,56.531250000000156,43.4,7.22,0.27,4.22,8.32,3.07,0.3,0.96,29.47,9.59,2.87,0.96,0.6,0.9,1.11,0.21,0.99,0.69,-0.03,0.0
A005690,파미셀,2017,32.02,-18.09,-87.16,-15.61,84.68,-87.16,-75.21,-75.21,-9.49,144.31,3145.23,-42.77,28.38,14.33,1085.77,857.3,546.7,23.59,32.9,50.11,12.54,0.31,3.82,5.4,3.33,0.34,0.86,-246.54,-73.96,-25.06,1.04,1.15,0.59,0.91,0.23,1.15,1.74,-0.04,0.0
A005690,파미셀,2018,41.63,0.92,-44.73,0.88,100.93,-44.73,-42.85,-42.85,12.52,-105.71,-42.26,-12.27,24.13,24.48,979.36,817.54,559.58,30.66,11.39,40.72,19.67,0.47,4.55,5.24,2.92,0.56,0.96,-114.08,-39.0,-21.76,0.84,0.77,0.41,1.13,0.19,0.81,1.57,-0.05,0.0
A005690,파미셀,2019,40.12,6.05,13.38,6.55,106.43,7.52,8.15,14.5,14.57,654.71,-134.28,8.48,-1.82,22.8,626.98,478.14,302.25,28.13,11.15,34.07,18.57,0.53,4.91,4.78,2.78,0.66,1.08,52.53,18.9,12.4,1.04,1.04,1.2,1.15,0.08,0.84,0.94,0.03,0.0
A005690,파미셀,2020,47.09,19.16,13.88,24.13,123.7,13.88,17.48,17.48,16.22,268.38,20.58,10.84,-5.38,22.13,659.83,562.44,321.76,24.15,9.04,27.93,18.12,0.57,4.35,5.18,3.1,0.7,1.26,57.5,18.57,12.91,1.22,0.85,0.84,1.16,0.09,0.82,0.98,-0.03,0.0
A005690,파미셀,2021,45.76,15.18,18.24,26.23,117.89,18.24,31.52,31.52,37.24,8.7,80.3,11.85,13.79,47.69,260.76,186.85,105.09,20.31,6.61,30.58,32.29,0.63,6.19,4.18,2.4,0.86,1.73,51.91,21.59,18.49,0.47,1.03,0.75,1.37,0.1,1.09,1.78,0.14,0.0
A005690,파미셀,2022,39.58,14.74,13.73,29.58,117.29,9.92,19.9,27.54,16.16,12.85,-12.58,20.03,90.76,43.02,218.46,138.38,50.3,33.34,5.62,24.84,30.08,0.59,6.95,2.91,1.9,0.86,2.01,32.93,17.36,14.87,1.41,1.16,0.91,1.16,0.08,0.81,0.93,0.01,0.0
A036580,팜스코,2012,13.62,3.01,4.41,108.96,103.1,5.74,207.95,159.86,25.05,-17.83,51.9,13.95,-6.77,142.86,120.13,91.34,42.08,21.73,0.17,10.61,58.82,1.26,7.21,10.57,2.15,3.07,36.21,10.7,4.98,15.29,1.12,1.15,1.82,1.25,0.02,0.96,1.0,0.09,0.0
A036580,팜스코,2013,11.77,0.83,1.81,33.79,100.84,2.59,104.93,73.42,11.84,-68.98,-54.07,6.58,24.94,127.77,119.06,84.92,17.16,27.16,0.17,10.94,56.1,1.33,6.46,9.19,2.31,3.12,40.5,5.49,2.38,7.42,1.02,1.16,1.02,1.12,0.03,1.03,0.95,-0.01,0.0
A036580,팜스코,2014,13.77,3.48,2.2,158.84,103.6,2.97,135.58,100.43,12.79,370.02,36.79,14.69,-22.74,150.94,138.56,117.96,50.31,16.61,0.14,10.29,60.15,1.32,6.64,11.22,2.27,3.18,45.68,6.2,2.73,8.69,0.94,0.85,0.85,1.13,0.03,0.94,1.07,-0.04,0.0
A036580,팜스코,2015,15.31,4.19,1.92,199.55,104.37,2.85,135.79,91.37,4.33,25.63,-9.02,8.85,-2.41,148.65,108.2,90.29,11.71,15.03,0.13,11.12,59.78,1.19,6.43,13.32,1.98,2.97,47.66,4.95,2.49,7.41,1.05,0.9,2.04,1.04,0.04,1.08,0.99,-0.0,0.0
A036580,팜스코,2016,14.45,4.12,3.09,207.79,104.29,4.66,235.14,155.69,5.89,4.13,70.39,8.5,3.35,88.74,112.79,87.48,9.72,18.85,0.12,10.34,47.02,1.33,5.86,14.27,2.47,2.9,50.46,8.9,3.61,10.45,1.15,1.06,1.11,1.06,0.04,0.93,0.79,0.04,0.0
A036580,팜스코,2017,13.15,3.16,3.28,169.77,103.26,4.46,239.5,176.38,6.52,-18.3,13.29,6.75,6.39,85.96,115.18,90.79,12.09,19.07,0.09,9.99,46.23,1.53,5.67,15.36,3.28,2.87,53.75,12.47,3.8,10.89,0.95,1.1,0.98,1.07,0.04,0.97,0.98,-0.02,0.0
A036580,팜스코,2018,13.43,3.15,1.12,160.23,103.26,1.83,92.85,57.06,-5.47,-5.62,-67.65,-0.69,16.5,125.95,81.73,57.02,12.21,18.41,0.06,10.28,55.74,1.28,6.09,11.66,2.49,2.63,50.81,4.19,1.68,4.43,0.8,0.98,1.25,0.95,0.04,1.03,1.21,0.05,0.0
A036580,팜스코,2019,12.39,1.67,-3.01,87.41,101.7,-2.88,-150.58,-157.08,2.79,-45.45,-375.31,-10.06,3.12,164.8,65.36,45.22,10.52,18.02,0.12,10.71,62.24,1.17,7.62,10.2,1.98,2.86,52.23,-4.33,-2.19,-6.25,0.89,1.08,1.09,1.03,0.03,1.04,1.12,-0.01,0.0
A036580,팜스코,2020,11.67,2.83,0.82,179.18,102.91,1.88,119.27,51.66,21.18,104.99,-132.89,-0.04,3.2,146.08,73.51,54.53,10.09,20.01,0.12,8.84,59.36,1.43,9.2,14.31,2.36,3.66,63.29,3.67,1.56,5.7,0.91,1.06,0.89,1.21,0.05,0.82,0.95,0.01,0.0
A036580,팜스코,2021,9.96,2.29,-0.36,165.17,102.35,0.61,43.79,-25.86,13.82,-7.82,-150.06,-2.25,-2.57,175.76,84.54,62.84,22.74,17.8,0.14,7.67,63.74,1.62,10.42,16.3,2.62,4.22,72.04,0.76,0.29,1.22,0.81,1.17,0.8,1.14,0.05,0.87,1.07,0.03,0.0
A036580,팜스코,2022,8.31,1.21,-2.09,109.77,101.23,-2.14,-193.97,-189.78,25.81,-33.54,633.77,-11.98,11.39,241.96,84.91,55.87,11.47,18.17,0.15,7.1,70.76,1.86,11.71,13.63,2.76,5.71,90.63,-4.28,-1.55,-8.84,1.06,1.2,0.76,1.26,0.05,0.93,1.11,0.1,0.0
A004720,팜젠사이언스,2012,54.59,-15.99,-16.73,-13.71,86.21,-16.57,-14.21,-14.35,8.14,16.76,-44.58,38.53,-2.88,63.55,237.91,196.32,44.36,16.53,2.12,70.58,38.86,0.71,1.63,5.18,1.49,1.35,0.86,-20.01,-13.41,-18.05,0.91,1.0,0.84,1.08,0.13,1.01,0.69,-0.03,0.0
A004720,팜젠사이언스,2013,56.75,-8.38,-9.02,-8.34,92.27,-9.23,-9.18,-8.98,29.11,-32.32,-30.36,-6.94,-9.6,62.45,256.15,191.67,6.81,16.17,1.98,65.14,38.44,0.95,2.07,5.85,2.46,1.55,0.99,-15.86,-6.45,-10.0,0.81,0.96,0.82,1.29,0.12,0.92,0.99,0.02,0.0
A004720,팜젠사이언스,2014,54.01,-8.09,-10.19,-16.33,92.51,-10.25,-20.68,-20.57,13.42,9.5,28.11,-14.84,-6.72,104.73,191.62,135.2,14.52,14.05,1.6,62.1,51.16,1.08,2.44,5.02,2.41,1.97,2.02,-19.55,-8.13,-16.01,0.78,1.05,0.98,1.13,0.14,0.95,1.33,-0.04,0.0
A004720,팜젠사이언스,2015,53.5,7.44,3.32,102.22,108.03,3.4,46.8,45.67,36.66,-225.57,-144.54,41.02,0.19,59.91,300.28,232.0,27.72,12.78,1.36,46.06,37.46,1.36,3.37,6.51,3.09,2.43,13.75,14.48,4.68,11.37,0.81,1.01,0.89,1.37,0.13,0.74,0.73,0.02,0.0
A004720,팜젠사이언스,2016,55.57,6.71,4.82,98.5,107.19,6.27,92.04,70.86,18.44,6.81,71.99,26.55,40.29,74.98,243.0,184.38,24.7,12.95,1.41,48.87,42.85,1.29,4.09,6.68,3.18,2.17,14.69,18.69,5.88,12.77,0.72,0.96,0.88,1.18,0.12,1.06,1.14,-0.04,0.0
A004720,팜젠사이언스,2017,51.19,7.18,5.14,107.45,107.74,7.2,107.76,76.92,11.6,19.51,18.91,38.86,5.89,33.56,547.9,429.07,48.01,12.94,1.45,44.0,25.13,1.2,4.46,6.47,3.57,1.82,14.96,23.38,6.56,11.9,1.09,1.09,1.35,1.12,0.08,0.9,0.59,0.06,0.0
A004720,팜젠사이언스,2018,51.63,5.53,4.98,86.28,105.86,4.3,67.11,77.67,11.59,-14.0,8.14,11.21,-2.5,72.31,244.46,208.35,67.17,8.79,1.07,46.1,41.97,1.07,4.56,7.48,3.06,1.65,15.59,19.44,6.36,10.49,0.88,0.99,1.36,1.12,0.11,1.05,1.67,0.01,0.0
A004720,팜젠사이언스,2019,53.02,1.39,0.86,22.81,101.41,1.03,16.89,13.99,6.77,-73.1,-81.67,1.23,80.96,75.94,166.18,120.66,36.63,15.39,0.98,51.62,43.16,0.95,4.91,7.41,2.24,1.66,16.36,7.39,3.3,5.48,0.94,0.97,3.88,1.07,0.12,1.12,1.03,-0.01,0.0
A004720,팜젠사이언스,2020,55.48,-0.53,-2.41,-7.8,99.47,-3.42,-50.08,-35.27,1.55,-138.84,-386.11,30.46,10.38,69.11,198.56,154.95,68.46,13.55,1.52,56.01,40.87,0.85,4.74,6.4,2.02,1.46,14.64,1.33,0.66,0.96,1.09,0.96,0.79,1.02,0.13,1.09,0.95,-0.03,0.0
A004720,팜젠사이언스,2021,55.34,-4.49,-3.83,-65.85,95.71,-4.6,-67.52,-56.22,13.72,857.17,80.84,3.39,102.75,110.2,108.69,87.28,47.19,21.38,2.71,59.83,52.43,0.76,5.33,6.94,1.6,1.44,14.68,-1.55,-0.97,-1.4,0.82,1.0,1.13,1.14,0.15,1.07,1.28,-0.08,0.0
A004720,팜젠사이언스,2022,53.87,4.96,0.81,96.32,105.21,1.14,22.07,15.79,37.38,-251.72,-129.13,10.27,21.61,95.81,103.35,72.69,28.25,25.31,3.68,48.91,48.93,0.91,6.3,8.36,1.8,1.85,19.43,5.48,3.05,5.63,1.03,1.03,1.04,1.37,0.08,0.82,0.93,0.05,0.0
A028670,팬오션,2012,-1.94,-3.93,-9.22,-94.01,96.22,-10.72,-256.14,-220.41,-2.76,84.84,8791.146250000007,-25.74,11.9,256.65,64.48,60.15,8.99,76.97,0.2,2.0,71.96,0.76,11.15,71.21,1.14,2.25,23.9,-6.57,-5.77,-12.96,1.13,0.19,1.03,0.97,0.03,1.18,1.19,-0.0,0.0
A028670,팬오션,2013,-4.86,-13.61,-84.53,-202.23,88.02,-79.63,-1183.55,-1256.39,-50.64,70.73,352.38,-90.13,-23.63,2236.214,79.01,68.58,16.62,84.29,0.12,8.75,96.03,0.43,7.77,30.55,0.53,2.37,14.86,-40.17,-76.46,-181.18,0.72,0.4,0.41,0.49,0.03,4.38,1.33,-0.12,0.0
A028670,팬오션,2014,16.22,13.8,52.08,127.96,116.01,52.08,482.89,482.89,-35.96,-164.95,-139.46,494.0540000000003,-11.18,218.24,121.2,112.83,51.52,78.24,0.11,2.42,68.58,0.34,12.86,22.07,0.41,1.97,9.27,25.72,62.04,122.18,0.75,-0.3,1.06,0.64,0.05,0.28,0.71,-0.04,0.0
A028670,팬오션,2015,15.46,13.05,3.21,62.19,115.01,3.21,15.3,15.3,13.22,7.07,-93.02,71.93,3.43,76.29,117.15,108.41,48.79,84.97,0.11,2.41,43.28,0.41,20.17,35.54,0.72,0.93,4.77,8.88,12.29,11.4,1.08,1.05,0.94,1.13,0.04,1.0,0.63,-0.02,0.0
A028670,팬오션,2016,12.25,9.9,5.65,30.05,110.99,5.68,17.25,17.16,-8.76,-30.77,60.66,5.1,1.1,68.98,98.68,89.26,38.39,85.27,0.11,2.35,40.82,0.38,18.18,36.58,0.9,0.65,3.03,14.36,15.95,10.41,0.92,1.26,1.27,0.91,0.04,0.97,0.94,-0.02,0.0
A028670,팬오션,2017,11.78,10.02,7.24,37.73,111.13,7.27,27.38,27.26,25.32,26.79,60.44,-5.85,-11.71,61.0,100.9,91.05,29.08,83.93,0.12,1.76,37.89,0.5,26.72,41.06,1.26,0.82,3.77,19.47,15.41,12.68,0.69,1.04,0.87,1.25,0.04,0.75,0.93,-0.01,0.0
A028670,팬오션,2018,10.87,8.69,6.17,37.98,109.51,6.14,26.86,26.98,16.12,0.67,-1.01,10.51,4.36,54.61,93.67,84.27,24.73,82.54,0.12,2.18,35.32,0.59,24.64,42.0,1.62,0.94,4.37,21.54,13.27,12.42,1.48,1.08,0.94,1.16,0.05,1.24,0.93,-0.02,0.0
A028670,팬오션,2019,12.12,9.67,7.13,39.0,110.7,7.13,28.74,28.75,-7.77,2.69,6.56,9.34,11.1,53.27,87.45,77.91,28.92,84.61,0.11,2.45,34.76,0.51,17.9,34.12,1.46,0.79,4.03,23.82,16.35,12.84,1.1,0.9,0.72,0.92,0.05,1.12,0.98,-0.04,0.0
A028670,팬오션,2020,13.02,10.52,4.32,41.4,111.76,4.33,17.03,17.01,-2.46,6.16,-40.84,-3.14,3.64,63.57,97.76,87.53,29.32,84.83,0.11,2.49,38.86,0.47,16.83,34.32,1.28,0.75,3.93,19.08,14.94,11.13,1.09,0.93,1.77,0.98,0.05,1.02,1.12,-0.05,0.0
A028670,팬오션,2021,15.65,14.13,12.94,107.52,116.45,12.94,98.52,98.52,93.51,159.72,479.2,27.56,28.29,79.07,111.75,101.95,40.29,77.93,0.08,1.53,44.16,0.75,23.06,49.19,1.78,1.29,7.61,38.67,21.7,27.94,0.9,0.83,0.84,1.94,0.05,0.61,1.14,-0.03,0.0
A028670,팬오션,2022,15.09,13.76,11.87,146.78,115.96,11.87,126.56,126.56,40.09,36.51,28.46,25.33,9.67,66.48,140.46,129.05,57.81,73.35,0.09,1.32,39.93,0.83,25.14,48.05,1.98,1.43,10.66,46.52,23.47,33.53,0.73,1.04,1.96,1.4,0.07,0.87,0.9,-0.09,0.0
A010820,퍼스텍,2012,9.05,2.15,2.28,8.0,102.2,1.71,6.38,8.49,6.35,-41.47,37.85,3.92,2.34,90.12,136.8,82.32,26.26,35.63,4.89,6.9,47.4,0.75,7.38,4.76,1.69,1.35,3.72,8.61,5.09,6.87,0.52,1.22,0.87,1.06,0.05,0.96,1.16,-0.08,0.0
A010820,퍼스텍,2013,8.76,2.22,1.45,9.81,102.27,2.08,9.19,6.38,18.54,22.59,-24.77,-0.31,-1.79,113.43,106.95,69.38,7.03,31.26,4.8,6.54,53.15,0.78,9.57,4.78,1.55,1.57,4.41,6.14,3.97,6.25,1.33,1.03,1.03,1.19,0.05,0.95,1.12,0.03,0.0
A010820,퍼스텍,2014,9.35,2.54,1.47,11.87,102.61,1.8,8.4,6.84,5.84,21.02,7.18,-0.36,6.71,188.01,99.47,64.65,1.96,24.81,4.93,6.81,65.28,0.67,5.28,3.72,1.11,1.67,4.67,4.47,4.03,6.73,2.02,0.94,0.87,1.06,0.06,1.04,1.23,0.01,0.0
A010820,퍼스텍,2015,7.82,1.59,0.93,8.74,101.62,0.96,5.25,5.11,17.38,-26.33,-25.32,-1.09,-1.23,185.28,97.32,56.59,0.64,25.01,6.35,6.23,64.95,0.69,4.03,3.34,1.06,1.98,5.48,3.42,3.23,6.38,1.07,1.2,1.12,1.17,0.06,0.91,0.99,0.05,0.0
A010820,퍼스텍,2016,6.11,0.18,-0.49,1.02,100.18,-0.75,-4.35,-2.85,6.37,-88.29,-155.74,-1.25,1.54,181.35,99.18,56.72,0.65,26.08,6.41,5.93,64.46,0.75,3.75,3.44,1.16,2.13,5.83,2.75,2.37,5.04,0.99,1.28,1.03,1.06,0.06,0.95,0.99,0.01,0.0
A010820,퍼스텍,2017,7.58,0.66,2.33,4.59,100.67,1.06,7.31,16.14,18.78,347.77,-666.56,26.78,8.57,144.18,100.87,64.28,4.76,25.73,8.0,6.92,59.05,0.86,4.14,4.5,1.4,2.24,6.93,7.05,5.05,11.32,0.92,0.81,1.21,1.19,0.08,1.17,0.92,-0.07,0.0
A010820,퍼스텍,2018,-10.22,-16.85,-27.14,-94.42,85.58,-26.24,-147.02,-152.06,-19.12,-2159.26,-1042.23,-51.1,-16.69,306.95,90.69,66.54,13.57,26.3,2.35,6.64,75.43,0.73,4.15,5.0,1.1,2.18,5.6,-26.43,-23.97,-52.24,0.68,-0.74,1.02,0.81,0.08,0.96,1.28,-0.27,0.0
A010820,퍼스텍,2019,1.49,-3.69,-8.3,-19.93,96.44,-8.12,-43.86,-44.85,-3.57,-78.89,-70.51,-30.92,-12.7,567.61,74.37,57.44,22.37,20.26,0.83,5.18,85.02,0.74,5.7,6.16,0.92,3.78,5.4,-5.21,-5.7,-21.56,1.02,-6.85,0.95,0.96,0.09,0.78,1.13,-0.19,0.0
