Symbol,Name,결산월,회계년,주기,총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),매출채권(천원),매출액(천원),매출원가(천원),재고자산(천원)
A247540,에코프로비엠,12,2011,Annual,,,,,,,,
A247540,에코프로비엠,12,2012,Annual,,,,,,,,
A247540,에코프로비엠,12,2013,Annual,,,,,,,,
A247540,에코프로비엠,12,2014,Annual,,,,,,,,
A247540,에코프로비엠,12,2015,Annual,,,,,,,,
A247540,에코프로비엠,12,2016,Annual,,,,,"25,039,163","99,849,156","81,978,326","47,626,075"
A247540,에코프로비엠,12,2017,Annual,1.10,1.86,2.70,37.40,0,"289,870,411","245,197,734","63,007,222"
A247540,에코프로비엠,12,2018,Annual,1.55,2.43,4.27,74.23,"49,271,859","589,185,698","509,610,875","138,721,495"
A247540,에코프로비엠,12,2019,Annual,1.11,2.11,2.32,66.95,"56,895,445","616,085,055","542,997,888","158,862,987"
A247540,에코프로비엠,12,2020,Annual,1.18,2.79,2.04,82.20,"79,193,560","854,748,844","749,175,488","156,816,260"
A247540,에코프로비엠,12,2021,Annual,1.34,2.56,2.79,135.20,"247,398,853","1,485,628,624","1,295,494,963","339,395,879"
A247540,에코프로비엠,12,2022,Annual,2.23,3.95,5.14,177.40,"877,390,703","5,357,607,239","4,841,442,892","856,392,214"
A086520,에코프로,12,2011,Annual,0.55,0.94,1.33,14.49,"8,435,656","87,620,611","74,547,399","32,834,986"
A086520,에코프로,12,2012,Annual,0.47,0.82,1.09,12.44,"15,375,710","79,761,920","66,225,089","33,360,126"
A086520,에코프로,12,2013,Annual,0.34,0.60,0.80,8.83,"13,400,414","59,580,666","49,010,896","30,063,924"
A086520,에코프로,12,2014,Annual,0.46,0.79,1.10,11.87,"15,255,723","83,223,658","64,567,440","32,570,046"
A086520,에코프로,12,2015,Annual,0.53,0.94,1.20,13.85,"22,194,551","107,266,374","89,163,970","31,528,524"
A086520,에코프로,12,2016,Annual,0.60,1.17,1.24,17.79,"32,079,244","170,483,368","141,696,621","60,581,411"
A086520,에코프로,12,2017,Annual,0.83,1.51,1.84,30.29,"41,666,799","329,012,475","273,769,149","75,677,762"
A086520,에코프로,12,2018,Annual,1.20,1.91,3.22,60.61,"73,488,129","669,407,171","561,195,376","165,204,748"
A086520,에코프로,12,2019,Annual,0.88,1.53,2.07,63.58,"64,676,184","702,272,501","592,082,563","231,243,997"
A086520,에코프로,12,2020,Annual,0.77,1.45,1.64,77.03,"98,996,200","850,811,989","723,868,960","226,880,894"
A086520,에코프로,12,2021,Annual,0.64,1.25,1.32,130.61,"285,512,990","1,504,191,411","1,272,411,327","467,391,658"
A086520,에코프로,12,2022,Annual,1.29,2.49,2.67,458.21,"952,161,152","5,639,741,327","4,844,673,247","1,270,354,915"
A028300,HLB,12,2011,Annual,1.18,1.93,3.04,7.64,"8,072,792","69,517,785","57,237,543","6,943,070"
A028300,HLB,12,2012,Annual,0.99,1.68,2.41,5.01,"8,500,363","51,641,815","44,535,222","7,565,256"
A028300,HLB,12,2013,Annual,0.48,0.85,1.12,1.76,"5,654,339","20,807,718","18,264,543","4,540,528"
A028300,HLB,12,2014,Annual,0.82,1.43,1.93,2.82,"7,970,097","37,185,748","31,214,556","7,673,624"
A028300,HLB,12,2015,Annual,0.32,0.75,0.56,2.46,"4,804,069","38,460,684","32,431,195","5,305,831"
A028300,HLB,12,2016,Annual,0.16,0.45,0.25,1.72,"2,929,114","30,138,867","25,867,915","3,854,580"
A028300,HLB,12,2017,Annual,0.12,0.34,0.19,1.27,"3,241,079","23,006,912","20,815,764","4,142,909"
A028300,HLB,12,2018,Annual,0.15,0.43,0.22,1.92,"6,528,554","36,185,983","29,700,114","3,860,254"
A028300,HLB,12,2019,Annual,0.12,0.29,0.19,1.88,"6,583,621","38,420,748","34,484,127","4,918,446"
A028300,HLB,12,2020,Annual,0.11,0.35,0.15,2.35,"11,746,776","56,177,401","45,869,164","4,874,065"
A028300,HLB,12,2021,Annual,0.10,0.37,0.13,1.75,"34,034,508","69,825,991","48,758,568","13,810,969"
A028300,HLB,12,2022,Annual,0.21,0.72,0.30,3.22,"15,140,287","179,707,913","113,463,199","12,343,614"
A196170,알테오젠,12,2011,Annual,,,,,,,,
A196170,알테오젠,12,2012,Annual,,,,,"1,113,637","3,959,774","541,693",0
A196170,알테오젠,12,2013,Annual,0.79,2.63,1.12,6.21,"278,093","5,527,341","1,751,680",0
A196170,알테오젠,12,2014,Annual,0.30,3.19,0.34,3.41,"687,404","7,042,578","3,166,893",0
A196170,알테오젠,12,2015,Annual,0.12,3.18,0.13,1.65,0,"4,726,609","1,266,965",0
A196170,알테오젠,12,2016,Annual,0.16,3.85,0.16,2.25,"1,370,620","6,843,720","6,214,361","195,069"
A196170,알테오젠,12,2017,Annual,0.27,4.11,0.28,2.57,"1,326,210","12,104,356","11,069,372","216,147"
A196170,알테오젠,12,2018,Annual,0.24,3.49,0.26,2.08,"1,805,320","13,703,079","11,745,869","475,788"
A196170,알테오젠,12,2019,Annual,0.37,2.86,0.43,4.23,"996,034","29,229,182","18,129,093","881,574"
A196170,알테오젠,12,2020,Annual,0.35,0.74,0.65,4.04,"1,556,220","42,425,842","23,670,122","459,663"
A196170,알테오젠,12,2021,Annual,0.19,0.34,0.40,2.18,"2,075,504","38,745,944","32,956,780","1,048,885"
A196170,알테오젠,12,2022,Annual,0.11,0.25,0.21,1.21,"7,307,825","28,806,344","24,275,250","1,574,690"
A348370,엔켐,12,2011,Annual,,,,,,,,
A348370,엔켐,12,2012,Annual,,,,,,,,
A348370,엔켐,12,2013,Annual,,,,,"484,947","2,048,729","2,338,167","860,843"
A348370,엔켐,12,2014,Annual,0.48,0.60,2.49,3.76,"1,374,344","4,981,346","4,855,075","993,528"
A348370,엔켐,12,2015,Annual,0.66,1.02,1.88,4.45,"1,961,468","6,616,003","5,831,461","2,119,049"
A348370,엔켐,12,2016,Annual,1.23,3.29,1.96,10.21,"3,585,407","20,695,242","18,381,587","6,560,099"
A348370,엔켐,12,2017,Annual,0.80,2.37,1.21,8.68,"3,342,147","22,095,964","19,302,924","6,894,028"
A348370,엔켐,12,2018,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"7,350,831","36,860,147","31,025,080","12,353,927"
A348370,엔켐,12,2019,Annual,0.93,1.07,7.26,47.61,"26,287,700","88,067,600","69,578,820","24,002,541"
A348370,엔켐,12,2020,Annual,0.84,1.53,1.86,32.30,"42,471,809","138,887,788","114,453,713","27,725,764"
A348370,엔켐,12,2021,Annual,0.71,1.59,1.27,31.70,"63,100,239","214,329,714","217,770,724","62,969,341"
A348370,엔켐,12,2022,Annual,0.94,1.76,2.00,65.76,"122,896,363","509,792,825","458,951,312","127,592,199"
A068760,셀트리온제약,12,2011,Annual,0.24,0.65,0.37,7.57,"26,168,195","46,494,422","14,823,302","49,797,061"
A068760,셀트리온제약,12,2012,Annual,0.17,0.36,0.33,7.11,"29,789,827","46,967,596","15,166,127","84,372,086"
A068760,셀트리온제약,12,2013,Annual,0.15,0.29,0.32,7.38,"34,685,001","52,657,248","17,083,909","82,315,462"
A068760,셀트리온제약,12,2014,Annual,0.17,0.34,0.35,8.02,"39,657,294","66,744,354","23,495,314","75,925,522"
A068760,셀트리온제약,12,2015,Annual,0.18,0.35,0.37,7.52,"42,799,356","74,732,429","26,840,810","73,742,254"
A068760,셀트리온제약,12,2016,Annual,0.24,0.53,0.45,7.98,"80,707,818","104,811,184","62,850,592","65,871,749"
A068760,셀트리온제약,12,2017,Annual,0.30,0.79,0.48,8.36,"123,466,411","135,860,256","77,574,644","65,242,661"
A068760,셀트리온제약,12,2018,Annual,0.32,0.82,0.52,8.72,"132,727,504","146,880,154","106,290,937","42,017,420"
A068760,셀트리온제약,12,2019,Annual,0.38,0.93,0.63,10.18,"138,776,342","173,512,797","111,045,996","33,101,847"
A068760,셀트리온제약,12,2020,Annual,0.46,1.07,0.80,13.37,"140,466,170","233,568,478","160,404,142","55,013,900"
A068760,셀트리온제약,12,2021,Annual,0.67,1.44,1.26,22.04,"172,429,070","398,738,209","279,484,977","63,886,907"
A068760,셀트리온제약,12,2022,Annual,0.62,1.41,1.12,20.80,"185,765,541","386,039,613","273,265,650","69,176,711"
A058470,리노공업,12,2011,Annual,0.62,8.47,0.67,16.47,"11,071,199","66,049,988","36,704,497","2,810,367"
A058470,리노공업,12,2012,Annual,0.62,9.07,0.67,18.75,"12,863,660","75,222,218","40,811,073","2,856,314"
A058470,리노공업,12,2013,Annual,0.58,9.39,0.62,13.86,"13,544,143","80,639,505","43,843,381","3,981,318"
A058470,리노공업,12,2014,Annual,0.59,9.96,0.63,12.26,"15,852,810","93,421,913","51,138,162","4,540,765"
A058470,리노공업,12,2015,Annual,0.56,9.70,0.59,13.05,"14,247,682","99,475,355","53,890,367","4,600,574"
A058470,리노공업,12,2016,Annual,0.56,8.68,0.60,14.80,"17,047,901","112,788,734","63,758,360","5,565,005"
A058470,리노공업,12,2017,Annual,0.61,8.24,0.66,18.57,"23,889,621","141,510,913","81,881,083","7,954,992"
A058470,리노공업,12,2018,Annual,0.57,7.85,0.61,19.73,"27,108,745","150,354,373","82,354,588","9,434,984"
A058470,리노공업,12,2019,Annual,0.56,7.52,0.60,22.35,"42,352,717","170,307,405","96,152,845","11,123,165"
A058470,리노공업,12,2020,Annual,0.59,8.10,0.63,26.42,"29,113,650","201,335,459","112,557,858","12,348,852"
A058470,리노공업,12,2021,Annual,0.68,7.69,0.74,36.76,"35,370,079","280,166,833","148,928,526","11,596,904"
A058470,리노공업,12,2022,Annual,0.65,7.41,0.71,42.31,"39,326,047","322,422,803","167,794,521","13,111,076"
A403870,HPSP,12,2011,Annual,,,,,,,,
A403870,HPSP,12,2012,Annual,,,,,,,,
A403870,HPSP,12,2013,Annual,,,,,,,,
A403870,HPSP,12,2014,Annual,,,,,,,,
A403870,HPSP,12,2015,Annual,,,,,,,,
A403870,HPSP,12,2016,Annual,,,,,,,,
A403870,HPSP,12,2017,Annual,,,,,"2,938,137","28,203,402","9,744,612","2,007,100"
A403870,HPSP,12,2018,Annual,0.12,0.69,0.14,1.17,"222,727","2,362,335","1,747,880","4,777,547"
A403870,HPSP,12,2019,Annual,1.27,7.09,1.55,12.40,"3,512,683","25,114,953","10,356,025","5,624,761"
A403870,HPSP,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"532,364","61,174,375","20,167,710","8,473,400"
A403870,HPSP,12,2021,Annual,1.27,3.21,2.11,17.60,"5,788,489","91,752,312","30,123,522","17,542,952"
A403870,HPSP,12,2022,Annual,0.90,3.05,1.28,17.23,"1,861,748","159,336,323","49,236,155","33,893,037"
A277810,레인보우로보틱스,12,2011,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2012,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2013,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2014,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2015,Annual,,,,,,,,
A277810,레인보우로보틱스,12,2016,Annual,,,,,"1,087,650","3,218,949","1,042,986","290,297"
A277810,레인보우로보틱스,12,2017,Annual,0.43,5.11,0.46,34.96,"3,062,450","4,169,681","1,391,047","371,766"
A277810,레인보우로보틱스,12,2018,Annual,0.08,1.35,0.08,0.32,"11,200","1,051,439","424,924","470,656"
A277810,레인보우로보틱스,12,2019,Annual,0.16,1.74,0.17,0.26,"286,628","1,693,984","775,435","1,397,523"
A277810,레인보우로보틱스,12,2020,Annual,0.53,1.81,0.74,0.84,"783,431","5,426,967","2,610,418","1,595,609"
A277810,레인보우로보틱스,12,2021,Annual,0.24,0.86,0.33,1.22,"1,459,942","8,969,575","4,443,793","2,910,748"
A277810,레인보우로보틱스,12,2022,Annual,0.19,0.89,0.25,1.63,"2,866,976","13,615,412","6,498,042","5,110,471"
A039030,이오테크닉스,12,2011,Annual,0.63,2.06,0.90,25.12,"50,856,446","153,683,195","108,372,062","42,242,452"
A039030,이오테크닉스,12,2012,Annual,0.67,2.02,0.99,31.14,"49,330,543","190,563,018","123,094,480","57,121,075"
A039030,이오테크닉스,12,2013,Annual,0.70,2.07,1.05,37.93,"67,035,567","232,154,361","157,599,175","73,676,177"
A039030,이오테크닉스,12,2014,Annual,0.83,2.82,1.17,49.25,"64,645,921","301,810,544","205,904,207","83,732,956"
A039030,이오테크닉스,12,2015,Annual,0.72,3.23,0.92,44.01,"59,513,039","270,020,677","204,164,508","93,695,241"
A039030,이오테크닉스,12,2016,Annual,0.79,3.99,0.98,50.14,"92,313,406","307,727,032","251,839,238","92,955,894"
A039030,이오테크닉스,12,2017,Annual,0.95,4.94,1.18,65.82,"100,357,492","404,151,529","310,523,924","89,261,790"
A039030,이오테크닉스,12,2018,Annual,0.68,4.64,0.79,47.90,"83,943,358","294,095,045","233,899,471","92,256,982"
A039030,이오테크닉스,12,2019,Annual,0.47,4.04,0.53,33.57,0,"206,470,463","160,346,635","110,102,351"
A039030,이오테크닉스,12,2020,Annual,0.70,5.25,0.81,52.78,"65,473,208","325,124,139","246,204,919","103,890,149"
A039030,이오테크닉스,12,2021,Annual,0.75,5.12,0.87,63.45,"106,110,760","390,860,190","260,175,875","147,092,523"
A039030,이오테크닉스,12,2022,Annual,0.76,5.66,0.87,72.59,"80,946,900","447,157,590","294,390,766","161,484,002"
A065350,신성델타테크,12,2011,Annual,1.26,1.96,3.51,43.73,"62,860,448","349,865,958","321,181,218","15,547,810"
A065350,신성델타테크,12,2012,Annual,1.21,1.87,3.41,32.31,"48,064,508","323,139,219","288,819,288","14,900,422"
A065350,신성델타테크,12,2013,Annual,1.17,1.85,3.23,31.55,"52,518,623","315,540,782","283,412,152","12,658,483"
A065350,신성델타테크,12,2014,Annual,1.05,1.62,2.98,29.64,"48,718,028","296,429,999","269,933,624","13,589,085"
A065350,신성델타테크,12,2015,Annual,1.25,1.87,3.77,37.60,"69,155,407","379,284,313","334,485,426","17,308,599"
A065350,신성델타테크,12,2016,Annual,1.19,1.72,3.89,38.59,"81,987,881","394,613,663","345,176,463","20,901,844"
A065350,신성델타테크,12,2017,Annual,1.38,2.04,4.25,43.60,"81,168,948","464,770,982","408,303,984","21,503,081"
A065350,신성델타테크,12,2018,Annual,1.31,2.05,3.66,39.57,"78,107,238","437,052,443","388,139,968","20,012,483"
A065350,신성델타테크,12,2019,Annual,1.32,2.11,3.52,38.80,"73,513,158","448,754,475","401,085,078","26,432,278"
A065350,신성델타테크,12,2020,Annual,1.30,2.12,3.33,38.18,"107,148,285","493,069,483","447,712,537","28,536,833"
A065350,신성델타테크,12,2021,Annual,1.59,2.58,4.12,53.67,"150,411,816","737,488,103","645,877,995","64,728,431"
A065350,신성델타테크,12,2022,Annual,1.39,2.16,3.87,57.74,"163,111,378","793,424,020","703,545,056","70,849,676"
A005290,동진쎄미켐,12,2011,Annual,0.86,1.16,3.35,21.76,"87,069,081","457,421,768","405,125,875","71,576,804"
A005290,동진쎄미켐,12,2012,Annual,0.99,1.30,4.26,27.18,"114,380,737","571,228,239","494,213,891","52,507,668"
A005290,동진쎄미켐,12,2013,Annual,1.08,1.39,4.80,31.13,"104,379,220","654,432,237","568,627,530","52,518,124"
A005290,동진쎄미켐,12,2014,Annual,1.07,1.38,4.83,31.86,"118,641,320","669,575,438","569,270,443","63,073,750"
A005290,동진쎄미켐,12,2015,Annual,1.11,1.46,4.59,31.95,"122,125,837","709,287,907","580,733,288","65,944,006"
A005290,동진쎄미켐,12,2016,Annual,1.16,1.62,4.16,32.49,"120,973,565","764,955,941","641,628,964","64,402,728"
A005290,동진쎄미켐,12,2017,Annual,1.19,1.83,3.38,31.77,"122,324,504","785,154,565","637,398,524","70,232,164"
A005290,동진쎄미켐,12,2018,Annual,1.16,1.94,2.88,32.18,"141,258,511","827,231,162","674,255,872","90,567,463"
A005290,동진쎄미켐,12,2019,Annual,1.09,1.87,2.63,34.05,"138,874,235","875,254,175","688,847,603","87,571,527"
A005290,동진쎄미켐,12,2020,Annual,1.04,1.87,2.35,36.48,"150,002,472","937,800,800","718,669,864","100,427,050"
A005290,동진쎄미켐,12,2021,Annual,1.08,2.02,2.32,45.17,"216,831,185","1,161,284,077","921,113,882","158,457,405"
A005290,동진쎄미켐,12,2022,Annual,1.14,2.24,2.31,56.68,"206,381,650","1,457,214,808","1,120,425,477","205,293,875"
A214150,클래시스,12,2011,Annual,,,,,,,,
A214150,클래시스,12,2012,Annual,,,,,"989,573","7,535,093","3,145,919","131,129"
A214150,클래시스,12,2013,Annual,,,,,,,,
A214150,클래시스,12,2014,Annual,,,,,,,,
A214150,클래시스,12,2015,Annual,,,,,"499,337","14,996,489","3,705,672","1,668,294"
A214150,클래시스,12,2016,Annual,1.58,6.09,2.13,9.73,"1,608,834","27,243,309","8,649,287","3,992,377"
A214150,클래시스,12,2017,Annual,0.82,2.06,1.36,6.04,"2,062,754","34,868,166","10,699,567","5,089,172"
A214150,클래시스,12,2018,Annual,0.68,1.80,1.10,7.76,"2,132,562","47,481,790","12,734,178","5,906,603"
A214150,클래시스,12,2019,Annual,0.86,3.22,1.17,12.84,"2,513,420","81,133,257","17,228,105","8,722,734"
A214150,클래시스,12,2020,Annual,0.61,3.87,0.72,11.85,"3,029,520","76,460,932","15,501,675","9,940,295"
A214150,클래시스,12,2021,Annual,0.57,3.03,0.70,15.55,"1,722,391","100,596,936","22,744,272","16,465,364"
A214150,클래시스,12,2022,Annual,0.52,1.84,0.72,21.90,"6,901,300","141,803,242","33,636,219","23,397,667"
A035900,JYP Ent.,6,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"668,964","10,237,110","8,212,570","69,090"
A035900,JYP Ent.,12,2012,Annual,0.65,2.02,0.97,1.27,"2,137,670","15,067,289","11,501,803","44,254"
A035900,JYP Ent.,12,2013,Annual,0.46,1.30,0.70,1.46,"8,097,873","21,324,437","13,047,338","490,911"
A035900,JYP Ent.,12,2014,Annual,0.68,2.41,0.94,2.85,"6,195,427","48,482,477","30,171,393","754,497"
A035900,JYP Ent.,12,2015,Annual,0.68,3.05,0.88,2.97,"6,270,149","50,557,051","34,912,511","927,462"
A035900,JYP Ent.,12,2016,Annual,0.92,4.23,1.17,4.33,"4,877,342","73,645,283","46,319,455","1,372,863"
A035900,JYP Ent.,12,2017,Annual,0.97,3.51,1.34,5.96,"10,703,379","102,241,864","62,968,270","1,653,786"
A035900,JYP Ent.,12,2018,Annual,0.88,3.56,1.17,7.10,"12,846,511","124,821,138","68,659,612","1,481,779"
A035900,JYP Ent.,12,2019,Annual,0.85,4.04,1.07,8.68,"13,898,195","155,435,845","79,358,997","690,989"
A035900,JYP Ent.,12,2020,Annual,0.67,3.47,0.83,8.05,"4,901,204","144,399,022","67,501,514","448,282"
A035900,JYP Ent.,12,2021,Annual,0.72,3.71,0.89,10.81,"24,637,095","193,899,562","89,745,860","1,433,494"
A035900,JYP Ent.,12,2022,Annual,0.95,3.99,1.25,19.28,"19,856,096","345,892,110","189,329,525","2,397,305"
A145020,휴젤,12,2011,Annual,1.27,2.46,2.62,16.84,"4,675,823","16,172,746","2,902,997","1,653,136"
A145020,휴젤,12,2012,Annual,1.00,3.56,1.40,19.95,"7,800,844","20,659,100","5,771,448","1,611,841"
A145020,휴젤,12,2013,Annual,0.57,1.04,1.25,26.38,"11,556,962","29,169,596","8,043,417","1,873,402"
A145020,휴젤,12,2014,Annual,0.46,0.76,1.16,36.26,"19,169,277","40,349,968","11,958,904","1,612,556"
A145020,휴젤,12,2015,Annual,0.39,1.78,0.50,47.11,"20,566,141","65,065,577","26,561,103","8,002,617"
A145020,휴젤,12,2016,Annual,0.47,6.41,0.51,75.63,"31,227,465","124,189,444","29,789,639","13,548,704"
A145020,휴젤,12,2017,Annual,0.33,2.95,0.37,95.94,"62,770,128","182,085,497","39,973,426","15,547,581"
A145020,휴젤,12,2018,Annual,0.21,1.54,0.24,84.19,"55,391,335","182,391,609","51,007,347","21,863,244"
A145020,휴젤,12,2019,Annual,0.23,1.44,0.27,93.22,"37,450,355","204,567,625","60,622,508","28,910,225"
A145020,휴젤,12,2020,Annual,0.23,1.35,0.27,49.11,"27,981,323","211,038,348","62,253,226","23,179,093"
A145020,휴젤,12,2021,Annual,0.24,1.35,0.29,36.58,"28,435,223","231,859,108","54,778,658","27,359,631"
A145020,휴젤,12,2022,Annual,0.27,1.48,0.34,44.76,"53,170,303","281,675,135","62,818,252","26,906,647"
A000250,삼천당제약,12,2011,Annual,0.80,5.34,0.94,7.76,"22,404,340","77,565,622","36,374,995","13,004,713"
A000250,삼천당제약,12,2012,Annual,0.69,3.07,0.90,7.67,"24,515,599","76,650,143","38,577,319","15,571,625"
A000250,삼천당제약,12,2013,Annual,0.75,2.92,1.02,10.45,"26,330,352","104,543,010","47,931,588","15,930,899"
A000250,삼천당제약,12,2014,Annual,0.73,3.45,0.92,11.59,"27,613,200","118,924,048","53,659,042","16,974,186"
A000250,삼천당제약,12,2015,Annual,0.74,4.21,0.90,12.49,"27,088,238","132,062,479","60,052,353","17,738,189"
A000250,삼천당제약,12,2016,Annual,0.76,4.60,0.91,13.63,"30,826,130","147,373,000","68,299,073","19,170,784"
A000250,삼천당제약,12,2017,Annual,0.74,4.56,0.88,14.56,"31,488,048","160,587,122","75,822,009","21,848,515"
A000250,삼천당제약,12,2018,Annual,0.65,3.49,0.80,14.47,"30,380,651","159,960,312","76,762,385","22,429,858"
A000250,삼천당제약,12,2019,Annual,0.68,3.05,0.87,16.88,"29,859,566","186,602,477","75,946,716","23,034,671"
A000250,삼천당제약,12,2020,Annual,0.55,2.64,0.69,14.87,"26,655,005","166,862,334","72,862,414","25,336,491"
A000250,삼천당제약,12,2021,Annual,0.51,2.19,0.66,14.69,"31,862,868","167,274,904","84,196,690","27,907,746"
A000250,삼천당제약,12,2022,Annual,0.49,1.61,0.72,15.58,"34,953,583","177,335,410","87,340,758","31,912,584"
A357780,솔브레인,12,2011,Annual,,,,,,,,
A357780,솔브레인,12,2012,Annual,,,,,,,,
A357780,솔브레인,12,2013,Annual,,,,,,,,
A357780,솔브레인,12,2014,Annual,,,,,,,,
A357780,솔브레인,12,2015,Annual,,,,,,,,
A357780,솔브레인,12,2016,Annual,,,,,,,,
A357780,솔브레인,12,2017,Annual,,,,,,,,
A357780,솔브레인,12,2018,Annual,,,,,,,,
A357780,솔브레인,12,2019,Annual,,,,,,,,
A357780,솔브레인,12,2020,Annual,,,,,"82,521,286","470,067,532","334,750,030","65,416,478"
A357780,솔브레인,12,2021,Annual,1.32,5.29,1.76,263.27,"125,948,326","1,023,913,370","768,538,500","103,818,677"
A357780,솔브레인,12,2022,Annual,1.24,6.96,1.50,280.48,"66,676,673","1,090,867,447","793,061,158","113,407,482"
A095340,ISC,12,2011,Annual,0.60,4.02,0.70,11.40,"6,470,878","43,841,089","18,276,767","1,568,757"
A095340,ISC,12,2012,Annual,0.61,3.45,0.75,13.80,"6,941,188","53,054,805","23,351,641","2,085,481"
A095340,ISC,12,2013,Annual,0.58,3.34,0.71,14.78,"7,373,933","56,824,027","24,386,427","3,180,077"
A095340,ISC,12,2014,Annual,0.52,2.18,0.69,15.60,"11,736,749","73,989,286","39,832,597","7,122,562"
A095340,ISC,12,2015,Annual,0.51,2.22,0.67,15.86,"15,872,938","95,853,906","61,964,971","8,485,142"
A095340,ISC,12,2016,Annual,0.48,2.60,0.59,14.49,"16,892,760","93,636,334","63,790,208","10,190,530"
A095340,ISC,12,2017,Annual,0.55,3.08,0.67,16.96,"23,903,578","112,580,718","70,418,414","9,764,379"
A095340,ISC,12,2018,Annual,0.48,2.61,0.58,14.83,"21,500,214","101,865,963","72,028,939","10,856,588"
A095340,ISC,12,2019,Annual,0.41,2.55,0.49,12.52,"18,539,746","87,678,824","66,635,848","11,428,029"
A095340,ISC,12,2020,Annual,0.54,2.52,0.69,17.22,"20,987,268","121,769,459","84,812,701","12,035,766"
A095340,ISC,12,2021,Annual,0.58,2.73,0.73,18.86,"22,844,978","144,669,824","81,854,219","14,494,873"
A095340,ISC,12,2022,Annual,0.58,2.76,0.73,21.08,"20,934,237","178,871,265","94,472,465","22,541,360"
A240810,원익IPS,12,2011,Annual,,,,,,,,
A240810,원익IPS,12,2012,Annual,,,,,,,,
A240810,원익IPS,12,2013,Annual,,,,,,,,
A240810,원익IPS,12,2014,Annual,,,,,,,,
A240810,원익IPS,12,2015,Annual,,,,,,,,
A240810,원익IPS,12,2016,Annual,,,,,"27,764,113","244,089,918","151,046,273","80,483,882"
A240810,원익IPS,12,2017,Annual,1.83,7.99,2.37,30.57,"38,385,927","630,860,973","379,634,687","109,839,755"
A240810,원익IPS,12,2018,Annual,1.41,5.43,1.90,31.46,"15,397,459","649,312,685","391,437,030","184,483,394"
A240810,원익IPS,12,2019,Annual,0.95,2.81,1.43,29.63,"29,433,662","669,241,557","390,174,790","322,203,788"
A240810,원익IPS,12,2020,Annual,1.09,2.84,1.77,44.45,"15,357,447","1,090,924,689","624,650,510","381,059,162"
A240810,원익IPS,12,2021,Annual,1.09,3.07,1.68,50.21,"35,162,577","1,232,302,199","760,681,824","330,091,795"
A240810,원익IPS,12,2022,Annual,0.88,3.27,1.21,41.21,"39,064,511","1,011,484,982","599,227,532","327,143,397"
A112040,위메이드,12,2011,Annual,0.32,3.32,0.36,25.86,"30,011,251","115,831,673","15,186,593",0
A112040,위메이드,12,2012,Annual,0.33,4.76,0.36,18.22,"25,408,918","119,898,037",0,0
A112040,위메이드,12,2013,Annual,0.62,9.66,0.67,26.20,"28,764,642","227,436,863",0,0
A112040,위메이드,12,2014,Annual,0.36,3.28,0.40,18.74,"23,226,847","162,687,308",0,0
A112040,위메이드,12,2015,Annual,0.24,1.66,0.29,14.58,"31,598,609","126,588,304",0,0
A112040,위메이드,12,2016,Annual,0.24,1.61,0.28,12.44,"31,560,998","107,978,511",0,0
A112040,위메이드,12,2017,Annual,0.26,1.32,0.32,12.62,"64,803,007","109,568,499",0,0
A112040,위메이드,12,2018,Annual,0.32,1.36,0.41,14.64,"27,619,547","127,075,870",0,0
A112040,위메이드,12,2019,Annual,0.35,1.66,0.45,13.09,"38,119,169","113,648,124",0,0
A112040,위메이드,12,2020,Annual,0.41,2.21,0.50,14.60,"64,483,442","126,704,860",0,0
A112040,위메이드,12,2021,Annual,0.50,1.54,0.73,26.15,"80,612,747","334,983,132",0,0
A112040,위메이드,12,2022,Annual,0.38,0.72,0.79,27.17,"65,161,673","463,491,566",0,0
A041510,에스엠,12,2011,Annual,0.99,2.69,1.57,17.38,"13,008,058","143,002,535","86,506,493","2,578,669"
A041510,에스엠,12,2012,Annual,0.98,3.13,1.43,26.09,"21,245,654","241,325,968","131,632,793","5,697,996"
A041510,에스엠,12,2013,Annual,0.75,2.50,1.07,26.17,"44,728,440","268,700,179","170,010,835","7,348,729"
A041510,에스엠,12,2014,Annual,0.74,2.53,1.05,27.80,"47,201,636","286,980,060","184,782,436","8,597,249"
A041510,에스엠,12,2015,Annual,0.77,2.72,1.07,31.08,"38,819,393","322,234,348","210,021,981","10,006,569"
A041510,에스엠,12,2016,Annual,0.71,2.45,1.00,32.87,"43,870,695","349,870,229","247,611,540","11,209,998"
A041510,에스엠,12,2017,Annual,0.55,1.43,0.90,33.59,"120,816,934","365,386,504","248,982,350","8,628,752"
A041510,에스엠,12,2018,Annual,0.68,1.55,1.21,54.68,"124,253,843","612,227,479","409,514,857","11,524,908"
A041510,에스엠,12,2019,Annual,0.62,1.45,1.09,56.62,"129,402,119","657,825,612","442,207,145","14,758,462"
A041510,에스엠,12,2020,Annual,0.53,1.24,0.93,49.46,"136,463,939","579,875,791","381,093,049","11,416,473"
