Symbol,Name,결산월,회계년,주기,총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),매출채권(천원),매출액(천원),매출원가(천원),재고자산(천원)
A014620,성광벤드,12,2022,Annual,0.48,4.25,0.54,17.06,"37,406,819","244,025,545","183,806,770","145,983,469"
A443670,에스피소프트,12,2011,Annual,,,,,,,,
A443670,에스피소프트,12,2012,Annual,,,,,,,,
A443670,에스피소프트,12,2013,Annual,,,,,,,,
A443670,에스피소프트,12,2014,Annual,,,,,,,,
A443670,에스피소프트,12,2015,Annual,,,,,,,,
A443670,에스피소프트,12,2016,Annual,,,,,,,,
A443670,에스피소프트,12,2017,Annual,,,,,,,,
A443670,에스피소프트,12,2018,Annual,,,,,"6,425,455","24,358,600","21,962,600",0
A443670,에스피소프트,12,2019,Annual,1.85,2.69,5.89,13.04,"5,133,382","26,085,191","22,974,133",0
A443670,에스피소프트,12,2020,Annual,1.97,3.63,4.31,11.89,"3,150,549","23,774,885","21,128,078",0
A443670,에스피소프트,12,2021,Annual,0.90,3.56,1.21,3.84,"4,200,535","17,277,259","12,172,387",0
A443670,에스피소프트,12,2022,Annual,1.09,5.72,1.34,7.59,"6,150,382","33,421,091","24,217,999",0
A035600,KG이니시스,12,2011,Annual,0.89,1.67,1.92,18.96,"5,723,261","181,404,315","139,730,453",0
A035600,KG이니시스,12,2012,Annual,0.94,1.80,1.96,24.39,"29,703,253","310,121,909","222,970,059","7,180"
A035600,KG이니시스,12,2013,Annual,0.86,1.48,2.02,32.70,"56,662,788","415,769,259","310,875,514","690,260"
A035600,KG이니시스,12,2014,Annual,1.01,1.72,2.43,42.81,"58,446,947","547,791,153","434,209,905","1,164,688"
A035600,KG이니시스,12,2015,Annual,1.19,1.95,3.03,53.27,"54,007,287","696,865,682","587,575,149","1,134,157"
A035600,KG이니시스,12,2016,Annual,0.71,1.11,1.98,35.97,"44,592,800","478,072,161","347,124,297","566,361"
A035600,KG이니시스,12,2017,Annual,0.91,1.39,2.67,55.70,"38,773,163","758,453,344","524,860,011","2,718,712"
A035600,KG이니시스,12,2018,Annual,0.99,1.53,2.85,66.30,"39,831,617","924,624,291","593,309,624","3,202,156"
A035600,KG이니시스,12,2019,Annual,0.68,1.00,2.08,53.58,"37,313,277","747,553,438","546,213,974","2,916,776"
A035600,KG이니시스,12,2020,Annual,0.60,0.88,1.95,58.07,"37,970,819","810,154,514","588,323,464","6,025,715"
A035600,KG이니시스,12,2021,Annual,0.72,1.09,2.10,72.53,"43,624,162","1,011,974,554","757,864,185","6,495,821"
A035600,KG이니시스,12,2022,Annual,0.82,1.33,2.11,84.40,"74,386,974","1,177,624,553","907,330,789","36,125,896"
A090360,로보스타,12,2011,Annual,1.55,2.47,4.12,31.97,"19,589,035","96,836,013","79,307,365","16,241,723"
A090360,로보스타,12,2012,Annual,1.05,1.79,2.55,18.37,"15,287,477","71,634,123","62,361,971","17,348,951"
A090360,로보스타,12,2013,Annual,1.38,2.13,3.88,26.51,"22,407,153","103,380,119","87,849,525","20,042,202"
A090360,로보스타,12,2014,Annual,1.20,1.85,3.43,24.88,"18,985,987","97,019,458","80,347,186","17,919,096"
A090360,로보스타,12,2015,Annual,1.43,2.29,3.84,33.48,"30,320,892","130,553,129","103,780,261","17,360,944"
A090360,로보스타,12,2016,Annual,1.28,1.96,3.68,38.90,"59,599,778","151,727,888","125,143,587","22,234,807"
A090360,로보스타,12,2017,Annual,1.56,2.43,4.39,52.95,"40,610,310","206,521,699","176,543,637","32,407,284"
A090360,로보스타,12,2018,Annual,1.28,2.60,2.52,44.03,"51,882,955","193,174,244","171,773,248","26,732,393"
A090360,로보스타,12,2019,Annual,1.05,2.55,1.78,36.35,"67,968,916","177,224,395","163,288,128","24,272,460"
A090360,로보스타,12,2020,Annual,0.85,2.04,1.46,27.08,"42,958,312","132,009,099","128,199,292","29,335,633"
A090360,로보스타,12,2021,Annual,1.06,2.91,1.68,29.22,"40,060,008","142,465,024","129,237,816","24,152,339"
A090360,로보스타,12,2022,Annual,1.10,3.36,1.63,29.38,"43,486,170","143,240,218","125,799,141","32,557,271"
A095700,제넥신,12,2011,Annual,0.07,0.20,0.11,1.10,"300,000","2,661,323","291,187",0
A095700,제넥신,12,2012,Annual,0.12,0.38,0.18,2.22,"124,750","6,251,653","651,448",0
A095700,제넥신,12,2013,Annual,0.10,0.33,0.14,1.84,"3,220,325","5,754,727","1,996,449","148,762"
A095700,제넥신,12,2014,Annual,0.20,1.08,0.24,4.49,"2,634,742","16,655,692","3,389,250","107,528"
A095700,제넥신,12,2015,Annual,0.25,2.20,0.29,7.40,"21,095,713","32,519,853","4,896,215","191,703"
A095700,제넥신,12,2016,Annual,0.08,0.51,0.09,1.59,"5,396,003","11,351,915","4,778,502","128,571"
A095700,제넥신,12,2017,Annual,0.19,1.03,0.23,2.88,"14,655,627","28,454,503","10,692,381",0
A095700,제넥신,12,2018,Annual,0.05,0.32,0.06,1.21,"1,682,068","12,881,557","6,326,822",0
A095700,제넥신,12,2019,Annual,0.03,0.20,0.04,0.97,"2,526,881","11,303,045","3,849,754",0
A095700,제넥신,12,2020,Annual,0.04,0.30,0.04,1.53,"2,739,286","18,543,495","6,866,701",0
A095700,제넥신,12,2021,Annual,0.06,0.41,0.07,2.96,"1,032,108","36,828,455","5,021,961",0
A095700,제넥신,12,2022,Annual,0.03,0.14,0.04,1.29,"9,375,294","16,139,032","4,775,970",0
A108490,로보티즈,12,2011,Annual,,,,,"346,722","8,409,653","3,633,030","1,394,594"
A108490,로보티즈,12,2012,Annual,0.91,2.24,1.52,15.72,"446,675","10,215,164","4,028,347","1,086,102"
A108490,로보티즈,12,2013,Annual,0.95,2.90,1.40,18.37,"668,697","11,939,070","5,488,854","2,052,428"
A108490,로보티즈,12,2014,Annual,0.86,2.84,1.23,18.21,"979,743","11,837,907","6,582,987","2,028,345"
A108490,로보티즈,12,2015,Annual,0.88,3.48,1.18,20.09,"1,182,873","13,561,017","6,769,288","2,071,106"
A108490,로보티즈,12,2016,Annual,0.73,1.99,1.16,21.23,"1,475,134","14,864,324","7,321,216","3,332,418"
A108490,로보티즈,12,2017,Annual,0.51,1.67,0.74,21.71,"2,196,600","17,913,609","9,535,884","3,520,256"
A108490,로보티즈,12,2018,Annual,0.42,2.81,0.50,7.38,"1,623,963","24,266,778","13,417,415","6,569,682"
A108490,로보티즈,12,2019,Annual,0.38,4.78,0.41,4.49,"1,279,506","25,231,157","12,070,163","6,750,432"
A108490,로보티즈,12,2020,Annual,0.28,2.94,0.31,3.42,"670,624","19,231,375","9,402,738","7,831,142"
A108490,로보티즈,12,2021,Annual,0.29,2.27,0.33,3.96,"1,329,046","22,358,193","10,899,578","8,112,063"
A108490,로보티즈,12,2022,Annual,0.25,1.08,0.33,4.39,"942,515","25,856,449","11,896,575","13,296,934"
A077360,덕산하이메탈,12,2011,Annual,0.96,8.05,1.08,22.21,"8,828,251","129,440,287","76,280,731","12,609,771"
A077360,덕산하이메탈,12,2012,Annual,0.82,9.84,0.90,24.47,"12,085,749","143,831,541","84,243,396","11,801,002"
A077360,덕산하이메탈,12,2013,Annual,0.31,3.67,0.34,11.67,"9,588,214","68,627,902","43,889,546","13,760,246"
A077360,덕산하이메탈,12,2014,Annual,0.26,1.59,0.31,12.44,"7,856,328","58,210,488","39,822,121","6,941,180"
A077360,덕산하이메탈,12,2015,Annual,0.25,1.18,0.31,12.82,"7,358,809","51,429,078","31,769,431","5,932,307"
A077360,덕산하이메탈,12,2016,Annual,0.21,1.63,0.25,9.43,"4,680,294","42,828,124","30,048,823","4,963,919"
A077360,덕산하이메탈,12,2017,Annual,0.25,3.92,0.26,9.92,"5,669,794","45,074,162","35,430,014","4,927,927"
A077360,덕산하이메탈,12,2018,Annual,0.25,7.08,0.26,10.51,"9,021,233","47,754,014","39,294,199","6,858,147"
A077360,덕산하이메탈,12,2019,Annual,0.25,6.01,0.27,11.39,"9,352,841","51,758,113","40,502,820","8,261,549"
A077360,덕산하이메탈,12,2020,Annual,0.25,4.37,0.27,12.16,"8,414,908","55,234,079","35,701,944","9,150,431"
A077360,덕산하이메탈,12,2021,Annual,0.33,2.80,0.38,20.41,"14,258,196","92,723,329","69,616,199","42,375,460"
A077360,덕산하이메탈,12,2022,Annual,0.48,2.97,0.57,24.12,"18,804,226","164,401,248","150,509,900","51,669,502"
A267980,매일유업,12,2011,Annual,,,,,,,,
A267980,매일유업,12,2012,Annual,,,,,,,,
A267980,매일유업,12,2013,Annual,,,,,,,,
A267980,매일유업,12,2014,Annual,,,,,,,,
A267980,매일유업,12,2015,Annual,,,,,,,,
A267980,매일유업,12,2016,Annual,,,,,,,,
A267980,매일유업,12,2017,Annual,,,,,"161,603,920","881,178,353","602,315,152","102,099,913"
A267980,매일유업,12,2018,Annual,2.16,4.55,4.10,336.68,"148,486,980","1,300,580,783","933,542,235","111,274,249"
A267980,매일유업,12,2019,Annual,2.16,5.16,3.71,355.26,"153,588,752","1,393,256,526","983,827,428","116,263,543"
A267980,매일유업,12,2020,Annual,2.06,5.08,3.47,373.07,"162,455,475","1,463,095,819","1,033,395,424","145,118,065"
A267980,매일유업,12,2021,Annual,1.80,3.93,3.31,395.70,"140,870,455","1,551,869,547","1,088,638,946","174,959,904"
A267980,매일유업,12,2022,Annual,1.72,3.50,3.39,429.81,"158,782,594","1,685,644,030","1,200,233,075","235,027,110"
A092870,엑시콘,12,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"3,441,916","21,684,982","11,738,604","7,293,651"
A092870,엑시콘,12,2012,Annual,0.84,1.97,1.47,11.88,"6,324,739","40,534,526","19,906,126","4,849,782"
A092870,엑시콘,12,2013,Annual,0.44,0.99,0.78,7.36,"4,567,077","25,120,099","14,825,218","5,207,775"
A092870,엑시콘,12,2014,Annual,0.59,1.34,1.04,11.15,"8,984,898","38,035,515","25,104,370","10,340,951"
A092870,엑시콘,12,2015,Annual,0.67,2.03,1.01,13.49,"6,837,609","52,960,638","37,949,679","9,801,737"
A092870,엑시콘,12,2016,Annual,0.49,1.84,0.66,10.16,"9,722,799","45,115,501","30,395,788","9,878,164"
A092870,엑시콘,12,2017,Annual,0.72,3.33,0.92,15.13,"3,891,679","67,217,160","44,164,752","13,233,180"
A092870,엑시콘,12,2018,Annual,0.57,2.62,0.72,12.71,"3,106,909","56,474,117","38,866,930","14,359,397"
A092870,엑시콘,12,2019,Annual,0.36,1.36,0.49,8.61,"6,461,636","38,230,244","26,212,141","10,568,211"
A092870,엑시콘,12,2020,Annual,0.61,2.78,0.78,14.00,"6,187,667","67,418,497","45,385,131","7,609,890"
A092870,엑시콘,12,2021,Annual,0.49,3.28,0.57,12.70,"13,410,269","66,186,071","42,876,655","12,964,839"
A092870,엑시콘,12,2022,Annual,0.56,3.98,0.66,17.10,"14,026,594","91,157,419","61,299,250","34,541,584"
A101670,하이드로리튬,12,2011,Annual,0.54,4.08,0.63,4.51,"5,672,030","17,043,512","10,277,362","2,646,053"
A101670,하이드로리튬,12,2012,Annual,0.47,4.18,0.53,3.97,"4,825,202","15,021,697","10,605,599","6,585,808"
A101670,하이드로리튬,12,2013,Annual,0.47,4.57,0.52,4.05,"3,561,155","15,303,457","10,233,392","6,700,323"
A101670,하이드로리튬,12,2014,Annual,0.31,3.38,0.34,2.66,"2,110,112","10,057,353","6,438,268","7,548,396"
A101670,하이드로리튬,12,2015,Annual,0.42,4.92,0.46,3.60,"3,623,502","13,625,089","8,875,049","7,861,089"
A101670,하이드로리튬,12,2016,Annual,0.45,5.60,0.49,3.88,"3,134,969","14,685,102","9,794,113","8,412,952"
A101670,하이드로리튬,12,2017,Annual,0.42,5.22,0.46,4.12,"2,806,300","15,575,053","12,326,813","7,715,636"
A101670,하이드로리튬,12,2018,Annual,0.36,3.77,0.39,3.78,"2,729,072","14,292,442","13,115,316","8,251,666"
A101670,하이드로리튬,12,2019,Annual,0.36,3.77,0.39,3.51,"1,923,668","13,269,092","11,781,264","8,640,103"
A101670,하이드로리튬,12,2020,Annual,0.39,3.11,0.45,3.44,"1,455,163","13,012,201","11,737,300","8,680,539"
A101670,하이드로리튬,12,2021,Annual,0.55,2.47,0.71,4.75,"2,738,190","17,954,150","13,937,927","18,991,915"
A101670,하이드로리튬,12,2022,Annual,0.13,0.24,0.28,2.78,"7,814,899","11,480,886","9,289,271","18,999,980"
A006580,대양제지,12,2011,Annual,1.01,1.87,2.21,15.85,"31,633,722","212,741,344","193,542,988","15,115,563"
A006580,대양제지,12,2012,Annual,0.91,1.74,1.89,14.37,"25,133,905","192,928,892","162,944,237","12,105,931"
A006580,대양제지,12,2013,Annual,0.90,1.88,1.71,13.77,"24,576,965","184,869,536","167,001,240","11,145,206"
A006580,대양제지,12,2014,Annual,0.90,2.06,1.59,13.19,"20,888,491","177,046,147","156,031,634","8,492,879"
A006580,대양제지,12,2015,Annual,0.92,2.06,1.67,12.96,"20,245,902","173,965,644","162,078,769","5,804,575"
A006580,대양제지,12,2016,Annual,0.97,1.89,2.01,14.54,"31,544,056","195,138,324","173,262,601","8,179,206"
A006580,대양제지,12,2017,Annual,1.18,2.09,2.70,19.58,"40,681,401","262,916,771","242,441,477","9,777,308"
A006580,대양제지,12,2018,Annual,1.24,2.41,2.58,20.99,"34,989,272","281,771,470","220,684,554","9,286,960"
A006580,대양제지,12,2019,Annual,1.15,2.85,1.92,19.33,"31,744,718","259,449,752","205,977,036","8,040,374"
A006580,대양제지,12,2020,Annual,0.91,2.42,1.46,15.94,"18,006,407","214,024,564","183,766,773","4,914,551"
A006580,대양제지,12,2021,Annual,0.55,1.52,0.85,9.50,"13,849,984","127,557,431","118,539,797","9,219,652"
A006580,대양제지,12,2022,Annual,0.55,1.60,0.83,9.19,"22,395,996","123,341,096","116,417,289","8,655,909"
A441270,파인엠텍,12,2011,Annual,,,,,,,,
A441270,파인엠텍,12,2012,Annual,,,,,,,,
A441270,파인엠텍,12,2013,Annual,,,,,,,,
A441270,파인엠텍,12,2014,Annual,,,,,,,,
A441270,파인엠텍,12,2015,Annual,,,,,,,,
A441270,파인엠텍,12,2016,Annual,,,,,,,,
A441270,파인엠텍,12,2017,Annual,,,,,,,,
A441270,파인엠텍,12,2018,Annual,,,,,,,,
A441270,파인엠텍,12,2019,Annual,,,,,,,,
A441270,파인엠텍,12,2020,Annual,,,,,,,,
A441270,파인엠텍,12,2021,Annual,,,,,,,,
A441270,파인엠텍,12,2022,Annual,,,,,"19,514,266","116,372,755","102,939,994","17,137,610"
A018310,삼목에스폼,12,2011,Annual,0.91,2.57,1.41,25.96,"34,447,060","127,224,290","109,497,036","1,581,992"
A018310,삼목에스폼,12,2012,Annual,1.05,3.21,1.56,29.79,"39,001,357","145,950,930","123,446,186","2,493,055"
A018310,삼목에스폼,12,2013,Annual,1.27,3.37,2.04,44.46,"35,130,217","217,853,219","171,600,846","1,240,905"
A018310,삼목에스폼,12,2014,Annual,1.25,3.93,1.82,51.34,"37,867,068","251,546,157","180,955,482","1,484,452"
A018310,삼목에스폼,12,2015,Annual,1.15,4.87,1.50,53.13,"37,262,418","260,350,359","196,108,727","1,089,964"
A018310,삼목에스폼,12,2016,Annual,0.90,4.73,1.12,43.76,"33,012,044","268,032,154","199,137,152","1,224,653"
A018310,삼목에스폼,12,2017,Annual,0.70,4.45,0.83,34.55,"23,253,791","253,952,952","183,048,748","1,298,212"
A018310,삼목에스폼,12,2018,Annual,0.50,3.91,0.58,25.71,"8,369,896","188,934,728","121,107,598","693,216"
A018310,삼목에스폼,12,2019,Annual,0.37,2.96,0.43,19.62,"17,055,043","144,218,796","110,085,658",0
A018310,삼목에스폼,12,2020,Annual,0.29,2.11,0.34,15.84,"14,504,822","116,454,496","105,684,361",0
A018310,삼목에스폼,12,2021,Annual,0.44,1.96,0.58,28.56,"83,986,632","209,927,695","176,177,414","22,313,266"
A018310,삼목에스폼,12,2022,Annual,0.56,1.86,0.81,45.94,"71,476,855","337,690,604","220,792,102","34,782,821"
A397030,에이프릴바이오,12,2011,Annual,,,,,,,,
A397030,에이프릴바이오,12,2012,Annual,,,,,,,,
A397030,에이프릴바이오,12,2013,Annual,,,,,,,,
A397030,에이프릴바이오,12,2014,Annual,,,,,,,,
A397030,에이프릴바이오,12,2015,Annual,,,,,,,,
A397030,에이프릴바이오,12,2016,Annual,,,,,,,,
A397030,에이프릴바이오,12,2017,Annual,,,,,,,,
A397030,에이프릴바이오,12,2018,Annual,,,,,"26,765","150,000",0,0
A397030,에이프릴바이오,12,2019,Annual,0.02,0.01,완전잠식,0.22,0,"150,000",0,0
A397030,에이프릴바이오,12,2020,Annual,0.00,0.00,완전잠식,0.00,0,0,0,0
A397030,에이프릴바이오,12,2021,Annual,0.58,1.25,1.08,4.74,"4,291,510","23,395,944",0,0
A397030,에이프릴바이오,12,2022,Annual,0.00,0.07,0.00,0.02,0,"200,000",0,0
A058820,CMG제약,12,2011,Annual,0.66,2.01,0.97,0.84,"8,923,100","17,751,704","10,325,799","2,743,103"
A058820,CMG제약,12,2012,Annual,0.38,0.92,0.65,0.58,"8,637,817","16,008,937","11,387,357","2,955,172"
A058820,CMG제약,12,2013,Annual,0.36,1.26,0.51,0.53,"11,059,756","20,402,140","12,506,817","4,618,718"
A058820,CMG제약,12,2014,Annual,0.40,2.85,0.46,0.53,"13,465,367","22,752,584","14,318,048","4,913,103"
A058820,CMG제약,12,2015,Annual,0.47,2.88,0.56,0.62,"12,337,498","27,041,894","17,237,814","5,455,617"
A058820,CMG제약,12,2016,Annual,0.41,3.36,0.47,0.67,"12,481,905","32,969,825","19,663,389","6,393,756"
A058820,CMG제약,12,2017,Annual,0.39,3.86,0.43,0.76,"15,093,526","41,535,588","23,497,552","7,904,518"
A058820,CMG제약,12,2018,Annual,0.45,4.53,0.49,0.92,"17,260,923","49,864,782","27,124,841","8,572,582"
A058820,CMG제약,12,2019,Annual,0.38,5.21,0.41,0.95,"20,291,071","58,622,681","29,700,050","9,048,933"
A058820,CMG제약,12,2020,Annual,0.33,4.90,0.36,0.93,"18,793,637","64,459,891","33,249,439","15,046,934"
A058820,CMG제약,12,2021,Annual,0.35,4.84,0.38,1.00,"19,402,969","69,475,496","36,024,850","13,195,537"
A058820,CMG제약,12,2022,Annual,0.40,3.84,0.44,1.18,"21,330,167","82,197,410","41,295,950","21,270,047"
A439090,마녀공장,12,2011,Annual,,,,,,,,
A439090,마녀공장,12,2012,Annual,,,,,,,,
A439090,마녀공장,12,2013,Annual,,,,,,,,
A439090,마녀공장,12,2014,Annual,,,,,,,,
A439090,마녀공장,12,2015,Annual,,,,,"541,278","14,824,350","3,629,318","441,258"
A439090,마녀공장,12,2016,Annual,1.12,2.92,1.82,288.63,"2,541,142","14,431,344","3,517,000","1,058,138"
A439090,마녀공장,12,2017,Annual,1.14,4.31,1.55,282.40,"1,557,229","14,120,181","3,835,270","1,112,702"
A439090,마녀공장,12,2018,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"2,352,376","18,727,434","6,063,035","883,383"
A439090,마녀공장,12,2019,Annual,1.75,8.30,2.22,552.71,"2,961,938","27,635,567","9,065,043","2,933,416"
A439090,마녀공장,12,2020,Annual,1.91,8.34,2.47,786.05,"4,483,249","39,302,270","12,980,212","4,072,232"
A439090,마녀공장,12,2021,Annual,1.93,9.21,2.44,"1,252.41","4,396,328","62,620,417","17,937,773","7,294,616"
A439090,마녀공장,12,2022,Annual,1.96,10.62,2.40,137.45,"4,067,620","101,835,610","32,249,956","14,076,009"
A041020,폴라리스오피스,12,2011,Annual,0.35,1.19,0.49,3.68,"10,645,957","33,529,896",0,"9,730"
A041020,폴라리스오피스,12,2012,Annual,0.50,2.12,0.66,5.25,"14,582,887","47,903,170",0,0
A041020,폴라리스오피스,12,2013,Annual,0.50,2.27,0.65,5.79,"14,430,255","53,398,170",0,0
A041020,폴라리스오피스,12,2014,Annual,0.37,1.87,0.47,4.38,"11,049,170","40,799,667",0,0
A041020,폴라리스오피스,12,2015,Annual,0.27,2.29,0.31,2.41,"3,392,446","22,425,327",0,0
A041020,폴라리스오피스,12,2016,Annual,0.23,1.26,0.28,1.42,"978,554","13,194,593",0,0
A041020,폴라리스오피스,12,2017,Annual,0.34,1.44,0.44,1.21,"1,057,700","15,224,908",0,0
A041020,폴라리스오피스,12,2018,Annual,0.52,3.49,0.60,1.31,"1,851,792","22,543,822",0,0
A041020,폴라리스오피스,12,2019,Annual,0.54,3.45,0.64,1.12,"2,387,645","21,048,806",0,0
A041020,폴라리스오피스,12,2020,Annual,0.46,1.57,0.64,1.04,"2,345,942","19,494,758",0,0
A041020,폴라리스오피스,12,2021,Annual,0.44,1.50,0.63,1.18,"3,294,608","22,981,880",0,0
A041020,폴라리스오피스,12,2022,Annual,0.37,1.99,0.46,1.10,"3,288,070","24,183,175",0,0
A108230,톱텍,12,2011,Annual,1.40,3.26,2.45,25.71,"39,495,924","200,897,503","166,513,601","8,944,920"
A108230,톱텍,12,2012,Annual,1.00,2.80,1.55,18.85,"33,469,590","148,319,631","125,142,191","14,501,441"
A108230,톱텍,12,2013,Annual,1.16,2.52,2.17,28.29,"35,227,116","227,094,225","192,581,301","27,302,223"
A108230,톱텍,12,2014,Annual,0.75,1.53,1.49,20.22,"34,678,563","164,711,685","142,087,814","24,207,136"
A108230,톱텍,12,2015,Annual,1.10,2.90,1.77,27.06,"38,659,179","230,553,626","197,531,869","9,874,955"
A108230,톱텍,12,2016,Annual,1.16,2.29,2.33,29.01,"111,728,324","392,662,456","340,280,581","93,279,267"
A108230,톱텍,12,2017,Annual,2.49,5.69,4.41,62.64,"58,888,577","1,138,438,650","907,370,288","29,323,718"
A108230,톱텍,12,2018,Annual,0.74,3.70,0.92,16.82,"25,594,836","308,791,516","281,499,726","22,227,255"
A108230,톱텍,12,2019,Annual,0.40,2.11,0.49,9.02,"39,773,596","167,160,373","146,075,850","60,226,089"
A108230,톱텍,12,2020,Annual,0.70,3.70,0.86,17.09,"24,180,195","322,025,522","242,657,379","69,327,131"
A108230,톱텍,12,2021,Annual,0.38,2.23,0.45,8.61,"31,583,543","164,876,777","192,190,216","65,128,718"
A108230,톱텍,12,2022,Annual,0.78,2.98,1.06,18.02,"80,466,117","344,978,630","301,413,777","74,351,748"
A408900,스튜디오미르,12,2011,Annual,,,,,,,,
A408900,스튜디오미르,12,2012,Annual,,,,,,,,
A408900,스튜디오미르,12,2013,Annual,,,,,,,,
A408900,스튜디오미르,12,2014,Annual,,,,,,,,
A408900,스튜디오미르,12,2015,Annual,,,,,"3,300","6,236,711",0,0
A408900,스튜디오미르,12,2016,Annual,0.75,1.10,2.33,25.96,"20,750","10,383,437",0,0
A408900,스튜디오미르,12,2017,Annual,0.73,1.19,1.92,27.65,"67,004","11,060,968",0,0
A408900,스튜디오미르,12,2018,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"401,181","8,008,387",0,0
A408900,스튜디오미르,12,2019,Annual,0.79,1.32,2.00,34.84,"1,237,413","13,936,991",0,0
A408900,스튜디오미르,12,2020,Annual,0.89,1.48,2.25,42.54,"362,939","17,015,293",0,0
A408900,스튜디오미르,12,2021,Annual,0.73,1.38,1.54,35.97,"1,929,626","14,389,619",0,0
A408900,스튜디오미르,12,2022,Annual,1.12,3.52,1.64,61.97,"2,169,968","25,781,361",0,0
A041960,코미팜,12,2011,Annual,0.36,1.06,0.56,4.06,"8,171,365","20,300,520","12,115,178","5,627,979"
A041960,코미팜,12,2012,Annual,0.31,0.72,0.55,4.42,"10,550,277","22,110,189","13,520,258","6,416,329"
A041960,코미팜,12,2013,Annual,0.28,0.53,0.62,5.27,"11,703,662","26,464,655","17,397,018","10,682,644"
A041960,코미팜,12,2014,Annual,0.30,0.51,0.70,6.75,"14,020,422","34,454,104","22,713,742","9,926,979"
A041960,코미팜,12,2015,Annual,0.28,0.57,0.56,6.87,"12,386,003","36,405,104","25,378,626","11,188,205"
A041960,코미팜,12,2016,Annual,0.27,0.70,0.43,6.91,"12,340,704","37,636,362","26,676,121","11,297,651"
A041960,코미팜,12,2017,Annual,0.24,0.79,0.35,6.68,"12,932,421","36,641,053","25,045,095","11,906,162"
A041960,코미팜,12,2018,Annual,0.24,0.83,0.34,6.34,"12,015,150","34,994,051","25,215,743","13,207,169"
A041960,코미팜,12,2019,Annual,0.27,0.78,0.41,5.95,"11,286,174","35,489,960","24,072,965","12,267,495"
A041960,코미팜,12,2020,Annual,0.30,0.80,0.48,5.80,"10,991,418","37,160,449","23,784,217","13,836,954"
A041960,코미팜,12,2021,Annual,0.30,0.83,0.48,5.58,"9,857,512","35,847,404","24,613,151","14,176,091"
A041960,코미팜,12,2022,Annual,0.35,0.89,0.58,6.20,"10,849,000","39,800,518","28,341,686","16,254,405"
A080160,모두투어,12,2011,Annual,0.95,1.99,1.81,29.76,"17,020,230","124,989,354",0,0
A080160,모두투어,12,2012,Annual,0.97,2.18,1.75,26.26,"25,272,007","137,890,131","1,166,713","58,045"
A080160,모두투어,12,2013,Annual,0.98,2.31,1.69,23.33,"22,028,553","146,960,026","1,529,761","38,485"
A080160,모두투어,12,2014,Annual,0.87,1.85,1.66,26.14,"19,187,201","164,687,554","3,863,008","48,491"
A080160,모두투어,12,2015,Annual,1.00,2.04,1.98,32.43,"23,617,520","204,324,822","8,199,239","4,121,576"
A080160,모두투어,12,2016,Annual,1.21,2.44,2.39,37.63,"30,964,017","237,084,495","11,161,136","117,365"
A080160,모두투어,12,2017,Annual,1.33,2.50,2.83,47.25,"44,645,662","372,059,612","94,461,453","24,954,049"
A080160,모두투어,12,2018,Annual,1.07,2.01,2.27,38.62,"24,953,989","364,973,001","86,979,219","10,908,824"
A080160,모두투어,12,2019,Annual,0.79,1.34,1.91,31.45,"23,226,678","297,168,691","53,130,024","9,842,580"
A080160,모두투어,12,2020,Annual,0.16,0.24,0.47,5.74,"719,967","54,243,694","14,578,167","1,437,223"
A080160,모두투어,12,2021,Annual,0.05,0.08,0.15,1.46,"910,147","13,760,352","5,800,419","1,347,303"
A080160,모두투어,12,2022,Annual,0.11,0.17,0.31,3.12,"8,082,873","29,449,597","8,747,282","4,300,311"
A304100,솔트룩스,12,2011,Annual,,,,,,,,
A304100,솔트룩스,12,2012,Annual,,,,,,,,
A304100,솔트룩스,12,2013,Annual,,,,,"1,452,441","8,000,672","2,275,086",0
A304100,솔트룩스,12,2014,Annual,1.19,3.78,1.74,6.87,"1,583,910","8,240,871",0,0
A304100,솔트룩스,12,2015,Annual,1.26,3.66,1.93,8.32,"2,645,615","9,924,397",0,0
A304100,솔트룩스,12,2016,Annual,1.17,3.32,1.80,8.35,"2,473,431","9,900,989",0,0
A304100,솔트룩스,12,2017,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"2,358,173","12,202,307",0,0
A304100,솔트룩스,12,2018,Annual,0.54,1.00,1.16,11.67,"6,976,826","15,482,273",0,0
A304100,솔트룩스,12,2019,Annual,0.43,1.90,0.56,9.55,"4,705,755","18,371,429",0,0
A304100,솔트룩스,12,2020,Annual,0.40,4.31,0.45,9.28,"3,700,124","21,657,771",0,0
A304100,솔트룩스,12,2021,Annual,0.37,1.68,0.48,7.00,"2,697,472","26,762,790",0,0
A304100,솔트룩스,12,2022,Annual,0.38,1.02,0.61,5.94,"2,772,699","30,313,562",0,0
A214430,아이쓰리시스템,12,2011,Annual,0.85,2.11,1.43,38.24,"3,055,322","21,689,661","17,624,651","3,421,854"
A214430,아이쓰리시스템,12,2012,Annual,0.83,2.16,1.34,38.76,"5,428,354","22,381,069","18,556,074","4,193,443"
