Symbol,Name,결산월,회계년,주기,매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%)
A247540,에코프로비엠,12,2011,Annual,,,,,
A247540,에코프로비엠,12,2012,Annual,,,,,
A247540,에코프로비엠,12,2013,Annual,,,,,
A247540,에코프로비엠,12,2014,Annual,,,,,
A247540,에코프로비엠,12,2015,Annual,,,,,
A247540,에코프로비엠,12,2016,Annual,,,,,
A247540,에코프로비엠,12,2017,Annual,190.31,15.99,25.00,137.59,120.84
A247540,에코프로비엠,12,2018,Annual,103.26,39.32,46.33,125.56,143.13
A247540,에코프로비엠,12,2019,Annual,4.57,130.59,61.60,-26.26,-6.45
A247540,에코프로비엠,12,2020,Annual,38.74,26.23,15.73,47.72,35.32
A247540,에코프로비엠,12,2021,Annual,73.81,27.57,46.54,110.03,109.59
A247540,에코프로비엠,12,2022,Annual,260.63,149.64,57.08,230.93,178.82
A086520,에코프로,12,2011,Annual,58.60,21.82,1.76,25.64,-62.81
A086520,에코프로,12,2012,Annual,-8.97,2.79,9.93,20.77,-18.52
A086520,에코프로,12,2013,Annual,-25.30,0.50,9.38,-76.65,적전
A086520,에코프로,12,2014,Annual,39.68,2.61,0.10,453.23,흑전
A086520,에코프로,12,2015,Annual,28.89,32.92,14.62,-19.49,-87.33
A086520,에코프로,12,2016,Annual,58.93,70.56,37.94,73.83,적전
A086520,에코프로,12,2017,Annual,92.99,6.17,42.12,115.60,적지
A086520,에코프로,12,2018,Annual,103.46,25.73,46.89,186.08,흑전
A086520,에코프로,12,2019,Annual,4.91,92.78,48.48,-23.28,-19.14
A086520,에코프로,12,2020,Annual,21.15,31.71,35.11,33.13,47.49
A086520,에코프로,12,2021,Annual,76.79,188.24,58.51,35.06,405.48
A086520,에코프로,12,2022,Annual,274.94,48.61,50.01,613.41,-20.81
A028300,HLB,12,2011,Annual,55.19,-13.70,-21.15,흑전,적지
A028300,HLB,12,2012,Annual,-25.71,1.86,-3.19,적전,적지
A028300,HLB,12,2013,Annual,-59.71,-28.18,-30.71,적지,적지
A028300,HLB,12,2014,Annual,78.71,48.49,-0.79,흑전,적지
A028300,HLB,12,2015,Annual,3.43,396.91,-17.12,적전,흑전
A028300,HLB,12,2016,Annual,-21.64,8.47,-2.86,적지,적전
A028300,HLB,12,2017,Annual,-23.66,-8.38,-4.98,적지,적지
A028300,HLB,12,2018,Annual,57.28,84.31,24.46,적지,흑전
A028300,HLB,12,2019,Annual,6.18,-9.68,-2.21,적지,적전
A028300,HLB,12,2020,Annual,46.22,194.56,58.84,적지,적지
A028300,HLB,12,2021,Annual,24.30,-8.12,108.42,적지,적지
A028300,HLB,12,2022,Annual,157.37,36.47,-6.00,적지,적지
A196170,알테오젠,12,2011,Annual,,,,,
A196170,알테오젠,12,2012,Annual,,,,,
A196170,알테오젠,12,2013,Annual,39.59,58.82,244.75,-9.00,12.01
A196170,알테오젠,12,2014,Annual,27.41,493.25,-22.48,-52.06,-42.02
A196170,알테오젠,12,2015,Annual,-32.89,7.61,766.78,-82.87,29.77
A196170,알테오젠,12,2016,Annual,44.79,17.32,15.48,적전,적전
A196170,알테오젠,12,2017,Annual,76.87,-11.90,6.27,적지,적지
A196170,알테오젠,12,2018,Annual,13.21,67.39,132.92,적지,적지
A196170,알테오젠,12,2019,Annual,113.30,5.26,62.72,적지,적지
A196170,알테오젠,12,2020,Annual,45.15,-13.71,1.18,적지,적지
A196170,알테오젠,12,2021,Annual,-8.67,117.11,52.07,적지,적지
A196170,알테오젠,12,2022,Annual,-25.65,10.53,-8.03,적지,적지
A348370,엔켐,12,2011,Annual,,,,,
A348370,엔켐,12,2012,Annual,,,,,
A348370,엔켐,12,2013,Annual,,,,,
A348370,엔켐,12,2014,Annual,143.14,-25.45,2.78,적지,적지
A348370,엔켐,12,2015,Annual,32.82,212.41,0.15,흑전,흑전
A348370,엔켐,12,2016,Annual,212.81,197.02,162.75,307.91,525.18
A348370,엔켐,12,2017,Annual,6.77,30.57,108.91,-13.48,-49.38
A348370,엔켐,12,2018,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A348370,엔켐,12,2019,Annual,138.92,전기잠식,74.84,385.62,적지
A348370,엔켐,12,2020,Annual,57.71,308.66,57.77,-1.17,흑전
A348370,엔켐,12,2021,Annual,54.32,80.93,72.08,적전,적전
A348370,엔켐,12,2022,Annual,137.85,35.44,71.15,흑전,흑전
A068760,셀트리온제약,12,2011,Annual,11.16,3.71,91.24,-23.76,-39.39
A068760,셀트리온제약,12,2012,Annual,1.02,22.59,135.77,-16.93,3.43
A068760,셀트리온제약,12,2013,Annual,12.11,7.10,25.81,47.53,-26.43
A068760,셀트리온제약,12,2014,Annual,26.75,27.32,34.68,11.43,124.62
A068760,셀트리온제약,12,2015,Annual,11.97,-10.31,11.75,적전,적전
A068760,셀트리온제약,12,2016,Annual,40.25,43.88,-4.26,적지,적지
A068760,셀트리온제약,12,2017,Annual,29.62,6.11,-4.75,흑전,흑전
A068760,셀트리온제약,12,2018,Annual,8.11,-8.03,-2.16,-58.83,적전
A068760,셀트리온제약,12,2019,Annual,18.13,3.70,10.45,312.82,흑전
A068760,셀트리온제약,12,2020,Annual,34.61,7.33,14.45,60.36,143.42
A068760,셀트리온제약,12,2021,Annual,70.72,10.45,-2.52,102.28,65.13
A068760,셀트리온제약,12,2022,Annual,-3.18,7.48,-5.47,-20.14,-24.93
A058470,리노공업,12,2011,Annual,16.83,13.64,24.93,7.74,12.35
A058470,리노공업,12,2012,Annual,13.89,16.45,35.09,18.38,29.05
A058470,리노공업,12,2013,Annual,7.20,14.67,33.01,3.93,5.30
A058470,리노공업,12,2014,Annual,15.85,12.07,22.36,13.49,17.90
A058470,리노공업,12,2015,Annual,6.48,14.01,13.20,10.06,5.72
A058470,리노공업,12,2016,Annual,13.38,12.78,7.67,9.18,8.47
A058470,리노공업,12,2017,Annual,25.47,13.45,-0.07,25.03,14.03
A058470,리노공업,12,2018,Annual,6.25,15.31,12.56,17.06,20.51
A058470,리노공업,12,2019,Annual,13.27,14.20,9.64,11.46,8.53
A058470,리노공업,12,2020,Annual,18.22,12.38,13.75,21.42,4.90
A058470,리노공업,12,2021,Annual,39.15,23.82,29.18,50.36,87.45
A058470,리노공업,12,2022,Annual,15.08,18.07,3.27,16.68,10.17
A403870,HPSP,12,2011,Annual,,,,,
A403870,HPSP,12,2012,Annual,,,,,
A403870,HPSP,12,2013,Annual,,,,,
A403870,HPSP,12,2014,Annual,,,,,
A403870,HPSP,12,2015,Annual,,,,,
A403870,HPSP,12,2016,Annual,,,,,
A403870,HPSP,12,2017,Annual,,,,,
A403870,HPSP,12,2018,Annual,-91.62,-43.67,-14.72,적전,적전
A403870,HPSP,12,2019,Annual,963.14,67.43,-13.96,흑전,흑전
A403870,HPSP,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A403870,HPSP,12,2021,Annual,49.98,53.38,-8.00,82.36,100.15
A403870,HPSP,12,2022,Annual,73.66,270.38,876.13,88.39,86.75
A277810,레인보우로보틱스,12,2011,Annual,,,,,
A277810,레인보우로보틱스,12,2012,Annual,,,,,
A277810,레인보우로보틱스,12,2013,Annual,,,,,
A277810,레인보우로보틱스,12,2014,Annual,,,,,
A277810,레인보우로보틱스,12,2015,Annual,,,,,
A277810,레인보우로보틱스,12,2016,Annual,,,,,
A277810,레인보우로보틱스,12,2017,Annual,29.54,291.95,"1,067.78",37.96,3.75
A277810,레인보우로보틱스,12,2018,Annual,-74.78,-18.26,43.57,적전,적전
A277810,레인보우로보틱스,12,2019,Annual,61.11,-31.28,9.25,적지,적지
A277810,레인보우로보틱스,12,2020,Annual,220.37,-17.68,1.57,적지,적지
A277810,레인보우로보틱스,12,2021,Annual,65.28,624.35,4.05,적지,적지
A277810,레인보우로보틱스,12,2022,Annual,51.80,28.44,8.79,흑전,흑전
A039030,이오테크닉스,12,2011,Annual,-23.98,9.42,23.21,-65.53,-46.59
A039030,이오테크닉스,12,2012,Annual,24.00,14.27,59.76,119.54,56.01
A039030,이오테크닉스,12,2013,Annual,21.83,16.06,11.24,25.58,24.84
A039030,이오테크닉스,12,2014,Annual,30.00,18.03,-4.81,31.47,22.65
A039030,이오테크닉스,12,2015,Annual,-10.53,8.90,-7.53,-49.62,-41.64
A039030,이오테크닉스,12,2016,Annual,13.96,5.61,-6.37,-25.53,-21.29
A039030,이오테크닉스,12,2017,Annual,31.33,12.18,13.18,182.14,121.11
A039030,이오테크닉스,12,2018,Annual,-27.23,4.81,3.22,-70.22,-49.10
A039030,이오테크닉스,12,2019,Annual,-29.79,3.96,-5.59,-60.24,-45.87
A039030,이오테크닉스,12,2020,Annual,57.47,4.07,-7.93,442.04,81.95
A039030,이오테크닉스,12,2021,Annual,20.22,18.29,-2.08,103.03,235.66
A039030,이오테크닉스,12,2022,Annual,14.40,11.21,-5.42,18.77,6.76
A065350,신성델타테크,12,2011,Annual,11.27,-10.26,-1.93,-36.71,적전
A065350,신성델타테크,12,2012,Annual,-7.64,0.80,-13.08,36.62,흑전
A065350,신성델타테크,12,2013,Annual,-2.35,5.55,5.93,-30.69,120.90
A065350,신성델타테크,12,2014,Annual,-6.06,-1.63,4.04,-54.11,-67.84
A065350,신성델타테크,12,2015,Annual,27.95,3.76,11.29,134.49,104.88
A065350,신성델타테크,12,2016,Annual,4.04,-1.80,1.38,55.81,-77.23
A065350,신성델타테크,12,2017,Annual,17.78,17.39,-0.13,44.96,"1,136.43"
A065350,신성델타테크,12,2018,Annual,-5.96,2.33,0.71,-28.55,-67.44
A065350,신성델타테크,12,2019,Annual,2.68,10.72,-0.96,-11.21,31.05
A065350,신성델타테크,12,2020,Annual,9.88,21.16,-3.31,15.67,68.03
A065350,신성델타테크,12,2021,Annual,49.57,20.61,22.77,162.26,268.27
A065350,신성델타테크,12,2022,Annual,7.58,9.69,15.46,-8.60,-26.82
A005290,동진쎄미켐,12,2011,Annual,8.18,-3.94,16.04,-71.49,적전
A005290,동진쎄미켐,12,2012,Annual,24.88,0.19,13.39,212.18,흑전
A005290,동진쎄미켐,12,2013,Annual,14.57,3.25,6.99,-14.34,-46.97
A005290,동진쎄미켐,12,2014,Annual,2.31,0.25,-0.91,61.07,179.67
A005290,동진쎄미켐,12,2015,Annual,5.93,22.79,-2.02,54.90,87.45
A005290,동진쎄미켐,12,2016,Annual,7.85,15.51,-4.25,-22.32,32.30
A005290,동진쎄미켐,12,2017,Annual,2.64,35.89,-4.42,58.37,70.59
A005290,동진쎄미켐,12,2018,Annual,5.36,14.31,6.22,-1.28,6.58
A005290,동진쎄미켐,12,2019,Annual,5.81,17.81,8.25,47.73,22.38
A005290,동진쎄미켐,12,2020,Annual,7.15,21.55,6.22,20.40,45.26
A005290,동진쎄미켐,12,2021,Annual,23.83,28.09,20.05,4.40,20.67
A005290,동진쎄미켐,12,2022,Annual,25.48,24.91,10.69,64.10,51.82
A214150,클래시스,12,2011,Annual,,,,,
A214150,클래시스,12,2012,Annual,,,,,
A214150,클래시스,12,2013,Annual,,,,,
A214150,클래시스,12,2014,Annual,,,,,
A214150,클래시스,12,2015,Annual,,,,,
A214150,클래시스,12,2016,Annual,81.66,76.55,10.80,107.84,50.81
A214150,클래시스,12,2017,Annual,27.99,114.92,"5,765.39",30.70,적전
A214150,클래시스,12,2018,Annual,36.18,45.46,43.73,61.78,흑전
A214150,클래시스,12,2019,Annual,70.87,72.24,10.90,138.66,124.69
A214150,클래시스,12,2020,Annual,-5.76,40.77,-1.92,-2.64,14.29
A214150,클래시스,12,2021,Annual,31.57,32.31,61.09,27.34,14.78
A214150,클래시스,12,2022,Annual,40.96,40.19,29.16,33.19,72.08
A035900,JYP Ent.,6,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A035900,JYP Ent.,12,2012,Annual,47.18,-23.42,970.10,적전,적전
A035900,JYP Ent.,12,2013,Annual,41.53,231.09,1.13,적지,적지
A035900,JYP Ent.,12,2014,Annual,127.36,19.80,-27.01,흑전,흑전
A035900,JYP Ent.,12,2015,Annual,4.28,5.12,-34.10,-49.15,-58.94
A035900,JYP Ent.,12,2016,Annual,45.67,13.99,-50.82,228.97,164.47
A035900,JYP Ent.,12,2017,Annual,38.83,27.92,"9,699.31",40.91,92.02
A035900,JYP Ent.,12,2018,Annual,22.08,49.22,47.74,47.71,48.30
A035900,JYP Ent.,12,2019,Annual,24.53,26.87,6.12,51.17,28.61
A035900,JYP Ent.,12,2020,Annual,-7.10,14.72,4.55,1.56,-5.07
A035900,JYP Ent.,12,2021,Annual,34.28,34.58,-5.58,31.19,127.76
A035900,JYP Ent.,12,2022,Annual,78.39,21.48,-1.36,66.88,0.00
A145020,휴젤,12,2011,Annual,104.28,300.83,51.25,150.22,217.91
A145020,휴젤,12,2012,Annual,27.74,98.96,233.55,-5.57,-15.29
A145020,휴젤,12,2013,Annual,41.19,36.82,203.97,43.87,23.55
A145020,휴젤,12,2014,Annual,38.33,58.63,16.66,33.70,79.98
A145020,휴젤,12,2015,Annual,61.25,404.27,54.80,14.65,172.67
A145020,휴젤,12,2016,Annual,90.87,27.30,20.30,256.25,41.96
A145020,휴젤,12,2017,Annual,46.62,162.07,0.28,61.12,59.82
A145020,휴젤,12,2018,Annual,0.17,9.31,2.78,-40.94,-7.00
A145020,휴젤,12,2019,Annual,12.16,-5.16,15.05,13.11,-33.54
A145020,휴젤,12,2020,Annual,3.16,6.69,10.28,14.65,-9.87
A145020,휴젤,12,2021,Annual,9.87,4.42,24.35,22.48,33.27
A145020,휴젤,12,2022,Annual,21.49,2.45,25.95,6.03,0.48
A000250,삼천당제약,12,2011,Annual,3.98,4.04,1.44,-24.17,-18.26
A000250,삼천당제약,12,2012,Annual,-1.18,3.02,85.30,-20.53,-76.34
A000250,삼천당제약,12,2013,Annual,36.39,37.63,-0.05,166.42,466.16
A000250,삼천당제약,12,2014,Annual,13.76,17.15,9.97,19.31,127.49
A000250,삼천당제약,12,2015,Annual,11.05,10.48,8.64,9.61,3.54
A000250,삼천당제약,12,2016,Annual,11.59,10.81,-2.33,17.32,-12.65
A000250,삼천당제약,12,2017,Annual,8.97,13.31,-4.75,-1.60,31.20
A000250,삼천당제약,12,2018,Annual,-0.39,6.20,10.06,-35.33,-28.76
A000250,삼천당제약,12,2019,Annual,16.66,8.47,-5.59,62.64,34.31
A000250,삼천당제약,12,2020,Annual,-10.58,15.46,10.36,-78.09,-61.76
A000250,삼천당제약,12,2021,Annual,0.25,-2.87,17.13,적전,적전
A000250,삼천당제약,12,2022,Annual,6.01,-1.86,17.68,흑전,흑전
A357780,솔브레인,12,2011,Annual,,,,,
A357780,솔브레인,12,2012,Annual,,,,,
A357780,솔브레인,12,2013,Annual,,,,,
A357780,솔브레인,12,2014,Annual,,,,,
A357780,솔브레인,12,2015,Annual,,,,,
A357780,솔브레인,12,2016,Annual,,,,,
A357780,솔브레인,12,2017,Annual,,,,,
A357780,솔브레인,12,2018,Annual,,,,,
A357780,솔브레인,12,2019,Annual,,,,,
A357780,솔브레인,12,2020,Annual,,,,,
A357780,솔브레인,12,2021,Annual,117.82,28.27,13.41,81.65,134.61
A357780,솔브레인,12,2022,Annual,6.54,22.55,13.54,9.64,10.15
A095340,ISC,12,2011,Annual,52.97,17.70,12.46,90.09,170.58
A095340,ISC,12,2012,Annual,21.02,11.30,8.69,21.95,-16.88
A095340,ISC,12,2013,Annual,7.10,14.31,2.38,10.06,1.71
A095340,ISC,12,2014,Annual,30.21,51.02,348.33,-15.00,-22.56
A095340,ISC,12,2015,Annual,29.55,21.42,-4.05,-8.19,-44.20
A095340,ISC,12,2016,Annual,-2.31,3.73,4.80,-31.93,93.67
A095340,ISC,12,2017,Annual,20.23,5.51,0.04,113.82,83.54
A095340,ISC,12,2018,Annual,-9.52,3.67,7.53,-46.71,-24.62
A095340,ISC,12,2019,Annual,-13.93,0.20,4.40,-83.48,-73.82
A095340,ISC,12,2020,Annual,38.88,-3.19,-37.72,792.42,73.05
A095340,ISC,12,2021,Annual,18.81,28.86,66.64,107.53,446.47
A095340,ISC,12,2022,Annual,23.64,20.42,20.26,48.95,46.04
A240810,원익IPS,12,2011,Annual,,,,,
A240810,원익IPS,12,2012,Annual,,,,,
A240810,원익IPS,12,2013,Annual,,,,,
A240810,원익IPS,12,2014,Annual,,,,,
A240810,원익IPS,12,2015,Annual,,,,,
A240810,원익IPS,12,2016,Annual,,,,,
A240810,원익IPS,12,2017,Annual,158.45,43.19,3.22,325.66,323.48
A240810,원익IPS,12,2018,Annual,2.92,17.78,27.48,-13.38,-8.92
A240810,원익IPS,12,2019,Annual,3.07,53.45,77.44,-61.17,-50.65
A240810,원익IPS,12,2020,Annual,63.01,17.03,11.62,241.95,128.21
A240810,원익IPS,12,2021,Annual,12.96,20.82,22.12,16.74,48.35
A240810,원익IPS,12,2022,Annual,-17.92,8.57,10.17,-40.56,-38.37
A112040,위메이드,12,2011,Annual,6.39,3.06,20.12,-26.18,18.36
A112040,위메이드,12,2012,Annual,3.51,2.53,-18.01,적전,적전
A112040,위메이드,12,2013,Annual,89.69,1.52,168.62,흑전,흑전
A112040,위메이드,12,2014,Annual,-28.47,36.09,-5.39,적전,"1,582.88"
A112040,위메이드,12,2015,Annual,-22.19,-11.40,-9.31,적지,적전
A112040,위메이드,12,2016,Annual,-14.70,-16.06,-6.98,흑전,적지
A112040,위메이드,12,2017,Annual,1.47,-1.77,-6.43,44.65,적지
A112040,위메이드,12,2018,Annual,15.98,-19.43,-1.14,적전,적지
A112040,위메이드,12,2019,Annual,-10.57,-14.85,-0.36,적지,적지
A112040,위메이드,12,2020,Annual,11.49,14.69,-4.25,적지,적지
A112040,위메이드,12,2021,Annual,164.38,139.17,-13.10,흑전,흑전
A112040,위메이드,12,2022,Annual,38.36,-16.99,35.84,적전,적전
A041510,에스엠,12,2011,Annual,47.71,30.97,130.94,28.67,38.73
A041510,에스엠,12,2012,Annual,68.76,126.10,103.32,136.38,78.65
A041510,에스엠,12,2013,Annual,11.34,14.05,37.11,-33.05,-51.07
A041510,에스엠,12,2014,Annual,6.80,5.70,49.84,-15.31,-89.84
A041510,에스엠,12,2015,Annual,12.28,14.89,32.74,11.97,906.31
A041510,에스엠,12,2016,Annual,8.58,16.09,-3.48,-46.14,-77.02
A041510,에스엠,12,2017,Annual,4.43,16.00,-10.17,-47.16,적전
A041510,에스엠,12,2018,Annual,67.56,32.25,0.18,336.38,흑전
A041510,에스엠,12,2019,Annual,7.45,9.83,13.23,-15.39,적전
A041510,에스엠,12,2020,Annual,-11.85,-2.63,-13.45,-83.92,적지
A041510,에스엠,12,2021,Annual,20.99,27.96,-27.16,939.56,흑전
A041510,에스엠,12,2022,Annual,21.27,12.39,23.74,34.79,-38.43
A263750,펄어비스,12,2011,Annual,,,,,
A263750,펄어비스,12,2012,Annual,,,,,
A263750,펄어비스,12,2013,Annual,,,,,
A263750,펄어비스,12,2014,Annual,,,,,
A263750,펄어비스,12,2015,Annual,,,,,
A263750,펄어비스,6,2016,Annual,55.23,전기잠식,87.02,134.65,138.85
A263750,펄어비스,6,2017,Annual,175.24,263.11,102.58,111.82,108.24
A263750,펄어비스,12,2018,Annual,336.50,419.46,"1,092.70",182.21,187.93
A263750,펄어비스,12,2019,Annual,32.41,44.36,119.16,-10.41,7.65
A263750,펄어비스,12,2020,Annual,-8.80,8.13,23.88,4.44,-36.03
A263750,펄어비스,12,2021,Annual,-17.39,12.89,41.99,-72.67,-41.14
A263750,펄어비스,12,2022,Annual,-4.48,-2.74,52.65,-61.90,적전
A036930,주성엔지니어링,12,2011,Annual,-28.03,-4.38,15.80,적전,적전
A036930,주성엔지니어링,12,2012,Annual,-74.93,-39.19,7.82,적지,적지
A036930,주성엔지니어링,12,2013,Annual,92.08,-25.13,0.33,흑전,적지
A036930,주성엔지니어링,12,2014,Annual,-7.64,8.96,4.74,819.06,적지
A036930,주성엔지니어링,12,2015,Annual,23.72,6.73,-5.28,59.53,흑전
A036930,주성엔지니어링,12,2016,Annual,52.59,29.34,-3.25,146.75,323.34
A036930,주성엔지니어링,12,2017,Annual,1.74,26.20,-12.53,10.62,26.04
A036930,주성엔지니어링,12,2018,Annual,-3.55,8.43,15.28,-1.27,3.97
A036930,주성엔지니어링,12,2019,Annual,-3.20,18.18,65.29,-29.28,-36.61
A036930,주성엔지니어링,12,2020,Annual,-53.43,-4.81,8.71,적전,적전
A036930,주성엔지니어링,12,2021,Annual,218.27,62.55,0.97,흑전,흑전
A036930,주성엔지니어링,12,2022,Annual,16.07,31.10,20.38,20.73,-27.03
A293490,카카오게임즈,12,2011,Annual,,,,,
A293490,카카오게임즈,12,2012,Annual,,,,,
A293490,카카오게임즈,12,2013,Annual,,,,,
A293490,카카오게임즈,12,2014,Annual,,,,,
A293490,카카오게임즈,12,2015,Annual,,,,,
A293490,카카오게임즈,12,2016,Annual,"13,214.77",전기잠식,976.73,흑전,흑전
A293490,카카오게임즈,12,2017,Annual,98.71,186.11,25.47,281.57,956.39
A293490,카카오게임즈,12,2018,Annual,109.09,114.09,153.93,22.14,-68.86
A293490,카카오게임즈,12,2019,Annual,-7.07,0.19,1.55,-25.82,-53.08
A293490,카카오게임즈,12,2020,Annual,26.72,145.67,347.82,90.05,661.46
A293490,카카오게임즈,12,2021,Annual,104.33,136.06,52.48,68.24,670.48
A293490,카카오게임즈,12,2022,Annual,13.35,-16.76,23.32,57.10,적전
A141080,레고켐바이오,12,2011,Annual,-70.81,전기잠식,-1.62,적지,적지
A141080,레고켐바이오,12,2012,Annual,843.47,-18.87,8.71,적지,적지
A141080,레고켐바이오,12,2013,Annual,12.84,439.17,498.49,적지,적지
A141080,레고켐바이오,12,2014,Annual,3.60,10.83,-3.45,적지,적지
A141080,레고켐바이오,12,2015,Annual,105.56,115.42,201.23,적지,적지
A141080,레고켐바이오,12,2016,Annual,831.27,39.10,96.67,적지,적지
A141080,레고켐바이오,12,2017,Annual,32.43,-17.64,14.26,적지,적지
A141080,레고켐바이오,12,2018,Annual,14.43,112.87,30.96,적지,적지
A141080,레고켐바이오,12,2019,Annual,127.81,10.08,18.19,흑전,흑전
A141080,레고켐바이오,12,2020,Annual,-14.10,-3.26,-37.27,적전,적전
A141080,레고켐바이오,12,2021,Annual,-34.90,130.79,220.72,적지,적지
A141080,레고켐바이오,12,2022,Annual,3.90,-15.14,8.43,적지,적지
A067630,HLB생명과학,12,2011,Annual,1.07,-8.93,12.22,적전,적전
A067630,HLB생명과학,12,2012,Annual,-78.03,-53.78,323.31,적지,적지
A067630,HLB생명과학,12,2013,Annual,121.79,56.71,-69.54,적지,적지
A067630,HLB생명과학,12,2014,Annual,83.21,21.81,14.92,흑전,흑전
A067630,HLB생명과학,12,2015,Annual,-25.26,92.65,-4.53,적전,적전
A067630,HLB생명과학,12,2016,Annual,54.57,6.91,6.15,적지,적지
A067630,HLB생명과학,12,2017,Annual,152.03,90.81,-8.42,흑전,흑전
A067630,HLB생명과학,12,2018,Annual,-3.73,290.17,-77.26,적전,적전
A067630,HLB생명과학,12,2019,Annual,11.26,62.25,"2,862.78",적지,적지
A067630,HLB생명과학,12,2020,Annual,-19.49,-13.96,0.58,적지,적지
A067630,HLB생명과학,12,2021,Annual,-41.73,-14.29,-5.73,적지,적지
A067630,HLB생명과학,12,2022,Annual,86.17,-4.28,326.16,적지,적지
A035760,CJ ENM,12,2011,Annual,28.35,64.89,6.34,8.40,-16.94
A035760,CJ ENM,12,2012,Annual,24.67,43.43,14.62,3.53,52.62
A035760,CJ ENM,12,2013,Annual,26.18,24.89,18.87,-0.90,-11.20
A035760,CJ ENM,12,2014,Annual,3.64,8.32,-0.41,-9.20,-36.48
A035760,CJ ENM,12,2015,Annual,-11.37,6.61,-5.01,-10.57,5.89
A035760,CJ ENM,12,2016,Annual,-4.33,0.95,-5.17,-14.68,-70.91
A035760,CJ ENM,12,2017,Annual,2.33,8.89,0.08,25.49,340.23
A035760,CJ ENM,12,2018,Annual,4.44,130.82,71.45,-18.89,28.43
A035760,CJ ENM,12,2019,Annual,60.56,-7.99,-32.22,47.96,-68.18
A035760,CJ ENM,12,2020,Annual,-10.52,20.09,3.87,1.00,11.97
A035760,CJ ENM,12,2021,Annual,4.75,11.05,13.01,9.12,246.74
A035760,CJ ENM,12,2022,Annual,34.90,3.36,13.86,-53.73,적전
A067310,하나마이크론,12,2011,Annual,6.68,59.26,12.57,-54.88,-59.81
A067310,하나마이크론,12,2012,Annual,-12.14,-7.59,6.43,적전,적전
A067310,하나마이크론,12,2013,Annual,7.46,-9.19,13.74,적지,적지
A067310,하나마이크론,12,2014,Annual,5.90,11.26,8.84,흑전,흑전
A067310,하나마이크론,12,2015,Annual,-2.82,5.47,0.89,-31.13,-45.83
A067310,하나마이크론,12,2016,Annual,-11.86,-4.81,-4.71,적전,적전
A067310,하나마이크론,12,2017,Annual,44.99,29.53,33.48,흑전,흑전
A067310,하나마이크론,12,2018,Annual,31.20,13.49,21.62,30.13,22.64
A067310,하나마이크론,12,2019,Annual,3.80,14.65,14.19,-15.29,-32.99
A067310,하나마이크론,12,2020,Annual,8.28,4.35,2.59,12.73,-74.96
A067310,하나마이크론,12,2021,Annual,24.11,81.74,22.75,105.72,"1,748.71"
A067310,하나마이크론,12,2022,Annual,33.59,8.88,32.29,-1.32,-13.29
A417200,LS머트리얼즈,12,2011,Annual,,,,,
A417200,LS머트리얼즈,12,2012,Annual,,,,,
A417200,LS머트리얼즈,12,2013,Annual,,,,,
A417200,LS머트리얼즈,12,2014,Annual,,,,,
A417200,LS머트리얼즈,12,2015,Annual,,,,,
A417200,LS머트리얼즈,12,2016,Annual,,,,,
A417200,LS머트리얼즈,12,2017,Annual,,,,,
A417200,LS머트리얼즈,12,2018,Annual,,,,,
A417200,LS머트리얼즈,12,2019,Annual,,,,,
A417200,LS머트리얼즈,12,2020,Annual,,,,,
A417200,LS머트리얼즈,12,2021,Annual,,,,,
A417200,LS머트리얼즈,12,2022,Annual,279.70,31.17,10.75,470.94,316.45
A281740,레이크머티리얼즈,12,2011,Annual,,18.44,90.28,적지,적지
A281740,레이크머티리얼즈,12,2012,Annual,45.18,-12.99,3.13,적지,적지
A281740,레이크머티리얼즈,12,2013,Annual,90.75,-8.47,22.61,적지,적지
A281740,레이크머티리얼즈,12,2014,Annual,68.11,41.12,7.94,흑전,흑전
A281740,레이크머티리얼즈,12,2015,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A281740,레이크머티리얼즈,12,2016,Annual,17.13,474.65,23.74,-2.21,적전
A281740,레이크머티리얼즈,12,2017,Annual,54.16,55.83,9.12,221.36,흑전
A281740,레이크머티리얼즈,12,2018,Annual,-5.94,9.16,16.37,-49.71,-74.75
A281740,레이크머티리얼즈,12,2019,Annual,-1.24,6.07,7.21,-28.75,-18.87
A281740,레이크머티리얼즈,12,2020,Annual,33.36,46.36,10.17,82.43,12.62
A281740,레이크머티리얼즈,12,2021,Annual,76.08,43.55,78.59,344.47,812.60
A281740,레이크머티리얼즈,12,2022,Annual,60.66,47.93,40.60,71.08,50.22
A328130,루닛,12,2011,Annual,,,,,
A328130,루닛,12,2012,Annual,,,,,
A328130,루닛,12,2013,Annual,,,,,
A328130,루닛,12,2014,Annual,,,,,
A328130,루닛,12,2015,Annual,,,,,
A328130,루닛,12,2016,Annual,,,,,
A328130,루닛,12,2017,Annual,,,,,
A328130,루닛,12,2018,Annual,,,,,
A328130,루닛,12,2019,Annual,892.01,잠식지속,2.09,적지,적지
