Symbol,Name,결산월,회계년,주기,매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%)
A038540,상상인,12,2014,Annual,107.32,25.72,36.85,247.79,100.61
A038540,상상인,12,2015,Annual,-5.87,58.48,216.10,24.32,64.51
A038540,상상인,12,2016,Annual,48.50,25.51,-20.92,137.68,97.79
A038540,상상인,12,2017,Annual,40.08,51.28,-2.95,73.57,48.88
A038540,상상인,12,2018,Annual,21.82,46.71,202.47,44.23,36.36
A038540,상상인,12,2019,Annual,11.76,43.32,20.76,3.74,-11.87
A038540,상상인,12,2020,Annual,-16.10,11.78,-0.33,-48.43,-46.57
A038540,상상인,12,2021,Annual,25.29,15.91,-6.32,40.48,58.98
A038540,상상인,12,2022,Annual,34.37,5.93,27.00,-50.92,-58.68
A321550,티움바이오,12,2011,Annual,,,,,
A321550,티움바이오,12,2012,Annual,,,,,
A321550,티움바이오,12,2013,Annual,,,,,
A321550,티움바이오,12,2014,Annual,,,,,
A321550,티움바이오,12,2015,Annual,,,,,
A321550,티움바이오,12,2016,Annual,,,,,
A321550,티움바이오,12,2017,Annual,,,,,
A321550,티움바이오,12,2018,Annual,400.62,전기잠식,-10.55,적지,적지
A321550,티움바이오,12,2019,Annual,-1.41,221.75,98.68,적지,적지
A321550,티움바이오,12,2020,Annual,-5.75,-10.80,212.05,적지,적지
A321550,티움바이오,12,2021,Annual,-94.59,9.47,452.83,적지,적지
A321550,티움바이오,12,2022,Annual,"15,952.75",-31.04,54.95,적지,적지
A304360,에스바이오메딕스,12,2011,Annual,,,,,
A304360,에스바이오메딕스,12,2012,Annual,,,,,
A304360,에스바이오메딕스,12,2013,Annual,,,,,
A304360,에스바이오메딕스,12,2014,Annual,,,,,
A304360,에스바이오메딕스,12,2015,Annual,,,,,
A304360,에스바이오메딕스,12,2016,Annual,,,,,
A304360,에스바이오메딕스,12,2017,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A304360,에스바이오메딕스,12,2018,Annual,-58.60,전기잠식,62.68,적지,적지
A304360,에스바이오메딕스,12,2019,Annual,58.65,-16.54,28.68,적지,적지
A304360,에스바이오메딕스,12,2020,Annual,6.09,-62.32,-25.21,적지,적지
A304360,에스바이오메딕스,12,2021,Annual,66.72,-20.17,-39.95,적지,적지
A304360,에스바이오메딕스,12,2022,Annual,36.58,-72.99,3.67,적지,적지
A396470,워트,12,2011,Annual,41.49,49.36,-1.96,32.93,35.92
A396470,워트,12,2012,Annual,-38.77,15.51,136.71,-47.90,-45.54
A396470,워트,12,2013,Annual,-16.68,13.06,-1.80,-16.95,-22.30
A396470,워트,12,2014,Annual,18.19,12.32,17.85,-1.04,12.72
A396470,워트,12,2015,Annual,2.29,23.23,4.38,31.64,115.72
A396470,워트,12,2016,Annual,-38.92,4.73,-4.85,-59.85,-73.13
A396470,워트,12,2017,Annual,213.48,19.64,3.37,436.85,277.10
A396470,워트,12,2018,Annual,-23.10,8.32,-2.42,-28.56,-28.29
A396470,워트,12,2019,Annual,-40.34,4.10,-2.82,-42.41,-32.91
A396470,워트,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A396470,워트,12,2021,Annual,13.82,21.44,-2.89,8.51,9.14
A396470,워트,12,2022,Annual,-14.45,21.96,-0.42,10.99,14.67
A040910,아이씨디,9,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A040910,아이씨디,9,2012,Annual,-43.25,8.42,38.64,-60.89,-63.30
A040910,아이씨디,9,2013,Annual,-0.24,8.00,11.96,-30.57,-25.06
A040910,아이씨디,9,2014,Annual,-90.67,-10.93,16.62,적전,적전
A040910,아이씨디,9,2015,Annual,215.94,-6.24,-13.51,적지,적지
A040910,아이씨디,12,2016,Annual,866.67,28.01,30.45,흑전,흑전
A040910,아이씨디,12,2017,Annual,35.05,19.03,-2.19,128.59,136.54
A040910,아이씨디,12,2018,Annual,-24.97,-2.04,-0.59,7.65,21.81
A040910,아이씨디,12,2019,Annual,-48.03,11.92,-7.00,-63.99,-62.62
A040910,아이씨디,12,2020,Annual,154.07,22.05,-2.17,250.23,200.03
A040910,아이씨디,12,2021,Annual,-62.53,-6.43,0.11,-96.58,-97.72
A040910,아이씨디,12,2022,Annual,30.38,-8.75,14.57,적전,적전
A418620,이에이트,12,2011,Annual,,,,,
A418620,이에이트,12,2012,Annual,,,,,
A418620,이에이트,12,2013,Annual,,,,,
A418620,이에이트,12,2014,Annual,,,,,
A418620,이에이트,12,2015,Annual,,,,,
A418620,이에이트,12,2016,Annual,,,,,
A418620,이에이트,12,2017,Annual,,,,,
A418620,이에이트,12,2018,Annual,,,,,
A418620,이에이트,12,2019,Annual,,,,,
A418620,이에이트,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A418620,이에이트,12,2021,Annual,98.04,잠식지속,3.16,적지,적지
A418620,이에이트,12,2022,Annual,56.46,잠식지속,-22.91,적지,적지
A138610,나이벡,12,2011,Annual,-48.72,463.79,-2.41,적전,적지
A138610,나이벡,12,2012,Annual,43.42,-14.03,4.29,적지,적지
A138610,나이벡,12,2013,Annual,-41.38,-34.26,-5.69,적지,적지
A138610,나이벡,12,2014,Annual,110.66,-12.77,-7.53,적지,적지
A138610,나이벡,12,2015,Annual,-12.80,113.00,8.07,적지,적지
A138610,나이벡,12,2016,Annual,15.11,-9.03,18.70,적지,적지
A138610,나이벡,12,2017,Annual,31.19,25.61,7.58,적지,적지
A138610,나이벡,12,2018,Annual,-17.37,-14.45,0.00,적지,적지
A138610,나이벡,12,2019,Annual,78.34,159.12,13.24,적지,적지
A138610,나이벡,12,2020,Annual,-31.55,16.18,6.25,적지,적지
A138610,나이벡,12,2021,Annual,114.33,-14.12,6.78,적지,적지
A138610,나이벡,12,2022,Annual,59.04,20.94,-6.20,흑전,적지
A230240,에치에프알,12,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A230240,에치에프알,12,2012,Annual,29.85,23.88,30.91,-14.52,-19.26
A230240,에치에프알,12,2013,Annual,-39.02,-8.15,-7.62,-71.81,적전
A230240,에치에프알,12,2014,Annual,-19.38,-1.80,-12.38,-33.87,적지
A230240,에치에프알,12,2015,Annual,38.98,12.76,-5.29,5.34,흑전
A230240,에치에프알,12,2016,Annual,71.34,18.23,13.35,234.15,90.03
A230240,에치에프알,12,2017,Annual,16.51,10.74,-2.53,-61.62,-59.02
A230240,에치에프알,12,2018,Annual,3.21,48.24,29.18,1.90,-81.61
A230240,에치에프알,12,2019,Annual,16.05,2.19,143.11,-21.91,-26.91
A230240,에치에프알,12,2020,Annual,-41.23,-9.36,57.49,적전,적전
A230240,에치에프알,12,2021,Annual,124.13,25.05,10.12,흑전,흑전
A230240,에치에프알,12,2022,Annual,77.50,92.04,17.37,313.22,267.94
A091440,한울소재과학,12,2011,Annual,9.25,1.18,426.74,-43.03,-57.36
A091440,한울소재과학,12,2012,Annual,1.85,2.33,-7.31,43.51,13.40
A091440,한울소재과학,12,2013,Annual,3.90,1.25,-5.21,-63.61,-64.24
A091440,한울소재과학,12,2014,Annual,55.53,9.25,4.55,380.41,580.04
A091440,한울소재과학,12,2015,Annual,-14.18,4.04,-4.50,-69.19,-64.88
A091440,한울소재과학,12,2016,Annual,15.16,-8.23,-6.15,적전,적전
A091440,한울소재과학,12,2017,Annual,-13.15,2.72,-4.44,흑전,흑전
A091440,한울소재과학,12,2018,Annual,-19.25,-12.63,-1.81,적전,적전
A091440,한울소재과학,12,2019,Annual,87.06,21.81,-5.51,흑전,흑전
A091440,한울소재과학,12,2020,Annual,-29.25,-23.85,55.02,적전,적전
A091440,한울소재과학,12,2021,Annual,-13.53,-31.68,-4.58,적지,적지
A091440,한울소재과학,12,2022,Annual,-33.38,18.97,241.44,적지,적지
A384470,코어라인소프트,12,2011,Annual,,,,,
A384470,코어라인소프트,12,2012,Annual,,,,,
A384470,코어라인소프트,12,2013,Annual,,,,,
A384470,코어라인소프트,12,2014,Annual,,,,,
A384470,코어라인소프트,12,2015,Annual,,,,,
A384470,코어라인소프트,12,2016,Annual,,,,,
A384470,코어라인소프트,12,2017,Annual,,,,,
A384470,코어라인소프트,12,2018,Annual,,,,,
A384470,코어라인소프트,12,2019,Annual,,,,,
A384470,코어라인소프트,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A384470,코어라인소프트,12,2021,Annual,-5.45,105.88,17.42,적지,적지
A384470,코어라인소프트,12,2022,Annual,89.34,-81.56,-1.81,적지,적지
A024810,이화전기,12,2011,Annual,5.39,37.03,47.89,-49.69,-27.69
A024810,이화전기,12,2012,Annual,112.50,8.79,41.37,적전,적전
A024810,이화전기,12,2013,Annual,-4.88,-23.01,-4.28,적지,적지
A024810,이화전기,12,2014,Annual,-10.82,-19.84,-0.36,적지,적지
A024810,이화전기,12,2015,Annual,-61.87,-6.39,-40.17,흑전,적지
A024810,이화전기,12,2016,Annual,11.67,33.16,-1.12,-35.15,적지
A024810,이화전기,12,2017,Annual,3.57,57.23,-32.52,-45.91,흑전
A024810,이화전기,12,2018,Annual,-11.26,81.83,-3.38,적전,적전
A024810,이화전기,12,2019,Annual,35.20,10.64,1.84,흑전,적지
A024810,이화전기,12,2020,Annual,-6.25,-9.03,-2.58,적전,적지
A024810,이화전기,12,2021,Annual,25.32,38.21,3.57,적지,흑전
A024810,이화전기,12,2022,Annual,-21.41,-16.98,12.20,적지,적전
A067080,대화제약,12,2011,Annual,44.63,8.24,14.24,-13.99,-14.18
A067080,대화제약,12,2012,Annual,0.80,7.73,-3.20,-7.77,-5.48
A067080,대화제약,12,2013,Annual,-10.60,1.04,-5.31,-43.68,-43.03
A067080,대화제약,12,2014,Annual,5.42,-5.68,-0.82,-2.43,적전
A067080,대화제약,12,2015,Annual,3.08,5.52,0.64,25.67,흑전
A067080,대화제약,12,2016,Annual,2.31,18.89,41.42,-4.77,-8.66
A067080,대화제약,12,2017,Annual,-14.12,13.76,-5.89,56.96,222.58
A067080,대화제약,12,2018,Annual,-9.87,-0.35,-2.38,-37.74,-47.55
A067080,대화제약,12,2019,Annual,4.06,1.02,5.66,19.71,42.80
A067080,대화제약,12,2020,Annual,-4.59,2.50,0.10,-36.70,적전
A067080,대화제약,12,2021,Annual,7.15,-3.18,-0.64,-16.70,흑전
A067080,대화제약,12,2022,Annual,12.59,-2.07,31.93,78.08,-37.77
A046210,HLB파나진,12,2011,Annual,21.77,-4.36,-11.06,적지,적지
A046210,HLB파나진,12,2012,Annual,-92.24,-44.01,-16.30,적지,적지
A046210,HLB파나진,12,2013,Annual,31.13,-0.12,-49.48,적지,적지
A046210,HLB파나진,12,2014,Annual,18.86,-0.21,-1.79,적지,적지
A046210,HLB파나진,12,2015,Annual,18.13,0.14,-1.03,흑전,적지
A046210,HLB파나진,12,2016,Annual,17.59,136.88,22.86,적전,적지
A046210,HLB파나진,12,2017,Annual,6.23,-5.97,78.09,적지,적지
A046210,HLB파나진,12,2018,Annual,4.18,-17.82,-3.63,적지,적지
A046210,HLB파나진,12,2019,Annual,3.20,23.93,-3.41,적지,흑전
A046210,HLB파나진,12,2020,Annual,104.61,24.08,-8.63,흑전,40.27
A046210,HLB파나진,12,2021,Annual,-4.09,19.04,-6.49,-19.11,1.04
A046210,HLB파나진,12,2022,Annual,-9.16,6.18,-5.06,-62.08,-54.90
A067000,조이시티,12,2011,Annual,48.05,13.15,5.97,191.91,246.95
A067000,조이시티,12,2012,Annual,43.95,9.44,-82.41,29.30,17.44
A067000,조이시티,12,2013,Annual,-40.51,-10.88,-3.48,적전,적전
A067000,조이시티,12,2014,Annual,24.15,-6.99,-17.51,흑전,흑전
A067000,조이시티,12,2015,Annual,23.68,20.69,-20.87,49.13,-68.64
A067000,조이시티,12,2016,Annual,26.04,-33.54,-7.72,-62.96,적전
A067000,조이시티,12,2017,Annual,27.12,-25.16,-11.26,적전,적지
A067000,조이시티,12,2018,Annual,-5.38,-21.83,-11.08,적지,적지
A067000,조이시티,12,2019,Annual,18.24,-5.57,2.71,흑전,적지
A067000,조이시티,12,2020,Annual,60.36,211.11,18.85,139.52,흑전
A067000,조이시티,12,2021,Annual,21.72,24.86,24.26,6.49,-39.68
A067000,조이시티,12,2022,Annual,-18.64,1.73,"1,305.53",-66.05,-54.76
A194700,노바렉스,12,2011,Annual,191.75,17.33,-1.82,흑전,흑전
A194700,노바렉스,12,2012,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A194700,노바렉스,12,2013,Annual,12.83,28.73,45.72,-6.64,-3.37
A194700,노바렉스,12,2014,Annual,37.79,23.28,5.19,88.79,60.26
A194700,노바렉스,12,2015,Annual,23.25,47.21,7.60,89.62,90.85
A194700,노바렉스,12,2016,Annual,-6.79,23.27,13.66,-8.40,-4.90
A194700,노바렉스,12,2017,Annual,4.83,16.94,33.22,-3.66,-13.52
A194700,노바렉스,12,2018,Annual,32.72,51.11,34.96,14.52,15.08
A194700,노바렉스,12,2019,Annual,48.26,16.17,88.28,43.86,58.51
A194700,노바렉스,12,2020,Annual,40.06,26.25,67.21,65.54,72.34
A194700,노바렉스,12,2021,Annual,25.11,20.67,26.66,11.18,5.25
A194700,노바렉스,12,2022,Annual,1.04,29.59,2.61,-16.08,-24.21
A036560,영풍정밀,12,2011,Annual,9.33,20.31,8.76,7.16,5.91
A036560,영풍정밀,12,2012,Annual,1.25,15.67,58.63,-34.92,-24.04
A036560,영풍정밀,12,2013,Annual,-17.53,-0.91,43.07,-29.33,-29.57
A036560,영풍정밀,12,2014,Annual,-13.62,10.13,26.10,6.06,8.65
A036560,영풍정밀,12,2015,Annual,-14.81,4.62,1.78,-34.50,-8.96
A036560,영풍정밀,12,2016,Annual,-16.68,1.12,14.77,-32.24,-22.71
A036560,영풍정밀,12,2017,Annual,8.68,3.65,-23.65,68.68,30.13
A036560,영풍정밀,12,2018,Annual,0.07,-8.64,-2.87,21.93,23.71
A036560,영풍정밀,12,2019,Annual,13.77,-0.12,-3.03,10.98,11.08
A036560,영풍정밀,12,2020,Annual,21.14,-1.05,-2.90,2.23,5.99
A036560,영풍정밀,12,2021,Annual,-13.32,13.66,-2.52,-17.43,-11.84
A036560,영풍정밀,12,2022,Annual,13.11,6.47,-2.64,40.27,31.94
A065680,우주일렉트로,12,2011,Annual,-12.46,6.41,0.33,-66.83,-61.85
A065680,우주일렉트로,12,2012,Annual,15.41,4.62,19.31,38.75,-14.99
A065680,우주일렉트로,12,2013,Annual,22.17,7.31,1.51,8.57,57.91
A065680,우주일렉트로,12,2014,Annual,-18.16,3.41,-0.76,-40.31,-36.42
A065680,우주일렉트로,12,2015,Annual,1.03,-0.19,-0.81,37.15,47.10
A065680,우주일렉트로,12,2016,Annual,18.60,2.59,-4.75,34.47,8.80
A065680,우주일렉트로,12,2017,Annual,-4.78,3.07,4.89,-50.76,-24.62
A065680,우주일렉트로,12,2018,Annual,-10.11,-0.64,-1.21,-92.22,-95.52
A065680,우주일렉트로,12,2019,Annual,2.36,5.14,16.71,"2,077.24","2,393.10"
A065680,우주일렉트로,12,2020,Annual,2.70,4.29,1.03,9.33,9.45
A065680,우주일렉트로,12,2021,Annual,4.85,8.99,-9.67,40.32,29.43
A065680,우주일렉트로,12,2022,Annual,-9.38,4.66,2.40,-15.64,-26.83
A043610,지니뮤직,12,2011,Annual,-22.09,-10.58,-0.85,적지,적전
A043610,지니뮤직,12,2012,Annual,0.36,98.34,-11.76,흑전,적지
A043610,지니뮤직,12,2013,Annual,61.91,-13.15,-21.74,적전,적지
A043610,지니뮤직,12,2014,Annual,69.87,62.26,-9.17,흑전,흑전
A043610,지니뮤직,12,2015,Annual,3.29,6.10,-14.15,-74.23,4.41
A043610,지니뮤직,12,2016,Annual,24.79,14.02,-27.15,153.09,143.47
A043610,지니뮤직,12,2017,Annual,39.86,33.55,-16.09,-50.98,적전
A043610,지니뮤직,12,2018,Annual,10.02,59.84,214.96,186.85,흑전
A043610,지니뮤직,12,2019,Annual,34.59,4.99,25.16,17.97,23.18
A043610,지니뮤직,12,2020,Annual,7.16,6.13,-2.99,41.05,29.50
A043610,지니뮤직,12,2021,Annual,2.04,-33.51,-20.30,-8.39,적전
A043610,지니뮤직,12,2022,Annual,13.53,68.14,19.99,31.61,흑전
A088390,이녹스,12,2011,Annual,11.09,18.12,48.60,-0.22,-1.97
A088390,이녹스,12,2012,Annual,22.79,22.38,26.09,41.98,37.56
A088390,이녹스,12,2013,Annual,30.77,64.85,24.46,76.01,118.90
A088390,이녹스,12,2014,Annual,-22.21,7.98,11.25,-39.42,-43.67
A088390,이녹스,12,2015,Annual,47.37,26.14,15.15,-48.53,-56.37
A088390,이녹스,12,2016,Annual,-75.39,0.54,-7.95,적전,-53.70
A088390,이녹스,12,2017,Annual,-12.15,7.49,-85.93,적지,"5,216.82"
A088390,이녹스,12,2018,Annual,25.20,-17.96,-8.70,흑전,적전
A088390,이녹스,12,2019,Annual,-28.07,-13.50,-6.13,적전,적지
A088390,이녹스,12,2020,Annual,30.86,9.60,-8.96,흑전,흑전
A088390,이녹스,12,2021,Annual,38.23,49.09,19.26,127.91,340.61
A088390,이녹스,12,2022,Annual,7.03,7.44,16.93,-10.54,-74.99
A472850,폰드그룹,12,2011,Annual,,,,,
A472850,폰드그룹,12,2012,Annual,,,,,
A472850,폰드그룹,12,2013,Annual,,,,,
A472850,폰드그룹,12,2014,Annual,,,,,
A472850,폰드그룹,12,2015,Annual,,,,,
A472850,폰드그룹,12,2016,Annual,,,,,
A472850,폰드그룹,12,2017,Annual,,,,,
A472850,폰드그룹,12,2018,Annual,,,,,
A472850,폰드그룹,12,2019,Annual,,,,,
A472850,폰드그룹,12,2020,Annual,,,,,
A472850,폰드그룹,12,2021,Annual,,,,,
A472850,폰드그룹,12,2022,Annual,,,,,
A006620,동구바이오제약,12,2011,Annual,-2.13,41.73,-1.49,66.98,흑전
A006620,동구바이오제약,12,2012,Annual,-6.82,26.46,38.81,-59.75,-93.79
A006620,동구바이오제약,12,2013,Annual,4.28,18.23,0.65,77.59,-81.63
A006620,동구바이오제약,12,2014,Annual,13.61,3.00,-1.71,164.69,"2,942.30"
A006620,동구바이오제약,12,2015,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A006620,동구바이오제약,12,2016,Annual,8.70,764.45,-6.34,32.26,170.82
A006620,동구바이오제약,12,2017,Annual,15.75,71.22,-4.55,26.14,0.28
A006620,동구바이오제약,12,2018,Annual,3.67,91.01,12.57,-57.40,-58.25
A006620,동구바이오제약,12,2019,Annual,19.46,18.80,18.24,13.80,230.48
A006620,동구바이오제약,12,2020,Annual,11.16,10.51,5.51,17.81,-39.47
A006620,동구바이오제약,12,2021,Annual,11.45,5.78,-2.01,6.94,2.04
A006620,동구바이오제약,12,2022,Annual,25.68,1.98,-1.13,109.35,-29.09
A094820,일진파워,12,2011,Annual,-5.00,6.47,69.38,521.93,80.48
A094820,일진파워,12,2012,Annual,6.43,-5.04,4.07,-50.76,-88.91
A094820,일진파워,12,2013,Annual,-21.01,2.55,0.02,134.62,743.27
A094820,일진파워,12,2014,Annual,7.60,4.79,-5.09,33.30,18.31
A094820,일진파워,12,2015,Annual,4.55,-0.46,7.91,-1.46,-44.29
A094820,일진파워,12,2016,Annual,12.02,6.58,-10.41,-0.28,127.73
A094820,일진파워,12,2017,Annual,6.04,19.40,-2.32,116.64,119.13
A094820,일진파워,12,2018,Annual,11.97,14.64,0.15,7.26,8.48
A094820,일진파워,12,2019,Annual,15.97,7.43,5.75,-24.66,-25.69
A094820,일진파워,12,2020,Annual,-8.07,4.60,4.03,-9.00,-9.44
A094820,일진파워,12,2021,Annual,10.64,12.12,5.84,43.90,43.77
A094820,일진파워,12,2022,Annual,5.44,11.40,-5.81,-4.82,2.30
A085670,뉴프렉스,12,2011,Annual,-2.81,-2.25,1.80,42.64,적지
A085670,뉴프렉스,12,2012,Annual,66.57,6.03,-0.29,290.49,흑전
A085670,뉴프렉스,12,2013,Annual,17.44,-9.00,10.31,-66.40,적전
A085670,뉴프렉스,12,2014,Annual,1.86,6.32,2.73,174.50,흑전
A085670,뉴프렉스,12,2015,Annual,-12.46,11.19,10.94,적전,적전
A085670,뉴프렉스,12,2016,Annual,20.39,-2.25,-2.44,흑전,적지
A085670,뉴프렉스,12,2017,Annual,5.16,16.67,9.62,692.78,흑전
A085670,뉴프렉스,12,2018,Annual,28.02,30.83,33.50,49.31,70.85
A085670,뉴프렉스,12,2019,Annual,-34.40,-18.35,6.08,적전,적전
A085670,뉴프렉스,12,2020,Annual,15.87,-19.92,3.91,적지,적지
A085670,뉴프렉스,12,2021,Annual,15.52,31.54,12.01,흑전,흑전
A085670,뉴프렉스,12,2022,Annual,51.63,27.58,1.50,"1,065.31",444.73
A027710,팜스토리,12,2011,Annual,5.38,-10.46,56.32,-27.51,적전
A027710,팜스토리,12,2012,Annual,21.14,13.11,14.17,122.37,흑전
A027710,팜스토리,12,2013,Annual,-1.85,1.82,2.99,-33.04,-66.49
A027710,팜스토리,12,2014,Annual,-1.98,-26.77,1.70,51.83,적전
A027710,팜스토리,12,2015,Annual,3.78,31.88,-13.91,-0.39,흑전
A027710,팜스토리,12,2016,Annual,-15.25,22.00,-4.25,-1.27,617.06
A027710,팜스토리,12,2017,Annual,-6.88,1.63,-26.65,-12.66,-0.64
A027710,팜스토리,12,2018,Annual,9.91,-0.05,6.26,-6.66,적전
A027710,팜스토리,12,2019,Annual,-5.49,-0.41,3.91,-45.90,적지
A027710,팜스토리,12,2020,Annual,10.83,20.31,-13.55,112.02,흑전
A027710,팜스토리,12,2021,Annual,7.10,25.79,32.17,13.92,-81.84
A027710,팜스토리,12,2022,Annual,37.97,-2.42,1.52,25.25,적전
A451220,아이엠티,12,2011,Annual,,,,,
A451220,아이엠티,12,2012,Annual,,,,,
A451220,아이엠티,12,2013,Annual,,,,,
A451220,아이엠티,12,2014,Annual,,,,,
A451220,아이엠티,12,2015,Annual,,,,,
A451220,아이엠티,12,2016,Annual,,,,,
A451220,아이엠티,12,2017,Annual,,,,,
A451220,아이엠티,12,2018,Annual,,,,,
A451220,아이엠티,12,2019,Annual,,,,,
A451220,아이엠티,12,2020,Annual,,,,,
A451220,아이엠티,12,2021,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A451220,아이엠티,12,2022,Annual,46.79,153.66,-7.85,흑전,적지
A282720,금양그린파워,12,2011,Annual,60.13,60.40,-0.47,82.93,61.20
A282720,금양그린파워,12,2012,Annual,80.74,26.46,348.26,-14.78,-40.81
A282720,금양그린파워,12,2013,Annual,-16.29,16.82,-12.75,11.57,14.42
A282720,금양그린파워,12,2014,Annual,-24.90,20.70,-18.68,10.19,20.72
A282720,금양그린파워,12,2015,Annual,-22.73,0.92,11.92,-83.60,-73.67
A282720,금양그린파워,12,2016,Annual,7.06,17.85,0.10,282.85,292.78
A282720,금양그린파워,12,2017,Annual,69.47,5.35,-3.54,-30.65,-65.20
A282720,금양그린파워,12,2018,Annual,-8.56,41.20,15.52,105.35,-26.66
A282720,금양그린파워,12,2019,Annual,18.79,6.63,3.11,42.50,260.70
A282720,금양그린파워,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A282720,금양그린파워,12,2021,Annual,15.97,50.77,12.14,151.35,335.66
A282720,금양그린파워,12,2022,Annual,33.28,11.70,50.19,-9.19,-10.50
A214180,헥토이노베이션,12,2011,Annual,,,,,
A214180,헥토이노베이션,12,2012,Annual,,,,,
A214180,헥토이노베이션,12,2013,Annual,,,,,
A214180,헥토이노베이션,12,2014,Annual,72.79,96.58,118.90,163.80,160.35
A214180,헥토이노베이션,12,2015,Annual,50.62,329.85,12.16,82.64,66.58
A214180,헥토이노베이션,12,2016,Annual,52.83,147.84,"1,282.84",44.18,26.10
A214180,헥토이노베이션,12,2017,Annual,97.79,18.00,-72.78,34.89,65.11
A214180,헥토이노베이션,12,2018,Annual,33.36,11.71,37.59,21.70,7.59
A214180,헥토이노베이션,12,2019,Annual,15.29,40.00,68.40,3.60,21.27
A214180,헥토이노베이션,12,2020,Annual,38.14,12.45,59.15,4.53,22.65
A214180,헥토이노베이션,12,2021,Annual,29.32,13.42,-14.27,32.90,10.71
A214180,헥토이노베이션,12,2022,Annual,18.97,3.17,10.51,-4.89,-0.89
A264450,유비쿼스,12,2011,Annual,,,,,
A264450,유비쿼스,12,2012,Annual,,,,,
A264450,유비쿼스,12,2013,Annual,,,,,
A264450,유비쿼스,12,2014,Annual,,,,,
A264450,유비쿼스,12,2015,Annual,,,,,
A264450,유비쿼스,12,2016,Annual,,,,,
A264450,유비쿼스,12,2017,Annual,,,,,
A264450,유비쿼스,12,2018,Annual,24.99,18.18,-4.24,21.02,21.50
A264450,유비쿼스,12,2019,Annual,9.03,10.09,-9.90,-26.80,-25.16
A264450,유비쿼스,12,2020,Annual,6.34,15.77,-4.99,55.19,44.53
A264450,유비쿼스,12,2021,Annual,25.92,24.93,-2.44,67.99,78.92
A264450,유비쿼스,12,2022,Annual,-3.86,12.04,11.01,-22.95,-25.40
A317870,엔바이오니아,12,2011,Annual,,,,,
A317870,엔바이오니아,12,2012,Annual,,,,,
A317870,엔바이오니아,12,2013,Annual,102.07,60.33,-2.20,"1,238.27",흑전
A317870,엔바이오니아,12,2014,Annual,-27.67,-12.99,-3.29,-82.93,적전
A317870,엔바이오니아,12,2015,Annual,73.24,195.38,4.65,366.84,흑전
A317870,엔바이오니아,12,2016,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A317870,엔바이오니아,12,2017,Annual,43.95,15.39,36.31,119.72,220.29
A317870,엔바이오니아,12,2018,Annual,7.65,46.88,-0.77,-4.25,-65.76
A317870,엔바이오니아,12,2019,Annual,13.76,279.84,11.16,-37.09,52.53
A317870,엔바이오니아,12,2020,Annual,-15.74,-6.98,14.11,적전,적전
A317870,엔바이오니아,12,2021,Annual,8.31,-7.85,29.45,적지,적지
A317870,엔바이오니아,12,2022,Annual,24.27,13.56,-2.28,적지,흑전
A045970,코아시아,12,2011,Annual,4.93,2.33,12.64,-89.27,-78.41
A045970,코아시아,12,2012,Annual,3.16,2.16,3.87,137.67,204.19
A045970,코아시아,12,2013,Annual,23.60,-2.15,23.15,-96.66,적전
A045970,코아시아,12,2014,Annual,-10.93,-14.00,5.41,적전,적지
A045970,코아시아,12,2015,Annual,8.34,46.58,53.25,흑전,흑전
A045970,코아시아,12,2016,Annual,42.69,13.08,-2.63,131.65,적전
A045970,코아시아,12,2017,Annual,7.12,5.70,-3.19,24.03,흑전
A045970,코아시아,12,2018,Annual,-14.75,-8.12,-1.66,-73.82,적전
A045970,코아시아,12,2019,Annual,21.34,2.73,13.21,365.67,흑전
A045970,코아시아,12,2020,Annual,-10.47,-6.32,-4.96,적전,적전
A045970,코아시아,12,2021,Annual,-3.11,39.28,15.62,적지,적지
A045970,코아시아,12,2022,Annual,20.75,-12.15,12.68,적지,적지
A377450,리파인,12,2011,Annual,,,,,
A377450,리파인,12,2012,Annual,,,,,
A377450,리파인,12,2013,Annual,,,,,
A377450,리파인,12,2014,Annual,,,,,
A377450,리파인,12,2015,Annual,,,,,
A377450,리파인,12,2016,Annual,,,,,
A377450,리파인,12,2017,Annual,24.48,29.01,-12.19,48.25,46.18
