iter	Logloss
0	0.654688294
1	0.6180698798
2	0.5823797955
3	0.5517393035
4	0.5224446615
5	0.495188941
6	0.4687663257
7	0.4444089316
8	0.421709957
9	0.4007997094
10	0.3815909285
11	0.3630022251
12	0.3461400474
13	0.3298310567
14	0.3155385087
15	0.3015634924
16	0.289065254
17	0.276574583
18	0.2643441549
19	0.2536042997
20	0.2435528267
21	0.2342373235
22	0.2257241846
23	0.2175049821
24	0.2102705793
25	0.2031682705
26	0.1965370736
27	0.1900713789
28	0.1840163812
29	0.1783113061
30	0.1733945645
31	0.1685304843
32	0.1636799138
33	0.1591092117
34	0.1550338621
35	0.1509577309
36	0.1476957244
37	0.1443895293
38	0.1411099814
39	0.138425551
40	0.1354396789
41	0.1328316789
42	0.1302367048
43	0.1280666444
44	0.1253969518
45	0.1232834731
46	0.1214189855
47	0.1194172929
48	0.1178077512
49	0.116202539
50	0.1147501255
51	0.1132845251
52	0.1117770063
53	0.1103411419
54	0.1084957712
55	0.1070468313
56	0.1055674359
57	0.104416489
58	0.103482738
59	0.1024103552
60	0.1013809266
61	0.1004768185
62	0.09971470406
63	0.09885974667
64	0.09811292199
65	0.09716315541
66	0.09630129434
67	0.09543889364
68	0.09472834269
69	0.09410218029
70	0.09332074421
71	0.09264564204
72	0.09201048564
73	0.09146190116
74	0.09085786401
75	0.09026727444
76	0.08977327424
77	0.08924497899
78	0.0888280729
79	0.0882001241
80	0.08755673664
81	0.08694038701
82	0.08658779113
83	0.08615522927
84	0.08576372348
85	0.08520852066
86	0.0848773367
87	0.084360622
88	0.08399663165
89	0.0836270092
90	0.08336952023
91	0.08307954742
92	0.08266162407
93	0.08234916625
94	0.08187406586
95	0.08152153201
96	0.08127221208
97	0.08096309755
98	0.08070421917
99	0.08040272782
100	0.08013338539
101	0.07987834651
102	0.07948431
103	0.07914684265
104	0.07886549787
105	0.0785897852
106	0.078339876
107	0.07809405443
108	0.07790467797
109	0.07769906889
110	0.07754496132
111	0.07739428388
112	0.07711613353
113	0.07691532538
114	0.07671480877
115	0.07637539375
116	0.07613063905
117	0.07597947159
118	0.0758372237
119	0.07546056732
120	0.0752867908
121	0.07511825562
122	0.07494011856
123	0.07472090062
124	0.07444667661
125	0.07422972268
126	0.07398191002
127	0.07382279063
128	0.07361188439
129	0.07338860985
130	0.07321505663
131	0.07300981971
132	0.07281890497
133	0.07264778944
134	0.07249850141
135	0.07215162448
136	0.07200998446
137	0.07190456235
138	0.07172331771
139	0.07153095152
140	0.07120673327
141	0.07102962587
142	0.07087302479
143	0.07067395962
144	0.07055455029
145	0.07041526112
146	0.07024435028
147	0.07002799181
148	0.06991057977
149	0.06979734839
150	0.06958283215
151	0.0694465079
152	0.06908222602
153	0.06891194786
154	0.06868597511
155	0.0684773701
156	0.06808890986
157	0.06788168806
158	0.06777036093
159	0.06761070189
160	0.06742861988
161	0.06718298439
162	0.06707784761
163	0.06691392728
164	0.06654118484
165	0.06639360257
166	0.06623709454
167	0.06608961772
168	0.06593531787
169	0.06583630321
170	0.06552721969
171	0.065382255
172	0.06518921891
173	0.06499400565
174	0.06490418969
175	0.06483554375
176	0.06468414059
177	0.06452680138
178	0.06432812698
179	0.06422434861
180	0.06407138235
181	0.06394925001
182	0.06380699592
183	0.06366402231
184	0.06358562563
185	0.06338236119
186	0.06326374581
187	0.06311119514
188	0.06291725965
189	0.06274713036
190	0.06260196717
191	0.06244780998
192	0.06226418968
193	0.06202902445
194	0.06187218147
195	0.06180602903
196	0.06167574006
197	0.06147009377
198	0.06133659177
199	0.06120640824
200	0.06109343738
201	0.06100951404
202	0.06084237448
203	0.06068280228
204	0.06048617479
205	0.06035482515
206	0.06020777012
207	0.06015963671
208	0.06006060344
209	0.05986297731
210	0.05976057595
211	0.05970855961
212	0.05955149333
213	0.05942319544
214	0.05921960846
215	0.0590497831
216	0.05893528636
217	0.05882736454
218	0.05863051376
219	0.05847537653
220	0.05839021884
221	0.05822317232
222	0.05804370167
223	0.05787713276
224	0.05782363395
225	0.0577333962
226	0.05757908395
227	0.05749562581
228	0.05733148218
229	0.05714911484
230	0.05705778541
231	0.05698953024
232	0.05693565307
233	0.05689905678
234	0.05671629867
235	0.05657463384
236	0.05646841158
237	0.05641008082
238	0.05633797994
239	0.05629305336
240	0.05612604405
241	0.05605859524
242	0.05592998722
243	0.05587697223
244	0.05566129607
245	0.05536907785
246	0.05520012088
247	0.05498901615
248	0.05481203901
249	0.0546668324
250	0.05453303888
251	0.05444897908
252	0.0543501319
253	0.05406269601
254	0.05389355915
255	0.05382449142
256	0.05371066458
257	0.05354745756
258	0.05339030444
259	0.0532690777
260	0.05320407278
261	0.05312014944
262	0.05299686959
263	0.05284282405
264	0.05277390519
265	0.05262248342
266	0.05256049924
267	0.05238571787
268	0.05226684198
269	0.0521225968
270	0.05199510528
271	0.05193674971
272	0.05175621529
273	0.05148276973
274	0.05140031024
275	0.05130735258
276	0.05122428832
277	0.0510545498
278	0.05087335478
279	0.0507014515
280	0.05059750565
281	0.05052813398
282	0.05043045292
283	0.0502921872
284	0.05014607189
285	0.04996633142
286	0.04991849884
287	0.04981642932
288	0.04966560922
289	0.04962627752
290	0.04948988814
291	0.0494452996
292	0.04926624763
293	0.0491792012
294	0.04905729216
295	0.04901340143
296	0.0489521895
297	0.04886312407
298	0.04883203274
299	0.04872278973
300	0.04868575926
301	0.04864225
302	0.0484970589
303	0.04825399135
304	0.04820652783
305	0.04812123368
306	0.04793867406
307	0.04776177445
308	0.04769946153
309	0.04749529149
310	0.04737992946
311	0.04731797939
312	0.04723994557
313	0.0471748228
314	0.04710658314
315	0.04698225192
316	0.04685847895
317	0.0467992643
318	0.0467044055
319	0.04666793327
320	0.04654365788
321	0.04651457314
322	0.04637375498
323	0.04627469071
324	0.04618895926
325	0.04615378651
326	0.04607437258
327	0.04594611191
328	0.04584907594
329	0.04578012606
330	0.04570340412
331	0.04555083484
332	0.04536066443
333	0.04528963973
334	0.04521465146
335	0.04509572905
336	0.04493540322
337	0.0448488313
338	0.04479122007
339	0.04472336188
340	0.04460403628
341	0.04456087748
342	0.04448953954
343	0.04442534718
344	0.04432532768
345	0.04419249558
346	0.04410685407
347	0.04397017626
348	0.0439084526
349	0.04378548599
350	0.04370986814
351	0.04354966947
352	0.04347587523
353	0.04340564139
354	0.0432474524
355	0.04315803342
356	0.04308838883
357	0.04303328972
358	0.04294519812
359	0.04289168691
360	0.04265642554
361	0.04254386716
362	0.04245856681
363	0.04234929589
364	0.04225741751
365	0.04213698472
366	0.04206145992
367	0.04198124273
368	0.04187708909
369	0.04180036095
370	0.04169815498
371	0.04159529461
372	0.04145261253
373	0.04139150294
374	0.04131236193
375	0.04130424562
376	0.04127040336
377	0.0412003804
378	0.04114321887
379	0.04109288037
380	0.04097419677
381	0.04090599432
382	0.04085684986
383	0.04075314902
384	0.04064363619
385	0.04057059559
386	0.04052492467
387	0.04042417325
388	0.04037141877
389	0.04030074453
390	0.0402514543
391	0.04015801903
392	0.04004154671
393	0.03996604981
394	0.03991626646
395	0.03978197051
396	0.039615169
397	0.03955551396
398	0.03946870323
399	0.03939837014
400	0.03931980908
401	0.03917683237
402	0.03908719939
403	0.03904290548
404	0.03898228281
405	0.03887262422
406	0.03881742586
407	0.03870487368
408	0.03858401911
409	0.03852374689
410	0.03836026075
411	0.03830273016
412	0.03825217146
413	0.03812629576
414	0.03807656513
415	0.03802760054
416	0.03791633544
417	0.03780084625
418	0.03774088728
419	0.03769235688
420	0.03755031989
421	0.03749809575
422	0.03743087955
423	0.03734885735
424	0.03728651031
425	0.03718888818
426	0.03713568401
427	0.03701011224
428	0.03695511857
429	0.03693208772
430	0.03686194691
431	0.03670214521
432	0.03661915539
433	0.03653814424
434	0.03645665859
435	0.03638702641
436	0.0363532865
437	0.03626769771
438	0.0361869719
439	0.03615231398
440	0.03610924511
441	0.03598606141
442	0.03590429353
443	0.0357435397
444	0.03568973076
445	0.03561437343
446	0.03560196171
447	0.03556088083
448	0.03554391938
449	0.03548741534
450	0.03532869913
451	0.03526261803
452	0.03524496497
453	0.03516868653
454	0.03511003944
455	0.03504808007
456	0.03501006336
457	0.03496585009
458	0.03491761743
459	0.03483851053
460	0.03476038677
461	0.03470550165
462	0.0346231197
463	0.03450975496
464	0.03438802269
465	0.03429509605
466	0.03423696999
467	0.03415907573
468	0.03409410802
469	0.03405756136
470	0.0339758245
471	0.0338670622
472	0.03381826509
473	0.03376063835
474	0.03363358412
475	0.03354877379
476	0.03345836236
477	0.03336951713
478	0.03325397522
479	0.03315513115
480	0.03307428127
481	0.03297508674
482	0.03288192439
483	0.03280210417
484	0.03275740088
485	0.03265371555
486	0.03263263237
487	0.03253698892
488	0.03250999141
489	0.03249240038
490	0.03246510203
491	0.03237957218
492	0.03234362719
493	0.03225738401
494	0.03205405755
495	0.03200568843
496	0.03196305996
497	0.03193908319
498	0.03184596736
499	0.03182735598
500	0.03181680199
501	0.03176561061
502	0.03173199165
503	0.03166113132
504	0.03162405433
505	0.0316060105
506	0.03146028906
507	0.03131937167
508	0.03124609536
509	0.03118413289
510	0.0311340208
511	0.03108093758
512	0.03091785462
513	0.0308481418
514	0.0307620475
515	0.03072313758
516	0.03064711966
517	0.03062201709
518	0.03060535648
519	0.03057476137
520	0.03051132574
521	0.03039275999
522	0.0302711859
523	0.03015080274
524	0.03012716712
525	0.0301001541
526	0.03001095531
527	0.02996360965
528	0.02993493429
529	0.02981525824
530	0.0297648112
531	0.02969162484
532	0.02960566389
533	0.02950183589
534	0.02944807347
535	0.02943746675
536	0.02936728873
537	0.02928393604
538	0.02922303425
539	0.02910123375
540	0.02905219473
541	0.02901701888
542	0.02894560031
543	0.02886455815
544	0.02879255962
545	0.02877644174
546	0.02867592912
547	0.028556526
548	0.02854390028
549	0.02853411543
550	0.02852651705
551	0.02850507411
552	0.02844585946
553	0.02840120269
554	0.02834950889
555	0.02829802288
556	0.02825350257
557	0.02816279342
558	0.02807691
559	0.02799084361
560	0.02792370184
561	0.02790278923
562	0.02783906828
563	0.02782707214
564	0.02781597851
565	0.02776662935
566	0.02766494751
567	0.02757831977
568	0.02756817205
569	0.02752970254
570	0.02750370057
571	0.02743243706
572	0.02737988728
573	0.02728861987
574	0.02725480863
575	0.0272455231
576	0.02717208242
577	0.02713456813
578	0.02709569853
579	0.02707019279
580	0.02700426986
581	0.0269944788
582	0.02693153319
583	0.02686291516
584	0.02679330159
585	0.026760275
586	0.02668463234
587	0.02665633535
588	0.02659962042
589	0.02647711591
590	0.02640408462
591	0.02635363447
592	0.02627396622
593	0.02620656704
594	0.02613419323
595	0.02608785552
596	0.02600527508
597	0.02594405694
598	0.0258609198
599	0.02579410057
600	0.0257412391
601	0.02571042534
602	0.0256686575
603	0.02559950604
604	0.02548609168
605	0.02545065686
606	0.02540163335
607	0.02534873466
608	0.02531207635
609	0.02523095976
610	0.02520506789
611	0.02512413428
612	0.02511707399
613	0.02500997249
614	0.02498959177
615	0.02496467218
616	0.0249131381
617	0.02484420838
618	0.02481142835
619	0.02477852426
620	0.02474959149
621	0.02473580895
622	0.02471869864
623	0.0246648928
624	0.02465706957
625	0.02464193639
626	0.02459654769
627	0.02454017236
628	0.02446576871
629	0.02443272971
630	0.02438613147
631	0.02436300448
632	0.02430635313
633	0.02423947497
634	0.02420199945
635	0.02413828625
636	0.0240770433
637	0.02404870754
638	0.02401951581
639	0.02395632674
640	0.02393872486
641	0.02388984866
642	0.02383725856
643	0.02380580437
644	0.02379309336
645	0.02375776244
646	0.02372867305
647	0.02368565691
648	0.02365841129
649	0.02359416931
650	0.02355031269
651	0.02351290075
652	0.02350305077
653	0.02346499373
654	0.02345673476
655	0.02344544263
656	0.02340398494
657	0.02337964376
658	0.02329844188
659	0.02326407394
660	0.02325439143
661	0.02316926631
662	0.02313383924
663	0.02310699835
664	0.02304762398
665	0.02301814537
666	0.02299683579
667	0.02298080165
668	0.0228851737
669	0.02286406106
670	0.02279474522
671	0.02275664012
672	0.0227144567
673	0.02263209645
674	0.02260000492
675	0.02258217044
676	0.02255447512
677	0.02250674798
678	0.02244993691
679	0.02242869555
680	0.02237926266
681	0.02233762043
682	0.02233375921
683	0.02227842595
684	0.0222738328
685	0.02222319037
686	0.02219180441
687	0.0220900807
688	0.02204846793
689	0.02200269311
690	0.02193897992
691	0.02189360828
692	0.02181209471
693	0.02176543135
694	0.02170309361
695	0.02166138781
696	0.02165387316
697	0.02162358974
698	0.02157730785
699	0.02156083332
700	0.0215261816
701	0.02147756437
702	0.02144139143
703	0.02140298394
704	0.02136004688
705	0.02135228878
706	0.02132722188
707	0.02131936608
708	0.02131080938
709	0.02123670966
710	0.02120763267
711	0.02119045568
712	0.02114877933
713	0.02106973602
714	0.02106382479
715	0.02105308471
716	0.02097753354
717	0.02096701831
718	0.0209408101
719	0.02091078564
720	0.02086700967
721	0.02084654521
722	0.02081567408
723	0.02076117818
724	0.02069108234
725	0.02067029534
726	0.02064489349
727	0.02060159203
728	0.02057517292
729	0.02055000987
730	0.02054293873
731	0.02050217419
732	0.02047266766
733	0.02044497699
734	0.0204235387
735	0.02040861176
736	0.02038400697
737	0.02032580182
738	0.02032325869
739	0.02030873803
740	0.02029044144
741	0.02026398046
742	0.02023936791
743	0.02020809825
744	0.02018009589
745	0.02012949222
746	0.02011918634
747	0.02008249081
748	0.02002588598
749	0.02000423369
750	0.0199507473
751	0.01992591765
752	0.01986978888
753	0.01984535465
754	0.01983845719
755	0.01973130141
756	0.01970900869
757	0.0197011622
758	0.01966187702
759	0.01965340715
760	0.01959781802
761	0.01957652394
762	0.01953110424
763	0.01948432922
764	0.01945944375
765	0.01942317932
766	0.01940597286
767	0.01936805229
768	0.01932075935
769	0.01931210029
770	0.01927866742
771	0.01924563927
772	0.01921270727
773	0.01919643123
774	0.01915991248
775	0.01912411946
776	0.01908763172
777	0.01904745335
778	0.01903306759
779	0.01901169754
780	0.01897682407
781	0.01891113995
782	0.01889382029
783	0.01887611761
784	0.01886146049
785	0.01883165933
786	0.01878599772
787	0.01876729174
788	0.01871046361
789	0.01869358435
790	0.0186806702
791	0.01864587427
792	0.01863186844
793	0.01862714194
794	0.01862348696
795	0.01860402425
796	0.01859229173
797	0.01857880693
798	0.01857506357
799	0.01854108175
800	0.01853846263
801	0.01853507282
802	0.01850113907
803	0.01847902313
804	0.01843303898
805	0.01842732003
806	0.01838986777
807	0.01836619649
808	0.01835377391
809	0.01832592042
810	0.01828429214
811	0.01825805912
812	0.01820062002
813	0.01816793457
814	0.01812092231
815	0.01807727504
816	0.01806954485
817	0.01801037207
818	0.01797377889
819	0.01791156831
820	0.01787932016
821	0.0178739067
822	0.01786195088
823	0.01783770895
824	0.01780295954
825	0.01777015779
826	0.01774861716
827	0.01773674197
828	0.01770602436
829	0.01767099737
830	0.01762855964
831	0.01760437198
832	0.01758998468
833	0.01755746051
834	0.01753928797
835	0.01749924916
836	0.01747682618
837	0.01744661564
838	0.01741970031
839	0.01740792127
840	0.01738307922
841	0.01737976074
842	0.01734283261
843	0.01729337491
844	0.01727530627
845	0.01720521198
846	0.01720241299
847	0.01715645054
848	0.01712351853
849	0.01708291062
850	0.01707015619
851	0.01703693266
852	0.01697744044
853	0.01695339079
854	0.01693638282
855	0.01689114454
856	0.01688670647
857	0.01684405474
858	0.01683500336
859	0.01678660013
860	0.01674758632
861	0.01671987704
862	0.0167029187
863	0.016673713
864	0.01664129273
865	0.01663622042
866	0.01658499493
867	0.01653720887
868	0.01649430128
869	0.01645214267
870	0.01642542893
871	0.01639005149
872	0.01638715635
873	0.01636425887
874	0.01635403517
875	0.01633183239
876	0.01629433361
877	0.01627097091
878	0.01625301392
879	0.01621984466
880	0.01618984812
881	0.01614941078
882	0.01612840978
883	0.01608695519
884	0.01606660858
885	0.01602343117
886	0.01596913532
887	0.01591724923
888	0.01589986134
889	0.01589704064
890	0.01589428816
891	0.01589000671
892	0.01588716895
893	0.01582124136
894	0.01579125412
895	0.01576577008
896	0.0157543446
897	0.01573258067
898	0.01571182623
899	0.01570639882
900	0.01567785527
901	0.01566667479
902	0.01562587769
903	0.01558350044
904	0.01555246493
905	0.01551323092
906	0.01550408185
907	0.01548891765
908	0.01546971701
909	0.01541996622
910	0.01540853919
911	0.0153928183
912	0.0153693517
913	0.0153420332
914	0.01532436774
915	0.01530393585
916	0.01529717484
917	0.01528597266
918	0.01527863479
919	0.01527533492
920	0.01525197533
921	0.01523254984
922	0.01522090881
923	0.01519749339
924	0.01517704289
925	0.01514978952
926	0.01513044776
927	0.0151091878
928	0.01507073379
929	0.01503729161
930	0.01501211771
931	0.01498757029
932	0.01496887207
933	0.01495259603
934	0.01493561908
935	0.01490699334
936	0.01487109797
937	0.01485942748
938	0.01482222022
939	0.01478912695
940	0.01477453961
941	0.01476100984
942	0.0147411517
943	0.01470479112
944	0.01469154048
945	0.01468726678
946	0.01468391418
947	0.014674165
948	0.01463949002
949	0.01461459834
950	0.01460173692
951	0.01455392915
952	0.01450786591
